,LII,VVV,SEDG,ARW,AXON,WTRG,CLF,RGA,RUN,CHDN,BLDR,LAD,XPO,CREE,KSS,ARWR,Y,TNL,HRB,JEF,AFG,MPW,JBL,ORI,FHN,TMHC,CABO,UGI,LEA,IIVI,AN,RGEN,JLL,NAVI,FAF,SGMS,ADNT,RS,RNR,SABR,THC,JWN,HOG,WING,OLN,MAN,CAR,FOXF,FL,WEX,GT,PCTY,BJ,JBLU,IBKR,SNX,SIX,PEN,TOL,AVT,THO,BCO,ADS,WH,IAA,REXR,JACK,AIRC,KMPR,PB,NYCB,NCR,DKS,MAT,AVNT,SF,JHG,PZZA,XRX,MDU,CHX,KNX,X,CNO,THG,RYN,TRIP,MTG,RCM,TDC,URC.V,MUSA,R,VLY,BHF,CC,TGNA,FNB,BYD,ENR,UBSI,KBH,SAIC,TCBI,OZK,SIGI,SWX,CMC,LIVN,CMP,STL,CNK,GHC,WEN,WTFC,UNVR,PK,ETRN,TDS,TPH,ASB,STRA,UMPQ,SFM,CBRL,DAN,KNSL,NJR,NUVA,INT,HAE,RAMP,WW,GATX,SLGN,THS,COTY,NSA,EBS,BXS,TREE,CNX,FULT,MLHR,CATY,AMKR,TRN,MCY,PGNY,WOR,WAFD,TRMK,IBOC,MAC,GEF,PPC,STE,MUR,EPR,QDEL,FSLR,STAA,SLG,URBN,CIT,HXL,CPRI,PEB,AM,UE,YELP,BRX,XEC,PACW,HQY,EQT,BRKS,LGND,AEO,HWC,SBNY,WBS,NUS,SNV,TEX,FLR,DY,Strategic Education Inc,U.S. Bank Money Market Deposit Account,GXO WI,TECH,DAR,UTHR,MOH,MASI,NYT,CGNX,WSO,RH,TREX,WSM,FLO,HAIN,COR,BRO,DECK,FIVE,LSI,SAM,CPT,FR,GGG,IDA,HALO,NDSN,G,LANC,ATR,SMG,SCI,TTC,EGP,CONE,DCI,CACI,HRC,HE,BKH,LECO,MMS,HUBB,CHE,OGE,GNTX,LSTR,FDS,YETI,RPM,DOC,NATI,HR,NFG,NEU,AGCO,POST,WERN,SON,SXT,ICUI,CASY,NWE,OGS,PSB,FCN,MSA,OFC,SR,SEIC,BLD,NEOG,ASH,EHC,MKSI,IRDM,AMED,RGLD,RBC,SAIL,TTEK,INGR,LOPE,CIEN,OLLI,CDK,SYNA,MEDP,EVR,LHCG,QLYS,VMI,SMTC,CVLT,BIDI11.SA,VC,PDCO,n/a,CDAY,FICO,MANH,LSCC,LAMR,OLED,AZPN,ACHC,COHR,SLAB,NKTR,CHH,CCMP,BLKB,SUM
07/09/2021,2.51,1.47,1.42,1.39,1.38,1.36,1.34,1.31,1.31,1.24,1.22,1.22,1.21,1.2,1.19,1.18,1.13,1.09,1.06,1.04,1.01,1.01,0.98,0.98,0.95,0.93,0.93,0.92,0.91,0.9,0.88,0.87,0.87,0.87,0.86,0.85,0.83,0.83,0.83,0.83,0.82,0.81,0.81,0.8,0.79,0.79,0.78,0.78,0.77,0.77,0.76,0.75,0.74,0.73,0.73,0.73,0.72,0.72,0.69,0.68,0.68,0.67,0.66,0.66,0.65,0.64,0.63,0.63,0.62,0.62,0.61,0.61,0.61,0.6,0.59,0.58,0.58,0.58,0.56,0.56,0.56,0.56,0.54,0.54,0.53,0.5,0.5,0.5,0.49,0.49,0.49,0.48,0.47,0.47,0.47,0.46,0.46,0.46,0.46,0.45,0.44,0.44,0.44,0.44,0.43,0.43,0.43,0.43,0.43,0.43,0.42,0.42,0.42,0.41,0.41,0.41,0.4,0.39,0.39,0.39,0.38,0.38,0.38,0.37,0.36,0.36,0.34,0.34,0.34,0.33,0.32,0.32,0.31,0.31,0.3,0.28,0.28,0.28,0.27,0.27,0.27,0.26,0.25,0.25,0.25,0.23,0.23,0.23,0.22,0.22,0.2,0.2,0.19,0.18,0.16,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.09
07/12/2021,2.68,1.52,2.24,0.0,2.18,1.48,2.04,0.0,2.25,1.23,0.44,0.0,1.26,1.8,0.59,1.49,0.0,1.56,1.1,0.0,0.0,1.06,0.0,0.0,0.0,0.83,0.99,0.0,0.0,1.52,0.0,0.94,0.0,0.46,0.0,1.77,0.86,0.0,0.0,1.57,0.68,1.45,1.31,0.83,1.31,0.0,1.51,0.81,0.0,0.8,0.89,0.81,0.0,1.23,0.74,0.0,1.29,0.76,0.0,0.0,0.0,1.16,1.23,0.67,0.66,0.69,0.63,0.68,0.0,0.0,0.0,1.18,0.0,0.62,0.59,0.0,0.0,0.61,0.0,0.0,1.11,0.0,1.15,0.0,0.0,0.55,1.11,0.0,0.52,1.31,0.0,0.0,0.0,0.0,0.91,0.99,0.0,0.0,0.44,0.47,0.0,0.45,0.46,0.92,0.0,0.0,0.0,0.0,0.43,0.44,0.52,1.14,0.0,0.42,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.46,0.36,0.35,0.35,0.52,0.82,0.79,0.83,0.31,0.31,0.0,1.03,0.31,0.55,0.0,0.27,0.52,0.0,0.84,0.0,0.63,0.23,0.0,0.92,0.0,0.0,0.0,0.0,1.12,0.0,0.0,0.0,0.78,0.72,0.71,0.65,0.64,0.64,0.62,0.61,0.61,0.59,0.59,0.56,0.55,0.53,0.53,0.52,0.52,0.51,0.51,0.51,0.5,0.5,0.49,0.48,0.48,0.47,0.47,0.44,0.44,0.43,0.18,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
07/13/2021,2.68,1.52,2.24,0.0,2.18,1.48,2.04,0.0,2.25,1.23,0.44,0.0,1.26,1.8,0.59,1.49,0.0,1.56,1.1,0.0,0.0,1.06,0.0,0.0,0.0,0.83,0.99,0.0,0.0,1.52,0.0,0.94,0.0,0.46,0.0,1.77,0.86,0.0,0.0,1.57,0.68,1.45,1.31,0.83,1.31,0.0,1.51,0.81,0.0,0.8,0.89,0.81,0.0,1.23,0.74,0.0,1.29,0.76,0.0,0.0,0.0,1.16,1.23,0.67,0.66,0.69,0.63,0.68,0.0,0.0,0.0,1.18,0.0,0.62,0.59,0.0,0.0,0.61,0.0,0.0,1.11,0.0,1.15,0.0,0.0,0.55,1.11,0.0,0.52,1.31,0.0,0.0,0.0,0.0,0.91,0.99,0.0,0.0,0.44,0.47,0.0,0.45,0.46,0.92,0.0,0.0,0.0,0.0,0.43,0.44,0.52,1.14,0.0,0.42,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.46,0.36,0.35,0.35,0.52,0.82,0.79,0.83,0.31,0.31,0.0,1.03,0.31,0.55,0.0,0.27,0.52,0.0,0.84,0.0,0.63,0.23,0.0,0.92,0.0,0.0,0.0,0.0,1.12,0.0,0.0,0.0,0.78,0.72,0.71,0.65,0.64,0.64,0.62,0.61,0.61,0.59,0.59,0.56,0.55,0.53,0.53,0.52,0.52,0.51,0.51,0.51,0.5,0.5,0.49,0.48,0.48,0.47,0.47,0.44,0.44,0.43,0.18,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
07/14/2021,2.63,1.5,2.24,0.0,2.23,1.48,2.02,0.0,2.24,1.24,0.44,0.0,1.26,1.8,0.59,1.55,0.0,1.57,1.11,0.0,0.0,1.06,0.0,0.0,0.0,0.79,1.0,0.0,0.0,1.52,0.0,0.96,0.0,0.47,0.0,1.75,0.88,0.0,0.0,1.5,0.68,1.43,1.3,0.85,1.29,0.0,1.44,0.81,0.0,0.79,0.89,0.81,0.0,1.24,0.74,0.0,1.28,0.76,0.0,0.0,0.0,1.17,1.21,0.67,0.65,0.69,0.63,0.68,0.0,0.0,0.0,1.2,0.0,0.62,0.59,0.0,0.0,0.63,0.0,0.0,1.14,0.0,1.15,0.0,0.0,0.55,1.11,0.0,0.52,1.31,0.0,0.0,0.0,0.0,0.89,0.99,0.0,0.0,0.43,0.47,0.0,0.43,0.46,0.94,0.0,0.0,0.0,0.0,0.43,0.44,0.51,1.15,0.0,0.43,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.46,0.35,0.35,0.35,0.52,0.84,0.79,0.79,0.31,0.31,0.0,1.06,0.31,0.54,0.0,0.27,0.54,0.0,0.82,0.0,0.63,0.23,0.0,0.92,0.0,0.0,0.0,0.0,1.14,0.0,0.0,0.0,0.79,0.71,0.72,0.65,0.64,0.64,0.62,0.6,0.61,0.59,0.59,0.57,0.55,0.54,0.53,0.54,0.51,0.51,0.53,0.51,0.51,0.51,0.49,0.48,0.47,0.46,0.47,0.44,0.44,0.42,0.18,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
07/15/2021,2.56,1.49,2.24,0.0,2.2,1.44,2.17,0.0,2.25,1.23,0.45,0.0,1.28,1.78,0.61,1.52,0.0,1.57,1.11,0.0,0.0,1.05,0.0,0.0,0.0,0.78,0.96,0.0,0.0,1.5,0.0,0.92,0.0,0.49,0.0,1.72,0.88,0.0,0.0,1.53,0.68,1.49,1.31,0.82,1.31,0.0,1.47,0.81,0.0,0.79,0.9,0.78,0.0,1.24,0.74,0.0,1.31,0.74,0.0,0.0,0.0,1.2,1.26,0.67,0.67,0.69,0.63,0.68,0.0,0.0,0.0,1.16,0.0,0.62,0.59,0.0,0.0,0.63,0.0,0.0,1.16,0.0,1.24,0.0,0.0,0.54,1.07,0.0,0.5,1.28,0.0,0.0,0.0,0.0,0.92,1.0,0.0,0.0,0.44,0.46,0.0,0.43,0.46,0.95,0.0,0.0,0.0,0.0,0.41,0.45,0.52,1.08,0.0,0.42,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.47,0.35,0.35,0.34,0.53,0.82,0.76,0.77,0.31,0.31,0.0,1.04,0.31,0.53,0.0,0.26,0.53,0.0,0.82,0.0,0.64,0.24,0.0,0.89,0.0,0.0,0.0,0.0,1.17,0.0,0.0,0.0,0.78,0.72,0.71,0.66,0.62,0.65,0.64,0.59,0.61,0.59,0.6,0.56,0.56,0.54,0.54,0.54,0.53,0.51,0.52,0.51,0.49,0.52,0.51,0.5,0.48,0.46,0.48,0.46,0.45,0.42,0.18,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
07/16/2021,2.56,1.49,2.24,0.0,2.2,1.44,2.17,0.0,2.25,1.23,0.45,0.0,1.28,1.78,0.61,1.52,0.0,1.57,1.11,0.0,0.0,1.05,0.0,0.0,0.0,0.78,0.96,0.0,0.0,1.5,0.0,0.92,0.0,0.49,0.0,1.72,0.88,0.0,0.0,1.53,0.68,1.49,1.31,0.82,1.31,0.0,1.47,0.81,0.0,0.79,0.9,0.78,0.0,1.24,0.74,0.0,1.31,0.74,0.0,0.0,0.0,1.2,1.26,0.67,0.67,0.69,0.63,0.68,0.0,0.0,0.0,1.16,0.0,0.62,0.59,0.0,0.0,0.63,0.0,0.0,1.16,0.0,1.24,0.0,0.0,0.54,1.07,0.0,0.5,1.28,0.0,0.0,0.0,0.0,0.92,1.0,0.0,0.0,0.44,0.46,0.0,0.43,0.46,0.95,0.0,0.0,0.0,0.0,0.41,0.45,0.52,1.08,0.0,0.42,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.47,0.35,0.35,0.34,0.53,0.82,0.76,0.77,0.31,0.31,0.0,1.04,0.31,0.53,0.0,0.26,0.53,0.0,0.82,0.0,0.64,0.24,0.0,0.89,0.0,0.0,0.0,0.0,1.17,0.0,0.0,0.0,0.78,0.72,0.71,0.66,0.62,0.65,0.64,0.59,0.61,0.59,0.6,0.56,0.56,0.54,0.54,0.54,0.53,0.51,0.52,0.51,0.49,0.52,0.51,0.5,0.48,0.46,0.48,0.46,0.45,0.42,0.18,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
07/19/2021,2.41,1.52,2.12,0.0,2.25,1.48,2.13,0.0,2.09,1.22,0.44,0.0,1.3,1.79,0.6,1.5,0.0,1.58,1.14,0.0,0.0,1.09,0.0,0.0,0.0,0.78,0.98,0.0,0.0,1.57,0.0,0.91,0.0,0.5,0.0,1.7,0.87,0.0,0.0,1.53,0.68,1.45,1.31,0.84,1.31,0.0,1.48,0.82,0.0,0.81,0.9,0.79,0.0,1.22,0.75,0.0,1.29,0.71,0.0,0.0,0.0,1.24,1.25,0.68,0.71,0.71,0.63,0.71,0.0,0.0,0.0,1.17,0.0,0.63,0.6,0.0,0.0,0.66,0.0,0.0,1.16,0.0,1.19,0.0,0.0,0.56,1.06,0.0,0.48,1.29,0.0,0.0,0.0,0.0,0.93,1.01,0.0,0.0,0.43,0.46,0.0,0.44,0.47,0.95,0.0,0.0,0.0,0.0,0.42,0.52,0.51,1.0,0.0,0.43,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.49,0.36,0.35,0.35,0.53,0.82,0.73,0.75,0.32,0.31,0.0,1.06,0.32,0.54,0.0,0.25,0.53,0.0,0.81,0.0,0.65,0.24,0.0,0.87,0.0,0.0,0.0,0.0,1.17,0.0,0.0,0.0,0.75,0.78,0.7,0.65,0.59,0.65,0.65,0.62,0.59,0.59,0.62,0.56,0.57,0.54,0.55,0.52,0.53,0.51,0.52,0.51,0.47,0.53,0.51,0.51,0.48,0.47,0.49,0.45,0.44,0.42,0.18,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
07/20/2021,2.48,1.51,2.1,0.0,2.22,1.51,2.12,0.0,2.03,1.23,0.45,0.0,1.31,1.73,0.6,1.52,0.0,1.59,1.15,0.0,0.0,1.1,0.0,0.0,0.0,0.78,0.98,0.0,0.0,1.53,0.0,0.93,0.0,0.51,0.0,1.62,0.85,0.0,0.0,1.5,0.69,1.43,1.3,0.85,1.31,0.0,1.53,0.81,0.0,0.81,0.89,0.8,0.0,1.23,0.76,0.0,1.31,0.71,0.0,0.0,0.0,1.24,1.24,0.68,0.71,0.72,0.63,0.72,0.0,0.0,0.0,1.18,0.0,0.63,0.61,0.0,0.0,0.66,0.0,0.0,1.13,0.0,1.2,0.0,0.0,0.57,1.07,0.0,0.48,1.31,0.0,0.0,0.0,0.0,0.95,1.02,0.0,0.0,0.44,0.46,0.0,0.44,0.47,0.98,0.0,0.0,0.0,0.0,0.42,0.54,0.52,0.97,0.0,0.43,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.49,0.37,0.36,0.34,0.54,0.81,0.74,0.73,0.33,0.32,0.0,1.05,0.32,0.56,0.0,0.25,0.52,0.0,0.81,0.0,0.65,0.24,0.0,0.86,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.0,0.74,0.76,0.71,0.63,0.59,0.66,0.63,0.63,0.59,0.58,0.62,0.56,0.57,0.54,0.55,0.52,0.53,0.5,0.51,0.51,0.47,0.51,0.52,0.51,0.49,0.46,0.5,0.45,0.45,0.42,0.18,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
07/21/2021,2.53,1.5,2.1,0.0,2.26,1.56,2.0,0.0,2.04,1.23,0.44,0.0,1.33,1.72,0.59,1.56,0.0,1.57,1.16,0.0,0.0,1.14,0.0,0.0,0.0,0.78,1.01,0.0,0.0,1.54,0.0,0.96,0.0,0.51,0.0,1.57,0.85,0.0,0.0,1.5,0.7,1.43,1.3,0.87,1.32,0.0,1.51,0.81,0.0,0.82,0.87,0.83,0.0,1.19,0.77,0.0,1.31,0.73,0.0,0.0,0.0,1.24,1.23,0.68,0.73,0.73,0.64,0.74,0.0,0.0,0.0,1.17,0.0,0.63,0.61,0.0,0.0,0.66,0.0,0.0,1.11,0.0,1.16,0.0,0.0,0.57,1.07,0.0,0.49,1.25,0.0,0.0,0.0,0.0,0.94,0.98,0.0,0.0,0.43,0.47,0.0,0.45,0.49,0.96,0.0,0.0,0.0,0.0,0.43,0.55,0.51,0.97,0.0,0.43,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.48,0.39,0.36,0.35,0.53,0.82,0.75,0.73,0.34,0.32,0.0,1.06,0.33,0.59,0.0,0.25,0.52,0.0,0.8,0.0,0.65,0.24,0.0,0.85,0.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.72,0.77,0.77,0.62,0.6,0.66,0.62,0.62,0.59,0.56,0.62,0.56,0.57,0.54,0.55,0.51,0.52,0.51,0.49,0.51,0.47,0.51,0.51,0.49,0.48,0.46,0.49,0.45,0.43,0.42,0.18,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
07/22/2021,2.53,1.5,2.1,0.0,2.26,1.56,2.0,0.0,2.04,1.23,0.44,0.0,1.33,1.72,0.59,1.56,0.0,1.57,1.16,0.0,0.0,1.14,0.0,0.0,0.0,0.78,1.01,0.0,0.0,1.54,0.0,0.96,0.0,0.51,0.0,1.57,0.85,0.0,0.0,1.5,0.7,1.43,1.3,0.87,1.32,0.0,1.51,0.81,0.0,0.82,0.87,0.83,0.0,1.19,0.77,0.0,1.31,0.73,0.0,0.0,0.0,1.24,1.23,0.68,0.73,0.73,0.64,0.74,0.0,0.0,0.0,1.17,0.0,0.63,0.61,0.0,0.0,0.66,0.0,0.0,1.11,0.0,1.16,0.0,0.0,0.57,1.07,0.0,0.49,1.25,0.0,0.0,0.0,0.0,0.94,0.98,0.0,0.0,0.43,0.47,0.0,0.45,0.49,0.96,0.0,0.0,0.0,0.0,0.43,0.55,0.51,0.97,0.0,0.43,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.48,0.39,0.36,0.35,0.53,0.82,0.75,0.73,0.34,0.32,0.0,1.06,0.33,0.59,0.0,0.25,0.52,0.0,0.8,0.0,0.65,0.24,0.0,0.85,0.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.72,0.77,0.77,0.62,0.6,0.66,0.62,0.62,0.59,0.56,0.62,0.56,0.57,0.54,0.55,0.51,0.52,0.51,0.49,0.51,0.47,0.51,0.51,0.49,0.48,0.46,0.49,0.45,0.43,0.42,0.18,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
