,LII,VVV,SEDG,ARW,AXON,WTRG,CLF,RGA,RUN,CHDN,BLDR,LAD,XPO,CREE,KSS,ARWR,Y,TNL,HRB,JEF,AFG,MPW,JBL,ORI,FHN,TMHC,CABO,UGI,LEA,IIVI,AN,RGEN,JLL,NAVI,FAF,SGMS,ADNT,RS,RNR,SABR,THC,JWN,HOG,WING,OLN,MAN,CAR,FOXF,FL,WEX,GT,PCTY,BJ,JBLU,IBKR,SNX,SIX,PEN,TOL,AVT,THO,BCO,ADS,WH,IAA,REXR,JACK,AIRC,KMPR,PB,NYCB,NCR,DKS,MAT,AVNT,SF,JHG,PZZA,XRX,MDU,CHX,KNX,X,CNO,THG,RYN,TRIP,MTG,RCM,TDC,URC.V,MUSA,R,VLY,BHF,CC,TGNA,FNB,BYD,ENR,UBSI,KBH,SAIC,TCBI,OZK,SIGI,SWX,CMC,LIVN,CMP,STL,CNK,GHC,WEN,WTFC,UNVR,PK,ETRN,TDS,TPH,ASB,STRA,UMPQ,SFM,CBRL,DAN,KNSL,NJR,NUVA,INT,HAE,RAMP,WW,GATX,SLGN,THS,COTY,NSA,EBS,BXS,TREE,CNX,FULT,MLHR,CATY,AMKR,TRN,MCY,PGNY,WOR,WAFD,TRMK,IBOC,MAC,GEF,PPC,STE,MUR,EPR,QDEL,FSLR,STAA,SLG,URBN,CIT,HXL,CPRI,PEB,AM,UE,YELP,BRX,XEC,PACW,HQY,EQT,BRKS,LGND,AEO,HWC,SBNY,WBS,NUS,SNV,TEX,FLR,DY,Strategic Education Inc,U.S. Bank Money Market Deposit Account,GXO WI,TECH,DAR,UTHR,MOH,MASI,NYT,CGNX,WSO,RH,TREX,WSM,FLO,HAIN,COR,BRO,DECK,FIVE,LSI,SAM,CPT,FR,GGG,IDA,HALO,NDSN,G,LANC,ATR,SMG,SCI,TTC,EGP,CONE,DCI,CACI,HRC,HE,BKH,LECO,MMS,HUBB,CHE,OGE,GNTX,LSTR,FDS,YETI,RPM,DOC,NATI,HR,NFG,NEU,AGCO,POST,WERN,SON,SXT,ICUI,CASY,NWE,OGS,PSB,FCN,MSA,OFC,SR,SEIC,BLD,NEOG,ASH,EHC,MKSI,IRDM,AMED,RGLD,RBC,SAIL,TTEK,INGR,LOPE,CIEN,OLLI,CDK,SYNA,MEDP,EVR,LHCG,QLYS,VMI,SMTC,CVLT,BIDI11.SA,VC,PDCO,n/a,CDAY,FICO,MANH,LSCC,LAMR,OLED,AZPN,ACHC,COHR,SLAB,NKTR,CHH,CCMP,BLKB,SUM
07/23/2021,2.53,1.5,2.1,0.0,2.26,1.56,2.0,0.0,2.04,1.23,0.44,0.0,1.33,1.72,0.59,1.56,0.0,1.57,1.16,0.0,0.0,1.14,0.0,0.0,0.0,0.78,1.01,0.0,0.0,1.54,0.0,0.96,0.0,0.51,0.0,1.57,0.85,0.0,0.0,1.5,0.7,1.43,1.3,0.87,1.32,0.0,1.51,0.81,0.0,0.82,0.87,0.83,0.0,1.19,0.77,0.0,1.31,0.73,0.0,0.0,0.0,1.24,1.23,0.68,0.73,0.73,0.64,0.74,0.0,0.0,0.0,1.17,0.0,0.63,0.61,0.0,0.0,0.66,0.0,0.0,1.11,0.0,1.16,0.0,0.0,0.57,1.07,0.0,0.49,1.25,0.0,0.0,0.0,0.0,0.94,0.98,0.0,0.0,0.43,0.47,0.0,0.45,0.49,0.96,0.0,0.0,0.0,0.0,0.43,0.55,0.51,0.97,0.0,0.43,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.48,0.39,0.36,0.35,0.53,0.82,0.75,0.73,0.34,0.32,0.0,1.06,0.33,0.59,0.0,0.25,0.52,0.0,0.8,0.0,0.65,0.24,0.0,0.85,0.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.72,0.77,0.77,0.62,0.6,0.66,0.62,0.62,0.59,0.56,0.62,0.56,0.57,0.54,0.55,0.51,0.52,0.51,0.49,0.51,0.47,0.51,0.51,0.49,0.48,0.46,0.49,0.45,0.43,0.42,0.18,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
07/26/2021,2.46,1.45,2.21,0.0,2.27,1.48,2.04,0.0,2.25,1.25,0.47,0.0,1.31,1.79,0.6,1.61,0.0,1.6,1.13,0.0,0.0,1.12,0.0,0.0,0.0,0.79,0.97,0.0,0.0,1.55,0.0,0.94,0.0,0.51,0.0,1.58,0.87,0.0,0.0,1.52,0.73,1.41,1.18,0.86,1.33,0.0,1.57,0.83,0.0,0.8,0.86,0.84,0.0,1.22,0.74,0.0,1.3,0.74,0.0,0.0,0.0,1.22,1.21,0.67,0.73,0.72,0.63,0.71,0.0,0.0,0.0,1.17,0.0,0.62,0.6,0.0,0.0,0.66,0.0,0.0,1.08,0.0,1.17,0.0,0.0,0.54,1.07,0.0,0.48,1.32,0.0,0.0,0.0,0.0,0.92,0.95,0.0,0.0,0.45,0.46,0.0,0.45,0.46,0.94,0.0,0.0,0.0,0.0,0.44,0.52,0.5,0.99,0.0,0.43,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.49,0.36,0.34,0.34,0.52,0.8,0.76,0.74,0.33,0.3,0.0,1.08,0.31,0.6,0.0,0.25,0.5,0.0,0.81,0.0,0.66,0.24,0.0,0.87,0.0,0.0,0.0,0.0,1.14,0.0,0.0,0.0,0.74,0.75,0.83,0.61,0.6,0.65,0.61,0.61,0.59,0.58,0.62,0.56,0.58,0.54,0.54,0.49,0.55,0.49,0.51,0.53,0.49,0.51,0.51,0.48,0.46,0.44,0.47,0.45,0.46,0.4,0.18,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
07/27/2021,2.46,1.45,2.21,0.0,2.27,1.48,2.04,0.0,2.25,1.25,0.47,0.0,1.31,1.79,0.6,1.61,0.0,1.6,1.13,0.0,0.0,1.12,0.0,0.0,0.0,0.79,0.97,0.0,0.0,1.55,0.0,0.94,0.0,0.51,0.0,1.58,0.87,0.0,0.0,1.52,0.73,1.41,1.18,0.86,1.33,0.0,1.57,0.83,0.0,0.8,0.86,0.84,0.0,1.22,0.74,0.0,1.3,0.74,0.0,0.0,0.0,1.22,1.21,0.67,0.73,0.72,0.63,0.71,0.0,0.0,0.0,1.17,0.0,0.62,0.6,0.0,0.0,0.66,0.0,0.0,1.08,0.0,1.17,0.0,0.0,0.54,1.07,0.0,0.48,1.32,0.0,0.0,0.0,0.0,0.92,0.95,0.0,0.0,0.45,0.46,0.0,0.45,0.46,0.94,0.0,0.0,0.0,0.0,0.44,0.52,0.5,0.99,0.0,0.43,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.49,0.36,0.34,0.34,0.52,0.8,0.76,0.74,0.33,0.3,0.0,1.08,0.31,0.6,0.0,0.25,0.5,0.0,0.81,0.0,0.66,0.24,0.0,0.87,0.0,0.0,0.0,0.0,1.14,0.0,0.0,0.0,0.74,0.75,0.83,0.61,0.6,0.65,0.61,0.61,0.59,0.58,0.62,0.56,0.58,0.54,0.54,0.49,0.55,0.49,0.51,0.53,0.49,0.51,0.51,0.48,0.46,0.44,0.47,0.45,0.46,0.4,0.18,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
07/28/2021,2.48,1.46,2.14,0.0,2.31,1.53,2.1,0.0,2.16,1.25,0.48,0.0,1.32,1.79,0.58,1.63,0.0,1.57,1.17,0.0,0.0,1.12,0.0,0.0,0.0,0.82,1.01,0.0,0.0,1.54,0.0,0.98,0.0,0.5,0.0,1.52,0.86,0.0,0.0,1.53,0.73,1.32,1.19,0.93,1.31,0.0,1.63,0.87,0.0,0.83,0.85,0.85,0.0,1.21,0.72,0.0,1.29,0.75,0.0,0.0,0.0,1.18,1.2,0.67,0.74,0.74,0.65,0.73,0.0,0.0,0.0,1.16,0.0,0.61,0.61,0.0,0.0,0.7,0.0,0.0,1.07,0.0,1.19,0.0,0.0,0.55,1.06,0.0,0.49,1.35,0.0,0.0,0.0,0.0,0.9,0.95,0.0,0.0,0.44,0.45,0.0,0.46,0.47,0.95,0.0,0.0,0.0,0.0,0.44,0.53,0.5,0.94,0.0,0.43,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.48,0.36,0.35,0.34,0.52,0.78,0.76,0.71,0.33,0.3,0.0,1.06,0.33,0.59,0.0,0.25,0.49,0.0,0.81,0.0,0.66,0.24,0.0,0.88,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.73,0.74,0.9,0.6,0.6,0.62,0.6,0.61,0.59,0.57,0.6,0.56,0.56,0.55,0.53,0.49,0.55,0.49,0.51,0.52,0.49,0.51,0.51,0.49,0.46,0.45,0.46,0.45,0.45,0.41,0.18,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
07/29/2021,2.48,1.46,2.14,0.0,2.31,1.53,2.1,0.0,2.16,1.25,0.48,0.0,1.32,1.79,0.58,1.63,0.0,1.57,1.17,0.0,0.0,1.12,0.0,0.0,0.0,0.82,1.01,0.0,0.0,1.54,0.0,0.98,0.0,0.5,0.0,1.52,0.86,0.0,0.0,1.53,0.73,1.32,1.19,0.93,1.31,0.0,1.63,0.87,0.0,0.83,0.85,0.85,0.0,1.21,0.72,0.0,1.29,0.75,0.0,0.0,0.0,1.18,1.2,0.67,0.74,0.74,0.65,0.73,0.0,0.0,0.0,1.16,0.0,0.61,0.61,0.0,0.0,0.7,0.0,0.0,1.07,0.0,1.19,0.0,0.0,0.55,1.06,0.0,0.49,1.35,0.0,0.0,0.0,0.0,0.9,0.95,0.0,0.0,0.44,0.45,0.0,0.46,0.47,0.95,0.0,0.0,0.0,0.0,0.44,0.53,0.5,0.94,0.0,0.43,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.48,0.36,0.35,0.34,0.52,0.78,0.76,0.71,0.33,0.3,0.0,1.06,0.33,0.59,0.0,0.25,0.49,0.0,0.81,0.0,0.66,0.24,0.0,0.88,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.73,0.74,0.9,0.6,0.6,0.62,0.6,0.61,0.59,0.57,0.6,0.56,0.56,0.55,0.53,0.49,0.55,0.49,0.51,0.52,0.49,0.51,0.51,0.49,0.46,0.45,0.46,0.45,0.45,0.41,0.18,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
07/30/2021,2.51,1.46,2.1,0.0,2.28,1.52,2.13,0.0,2.13,1.25,0.46,0.0,1.3,1.77,0.59,1.58,0.0,1.57,1.15,0.0,0.0,1.11,0.0,0.0,0.0,0.8,0.99,0.0,0.0,1.44,0.0,0.95,0.0,0.51,0.0,1.55,0.86,0.0,0.0,1.57,0.73,1.37,1.19,0.9,1.33,0.0,1.66,0.85,0.0,0.82,0.86,0.84,0.0,1.24,0.71,0.0,1.35,0.73,0.0,0.0,0.0,1.18,1.2,0.67,0.73,0.73,0.66,0.72,0.0,0.0,0.0,1.16,0.0,0.65,0.61,0.0,0.0,0.68,0.0,0.0,1.09,0.0,1.23,0.0,0.0,0.55,1.13,0.0,0.49,1.38,0.0,0.0,0.0,0.0,0.91,0.95,0.0,0.0,0.45,0.46,0.0,0.45,0.46,0.94,0.0,0.0,0.0,0.0,0.44,0.52,0.49,0.98,0.0,0.43,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.48,0.36,0.35,0.34,0.53,0.78,0.75,0.72,0.33,0.3,0.0,1.07,0.32,0.57,0.0,0.26,0.5,0.0,0.81,0.0,0.65,0.24,0.0,0.84,0.0,0.0,0.0,0.0,1.12,0.0,0.0,0.0,0.77,0.73,0.83,0.59,0.57,0.63,0.61,0.62,0.6,0.58,0.61,0.57,0.56,0.55,0.53,0.5,0.54,0.49,0.52,0.51,0.48,0.51,0.51,0.47,0.46,0.45,0.46,0.46,0.45,0.41,0.18,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/02/2021,2.51,1.45,2.17,0.0,2.33,1.54,2.27,0.0,2.22,1.23,0.46,0.0,1.26,1.74,0.58,1.62,0.0,1.47,1.15,0.0,0.0,1.1,0.0,0.0,0.0,0.81,0.99,0.0,0.0,1.46,0.0,1.09,0.0,0.49,0.0,1.54,0.84,0.0,0.0,1.56,0.72,1.36,1.14,0.9,1.38,0.0,1.66,0.83,0.0,0.83,0.85,0.84,0.0,1.18,0.72,0.0,1.34,0.73,0.0,0.0,0.0,1.19,1.19,0.67,0.71,0.73,0.64,0.71,0.0,0.0,0.0,1.15,0.0,0.67,0.6,0.0,0.0,0.68,0.0,0.0,1.07,0.0,1.24,0.0,0.0,0.55,1.11,0.0,0.49,1.37,0.0,0.0,0.0,0.0,0.91,0.96,0.0,0.0,0.45,0.46,0.0,0.46,0.46,0.96,0.0,0.0,0.0,0.0,0.45,0.5,0.49,0.94,0.0,0.43,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.48,0.38,0.35,0.34,0.57,0.78,0.73,0.71,0.33,0.3,0.0,1.07,0.32,0.59,0.0,0.26,0.51,0.0,0.79,0.0,0.69,0.24,0.0,0.83,0.0,0.0,0.0,0.0,1.09,0.0,0.0,0.0,0.76,0.71,0.85,0.6,0.57,0.63,0.59,0.62,0.57,0.55,0.6,0.54,0.55,0.55,0.53,0.48,0.54,0.49,0.52,0.52,0.49,0.5,0.51,0.46,0.46,0.45,0.46,0.46,0.46,0.41,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99000000000002
08/03/2021,2.51,1.45,2.17,0.0,2.33,1.54,2.27,0.0,2.22,1.23,0.46,0.0,1.26,1.74,0.58,1.62,0.0,1.47,1.15,0.0,0.0,1.1,0.0,0.0,0.0,0.81,0.99,0.0,0.0,1.46,0.0,1.09,0.0,0.49,0.0,1.54,0.84,0.0,0.0,1.56,0.72,1.36,1.14,0.9,1.38,0.0,1.66,0.83,0.0,0.83,0.85,0.84,0.0,1.18,0.72,0.0,1.34,0.73,0.0,0.0,0.0,1.19,1.19,0.67,0.71,0.73,0.64,0.71,0.0,0.0,0.0,1.15,0.0,0.67,0.6,0.0,0.0,0.68,0.0,0.0,1.07,0.0,1.24,0.0,0.0,0.55,1.11,0.0,0.49,1.37,0.0,0.0,0.0,0.0,0.91,0.96,0.0,0.0,0.45,0.46,0.0,0.46,0.46,0.96,0.0,0.0,0.0,0.0,0.45,0.5,0.49,0.94,0.0,0.43,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.48,0.38,0.35,0.34,0.57,0.78,0.73,0.71,0.33,0.3,0.0,1.07,0.32,0.59,0.0,0.26,0.51,0.0,0.79,0.0,0.69,0.24,0.0,0.83,0.0,0.0,0.0,0.0,1.09,0.0,0.0,0.0,0.76,0.71,0.85,0.6,0.57,0.63,0.59,0.62,0.57,0.55,0.6,0.54,0.55,0.55,0.53,0.48,0.54,0.49,0.52,0.52,0.49,0.5,0.51,0.46,0.46,0.45,0.46,0.46,0.46,0.41,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99000000000002
08/04/2021,2.51,1.45,2.17,0.0,2.33,1.54,2.27,0.0,2.22,1.23,0.46,0.0,1.26,1.74,0.58,1.62,0.0,1.47,1.15,0.0,0.0,1.1,0.0,0.0,0.0,0.81,0.99,0.0,0.0,1.46,0.0,1.09,0.0,0.49,0.0,1.54,0.84,0.0,0.0,1.56,0.72,1.36,1.14,0.9,1.38,0.0,1.66,0.83,0.0,0.83,0.85,0.84,0.0,1.18,0.72,0.0,1.34,0.73,0.0,0.0,0.0,1.19,1.19,0.67,0.71,0.73,0.64,0.71,0.0,0.0,0.0,1.15,0.0,0.67,0.6,0.0,0.0,0.68,0.0,0.0,1.07,0.0,1.24,0.0,0.0,0.55,1.11,0.0,0.49,1.37,0.0,0.0,0.0,0.0,0.91,0.96,0.0,0.0,0.45,0.46,0.0,0.46,0.46,0.96,0.0,0.0,0.0,0.0,0.45,0.5,0.49,0.94,0.0,0.43,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.48,0.38,0.35,0.34,0.57,0.78,0.73,0.71,0.33,0.3,0.0,1.07,0.32,0.59,0.0,0.26,0.51,0.0,0.79,0.0,0.69,0.24,0.0,0.83,0.0,0.0,0.0,0.0,1.09,0.0,0.0,0.0,0.76,0.71,0.85,0.6,0.57,0.63,0.59,0.62,0.57,0.55,0.6,0.54,0.55,0.55,0.53,0.48,0.54,0.49,0.52,0.52,0.49,0.5,0.51,0.46,0.46,0.45,0.46,0.46,0.46,0.41,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99000000000002
08/05/2021,2.51,1.45,2.17,0.0,2.33,1.54,2.27,0.0,2.22,1.23,0.46,0.0,1.26,1.74,0.58,1.62,0.0,1.47,1.15,0.0,0.0,1.1,0.0,0.0,0.0,0.81,0.99,0.0,0.0,1.46,0.0,1.09,0.0,0.49,0.0,1.54,0.84,0.0,0.0,1.56,0.72,1.36,1.14,0.9,1.38,0.0,1.66,0.83,0.0,0.83,0.85,0.84,0.0,1.18,0.72,0.0,1.34,0.73,0.0,0.0,0.0,1.19,1.19,0.67,0.71,0.73,0.64,0.71,0.0,0.0,0.0,1.15,0.0,0.67,0.6,0.0,0.0,0.68,0.0,0.0,1.07,0.0,1.24,0.0,0.0,0.55,1.11,0.0,0.49,1.37,0.0,0.0,0.0,0.0,0.91,0.96,0.0,0.0,0.45,0.46,0.0,0.46,0.46,0.96,0.0,0.0,0.0,0.0,0.45,0.5,0.49,0.94,0.0,0.43,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.48,0.38,0.35,0.34,0.57,0.78,0.73,0.71,0.33,0.3,0.0,1.07,0.32,0.59,0.0,0.26,0.51,0.0,0.79,0.0,0.69,0.24,0.0,0.83,0.0,0.0,0.0,0.0,1.09,0.0,0.0,0.0,0.76,0.71,0.85,0.6,0.57,0.63,0.59,0.62,0.57,0.55,0.6,0.54,0.55,0.55,0.53,0.48,0.54,0.49,0.52,0.52,0.49,0.5,0.51,0.46,0.46,0.45,0.46,0.46,0.46,0.41,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99000000000002
