,688012.SS,688012.SS.1,688012.SS.2,688012.SS.3,Cash,688012.SS.4,MSFT,AAPL,AMZN,FB,GOOGL,GOOG,TSLA,ADBE,BRK.B,NFLX,JPM,NVDA,DHR,XOM,INTC,WMT,JNJ,ABBV,QCOM,NOW,CRM,BMY,PG,V,CHTR,DE,C,UNH,AMD,CVS,UPS,MU,LMT,FDX,MMM,AMAT,HD,IDXX,ZTS,PYPL,ADSK,SHW,NSC,TFC,DIS,SO,REGN,MA,EBAY,F,CVX,AON,IQV,TMO,HPQ,BAX,PRU,WST,BKNG,CMG,MET,BAC,ALL,GM,SWK,ACN,TRV,HOLX,PKI,KR,BIO,YUM,CDNS,LEN,COO,PH,DHI,AVB,HLT,TJX,NDAQ,DLR,ROST,QRVO,STZ,NRG,NKE,EQR,SWKS,DOV,MCK,T,CMCSA,IR,CTVA,IT,VRTX,EIX,WY,MAA,AJG,AME,BDX,OGN,ETSY,K,TSN,DTE,CMS,BR,WBA,DRI,FITB,DRE,LKQ,CBOE,UDR,CAG,LVS,JBHT,DISH,INCY,FOXA,MCD,COG,WRB,RF,IPG,PNR,ETR,RE,HCA,PNC,APH,KMI,IEX,PWR,IVZ,NWSA,DISCK,CPB,SNPS,HIG,AIZ,WELL,HBI,KIM,J,UAA,BEN,KEY,ADP,L,SNA,LUMN,MRK,HII,COF,SJM,TMUS,CLX,LDOS,IP,NEM,FCX,HSY,HBAN,BBY,VTR,CHD,SBAC,PEAK,MKTX,ALXN,WMB,ANSS,PBCT,GL,NOC,CTLT,SBUX,VZ,WU,EXR,AIG,DG,ABC,PEP,MOS,JKHY,EOG,PXD,WHR,TYL,Credit Suisse 130/30 Large Cap Long Sub-Index Swap Societe Generale,Credit Suisse 130/30 Large Cap Short Sub-Index Swap Ubs Ag - Cash Offset,Credit Suisse 130/30 Large Cap Short Sub-Index Swap Goldman Sachs Internati,Credit Suisse 130/30 Large Cap Long Sub-Index Swap Ubs Ag,Credit Suisse 130/30 Large Cap Short Sub-Index Swap Societe Generale - Cash,SUM
07/09/2021,23.94,12.27,12.11,11.46,6.49,4.52,4.13,3.99,2.62,1.46,1.16,1.14,0.93,0.87,0.78,0.72,0.68,0.66,0.65,0.63,0.62,0.61,0.58,0.57,0.56,0.55,0.53,0.52,0.51,0.5,0.49,0.49,0.48,0.48,0.48,0.47,0.46,0.44,0.44,0.44,0.43,0.43,0.43,0.42,0.42,0.41,0.41,0.41,0.41,0.4,0.4,0.4,0.39,0.39,0.39,0.39,0.38,0.38,0.38,0.38,0.36,0.36,0.36,0.36,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.0,0.0,0.0,0.0,0.0,150.94000000000003
07/12/2021,0.0,0.0,0.0,0.0,6.49,0.0,4.13,3.99,2.62,1.46,1.16,1.14,0.93,0.87,0.78,0.72,0.68,0.66,0.65,0.63,0.62,0.61,0.58,0.57,0.56,0.55,0.53,0.52,0.51,0.5,0.49,0.49,0.48,0.48,0.48,0.47,0.46,0.44,0.44,0.44,0.43,0.43,0.43,0.42,0.42,0.41,0.41,0.41,0.41,0.4,0.4,0.4,0.39,0.39,0.39,0.39,0.38,0.38,0.38,0.38,0.36,0.36,0.36,0.36,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,23.94,12.27,12.11,11.46,4.52,150.94000000000003
07/13/2021,0.0,0.0,0.0,0.0,6.49,0.0,4.13,3.99,2.62,1.46,1.16,1.14,0.93,0.87,0.78,0.72,0.68,0.66,0.65,0.63,0.62,0.61,0.58,0.57,0.56,0.55,0.53,0.52,0.51,0.5,0.49,0.49,0.48,0.48,0.48,0.47,0.46,0.44,0.44,0.44,0.43,0.43,0.43,0.42,0.42,0.41,0.41,0.41,0.41,0.4,0.4,0.4,0.39,0.39,0.39,0.39,0.38,0.38,0.38,0.38,0.36,0.36,0.36,0.36,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,23.94,12.27,12.11,11.46,4.52,150.94000000000003
07/14/2021,0.0,0.0,0.0,0.0,6.49,0.0,4.13,3.99,2.62,1.46,1.16,1.14,0.93,0.87,0.78,0.72,0.68,0.66,0.65,0.63,0.62,0.61,0.58,0.57,0.56,0.55,0.53,0.52,0.51,0.5,0.49,0.49,0.48,0.48,0.48,0.47,0.46,0.44,0.44,0.44,0.43,0.43,0.43,0.42,0.42,0.41,0.41,0.41,0.41,0.4,0.4,0.4,0.39,0.39,0.39,0.39,0.38,0.38,0.38,0.38,0.36,0.36,0.36,0.36,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,23.94,12.27,12.11,11.46,4.52,150.94000000000003
07/15/2021,0.0,0.0,0.0,0.0,6.49,0.0,4.13,3.99,2.62,1.46,1.16,1.14,0.93,0.87,0.78,0.72,0.68,0.66,0.65,0.63,0.62,0.61,0.58,0.57,0.56,0.55,0.53,0.52,0.51,0.5,0.49,0.49,0.48,0.48,0.48,0.47,0.46,0.44,0.44,0.44,0.43,0.43,0.43,0.42,0.42,0.41,0.41,0.41,0.41,0.4,0.4,0.4,0.39,0.39,0.39,0.39,0.38,0.38,0.38,0.38,0.36,0.36,0.36,0.36,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,23.94,12.27,12.11,11.46,4.52,150.94000000000003
07/16/2021,0.0,0.0,0.0,0.0,6.49,0.0,4.13,3.99,2.62,1.46,1.16,1.14,0.93,0.87,0.78,0.72,0.68,0.66,0.65,0.63,0.62,0.61,0.58,0.57,0.56,0.55,0.53,0.52,0.51,0.5,0.49,0.49,0.48,0.48,0.48,0.47,0.46,0.44,0.44,0.44,0.43,0.43,0.43,0.42,0.42,0.41,0.41,0.41,0.41,0.4,0.4,0.4,0.39,0.39,0.39,0.39,0.38,0.38,0.38,0.38,0.36,0.36,0.36,0.36,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,23.94,12.27,12.11,11.46,4.52,150.94000000000003
