,MSFT,AAPL,JNJ,VZ,JPM,T,PM,HD,PG,MO,ABBV,MRK,BAC,WMT,PEP,UNH,PFE,CSCO,KO,TXN,IBM,AVGO,INTC,ORCL,MMM,UPS,C,CMCSA,BMY,QCOM,MCD,BLK,LLY,NEE,AMGN,GILD,MS,LOW,USB,DUK,CVS,LMT,TGT,UNP,CCI,ABT,TFC,PSA,SO,CAT,GS,HON,V,DOW,AMT,SBUX,KHC,ITW,BX,MET,PLD,CL,KMB,D,MDLZ,AXP,COST,SCHW,ADP,MA,GIS,MMC,EXC,NKE,TROW,GD,EMR,LUMN,HPQ,AEP,BK,EOG,DLR,CME,DE,XEL,APD,AMAT,NEM,NOC,TJX,PPL,SPGI,ANTM,SRE,ALL,WM,ADI,K,EQIX,NSC,EQR,WEC,PAYX,PEG,DD,AVB,IP,KLAC,AFL,O,SYK,ADM,KDP,LRCX,FE,TRV,FITB,KR,EXR,WisdomTree US Total Dividend ETF,RSG,EBAY,ED,BDX,BBY,CMI,INTU,CSX,MCO,YUM,FIS,PEAK,SHW,LHX,NUE,FAST,ARE,SYF,ROK,RF,GLW,EIX,DFS,VICI,DTE,ICE,VFC,ETR,HSY,VIAC,FDX,ES,CLX,NTRS,AMP,NVDA,DHR,MAA,AGR,PPG,MSI,CMS,BXP,GPC,OMC,SJM,CAH,STZ,DG,ESS,TMO,NDAQ,OTIS,AWK,MTB,DOV,HIG,SWK,ATVI,AJG,HRL,CAG,CINF,LNT,BAX,CPB,PH,TSN,ECL,EL,APH,AEE,CTAS,KKR,SWKS,ZTS,EVRG,GWW,A,WY,ABC,RMD,CTVA,CTSH,n/a,DGX,NTAP,BKR,PXD,DTD,MCHP,DRE,XOM,CVX,SPG,DVN,WFC,RTX,KMI,COP,PNC,PRU,WBA,OKE,F,MPC,CI,WELL,AIG,COF,SYY,STT,IFF,APO,VTR,KEY,PFG,CFG,HPE,DRI,UDR,J,VRSK,DPZ,DHI,LEN,XLNX,WAB,IR,HCA,SUI,CG,BR,MCK,RJF,TSCO,MLM,XYL,JBHT,MPWR,COO,BF.B,PGR,HUM,CDW,FANG,SBAC,EFX,EA,ALB,FRC,BRO,OXY,TECH,MRVL,UI,HEI,LNG,ELV,PCAR,SUM
07/09/2021,5.91,4.28,3.15,2.59,2.55,2.48,2.35,2.1,2.08,1.89,1.78,1.66,1.6,1.57,1.54,1.53,1.47,1.32,1.29,1.19,1.17,1.09,1.09,1.03,1.03,0.96,0.9,0.87,0.81,0.79,0.78,0.77,0.75,0.74,0.72,0.7,0.67,0.57,0.56,0.56,0.55,0.55,0.53,0.53,0.52,0.51,0.51,0.5,0.5,0.5,0.49,0.49,0.46,0.45,0.44,0.43,0.42,0.42,0.41,0.39,0.39,0.38,0.38,0.37,0.36,0.36,0.35,0.35,0.34,0.33,0.33,0.31,0.3,0.3,0.28,0.27,0.27,0.27,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.47
07/12/2021,5.96,4.42,3.16,2.59,2.51,2.46,2.31,2.1,2.1,1.86,1.81,1.66,1.55,1.56,1.55,1.54,1.45,1.32,1.29,1.17,1.16,1.1,1.08,1.09,1.03,0.97,0.86,0.87,0.81,0.77,0.78,0.78,0.76,0.75,0.7,0.69,0.66,0.57,0.55,0.57,0.54,0.55,0.54,0.53,0.53,0.52,0.48,0.51,0.5,0.49,0.48,0.49,0.46,0.44,0.45,0.44,0.42,0.42,0.42,0.38,0.39,0.39,0.38,0.38,0.36,0.36,0.36,0.34,0.34,0.33,0.33,0.31,0.3,0.3,0.28,0.27,0.26,0.26,0.26,0.26,0.24,0.24,0.25,0.24,0.25,0.24,0.24,0.23,0.24,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.2,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.19,0.2,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.17,0.18,0.18,0.17,0.18,0.17,0.17,0.17,0.16,0.17,0.17,0.17,0.17,0.16,0.16,0.17,0.16,0.16,0.15,0.16,0.16,0.15,0.15,0.14,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.46
07/13/2021,5.96,4.42,3.16,2.59,2.51,2.46,2.31,2.1,2.1,1.86,1.81,1.66,1.55,1.56,1.55,1.54,1.45,1.32,1.29,1.17,1.16,1.1,1.08,1.09,1.03,0.97,0.86,0.87,0.81,0.77,0.78,0.78,0.76,0.75,0.7,0.69,0.66,0.57,0.55,0.57,0.54,0.55,0.54,0.53,0.53,0.52,0.48,0.51,0.5,0.49,0.48,0.49,0.46,0.44,0.45,0.44,0.42,0.42,0.42,0.38,0.39,0.39,0.38,0.38,0.36,0.36,0.36,0.34,0.34,0.33,0.33,0.31,0.3,0.3,0.28,0.27,0.26,0.26,0.26,0.26,0.24,0.24,0.25,0.24,0.25,0.24,0.24,0.23,0.24,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.2,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.19,0.2,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.17,0.18,0.18,0.17,0.18,0.17,0.17,0.17,0.16,0.17,0.17,0.17,0.17,0.16,0.16,0.17,0.16,0.16,0.15,0.16,0.16,0.15,0.15,0.14,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.46
07/14/2021,5.9,4.43,3.16,2.57,2.54,2.41,2.32,2.09,2.09,1.88,1.8,1.64,1.56,1.57,1.55,1.54,1.46,1.32,1.29,1.17,1.17,1.12,1.07,1.11,1.04,0.97,0.87,0.86,0.81,0.78,0.79,0.78,0.75,0.75,0.71,0.69,0.66,0.57,0.55,0.57,0.54,0.55,0.54,0.52,0.53,0.52,0.5,0.52,0.5,0.49,0.49,0.5,0.46,0.44,0.45,0.44,0.42,0.42,0.42,0.38,0.4,0.38,0.38,0.38,0.36,0.37,0.36,0.34,0.34,0.33,0.33,0.31,0.3,0.3,0.28,0.27,0.27,0.26,0.26,0.26,0.25,0.24,0.26,0.24,0.24,0.24,0.24,0.23,0.24,0.22,0.22,0.22,0.22,0.22,0.21,0.22,0.21,0.2,0.21,0.21,0.2,0.21,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.18,0.17,0.17,0.17,0.16,0.17,0.16,0.16,0.17,0.16,0.16,0.17,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.5
07/15/2021,5.9,4.43,3.16,2.57,2.54,2.41,2.32,2.09,2.09,1.88,1.8,1.64,1.56,1.57,1.55,1.54,1.46,1.32,1.29,1.17,1.17,1.12,1.07,1.11,1.04,0.97,0.87,0.86,0.81,0.78,0.79,0.78,0.75,0.75,0.71,0.69,0.66,0.57,0.55,0.57,0.54,0.55,0.54,0.52,0.53,0.52,0.5,0.52,0.5,0.49,0.49,0.5,0.46,0.44,0.45,0.44,0.42,0.42,0.42,0.38,0.4,0.38,0.38,0.38,0.36,0.37,0.36,0.34,0.34,0.33,0.33,0.31,0.3,0.3,0.28,0.27,0.27,0.26,0.26,0.26,0.25,0.24,0.26,0.24,0.24,0.24,0.24,0.23,0.24,0.22,0.22,0.22,0.22,0.22,0.21,0.22,0.21,0.2,0.21,0.21,0.2,0.21,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.18,0.17,0.17,0.17,0.16,0.17,0.16,0.16,0.17,0.16,0.16,0.17,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.5
07/16/2021,5.86,4.39,3.14,2.58,2.57,2.42,2.31,2.1,2.1,1.88,1.81,1.64,1.57,1.56,1.55,1.56,1.46,1.31,1.29,1.18,1.17,1.13,1.08,1.11,1.03,0.96,0.88,0.86,0.81,0.78,0.78,0.78,0.75,0.75,0.7,0.68,0.67,0.57,0.56,0.57,0.54,0.54,0.54,0.51,0.54,0.51,0.5,0.52,0.5,0.49,0.5,0.49,0.45,0.44,0.45,0.44,0.42,0.42,0.43,0.38,0.41,0.38,0.37,0.38,0.36,0.37,0.36,0.35,0.34,0.33,0.32,0.31,0.3,0.3,0.29,0.27,0.27,0.26,0.25,0.26,0.25,0.24,0.26,0.24,0.25,0.24,0.24,0.23,0.24,0.22,0.22,0.22,0.22,0.22,0.21,0.22,0.21,0.2,0.2,0.21,0.2,0.21,0.2,0.2,0.2,0.2,0.21,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.16,0.17,0.16,0.16,0.16,0.16,0.16,0.17,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.5
07/19/2021,5.97,4.53,3.16,2.59,2.52,2.4,2.34,2.08,2.11,1.88,1.81,1.64,1.5,1.58,1.61,1.56,1.46,1.33,1.33,1.18,1.16,1.12,1.08,1.12,1.04,0.95,0.86,0.85,0.82,0.79,0.79,0.75,0.75,0.75,0.7,0.68,0.67,0.56,0.55,0.58,0.54,0.54,0.55,0.51,0.53,0.51,0.49,0.52,0.5,0.48,0.49,0.5,0.47,0.43,0.45,0.45,0.41,0.42,0.41,0.37,0.4,0.39,0.38,0.38,0.36,0.36,0.36,0.34,0.34,0.34,0.32,0.31,0.3,0.3,0.28,0.27,0.27,0.25,0.24,0.26,0.24,0.23,0.26,0.24,0.24,0.24,0.24,0.23,0.24,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.2,0.2,0.21,0.2,0.21,0.21,0.2,0.2,0.2,0.21,0.19,0.19,0.18,0.19,0.18,0.18,0.19,0.18,0.18,0.18,0.17,0.18,0.18,0.17,0.18,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.17,0.16,0.16,0.15,0.16,0.16,0.15,0.15,0.14,0.15,0.15,0.15,0.14,0.14,0.14,0.13,0.14,0.14,0.13,0.13,0.14,0.13,0.13,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.1,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.57
07/20/2021,5.96,4.46,3.12,2.6,2.48,2.42,2.33,2.1,2.16,1.88,1.82,1.66,1.47,1.58,1.63,1.58,1.49,1.32,1.34,1.15,1.15,1.09,1.05,1.12,1.03,0.95,0.85,0.85,0.81,0.77,0.78,0.75,0.74,0.78,0.71,0.69,0.66,0.57,0.56,0.59,0.54,0.54,0.54,0.51,0.54,0.51,0.49,0.52,0.51,0.47,0.48,0.51,0.47,0.42,0.46,0.44,0.41,0.42,0.43,0.37,0.41,0.39,0.39,0.39,0.37,0.36,0.36,0.33,0.35,0.34,0.33,0.31,0.31,0.3,0.28,0.27,0.26,0.25,0.24,0.27,0.24,0.22,0.26,0.24,0.24,0.25,0.23,0.22,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.22,0.2,0.21,0.21,0.2,0.21,0.21,0.2,0.2,0.19,0.21,0.18,0.18,0.19,0.19,0.18,0.18,0.19,0.17,0.18,0.19,0.17,0.18,0.18,0.17,0.18,0.17,0.18,0.17,0.16,0.16,0.16,0.16,0.17,0.16,0.16,0.17,0.16,0.16,0.15,0.16,0.16,0.14,0.15,0.14,0.14,0.15,0.14,0.14,0.15,0.14,0.13,0.14,0.14,0.12,0.13,0.14,0.14,0.13,0.12,0.11,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.11,0.11,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.12,0.1,0.11,0.11,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.1,0.1,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.57
07/21/2021,5.96,4.46,3.12,2.6,2.48,2.42,2.33,2.1,2.16,1.88,1.82,1.66,1.47,1.58,1.63,1.58,1.49,1.32,1.34,1.15,1.15,1.09,1.05,1.12,1.03,0.95,0.85,0.85,0.81,0.77,0.78,0.75,0.74,0.78,0.71,0.69,0.66,0.57,0.56,0.59,0.54,0.54,0.54,0.51,0.54,0.51,0.49,0.52,0.51,0.47,0.48,0.51,0.47,0.42,0.46,0.44,0.41,0.42,0.43,0.37,0.41,0.39,0.39,0.39,0.37,0.36,0.36,0.33,0.35,0.34,0.33,0.31,0.31,0.3,0.28,0.27,0.26,0.25,0.24,0.27,0.24,0.22,0.26,0.24,0.24,0.25,0.23,0.22,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.22,0.2,0.21,0.21,0.2,0.21,0.21,0.2,0.2,0.19,0.21,0.18,0.18,0.19,0.19,0.18,0.18,0.19,0.17,0.18,0.19,0.17,0.18,0.18,0.17,0.18,0.17,0.18,0.17,0.16,0.16,0.16,0.16,0.17,0.16,0.16,0.17,0.16,0.16,0.15,0.16,0.16,0.14,0.15,0.14,0.14,0.15,0.14,0.14,0.15,0.14,0.13,0.14,0.14,0.12,0.13,0.14,0.14,0.13,0.12,0.11,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.11,0.11,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.12,0.1,0.11,0.11,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.1,0.1,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.57
07/22/2021,5.96,4.46,3.12,2.6,2.48,2.42,2.33,2.1,2.16,1.88,1.82,1.66,1.47,1.58,1.63,1.58,1.49,1.32,1.34,1.15,1.15,1.09,1.05,1.12,1.03,0.95,0.85,0.85,0.81,0.77,0.78,0.75,0.74,0.78,0.71,0.69,0.66,0.57,0.56,0.59,0.54,0.54,0.54,0.51,0.54,0.51,0.49,0.52,0.51,0.47,0.48,0.51,0.47,0.42,0.46,0.44,0.41,0.42,0.43,0.37,0.41,0.39,0.39,0.39,0.37,0.36,0.36,0.33,0.35,0.34,0.33,0.31,0.31,0.3,0.28,0.27,0.26,0.25,0.24,0.27,0.24,0.22,0.26,0.24,0.24,0.25,0.23,0.22,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.22,0.2,0.21,0.21,0.2,0.21,0.21,0.2,0.2,0.19,0.21,0.18,0.18,0.19,0.19,0.18,0.18,0.19,0.17,0.18,0.19,0.17,0.18,0.18,0.17,0.18,0.17,0.18,0.17,0.16,0.16,0.16,0.16,0.17,0.16,0.16,0.17,0.16,0.16,0.15,0.16,0.16,0.14,0.15,0.14,0.14,0.15,0.14,0.14,0.15,0.14,0.13,0.14,0.14,0.12,0.13,0.14,0.14,0.13,0.12,0.11,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.11,0.11,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.12,0.1,0.11,0.11,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.1,0.1,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.57
