,NVDA,AMZN,FB,MSFT,AAPL,GOOGL,BABA,TSLA,WMT,700.HK,CRM,INTC,ROG.SW,JNJ,PYPL,SQ,V,INTU,MA,TSM,IBM,MELI,LLY,BIDU,PFE,ABT,ADBE,MRNA,MDT,DIS,ABBV,7203.T,CSCO,NIO,AZN.L,QCOM,SHOP,BMY,MRK,ZM,ISRG,GE,ILMN,NKE,GS,GME,BLK,SPGI,SAN.PA,SE,SYK,SAP.DE,DLR,AMGN,ABBN.SW,GM,TMO,BNTX,6758.T,AVGO,F,GILD,TWTR,TER,NOW,REGN,ORCL,NOVN.SW,NTES,DOCU,XPEV,6594.T,DXCM,ICE,BX,CRWD,6861.T,6954.T,NFLX,ADYEN.AS,SNAP,MSCI,APTV,005380.KS,FISV,FTNT,NTLA,ATVI,DSY.PA,NEE,PTON,BSY,ADSK,JD,EA,AMD,NOK,TDOC,2020.HK,IFX.DE,PHIA.AS,UBER,KKR,PANW,MS,EQIX,SWKS,CRSP,SCHW,2318.HK,PDD,COIN,SPCE,MRVL,1024.HK,PODD,A,EW,OKTA,LULU,BILI,FIS,ROK,HZNP,MASI,QRVO,DFS,SPOT,ENR.DE,018260.KS,000270.KS,FDX,TXG,ADS.DE,D,ANET,EBAY,VRSK,CON.DE,CGNX,SSNC,BSX,LYFT,TEAM,VRTX,CERN,6503.T,EXAS,STNE,GH,DDD,ETSY,PAGS,BKNG,TECH,6506.T,7832.T,GPN,BEP.UN.TO,BB.TO,ZS,SN.L,RMD.AX,NOVT,HPQ,AGR,RUN,APO,LYV,HPE,2331.HK,OSTK,ARES,XLNX,FLT,TUYA,KEYS,TNDM,ABMD,NKLA,NXPI,DECK,XP,ZAL.DE,ZG,ZNGA,III.L,WB,EDEN.PA,AMBA,AMP,APH,TME,BYND,T.TO,BIGC,BEPC,NSY.,QGEN,PTC,IDEX,PFPT,USD,DKS,VMW,DSYA.,JNPR,HO.PA,FICO,TXT,956.HK,RMV.L,241.HK,GLW,TTWO,2208.HK,NEM.DE,GE.,HRC,EDIT,VNE,UAA,SLAB,7272.T,CYBR,TEF,CMCSA,STM.PA,TIXT.TO,AMC,MGM,ABNB,4528.T,TW,IAC,TKWY.AS,JD.L,6724.T,LVS,EEFT,AVAV,AFRM,902.HK,YY,WMG,ASGN,BRKS,MORN,EXPE,MOG.A,ATO.PA,BWA,EVD.DE,IBKR,SSYS,MARA,EVR,FSLR,SPWR,IRTC,LAZR,KRW,LI,PATH,HOOD,SPLK,TTE.PA,SYNA,INVZ,EXEL,EXTR,GHC,SRNE,SMTC,IDT,QTWO,GOEV,NDX1.DE,SUM
07/23/2021,2.41,2.1,2.07,2.14,2.17,2.08,1.8,1.57,1.18,1.14,0.96,0.84,0.72,0.7,0.69,0.66,0.66,0.66,0.62,0.61,0.62,0.6,0.57,0.55,0.59,0.56,0.54,0.69,0.51,0.54,0.51,0.49,0.51,0.39,0.44,0.45,0.44,0.44,0.43,0.39,0.44,0.42,0.45,0.42,0.42,0.39,0.41,0.4,0.38,0.4,0.37,0.38,0.39,0.38,0.38,0.36,0.37,0.43,0.35,0.36,0.35,0.36,0.34,0.35,0.36,0.35,0.37,0.35,0.36,0.36,0.31,0.34,0.34,0.34,0.35,0.32,0.32,0.3,0.31,0.32,0.28,0.31,0.3,0.29,0.31,0.31,0.29,0.27,0.0,0.3,0.29,0.27,0.29,0.28,0.27,0.26,0.28,0.25,0.28,0.25,0.25,0.24,0.26,0.26,0.27,0.26,0.26,0.21,0.24,0.25,0.23,0.24,0.17,0.25,0.2,0.23,0.24,0.24,0.24,0.25,0.24,0.24,0.25,0.22,0.23,0.22,0.23,0.21,0.18,0.22,0.2,0.21,0.2,0.21,0.22,0.21,0.21,0.22,0.2,0.2,0.21,0.2,0.18,0.21,0.2,0.2,0.2,0.2,0.17,0.19,0.15,0.21,0.2,0.19,0.2,0.18,0.18,0.19,0.19,0.17,0.2,0.18,0.2,0.19,0.18,0.2,0.16,0.17,0.17,0.18,0.19,0.17,0.17,0.16,0.17,0.0,0.18,0.17,0.17,0.0,0.17,0.18,0.16,0.15,0.0,0.16,0.15,0.17,0.16,0.0,0.16,0.16,0.0,0.15,0.16,0.16,0.16,0.18,0.16,0.16,0.0,0.16,0.19,0.16,0.0,0.29,0.15,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.11999999999999
07/26/2021,2.5,2.11,2.1,2.16,2.15,2.08,1.8,1.52,1.16,1.12,1.04,0.84,0.69,0.69,0.69,0.69,0.65,0.66,0.62,0.6,0.62,0.61,0.57,0.54,0.59,0.55,0.55,0.72,0.51,0.52,0.51,0.49,0.51,0.4,0.43,0.45,0.46,0.44,0.42,0.39,0.44,0.41,0.44,0.42,0.42,0.36,0.4,0.39,0.38,0.41,0.37,0.37,0.38,0.37,0.39,0.36,0.37,0.46,0.35,0.36,0.34,0.35,0.35,0.36,0.36,0.34,0.38,0.34,0.35,0.36,0.33,0.34,0.34,0.34,0.36,0.32,0.32,0.29,0.3,0.34,0.28,0.31,0.3,0.28,0.31,0.32,0.28,0.27,0.0,0.29,0.27,0.26,0.3,0.29,0.27,0.26,0.28,0.25,0.27,0.25,0.26,0.25,0.26,0.26,0.27,0.26,0.26,0.21,0.24,0.25,0.24,0.23,0.16,0.25,0.21,0.22,0.24,0.24,0.24,0.25,0.23,0.24,0.24,0.23,0.23,0.22,0.24,0.21,0.19,0.22,0.2,0.21,0.2,0.21,0.21,0.21,0.22,0.22,0.2,0.2,0.21,0.2,0.18,0.2,0.2,0.19,0.2,0.2,0.17,0.19,0.0,0.21,0.2,0.2,0.2,0.18,0.18,0.19,0.19,0.16,0.2,0.19,0.2,0.19,0.18,0.19,0.16,0.17,0.17,0.18,0.19,0.17,0.17,0.17,0.17,0.0,0.18,0.17,0.17,0.15,0.17,0.18,0.15,0.16,0.0,0.0,0.17,0.17,0.16,0.0,0.16,0.16,0.0,0.0,0.16,0.16,0.16,0.18,0.16,0.17,0.16,0.16,0.33,0.16,0.0,0.3,0.0,0.15,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.35
07/27/2021,2.5,2.12,2.21,2.19,2.18,2.16,1.74,1.51,1.17,1.1,1.04,0.8,0.7,0.7,0.7,0.7,0.67,0.67,0.64,0.6,0.62,0.62,0.58,0.52,0.59,0.56,0.55,0.77,0.52,0.53,0.52,0.49,0.52,0.39,0.44,0.46,0.47,0.44,0.43,0.39,0.44,0.41,0.45,0.43,0.42,0.36,0.4,0.39,0.38,0.42,0.37,0.37,0.38,0.38,0.39,0.35,0.38,0.48,0.35,0.36,0.34,0.36,0.36,0.36,0.36,0.34,0.37,0.35,0.33,0.36,0.31,0.34,0.34,0.34,0.37,0.33,0.31,0.29,0.3,0.34,0.35,0.31,0.3,0.28,0.32,0.32,0.26,0.27,0.0,0.3,0.27,0.26,0.3,0.27,0.28,0.27,0.28,0.24,0.26,0.25,0.26,0.25,0.27,0.26,0.27,0.26,0.26,0.21,0.24,0.24,0.22,0.23,0.15,0.25,0.18,0.23,0.24,0.24,0.24,0.26,0.2,0.24,0.24,0.23,0.23,0.22,0.23,0.21,0.19,0.22,0.2,0.21,0.2,0.22,0.21,0.22,0.22,0.22,0.2,0.2,0.21,0.2,0.18,0.21,0.2,0.2,0.2,0.2,0.17,0.19,0.0,0.22,0.2,0.2,0.2,0.18,0.18,0.2,0.19,0.16,0.2,0.19,0.2,0.19,0.18,0.2,0.16,0.17,0.17,0.18,0.17,0.17,0.17,0.17,0.17,0.0,0.18,0.17,0.17,0.0,0.17,0.18,0.16,0.16,0.15,0.15,0.17,0.16,0.17,0.0,0.16,0.17,0.0,0.0,0.16,0.17,0.17,0.19,0.17,0.17,0.0,0.16,0.0,0.16,0.0,0.3,0.15,0.15,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.64999999999999
07/28/2021,2.5,2.12,2.21,2.19,2.18,2.16,1.74,1.51,1.17,1.1,1.04,0.8,0.7,0.7,0.7,0.7,0.67,0.67,0.64,0.6,0.62,0.62,0.58,0.52,0.59,0.56,0.55,0.77,0.52,0.53,0.52,0.49,0.52,0.39,0.44,0.46,0.47,0.44,0.43,0.39,0.44,0.41,0.45,0.43,0.42,0.36,0.4,0.39,0.38,0.42,0.37,0.37,0.38,0.38,0.39,0.35,0.38,0.48,0.35,0.36,0.34,0.36,0.36,0.36,0.36,0.34,0.37,0.35,0.33,0.36,0.31,0.34,0.34,0.34,0.37,0.33,0.31,0.29,0.3,0.34,0.35,0.31,0.3,0.28,0.32,0.32,0.26,0.27,0.0,0.3,0.27,0.26,0.3,0.27,0.28,0.27,0.28,0.24,0.26,0.25,0.26,0.25,0.27,0.26,0.27,0.26,0.26,0.21,0.24,0.24,0.22,0.23,0.15,0.25,0.18,0.23,0.24,0.24,0.24,0.26,0.2,0.24,0.24,0.23,0.23,0.22,0.23,0.21,0.19,0.22,0.2,0.21,0.2,0.22,0.21,0.22,0.22,0.22,0.2,0.2,0.21,0.2,0.18,0.21,0.2,0.2,0.2,0.2,0.17,0.19,0.0,0.22,0.2,0.2,0.2,0.18,0.18,0.2,0.19,0.16,0.2,0.19,0.2,0.19,0.18,0.2,0.16,0.17,0.17,0.18,0.17,0.17,0.17,0.17,0.17,0.0,0.18,0.17,0.17,0.0,0.17,0.18,0.16,0.16,0.15,0.15,0.17,0.16,0.17,0.0,0.16,0.17,0.0,0.0,0.16,0.17,0.17,0.19,0.17,0.17,0.0,0.16,0.0,0.16,0.0,0.3,0.15,0.15,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.64999999999999
07/29/2021,2.47,2.15,2.23,2.19,2.19,2.18,1.62,1.55,1.18,1.01,1.04,0.82,0.7,0.7,0.7,0.7,0.67,0.68,0.64,0.6,0.63,0.61,0.58,0.49,0.59,0.55,0.55,0.74,0.52,0.54,0.52,0.5,0.52,0.38,0.43,0.46,0.46,0.44,0.43,0.41,0.44,0.42,0.44,0.42,0.43,0.37,0.4,0.39,0.38,0.41,0.38,0.37,0.38,0.37,0.4,0.36,0.37,0.49,0.35,0.36,0.35,0.36,0.34,0.36,0.36,0.34,0.37,0.34,0.28,0.36,0.31,0.33,0.34,0.34,0.37,0.33,0.32,0.29,0.3,0.34,0.34,0.31,0.31,0.28,0.32,0.32,0.26,0.27,0.0,0.29,0.28,0.27,0.3,0.25,0.28,0.27,0.28,0.24,0.25,0.25,0.25,0.24,0.27,0.26,0.28,0.26,0.26,0.2,0.24,0.23,0.2,0.25,0.16,0.25,0.16,0.22,0.24,0.24,0.24,0.25,0.19,0.24,0.24,0.23,0.23,0.22,0.24,0.2,0.19,0.22,0.2,0.21,0.2,0.21,0.21,0.22,0.22,0.22,0.2,0.2,0.21,0.2,0.18,0.2,0.2,0.2,0.21,0.19,0.17,0.18,0.0,0.22,0.2,0.2,0.2,0.18,0.18,0.19,0.19,0.16,0.2,0.18,0.2,0.19,0.18,0.2,0.16,0.17,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.0,0.18,0.17,0.17,0.0,0.17,0.19,0.16,0.16,0.0,0.15,0.17,0.16,0.17,0.0,0.16,0.17,0.0,0.0,0.16,0.16,0.16,0.18,0.17,0.17,0.0,0.16,0.2,0.16,0.0,0.3,0.15,0.15,0.15,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.35
07/30/2021,2.49,2.14,2.23,2.2,2.18,2.17,1.59,1.53,1.19,0.93,1.03,0.81,0.71,0.71,0.7,0.68,0.68,0.68,0.65,0.6,0.64,0.62,0.59,0.48,0.61,0.56,0.55,0.74,0.53,0.54,0.52,0.51,0.52,0.35,0.43,0.46,0.45,0.44,0.44,0.41,0.44,0.43,0.45,0.43,0.43,0.37,0.4,0.39,0.39,0.38,0.39,0.38,0.39,0.38,0.4,0.36,0.38,0.48,0.36,0.36,0.34,0.36,0.35,0.35,0.37,0.34,0.37,0.35,0.28,0.36,0.27,0.34,0.34,0.35,0.38,0.32,0.33,0.3,0.31,0.34,0.34,0.32,0.31,0.28,0.33,0.32,0.26,0.25,0.0,0.3,0.28,0.26,0.3,0.25,0.27,0.27,0.28,0.25,0.24,0.25,0.25,0.24,0.27,0.26,0.28,0.27,0.26,0.2,0.24,0.22,0.18,0.25,0.16,0.25,0.16,0.22,0.24,0.25,0.24,0.25,0.18,0.25,0.24,0.23,0.23,0.22,0.24,0.2,0.19,0.22,0.2,0.2,0.2,0.21,0.22,0.22,0.22,0.22,0.2,0.2,0.21,0.21,0.18,0.2,0.21,0.2,0.21,0.19,0.16,0.18,0.0,0.21,0.19,0.2,0.2,0.19,0.18,0.2,0.2,0.16,0.2,0.19,0.2,0.19,0.18,0.2,0.16,0.17,0.18,0.18,0.0,0.16,0.18,0.16,0.18,0.0,0.18,0.17,0.17,0.0,0.17,0.18,0.16,0.16,0.0,0.0,0.17,0.15,0.16,0.0,0.16,0.17,0.0,0.0,0.17,0.16,0.17,0.18,0.17,0.16,0.15,0.16,0.2,0.16,0.15,0.3,0.0,0.16,0.0,0.16,0.0,0.15,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.33
08/02/2021,2.5,2.08,2.14,2.16,2.13,2.2,1.66,1.58,1.17,1.01,1.02,0.8,0.71,0.7,0.64,0.67,0.66,0.67,0.63,0.6,0.62,0.63,0.58,0.5,0.61,0.56,0.54,0.76,0.52,0.53,0.52,0.5,0.51,0.37,0.43,0.48,0.44,0.44,0.42,0.42,0.44,0.43,0.44,0.43,0.43,0.33,0.4,0.4,0.38,0.4,0.38,0.38,0.37,0.37,0.4,0.37,0.38,0.53,0.37,0.36,0.35,0.36,0.35,0.35,0.36,0.34,0.36,0.35,0.32,0.35,0.29,0.33,0.34,0.34,0.38,0.32,0.33,0.3,0.3,0.35,0.34,0.32,0.32,0.28,0.32,0.32,0.26,0.25,0.0,0.3,0.27,0.26,0.31,0.27,0.27,0.3,0.29,0.25,0.26,0.26,0.25,0.23,0.28,0.26,0.27,0.24,0.26,0.2,0.24,0.23,0.21,0.24,0.16,0.26,0.17,0.22,0.24,0.25,0.23,0.25,0.19,0.24,0.25,0.23,0.23,0.22,0.24,0.19,0.19,0.22,0.2,0.2,0.2,0.21,0.21,0.22,0.22,0.22,0.2,0.21,0.22,0.21,0.19,0.2,0.2,0.19,0.2,0.19,0.17,0.18,0.15,0.21,0.2,0.2,0.2,0.19,0.18,0.2,0.2,0.16,0.2,0.18,0.21,0.19,0.18,0.2,0.16,0.17,0.17,0.18,0.17,0.0,0.18,0.18,0.18,0.0,0.18,0.18,0.17,0.0,0.18,0.18,0.16,0.15,0.0,0.15,0.17,0.0,0.16,0.0,0.17,0.17,0.0,0.0,0.16,0.16,0.17,0.18,0.17,0.15,0.0,0.16,0.0,0.17,0.0,0.31,0.15,0.0,0.15,0.16,0.0,0.15,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.25
08/03/2021,2.5,2.08,2.14,2.16,2.13,2.2,1.66,1.58,1.17,1.01,1.02,0.8,0.71,0.7,0.64,0.67,0.66,0.67,0.63,0.6,0.62,0.63,0.58,0.5,0.61,0.56,0.54,0.76,0.52,0.53,0.52,0.5,0.51,0.37,0.43,0.48,0.44,0.44,0.42,0.42,0.44,0.43,0.44,0.43,0.43,0.33,0.4,0.4,0.38,0.4,0.38,0.38,0.37,0.37,0.4,0.37,0.38,0.53,0.37,0.36,0.35,0.36,0.35,0.35,0.36,0.34,0.36,0.35,0.32,0.35,0.29,0.33,0.34,0.34,0.38,0.32,0.33,0.3,0.3,0.35,0.34,0.32,0.32,0.28,0.32,0.32,0.26,0.25,0.0,0.3,0.27,0.26,0.31,0.27,0.27,0.3,0.29,0.25,0.26,0.26,0.25,0.23,0.28,0.26,0.27,0.24,0.26,0.2,0.24,0.23,0.21,0.24,0.16,0.26,0.17,0.22,0.24,0.25,0.23,0.25,0.19,0.24,0.25,0.23,0.23,0.22,0.24,0.19,0.19,0.22,0.2,0.2,0.2,0.21,0.21,0.22,0.22,0.22,0.2,0.21,0.22,0.21,0.19,0.2,0.2,0.19,0.2,0.19,0.17,0.18,0.15,0.21,0.2,0.2,0.2,0.19,0.18,0.2,0.2,0.16,0.2,0.18,0.21,0.19,0.18,0.2,0.16,0.17,0.17,0.18,0.17,0.0,0.18,0.18,0.18,0.0,0.18,0.18,0.17,0.0,0.18,0.18,0.16,0.15,0.0,0.15,0.17,0.0,0.16,0.0,0.17,0.17,0.0,0.0,0.16,0.16,0.17,0.18,0.17,0.15,0.0,0.16,0.0,0.17,0.0,0.31,0.15,0.0,0.15,0.16,0.0,0.15,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.25
08/04/2021,2.5,1.94,2.14,2.16,2.14,2.19,1.65,1.62,1.18,0.99,1.01,0.81,0.72,0.7,0.63,0.66,0.66,0.68,0.63,0.6,0.62,0.61,0.58,0.5,0.61,0.56,0.55,0.78,0.53,0.53,0.51,0.5,0.52,0.39,0.43,0.48,0.43,0.44,0.42,0.41,0.45,0.42,0.45,0.43,0.42,0.33,0.4,0.4,0.38,0.39,0.39,0.38,0.38,0.37,0.39,0.37,0.38,0.54,0.37,0.37,0.34,0.35,0.35,0.36,0.37,0.34,0.36,0.35,0.32,0.35,0.31,0.32,0.39,0.34,0.38,0.31,0.34,0.28,0.3,0.34,0.33,0.32,0.32,0.27,0.33,0.32,0.27,0.25,0.0,0.3,0.27,0.26,0.31,0.27,0.27,0.31,0.29,0.24,0.26,0.25,0.25,0.23,0.28,0.26,0.27,0.26,0.25,0.21,0.24,0.23,0.21,0.25,0.16,0.26,0.16,0.23,0.24,0.25,0.24,0.25,0.18,0.24,0.25,0.23,0.23,0.22,0.24,0.19,0.19,0.21,0.19,0.2,0.2,0.21,0.21,0.22,0.21,0.22,0.2,0.21,0.22,0.21,0.18,0.25,0.2,0.2,0.2,0.18,0.17,0.18,0.15,0.19,0.19,0.2,0.21,0.19,0.18,0.2,0.2,0.16,0.2,0.18,0.21,0.2,0.18,0.2,0.17,0.17,0.17,0.18,0.17,0.0,0.19,0.18,0.17,0.15,0.18,0.18,0.17,0.0,0.18,0.19,0.16,0.0,0.0,0.0,0.17,0.16,0.16,0.0,0.17,0.17,0.0,0.0,0.16,0.16,0.17,0.18,0.17,0.15,0.0,0.16,0.0,0.16,0.0,0.31,0.16,0.0,0.15,0.16,0.0,0.16,0.0,0.0,0.0,0.16,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.27000000000001
08/05/2021,2.53,1.94,2.11,2.16,2.14,2.19,1.69,1.67,1.17,0.98,1.01,0.81,0.72,0.7,0.62,0.72,0.64,0.67,0.61,0.61,0.62,0.61,0.59,0.5,0.62,0.56,0.54,0.77,0.53,0.53,0.51,0.51,0.52,0.4,0.43,0.47,0.43,0.44,0.42,0.41,0.45,0.0,0.45,0.43,0.43,0.32,0.4,0.41,0.38,0.39,0.39,0.38,0.38,0.36,0.39,0.37,0.38,0.57,0.37,0.36,0.34,0.35,0.35,0.36,0.36,0.34,0.37,0.35,0.33,0.35,0.33,0.33,0.38,0.34,0.38,0.31,0.36,0.29,0.3,0.34,0.33,0.33,0.32,0.27,0.31,0.34,0.26,0.25,0.0,0.3,0.27,0.26,0.31,0.27,0.28,0.31,0.3,0.24,0.26,0.27,0.25,0.23,0.28,0.26,0.27,0.26,0.25,0.21,0.24,0.23,0.21,0.24,0.17,0.26,0.16,0.23,0.24,0.25,0.23,0.26,0.19,0.22,0.25,0.23,0.23,0.22,0.24,0.19,0.19,0.22,0.19,0.19,0.19,0.22,0.21,0.22,0.21,0.22,0.2,0.21,0.22,0.21,0.18,0.25,0.2,0.2,0.21,0.18,0.17,0.18,0.15,0.2,0.2,0.19,0.21,0.19,0.18,0.17,0.2,0.16,0.21,0.18,0.21,0.19,0.18,0.2,0.16,0.17,0.17,0.18,0.16,0.0,0.18,0.18,0.17,0.16,0.18,0.18,0.17,0.0,0.18,0.19,0.16,0.0,0.0,0.0,0.17,0.16,0.16,0.15,0.17,0.17,0.0,0.0,0.16,0.16,0.17,0.18,0.17,0.15,0.0,0.16,0.0,0.17,0.0,0.32,0.0,0.0,0.0,0.16,0.16,0.16,0.0,0.15,0.0,0.17,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.2
08/06/2021,2.52,1.95,2.1,2.17,2.15,2.2,1.66,1.66,1.18,0.92,1.0,0.81,0.72,0.71,0.62,0.71,0.63,0.67,0.6,0.61,0.63,0.61,0.61,0.49,0.65,0.56,0.54,0.85,0.53,0.52,0.51,0.51,0.52,0.39,0.43,0.47,0.43,0.45,0.42,0.41,0.45,0.0,0.45,0.44,0.43,0.31,0.4,0.41,0.38,0.39,0.38,0.38,0.38,0.37,0.4,0.37,0.38,0.58,0.37,0.36,0.34,0.36,0.34,0.35,0.36,0.34,0.37,0.35,0.29,0.34,0.32,0.34,0.39,0.34,0.38,0.31,0.36,0.29,0.3,0.34,0.33,0.34,0.32,0.28,0.31,0.35,0.27,0.24,0.0,0.3,0.27,0.26,0.31,0.26,0.27,0.32,0.3,0.24,0.26,0.26,0.25,0.22,0.28,0.26,0.27,0.25,0.25,0.21,0.24,0.24,0.2,0.24,0.16,0.26,0.0,0.23,0.24,0.25,0.23,0.26,0.18,0.21,0.25,0.23,0.24,0.23,0.24,0.18,0.2,0.22,0.2,0.2,0.19,0.22,0.21,0.22,0.2,0.22,0.2,0.21,0.21,0.21,0.18,0.25,0.2,0.2,0.21,0.18,0.16,0.18,0.15,0.2,0.19,0.19,0.2,0.19,0.18,0.17,0.19,0.16,0.21,0.17,0.21,0.19,0.19,0.2,0.17,0.17,0.17,0.19,0.17,0.0,0.19,0.18,0.17,0.0,0.19,0.18,0.17,0.0,0.18,0.19,0.16,0.0,0.0,0.15,0.17,0.16,0.16,0.0,0.17,0.17,0.0,0.0,0.16,0.16,0.16,0.18,0.17,0.0,0.0,0.16,0.0,0.17,0.0,0.32,0.16,0.0,0.15,0.16,0.16,0.16,0.0,0.15,0.0,0.16,0.0,0.42,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.41999999999999
