,NVDA,AMZN,FB,MSFT,AAPL,GOOGL,BABA,TSLA,WMT,700.HK,CRM,INTC,ROG.SW,JNJ,PYPL,SQ,V,INTU,MA,TSM,IBM,MELI,LLY,BIDU,PFE,ABT,ADBE,MRNA,MDT,DIS,ABBV,7203.T,CSCO,NIO,AZN.L,QCOM,SHOP,BMY,MRK,ZM,ISRG,GE,ILMN,NKE,GS,GME,BLK,SPGI,SAN.PA,SE,SYK,SAP.DE,DLR,AMGN,ABBN.SW,GM,TMO,BNTX,6758.T,AVGO,F,GILD,TWTR,TER,NOW,REGN,ORCL,NOVN.SW,NTES,DOCU,XPEV,6594.T,DXCM,ICE,BX,CRWD,6861.T,6954.T,NFLX,ADYEN.AS,SNAP,MSCI,APTV,005380.KS,FISV,FTNT,NTLA,ATVI,DSY.PA,NEE,PTON,BSY,ADSK,JD,EA,AMD,NOK,TDOC,2020.HK,IFX.DE,PHIA.AS,UBER,KKR,PANW,MS,EQIX,SWKS,CRSP,SCHW,2318.HK,PDD,COIN,SPCE,MRVL,1024.HK,PODD,A,EW,OKTA,LULU,BILI,FIS,ROK,HZNP,MASI,QRVO,DFS,SPOT,ENR.DE,018260.KS,000270.KS,FDX,TXG,ADS.DE,D,ANET,EBAY,VRSK,CON.DE,CGNX,SSNC,BSX,LYFT,TEAM,VRTX,CERN,6503.T,EXAS,STNE,GH,DDD,ETSY,PAGS,BKNG,TECH,6506.T,7832.T,GPN,BEP.UN.TO,BB.TO,ZS,SN.L,RMD.AX,NOVT,HPQ,AGR,RUN,APO,LYV,HPE,2331.HK,OSTK,ARES,XLNX,FLT,TUYA,KEYS,TNDM,ABMD,NKLA,NXPI,DECK,XP,ZAL.DE,ZG,ZNGA,III.L,WB,EDEN.PA,AMBA,AMP,APH,TME,BYND,T.TO,BIGC,BEPC,NSY.,QGEN,PTC,IDEX,PFPT,USD,DKS,VMW,DSYA.,JNPR,HO.PA,FICO,TXT,956.HK,RMV.L,241.HK,GLW,TTWO,2208.HK,NEM.DE,GE.,HRC,EDIT,VNE,UAA,SLAB,7272.T,CYBR,TEF,CMCSA,STM.PA,TIXT.TO,AMC,MGM,ABNB,4528.T,TW,IAC,TKWY.AS,JD.L,6724.T,LVS,EEFT,AVAV,AFRM,902.HK,YY,WMG,ASGN,BRKS,MORN,EXPE,MOG.A,ATO.PA,BWA,EVD.DE,IBKR,SSYS,MARA,EVR,FSLR,SPWR,IRTC,LAZR,KRW,LI,PATH,HOOD,SPLK,TTE.PA,SYNA,INVZ,EXEL,EXTR,GHC,SRNE,SMTC,IDT,QTWO,GOEV,NDX1.DE,SUM
07/09/2021,2.62,2.11,2.09,2.08,2.06,2.03,1.76,1.53,1.14,1.14,0.98,0.83,0.7,0.68,0.66,0.65,0.63,0.63,0.61,0.61,0.6,0.59,0.56,0.56,0.55,0.54,0.52,0.51,0.51,0.51,0.5,0.49,0.49,0.44,0.44,0.44,0.44,0.43,0.43,0.43,0.42,0.42,0.42,0.41,0.41,0.4,0.4,0.39,0.38,0.38,0.37,0.37,0.37,0.37,0.37,0.36,0.36,0.36,0.35,0.35,0.35,0.35,0.35,0.35,0.34,0.34,0.34,0.34,0.34,0.33,0.33,0.33,0.33,0.33,0.32,0.32,0.32,0.31,0.31,0.31,0.31,0.3,0.3,0.3,0.3,0.29,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.38
07/12/2021,2.56,2.18,2.09,2.12,2.12,2.05,1.7,1.54,1.16,1.1,0.98,0.84,0.72,0.7,0.68,0.63,0.64,0.65,0.61,0.61,0.62,0.59,0.57,0.54,0.56,0.56,0.54,0.52,0.52,0.52,0.51,0.49,0.5,0.4,0.44,0.44,0.42,0.44,0.43,0.42,0.43,0.42,0.43,0.42,0.41,0.39,0.4,0.39,0.38,0.38,0.38,0.39,0.39,0.37,0.38,0.36,0.37,0.35,0.36,0.36,0.35,0.35,0.34,0.35,0.35,0.34,0.36,0.35,0.33,0.34,0.31,0.34,0.34,0.34,0.33,0.33,0.33,0.31,0.31,0.31,0.28,0.3,0.29,0.29,0.31,0.3,0.3,0.28,0.0,0.29,0.28,0.28,0.29,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.26,0.25,0.25,0.24,0.25,0.25,0.26,0.28,0.24,0.23,0.23,0.23,0.24,0.24,0.24,0.22,0.23,0.24,0.21,0.23,0.22,0.22,0.22,0.22,0.22,0.2,0.21,0.21,0.22,0.22,0.21,0.21,0.22,0.2,0.2,0.21,0.2,0.19,0.2,0.2,0.2,0.2,0.2,0.19,0.2,0.19,0.21,0.18,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.2,0.19,0.2,0.19,0.19,0.2,0.17,0.18,0.18,0.18,0.18,0.19,0.17,0.16,0.17,0.0,0.17,0.17,0.17,0.16,0.17,0.17,0.0,0.16,0.0,0.16,0.16,0.17,0.16,0.15,0.16,0.16,0.0,0.16,0.16,0.17,0.16,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.67
07/13/2021,2.56,2.18,2.09,2.12,2.12,2.05,1.7,1.54,1.16,1.1,0.98,0.84,0.72,0.7,0.68,0.63,0.64,0.65,0.61,0.61,0.62,0.59,0.57,0.54,0.56,0.56,0.54,0.52,0.52,0.52,0.51,0.49,0.5,0.4,0.44,0.44,0.42,0.44,0.43,0.42,0.43,0.42,0.43,0.42,0.41,0.39,0.4,0.39,0.38,0.38,0.38,0.39,0.39,0.37,0.38,0.36,0.37,0.35,0.36,0.36,0.35,0.35,0.34,0.35,0.35,0.34,0.36,0.35,0.33,0.34,0.31,0.34,0.34,0.34,0.33,0.33,0.33,0.31,0.31,0.31,0.28,0.3,0.29,0.29,0.31,0.3,0.3,0.28,0.0,0.29,0.28,0.28,0.29,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.26,0.25,0.25,0.24,0.25,0.25,0.26,0.28,0.24,0.23,0.23,0.23,0.24,0.24,0.24,0.22,0.23,0.24,0.21,0.23,0.22,0.22,0.22,0.22,0.22,0.2,0.21,0.21,0.22,0.22,0.21,0.21,0.22,0.2,0.2,0.21,0.2,0.19,0.2,0.2,0.2,0.2,0.2,0.19,0.2,0.19,0.21,0.18,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.2,0.19,0.2,0.19,0.19,0.2,0.17,0.18,0.18,0.18,0.18,0.19,0.17,0.16,0.17,0.0,0.17,0.17,0.17,0.16,0.17,0.17,0.0,0.16,0.0,0.16,0.16,0.17,0.16,0.15,0.16,0.16,0.0,0.16,0.16,0.17,0.16,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.67
07/14/2021,2.55,2.15,2.09,2.09,2.12,2.03,1.72,1.53,1.15,1.11,0.96,0.84,0.71,0.69,0.68,0.64,0.64,0.64,0.6,0.62,0.62,0.6,0.56,0.55,0.56,0.55,0.53,0.51,0.51,0.53,0.51,0.48,0.5,0.4,0.44,0.45,0.43,0.43,0.43,0.42,0.43,0.43,0.43,0.41,0.42,0.38,0.41,0.39,0.38,0.38,0.37,0.39,0.38,0.37,0.39,0.37,0.36,0.36,0.35,0.36,0.35,0.35,0.34,0.35,0.35,0.34,0.36,0.35,0.34,0.33,0.3,0.33,0.33,0.33,0.33,0.32,0.32,0.3,0.31,0.31,0.29,0.3,0.3,0.28,0.31,0.3,0.29,0.27,0.0,0.29,0.26,0.28,0.28,0.28,0.27,0.26,0.26,0.25,0.28,0.26,0.25,0.25,0.25,0.25,0.26,0.25,0.25,0.24,0.25,0.24,0.25,0.26,0.26,0.24,0.22,0.23,0.23,0.24,0.24,0.24,0.23,0.23,0.24,0.22,0.22,0.22,0.23,0.22,0.21,0.21,0.2,0.21,0.21,0.22,0.21,0.22,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.2,0.19,0.2,0.19,0.2,0.2,0.18,0.18,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.2,0.16,0.18,0.18,0.18,0.19,0.2,0.17,0.16,0.17,0.0,0.17,0.16,0.17,0.16,0.17,0.18,0.0,0.16,0.0,0.0,0.16,0.16,0.16,0.16,0.16,0.16,0.0,0.16,0.16,0.17,0.16,0.17,0.16,0.16,0.16,0.0,0.17,0.16,0.0,0.28,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.49000000000001
07/15/2021,2.6,2.14,2.1,2.08,2.1,2.05,1.72,1.6,1.14,1.1,0.95,0.85,0.71,0.69,0.69,0.64,0.63,0.64,0.61,0.63,0.61,0.58,0.56,0.54,0.56,0.55,0.52,0.53,0.51,0.55,0.51,0.49,0.49,0.4,0.45,0.45,0.43,0.43,0.42,0.41,0.43,0.42,0.43,0.41,0.43,0.38,0.42,0.38,0.39,0.38,0.37,0.39,0.39,0.37,0.38,0.38,0.36,0.37,0.36,0.36,0.36,0.35,0.35,0.35,0.35,0.33,0.36,0.35,0.34,0.33,0.3,0.34,0.33,0.33,0.33,0.32,0.33,0.32,0.31,0.32,0.29,0.3,0.3,0.28,0.31,0.3,0.28,0.27,0.0,0.29,0.27,0.27,0.28,0.27,0.27,0.26,0.26,0.25,0.28,0.26,0.25,0.25,0.26,0.25,0.26,0.26,0.26,0.24,0.25,0.24,0.25,0.25,0.21,0.24,0.21,0.22,0.23,0.23,0.23,0.23,0.23,0.23,0.24,0.22,0.22,0.22,0.24,0.22,0.22,0.22,0.2,0.21,0.2,0.22,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.19,0.2,0.2,0.2,0.2,0.19,0.18,0.2,0.17,0.2,0.18,0.2,0.19,0.2,0.18,0.19,0.19,0.18,0.19,0.19,0.19,0.19,0.18,0.2,0.17,0.18,0.18,0.18,0.18,0.2,0.17,0.16,0.17,0.16,0.18,0.16,0.17,0.16,0.18,0.18,0.0,0.16,0.0,0.16,0.16,0.17,0.16,0.16,0.16,0.16,0.0,0.0,0.16,0.16,0.16,0.16,0.16,0.16,0.0,0.0,0.16,0.16,0.0,0.29,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.52000000000001
07/16/2021,2.58,2.13,2.1,2.12,2.13,2.06,1.76,1.56,1.15,1.14,0.96,0.85,0.72,0.69,0.68,0.64,0.65,0.64,0.62,0.64,0.61,0.59,0.56,0.56,0.56,0.55,0.53,0.52,0.51,0.55,0.51,0.49,0.5,0.39,0.45,0.45,0.43,0.44,0.43,0.41,0.43,0.42,0.44,0.41,0.42,0.36,0.41,0.38,0.39,0.39,0.37,0.4,0.38,0.37,0.38,0.37,0.36,0.35,0.37,0.36,0.35,0.35,0.35,0.35,0.35,0.34,0.36,0.35,0.35,0.33,0.3,0.35,0.33,0.33,0.33,0.32,0.33,0.32,0.31,0.32,0.29,0.3,0.3,0.29,0.31,0.3,0.28,0.27,0.0,0.29,0.27,0.27,0.28,0.29,0.27,0.26,0.28,0.25,0.28,0.26,0.25,0.25,0.26,0.25,0.26,0.25,0.25,0.23,0.25,0.24,0.25,0.25,0.2,0.24,0.22,0.22,0.23,0.24,0.24,0.23,0.23,0.23,0.24,0.22,0.22,0.22,0.24,0.22,0.22,0.22,0.2,0.21,0.2,0.22,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.19,0.2,0.2,0.2,0.2,0.19,0.18,0.2,0.16,0.2,0.18,0.2,0.19,0.19,0.18,0.19,0.19,0.18,0.19,0.19,0.19,0.19,0.18,0.2,0.17,0.17,0.18,0.17,0.18,0.2,0.16,0.16,0.17,0.0,0.18,0.16,0.17,0.0,0.18,0.17,0.16,0.16,0.15,0.16,0.16,0.17,0.16,0.0,0.16,0.16,0.0,0.0,0.17,0.0,0.15,0.16,0.15,0.16,0.0,0.0,0.16,0.16,0.0,0.29,0.15,0.0,0.15,0.0,0.16,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.65
07/19/2021,2.45,2.13,2.09,2.15,2.2,2.09,1.83,1.54,1.18,1.18,0.95,0.85,0.72,0.69,0.68,0.63,0.67,0.65,0.64,0.62,0.62,0.59,0.56,0.57,0.58,0.55,0.54,0.58,0.51,0.56,0.52,0.5,0.51,0.39,0.44,0.46,0.42,0.44,0.43,0.39,0.43,0.42,0.42,0.42,0.43,0.34,0.41,0.39,0.38,0.38,0.37,0.4,0.39,0.38,0.39,0.37,0.37,0.38,0.37,0.36,0.35,0.36,0.34,0.35,0.35,0.35,0.36,0.35,0.37,0.33,0.3,0.35,0.33,0.34,0.34,0.31,0.33,0.31,0.32,0.33,0.27,0.31,0.3,0.29,0.32,0.31,0.27,0.27,0.0,0.3,0.25,0.26,0.29,0.29,0.28,0.25,0.28,0.24,0.29,0.26,0.25,0.24,0.26,0.26,0.27,0.26,0.26,0.22,0.25,0.25,0.25,0.24,0.17,0.24,0.22,0.22,0.24,0.24,0.23,0.24,0.24,0.24,0.24,0.22,0.23,0.22,0.24,0.21,0.19,0.22,0.21,0.21,0.19,0.22,0.22,0.21,0.21,0.22,0.2,0.2,0.21,0.2,0.18,0.2,0.2,0.2,0.21,0.19,0.17,0.19,0.0,0.19,0.18,0.2,0.19,0.19,0.18,0.2,0.19,0.17,0.19,0.19,0.2,0.18,0.18,0.21,0.0,0.17,0.17,0.18,0.19,0.18,0.16,0.16,0.18,0.16,0.18,0.16,0.17,0.0,0.17,0.17,0.16,0.16,0.0,0.15,0.16,0.17,0.16,0.0,0.16,0.16,0.0,0.0,0.17,0.0,0.0,0.17,0.16,0.16,0.15,0.16,0.19,0.16,0.0,0.29,0.16,0.0,0.0,0.16,0.16,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.00999999999999
07/20/2021,2.37,2.12,2.08,2.17,2.19,2.1,1.82,1.54,1.19,1.19,0.96,0.84,0.74,0.7,0.69,0.64,0.68,0.65,0.64,0.61,0.62,0.6,0.57,0.55,0.58,0.55,0.54,0.65,0.52,0.55,0.52,0.51,0.51,0.38,0.44,0.45,0.42,0.45,0.44,0.4,0.44,0.42,0.43,0.42,0.42,0.35,0.41,0.4,0.39,0.38,0.37,0.4,0.4,0.38,0.39,0.36,0.37,0.4,0.36,0.36,0.34,0.36,0.34,0.34,0.35,0.35,0.37,0.35,0.36,0.34,0.3,0.35,0.34,0.34,0.34,0.31,0.33,0.32,0.32,0.33,0.27,0.31,0.29,0.29,0.32,0.31,0.27,0.28,0.0,0.3,0.25,0.26,0.29,0.29,0.28,0.25,0.28,0.24,0.29,0.26,0.26,0.25,0.26,0.26,0.27,0.26,0.26,0.22,0.25,0.26,0.25,0.24,0.16,0.24,0.22,0.22,0.24,0.24,0.23,0.24,0.24,0.24,0.25,0.22,0.23,0.22,0.23,0.21,0.19,0.22,0.21,0.21,0.19,0.22,0.22,0.21,0.21,0.23,0.2,0.2,0.21,0.2,0.18,0.2,0.21,0.2,0.21,0.2,0.17,0.19,0.0,0.2,0.18,0.2,0.2,0.19,0.18,0.2,0.19,0.16,0.19,0.19,0.2,0.19,0.18,0.21,0.0,0.17,0.17,0.18,0.19,0.17,0.16,0.16,0.18,0.15,0.18,0.17,0.17,0.0,0.17,0.17,0.16,0.15,0.0,0.16,0.16,0.17,0.16,0.0,0.16,0.16,0.0,0.0,0.17,0.0,0.15,0.17,0.15,0.16,0.15,0.16,0.0,0.15,0.0,0.3,0.16,0.15,0.15,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.15
07/21/2021,2.36,2.11,2.08,2.16,2.19,2.1,1.82,1.54,1.19,1.19,0.96,0.84,0.73,0.7,0.69,0.64,0.68,0.65,0.64,0.61,0.62,0.59,0.57,0.55,0.58,0.55,0.54,0.65,0.52,0.55,0.52,0.51,0.51,0.38,0.44,0.45,0.42,0.44,0.44,0.4,0.43,0.42,0.43,0.42,0.42,0.35,0.41,0.4,0.39,0.38,0.37,0.4,0.4,0.38,0.39,0.36,0.37,0.4,0.36,0.36,0.34,0.36,0.34,0.34,0.35,0.35,0.37,0.35,0.36,0.34,0.3,0.35,0.34,0.34,0.34,0.31,0.33,0.32,0.31,0.33,0.27,0.31,0.29,0.29,0.32,0.31,0.27,0.28,0.0,0.3,0.25,0.26,0.29,0.29,0.28,0.25,0.28,0.24,0.29,0.25,0.26,0.24,0.26,0.26,0.26,0.26,0.26,0.22,0.25,0.26,0.25,0.24,0.16,0.24,0.22,0.22,0.24,0.24,0.23,0.24,0.24,0.24,0.24,0.22,0.23,0.22,0.23,0.21,0.19,0.22,0.21,0.21,0.19,0.22,0.22,0.21,0.21,0.22,0.2,0.2,0.21,0.2,0.18,0.2,0.21,0.2,0.21,0.2,0.17,0.19,0.0,0.2,0.18,0.2,0.2,0.19,0.18,0.2,0.19,0.16,0.19,0.19,0.2,0.19,0.18,0.21,0.0,0.17,0.17,0.18,0.19,0.17,0.16,0.16,0.18,0.0,0.18,0.17,0.17,0.15,0.17,0.17,0.16,0.15,0.0,0.16,0.16,0.17,0.16,0.0,0.16,0.16,0.0,0.0,0.17,0.15,0.15,0.17,0.15,0.16,0.0,0.16,0.19,0.15,0.0,0.3,0.15,0.15,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.03
07/22/2021,2.47,2.12,2.07,2.15,2.15,2.08,1.81,1.56,1.19,1.17,0.96,0.84,0.74,0.7,0.69,0.64,0.66,0.65,0.61,0.61,0.62,0.59,0.58,0.55,0.59,0.57,0.54,0.71,0.51,0.53,0.52,0.51,0.51,0.39,0.44,0.45,0.43,0.44,0.44,0.4,0.43,0.4,0.44,0.42,0.41,0.36,0.4,0.39,0.39,0.39,0.36,0.39,0.4,0.38,0.38,0.36,0.38,0.41,0.36,0.36,0.34,0.36,0.34,0.35,0.35,0.35,0.37,0.35,0.36,0.35,0.31,0.35,0.33,0.34,0.34,0.32,0.33,0.31,0.32,0.33,0.28,0.31,0.29,0.29,0.31,0.31,0.28,0.27,0.0,0.3,0.27,0.26,0.28,0.29,0.28,0.26,0.28,0.25,0.29,0.25,0.26,0.24,0.26,0.26,0.26,0.27,0.26,0.22,0.24,0.25,0.24,0.24,0.17,0.24,0.21,0.22,0.24,0.23,0.24,0.24,0.24,0.24,0.24,0.22,0.23,0.22,0.23,0.21,0.19,0.22,0.2,0.21,0.19,0.21,0.22,0.21,0.21,0.22,0.2,0.19,0.21,0.2,0.18,0.21,0.2,0.2,0.21,0.2,0.17,0.19,0.0,0.2,0.18,0.19,0.2,0.19,0.19,0.19,0.19,0.16,0.2,0.18,0.2,0.19,0.18,0.2,0.15,0.17,0.17,0.18,0.19,0.17,0.16,0.16,0.17,0.16,0.18,0.17,0.17,0.0,0.17,0.17,0.15,0.16,0.0,0.16,0.16,0.17,0.16,0.0,0.16,0.16,0.0,0.0,0.16,0.15,0.0,0.18,0.16,0.16,0.0,0.16,0.19,0.15,0.0,0.3,0.15,0.0,0.0,0.0,0.16,0.15,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.09
