,LIN,ULVR.L,ASML.AS,MC.PA,OR.PA,AD.AS,BAS.DE,DTE.DE,KNEBV.HE,SAN.PA,SIE.DE,SAP.DE,BAYN.DE,SU.PA,CRH.L,AI.PA,ACS.MC,BMW.DE,BN.PA,SA.SW,DSM.AS,AKZA.AS,KER.PA,DAI.DE,WKL.AS,ASM.AS,RMS.PA,RI.PA,SHL.DE,VALMT.HE,RACE.MI,UCB.BR,NELES.HE,CON.DE,HNR1.DE,EVK.DE,HLAG.DE,ML.PA,FRE.DE,PUB.PA,LR.PA,KRZ.IR,FME.DE,CIE.MC,STM.PA,IFX.DE,GL9.IR,GRF.MC,VPK.AS,HUH1V.HE,KCR.HE,HEK.SW,VIS.MC,KBX.DE,BESI.AS,BNR.DE,EXO.MI,CGCBV.HE,PSG.MC,SBMO.AS,UMI.BR,DSY.PA,CASH.MC,1COV.DE,KEMIRA.HE,RUI.PA,ANDR.VI,NK.PA,MELE.BR,AKE.PA,IMCD.AS,TEP.PA,MF.PA,CPR.MI,BAR.BR,SY1.DE,MRK.DE,BB.PA,BEI.DE,HEI.DE,REY.MI,BEKB.BR,CHG.BK,VCT.PA,MOCORP.HE,CHG.BK.1,GTT.PA,SK.PA,LXS.DE,CRBN.AS,G1A.DE,FSKRS.HE,REG1V.HE,RCO.PA,SOW.DE,DUE.DE,DIM.PA,CRL.MI,WCH.DE,IPS.PA,KRN.DE,BIM.PA,FAGR.BR,EUZ.DE,SOLB.BR,n/a,BBVA.MC,SAN.MC,PHIA.AS,HEIA.AS,MAP.MC,EL.PA,AGN.AS,HEIO.AS,LIGHT.AS,CNHI.MI,ADS.DE,MONC.MI,ACX.MC,FDR.MC,PRY.MI,WRT1V.HE,HOT.DE,BVI.PA,ETL.PA,PIRC.MI,SAF.PA,ARCAD.AS,EO.PA,WBD.MI,PIA.MI,DIA.MI,FR.PA,GVS.MI,APPS.MC,ATS.VI,NEX.PA,ELN.MI,DAL.MI,NOEJ.DE,PUM.DE,DAN.MI,AMG.AS,AIXA.DE,LSS.PA,ABI.BR,IVG.MI,SUM
09/20/2021,6.82,5.61,7.45,3.66,4.02,3.87,3.23,3.13,2.97,2.92,3.41,3.05,2.44,3.19,2.69,2.17,2.01,1.73,1.76,0.0,1.81,1.44,1.18,1.28,1.45,1.47,1.09,1.03,0.99,0.83,0.82,0.69,0.64,0.6,0.67,0.56,0.64,0.52,0.46,0.52,0.52,0.47,0.39,0.37,0.52,0.47,0.42,0.39,0.35,0.42,0.39,0.35,0.34,0.35,0.39,0.35,0.32,0.33,0.26,0.34,0.26,0.31,0.22,0.26,0.24,0.19,0.22,0.2,0.24,0.22,0.24,0.2,0.19,0.18,0.15,0.17,0.2,0.15,0.16,0.13,0.15,0.13,0.0,0.11,0.11,0.0,0.1,0.07,0.09,0.07,0.09,0.07,0.06,0.05,0.06,0.07,0.07,0.05,0.04,0.04,0.03,0.03,0.02,0.02,1.68,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/19/2021,6.95,5.59,6.88,3.99,3.83,3.84,3.32,2.99,2.81,3.09,3.39,3.24,2.62,3.06,2.58,2.16,2.0,1.84,1.75,0.0,1.82,1.41,1.28,1.48,1.42,1.35,1.12,1.15,1.02,0.84,0.86,0.77,0.64,0.54,0.65,0.58,0.5,0.54,0.47,0.56,0.52,0.46,0.39,0.38,0.48,0.46,0.4,0.38,0.37,0.39,0.38,0.36,0.33,0.32,0.35,0.36,0.37,0.31,0.27,0.31,0.29,0.31,0.19,0.26,0.25,0.19,0.23,0.2,0.21,0.24,0.28,0.19,0.19,0.2,0.14,0.16,0.21,0.13,0.16,0.13,0.15,0.12,0.0,0.1,0.1,0.0,0.1,0.07,0.1,0.08,0.09,0.08,0.06,0.06,0.06,0.07,0.06,0.06,0.05,0.03,0.03,0.03,0.02,0.03,1.67,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/20/2021,6.95,5.59,6.88,3.99,3.83,3.84,3.32,2.99,2.81,3.09,3.39,3.24,2.62,3.06,2.58,2.16,2.0,1.84,1.75,0.0,1.82,1.41,1.28,1.48,1.42,1.35,1.12,1.15,1.02,0.84,0.86,0.77,0.64,0.54,0.65,0.58,0.5,0.54,0.47,0.56,0.52,0.46,0.39,0.38,0.48,0.46,0.4,0.38,0.37,0.39,0.38,0.36,0.33,0.32,0.35,0.36,0.37,0.31,0.27,0.31,0.29,0.31,0.19,0.26,0.25,0.19,0.23,0.2,0.21,0.24,0.28,0.19,0.19,0.2,0.14,0.16,0.21,0.13,0.16,0.13,0.15,0.12,0.0,0.1,0.1,0.0,0.1,0.07,0.1,0.08,0.09,0.08,0.06,0.06,0.06,0.07,0.06,0.06,0.05,0.03,0.03,0.03,0.02,0.03,1.67,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/21/2021,7.0,5.59,6.92,3.93,3.82,3.85,3.29,3.01,2.79,3.07,3.38,3.23,2.57,3.05,2.59,2.17,1.98,1.83,1.75,0.0,1.85,1.43,1.25,1.46,1.43,1.37,1.12,1.16,1.03,0.84,0.86,0.78,0.64,0.54,0.66,0.59,0.5,0.54,0.47,0.56,0.53,0.46,0.39,0.38,0.49,0.47,0.4,0.38,0.36,0.39,0.37,0.36,0.33,0.33,0.35,0.36,0.36,0.3,0.27,0.31,0.28,0.32,0.19,0.25,0.25,0.19,0.23,0.2,0.22,0.24,0.28,0.19,0.19,0.2,0.14,0.16,0.21,0.13,0.16,0.13,0.15,0.12,0.0,0.1,0.1,0.0,0.1,0.07,0.1,0.08,0.09,0.08,0.06,0.06,0.06,0.07,0.06,0.06,0.05,0.03,0.03,0.03,0.02,0.03,1.66,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
10/22/2021,7.02,5.52,6.99,3.9,3.78,3.81,3.27,2.99,2.82,3.07,3.39,3.22,2.6,3.05,2.62,2.17,2.0,1.81,1.7,0.0,1.83,1.44,1.25,1.47,1.43,1.36,1.12,1.15,1.04,0.85,0.87,0.78,0.65,0.53,0.66,0.6,0.51,0.53,0.47,0.56,0.53,0.46,0.39,0.38,0.49,0.47,0.4,0.37,0.37,0.39,0.38,0.36,0.33,0.33,0.35,0.36,0.37,0.31,0.27,0.31,0.28,0.32,0.19,0.25,0.25,0.19,0.23,0.2,0.21,0.24,0.28,0.2,0.19,0.2,0.15,0.16,0.21,0.13,0.16,0.14,0.15,0.12,0.0,0.1,0.1,0.0,0.11,0.08,0.1,0.08,0.09,0.08,0.06,0.06,0.05,0.07,0.06,0.06,0.05,0.03,0.03,0.03,0.02,0.03,1.68,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
10/25/2021,7.03,5.57,6.72,3.95,3.79,3.83,3.25,3.01,2.83,3.13,3.42,3.19,2.65,3.05,2.63,2.17,2.03,1.79,1.73,0.0,1.82,1.42,1.24,1.46,1.44,1.35,1.15,1.17,1.05,0.85,0.86,0.8,0.65,0.53,0.66,0.6,0.5,0.54,0.47,0.56,0.53,0.47,0.4,0.39,0.49,0.47,0.4,0.37,0.35,0.39,0.38,0.35,0.33,0.33,0.35,0.36,0.37,0.31,0.27,0.32,0.28,0.32,0.19,0.25,0.25,0.19,0.23,0.2,0.21,0.24,0.28,0.19,0.19,0.2,0.15,0.16,0.21,0.13,0.16,0.14,0.15,0.12,0.0,0.1,0.1,0.0,0.11,0.08,0.1,0.08,0.09,0.08,0.06,0.06,0.05,0.07,0.06,0.06,0.05,0.03,0.03,0.03,0.02,0.03,1.67,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
10/26/2021,7.0,5.64,6.82,3.98,3.85,3.87,3.22,3.01,2.73,3.11,3.34,3.09,2.65,3.0,2.59,2.17,2.04,1.78,1.72,0.0,1.84,1.42,1.24,1.46,1.45,1.39,1.17,1.16,1.05,0.86,0.87,0.79,0.65,0.53,0.67,0.6,0.51,0.54,0.48,0.55,0.52,0.47,0.4,0.41,0.5,0.47,0.41,0.38,0.36,0.37,0.38,0.35,0.33,0.33,0.36,0.36,0.37,0.31,0.28,0.31,0.27,0.32,0.19,0.25,0.24,0.19,0.23,0.2,0.22,0.24,0.28,0.2,0.19,0.2,0.15,0.16,0.22,0.13,0.16,0.14,0.15,0.12,0.0,0.1,0.1,0.0,0.11,0.08,0.1,0.07,0.09,0.08,0.06,0.06,0.05,0.07,0.06,0.06,0.05,0.03,0.03,0.03,0.02,0.03,1.64,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/27/2021,7.0,5.64,6.82,3.98,3.85,3.87,3.22,3.01,2.73,3.11,3.34,3.09,2.65,3.0,2.59,2.17,2.04,1.78,1.72,0.0,1.84,1.42,1.24,1.46,1.45,1.39,1.17,1.16,1.05,0.86,0.87,0.79,0.65,0.53,0.67,0.6,0.51,0.54,0.48,0.55,0.52,0.47,0.4,0.41,0.5,0.47,0.41,0.38,0.36,0.37,0.38,0.35,0.33,0.33,0.36,0.36,0.37,0.31,0.28,0.31,0.27,0.32,0.19,0.25,0.24,0.19,0.23,0.2,0.22,0.24,0.28,0.2,0.19,0.2,0.15,0.16,0.22,0.13,0.16,0.14,0.15,0.12,0.0,0.1,0.1,0.0,0.11,0.08,0.1,0.07,0.09,0.08,0.06,0.06,0.05,0.07,0.06,0.06,0.05,0.03,0.03,0.03,0.02,0.03,1.64,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/28/2021,7.0,5.64,6.82,3.98,3.85,3.87,3.22,3.01,2.73,3.11,3.34,3.09,2.65,3.0,2.59,2.17,2.04,1.78,1.72,0.0,1.84,1.42,1.24,1.46,1.45,1.39,1.17,1.16,1.05,0.86,0.87,0.79,0.65,0.53,0.67,0.6,0.51,0.54,0.48,0.55,0.52,0.47,0.4,0.41,0.5,0.47,0.41,0.38,0.36,0.37,0.38,0.35,0.33,0.33,0.36,0.36,0.37,0.31,0.28,0.31,0.27,0.32,0.19,0.25,0.24,0.19,0.23,0.2,0.22,0.24,0.28,0.2,0.19,0.2,0.15,0.16,0.22,0.13,0.16,0.14,0.15,0.12,0.0,0.1,0.1,0.0,0.11,0.08,0.1,0.07,0.09,0.08,0.06,0.06,0.05,0.07,0.06,0.06,0.05,0.03,0.03,0.03,0.02,0.03,1.64,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/29/2021,7.0,5.64,6.82,3.98,3.85,3.87,3.22,3.01,2.73,3.11,3.34,3.09,2.65,3.0,2.59,2.17,2.04,1.78,1.72,0.0,1.84,1.42,1.24,1.46,1.45,1.39,1.17,1.16,1.05,0.86,0.87,0.79,0.65,0.53,0.67,0.6,0.51,0.54,0.48,0.55,0.52,0.47,0.4,0.41,0.5,0.47,0.41,0.38,0.36,0.37,0.38,0.35,0.33,0.33,0.36,0.36,0.37,0.31,0.28,0.31,0.27,0.32,0.19,0.25,0.24,0.19,0.23,0.2,0.22,0.24,0.28,0.2,0.19,0.2,0.15,0.16,0.22,0.13,0.16,0.14,0.15,0.12,0.0,0.1,0.1,0.0,0.11,0.08,0.1,0.07,0.09,0.08,0.06,0.06,0.05,0.07,0.06,0.06,0.05,0.03,0.03,0.03,0.02,0.03,1.64,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/01/2021,7.0,5.64,6.82,3.98,3.85,3.87,3.22,3.01,2.73,3.11,3.34,3.09,2.65,3.0,2.59,2.17,2.04,1.78,1.72,0.0,1.84,1.42,1.24,1.46,1.45,1.39,1.17,1.16,1.05,0.86,0.87,0.79,0.65,0.53,0.67,0.6,0.51,0.54,0.48,0.55,0.52,0.47,0.4,0.41,0.5,0.47,0.41,0.38,0.36,0.37,0.38,0.35,0.33,0.33,0.36,0.36,0.37,0.31,0.28,0.31,0.27,0.32,0.19,0.25,0.24,0.19,0.23,0.2,0.22,0.24,0.28,0.2,0.19,0.2,0.15,0.16,0.22,0.13,0.16,0.14,0.15,0.12,0.0,0.1,0.1,0.0,0.11,0.08,0.1,0.07,0.09,0.08,0.06,0.06,0.05,0.07,0.06,0.06,0.05,0.03,0.03,0.03,0.02,0.03,1.64,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/02/2021,7.0,5.64,6.82,3.98,3.85,3.87,3.22,3.01,2.73,3.11,3.34,3.09,2.65,3.0,2.59,2.17,2.04,1.78,1.72,0.0,1.84,1.42,1.24,1.46,1.45,1.39,1.17,1.16,1.05,0.86,0.87,0.79,0.65,0.53,0.67,0.6,0.51,0.54,0.48,0.55,0.52,0.47,0.4,0.41,0.5,0.47,0.41,0.38,0.36,0.37,0.38,0.35,0.33,0.33,0.36,0.36,0.37,0.31,0.28,0.31,0.27,0.32,0.19,0.25,0.24,0.19,0.23,0.2,0.22,0.24,0.28,0.2,0.19,0.2,0.15,0.16,0.22,0.13,0.16,0.14,0.15,0.12,0.0,0.1,0.1,0.0,0.11,0.08,0.1,0.07,0.09,0.08,0.06,0.06,0.05,0.07,0.06,0.06,0.05,0.03,0.03,0.03,0.02,0.03,1.64,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/03/2021,7.0,5.64,6.82,3.98,3.85,3.87,3.22,3.01,2.73,3.11,3.34,3.09,2.65,3.0,2.59,2.17,2.04,1.78,1.72,0.0,1.84,1.42,1.24,1.46,1.45,1.39,1.17,1.16,1.05,0.86,0.87,0.79,0.65,0.53,0.67,0.6,0.51,0.54,0.48,0.55,0.52,0.47,0.4,0.41,0.5,0.47,0.41,0.38,0.36,0.37,0.38,0.35,0.33,0.33,0.36,0.36,0.37,0.31,0.28,0.31,0.27,0.32,0.19,0.25,0.24,0.19,0.23,0.2,0.22,0.24,0.28,0.2,0.19,0.2,0.15,0.16,0.22,0.13,0.16,0.14,0.15,0.12,0.0,0.1,0.1,0.0,0.11,0.08,0.1,0.07,0.09,0.08,0.06,0.06,0.05,0.07,0.06,0.06,0.05,0.03,0.03,0.03,0.02,0.03,1.64,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/04/2021,7.0,5.64,6.82,3.98,3.85,3.87,3.22,3.01,2.73,3.11,3.34,3.09,2.65,3.0,2.59,2.17,2.04,1.78,1.72,0.0,1.84,1.42,1.24,1.46,1.45,1.39,1.17,1.16,1.05,0.86,0.87,0.79,0.65,0.53,0.67,0.6,0.51,0.54,0.48,0.55,0.52,0.47,0.4,0.41,0.5,0.47,0.41,0.38,0.36,0.37,0.38,0.35,0.33,0.33,0.36,0.36,0.37,0.31,0.28,0.31,0.27,0.32,0.19,0.25,0.24,0.19,0.23,0.2,0.22,0.24,0.28,0.2,0.19,0.2,0.15,0.16,0.22,0.13,0.16,0.14,0.15,0.12,0.0,0.1,0.1,0.0,0.11,0.08,0.1,0.07,0.09,0.08,0.06,0.06,0.05,0.07,0.06,0.06,0.05,0.03,0.03,0.03,0.02,0.03,1.64,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/05/2021,7.0,5.64,6.82,3.98,3.85,3.87,3.22,3.01,2.73,3.11,3.34,3.09,2.65,3.0,2.59,2.17,2.04,1.78,1.72,0.0,1.84,1.42,1.24,1.46,1.45,1.39,1.17,1.16,1.05,0.86,0.87,0.79,0.65,0.53,0.67,0.6,0.51,0.54,0.48,0.55,0.52,0.47,0.4,0.41,0.5,0.47,0.41,0.38,0.36,0.37,0.38,0.35,0.33,0.33,0.36,0.36,0.37,0.31,0.28,0.31,0.27,0.32,0.19,0.25,0.24,0.19,0.23,0.2,0.22,0.24,0.28,0.2,0.19,0.2,0.15,0.16,0.22,0.13,0.16,0.14,0.15,0.12,0.0,0.1,0.1,0.0,0.11,0.08,0.1,0.07,0.09,0.08,0.06,0.06,0.05,0.07,0.06,0.06,0.05,0.03,0.03,0.03,0.02,0.03,1.64,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/08/2021,7.0,5.64,6.82,3.98,3.85,3.87,3.22,3.01,2.73,3.11,3.34,3.09,2.65,3.0,2.59,2.17,2.04,1.78,1.72,0.0,1.84,1.42,1.24,1.46,1.45,1.39,1.17,1.16,1.05,0.86,0.87,0.79,0.65,0.53,0.67,0.6,0.51,0.54,0.48,0.55,0.52,0.47,0.4,0.41,0.5,0.47,0.41,0.38,0.36,0.37,0.38,0.35,0.33,0.33,0.36,0.36,0.37,0.31,0.28,0.31,0.27,0.32,0.19,0.25,0.24,0.19,0.23,0.2,0.22,0.24,0.28,0.2,0.19,0.2,0.15,0.16,0.22,0.13,0.16,0.14,0.15,0.12,0.0,0.1,0.1,0.0,0.11,0.08,0.1,0.07,0.09,0.08,0.06,0.06,0.05,0.07,0.06,0.06,0.05,0.03,0.03,0.03,0.02,0.03,1.64,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/09/2021,7.0,5.64,6.82,3.98,3.85,3.87,3.22,3.01,2.73,3.11,3.34,3.09,2.65,3.0,2.59,2.17,2.04,1.78,1.72,0.0,1.84,1.42,1.24,1.46,1.45,1.39,1.17,1.16,1.05,0.86,0.87,0.79,0.65,0.53,0.67,0.6,0.51,0.54,0.48,0.55,0.52,0.47,0.4,0.41,0.5,0.47,0.41,0.38,0.36,0.37,0.38,0.35,0.33,0.33,0.36,0.36,0.37,0.31,0.28,0.31,0.27,0.32,0.19,0.25,0.24,0.19,0.23,0.2,0.22,0.24,0.28,0.2,0.19,0.2,0.15,0.16,0.22,0.13,0.16,0.14,0.15,0.12,0.0,0.1,0.1,0.0,0.11,0.08,0.1,0.07,0.09,0.08,0.06,0.06,0.05,0.07,0.06,0.06,0.05,0.03,0.03,0.03,0.02,0.03,1.64,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/10/2021,7.0,5.64,6.82,3.98,3.85,3.87,3.22,3.01,2.73,3.11,3.34,3.09,2.65,3.0,2.59,2.17,2.04,1.78,1.72,0.0,1.84,1.42,1.24,1.46,1.45,1.39,1.17,1.16,1.05,0.86,0.87,0.79,0.65,0.53,0.67,0.6,0.51,0.54,0.48,0.55,0.52,0.47,0.4,0.41,0.5,0.47,0.41,0.38,0.36,0.37,0.38,0.35,0.33,0.33,0.36,0.36,0.37,0.31,0.28,0.31,0.27,0.32,0.19,0.25,0.24,0.19,0.23,0.2,0.22,0.24,0.28,0.2,0.19,0.2,0.15,0.16,0.22,0.13,0.16,0.14,0.15,0.12,0.0,0.1,0.1,0.0,0.11,0.08,0.1,0.07,0.09,0.08,0.06,0.06,0.05,0.07,0.06,0.06,0.05,0.03,0.03,0.03,0.02,0.03,1.64,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/15/2021,5.14,0.0,4.73,3.62,3.67,2.43,2.95,3.04,2.09,3.53,3.1,2.3,2.08,2.53,2.15,2.15,0.0,1.23,1.46,0.0,1.14,1.03,1.08,2.26,1.47,0.46,0.83,0.83,0.92,0.58,0.77,0.73,0.11,0.0,0.79,0.57,1.07,0.6,0.46,0.8,0.54,0.43,0.0,0.21,0.54,0.32,0.33,0.37,0.37,0.28,0.21,0.42,0.33,0.28,0.55,0.34,0.34,0.18,0.2,0.37,0.0,0.3,0.11,0.24,0.23,0.19,0.38,0.13,0.23,0.25,0.27,0.19,0.0,0.24,0.0,0.17,0.24,0.13,0.15,0.39,0.11,0.22,0.0,0.1,0.45,0.0,0.0,0.12,0.09,0.07,0.22,0.07,0.04,0.07,0.05,0.04,0.08,0.05,0.14,0.06,0.0,0.06,0.02,0.03,1.05,2.34,3.89,2.12,2.06,1.48,1.1,1.05,0.78,0.72,0.68,0.59,0.59,0.5,0.48,0.41,0.34,0.32,0.26,0.24,0.23,0.21,0.19,0.18,0.15,0.15,0.14,0.13,0.08,0.05,0.05,0.05,0.03,0.03,0.02,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,99.97
11/16/2021,5.14,0.0,4.73,3.62,3.67,2.43,2.95,3.04,2.09,3.53,3.1,2.3,2.08,2.53,2.15,2.15,0.0,1.23,1.46,0.0,1.14,1.03,1.08,2.26,1.47,0.46,0.83,0.83,0.92,0.58,0.77,0.73,0.11,0.0,0.79,0.57,1.07,0.6,0.46,0.8,0.54,0.43,0.0,0.21,0.54,0.32,0.33,0.37,0.37,0.28,0.21,0.42,0.33,0.28,0.55,0.34,0.34,0.18,0.2,0.37,0.0,0.3,0.11,0.24,0.23,0.19,0.38,0.13,0.23,0.25,0.27,0.19,0.0,0.24,0.0,0.17,0.24,0.13,0.15,0.39,0.11,0.22,0.0,0.1,0.45,0.0,0.0,0.12,0.09,0.07,0.22,0.07,0.04,0.07,0.05,0.04,0.08,0.05,0.14,0.06,0.0,0.06,0.02,0.03,1.05,2.34,3.89,2.12,2.06,1.48,1.1,1.05,0.78,0.72,0.68,0.59,0.59,0.5,0.48,0.41,0.34,0.32,0.26,0.24,0.23,0.21,0.19,0.18,0.15,0.15,0.14,0.13,0.08,0.05,0.05,0.05,0.03,0.03,0.02,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,99.97
11/17/2021,5.14,0.0,4.73,3.62,3.67,2.43,2.95,3.04,2.09,3.53,3.1,2.3,2.08,2.53,2.15,2.15,0.0,1.23,1.46,0.0,1.14,1.03,1.08,2.26,1.47,0.46,0.83,0.83,0.92,0.58,0.77,0.73,0.11,0.0,0.79,0.57,1.07,0.6,0.46,0.8,0.54,0.43,0.0,0.21,0.54,0.32,0.33,0.37,0.37,0.28,0.21,0.42,0.33,0.28,0.55,0.34,0.34,0.18,0.2,0.37,0.0,0.3,0.11,0.24,0.23,0.19,0.38,0.13,0.23,0.25,0.27,0.19,0.0,0.24,0.0,0.17,0.24,0.13,0.15,0.39,0.11,0.22,0.0,0.1,0.45,0.0,0.0,0.12,0.09,0.07,0.22,0.07,0.04,0.07,0.05,0.04,0.08,0.05,0.14,0.06,0.0,0.06,0.02,0.03,1.05,2.34,3.89,2.12,2.06,1.48,1.1,1.05,0.78,0.72,0.68,0.59,0.59,0.5,0.48,0.41,0.34,0.32,0.26,0.24,0.23,0.21,0.19,0.18,0.15,0.15,0.14,0.13,0.08,0.05,0.05,0.05,0.03,0.03,0.02,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,99.97
