,TECH,MOH,CGNX,SBNY,SEDG,MASI,CDAY,STLD,CPT,FDS,RGEN,BRO,GGG,FICO,FIVE,WSM,TREX,NDSN,JLL,DECK,AXON,DAR,MPW,TTC,RH,CLF,LII,HUBB,WTRG,CSL,RPM,BLDR,SCI,EWBC,MANH,LAD,CREE,MIDD,OC,XPO,RS,UGI,LAMR,Y,ACM,AFG,KSS,PEN,LSI,UTHR,CPRI,SYNH,WSO,G,FHN,OLED,ARW,LEA,NBIX,AZPN,ATR,CIEN,HRC,DCI,STOR,AGCO,ITT,LECO,JAZZ,NNN,REXR,BC,RGA,FSLR,TPX,JBL,RNR,MKSI,LSCC,OSK,OHI,EHC,AIRC,THC,MAT,FAF,BJ,GNTX,X,DKS,ORI,YETI,CASY,CHE,CBSH,TTEK,JHG,NYT,SEIC,PII,RGLD,BLD,SF,JEF,PNFP,IAA,RUN,WWD,OGE,SLAB,FR,KRC,FFIN,AMG,SKX,EGP,TOL,LFUS,CNXC,BRX,NVST,ACC,POST,OLN,WH,AYI,MAN,EME,LITE,PB,IIVI,EXP,FOXF,THO,CFR,MDU,SON,SNV,SMG,VAC,STAA,LSTR,HOG,AN,COHR,KNX,LPX,SYNA,FL,RBC,SRCL,BRKS,GMED,CACI,PRI,TXRH,AMED,SLM,EXEL,VNT,TDC,INGR,CUZ,NYCB,MSA,ASGN,ACHC,JCOM,SRC,CFX,HELE,SAM,LHCG,NVT,EVR,CC,NCR,NATI,VVV,HALO,KBR,HQY,VLY,IDA,ESNT,CIT,MMS,SNX,MTZ,IART,VMI,MTG,OZK,GBCI,AEO,CLH,IBKR,TKR,SIGI,FLS,CR,THG,EQT,BYD,IRDM,MEDP,RYN,CDK,QDEL,SMTC,ASH,SAIC,CRUS,PACW,CAR,CW,GME,PCTY,CROX,TRGP,GXO,SAIA,VSCO,DEI,HXL,TNL,TGNA,ADS,HFC,GT,WBS,UBSI,NFG,STL,RRX,SLG,ZD,SSD,CHX,AVNT,WTFC,SAIL,FLO,FCN,AZTA,SUM
11/05/2021,0.0,0.78,0.73,0.81,0.0,0.64,0.0,0.57,0.68,0.72,0.65,0.0,0.58,0.49,0.58,0.69,0.55,0.6,0.58,0.51,0.52,0.6,0.51,0.47,0.51,0.46,0.0,0.51,0.46,0.54,0.51,0.52,0.5,0.52,0.51,0.44,0.0,0.48,0.44,0.39,0.43,0.41,0.45,0.42,0.44,0.42,0.39,0.0,0.44,0.39,0.38,0.41,0.42,0.39,0.44,0.36,0.4,0.43,0.0,0.47,0.38,0.41,0.44,0.38,0.37,0.35,0.38,0.39,0.35,0.36,0.39,0.34,0.36,0.44,0.35,0.37,0.34,0.38,0.44,0.35,0.31,0.26,0.36,0.33,0.34,0.37,0.35,0.38,0.32,0.39,0.34,0.35,0.33,0.34,0.35,0.41,0.36,0.36,0.34,0.32,0.3,0.37,0.36,0.39,0.34,0.33,0.4,0.3,0.3,0.43,0.34,0.31,0.35,0.36,0.29,0.35,0.31,0.35,0.34,0.32,0.28,0.33,0.27,0.39,0.36,0.35,0.24,0.3,0.29,0.32,0.31,0.31,0.32,0.26,0.35,0.28,0.26,0.33,0.27,0.31,0.24,0.31,0.28,0.3,0.28,0.31,0.29,0.35,0.24,0.0,0.25,0.37,0.26,0.3,0.31,0.26,0.25,0.27,0.29,0.26,0.27,0.27,0.25,0.26,0.25,0.29,0.25,0.0,0.25,0.28,0.25,0.0,0.0,0.29,0.28,0.0,0.25,0.25,0.27,0.23,0.26,0.25,0.26,0.0,0.25,0.0,0.23,0.0,0.0,0.0,0.24,0.25,0.26,0.25,0.0,0.26,0.27,0.0,0.0,0.0,0.24,0.0,0.0,0.23,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.82,0.24,0.56,0.5,0.49,0.56,0.42,0.39,0.0,0.24,0.0,0.0,0.0,0.0,0.24,0.26,0.24,0.23,0.0,0.0,0.28,0.0,0.25,0.0,0.24,0.24,0.23,0.0,0.0,0.0,0.0,73.80000000000001
11/08/2021,0.0,0.79,0.72,0.81,0.0,0.64,0.0,0.58,0.67,0.72,0.59,0.0,0.58,0.48,0.59,0.73,0.56,0.6,0.59,0.53,0.52,0.6,0.5,0.47,0.51,0.45,0.0,0.5,0.45,0.54,0.51,0.58,0.5,0.52,0.51,0.44,0.0,0.47,0.44,0.37,0.45,0.4,0.45,0.41,0.44,0.43,0.42,0.0,0.43,0.4,0.45,0.45,0.42,0.39,0.44,0.35,0.41,0.43,0.0,0.48,0.38,0.42,0.43,0.37,0.38,0.34,0.39,0.38,0.34,0.36,0.39,0.35,0.35,0.43,0.35,0.37,0.33,0.38,0.48,0.35,0.29,0.26,0.35,0.34,0.34,0.36,0.36,0.38,0.33,0.4,0.33,0.36,0.34,0.34,0.35,0.41,0.36,0.32,0.34,0.32,0.3,0.37,0.35,0.38,0.33,0.32,0.4,0.3,0.3,0.43,0.34,0.31,0.35,0.35,0.3,0.34,0.31,0.35,0.34,0.32,0.3,0.32,0.27,0.4,0.36,0.35,0.25,0.31,0.29,0.32,0.3,0.3,0.33,0.27,0.33,0.25,0.27,0.34,0.29,0.31,0.24,0.32,0.27,0.3,0.28,0.31,0.3,0.35,0.25,0.0,0.24,0.38,0.25,0.3,0.31,0.26,0.25,0.27,0.25,0.24,0.27,0.28,0.25,0.26,0.25,0.29,0.24,0.0,0.25,0.28,0.26,0.0,0.0,0.28,0.27,0.23,0.25,0.25,0.26,0.23,0.26,0.25,0.26,0.0,0.24,0.0,0.23,0.0,0.0,0.0,0.24,0.0,0.26,0.25,0.0,0.23,0.27,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.26,0.24,0.0,0.0,0.24,0.0,0.0,0.0,0.25,0.62,0.25,0.58,0.48,0.52,0.55,0.42,0.4,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.26,0.24,0.23,0.0,0.0,0.29,0.0,0.24,0.0,0.23,0.25,0.23,0.0,0.0,0.0,0.0,73.63
11/09/2021,0.0,0.79,0.62,0.8,0.0,0.61,0.0,0.58,0.67,0.72,0.57,0.0,0.57,0.47,0.59,0.73,0.56,0.6,0.59,0.53,0.51,0.61,0.5,0.47,0.5,0.45,0.0,0.5,0.45,0.54,0.51,0.59,0.48,0.52,0.49,0.43,0.0,0.47,0.44,0.35,0.46,0.4,0.45,0.42,0.44,0.43,0.42,0.0,0.42,0.4,0.44,0.43,0.41,0.38,0.44,0.33,0.41,0.43,0.0,0.48,0.39,0.41,0.43,0.37,0.37,0.35,0.4,0.38,0.34,0.36,0.39,0.35,0.32,0.42,0.35,0.38,0.33,0.39,0.48,0.35,0.3,0.27,0.36,0.35,0.34,0.37,0.36,0.38,0.32,0.4,0.33,0.36,0.34,0.34,0.35,0.4,0.36,0.31,0.35,0.32,0.3,0.38,0.35,0.38,0.33,0.31,0.39,0.31,0.3,0.42,0.34,0.32,0.35,0.35,0.3,0.34,0.32,0.35,0.32,0.33,0.3,0.32,0.27,0.41,0.36,0.36,0.25,0.32,0.3,0.32,0.3,0.31,0.34,0.27,0.34,0.26,0.27,0.33,0.29,0.32,0.23,0.3,0.27,0.3,0.28,0.3,0.29,0.39,0.25,0.0,0.24,0.38,0.26,0.29,0.31,0.28,0.25,0.27,0.25,0.24,0.0,0.29,0.25,0.25,0.25,0.29,0.25,0.0,0.25,0.28,0.26,0.0,0.0,0.28,0.27,0.25,0.26,0.25,0.26,0.24,0.26,0.25,0.26,0.0,0.24,0.0,0.23,0.0,0.0,0.0,0.24,0.23,0.26,0.25,0.0,0.23,0.26,0.0,0.0,0.0,0.24,0.0,0.0,0.24,0.0,0.26,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.25,0.67,0.25,0.56,0.46,0.52,0.56,0.41,0.39,0.0,0.25,0.24,0.0,0.0,0.0,0.0,0.29,0.24,0.23,0.0,0.0,0.29,0.0,0.24,0.0,0.0,0.25,0.23,0.0,0.0,0.0,0.0,73.47
11/10/2021,0.0,0.79,0.62,0.8,0.0,0.61,0.0,0.58,0.67,0.72,0.57,0.0,0.57,0.47,0.59,0.73,0.56,0.6,0.59,0.53,0.51,0.61,0.5,0.47,0.5,0.45,0.0,0.5,0.45,0.54,0.51,0.59,0.48,0.52,0.49,0.43,0.0,0.47,0.44,0.35,0.46,0.4,0.45,0.42,0.44,0.43,0.42,0.0,0.42,0.4,0.44,0.43,0.41,0.38,0.44,0.33,0.41,0.43,0.0,0.48,0.39,0.41,0.43,0.37,0.37,0.35,0.4,0.38,0.34,0.36,0.39,0.35,0.32,0.42,0.35,0.38,0.33,0.39,0.48,0.35,0.3,0.27,0.36,0.35,0.34,0.37,0.36,0.38,0.32,0.4,0.33,0.36,0.34,0.34,0.35,0.4,0.36,0.31,0.35,0.32,0.3,0.38,0.35,0.38,0.33,0.31,0.39,0.31,0.3,0.42,0.34,0.32,0.35,0.35,0.3,0.34,0.32,0.35,0.32,0.33,0.3,0.32,0.27,0.41,0.36,0.36,0.25,0.32,0.3,0.32,0.3,0.31,0.34,0.27,0.34,0.26,0.27,0.33,0.29,0.32,0.23,0.3,0.27,0.3,0.28,0.3,0.29,0.39,0.25,0.0,0.24,0.38,0.26,0.29,0.31,0.28,0.25,0.27,0.25,0.24,0.0,0.29,0.25,0.25,0.25,0.29,0.25,0.0,0.25,0.28,0.26,0.0,0.0,0.28,0.27,0.25,0.26,0.25,0.26,0.24,0.26,0.25,0.26,0.0,0.24,0.0,0.23,0.0,0.0,0.0,0.24,0.23,0.26,0.25,0.0,0.23,0.26,0.0,0.0,0.0,0.24,0.0,0.0,0.24,0.0,0.26,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.25,0.67,0.25,0.56,0.46,0.52,0.56,0.41,0.39,0.0,0.25,0.24,0.0,0.0,0.0,0.0,0.29,0.24,0.23,0.0,0.0,0.29,0.0,0.24,0.0,0.0,0.25,0.23,0.0,0.0,0.0,0.0,73.47
11/11/2021,0.0,0.79,0.64,0.81,0.0,0.63,0.0,0.6,0.67,0.73,0.58,0.0,0.58,0.49,0.6,0.72,0.57,0.6,0.6,0.53,0.49,0.6,0.5,0.47,0.5,0.48,0.0,0.51,0.45,0.55,0.51,0.59,0.47,0.52,0.48,0.43,0.0,0.47,0.45,0.36,0.46,0.4,0.45,0.43,0.45,0.44,0.43,0.0,0.42,0.4,0.43,0.44,0.41,0.38,0.44,0.33,0.41,0.43,0.0,0.48,0.38,0.41,0.43,0.37,0.37,0.35,0.4,0.38,0.34,0.35,0.39,0.35,0.33,0.42,0.35,0.37,0.35,0.38,0.49,0.36,0.29,0.28,0.35,0.35,0.36,0.37,0.35,0.38,0.33,0.41,0.33,0.35,0.34,0.35,0.35,0.41,0.37,0.31,0.35,0.32,0.29,0.37,0.36,0.38,0.33,0.31,0.4,0.31,0.29,0.43,0.34,0.32,0.35,0.35,0.3,0.34,0.32,0.35,0.32,0.32,0.3,0.32,0.27,0.4,0.36,0.36,0.25,0.31,0.29,0.32,0.3,0.32,0.34,0.27,0.34,0.26,0.27,0.33,0.3,0.31,0.24,0.3,0.27,0.3,0.28,0.31,0.29,0.4,0.26,0.0,0.24,0.38,0.25,0.3,0.31,0.27,0.26,0.27,0.25,0.24,0.24,0.29,0.26,0.26,0.25,0.29,0.25,0.0,0.24,0.28,0.26,0.0,0.0,0.28,0.27,0.25,0.26,0.25,0.26,0.0,0.27,0.25,0.26,0.0,0.24,0.0,0.0,0.0,0.24,0.0,0.25,0.0,0.26,0.25,0.0,0.24,0.26,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.26,0.24,0.0,0.0,0.23,0.0,0.0,0.0,0.25,0.66,0.25,0.58,0.45,0.51,0.57,0.41,0.4,0.0,0.25,0.24,0.0,0.0,0.0,0.0,0.28,0.24,0.23,0.0,0.0,0.29,0.0,0.25,0.24,0.23,0.25,0.0,0.0,0.0,0.0,0.0,73.81
11/12/2021,0.0,0.79,0.65,0.81,0.0,0.63,0.0,0.59,0.68,0.72,0.58,0.0,0.59,0.5,0.61,0.72,0.65,0.6,0.6,0.54,0.49,0.59,0.51,0.48,0.5,0.46,0.0,0.51,0.45,0.55,0.52,0.6,0.48,0.52,0.48,0.43,0.0,0.48,0.45,0.35,0.46,0.4,0.46,0.43,0.45,0.44,0.43,0.0,0.42,0.39,0.43,0.44,0.42,0.39,0.44,0.33,0.41,0.44,0.0,0.47,0.38,0.41,0.43,0.37,0.36,0.34,0.4,0.38,0.34,0.35,0.4,0.34,0.33,0.41,0.35,0.37,0.34,0.39,0.48,0.36,0.29,0.27,0.36,0.37,0.36,0.37,0.36,0.38,0.32,0.42,0.33,0.36,0.34,0.35,0.34,0.4,0.37,0.31,0.35,0.31,0.3,0.38,0.36,0.37,0.33,0.31,0.39,0.31,0.29,0.42,0.34,0.32,0.35,0.35,0.3,0.34,0.33,0.36,0.33,0.32,0.3,0.32,0.28,0.4,0.36,0.37,0.25,0.32,0.3,0.32,0.3,0.32,0.35,0.26,0.34,0.25,0.27,0.33,0.31,0.32,0.23,0.3,0.27,0.3,0.28,0.31,0.29,0.4,0.26,0.0,0.24,0.38,0.24,0.29,0.29,0.27,0.26,0.27,0.24,0.25,0.24,0.29,0.25,0.26,0.25,0.29,0.25,0.0,0.24,0.27,0.26,0.0,0.0,0.28,0.27,0.24,0.26,0.25,0.26,0.0,0.27,0.25,0.26,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.25,0.0,0.26,0.25,0.0,0.24,0.26,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.23,0.0,0.0,0.23,0.0,0.0,0.0,0.25,0.56,0.25,0.55,0.45,0.52,0.56,0.42,0.39,0.0,0.25,0.24,0.0,0.0,0.0,0.24,0.29,0.24,0.23,0.0,0.0,0.29,0.0,0.25,0.24,0.24,0.26,0.0,0.0,0.0,0.0,0.0,73.8
11/15/2021,0.0,0.81,0.63,0.8,0.0,0.65,0.0,0.59,0.69,0.74,0.57,0.0,0.58,0.47,0.59,0.73,0.63,0.61,0.59,0.53,0.47,0.57,0.51,0.48,0.48,0.45,0.0,0.51,0.45,0.55,0.53,0.6,0.48,0.52,0.48,0.42,0.0,0.46,0.43,0.34,0.47,0.41,0.45,0.44,0.45,0.44,0.42,0.0,0.42,0.4,0.43,0.44,0.41,0.39,0.45,0.32,0.42,0.43,0.0,0.45,0.38,0.42,0.43,0.38,0.37,0.35,0.4,0.38,0.35,0.36,0.4,0.35,0.33,0.41,0.34,0.37,0.34,0.4,0.48,0.36,0.29,0.27,0.35,0.37,0.36,0.37,0.35,0.39,0.33,0.41,0.33,0.32,0.34,0.35,0.35,0.41,0.37,0.3,0.35,0.31,0.3,0.38,0.36,0.38,0.34,0.31,0.4,0.31,0.3,0.43,0.34,0.32,0.36,0.35,0.3,0.35,0.32,0.36,0.33,0.32,0.3,0.32,0.28,0.41,0.35,0.37,0.25,0.31,0.3,0.32,0.31,0.32,0.35,0.28,0.34,0.26,0.27,0.34,0.31,0.31,0.0,0.3,0.27,0.3,0.28,0.31,0.29,0.39,0.26,0.0,0.25,0.35,0.24,0.29,0.29,0.27,0.25,0.27,0.23,0.24,0.0,0.29,0.26,0.26,0.25,0.3,0.25,0.0,0.25,0.27,0.26,0.0,0.0,0.28,0.28,0.25,0.26,0.25,0.27,0.0,0.27,0.25,0.27,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.26,0.26,0.0,0.23,0.26,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.23,0.23,0.0,0.0,0.25,0.61,0.25,0.54,0.43,0.51,0.54,0.42,0.39,0.0,0.26,0.24,0.0,0.0,0.0,0.23,0.29,0.24,0.24,0.24,0.0,0.29,0.0,0.25,0.23,0.0,0.26,0.23,0.24,0.0,0.0,0.0,73.74000000000001
11/16/2021,0.0,0.81,0.65,0.79,0.0,0.65,0.0,0.59,0.69,0.74,0.55,0.0,0.58,0.47,0.59,0.74,0.64,0.61,0.59,0.54,0.48,0.55,0.51,0.48,0.48,0.45,0.0,0.51,0.45,0.56,0.54,0.6,0.48,0.52,0.48,0.42,0.0,0.47,0.44,0.36,0.47,0.4,0.44,0.44,0.45,0.42,0.42,0.0,0.42,0.4,0.42,0.41,0.42,0.39,0.44,0.33,0.42,0.44,0.0,0.44,0.39,0.42,0.43,0.38,0.36,0.36,0.4,0.38,0.35,0.35,0.4,0.35,0.33,0.4,0.35,0.37,0.34,0.4,0.48,0.36,0.29,0.27,0.36,0.37,0.36,0.37,0.36,0.39,0.32,0.41,0.33,0.33,0.34,0.35,0.34,0.41,0.36,0.3,0.35,0.32,0.3,0.38,0.36,0.38,0.34,0.31,0.4,0.3,0.3,0.43,0.34,0.32,0.36,0.35,0.3,0.35,0.33,0.37,0.33,0.31,0.3,0.32,0.28,0.42,0.36,0.37,0.25,0.31,0.3,0.32,0.31,0.32,0.35,0.28,0.33,0.26,0.27,0.34,0.32,0.31,0.0,0.31,0.27,0.31,0.28,0.32,0.3,0.4,0.26,0.0,0.24,0.35,0.24,0.29,0.29,0.26,0.26,0.28,0.24,0.25,0.0,0.29,0.25,0.26,0.25,0.29,0.25,0.0,0.24,0.27,0.27,0.0,0.0,0.28,0.28,0.26,0.26,0.26,0.27,0.0,0.27,0.25,0.26,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.24,0.0,0.26,0.25,0.0,0.23,0.26,0.23,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.23,0.25,0.0,0.0,0.25,0.6,0.25,0.53,0.44,0.52,0.53,0.43,0.39,0.0,0.25,0.24,0.0,0.0,0.0,0.24,0.29,0.24,0.23,0.24,0.0,0.29,0.0,0.24,0.23,0.0,0.26,0.0,0.24,0.0,0.0,0.0,73.81
11/17/2021,0.0,0.81,0.65,0.79,0.0,0.65,0.0,0.59,0.69,0.74,0.55,0.0,0.58,0.47,0.59,0.74,0.64,0.61,0.59,0.54,0.48,0.55,0.51,0.48,0.48,0.45,0.0,0.51,0.45,0.56,0.54,0.6,0.48,0.52,0.48,0.42,0.0,0.47,0.44,0.36,0.47,0.4,0.44,0.44,0.45,0.42,0.42,0.0,0.42,0.4,0.42,0.41,0.42,0.39,0.44,0.33,0.42,0.44,0.0,0.44,0.39,0.42,0.43,0.38,0.36,0.36,0.4,0.38,0.35,0.35,0.4,0.35,0.33,0.4,0.35,0.37,0.34,0.4,0.48,0.36,0.29,0.27,0.36,0.37,0.36,0.37,0.36,0.39,0.32,0.41,0.33,0.33,0.34,0.35,0.34,0.41,0.36,0.3,0.35,0.32,0.3,0.38,0.36,0.38,0.34,0.31,0.4,0.3,0.3,0.43,0.34,0.32,0.36,0.35,0.3,0.35,0.33,0.37,0.33,0.31,0.3,0.32,0.28,0.42,0.36,0.37,0.25,0.31,0.3,0.32,0.31,0.32,0.35,0.28,0.33,0.26,0.27,0.34,0.32,0.31,0.0,0.31,0.27,0.31,0.28,0.32,0.3,0.4,0.26,0.0,0.24,0.35,0.24,0.29,0.29,0.26,0.26,0.28,0.24,0.25,0.0,0.29,0.25,0.26,0.25,0.29,0.25,0.0,0.24,0.27,0.27,0.0,0.0,0.28,0.28,0.26,0.26,0.26,0.27,0.0,0.27,0.25,0.26,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.24,0.0,0.26,0.25,0.0,0.23,0.26,0.23,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.23,0.25,0.0,0.0,0.25,0.6,0.25,0.53,0.44,0.52,0.53,0.43,0.39,0.0,0.25,0.24,0.0,0.0,0.0,0.24,0.29,0.24,0.23,0.24,0.0,0.29,0.0,0.24,0.23,0.0,0.26,0.0,0.24,0.0,0.0,0.0,73.81
11/18/2021,0.0,0.8,0.65,0.81,0.0,0.65,0.0,0.58,0.7,0.75,0.55,0.0,0.57,0.48,0.6,0.74,0.63,0.6,0.59,0.52,0.47,0.56,0.52,0.48,0.49,0.44,0.0,0.51,0.45,0.56,0.54,0.59,0.48,0.52,0.47,0.43,0.0,0.47,0.43,0.35,0.46,0.41,0.44,0.43,0.46,0.42,0.42,0.0,0.43,0.41,0.43,0.42,0.42,0.39,0.44,0.32,0.43,0.45,0.0,0.43,0.39,0.42,0.43,0.38,0.36,0.36,0.4,0.39,0.35,0.35,0.4,0.36,0.33,0.41,0.35,0.37,0.34,0.4,0.49,0.35,0.29,0.27,0.36,0.37,0.36,0.37,0.36,0.39,0.32,0.42,0.33,0.34,0.34,0.34,0.35,0.41,0.36,0.3,0.35,0.32,0.31,0.38,0.36,0.37,0.35,0.31,0.4,0.3,0.3,0.44,0.34,0.33,0.36,0.34,0.3,0.35,0.32,0.36,0.33,0.32,0.3,0.32,0.28,0.42,0.36,0.36,0.25,0.31,0.29,0.32,0.31,0.32,0.35,0.28,0.33,0.26,0.27,0.33,0.31,0.31,0.0,0.3,0.27,0.31,0.28,0.31,0.3,0.41,0.27,0.0,0.24,0.35,0.0,0.29,0.29,0.26,0.25,0.27,0.24,0.24,0.0,0.29,0.26,0.26,0.25,0.29,0.25,0.0,0.24,0.27,0.27,0.0,0.0,0.28,0.28,0.26,0.25,0.26,0.28,0.0,0.27,0.25,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.26,0.26,0.0,0.24,0.27,0.24,0.0,0.0,0.25,0.0,0.24,0.0,0.0,0.25,0.23,0.0,0.0,0.23,0.25,0.0,0.0,0.25,0.62,0.24,0.55,0.43,0.51,0.54,0.43,0.39,0.0,0.26,0.24,0.0,0.0,0.0,0.24,0.28,0.24,0.23,0.24,0.0,0.3,0.0,0.24,0.0,0.0,0.26,0.0,0.24,0.23,0.0,0.0,73.89000000000001
11/19/2021,0.0,0.8,0.64,0.81,0.0,0.65,0.0,0.58,0.68,0.74,0.57,0.0,0.57,0.47,0.62,0.78,0.64,0.61,0.59,0.54,0.5,0.54,0.51,0.49,0.49,0.43,0.0,0.51,0.45,0.56,0.54,0.61,0.49,0.52,0.47,0.44,0.0,0.48,0.42,0.35,0.46,0.4,0.43,0.43,0.46,0.42,0.42,0.0,0.42,0.4,0.44,0.43,0.42,0.39,0.44,0.32,0.43,0.45,0.0,0.45,0.39,0.42,0.43,0.38,0.36,0.35,0.4,0.38,0.35,0.35,0.4,0.35,0.33,0.38,0.36,0.37,0.35,0.4,0.5,0.35,0.29,0.27,0.35,0.37,0.36,0.37,0.35,0.39,0.31,0.43,0.33,0.35,0.33,0.35,0.34,0.41,0.35,0.3,0.35,0.32,0.3,0.39,0.35,0.36,0.35,0.32,0.38,0.29,0.3,0.45,0.34,0.32,0.35,0.34,0.3,0.35,0.33,0.36,0.34,0.31,0.29,0.32,0.28,0.41,0.36,0.36,0.25,0.31,0.29,0.31,0.31,0.32,0.35,0.28,0.33,0.26,0.27,0.33,0.31,0.31,0.23,0.3,0.27,0.32,0.28,0.31,0.3,0.41,0.27,0.0,0.24,0.37,0.0,0.28,0.28,0.26,0.25,0.27,0.23,0.24,0.0,0.29,0.25,0.26,0.25,0.29,0.25,0.0,0.24,0.27,0.27,0.0,0.0,0.29,0.28,0.25,0.25,0.26,0.27,0.0,0.27,0.25,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.25,0.26,0.0,0.24,0.27,0.0,0.0,0.0,0.24,0.0,0.24,0.0,0.0,0.26,0.24,0.0,0.0,0.24,0.25,0.0,0.0,0.25,0.63,0.24,0.55,0.43,0.52,0.54,0.44,0.41,0.0,0.25,0.23,0.0,0.0,0.0,0.24,0.28,0.24,0.23,0.24,0.0,0.3,0.0,0.24,0.0,0.0,0.26,0.23,0.23,0.0,0.0,0.0,73.88
11/22/2021,0.0,0.8,0.64,0.81,0.0,0.65,0.0,0.58,0.68,0.74,0.57,0.0,0.57,0.47,0.62,0.78,0.64,0.61,0.59,0.54,0.49,0.54,0.51,0.49,0.49,0.43,0.0,0.51,0.45,0.55,0.54,0.61,0.49,0.52,0.47,0.44,0.0,0.48,0.42,0.34,0.46,0.4,0.43,0.43,0.46,0.42,0.42,0.0,0.42,0.4,0.43,0.43,0.42,0.39,0.44,0.32,0.43,0.45,0.0,0.45,0.39,0.42,0.43,0.38,0.36,0.35,0.4,0.38,0.35,0.35,0.4,0.35,0.33,0.38,0.35,0.37,0.35,0.4,0.5,0.35,0.29,0.27,0.35,0.37,0.36,0.37,0.35,0.39,0.31,0.43,0.33,0.35,0.33,0.35,0.34,0.41,0.35,0.3,0.35,0.32,0.3,0.39,0.35,0.36,0.35,0.32,0.38,0.29,0.3,0.44,0.34,0.32,0.35,0.34,0.3,0.35,0.33,0.36,0.34,0.31,0.29,0.32,0.28,0.41,0.36,0.36,0.24,0.31,0.29,0.31,0.31,0.32,0.35,0.28,0.33,0.25,0.27,0.33,0.3,0.31,0.23,0.3,0.27,0.32,0.28,0.31,0.3,0.41,0.27,0.0,0.24,0.37,0.0,0.28,0.28,0.26,0.25,0.27,0.23,0.24,0.0,0.29,0.25,0.25,0.25,0.29,0.25,0.0,0.24,0.27,0.27,0.0,0.0,0.29,0.28,0.25,0.25,0.26,0.27,0.0,0.27,0.25,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.25,0.26,0.0,0.24,0.27,0.0,0.0,0.0,0.24,0.0,0.24,0.0,0.0,0.26,0.24,0.0,0.0,0.24,0.25,0.0,0.0,0.25,0.63,0.24,0.54,0.43,0.52,0.53,0.44,0.4,0.0,0.25,0.23,0.0,0.0,0.0,0.24,0.28,0.24,0.23,0.24,0.0,0.3,0.0,0.23,0.0,0.0,0.26,0.23,0.23,0.0,0.0,0.0,73.73
11/23/2021,0.0,0.8,0.64,0.81,0.0,0.65,0.0,0.58,0.68,0.74,0.57,0.0,0.57,0.47,0.62,0.78,0.64,0.61,0.59,0.54,0.49,0.54,0.51,0.49,0.49,0.43,0.0,0.51,0.45,0.55,0.54,0.61,0.49,0.52,0.47,0.44,0.0,0.48,0.42,0.34,0.46,0.4,0.43,0.43,0.46,0.42,0.42,0.0,0.42,0.4,0.43,0.43,0.42,0.39,0.44,0.32,0.43,0.45,0.0,0.45,0.39,0.42,0.43,0.38,0.36,0.35,0.4,0.38,0.35,0.35,0.4,0.35,0.33,0.38,0.35,0.37,0.35,0.4,0.5,0.35,0.29,0.27,0.35,0.37,0.36,0.37,0.35,0.39,0.31,0.43,0.33,0.35,0.33,0.35,0.34,0.41,0.35,0.3,0.35,0.32,0.3,0.39,0.35,0.36,0.35,0.32,0.38,0.29,0.3,0.44,0.34,0.32,0.35,0.34,0.3,0.35,0.33,0.36,0.34,0.31,0.29,0.32,0.28,0.41,0.36,0.36,0.24,0.31,0.29,0.31,0.31,0.32,0.35,0.28,0.33,0.25,0.27,0.33,0.3,0.31,0.23,0.3,0.27,0.32,0.28,0.31,0.3,0.41,0.27,0.0,0.24,0.37,0.0,0.28,0.28,0.26,0.25,0.27,0.23,0.24,0.0,0.29,0.25,0.25,0.25,0.29,0.25,0.0,0.24,0.27,0.27,0.0,0.0,0.29,0.28,0.25,0.25,0.26,0.27,0.0,0.27,0.25,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.25,0.26,0.0,0.24,0.27,0.0,0.0,0.0,0.24,0.0,0.24,0.0,0.0,0.26,0.24,0.0,0.0,0.24,0.25,0.0,0.0,0.25,0.63,0.24,0.54,0.43,0.52,0.53,0.44,0.4,0.0,0.25,0.23,0.0,0.0,0.0,0.24,0.28,0.24,0.23,0.24,0.0,0.3,0.0,0.23,0.0,0.0,0.26,0.23,0.23,0.0,0.0,0.0,73.73
