,BIIB,CINF,ALL,LH,ALLY,BRK.B,CVS,PNC,AFL,AGR,DGX,KR,BK,CFG,DHI,ETR,EXC,SJM,PGR,PEG,SRE,GM,CE,ACGL,PPL,VZ,TSN,COF,LEN,FTV,ED,CI,VIAC,F,CNC,MS,TMUS,GS,HIG,MU,INTC,FE,BEN,HUM,VICI,DTE,ADM,CMCSA,VTRS,GD,PFG,SO,AEE,TRV,XEL,LUMN,KEY,AEP,BBY,CAG,EIX,GIS,MET,STT,T,MTB,URI,TFC,ES,CAH,C,HPE,PCG,SC,TGT,DISCA,AVB,NUE,STX,WFC,HCA,NOC,BXP,CERN,DKS,EQR,NVR,PFE,MKL,WDC,MDLZ,DUK,LDOS,ANTM,FDX,JPM,PKG,LMT,WAB,FOXA,FITB,EMN,STZ,CB,CMS,DISH,GE,LYB,ORI,SLG,WEC,RF,UHS,UTHR,UGI,JEF,PCAR,HPQ,FAF,KIM,NXST,SEB,QRTEA,HBAN,FNF,CMI,CACI,VST,UNM,TOL,TPR,PHM,PNW,NWSA,MHK,MTG,INGR,EVRG,DLTR,CACC,BWA,ARW,IVZ,MRO,XRX,MOS,SYF,RDN,POR,MDU,VER,KNX,ESGR,BG,BKH,ATO,AMKR,AFG,EXPD,LKQ,WMB,STLD,SLM,RSG,IP,ESNT,EOG,CARR,AJG,NTRS,WPC,VTR,UNH,MAC,HSY,SIGI,RJF,OMF,OMC,CLR,MOH,FL,EMR,EQT,EVR,MTZ,PEAK,KBH,KMPR,KMI,LHX,JNJ,VMC,USB,THG,SNX,SWK,PINC,BPOP,LPX,DD,WY,PRU,GLW,CTVA,DOW,CTSH,AN,PAG,KRC,HUN,OC,RS,THO,BLDR,KSS,AGNC,AL,NLY,US Dollar,OKE,KMX,DFS,HAS,PH,OGE,NSC,NYCB,PB,RGA,VOYA,WLK,WHR,ZION,UHAL,MAS,COP,K,Y,CNP,JBHT,MMM,BERY,LOPE,OZK,COG,CSX,HRL,OGS,JLL,MISXX,RE,BOKF,CMA,BAC,n/a,PPC,FTOXX,IBM,SUM
08/10/2021,0.26,0.46,0.45,0.48,0.47,0.46,0.43,0.36,0.47,0.37,0.5,0.39,0.37,0.43,0.47,0.47,0.38,0.44,0.44,0.48,0.45,0.42,0.46,0.46,0.27,0.44,0.43,0.48,0.47,0.48,0.47,0.39,0.41,0.33,0.33,0.28,0.26,0.37,0.48,0.43,0.43,0.36,0.44,0.34,0.44,0.33,0.36,0.37,0.26,0.28,0.37,0.38,0.39,0.36,0.27,0.31,0.35,0.38,0.36,0.32,0.34,0.25,0.0,0.39,0.35,0.34,0.27,0.27,0.29,0.0,0.45,0.46,0.3,0.25,0.28,0.42,0.2,0.39,0.27,0.28,0.32,0.36,0.0,0.27,0.24,0.0,0.19,0.3,0.47,0.0,0.0,0.28,0.0,0.26,0.33,0.26,0.27,0.25,0.27,0.44,0.35,0.0,0.24,0.39,0.28,0.22,0.0,0.35,0.22,0.0,0.28,0.35,0.23,0.21,0.22,0.22,0.23,0.25,0.24,0.23,0.23,0.23,0.19,0.18,0.24,0.25,0.0,0.0,0.21,0.0,0.0,0.21,0.0,0.0,0.23,0.23,0.0,0.19,0.35,0.21,0.0,0.23,0.0,0.0,0.22,0.22,0.27,0.23,0.19,0.18,0.0,0.24,0.24,0.22,0.19,0.18,0.26,0.23,0.0,0.0,0.25,0.19,0.0,0.19,0.25,0.23,0.0,0.21,0.0,0.0,0.0,0.0,0.19,0.0,0.18,0.18,0.18,0.22,0.0,0.0,0.19,0.2,0.19,0.0,0.0,0.0,0.0,0.23,0.2,0.34,0.19,0.19,0.19,0.18,0.22,0.0,0.25,0.18,0.0,0.21,0.44,0.36,0.27,0.26,0.26,0.26,0.27,0.27,0.26,0.21,0.21,0.22,0.22,0.23,0.24,0.21,0.21,0.22,0.21,0.0,0.0,0.19,0.2,0.19,0.0,0.18,0.0,0.19,0.0,0.19,0.19,0.0,0.0,0.18,0.19,0.18,0.0,0.0,0.18,0.19,0.18,0.0,0.0,0.0,0.18,0.0,0.18,0.0,0.0,0.23,0.0,0.18,0.18,0.18,0.0,0.0,0.0,0.0,0.0,58.28
08/11/2021,0.26,0.46,0.45,0.48,0.47,0.46,0.43,0.36,0.47,0.37,0.5,0.39,0.37,0.43,0.47,0.47,0.38,0.44,0.44,0.48,0.45,0.42,0.46,0.46,0.27,0.44,0.43,0.48,0.47,0.48,0.47,0.39,0.41,0.33,0.33,0.28,0.26,0.37,0.48,0.43,0.43,0.36,0.44,0.34,0.44,0.33,0.36,0.37,0.26,0.28,0.37,0.38,0.39,0.36,0.27,0.31,0.35,0.38,0.36,0.32,0.34,0.25,0.0,0.39,0.35,0.34,0.27,0.27,0.29,0.0,0.45,0.46,0.3,0.25,0.28,0.42,0.2,0.39,0.27,0.28,0.32,0.36,0.0,0.27,0.24,0.0,0.19,0.3,0.47,0.0,0.0,0.28,0.0,0.26,0.33,0.26,0.27,0.25,0.27,0.44,0.35,0.0,0.24,0.39,0.28,0.22,0.0,0.35,0.22,0.0,0.28,0.35,0.23,0.21,0.22,0.22,0.23,0.25,0.24,0.23,0.23,0.23,0.19,0.18,0.24,0.25,0.0,0.0,0.21,0.0,0.0,0.21,0.0,0.0,0.23,0.23,0.0,0.19,0.35,0.21,0.0,0.23,0.0,0.0,0.22,0.22,0.27,0.23,0.19,0.18,0.0,0.24,0.24,0.22,0.19,0.18,0.26,0.23,0.0,0.0,0.25,0.19,0.0,0.19,0.25,0.23,0.0,0.21,0.0,0.0,0.0,0.0,0.19,0.0,0.18,0.18,0.18,0.22,0.0,0.0,0.19,0.2,0.19,0.0,0.0,0.0,0.0,0.23,0.2,0.34,0.19,0.19,0.19,0.18,0.22,0.0,0.25,0.18,0.0,0.21,0.44,0.36,0.27,0.26,0.26,0.26,0.27,0.27,0.26,0.21,0.21,0.22,0.22,0.23,0.24,0.21,0.21,0.22,0.21,0.0,0.0,0.19,0.2,0.19,0.0,0.18,0.0,0.19,0.0,0.19,0.19,0.0,0.0,0.18,0.19,0.18,0.0,0.0,0.18,0.19,0.18,0.0,0.0,0.0,0.18,0.0,0.18,0.0,0.0,0.23,0.0,0.18,0.18,0.18,0.0,0.0,0.0,0.0,0.0,58.28
08/13/2021,0.25,0.46,0.46,0.48,0.48,0.46,0.44,0.36,0.47,0.37,0.5,0.4,0.37,0.43,0.47,0.48,0.38,0.44,0.43,0.47,0.44,0.41,0.47,0.46,0.27,0.44,0.48,0.49,0.47,0.47,0.47,0.39,0.4,0.33,0.32,0.29,0.26,0.38,0.48,0.4,0.43,0.36,0.45,0.33,0.43,0.33,0.36,0.36,0.27,0.27,0.37,0.38,0.39,0.36,0.27,0.31,0.35,0.37,0.35,0.33,0.34,0.25,0.0,0.39,0.35,0.34,0.28,0.27,0.29,0.0,0.46,0.45,0.32,0.25,0.28,0.43,0.19,0.44,0.27,0.28,0.3,0.35,0.0,0.26,0.24,0.0,0.19,0.32,0.47,0.0,0.0,0.28,0.0,0.26,0.32,0.26,0.28,0.25,0.28,0.44,0.35,0.0,0.24,0.4,0.28,0.23,0.0,0.36,0.22,0.0,0.28,0.35,0.22,0.2,0.22,0.23,0.23,0.25,0.24,0.23,0.22,0.24,0.19,0.18,0.24,0.25,0.0,0.0,0.21,0.0,0.0,0.21,0.0,0.0,0.23,0.23,0.0,0.19,0.36,0.21,0.0,0.23,0.0,0.0,0.22,0.23,0.27,0.23,0.19,0.18,0.0,0.23,0.24,0.22,0.19,0.18,0.25,0.23,0.0,0.0,0.24,0.2,0.0,0.19,0.25,0.23,0.0,0.21,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.18,0.19,0.22,0.0,0.0,0.18,0.2,0.19,0.0,0.0,0.0,0.0,0.23,0.2,0.33,0.19,0.19,0.19,0.18,0.22,0.18,0.25,0.18,0.0,0.21,0.44,0.36,0.27,0.26,0.27,0.26,0.27,0.27,0.26,0.21,0.21,0.22,0.23,0.23,0.25,0.22,0.21,0.22,0.21,0.0,0.0,0.19,0.2,0.18,0.0,0.18,0.0,0.2,0.0,0.18,0.19,0.0,0.18,0.18,0.19,0.18,0.0,0.0,0.18,0.19,0.18,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.22,0.0,0.18,0.0,0.18,0.0,0.0,0.0,0.0,0.0,58.370000000000005
08/16/2021,0.25,0.46,0.46,0.48,0.48,0.46,0.45,0.36,0.47,0.37,0.49,0.39,0.38,0.43,0.47,0.48,0.38,0.44,0.43,0.47,0.44,0.41,0.47,0.47,0.27,0.44,0.48,0.5,0.47,0.48,0.47,0.39,0.39,0.33,0.3,0.29,0.26,0.38,0.48,0.36,0.42,0.36,0.46,0.32,0.43,0.33,0.36,0.36,0.27,0.27,0.37,0.38,0.39,0.37,0.27,0.31,0.35,0.37,0.36,0.32,0.35,0.25,0.0,0.39,0.34,0.34,0.29,0.27,0.29,0.0,0.46,0.46,0.32,0.25,0.28,0.41,0.19,0.46,0.27,0.29,0.3,0.35,0.0,0.26,0.24,0.0,0.19,0.31,0.47,0.0,0.0,0.27,0.0,0.25,0.32,0.27,0.28,0.24,0.28,0.44,0.36,0.0,0.23,0.4,0.27,0.22,0.0,0.36,0.22,0.0,0.28,0.36,0.22,0.2,0.22,0.23,0.24,0.26,0.24,0.23,0.22,0.23,0.18,0.19,0.24,0.25,0.0,0.0,0.21,0.18,0.0,0.22,0.0,0.0,0.24,0.24,0.0,0.19,0.36,0.21,0.0,0.22,0.0,0.0,0.22,0.23,0.27,0.24,0.19,0.18,0.0,0.24,0.23,0.22,0.19,0.18,0.24,0.24,0.0,0.0,0.24,0.21,0.0,0.19,0.25,0.23,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.18,0.19,0.21,0.0,0.0,0.0,0.2,0.19,0.0,0.0,0.0,0.0,0.23,0.2,0.33,0.19,0.19,0.19,0.18,0.23,0.18,0.25,0.18,0.18,0.22,0.44,0.36,0.27,0.25,0.27,0.26,0.28,0.27,0.26,0.21,0.21,0.22,0.23,0.23,0.26,0.22,0.21,0.23,0.21,0.0,0.0,0.0,0.2,0.18,0.0,0.19,0.0,0.2,0.0,0.18,0.19,0.0,0.18,0.18,0.19,0.19,0.0,0.0,0.0,0.19,0.19,0.0,0.0,0.0,0.18,0.0,0.19,0.0,0.0,0.22,0.0,0.19,0.0,0.18,0.18,0.0,0.0,0.0,0.0,58.42999999999999
08/17/2021,0.25,0.46,0.46,0.48,0.48,0.46,0.44,0.35,0.47,0.37,0.49,0.39,0.37,0.43,0.48,0.48,0.38,0.45,0.43,0.48,0.44,0.4,0.47,0.47,0.27,0.44,0.49,0.51,0.48,0.48,0.48,0.39,0.38,0.32,0.3,0.29,0.26,0.38,0.48,0.37,0.42,0.37,0.45,0.33,0.43,0.33,0.36,0.37,0.27,0.27,0.37,0.38,0.39,0.37,0.27,0.31,0.35,0.37,0.35,0.33,0.35,0.25,0.0,0.39,0.34,0.34,0.28,0.27,0.29,0.0,0.45,0.45,0.32,0.25,0.28,0.41,0.19,0.46,0.26,0.29,0.3,0.35,0.0,0.26,0.24,0.0,0.19,0.32,0.47,0.0,0.0,0.28,0.0,0.25,0.33,0.26,0.28,0.24,0.28,0.44,0.35,0.0,0.23,0.4,0.28,0.22,0.0,0.36,0.22,0.0,0.28,0.36,0.22,0.2,0.23,0.22,0.23,0.25,0.24,0.23,0.21,0.24,0.18,0.19,0.24,0.25,0.0,0.0,0.21,0.18,0.0,0.22,0.0,0.0,0.24,0.24,0.0,0.2,0.36,0.22,0.0,0.22,0.0,0.0,0.22,0.23,0.27,0.24,0.19,0.18,0.0,0.24,0.23,0.22,0.19,0.18,0.24,0.23,0.0,0.0,0.24,0.21,0.0,0.19,0.25,0.23,0.0,0.2,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.18,0.19,0.21,0.0,0.0,0.0,0.2,0.19,0.0,0.0,0.0,0.0,0.23,0.2,0.33,0.19,0.19,0.19,0.18,0.23,0.0,0.25,0.18,0.0,0.21,0.44,0.36,0.27,0.25,0.27,0.26,0.29,0.27,0.26,0.21,0.21,0.21,0.23,0.23,0.26,0.21,0.21,0.23,0.21,0.0,0.0,0.0,0.2,0.19,0.0,0.19,0.0,0.2,0.0,0.18,0.19,0.0,0.19,0.18,0.19,0.19,0.0,0.18,0.18,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.22,0.19,0.19,0.0,0.18,0.0,0.0,0.0,0.0,0.0,58.45
08/18/2021,0.25,0.46,0.46,0.48,0.48,0.46,0.44,0.35,0.47,0.37,0.49,0.39,0.37,0.43,0.48,0.48,0.38,0.45,0.43,0.48,0.44,0.4,0.47,0.47,0.27,0.44,0.49,0.51,0.48,0.48,0.48,0.39,0.38,0.32,0.3,0.29,0.26,0.38,0.48,0.37,0.42,0.37,0.45,0.33,0.43,0.33,0.36,0.37,0.27,0.27,0.37,0.38,0.39,0.37,0.27,0.31,0.35,0.37,0.35,0.33,0.35,0.25,0.0,0.39,0.34,0.34,0.28,0.27,0.29,0.0,0.45,0.45,0.32,0.25,0.28,0.41,0.19,0.46,0.26,0.29,0.3,0.35,0.0,0.26,0.24,0.0,0.19,0.32,0.47,0.0,0.0,0.28,0.0,0.25,0.33,0.26,0.28,0.24,0.28,0.44,0.35,0.0,0.23,0.4,0.28,0.22,0.0,0.36,0.22,0.0,0.28,0.36,0.22,0.2,0.23,0.22,0.23,0.25,0.24,0.23,0.21,0.24,0.18,0.19,0.24,0.25,0.0,0.0,0.21,0.18,0.0,0.22,0.0,0.0,0.24,0.24,0.0,0.2,0.36,0.22,0.0,0.22,0.0,0.0,0.22,0.23,0.27,0.24,0.19,0.18,0.0,0.24,0.23,0.22,0.19,0.18,0.24,0.23,0.0,0.0,0.24,0.21,0.0,0.19,0.25,0.23,0.0,0.2,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.18,0.19,0.21,0.0,0.0,0.0,0.2,0.19,0.0,0.0,0.0,0.0,0.23,0.2,0.33,0.19,0.19,0.19,0.18,0.23,0.0,0.25,0.18,0.0,0.21,0.44,0.36,0.27,0.25,0.27,0.26,0.29,0.27,0.26,0.21,0.21,0.21,0.23,0.23,0.26,0.21,0.21,0.23,0.21,0.0,0.0,0.0,0.2,0.19,0.0,0.19,0.0,0.2,0.0,0.18,0.19,0.0,0.19,0.18,0.19,0.19,0.0,0.18,0.18,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.22,0.0,0.19,0.0,0.18,0.0,0.19,0.0,0.0,0.0,58.45
08/19/2021,0.25,0.46,0.46,0.49,0.47,0.46,0.45,0.35,0.47,0.37,0.5,0.4,0.37,0.42,0.48,0.49,0.39,0.45,0.43,0.48,0.44,0.39,0.46,0.47,0.27,0.44,0.48,0.51,0.48,0.48,0.48,0.39,0.37,0.32,0.31,0.29,0.25,0.38,0.48,0.37,0.42,0.37,0.45,0.33,0.43,0.33,0.36,0.37,0.27,0.27,0.37,0.39,0.39,0.37,0.27,0.31,0.35,0.38,0.35,0.33,0.35,0.25,0.0,0.39,0.34,0.34,0.28,0.26,0.29,0.0,0.45,0.45,0.32,0.25,0.28,0.41,0.19,0.46,0.27,0.28,0.31,0.36,0.0,0.26,0.24,0.0,0.19,0.32,0.47,0.0,0.18,0.28,0.0,0.25,0.33,0.26,0.28,0.24,0.28,0.44,0.35,0.0,0.24,0.41,0.28,0.22,0.0,0.35,0.23,0.0,0.28,0.35,0.22,0.19,0.22,0.22,0.23,0.25,0.24,0.23,0.21,0.23,0.0,0.18,0.24,0.25,0.0,0.0,0.2,0.18,0.0,0.22,0.0,0.0,0.23,0.24,0.0,0.2,0.36,0.22,0.0,0.22,0.0,0.0,0.22,0.22,0.27,0.23,0.19,0.18,0.0,0.24,0.23,0.22,0.19,0.18,0.24,0.24,0.0,0.0,0.24,0.21,0.0,0.19,0.25,0.23,0.0,0.2,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.18,0.19,0.21,0.0,0.0,0.0,0.2,0.19,0.0,0.0,0.0,0.0,0.23,0.2,0.33,0.19,0.19,0.19,0.0,0.23,0.0,0.25,0.18,0.0,0.21,0.44,0.35,0.27,0.25,0.26,0.26,0.29,0.28,0.26,0.21,0.21,0.21,0.22,0.23,0.26,0.21,0.21,0.22,0.21,0.0,0.0,0.0,0.2,0.19,0.0,0.19,0.18,0.2,0.0,0.0,0.19,0.0,0.19,0.18,0.19,0.19,0.0,0.18,0.18,0.19,0.19,0.18,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.22,0.21,0.19,0.0,0.18,0.0,0.0,0.0,0.0,0.0,58.41
08/20/2021,0.26,0.47,0.46,0.49,0.47,0.46,0.46,0.35,0.47,0.38,0.51,0.42,0.37,0.42,0.46,0.49,0.39,0.46,0.43,0.48,0.45,0.38,0.46,0.48,0.27,0.45,0.49,0.5,0.47,0.48,0.48,0.39,0.38,0.31,0.32,0.29,0.25,0.38,0.48,0.37,0.42,0.37,0.44,0.33,0.43,0.33,0.36,0.37,0.27,0.27,0.37,0.39,0.4,0.38,0.28,0.32,0.35,0.38,0.34,0.33,0.35,0.26,0.0,0.38,0.35,0.34,0.28,0.26,0.29,0.0,0.45,0.45,0.32,0.25,0.27,0.41,0.19,0.44,0.27,0.28,0.31,0.36,0.0,0.27,0.23,0.0,0.19,0.33,0.47,0.0,0.18,0.28,0.0,0.26,0.33,0.26,0.28,0.25,0.28,0.44,0.35,0.0,0.24,0.41,0.28,0.23,0.0,0.35,0.23,0.0,0.28,0.35,0.23,0.2,0.22,0.22,0.23,0.25,0.24,0.22,0.21,0.23,0.18,0.18,0.24,0.25,0.18,0.0,0.2,0.0,0.0,0.21,0.0,0.0,0.23,0.24,0.0,0.2,0.36,0.22,0.0,0.23,0.0,0.0,0.22,0.21,0.27,0.23,0.2,0.18,0.0,0.24,0.23,0.22,0.19,0.18,0.23,0.24,0.0,0.0,0.24,0.2,0.0,0.2,0.25,0.23,0.0,0.2,0.0,0.0,0.0,0.0,0.19,0.0,0.19,0.18,0.19,0.21,0.0,0.0,0.18,0.19,0.19,0.0,0.0,0.0,0.0,0.22,0.2,0.33,0.19,0.19,0.19,0.0,0.23,0.0,0.25,0.18,0.0,0.2,0.43,0.35,0.27,0.26,0.26,0.26,0.29,0.27,0.25,0.21,0.21,0.21,0.22,0.22,0.26,0.21,0.21,0.22,0.21,0.0,0.0,0.0,0.2,0.18,0.0,0.19,0.18,0.2,0.0,0.0,0.19,0.0,0.18,0.18,0.19,0.18,0.0,0.18,0.18,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.22,0.2,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.45
08/23/2021,0.26,0.47,0.47,0.5,0.47,0.46,0.46,0.35,0.47,0.38,0.52,0.43,0.37,0.41,0.47,0.51,0.4,0.46,0.44,0.49,0.45,0.38,0.46,0.48,0.28,0.45,0.49,0.49,0.47,0.48,0.48,0.39,0.4,0.31,0.32,0.29,0.26,0.38,0.48,0.37,0.42,0.38,0.43,0.34,0.43,0.34,0.35,0.37,0.27,0.27,0.37,0.4,0.41,0.39,0.28,0.3,0.35,0.39,0.35,0.33,0.36,0.26,0.0,0.38,0.35,0.34,0.27,0.26,0.3,0.0,0.45,0.45,0.32,0.25,0.27,0.41,0.19,0.44,0.27,0.28,0.32,0.36,0.0,0.27,0.23,0.0,0.19,0.33,0.48,0.0,0.18,0.29,0.0,0.26,0.33,0.26,0.28,0.25,0.27,0.44,0.35,0.0,0.24,0.42,0.29,0.22,0.0,0.34,0.23,0.0,0.29,0.35,0.23,0.2,0.22,0.22,0.24,0.24,0.24,0.23,0.21,0.24,0.0,0.19,0.25,0.25,0.18,0.0,0.2,0.18,0.0,0.21,0.0,0.0,0.23,0.24,0.0,0.2,0.37,0.23,0.0,0.23,0.0,0.0,0.21,0.21,0.27,0.23,0.2,0.18,0.0,0.24,0.23,0.21,0.2,0.18,0.23,0.24,0.0,0.0,0.24,0.2,0.0,0.2,0.25,0.23,0.0,0.21,0.0,0.0,0.0,0.0,0.19,0.0,0.19,0.19,0.19,0.21,0.0,0.0,0.19,0.2,0.19,0.0,0.0,0.0,0.0,0.23,0.2,0.32,0.19,0.2,0.19,0.0,0.23,0.18,0.24,0.19,0.0,0.21,0.43,0.36,0.27,0.26,0.25,0.25,0.29,0.27,0.25,0.21,0.21,0.21,0.22,0.22,0.25,0.23,0.21,0.21,0.21,0.0,0.0,0.0,0.19,0.18,0.0,0.19,0.0,0.2,0.0,0.19,0.19,0.0,0.18,0.18,0.19,0.18,0.0,0.19,0.19,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.22,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.75
08/24/2021,0.26,0.47,0.46,0.5,0.46,0.46,0.46,0.35,0.47,0.38,0.52,0.44,0.37,0.41,0.47,0.52,0.4,0.45,0.45,0.49,0.45,0.37,0.46,0.49,0.28,0.44,0.49,0.49,0.48,0.47,0.48,0.39,0.39,0.3,0.32,0.29,0.26,0.37,0.48,0.37,0.42,0.38,0.44,0.34,0.42,0.34,0.35,0.37,0.27,0.27,0.37,0.4,0.4,0.39,0.28,0.31,0.35,0.39,0.35,0.33,0.37,0.26,0.0,0.38,0.34,0.34,0.27,0.26,0.3,0.0,0.45,0.45,0.33,0.25,0.27,0.41,0.19,0.44,0.27,0.27,0.32,0.36,0.0,0.26,0.24,0.0,0.19,0.33,0.48,0.0,0.18,0.28,0.0,0.26,0.32,0.26,0.29,0.25,0.27,0.44,0.35,0.0,0.24,0.42,0.29,0.23,0.0,0.34,0.23,0.0,0.29,0.36,0.23,0.2,0.22,0.22,0.24,0.25,0.24,0.23,0.21,0.23,0.0,0.19,0.25,0.25,0.18,0.0,0.2,0.18,0.0,0.21,0.0,0.0,0.23,0.24,0.0,0.2,0.37,0.23,0.0,0.23,0.0,0.0,0.21,0.21,0.27,0.23,0.2,0.18,0.0,0.24,0.23,0.21,0.2,0.18,0.23,0.25,0.0,0.0,0.24,0.2,0.0,0.2,0.25,0.23,0.0,0.2,0.0,0.0,0.0,0.0,0.19,0.0,0.19,0.19,0.19,0.21,0.0,0.0,0.19,0.21,0.19,0.0,0.0,0.0,0.0,0.23,0.2,0.31,0.19,0.2,0.19,0.0,0.23,0.18,0.24,0.19,0.0,0.21,0.42,0.36,0.27,0.26,0.25,0.25,0.29,0.27,0.25,0.21,0.2,0.21,0.22,0.22,0.25,0.23,0.21,0.21,0.21,0.0,0.0,0.0,0.19,0.18,0.0,0.19,0.0,0.2,0.0,0.18,0.18,0.0,0.18,0.18,0.19,0.19,0.0,0.18,0.18,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.21,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.66
08/25/2021,0.26,0.47,0.46,0.5,0.46,0.46,0.46,0.35,0.47,0.38,0.52,0.44,0.37,0.41,0.47,0.52,0.4,0.45,0.45,0.49,0.45,0.37,0.46,0.49,0.28,0.44,0.49,0.49,0.48,0.47,0.48,0.39,0.39,0.3,0.32,0.29,0.26,0.37,0.48,0.37,0.42,0.38,0.44,0.34,0.42,0.34,0.35,0.37,0.27,0.27,0.37,0.4,0.4,0.39,0.28,0.31,0.35,0.39,0.35,0.33,0.37,0.26,0.0,0.38,0.34,0.34,0.27,0.26,0.3,0.0,0.45,0.45,0.33,0.25,0.27,0.41,0.19,0.44,0.27,0.27,0.32,0.36,0.0,0.26,0.24,0.0,0.19,0.33,0.48,0.0,0.18,0.28,0.0,0.26,0.32,0.26,0.29,0.25,0.27,0.44,0.35,0.0,0.24,0.42,0.29,0.23,0.0,0.34,0.23,0.0,0.29,0.36,0.23,0.2,0.22,0.22,0.24,0.25,0.24,0.23,0.21,0.23,0.0,0.19,0.25,0.25,0.18,0.0,0.2,0.18,0.0,0.21,0.0,0.0,0.23,0.24,0.0,0.2,0.37,0.23,0.0,0.23,0.0,0.0,0.21,0.21,0.27,0.23,0.2,0.18,0.0,0.24,0.23,0.21,0.2,0.18,0.23,0.25,0.0,0.0,0.24,0.2,0.0,0.2,0.25,0.23,0.0,0.2,0.0,0.0,0.0,0.0,0.19,0.0,0.19,0.19,0.19,0.21,0.0,0.0,0.19,0.21,0.19,0.0,0.0,0.0,0.0,0.23,0.2,0.31,0.19,0.2,0.19,0.0,0.23,0.18,0.24,0.19,0.0,0.21,0.42,0.36,0.27,0.26,0.25,0.25,0.29,0.27,0.25,0.21,0.2,0.21,0.22,0.22,0.25,0.23,0.21,0.21,0.21,0.0,0.0,0.0,0.19,0.18,0.0,0.19,0.0,0.2,0.0,0.18,0.18,0.0,0.18,0.18,0.19,0.19,0.0,0.18,0.18,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.21,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.66
08/26/2021,0.26,0.47,0.47,0.49,0.46,0.46,0.45,0.35,0.47,0.37,0.51,0.44,0.38,0.42,0.47,0.51,0.4,0.45,0.44,0.48,0.44,0.36,0.46,0.48,0.27,0.44,0.48,0.49,0.47,0.47,0.47,0.39,0.4,0.31,0.32,0.29,0.26,0.38,0.48,0.38,0.42,0.37,0.44,0.33,0.42,0.33,0.35,0.37,0.27,0.27,0.37,0.39,0.39,0.38,0.27,0.31,0.35,0.38,0.35,0.33,0.37,0.26,0.0,0.38,0.34,0.34,0.28,0.26,0.3,0.0,0.45,0.45,0.32,0.25,0.27,0.41,0.19,0.45,0.27,0.27,0.31,0.36,0.0,0.26,0.25,0.0,0.19,0.33,0.47,0.0,0.18,0.28,0.0,0.26,0.32,0.26,0.28,0.25,0.28,0.45,0.36,0.0,0.24,0.42,0.28,0.23,0.0,0.35,0.23,0.0,0.28,0.36,0.23,0.2,0.22,0.23,0.23,0.25,0.24,0.23,0.22,0.23,0.18,0.19,0.25,0.25,0.0,0.0,0.2,0.18,0.0,0.21,0.0,0.0,0.23,0.24,0.0,0.2,0.37,0.22,0.0,0.23,0.0,0.0,0.21,0.22,0.27,0.23,0.2,0.18,0.0,0.24,0.22,0.21,0.19,0.18,0.23,0.25,0.0,0.0,0.24,0.2,0.0,0.2,0.25,0.23,0.0,0.21,0.0,0.18,0.0,0.0,0.19,0.0,0.18,0.18,0.19,0.21,0.0,0.0,0.19,0.21,0.19,0.0,0.0,0.0,0.0,0.22,0.2,0.32,0.19,0.19,0.19,0.0,0.23,0.18,0.24,0.19,0.0,0.22,0.43,0.36,0.27,0.26,0.25,0.26,0.29,0.26,0.25,0.21,0.21,0.21,0.22,0.22,0.26,0.23,0.21,0.21,0.21,0.0,0.0,0.0,0.19,0.18,0.0,0.19,0.0,0.2,0.0,0.18,0.19,0.0,0.0,0.18,0.19,0.18,0.0,0.18,0.18,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.22,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.54
