,AMZN,AAPL,MSFT,TSLA,FB,NVDA,GOOG,GOOGL,CRM,PYPL,PG,JNJ,HD,WMT,UNH,ADBE,JPM,MRNA,NFLX,ABBV,V,ZM,MA,TMO,FIS,BRK.B,AMD,TMUS,AVGO,NOW,BAC,DHR,GILD,INTC,ABT,LLY,SQ,DIS,CMCSA,MRK,ORCL,VZ,PEP,BMY,CSCO,T,KO,TJX,ACN,COST,QCOM,LOW,UPS,GE,BKNG,NKE,PFE,TXN,MO,AMAT,SNOW,CHTR,BSX,MDT,AMGN,INTU,STLA.MI,FDX,DASH,TGT,MS,XOM,SBUX,MCD,WFC,BLK,SNAP,NEE,PM,FISV,ADSK,TFC,LRCX,HON,UNP,AMT,GPN,SCHW,TEL,PLD,CRWD,CVX,IBM,MU,GS,C,LMT,ROKU,MMM,TWLO,PTON,ANTM,SPGI,DOCU,LHX,ISRG,PINS,KMI,ATVI,DE,FCX,SGEN,CVS,ROST,VRTX,SYK,AXP,BDX,ZTS,DXCM,RTX,ICE,First American Government Obligs X,CI,LBRDK,IR,ETSY,CAT,UBER,CCI,MDLZ,KHC,ADP,RBLX,EQIX,ALGN,WDAY,REGN,MCO,PRU,DUK,CME,CNC,BX,SHW,GM,CB,CL,IQV,MMC,PLTR,EL,DG,USB,ZBH,ADI,VEEV,EW,HUM,HCA,IDXX,WBA,KLAC,NOC,CSX,SBAC,PGR,ILMN,TWTR,ALXN,NEM,APD,CTVA,PNC,MCHP,DOW,D,ITW,SO,COF,PXD,SNPS,MNST,MRVL,WY,TTD,NSC,WM,WDC,KDP,BA,AES,W,EMR,OKTA,CMG,FTNT,ALNY,AON,COP,PSA,TROW,PANW,DLR,FGXXX,MSCI,KMB,EBAY,A,HOLX,CDNS,RMD,GE.,ETN,U,n/a,ZS,LNG,GD,MET,HUBS,INFO,SUM
09/02/2021,5.57,5.62,5.48,3.7,2.27,2.12,2.09,1.93,1.15,0.97,0.99,0.91,0.83,0.83,0.79,0.85,0.75,1.17,0.72,0.72,0.67,0.59,0.61,0.63,0.52,0.59,0.69,0.53,0.57,0.61,0.53,0.61,0.53,0.5,0.54,0.56,0.54,0.48,0.46,0.41,0.47,0.41,0.44,0.41,0.45,0.37,0.4,0.43,0.43,0.44,0.39,0.4,0.35,0.37,0.39,0.38,0.42,0.35,0.36,0.34,0.42,0.36,0.33,0.33,0.28,0.35,0.3,0.26,0.3,0.3,0.34,0.26,0.3,0.3,0.32,0.31,0.31,0.32,0.29,0.31,0.29,0.28,0.25,0.27,0.25,0.26,0.21,0.25,0.27,0.27,0.27,0.22,0.22,0.21,0.26,0.23,0.21,0.18,0.22,0.21,0.19,0.21,0.23,0.23,0.23,0.24,0.15,0.19,0.18,0.22,0.2,0.21,0.21,0.19,0.2,0.21,0.2,0.19,0.2,0.22,0.18,0.18,0.0,0.15,0.19,0.19,0.18,0.17,0.14,0.16,0.17,0.15,0.17,0.16,0.17,0.18,0.17,0.17,0.16,0.15,0.16,0.14,0.13,0.19,0.16,0.12,0.16,0.13,0.14,0.15,0.14,0.15,0.14,0.14,0.12,0.19,0.14,0.15,0.12,0.15,0.14,0.12,0.14,0.12,0.13,0.13,0.12,0.12,0.11,0.0,0.11,0.11,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.0,0.13,0.12,0.12,0.11,0.11,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.11,0.11,0.13,0.13,0.12,0.12,0.0,0.0,0.11,0.12,0.0,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.82000000000001
09/03/2021,5.66,5.75,5.52,3.77,2.3,2.12,2.09,1.93,1.14,1.0,0.98,0.91,0.83,0.83,0.78,0.85,0.74,1.13,0.72,0.72,0.66,0.6,0.6,0.64,0.51,0.59,0.69,0.53,0.57,0.62,0.52,0.62,0.53,0.49,0.54,0.56,0.54,0.48,0.46,0.41,0.47,0.41,0.44,0.41,0.45,0.37,0.41,0.42,0.43,0.44,0.39,0.4,0.35,0.36,0.38,0.38,0.42,0.35,0.36,0.34,0.42,0.36,0.33,0.33,0.28,0.35,0.3,0.26,0.31,0.3,0.33,0.26,0.3,0.29,0.31,0.31,0.31,0.32,0.3,0.31,0.29,0.27,0.24,0.27,0.24,0.26,0.2,0.24,0.27,0.27,0.28,0.22,0.22,0.21,0.25,0.23,0.21,0.18,0.22,0.21,0.18,0.21,0.23,0.23,0.22,0.24,0.15,0.19,0.18,0.22,0.2,0.21,0.21,0.19,0.19,0.21,0.19,0.19,0.2,0.22,0.18,0.18,0.0,0.15,0.19,0.19,0.18,0.16,0.13,0.16,0.17,0.14,0.17,0.15,0.17,0.18,0.17,0.18,0.16,0.15,0.16,0.14,0.13,0.19,0.16,0.12,0.16,0.13,0.15,0.15,0.14,0.15,0.14,0.13,0.12,0.19,0.14,0.15,0.12,0.15,0.14,0.12,0.14,0.12,0.13,0.14,0.12,0.12,0.11,0.0,0.11,0.11,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.0,0.13,0.12,0.12,0.11,0.11,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.11,0.11,0.13,0.13,0.12,0.12,0.0,0.0,0.11,0.12,0.0,0.0,0.11,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,84.98
09/06/2021,5.75,5.73,5.49,3.79,2.31,2.09,2.1,1.94,1.16,0.99,0.99,0.91,0.82,0.83,0.78,0.85,0.73,1.18,0.74,0.67,0.66,0.5,0.6,0.64,0.52,0.59,0.68,0.53,0.56,0.63,0.51,0.62,0.53,0.49,0.55,0.55,0.54,0.49,0.47,0.41,0.47,0.41,0.44,0.4,0.45,0.37,0.41,0.41,0.43,0.45,0.39,0.39,0.35,0.36,0.38,0.37,0.41,0.35,0.36,0.33,0.42,0.36,0.34,0.33,0.28,0.35,0.3,0.26,0.31,0.3,0.33,0.25,0.3,0.3,0.28,0.31,0.31,0.33,0.3,0.31,0.28,0.27,0.24,0.27,0.24,0.27,0.21,0.24,0.27,0.28,0.26,0.21,0.22,0.21,0.25,0.23,0.21,0.19,0.21,0.21,0.18,0.21,0.23,0.23,0.22,0.24,0.15,0.18,0.18,0.22,0.2,0.2,0.21,0.19,0.19,0.21,0.19,0.19,0.2,0.23,0.17,0.18,0.0,0.15,0.19,0.18,0.18,0.16,0.13,0.17,0.17,0.14,0.17,0.16,0.17,0.18,0.17,0.18,0.16,0.15,0.16,0.14,0.12,0.19,0.16,0.12,0.16,0.13,0.15,0.15,0.14,0.15,0.14,0.13,0.12,0.18,0.14,0.15,0.12,0.15,0.14,0.13,0.13,0.12,0.12,0.14,0.12,0.12,0.12,0.0,0.11,0.11,0.12,0.12,0.12,0.11,0.12,0.12,0.12,0.11,0.0,0.13,0.12,0.11,0.11,0.11,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.11,0.11,0.12,0.13,0.11,0.12,0.0,0.11,0.11,0.12,0.0,0.17,0.11,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.87
09/07/2021,5.71,5.76,5.47,3.77,2.27,2.09,2.07,1.91,1.14,0.98,0.99,0.91,0.83,0.84,0.79,0.85,0.74,1.21,0.75,0.67,0.64,0.5,0.58,0.65,0.51,0.59,0.67,0.52,0.56,0.63,0.51,0.63,0.53,0.49,0.55,0.55,0.53,0.48,0.48,0.41,0.47,0.41,0.44,0.4,0.45,0.38,0.41,0.41,0.44,0.45,0.39,0.4,0.35,0.36,0.38,0.37,0.42,0.35,0.37,0.33,0.43,0.36,0.33,0.33,0.28,0.34,0.3,0.26,0.31,0.29,0.33,0.26,0.3,0.3,0.28,0.31,0.31,0.33,0.3,0.3,0.26,0.27,0.24,0.27,0.24,0.27,0.2,0.24,0.27,0.28,0.26,0.22,0.22,0.21,0.25,0.23,0.21,0.18,0.22,0.2,0.18,0.21,0.23,0.22,0.23,0.24,0.15,0.19,0.18,0.22,0.2,0.2,0.21,0.18,0.19,0.21,0.19,0.19,0.2,0.23,0.17,0.18,0.0,0.16,0.19,0.19,0.18,0.16,0.14,0.17,0.16,0.14,0.17,0.16,0.17,0.18,0.17,0.18,0.16,0.15,0.16,0.14,0.13,0.19,0.16,0.12,0.16,0.13,0.15,0.15,0.15,0.15,0.14,0.13,0.12,0.18,0.13,0.15,0.12,0.15,0.14,0.13,0.13,0.12,0.12,0.14,0.12,0.12,0.11,0.0,0.11,0.11,0.12,0.12,0.12,0.11,0.12,0.12,0.12,0.11,0.0,0.13,0.11,0.11,0.11,0.11,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.11,0.11,0.12,0.13,0.12,0.12,0.0,0.0,0.11,0.12,0.0,0.22,0.11,0.0,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.78
09/08/2021,5.71,5.76,5.47,3.77,2.27,2.09,2.07,1.91,1.14,0.98,0.99,0.91,0.83,0.84,0.79,0.85,0.74,1.21,0.75,0.67,0.64,0.5,0.58,0.65,0.51,0.59,0.67,0.52,0.56,0.63,0.51,0.63,0.53,0.49,0.55,0.55,0.53,0.48,0.48,0.41,0.47,0.41,0.44,0.4,0.45,0.38,0.41,0.41,0.44,0.45,0.39,0.4,0.35,0.36,0.38,0.37,0.42,0.35,0.37,0.33,0.43,0.36,0.33,0.33,0.28,0.34,0.3,0.26,0.31,0.29,0.33,0.26,0.3,0.3,0.28,0.31,0.31,0.33,0.3,0.3,0.26,0.27,0.24,0.27,0.24,0.27,0.2,0.24,0.27,0.28,0.26,0.22,0.22,0.21,0.25,0.23,0.21,0.18,0.22,0.2,0.18,0.21,0.23,0.22,0.23,0.24,0.15,0.19,0.18,0.22,0.2,0.2,0.21,0.18,0.19,0.21,0.19,0.19,0.2,0.23,0.17,0.18,0.0,0.16,0.19,0.19,0.18,0.16,0.14,0.17,0.16,0.14,0.17,0.16,0.17,0.18,0.17,0.18,0.16,0.15,0.16,0.14,0.13,0.19,0.16,0.12,0.16,0.13,0.15,0.15,0.15,0.15,0.14,0.13,0.12,0.18,0.13,0.15,0.12,0.15,0.14,0.13,0.13,0.12,0.12,0.14,0.12,0.12,0.11,0.0,0.11,0.11,0.12,0.12,0.12,0.11,0.12,0.12,0.12,0.11,0.0,0.13,0.11,0.11,0.11,0.11,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.11,0.11,0.12,0.13,0.12,0.12,0.0,0.0,0.11,0.12,0.0,0.22,0.11,0.0,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.78
09/09/2021,5.71,5.76,5.47,3.77,2.27,2.09,2.07,1.91,1.14,0.98,0.99,0.91,0.83,0.84,0.79,0.85,0.74,1.21,0.75,0.67,0.64,0.5,0.58,0.65,0.51,0.59,0.67,0.52,0.56,0.63,0.51,0.63,0.53,0.49,0.55,0.55,0.53,0.48,0.48,0.41,0.47,0.41,0.44,0.4,0.45,0.38,0.41,0.41,0.44,0.45,0.39,0.4,0.35,0.36,0.38,0.37,0.42,0.35,0.37,0.33,0.43,0.36,0.33,0.33,0.28,0.34,0.3,0.26,0.31,0.29,0.33,0.26,0.3,0.3,0.28,0.31,0.31,0.33,0.3,0.3,0.26,0.27,0.24,0.27,0.24,0.27,0.2,0.24,0.27,0.28,0.26,0.22,0.22,0.21,0.25,0.23,0.21,0.18,0.22,0.2,0.18,0.21,0.23,0.22,0.23,0.24,0.15,0.19,0.18,0.22,0.2,0.2,0.21,0.18,0.19,0.21,0.19,0.19,0.2,0.23,0.17,0.18,0.0,0.16,0.19,0.19,0.18,0.16,0.14,0.17,0.16,0.14,0.17,0.16,0.17,0.18,0.17,0.18,0.16,0.15,0.16,0.14,0.13,0.19,0.16,0.12,0.16,0.13,0.15,0.15,0.15,0.15,0.14,0.13,0.12,0.18,0.13,0.15,0.12,0.15,0.14,0.13,0.13,0.12,0.12,0.14,0.12,0.12,0.11,0.0,0.11,0.11,0.12,0.12,0.12,0.11,0.12,0.12,0.12,0.11,0.0,0.13,0.11,0.11,0.11,0.11,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.11,0.11,0.12,0.13,0.12,0.12,0.0,0.0,0.11,0.12,0.0,0.22,0.11,0.0,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.78
09/10/2021,5.8,5.88,5.45,3.88,2.31,2.11,2.09,1.93,1.14,1.01,0.99,0.91,0.84,0.83,0.79,0.85,0.73,1.32,0.77,0.65,0.65,0.51,0.59,0.65,0.51,0.57,0.67,0.52,0.57,0.64,0.52,0.63,0.52,0.49,0.55,0.54,0.53,0.49,0.46,0.41,0.46,0.41,0.44,0.4,0.44,0.38,0.4,0.4,0.44,0.45,0.39,0.4,0.35,0.35,0.39,0.37,0.42,0.35,0.37,0.34,0.44,0.36,0.33,0.33,0.28,0.34,0.3,0.26,0.32,0.29,0.33,0.25,0.3,0.3,0.28,0.3,0.32,0.33,0.3,0.3,0.26,0.27,0.24,0.26,0.24,0.27,0.2,0.24,0.26,0.28,0.26,0.21,0.22,0.21,0.25,0.22,0.21,0.18,0.21,0.21,0.17,0.21,0.23,0.22,0.22,0.25,0.15,0.18,0.17,0.21,0.2,0.19,0.21,0.18,0.19,0.21,0.19,0.2,0.2,0.24,0.17,0.18,0.0,0.16,0.19,0.18,0.18,0.16,0.14,0.17,0.16,0.14,0.16,0.16,0.18,0.18,0.17,0.17,0.16,0.15,0.15,0.13,0.13,0.19,0.16,0.12,0.16,0.13,0.15,0.15,0.15,0.14,0.14,0.13,0.12,0.18,0.13,0.15,0.12,0.15,0.14,0.13,0.14,0.12,0.12,0.14,0.11,0.12,0.11,0.0,0.11,0.11,0.12,0.12,0.12,0.11,0.12,0.11,0.12,0.11,0.0,0.13,0.11,0.11,0.11,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.11,0.11,0.12,0.13,0.11,0.12,0.0,0.11,0.0,0.12,0.11,0.0,0.11,0.0,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.0,85.05
09/13/2021,5.84,5.83,5.46,3.89,2.29,2.09,2.09,1.92,1.13,0.99,1.0,0.91,0.85,0.83,0.78,0.85,0.73,1.29,0.77,0.66,0.66,0.5,0.6,0.66,0.52,0.58,0.65,0.51,0.57,0.63,0.51,0.63,0.53,0.49,0.55,0.55,0.51,0.49,0.46,0.4,0.47,0.41,0.44,0.4,0.44,0.38,0.41,0.4,0.44,0.45,0.39,0.4,0.35,0.35,0.39,0.36,0.42,0.35,0.37,0.33,0.45,0.36,0.34,0.33,0.28,0.35,0.29,0.26,0.32,0.3,0.33,0.25,0.3,0.3,0.28,0.3,0.31,0.34,0.3,0.31,0.27,0.27,0.24,0.26,0.24,0.28,0.22,0.24,0.26,0.28,0.25,0.21,0.22,0.21,0.25,0.22,0.21,0.17,0.21,0.2,0.17,0.21,0.23,0.22,0.22,0.25,0.14,0.18,0.18,0.21,0.19,0.2,0.21,0.18,0.19,0.21,0.19,0.2,0.2,0.24,0.17,0.18,0.0,0.16,0.19,0.18,0.18,0.16,0.13,0.17,0.16,0.15,0.17,0.16,0.18,0.18,0.17,0.18,0.16,0.15,0.16,0.13,0.12,0.19,0.16,0.12,0.16,0.13,0.15,0.15,0.14,0.14,0.14,0.13,0.12,0.18,0.13,0.15,0.12,0.16,0.14,0.13,0.13,0.12,0.12,0.14,0.12,0.12,0.11,0.0,0.11,0.11,0.12,0.12,0.12,0.11,0.12,0.11,0.12,0.11,0.0,0.13,0.11,0.11,0.11,0.0,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.11,0.11,0.13,0.13,0.11,0.12,0.0,0.11,0.0,0.12,0.11,0.0,0.11,0.0,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,85.03
09/14/2021,5.79,5.82,5.43,3.91,2.3,2.08,2.1,1.93,1.13,1.0,1.0,0.89,0.85,0.83,0.78,0.85,0.74,1.39,0.76,0.64,0.65,0.51,0.6,0.66,0.51,0.58,0.66,0.51,0.57,0.63,0.51,0.63,0.52,0.49,0.55,0.52,0.5,0.5,0.46,0.4,0.47,0.41,0.44,0.39,0.45,0.38,0.41,0.4,0.44,0.46,0.38,0.39,0.34,0.36,0.39,0.37,0.41,0.35,0.37,0.34,0.45,0.35,0.34,0.33,0.27,0.35,0.3,0.26,0.34,0.3,0.33,0.25,0.31,0.3,0.28,0.3,0.32,0.33,0.29,0.3,0.26,0.27,0.24,0.26,0.24,0.27,0.22,0.24,0.26,0.27,0.26,0.21,0.22,0.21,0.25,0.22,0.21,0.17,0.21,0.2,0.19,0.21,0.24,0.22,0.23,0.25,0.14,0.18,0.17,0.21,0.19,0.19,0.21,0.18,0.18,0.21,0.19,0.2,0.2,0.24,0.17,0.18,0.0,0.16,0.18,0.19,0.18,0.16,0.13,0.17,0.16,0.15,0.16,0.16,0.17,0.18,0.17,0.17,0.16,0.15,0.16,0.13,0.12,0.19,0.16,0.12,0.16,0.13,0.15,0.15,0.14,0.15,0.14,0.13,0.12,0.19,0.13,0.15,0.12,0.16,0.14,0.13,0.14,0.12,0.12,0.14,0.11,0.12,0.11,0.0,0.11,0.11,0.12,0.12,0.12,0.11,0.12,0.11,0.12,0.11,0.0,0.13,0.11,0.12,0.11,0.0,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.1,0.11,0.13,0.13,0.11,0.12,0.0,0.11,0.11,0.12,0.0,0.0,0.11,0.0,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.0,85.00000000000001
09/15/2021,5.81,5.67,5.44,3.85,2.32,2.12,2.07,1.9,1.12,0.99,1.0,0.89,0.86,0.83,0.76,0.85,0.73,1.38,0.77,0.64,0.65,0.52,0.6,0.66,0.5,0.58,0.66,0.51,0.58,0.63,0.51,0.63,0.53,0.5,0.56,0.52,0.5,0.5,0.46,0.4,0.48,0.41,0.44,0.39,0.44,0.38,0.41,0.4,0.45,0.46,0.39,0.4,0.35,0.35,0.39,0.37,0.41,0.36,0.37,0.35,0.45,0.36,0.33,0.33,0.27,0.35,0.3,0.26,0.34,0.3,0.33,0.25,0.31,0.3,0.29,0.3,0.32,0.33,0.3,0.29,0.26,0.27,0.24,0.26,0.24,0.27,0.21,0.24,0.26,0.27,0.25,0.22,0.22,0.21,0.25,0.22,0.21,0.17,0.21,0.2,0.2,0.2,0.24,0.21,0.23,0.24,0.14,0.18,0.18,0.21,0.2,0.2,0.21,0.18,0.19,0.21,0.19,0.2,0.2,0.24,0.17,0.18,0.0,0.15,0.18,0.19,0.19,0.16,0.13,0.16,0.16,0.15,0.16,0.17,0.17,0.18,0.17,0.17,0.16,0.15,0.16,0.13,0.12,0.19,0.16,0.12,0.16,0.13,0.15,0.16,0.15,0.15,0.14,0.13,0.12,0.19,0.13,0.15,0.12,0.16,0.14,0.13,0.14,0.12,0.12,0.14,0.12,0.12,0.11,0.0,0.11,0.11,0.12,0.12,0.13,0.11,0.12,0.11,0.12,0.11,0.0,0.13,0.11,0.12,0.11,0.0,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.11,0.11,0.13,0.13,0.11,0.12,0.0,0.11,0.11,0.12,0.0,0.0,0.11,0.0,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.12,0.0,0.1,0.0,0.0,0.0,0.0,0.0,84.92999999999999
09/16/2021,5.81,5.67,5.44,3.85,2.32,2.12,2.07,1.9,1.12,0.99,1.0,0.89,0.86,0.83,0.76,0.85,0.73,1.38,0.77,0.64,0.65,0.52,0.6,0.66,0.5,0.58,0.66,0.51,0.58,0.63,0.51,0.63,0.53,0.5,0.56,0.52,0.5,0.5,0.46,0.4,0.48,0.41,0.44,0.39,0.44,0.38,0.41,0.4,0.45,0.46,0.39,0.4,0.35,0.35,0.39,0.37,0.41,0.36,0.37,0.35,0.45,0.36,0.33,0.33,0.27,0.35,0.3,0.26,0.34,0.3,0.33,0.25,0.31,0.3,0.29,0.3,0.32,0.33,0.3,0.29,0.26,0.27,0.24,0.26,0.24,0.27,0.21,0.24,0.26,0.27,0.25,0.22,0.22,0.21,0.25,0.22,0.21,0.17,0.21,0.2,0.2,0.2,0.24,0.21,0.23,0.24,0.14,0.18,0.18,0.21,0.2,0.2,0.21,0.18,0.19,0.21,0.19,0.2,0.2,0.24,0.17,0.18,0.0,0.15,0.18,0.19,0.19,0.16,0.13,0.16,0.16,0.15,0.16,0.17,0.17,0.18,0.17,0.17,0.16,0.15,0.16,0.13,0.12,0.19,0.16,0.12,0.16,0.13,0.15,0.16,0.15,0.15,0.14,0.13,0.12,0.19,0.13,0.15,0.12,0.16,0.14,0.13,0.14,0.12,0.12,0.14,0.12,0.12,0.11,0.0,0.11,0.11,0.12,0.12,0.13,0.11,0.12,0.11,0.12,0.11,0.0,0.13,0.11,0.12,0.11,0.0,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.11,0.11,0.13,0.13,0.11,0.12,0.0,0.11,0.11,0.12,0.0,0.0,0.11,0.0,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.12,0.0,0.1,0.0,0.0,0.0,0.0,0.0,84.92999999999999
09/17/2021,5.79,5.69,5.47,3.88,2.31,2.09,2.09,1.92,1.11,0.98,1.02,0.88,0.87,0.83,0.78,0.84,0.74,1.29,0.76,0.65,0.65,0.5,0.6,0.65,0.51,0.58,0.65,0.51,0.58,0.62,0.52,0.62,0.53,0.51,0.55,0.52,0.5,0.5,0.47,0.4,0.47,0.41,0.45,0.39,0.45,0.38,0.41,0.4,0.44,0.45,0.39,0.4,0.35,0.36,0.39,0.37,0.4,0.36,0.37,0.35,0.45,0.36,0.33,0.33,0.28,0.35,0.3,0.26,0.34,0.3,0.34,0.26,0.31,0.31,0.29,0.3,0.3,0.33,0.3,0.29,0.26,0.27,0.25,0.26,0.24,0.27,0.21,0.24,0.26,0.27,0.25,0.22,0.22,0.21,0.25,0.23,0.21,0.17,0.21,0.19,0.2,0.21,0.24,0.21,0.22,0.24,0.15,0.19,0.17,0.21,0.2,0.2,0.21,0.18,0.19,0.21,0.19,0.2,0.2,0.23,0.18,0.18,0.0,0.15,0.19,0.19,0.18,0.16,0.13,0.16,0.16,0.15,0.16,0.16,0.17,0.18,0.17,0.17,0.16,0.16,0.16,0.13,0.13,0.2,0.16,0.12,0.16,0.13,0.14,0.15,0.14,0.14,0.14,0.13,0.12,0.2,0.13,0.15,0.12,0.16,0.13,0.13,0.14,0.12,0.12,0.14,0.12,0.12,0.11,0.0,0.11,0.11,0.12,0.12,0.13,0.11,0.12,0.11,0.12,0.11,0.1,0.13,0.11,0.12,0.11,0.0,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.1,0.11,0.12,0.12,0.11,0.12,0.0,0.11,0.11,0.12,0.0,0.0,0.11,0.0,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.86000000000001
09/20/2021,5.8,5.65,5.59,3.94,2.28,2.1,2.11,1.94,1.11,0.98,1.01,0.88,0.86,0.82,0.79,0.85,0.73,1.33,0.75,0.65,0.65,0.48,0.59,0.65,0.51,0.58,0.66,0.49,0.59,0.63,0.51,0.62,0.53,0.51,0.55,0.5,0.5,0.5,0.44,0.39,0.46,0.41,0.44,0.38,0.44,0.38,0.41,0.4,0.45,0.45,0.38,0.4,0.35,0.35,0.4,0.36,0.41,0.37,0.36,0.35,0.46,0.34,0.33,0.33,0.28,0.35,0.31,0.26,0.34,0.3,0.33,0.27,0.3,0.3,0.3,0.3,0.31,0.33,0.3,0.29,0.26,0.27,0.25,0.26,0.23,0.27,0.21,0.24,0.26,0.27,0.25,0.22,0.22,0.21,0.25,0.23,0.21,0.16,0.21,0.2,0.19,0.21,0.24,0.21,0.22,0.24,0.14,0.19,0.17,0.21,0.2,0.2,0.21,0.18,0.19,0.21,0.19,0.2,0.2,0.24,0.18,0.18,0.0,0.15,0.18,0.19,0.19,0.16,0.13,0.16,0.16,0.15,0.16,0.15,0.17,0.18,0.17,0.17,0.16,0.15,0.15,0.13,0.12,0.2,0.16,0.13,0.16,0.13,0.14,0.15,0.15,0.14,0.13,0.14,0.12,0.2,0.13,0.15,0.12,0.16,0.13,0.13,0.15,0.12,0.12,0.14,0.11,0.12,0.11,0.0,0.11,0.11,0.11,0.12,0.13,0.11,0.12,0.11,0.12,0.11,0.11,0.13,0.11,0.12,0.11,0.0,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.12,0.12,0.11,0.12,0.0,0.0,0.11,0.12,0.0,0.18,0.11,0.0,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,84.95
09/21/2021,5.81,5.63,5.59,3.93,2.27,2.09,2.09,1.93,1.13,0.98,1.0,0.88,0.86,0.82,0.79,0.86,0.73,1.35,0.75,0.65,0.65,0.48,0.6,0.65,0.51,0.58,0.66,0.5,0.59,0.64,0.51,0.62,0.54,0.51,0.55,0.5,0.51,0.49,0.45,0.39,0.46,0.41,0.44,0.38,0.44,0.38,0.41,0.41,0.44,0.45,0.38,0.41,0.35,0.35,0.4,0.36,0.4,0.37,0.36,0.36,0.46,0.34,0.33,0.33,0.27,0.35,0.31,0.26,0.36,0.3,0.33,0.26,0.3,0.31,0.3,0.3,0.31,0.33,0.3,0.29,0.27,0.27,0.25,0.26,0.23,0.27,0.21,0.24,0.26,0.27,0.26,0.22,0.22,0.21,0.24,0.22,0.2,0.17,0.21,0.2,0.19,0.21,0.24,0.21,0.22,0.24,0.14,0.18,0.17,0.21,0.19,0.2,0.21,0.18,0.18,0.21,0.19,0.2,0.2,0.24,0.18,0.18,0.0,0.15,0.18,0.19,0.19,0.16,0.13,0.16,0.16,0.15,0.16,0.15,0.17,0.18,0.17,0.17,0.16,0.15,0.15,0.13,0.12,0.2,0.16,0.12,0.16,0.13,0.14,0.15,0.16,0.14,0.14,0.13,0.12,0.2,0.13,0.15,0.12,0.16,0.13,0.13,0.15,0.12,0.12,0.14,0.11,0.12,0.11,0.0,0.11,0.11,0.11,0.12,0.13,0.11,0.12,0.11,0.12,0.11,0.11,0.13,0.11,0.12,0.11,0.0,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.13,0.13,0.11,0.12,0.0,0.11,0.11,0.13,0.0,0.23,0.11,0.0,0.0,0.11,0.0,0.11,0.11,0.0,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.0,85.05
