,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,JPM,NVDA,V,JNJ,PG,PYPL,UNH,MA,BAC,HD,DIS,XOM,KO,ADBE,PEP,CMCSA,NKE,NFLX,ACN,PFE,CVX,CSCO,INTC,USD,CRM,ABT,WFC,TMO,ABBV,WMT,VZ,LLY,MRK,T,COST,HON,UPS,UNP,MDT,TXN,C,QCOM,BMY,RTX,BLK,BA,LOW,MS,AMT,GS,SBUX,AMGN,ORCL,CAT,GE,MMM,SCHW,AXP,TGT,INTU,IBM,AMAT,SPGI,MDLZ,DE,ISRG,CVS,DUK,AMD,SQ,GM,NOW,LMT,PLD,FIS,ADP,CCI,CHTR,ANTM,SYK,SO,ZTS,BKNG,PNC,CL,COP,EQIX,USB,D,GILD,TFC,TJX,MU,LRCX,CB,FDX,MMC,CI,COF,ITW,ICE,TMUS,FISV,F,SHW,APD,BDX,WM,ETN,ILMN,MCO,NOC,EW,EMR,GPN,PGR,AON,ADSK,KMB,EXC,AEP,TWLO,BSX,ADI,HUM,ECL,NEM,SRE,FCX,REGN,HCA,APTV,EA,JCI,LULU,GD,DG,IDXX,MSCI,XEL,DOW,TT,MET,DOCU,BIIB,TWTR,VRTX,A,TROW,GIS,ALGN,EBAY,SLB,DLR,AIG,CMG,KLAC,BK,CNC,PRU,ADM,TRV,ALL,PEG,PSX,SNPS,BAX,IFF,MPC,CMI,ES,AFL,WDAY,RMD,FRC,MTD,HPQ,MAR,SWK,ROK,STT,CBRE,AJG,EQR,KEYS,ED,ZBRA,VFC,XLNX,WBA,SIVB,PANW,YUM,HLT,FTNT,AZO,HSY,VRSK,MSI,KHC,WMB,AVB,AMP,SYF,MCK,NUE,GE.,KR,BLL,GRMN,FITB,LUV,HUBS,ALB,ETSY,EIX,n/a,AVGO,DHR,MRNA,CSX,UBER,MRVL,SBAC,INFO,NXPI,CARR,SYY,CDNS,IQV,WY,LHX,ROST,RSG,CTSH,CTVA,ZM,DD,OTIS,DFS,SUM
09/01/2021,6.29,6.09,4.19,2.4,2.33,2.21,1.59,1.46,1.28,1.3,1.3,1.06,1.12,1.01,1.04,1.0,0.94,0.72,0.81,0.85,0.8,0.78,0.78,0.69,0.69,0.74,0.58,0.67,0.59,0.76,0.64,0.62,0.67,0.61,0.6,0.61,0.56,0.63,0.55,0.48,0.57,0.52,0.45,0.48,0.51,0.47,0.49,0.44,0.42,0.42,0.44,0.38,0.43,0.47,0.42,0.45,0.39,0.37,0.42,0.38,0.37,0.36,0.39,0.36,0.36,0.39,0.34,0.34,0.34,0.32,0.35,0.35,0.32,0.32,0.36,0.34,0.26,0.34,0.29,0.31,0.26,0.29,0.27,0.31,0.26,0.27,0.28,0.28,0.27,0.27,0.24,0.23,0.24,0.25,0.25,0.26,0.25,0.26,0.22,0.23,0.27,0.21,0.26,0.21,0.26,0.23,0.21,0.2,0.23,0.2,0.24,0.19,0.21,0.21,0.22,0.19,0.2,0.18,0.21,0.2,0.16,0.18,0.21,0.19,0.17,0.19,0.18,0.16,0.18,0.24,0.15,0.18,0.15,0.17,0.17,0.19,0.19,0.16,0.15,0.17,0.17,0.16,0.15,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.13,0.15,0.17,0.16,0.13,0.16,0.15,0.12,0.15,0.15,0.15,0.14,0.15,0.11,0.14,0.13,0.13,0.13,0.13,0.1,0.14,0.11,0.12,0.12,0.11,0.12,0.12,0.13,0.12,0.12,0.12,0.1,0.11,0.1,0.12,0.11,0.0,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.1,0.0,0.12,0.11,0.1,0.11,0.1,0.0,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.55000000000001
09/02/2021,6.46,6.14,4.26,2.45,2.33,2.22,1.56,1.46,1.26,1.3,1.3,1.09,1.12,1.0,1.01,1.01,0.94,0.71,0.82,0.85,0.81,0.78,0.78,0.7,0.69,0.74,0.58,0.67,0.59,0.76,0.63,0.62,0.65,0.62,0.61,0.61,0.55,0.63,0.55,0.48,0.58,0.52,0.45,0.47,0.51,0.47,0.48,0.44,0.43,0.41,0.44,0.37,0.42,0.47,0.43,0.44,0.39,0.37,0.42,0.37,0.37,0.37,0.37,0.35,0.36,0.39,0.33,0.33,0.35,0.32,0.35,0.36,0.32,0.32,0.36,0.34,0.25,0.34,0.29,0.32,0.25,0.29,0.27,0.31,0.26,0.27,0.28,0.28,0.27,0.26,0.24,0.23,0.24,0.25,0.25,0.26,0.25,0.25,0.22,0.23,0.27,0.21,0.26,0.2,0.24,0.24,0.21,0.2,0.23,0.19,0.24,0.19,0.21,0.21,0.22,0.19,0.2,0.18,0.21,0.2,0.15,0.18,0.21,0.19,0.17,0.19,0.18,0.16,0.18,0.24,0.15,0.18,0.14,0.17,0.17,0.19,0.19,0.15,0.15,0.17,0.18,0.16,0.15,0.17,0.16,0.15,0.15,0.15,0.15,0.16,0.15,0.14,0.15,0.17,0.16,0.13,0.16,0.15,0.12,0.15,0.15,0.15,0.14,0.14,0.1,0.13,0.12,0.13,0.13,0.13,0.1,0.14,0.11,0.12,0.12,0.11,0.12,0.12,0.13,0.12,0.11,0.12,0.0,0.11,0.0,0.12,0.1,0.1,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.1,0.1,0.12,0.11,0.1,0.11,0.0,0.0,0.1,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.11,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.67999999999999
09/03/2021,6.41,6.12,4.33,2.44,2.34,2.22,1.56,1.44,1.25,1.3,1.3,1.09,1.11,0.98,1.02,1.01,0.95,0.7,0.82,0.85,0.81,0.79,0.76,0.71,0.69,0.73,0.57,0.67,0.59,0.77,0.63,0.63,0.61,0.62,0.61,0.61,0.56,0.62,0.55,0.48,0.58,0.52,0.46,0.46,0.51,0.47,0.48,0.45,0.43,0.41,0.44,0.38,0.42,0.47,0.43,0.44,0.4,0.37,0.42,0.37,0.37,0.36,0.37,0.35,0.35,0.39,0.34,0.33,0.35,0.32,0.34,0.36,0.33,0.32,0.36,0.34,0.25,0.34,0.29,0.32,0.26,0.29,0.27,0.31,0.26,0.27,0.28,0.28,0.27,0.26,0.24,0.23,0.24,0.25,0.25,0.26,0.25,0.25,0.22,0.23,0.27,0.21,0.26,0.21,0.24,0.24,0.22,0.2,0.23,0.19,0.24,0.19,0.21,0.21,0.22,0.19,0.2,0.18,0.21,0.2,0.15,0.18,0.21,0.18,0.17,0.19,0.18,0.16,0.18,0.24,0.15,0.18,0.15,0.17,0.17,0.19,0.19,0.15,0.16,0.17,0.17,0.16,0.15,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.15,0.17,0.16,0.13,0.16,0.15,0.12,0.15,0.15,0.15,0.14,0.14,0.1,0.13,0.12,0.13,0.13,0.13,0.0,0.14,0.11,0.12,0.12,0.11,0.12,0.12,0.14,0.12,0.11,0.11,0.1,0.11,0.0,0.12,0.0,0.1,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.1,0.12,0.11,0.1,0.11,0.1,0.1,0.1,0.11,0.0,0.0,0.0,0.1,0.0,0.0,0.11,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.60999999999999
09/06/2021,6.47,6.09,4.31,2.41,2.31,2.2,1.56,1.44,1.22,1.31,1.31,1.08,1.13,0.96,1.0,1.01,0.95,0.71,0.82,0.85,0.81,0.81,0.76,0.73,0.7,0.74,0.57,0.67,0.58,0.8,0.63,0.63,0.6,0.63,0.56,0.61,0.56,0.62,0.55,0.48,0.58,0.52,0.46,0.46,0.51,0.47,0.48,0.44,0.42,0.41,0.44,0.38,0.42,0.47,0.44,0.44,0.4,0.37,0.42,0.37,0.37,0.36,0.37,0.34,0.35,0.38,0.34,0.33,0.35,0.32,0.35,0.36,0.33,0.33,0.35,0.33,0.25,0.35,0.29,0.33,0.25,0.28,0.28,0.31,0.27,0.27,0.28,0.28,0.27,0.26,0.24,0.23,0.25,0.24,0.25,0.26,0.25,0.25,0.22,0.23,0.26,0.21,0.26,0.21,0.23,0.23,0.22,0.2,0.22,0.19,0.24,0.19,0.21,0.21,0.22,0.19,0.2,0.18,0.21,0.2,0.15,0.18,0.21,0.17,0.18,0.19,0.18,0.16,0.18,0.23,0.15,0.18,0.15,0.17,0.17,0.19,0.19,0.15,0.16,0.17,0.17,0.16,0.15,0.16,0.17,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.15,0.17,0.16,0.13,0.16,0.15,0.12,0.15,0.15,0.15,0.14,0.14,0.11,0.13,0.13,0.13,0.13,0.13,0.0,0.14,0.12,0.12,0.11,0.11,0.13,0.12,0.13,0.12,0.11,0.11,0.1,0.11,0.0,0.12,0.0,0.11,0.1,0.0,0.11,0.11,0.0,0.0,0.0,0.11,0.0,0.12,0.11,0.1,0.11,0.0,0.1,0.1,0.11,0.0,0.0,0.0,0.1,0.0,0.0,0.11,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.53999999999999
09/07/2021,6.55,6.14,4.36,2.43,2.34,2.22,1.56,1.48,1.24,1.32,1.32,1.1,1.14,0.97,1.01,1.03,0.95,0.71,0.83,0.86,0.82,0.81,0.76,0.74,0.71,0.75,0.58,0.68,0.58,0.0,0.64,0.64,0.59,0.64,0.56,0.62,0.56,0.63,0.56,0.48,0.59,0.51,0.46,0.46,0.52,0.47,0.48,0.44,0.42,0.41,0.44,0.38,0.43,0.47,0.44,0.44,0.4,0.37,0.42,0.37,0.37,0.36,0.37,0.34,0.35,0.39,0.34,0.34,0.35,0.32,0.36,0.36,0.33,0.33,0.36,0.34,0.25,0.36,0.29,0.33,0.25,0.29,0.28,0.31,0.27,0.28,0.28,0.28,0.27,0.26,0.24,0.23,0.26,0.25,0.25,0.26,0.25,0.25,0.22,0.23,0.27,0.21,0.26,0.21,0.23,0.23,0.22,0.2,0.22,0.19,0.24,0.19,0.21,0.21,0.21,0.2,0.2,0.18,0.21,0.2,0.15,0.18,0.21,0.17,0.18,0.2,0.18,0.16,0.18,0.24,0.15,0.18,0.15,0.17,0.17,0.2,0.19,0.15,0.16,0.17,0.17,0.16,0.15,0.17,0.17,0.15,0.15,0.15,0.15,0.16,0.14,0.14,0.15,0.18,0.16,0.13,0.16,0.15,0.12,0.15,0.15,0.15,0.14,0.14,0.11,0.13,0.13,0.13,0.13,0.13,0.0,0.14,0.12,0.12,0.12,0.11,0.13,0.12,0.14,0.12,0.12,0.12,0.0,0.1,0.0,0.12,0.11,0.11,0.0,0.1,0.11,0.11,0.1,0.0,0.1,0.11,0.1,0.12,0.11,0.0,0.12,0.0,0.0,0.11,0.11,0.0,0.0,0.11,0.1,0.0,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.63
09/08/2021,6.55,6.14,4.36,2.43,2.34,2.22,1.56,1.48,1.24,1.32,1.32,1.1,1.14,0.97,1.01,1.03,0.95,0.71,0.83,0.86,0.82,0.81,0.76,0.74,0.71,0.75,0.58,0.68,0.58,0.0,0.64,0.64,0.59,0.64,0.56,0.62,0.56,0.63,0.56,0.48,0.59,0.51,0.46,0.46,0.52,0.47,0.48,0.44,0.42,0.41,0.44,0.38,0.43,0.47,0.44,0.44,0.4,0.37,0.42,0.37,0.37,0.36,0.37,0.34,0.35,0.39,0.34,0.34,0.35,0.32,0.36,0.36,0.33,0.33,0.36,0.34,0.25,0.36,0.29,0.33,0.25,0.29,0.28,0.31,0.27,0.28,0.28,0.28,0.27,0.26,0.24,0.23,0.26,0.25,0.25,0.26,0.25,0.25,0.22,0.23,0.27,0.21,0.26,0.21,0.23,0.23,0.22,0.2,0.22,0.19,0.24,0.19,0.21,0.21,0.21,0.2,0.2,0.18,0.21,0.2,0.15,0.18,0.21,0.17,0.18,0.2,0.18,0.16,0.18,0.24,0.15,0.18,0.15,0.17,0.17,0.2,0.19,0.15,0.16,0.17,0.17,0.16,0.15,0.17,0.17,0.15,0.15,0.15,0.15,0.16,0.14,0.14,0.15,0.18,0.16,0.13,0.16,0.15,0.12,0.15,0.15,0.15,0.14,0.14,0.11,0.13,0.13,0.13,0.13,0.13,0.0,0.14,0.12,0.12,0.12,0.11,0.13,0.12,0.14,0.12,0.12,0.12,0.0,0.1,0.0,0.12,0.11,0.11,0.0,0.1,0.11,0.11,0.1,0.0,0.1,0.11,0.1,0.12,0.11,0.0,0.12,0.0,0.0,0.11,0.11,0.0,0.0,0.11,0.1,0.0,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.63
09/09/2021,6.5,6.09,4.33,2.42,2.32,2.21,1.55,1.47,1.23,1.31,1.31,1.09,1.13,0.96,1.0,1.02,0.94,0.71,0.82,0.85,0.81,0.81,0.76,0.73,0.7,0.74,0.57,0.67,0.58,0.8,0.63,0.64,0.59,0.63,0.56,0.61,0.56,0.62,0.56,0.48,0.59,0.51,0.46,0.46,0.51,0.47,0.47,0.44,0.42,0.41,0.43,0.38,0.42,0.47,0.44,0.44,0.4,0.37,0.42,0.37,0.37,0.36,0.36,0.34,0.35,0.39,0.33,0.33,0.35,0.32,0.35,0.36,0.33,0.32,0.36,0.34,0.25,0.36,0.28,0.33,0.25,0.28,0.28,0.31,0.26,0.27,0.28,0.28,0.27,0.26,0.24,0.23,0.26,0.24,0.25,0.26,0.24,0.25,0.22,0.23,0.27,0.21,0.26,0.21,0.23,0.23,0.22,0.2,0.22,0.19,0.24,0.18,0.21,0.21,0.21,0.19,0.2,0.18,0.21,0.2,0.15,0.18,0.21,0.17,0.18,0.19,0.18,0.16,0.18,0.23,0.15,0.18,0.15,0.17,0.16,0.19,0.19,0.15,0.16,0.17,0.17,0.16,0.15,0.17,0.17,0.15,0.14,0.15,0.15,0.16,0.14,0.14,0.15,0.18,0.16,0.13,0.16,0.15,0.12,0.15,0.15,0.15,0.14,0.14,0.11,0.13,0.12,0.13,0.13,0.13,0.0,0.14,0.12,0.12,0.12,0.11,0.13,0.12,0.14,0.12,0.11,0.12,0.1,0.1,0.0,0.12,0.0,0.11,0.0,0.0,0.11,0.1,0.1,0.0,0.1,0.11,0.0,0.12,0.11,0.1,0.12,0.0,0.1,0.1,0.11,0.0,0.0,0.0,0.1,0.0,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.64999999999999
09/10/2021,6.63,6.09,4.38,2.46,2.34,2.23,1.55,1.46,1.24,1.29,1.31,1.11,1.13,0.98,1.01,1.02,0.96,0.7,0.81,0.85,0.8,0.79,0.76,0.75,0.7,0.74,0.57,0.67,0.58,0.81,0.63,0.64,0.59,0.64,0.55,0.61,0.56,0.62,0.55,0.48,0.58,0.5,0.46,0.46,0.52,0.47,0.47,0.44,0.42,0.41,0.43,0.37,0.42,0.47,0.44,0.44,0.39,0.36,0.42,0.37,0.36,0.35,0.37,0.34,0.35,0.38,0.33,0.34,0.35,0.31,0.34,0.36,0.33,0.32,0.36,0.34,0.25,0.35,0.28,0.33,0.25,0.28,0.27,0.3,0.26,0.28,0.28,0.28,0.28,0.26,0.24,0.23,0.26,0.24,0.25,0.25,0.24,0.24,0.22,0.23,0.26,0.21,0.26,0.21,0.23,0.23,0.21,0.19,0.22,0.19,0.24,0.18,0.21,0.21,0.21,0.19,0.2,0.17,0.21,0.2,0.15,0.18,0.21,0.17,0.18,0.19,0.18,0.16,0.18,0.24,0.15,0.18,0.15,0.17,0.17,0.19,0.19,0.15,0.16,0.17,0.17,0.16,0.15,0.16,0.17,0.15,0.14,0.15,0.15,0.15,0.14,0.14,0.14,0.17,0.16,0.13,0.16,0.15,0.12,0.15,0.15,0.15,0.14,0.14,0.11,0.13,0.12,0.13,0.13,0.13,0.0,0.14,0.12,0.12,0.12,0.11,0.12,0.12,0.14,0.12,0.11,0.12,0.0,0.0,0.0,0.12,0.1,0.11,0.0,0.1,0.11,0.1,0.0,0.0,0.0,0.11,0.1,0.12,0.11,0.0,0.11,0.1,0.0,0.1,0.11,0.0,0.0,0.1,0.1,0.0,0.0,0.11,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.74999999999997
09/13/2021,6.56,6.07,4.38,2.45,2.34,2.23,1.56,1.44,1.26,1.27,1.32,1.1,1.12,1.0,1.01,1.03,0.98,0.7,0.82,0.86,0.81,0.79,0.76,0.75,0.7,0.74,0.57,0.67,0.58,0.82,0.63,0.64,0.6,0.64,0.54,0.61,0.56,0.58,0.54,0.48,0.6,0.5,0.44,0.45,0.51,0.47,0.47,0.43,0.41,0.41,0.43,0.37,0.42,0.47,0.44,0.44,0.41,0.36,0.42,0.37,0.37,0.35,0.37,0.34,0.35,0.39,0.33,0.34,0.35,0.32,0.33,0.36,0.33,0.32,0.35,0.32,0.25,0.35,0.28,0.32,0.26,0.28,0.27,0.3,0.26,0.28,0.29,0.28,0.28,0.27,0.24,0.23,0.25,0.24,0.25,0.25,0.24,0.24,0.22,0.23,0.26,0.21,0.27,0.21,0.23,0.22,0.22,0.19,0.22,0.19,0.24,0.19,0.22,0.21,0.21,0.19,0.2,0.17,0.22,0.19,0.16,0.18,0.21,0.17,0.18,0.2,0.18,0.15,0.18,0.25,0.15,0.18,0.14,0.17,0.16,0.19,0.19,0.15,0.15,0.18,0.18,0.17,0.15,0.16,0.17,0.15,0.14,0.15,0.15,0.15,0.13,0.13,0.14,0.17,0.16,0.13,0.16,0.14,0.11,0.14,0.15,0.15,0.14,0.14,0.1,0.13,0.13,0.13,0.13,0.13,0.0,0.14,0.12,0.12,0.11,0.11,0.12,0.12,0.13,0.12,0.11,0.12,0.0,0.11,0.0,0.12,0.1,0.11,0.1,0.1,0.11,0.11,0.0,0.0,0.0,0.1,0.0,0.12,0.11,0.1,0.11,0.1,0.0,0.11,0.11,0.0,0.0,0.1,0.1,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.64999999999999
09/14/2021,6.44,6.14,4.43,2.5,2.33,2.22,1.57,1.48,1.26,1.28,1.35,1.1,1.11,1.01,1.01,1.05,0.98,0.71,0.83,0.87,0.82,0.8,0.78,0.76,0.72,0.74,0.58,0.67,0.6,0.0,0.63,0.65,0.61,0.65,0.55,0.62,0.56,0.59,0.54,0.49,0.6,0.51,0.46,0.46,0.51,0.49,0.48,0.44,0.41,0.42,0.44,0.37,0.43,0.48,0.44,0.44,0.41,0.36,0.43,0.37,0.37,0.35,0.37,0.34,0.36,0.4,0.34,0.35,0.36,0.32,0.34,0.35,0.32,0.33,0.35,0.32,0.26,0.35,0.28,0.33,0.25,0.28,0.27,0.3,0.25,0.28,0.29,0.29,0.28,0.27,0.25,0.23,0.25,0.25,0.25,0.26,0.25,0.24,0.23,0.23,0.27,0.21,0.27,0.2,0.23,0.23,0.22,0.19,0.22,0.19,0.24,0.19,0.22,0.22,0.21,0.2,0.21,0.18,0.22,0.2,0.16,0.18,0.22,0.17,0.18,0.2,0.18,0.15,0.18,0.25,0.15,0.18,0.15,0.17,0.17,0.19,0.19,0.15,0.16,0.18,0.19,0.17,0.15,0.17,0.17,0.15,0.14,0.15,0.15,0.15,0.13,0.13,0.14,0.18,0.16,0.14,0.17,0.15,0.12,0.14,0.15,0.16,0.15,0.14,0.1,0.14,0.13,0.13,0.13,0.13,0.0,0.14,0.12,0.12,0.12,0.11,0.12,0.12,0.14,0.12,0.11,0.12,0.0,0.11,0.0,0.12,0.1,0.11,0.0,0.0,0.11,0.1,0.1,0.0,0.11,0.1,0.11,0.12,0.11,0.1,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.1,0.1,0.0,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.74
09/15/2021,6.39,6.09,4.39,2.48,2.31,2.2,1.56,1.47,1.25,1.27,1.33,1.09,1.1,1.0,1.0,1.04,0.97,0.71,0.82,0.86,0.82,0.79,0.77,0.75,0.71,0.74,0.57,0.67,0.59,0.83,0.62,0.65,0.6,0.65,0.54,0.61,0.56,0.59,0.54,0.48,0.6,0.51,0.46,0.45,0.51,0.48,0.47,0.44,0.41,0.41,0.43,0.37,0.43,0.47,0.44,0.44,0.41,0.36,0.43,0.37,0.37,0.35,0.37,0.34,0.35,0.4,0.33,0.34,0.36,0.32,0.34,0.35,0.32,0.32,0.35,0.32,0.26,0.35,0.28,0.32,0.25,0.28,0.27,0.3,0.25,0.28,0.28,0.28,0.28,0.27,0.24,0.23,0.25,0.24,0.25,0.26,0.24,0.24,0.22,0.23,0.27,0.21,0.27,0.2,0.23,0.23,0.22,0.19,0.22,0.19,0.24,0.19,0.22,0.21,0.21,0.19,0.2,0.17,0.22,0.2,0.16,0.18,0.21,0.17,0.18,0.2,0.18,0.15,0.18,0.25,0.15,0.18,0.14,0.17,0.16,0.19,0.19,0.15,0.16,0.18,0.18,0.17,0.15,0.17,0.17,0.15,0.14,0.15,0.15,0.14,0.13,0.13,0.14,0.18,0.16,0.14,0.16,0.14,0.12,0.14,0.15,0.15,0.15,0.14,0.0,0.13,0.13,0.13,0.13,0.13,0.0,0.14,0.12,0.12,0.11,0.11,0.12,0.12,0.13,0.12,0.11,0.12,0.1,0.11,0.1,0.12,0.1,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.1,0.11,0.12,0.11,0.1,0.11,0.1,0.1,0.11,0.11,0.0,0.0,0.1,0.1,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.68999999999998
09/16/2021,6.4,6.1,4.37,2.45,2.33,2.22,1.58,1.44,1.25,1.26,1.34,1.08,1.12,1.0,1.01,1.05,0.98,0.72,0.83,0.84,0.82,0.8,0.75,0.74,0.71,0.72,0.58,0.67,0.61,0.83,0.61,0.63,0.62,0.63,0.55,0.61,0.56,0.58,0.53,0.49,0.59,0.51,0.46,0.45,0.5,0.49,0.48,0.44,0.4,0.41,0.43,0.37,0.43,0.47,0.44,0.44,0.41,0.36,0.42,0.37,0.37,0.35,0.37,0.34,0.35,0.39,0.34,0.35,0.35,0.32,0.33,0.35,0.32,0.32,0.35,0.31,0.26,0.34,0.28,0.32,0.25,0.28,0.27,0.3,0.26,0.27,0.28,0.28,0.28,0.27,0.24,0.24,0.25,0.25,0.25,0.26,0.25,0.24,0.23,0.24,0.27,0.21,0.26,0.21,0.23,0.23,0.22,0.19,0.22,0.19,0.24,0.19,0.22,0.21,0.21,0.19,0.2,0.17,0.21,0.19,0.16,0.18,0.21,0.17,0.18,0.2,0.18,0.15,0.18,0.25,0.15,0.18,0.14,0.17,0.16,0.19,0.19,0.15,0.16,0.17,0.18,0.16,0.15,0.16,0.17,0.15,0.14,0.15,0.15,0.14,0.13,0.13,0.14,0.17,0.16,0.14,0.16,0.14,0.12,0.14,0.16,0.15,0.15,0.14,0.1,0.14,0.13,0.13,0.13,0.13,0.0,0.14,0.12,0.12,0.12,0.11,0.12,0.12,0.13,0.12,0.12,0.12,0.1,0.11,0.1,0.12,0.0,0.11,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.12,0.11,0.1,0.11,0.1,0.1,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.66
09/17/2021,6.37,6.19,4.39,2.47,2.35,2.23,1.56,1.46,1.24,1.26,1.35,1.09,1.13,1.0,0.99,1.05,0.97,0.72,0.82,0.84,0.82,0.74,0.75,0.73,0.71,0.72,0.58,0.67,0.6,0.86,0.62,0.64,0.63,0.64,0.55,0.61,0.56,0.57,0.53,0.49,0.59,0.5,0.45,0.44,0.51,0.49,0.47,0.44,0.4,0.41,0.43,0.37,0.43,0.47,0.44,0.44,0.41,0.36,0.41,0.36,0.36,0.35,0.36,0.34,0.35,0.4,0.33,0.35,0.36,0.32,0.33,0.36,0.32,0.32,0.35,0.32,0.27,0.35,0.28,0.32,0.25,0.28,0.27,0.29,0.26,0.28,0.28,0.28,0.28,0.26,0.25,0.24,0.25,0.25,0.25,0.26,0.24,0.25,0.23,0.24,0.27,0.21,0.26,0.2,0.23,0.22,0.22,0.19,0.21,0.19,0.24,0.19,0.22,0.21,0.2,0.19,0.2,0.17,0.22,0.19,0.16,0.18,0.22,0.17,0.18,0.2,0.18,0.15,0.18,0.25,0.15,0.18,0.15,0.17,0.16,0.19,0.19,0.15,0.16,0.17,0.18,0.16,0.15,0.16,0.17,0.14,0.14,0.14,0.15,0.14,0.13,0.13,0.14,0.17,0.16,0.14,0.16,0.14,0.12,0.14,0.15,0.15,0.15,0.14,0.1,0.13,0.13,0.13,0.13,0.13,0.0,0.14,0.12,0.11,0.12,0.11,0.12,0.12,0.14,0.12,0.12,0.12,0.0,0.11,0.1,0.12,0.1,0.11,0.1,0.1,0.11,0.0,0.0,0.0,0.0,0.1,0.1,0.13,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.69
