,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,TSLA,NVDA,V,UNH,HD,PYPL,MA,ADBE,NFLX,CRM,TMO,AVGO,COST,DHR,LIN,INTU,BA,BLK,AMT,ISRG,NOW,CHTR,SPGI,SQ,BKNG,ZTS,LRCX,TMUS,ZM,CI,UBER,EL,EQIX,ILMN,EW,SHW,ADSK,FISV,SNAP,TWLO,BSX,REGN,MCO,HUM,GPN,HCA,NXPI,IDXX,NOC,TWTR,DOCU,VRTX,DG,NEM,CRWD,ROP,ROKU,IQV,WDAY,LHX,ALGN,MSCI,CMG,VEEV,MTCH,LULU,PINS,CNC,SNPS,DXCM,ALXN,ORLY,CDNS,RMD,PANW,TDG,SBAC,ZBH,CTAS,MNST,FTNT,AZO,TTD,PTON,MTD,CSGP,ANSS,SIVB,OKTA,EPAM,ZBRA,CBRE,VRSK,LBRDK,CPRT,WST,GNRC,HUBS,ENPH,ETSY,DELL,ODFL,EXPE,RNG,SPLK,DDOG,DLTR,WORK,W,QRVO,ABNB,IT,MLM,TDOC,FLT,HZNP,EXAS,TTWO,CVNA,LNG,ALNY,ANET,COO,SGEN,TDY,COUP,MDB,ULTA,TFX,TYL,PAYC,Z,CRL,POOL,PODD,DPZ,AVTR,FANG,MKTX,TECH,NVR,ZEN,MKL,ON,SSNC,MPWR,LYFT,ZS,INCY,BMRN,PTC,MOH,GDDY,SNOW,XPO,FICO,SEDG,ABMD,BIO,AVLR,E-Mini Russ 1000 Gsep21 Xcme 20210917,FDS,VMW,MASI,LYV,FIVN,BKI,JKHY,FOXA,CHGG,Ssc Government Mm Gvmxx,NDSN,TREX,BILL,PLTR,DT,NCLH,GH,CABO,PFPT,AZPN,OLED,Y,ESTC,NBIX,PEN,SYNH,CIEN,WEX,BERY,SAM,ATH,CONE,HII,UKCM.L,USFD,ATUS,PLAN,LSXMK,RGLD,AMD,KKR,NET,HLT,DASH,MCK,URI,CZR,U,PKI,BKR,n/a,HAL,DKNG,RGEN,UPST,TXG,PLUG,FND,PATH,DECK,NVCR,RH,AXON,PCTY,FIVE,AFRM,SOFI,COIN,DNA,SUM
10/25/2021,11.77,11.6,7.47,4.08,4.29,4.03,3.53,2.77,1.96,2.06,0.0,1.52,1.56,1.51,1.39,1.42,1.2,1.05,1.04,1.0,0.81,0.78,0.0,0.65,0.63,0.61,0.68,0.47,0.53,0.51,0.49,0.49,0.4,0.36,0.3,0.37,0.37,0.35,0.36,0.3,0.36,0.37,0.33,0.33,0.4,0.31,0.32,0.3,0.3,0.29,0.24,0.0,0.26,0.27,0.0,0.26,0.27,0.24,0.26,0.23,0.28,0.25,0.2,0.24,0.26,0.25,0.22,0.26,0.26,0.22,0.0,0.25,0.17,0.2,0.24,0.27,0.0,0.22,0.22,0.19,0.25,0.17,0.19,0.0,0.19,0.16,0.23,0.19,0.17,0.12,0.17,0.19,0.16,0.21,0.16,0.18,0.14,0.17,0.17,0.13,0.16,0.15,0.15,0.18,0.12,0.15,0.16,0.15,0.12,0.1,0.14,0.19,0.0,0.0,0.1,0.09,0.29,0.13,0.0,0.11,0.11,0.13,0.08,0.1,0.12,0.12,0.12,0.11,0.1,0.12,0.1,0.09,0.16,0.1,0.09,0.11,0.12,0.08,0.11,0.09,0.1,0.08,0.11,0.09,0.08,0.1,0.09,0.08,0.09,0.1,0.08,0.11,0.07,0.12,0.06,0.07,0.07,0.09,0.06,0.38,0.0,0.06,0.08,0.08,0.08,0.08,0.0,0.08,0.07,0.07,0.07,0.05,0.0,0.0,0.07,0.0,0.0,0.07,0.06,0.13,0.0,0.08,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.06,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.71,0.21,0.23,0.2,0.17,0.16,0.13,0.12,0.11,0.1,0.11,0.0,0.12,0.08,0.07,0.08,0.07,0.09,0.07,0.07,0.05,0.05,0.06,0.06,0.06,0.05,0.07,0.06,0.0,0.0,99.18
10/26/2021,11.7,11.64,7.45,4.06,4.26,4.01,3.61,2.82,1.94,2.08,0.0,1.42,1.55,1.52,1.44,1.4,1.19,1.05,1.05,0.98,0.8,0.79,0.0,0.64,0.63,0.6,0.68,0.47,0.54,0.52,0.49,0.49,0.39,0.34,0.3,0.37,0.38,0.37,0.36,0.3,0.36,0.37,0.34,0.33,0.39,0.31,0.32,0.3,0.3,0.3,0.23,0.0,0.27,0.27,0.0,0.26,0.27,0.24,0.26,0.23,0.28,0.25,0.19,0.24,0.26,0.24,0.22,0.26,0.26,0.22,0.0,0.25,0.17,0.2,0.24,0.27,0.0,0.23,0.23,0.19,0.25,0.17,0.19,0.0,0.19,0.16,0.23,0.19,0.18,0.13,0.17,0.19,0.16,0.21,0.16,0.18,0.14,0.17,0.17,0.13,0.16,0.16,0.15,0.18,0.12,0.15,0.16,0.15,0.12,0.1,0.14,0.19,0.0,0.0,0.09,0.09,0.29,0.13,0.0,0.11,0.11,0.13,0.08,0.11,0.13,0.12,0.12,0.11,0.1,0.12,0.1,0.09,0.16,0.1,0.09,0.11,0.13,0.08,0.1,0.1,0.1,0.09,0.11,0.09,0.08,0.1,0.08,0.08,0.09,0.1,0.08,0.11,0.07,0.12,0.06,0.07,0.07,0.09,0.06,0.39,0.0,0.06,0.08,0.08,0.08,0.08,0.0,0.08,0.07,0.07,0.07,0.05,0.0,0.0,0.07,0.0,0.0,0.07,0.06,0.13,0.0,0.08,0.0,0.06,0.0,0.0,0.0,0.0,0.05,0.06,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.72,0.21,0.24,0.2,0.17,0.16,0.13,0.12,0.12,0.1,0.1,0.0,0.11,0.08,0.07,0.08,0.07,0.09,0.07,0.06,0.05,0.05,0.06,0.06,0.06,0.05,0.07,0.06,0.0,0.0,99.19
10/27/2021,11.7,11.64,7.45,4.06,4.26,4.01,3.61,2.82,1.94,2.08,0.0,1.42,1.55,1.52,1.44,1.4,1.19,1.05,1.05,0.98,0.8,0.79,0.0,0.64,0.63,0.6,0.68,0.47,0.54,0.52,0.49,0.49,0.39,0.34,0.3,0.37,0.38,0.37,0.36,0.3,0.36,0.37,0.34,0.33,0.39,0.31,0.32,0.3,0.3,0.3,0.23,0.0,0.27,0.27,0.0,0.26,0.27,0.24,0.26,0.23,0.28,0.25,0.19,0.24,0.26,0.24,0.22,0.26,0.26,0.22,0.0,0.25,0.17,0.2,0.24,0.27,0.0,0.23,0.23,0.19,0.25,0.17,0.19,0.0,0.19,0.16,0.23,0.19,0.18,0.13,0.17,0.19,0.16,0.21,0.16,0.18,0.14,0.17,0.17,0.13,0.16,0.16,0.15,0.18,0.12,0.15,0.16,0.15,0.12,0.1,0.14,0.19,0.0,0.0,0.09,0.09,0.29,0.13,0.0,0.11,0.11,0.13,0.08,0.11,0.13,0.12,0.12,0.11,0.1,0.12,0.1,0.09,0.16,0.1,0.09,0.11,0.13,0.08,0.1,0.1,0.1,0.09,0.11,0.09,0.08,0.1,0.08,0.08,0.09,0.1,0.08,0.11,0.07,0.12,0.06,0.07,0.07,0.09,0.06,0.39,0.0,0.06,0.08,0.08,0.08,0.08,0.0,0.08,0.07,0.07,0.07,0.05,0.0,0.0,0.07,0.0,0.0,0.07,0.06,0.13,0.0,0.08,0.0,0.06,0.0,0.0,0.0,0.0,0.05,0.06,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.72,0.21,0.24,0.2,0.17,0.16,0.13,0.12,0.12,0.1,0.1,0.0,0.11,0.08,0.07,0.08,0.07,0.09,0.07,0.06,0.05,0.05,0.06,0.06,0.06,0.05,0.07,0.06,0.0,0.0,99.19
10/28/2021,11.7,11.64,7.45,4.06,4.26,4.01,3.61,2.82,1.94,2.08,0.0,1.42,1.55,1.52,1.44,1.4,1.19,1.05,1.05,0.98,0.8,0.79,0.0,0.64,0.63,0.6,0.68,0.47,0.54,0.52,0.49,0.49,0.39,0.34,0.3,0.37,0.38,0.37,0.36,0.3,0.36,0.37,0.34,0.33,0.39,0.31,0.32,0.3,0.3,0.3,0.23,0.0,0.27,0.27,0.0,0.26,0.27,0.24,0.26,0.23,0.28,0.25,0.19,0.24,0.26,0.24,0.22,0.26,0.26,0.22,0.0,0.25,0.17,0.2,0.24,0.27,0.0,0.23,0.23,0.19,0.25,0.17,0.19,0.0,0.19,0.16,0.23,0.19,0.18,0.13,0.17,0.19,0.16,0.21,0.16,0.18,0.14,0.17,0.17,0.13,0.16,0.16,0.15,0.18,0.12,0.15,0.16,0.15,0.12,0.1,0.14,0.19,0.0,0.0,0.09,0.09,0.29,0.13,0.0,0.11,0.11,0.13,0.08,0.11,0.13,0.12,0.12,0.11,0.1,0.12,0.1,0.09,0.16,0.1,0.09,0.11,0.13,0.08,0.1,0.1,0.1,0.09,0.11,0.09,0.08,0.1,0.08,0.08,0.09,0.1,0.08,0.11,0.07,0.12,0.06,0.07,0.07,0.09,0.06,0.39,0.0,0.06,0.08,0.08,0.08,0.08,0.0,0.08,0.07,0.07,0.07,0.05,0.0,0.0,0.07,0.0,0.0,0.07,0.06,0.13,0.0,0.08,0.0,0.06,0.0,0.0,0.0,0.0,0.05,0.06,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.72,0.21,0.24,0.2,0.17,0.16,0.13,0.12,0.12,0.1,0.1,0.0,0.11,0.08,0.07,0.08,0.07,0.09,0.07,0.06,0.05,0.05,0.06,0.06,0.06,0.05,0.07,0.06,0.0,0.0,99.19
10/29/2021,11.63,11.53,7.2,3.9,4.12,3.89,4.14,2.88,1.97,2.11,0.0,1.45,1.57,1.54,1.48,1.42,1.19,1.07,1.08,0.97,0.81,0.82,0.0,0.66,0.65,0.61,0.68,0.46,0.54,0.52,0.49,0.5,0.39,0.34,0.3,0.37,0.37,0.38,0.37,0.31,0.36,0.37,0.34,0.33,0.28,0.3,0.32,0.3,0.31,0.3,0.23,0.0,0.26,0.28,0.0,0.25,0.27,0.24,0.26,0.23,0.28,0.26,0.19,0.25,0.27,0.24,0.22,0.27,0.25,0.22,0.0,0.25,0.14,0.2,0.25,0.27,0.0,0.23,0.23,0.19,0.24,0.17,0.19,0.0,0.19,0.16,0.22,0.2,0.16,0.13,0.17,0.2,0.16,0.22,0.16,0.18,0.14,0.18,0.17,0.13,0.16,0.15,0.15,0.18,0.12,0.16,0.16,0.15,0.12,0.1,0.14,0.19,0.0,0.0,0.09,0.09,0.28,0.13,0.0,0.11,0.12,0.13,0.08,0.11,0.12,0.13,0.12,0.11,0.1,0.12,0.1,0.09,0.17,0.1,0.09,0.11,0.13,0.08,0.11,0.1,0.1,0.09,0.11,0.09,0.08,0.1,0.08,0.08,0.09,0.1,0.08,0.11,0.07,0.12,0.06,0.07,0.07,0.09,0.06,0.39,0.0,0.06,0.08,0.08,0.08,0.08,0.0,0.08,0.07,0.07,0.07,0.05,0.0,0.0,0.07,0.0,0.0,0.07,0.06,0.13,0.0,0.08,0.0,0.06,0.0,0.0,0.0,0.0,0.05,0.06,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.74,0.22,0.25,0.2,0.16,0.16,0.13,0.12,0.11,0.1,0.1,0.0,0.12,0.08,0.07,0.08,0.08,0.09,0.07,0.07,0.05,0.05,0.06,0.06,0.06,0.05,0.07,0.06,0.05,0.0,99.23
11/01/2021,11.59,12.04,7.33,3.69,4.37,4.09,4.18,3.02,1.81,2.12,0.0,1.37,1.45,1.51,1.45,1.42,1.19,1.06,1.07,0.96,0.82,0.83,0.0,0.65,0.64,0.62,0.65,0.45,0.55,0.5,0.49,0.49,0.39,0.34,0.29,0.36,0.36,0.37,0.37,0.3,0.36,0.38,0.34,0.29,0.27,0.29,0.31,0.31,0.32,0.29,0.21,0.0,0.25,0.27,0.0,0.22,0.27,0.23,0.26,0.23,0.28,0.25,0.18,0.24,0.27,0.23,0.22,0.26,0.25,0.21,0.0,0.25,0.13,0.2,0.24,0.27,0.0,0.22,0.23,0.19,0.24,0.16,0.19,0.0,0.18,0.16,0.22,0.2,0.16,0.12,0.17,0.18,0.16,0.21,0.16,0.18,0.14,0.17,0.17,0.12,0.16,0.15,0.15,0.18,0.14,0.15,0.15,0.15,0.12,0.1,0.13,0.19,0.0,0.0,0.09,0.09,0.28,0.13,0.0,0.11,0.11,0.13,0.08,0.1,0.12,0.12,0.11,0.11,0.1,0.12,0.1,0.09,0.16,0.1,0.08,0.11,0.13,0.08,0.11,0.1,0.1,0.09,0.11,0.09,0.08,0.1,0.08,0.07,0.09,0.1,0.08,0.11,0.07,0.12,0.06,0.07,0.07,0.09,0.06,0.39,0.0,0.06,0.09,0.08,0.08,0.08,0.0,0.08,0.06,0.07,0.07,0.05,0.0,0.0,0.06,0.0,0.0,0.07,0.06,0.13,0.0,0.07,0.0,0.06,0.0,0.0,0.0,0.0,0.05,0.06,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.74,0.22,0.23,0.2,0.15,0.16,0.12,0.12,0.11,0.1,0.1,0.0,0.11,0.08,0.07,0.07,0.07,0.09,0.07,0.06,0.05,0.05,0.06,0.06,0.06,0.05,0.07,0.06,0.0,0.0,99.23
11/02/2021,11.48,12.16,7.17,3.76,4.35,4.08,4.41,3.11,1.74,2.12,0.0,1.33,1.43,1.51,1.49,1.42,1.22,1.06,1.06,0.97,0.8,0.83,0.0,0.66,0.63,0.63,0.67,0.42,0.56,0.49,0.48,0.5,0.39,0.33,0.29,0.35,0.35,0.37,0.37,0.3,0.36,0.37,0.34,0.29,0.27,0.24,0.3,0.33,0.32,0.29,0.2,0.0,0.26,0.28,0.0,0.21,0.26,0.23,0.26,0.21,0.27,0.25,0.17,0.24,0.27,0.23,0.22,0.27,0.24,0.21,0.0,0.27,0.12,0.2,0.25,0.29,0.0,0.21,0.23,0.19,0.24,0.16,0.18,0.0,0.18,0.16,0.22,0.19,0.16,0.12,0.17,0.17,0.16,0.21,0.15,0.19,0.14,0.17,0.17,0.12,0.16,0.16,0.15,0.18,0.15,0.15,0.15,0.16,0.12,0.1,0.13,0.2,0.0,0.0,0.09,0.09,0.28,0.14,0.0,0.12,0.1,0.13,0.08,0.1,0.12,0.12,0.09,0.11,0.1,0.11,0.1,0.08,0.16,0.1,0.08,0.11,0.13,0.09,0.11,0.1,0.1,0.09,0.12,0.09,0.08,0.1,0.08,0.06,0.09,0.1,0.09,0.11,0.07,0.12,0.06,0.07,0.07,0.08,0.06,0.39,0.0,0.06,0.09,0.07,0.08,0.08,0.0,0.08,0.06,0.07,0.07,0.05,0.0,0.0,0.06,0.0,0.0,0.07,0.06,0.13,0.0,0.07,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.06,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.71,0.23,0.25,0.2,0.15,0.16,0.13,0.11,0.12,0.1,0.1,0.0,0.11,0.08,0.07,0.07,0.07,0.1,0.07,0.06,0.05,0.04,0.05,0.06,0.06,0.05,0.07,0.06,0.04,0.0,99.23000000000002
11/03/2021,11.48,12.16,7.17,3.76,4.35,4.08,4.41,3.11,1.74,2.12,0.0,1.33,1.43,1.51,1.49,1.42,1.22,1.06,1.06,0.97,0.8,0.83,0.0,0.66,0.63,0.63,0.67,0.42,0.56,0.49,0.48,0.5,0.39,0.33,0.29,0.35,0.35,0.37,0.37,0.3,0.36,0.37,0.34,0.29,0.27,0.24,0.3,0.33,0.32,0.29,0.2,0.0,0.26,0.28,0.0,0.21,0.26,0.23,0.26,0.21,0.27,0.25,0.17,0.24,0.27,0.23,0.22,0.27,0.24,0.21,0.0,0.27,0.12,0.2,0.25,0.29,0.0,0.21,0.23,0.19,0.24,0.16,0.18,0.0,0.18,0.16,0.22,0.19,0.16,0.12,0.17,0.17,0.16,0.21,0.15,0.19,0.14,0.17,0.17,0.12,0.16,0.16,0.15,0.18,0.15,0.15,0.15,0.16,0.12,0.1,0.13,0.2,0.0,0.0,0.09,0.09,0.28,0.14,0.0,0.12,0.1,0.13,0.08,0.1,0.12,0.12,0.09,0.11,0.1,0.11,0.1,0.08,0.16,0.1,0.08,0.11,0.13,0.09,0.11,0.1,0.1,0.09,0.12,0.09,0.08,0.1,0.08,0.06,0.09,0.1,0.09,0.11,0.07,0.12,0.06,0.07,0.07,0.08,0.06,0.39,0.0,0.06,0.09,0.07,0.08,0.08,0.0,0.08,0.06,0.07,0.07,0.05,0.0,0.0,0.06,0.0,0.0,0.07,0.06,0.13,0.0,0.07,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.06,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.71,0.23,0.25,0.2,0.15,0.16,0.13,0.11,0.12,0.1,0.1,0.0,0.11,0.08,0.07,0.07,0.07,0.1,0.07,0.06,0.05,0.04,0.05,0.06,0.06,0.05,0.07,0.06,0.04,0.0,99.23000000000002
11/04/2021,11.48,12.16,7.17,3.76,4.35,4.08,4.41,3.11,1.74,2.12,0.0,1.33,1.43,1.51,1.49,1.42,1.22,1.06,1.06,0.97,0.8,0.83,0.0,0.66,0.63,0.63,0.67,0.42,0.56,0.49,0.48,0.5,0.39,0.33,0.29,0.35,0.35,0.37,0.37,0.3,0.36,0.37,0.34,0.29,0.27,0.24,0.3,0.33,0.32,0.29,0.2,0.0,0.26,0.28,0.0,0.21,0.26,0.23,0.26,0.21,0.27,0.25,0.17,0.24,0.27,0.23,0.22,0.27,0.24,0.21,0.0,0.27,0.12,0.2,0.25,0.29,0.0,0.21,0.23,0.19,0.24,0.16,0.18,0.0,0.18,0.16,0.22,0.19,0.16,0.12,0.17,0.17,0.16,0.21,0.15,0.19,0.14,0.17,0.17,0.12,0.16,0.16,0.15,0.18,0.15,0.15,0.15,0.16,0.12,0.1,0.13,0.2,0.0,0.0,0.09,0.09,0.28,0.14,0.0,0.12,0.1,0.13,0.08,0.1,0.12,0.12,0.09,0.11,0.1,0.11,0.1,0.08,0.16,0.1,0.08,0.11,0.13,0.09,0.11,0.1,0.1,0.09,0.12,0.09,0.08,0.1,0.08,0.06,0.09,0.1,0.09,0.11,0.07,0.12,0.06,0.07,0.07,0.08,0.06,0.39,0.0,0.06,0.09,0.07,0.08,0.08,0.0,0.08,0.06,0.07,0.07,0.05,0.0,0.0,0.06,0.0,0.0,0.07,0.06,0.13,0.0,0.07,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.06,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.71,0.23,0.25,0.2,0.15,0.16,0.13,0.11,0.12,0.1,0.1,0.0,0.11,0.08,0.07,0.07,0.07,0.1,0.07,0.06,0.05,0.04,0.05,0.06,0.06,0.05,0.07,0.06,0.04,0.0,99.23000000000002
11/05/2021,11.41,12.08,7.05,3.84,4.22,3.95,4.79,3.14,1.75,2.09,0.0,1.33,1.42,1.49,1.47,1.44,1.22,1.06,1.06,0.96,0.81,0.81,0.0,0.65,0.63,0.62,0.66,0.42,0.54,0.49,0.5,0.49,0.4,0.33,0.29,0.36,0.35,0.37,0.36,0.3,0.35,0.37,0.34,0.3,0.28,0.24,0.3,0.33,0.31,0.29,0.21,0.0,0.27,0.28,0.0,0.21,0.26,0.23,0.25,0.21,0.26,0.25,0.18,0.24,0.27,0.22,0.24,0.26,0.25,0.21,0.0,0.27,0.12,0.2,0.25,0.3,0.0,0.21,0.23,0.19,0.24,0.16,0.19,0.0,0.18,0.16,0.21,0.19,0.16,0.12,0.16,0.16,0.16,0.21,0.15,0.18,0.14,0.17,0.16,0.12,0.16,0.15,0.16,0.18,0.16,0.15,0.15,0.16,0.12,0.1,0.13,0.19,0.0,0.0,0.1,0.09,0.29,0.13,0.0,0.12,0.1,0.13,0.08,0.1,0.12,0.12,0.1,0.11,0.1,0.12,0.1,0.09,0.16,0.1,0.08,0.11,0.13,0.08,0.11,0.1,0.1,0.09,0.11,0.09,0.08,0.1,0.08,0.06,0.09,0.12,0.09,0.11,0.07,0.12,0.06,0.07,0.07,0.08,0.06,0.4,0.0,0.06,0.09,0.08,0.08,0.08,0.0,0.08,0.06,0.07,0.07,0.05,0.0,0.0,0.06,0.0,0.0,0.07,0.06,0.13,0.0,0.07,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.06,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.74,0.22,0.25,0.2,0.15,0.16,0.14,0.12,0.11,0.1,0.1,0.0,0.11,0.08,0.08,0.08,0.07,0.1,0.07,0.07,0.06,0.05,0.06,0.06,0.06,0.05,0.07,0.06,0.05,0.0,99.23
11/08/2021,11.32,12.07,7.23,3.82,4.26,4.0,4.77,3.55,1.68,2.06,0.0,1.28,1.4,1.53,1.41,1.43,1.2,1.07,1.09,0.93,0.82,0.82,0.0,0.65,0.61,0.62,0.66,0.42,0.53,0.47,0.48,0.49,0.41,0.34,0.29,0.35,0.35,0.38,0.34,0.3,0.35,0.37,0.34,0.29,0.26,0.25,0.29,0.33,0.3,0.28,0.19,0.0,0.28,0.26,0.0,0.2,0.26,0.24,0.26,0.21,0.27,0.25,0.16,0.23,0.26,0.21,0.24,0.26,0.24,0.21,0.0,0.27,0.12,0.21,0.25,0.29,0.0,0.21,0.24,0.18,0.23,0.16,0.18,0.0,0.18,0.16,0.22,0.19,0.15,0.11,0.16,0.16,0.17,0.21,0.15,0.19,0.15,0.17,0.17,0.12,0.16,0.15,0.14,0.17,0.16,0.16,0.07,0.16,0.11,0.09,0.13,0.19,0.0,0.0,0.09,0.08,0.29,0.13,0.0,0.11,0.1,0.12,0.08,0.11,0.12,0.12,0.11,0.14,0.1,0.12,0.1,0.08,0.17,0.1,0.08,0.11,0.12,0.05,0.09,0.1,0.1,0.09,0.11,0.09,0.07,0.09,0.08,0.06,0.09,0.12,0.08,0.11,0.07,0.12,0.06,0.07,0.06,0.08,0.06,0.39,0.0,0.05,0.09,0.08,0.08,0.08,0.0,0.08,0.12,0.07,0.07,0.05,0.0,0.0,0.06,0.0,0.0,0.07,0.06,0.12,0.0,0.07,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.05,0.05,0.04,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.8,0.23,0.25,0.2,0.15,0.16,0.13,0.1,0.11,0.09,0.1,0.0,0.1,0.07,0.07,0.07,0.08,0.1,0.07,0.07,0.05,0.05,0.05,0.06,0.05,0.06,0.07,0.07,0.05,0.0,99.2
11/09/2021,11.33,12.05,7.31,3.88,4.28,4.01,4.73,3.54,1.74,2.05,0.0,1.27,1.45,1.51,1.36,1.42,1.16,1.09,1.08,0.89,0.82,0.8,0.0,0.65,0.6,0.62,0.65,0.42,0.53,0.45,0.51,0.49,0.42,0.34,0.27,0.35,0.36,0.39,0.33,0.29,0.35,0.37,0.34,0.29,0.27,0.25,0.29,0.31,0.3,0.28,0.19,0.0,0.28,0.26,0.0,0.2,0.25,0.24,0.25,0.21,0.26,0.24,0.15,0.23,0.26,0.21,0.24,0.26,0.24,0.21,0.0,0.26,0.12,0.21,0.25,0.29,0.0,0.21,0.24,0.18,0.23,0.17,0.18,0.0,0.18,0.16,0.22,0.19,0.14,0.07,0.17,0.16,0.17,0.21,0.15,0.19,0.15,0.17,0.17,0.12,0.16,0.14,0.13,0.17,0.15,0.16,0.07,0.16,0.13,0.09,0.13,0.21,0.0,0.0,0.09,0.08,0.32,0.13,0.0,0.11,0.1,0.12,0.08,0.1,0.12,0.12,0.11,0.14,0.1,0.12,0.1,0.08,0.17,0.1,0.08,0.1,0.12,0.05,0.09,0.1,0.1,0.09,0.11,0.09,0.07,0.09,0.08,0.06,0.09,0.12,0.08,0.11,0.07,0.13,0.06,0.07,0.06,0.08,0.06,0.4,0.0,0.05,0.09,0.08,0.07,0.07,0.0,0.08,0.12,0.07,0.08,0.05,0.0,0.0,0.06,0.0,0.0,0.07,0.06,0.14,0.0,0.07,0.0,0.05,0.0,0.0,0.0,0.0,0.04,0.06,0.0,0.05,0.05,0.04,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.22,0.25,0.2,0.15,0.16,0.14,0.11,0.11,0.09,0.1,0.0,0.1,0.07,0.07,0.07,0.08,0.09,0.07,0.07,0.06,0.05,0.05,0.06,0.05,0.06,0.07,0.06,0.05,0.0,99.13000000000002
11/10/2021,11.33,12.05,7.31,3.88,4.28,4.01,4.73,3.54,1.74,2.05,0.0,1.27,1.45,1.51,1.36,1.42,1.16,1.09,1.08,0.89,0.82,0.8,0.0,0.65,0.6,0.62,0.65,0.42,0.53,0.45,0.51,0.49,0.42,0.34,0.27,0.35,0.36,0.39,0.33,0.29,0.35,0.37,0.34,0.29,0.27,0.25,0.29,0.31,0.3,0.28,0.19,0.0,0.28,0.26,0.0,0.2,0.25,0.24,0.25,0.21,0.26,0.24,0.15,0.23,0.26,0.21,0.24,0.26,0.24,0.21,0.0,0.26,0.12,0.21,0.25,0.29,0.0,0.21,0.24,0.18,0.23,0.17,0.18,0.0,0.18,0.16,0.22,0.19,0.14,0.07,0.17,0.16,0.17,0.21,0.15,0.19,0.15,0.17,0.17,0.12,0.16,0.14,0.13,0.17,0.15,0.16,0.07,0.16,0.13,0.09,0.13,0.21,0.0,0.0,0.09,0.08,0.32,0.13,0.0,0.11,0.1,0.12,0.08,0.1,0.12,0.12,0.11,0.14,0.1,0.12,0.1,0.08,0.17,0.1,0.08,0.1,0.12,0.05,0.09,0.1,0.1,0.09,0.11,0.09,0.07,0.09,0.08,0.06,0.09,0.12,0.08,0.11,0.07,0.13,0.06,0.07,0.06,0.08,0.06,0.4,0.0,0.05,0.09,0.08,0.07,0.07,0.0,0.08,0.12,0.07,0.08,0.05,0.0,0.0,0.06,0.0,0.0,0.07,0.06,0.14,0.0,0.07,0.0,0.05,0.0,0.0,0.0,0.0,0.04,0.06,0.0,0.05,0.05,0.04,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.22,0.25,0.2,0.15,0.16,0.14,0.11,0.11,0.09,0.1,0.0,0.1,0.07,0.07,0.07,0.08,0.09,0.07,0.07,0.06,0.05,0.05,0.06,0.05,0.06,0.07,0.06,0.05,0.0,99.13000000000002
