,BAC,WFC,JPM,GS,MS,C,BRK.B,SCHW,AXP,USB,TFC,COF,PGR,UNH,MMC,MET,FIS,AIG,PRU,TRV,CI,ALL,AFL,XTSLA,BK,SPGI,TROW,ICE,CAT,ANTM,SIVB,STT,MCO,FITB,MA,AMP,CME,BX,CVS,DFS,AON,NTRS,ADP,HIG,HBAN,KEY,CFG,AJG,RF,SYF,KKR,CINF,PFG,FISV,GPN,ALLY,RJF,WLTW,MSCI,MKL,APO,VRSK,ACGL,LNC,WRB,MTB,EFX,NDAQ,EWBC,RE,BRO,EQH,FNF,FHN,ATH,CMA,GL,Y,AFG,ZION,PAYX,WY,VOYA,BR,CBSH,LPLA,MKTX,FFIN,PBCT,CFR,IP,PNFP,SNV,SLM,WAL,PB,AIZ,BPOP,L,FAF,BEN,CBOE,SF,RNR,THG,UNM,NYCB,NVR,SSB,MOH,STL,AMG,LYFT,FLT,CG,GBCI,MTG,PACW,USD,SEIC,OZK,RLI,ORI,WBS,CBU,WTFC,FCNCA,KMPR,IVZ,SIGI,UMBF,FNB,PRI,NLY,JEF,CIT,ESNT,CNC,VLY,BOH,RDN,UMPQ,CACC,WEX,HWC,HOMB,BKU,FHB,WTM,OMF,ASB,ISBC,CATY,KNSL,BHF,SSNC,WU,AXS,HE,SCI,SFBS,FULT,HTH,ONB,COLB,IBOC,FDS,VRT,EVR,WAFD,ARES,CVBF,FFBC,CNO,SFNC,AUB,NAVI,ERIE,WSFS,SC,INDB,AX,RNST,MORN,FMBI,V,FHI,FBP,TRUP,ESGR,IBKR,TW,BOKF,AGNC,FCF,HOG,WD,EEFT,APAM,WSBC,PFSI,GNW,FIBK,TCBI,MCY,WABC,127.HK,LKFN,AGO,NBTB,UCBI,BKI,GWB,VRTS,ANAT,HOPE,LOB,HLI,PRK,EGBN,PPBI,n/a,PIPR,PLMR,COOP,AVLR,BISXX,TBK,SASR,SUM
09/02/2021,4.95,5.05,4.5,3.33,3.37,2.9,2.58,2.29,2.05,2.12,2.08,1.82,1.44,1.46,1.41,1.22,0.97,1.27,1.16,1.07,0.88,0.99,0.98,1.08,1.02,0.96,0.93,0.81,0.79,0.76,0.79,0.85,0.76,0.76,0.68,0.79,0.69,0.9,0.73,0.73,0.76,0.64,0.64,0.66,0.63,0.57,0.53,0.55,0.56,0.54,0.53,0.53,0.52,0.5,0.39,0.46,0.45,0.39,0.43,0.37,0.33,0.39,0.36,0.36,0.3,0.29,0.32,0.31,0.3,0.29,0.3,0.29,0.31,0.27,0.27,0.3,0.28,0.27,0.29,0.29,0.27,0.28,0.26,0.24,0.22,0.24,0.21,0.21,0.19,0.21,0.2,0.22,0.2,0.18,0.2,0.19,0.19,0.18,0.18,0.21,0.19,0.19,0.2,0.18,0.18,0.16,0.18,0.16,0.14,0.17,0.16,0.16,0.12,0.15,0.15,0.14,0.15,0.15,0.24,0.15,0.15,0.15,0.15,0.14,0.13,0.13,0.15,0.13,0.13,0.15,0.13,0.12,0.13,0.12,0.14,0.14,0.13,0.11,0.12,0.12,0.12,0.12,0.14,0.1,0.12,0.11,0.12,0.11,0.1,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.09,0.11,0.09,0.11,0.11,0.09,0.08,0.08,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.1,0.07,0.08,0.07,0.07,0.07,0.0,0.07,0.07,0.0,0.07,0.08,0.0,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.07,0.0,0.0,0.06,0.06,0.0,0.0,0.07,0.07,0.0,0.0,0.06,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,96.22
09/03/2021,4.95,4.77,4.49,3.33,3.38,2.9,2.58,2.27,2.07,2.13,2.09,1.82,1.44,1.46,1.42,1.22,0.98,1.28,1.16,1.08,0.9,0.99,0.99,1.08,1.02,0.96,0.94,0.81,0.79,0.77,0.79,0.86,0.76,0.77,0.67,0.79,0.7,0.91,0.75,0.74,0.77,0.64,0.64,0.66,0.64,0.58,0.53,0.55,0.56,0.54,0.53,0.53,0.52,0.5,0.39,0.47,0.45,0.39,0.43,0.37,0.33,0.4,0.36,0.36,0.3,0.3,0.33,0.32,0.3,0.29,0.3,0.29,0.31,0.27,0.27,0.3,0.28,0.27,0.3,0.29,0.27,0.27,0.26,0.24,0.22,0.24,0.21,0.21,0.19,0.21,0.2,0.22,0.2,0.18,0.2,0.19,0.19,0.18,0.18,0.21,0.19,0.2,0.2,0.18,0.18,0.16,0.18,0.16,0.14,0.17,0.16,0.16,0.12,0.15,0.16,0.14,0.15,0.15,0.27,0.15,0.15,0.15,0.15,0.14,0.13,0.13,0.15,0.13,0.13,0.14,0.13,0.13,0.13,0.12,0.14,0.14,0.13,0.11,0.12,0.12,0.12,0.12,0.14,0.1,0.12,0.11,0.12,0.11,0.1,0.1,0.11,0.11,0.11,0.11,0.12,0.11,0.1,0.11,0.09,0.11,0.11,0.09,0.08,0.08,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.1,0.07,0.08,0.07,0.07,0.07,0.0,0.07,0.07,0.0,0.07,0.08,0.0,0.07,0.07,0.07,0.07,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.06,0.0,0.0,0.07,0.07,0.0,0.0,0.06,0.0,0.07,0.07,0.0,0.0,0.06,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.26000000000002
09/06/2021,4.88,4.66,4.52,3.35,3.4,2.9,2.58,2.28,2.03,2.1,2.08,1.77,1.45,1.49,1.45,1.22,0.97,1.3,1.15,1.08,0.93,0.99,0.98,1.24,1.0,0.97,0.93,0.82,0.79,0.79,0.81,0.86,0.78,0.77,0.66,0.79,0.68,0.93,0.76,0.72,0.78,0.64,0.64,0.67,0.63,0.57,0.53,0.56,0.55,0.53,0.54,0.52,0.52,0.5,0.39,0.46,0.45,0.41,0.44,0.37,0.34,0.4,0.34,0.36,0.31,0.3,0.34,0.32,0.3,0.28,0.3,0.29,0.31,0.26,0.28,0.3,0.27,0.27,0.3,0.29,0.27,0.28,0.26,0.24,0.22,0.24,0.22,0.21,0.19,0.21,0.2,0.22,0.2,0.18,0.2,0.19,0.2,0.18,0.18,0.21,0.19,0.2,0.2,0.18,0.18,0.16,0.18,0.16,0.14,0.18,0.16,0.16,0.12,0.15,0.16,0.14,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.13,0.13,0.15,0.13,0.13,0.14,0.13,0.12,0.13,0.13,0.14,0.15,0.13,0.11,0.12,0.12,0.12,0.12,0.16,0.1,0.12,0.11,0.12,0.11,0.1,0.1,0.11,0.11,0.11,0.11,0.12,0.11,0.1,0.1,0.09,0.11,0.11,0.09,0.08,0.08,0.08,0.09,0.1,0.09,0.08,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.1,0.08,0.08,0.07,0.07,0.07,0.0,0.07,0.07,0.0,0.07,0.08,0.0,0.07,0.07,0.07,0.07,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.07,0.06,0.06,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.06,0.0,0.07,0.07,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,96.25
09/07/2021,4.88,4.66,4.52,3.35,3.4,2.9,2.58,2.28,2.03,2.1,2.08,1.77,1.45,1.49,1.45,1.22,0.97,1.3,1.15,1.08,0.93,0.99,0.98,1.24,1.0,0.97,0.93,0.82,0.79,0.79,0.81,0.86,0.78,0.77,0.66,0.79,0.68,0.93,0.76,0.72,0.78,0.64,0.64,0.67,0.63,0.57,0.53,0.56,0.55,0.53,0.54,0.52,0.52,0.5,0.39,0.46,0.45,0.41,0.44,0.37,0.34,0.4,0.34,0.36,0.31,0.3,0.34,0.32,0.3,0.28,0.3,0.29,0.31,0.26,0.28,0.3,0.27,0.27,0.3,0.29,0.27,0.28,0.26,0.24,0.22,0.24,0.22,0.21,0.19,0.21,0.2,0.22,0.2,0.18,0.2,0.19,0.2,0.18,0.18,0.21,0.19,0.2,0.2,0.18,0.18,0.16,0.18,0.16,0.14,0.18,0.16,0.16,0.12,0.15,0.16,0.14,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.13,0.13,0.15,0.13,0.13,0.14,0.13,0.12,0.13,0.13,0.14,0.15,0.13,0.11,0.12,0.12,0.12,0.12,0.16,0.1,0.12,0.11,0.12,0.11,0.1,0.1,0.11,0.11,0.11,0.11,0.12,0.11,0.1,0.1,0.09,0.11,0.11,0.09,0.08,0.08,0.08,0.09,0.1,0.09,0.08,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.1,0.08,0.08,0.07,0.07,0.07,0.0,0.07,0.07,0.0,0.07,0.08,0.0,0.07,0.07,0.07,0.07,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.07,0.06,0.06,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.06,0.0,0.07,0.07,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,96.25
09/08/2021,4.91,4.64,4.51,3.34,3.4,2.9,2.57,2.26,2.0,2.1,2.08,1.74,1.45,1.49,1.45,1.22,0.97,1.31,1.16,1.08,0.93,0.99,0.98,1.24,1.0,0.98,0.92,0.82,0.79,0.78,0.82,0.86,0.78,0.77,0.66,0.79,0.68,0.94,0.76,0.71,0.78,0.64,0.64,0.67,0.63,0.57,0.53,0.57,0.54,0.52,0.54,0.52,0.52,0.5,0.39,0.45,0.45,0.41,0.45,0.37,0.35,0.4,0.35,0.36,0.3,0.3,0.34,0.32,0.3,0.28,0.3,0.29,0.31,0.26,0.28,0.3,0.27,0.27,0.3,0.29,0.27,0.28,0.26,0.24,0.22,0.24,0.21,0.21,0.19,0.21,0.2,0.22,0.2,0.18,0.2,0.19,0.2,0.18,0.18,0.2,0.19,0.2,0.19,0.18,0.18,0.16,0.18,0.16,0.14,0.18,0.16,0.16,0.12,0.15,0.16,0.14,0.16,0.15,0.16,0.15,0.15,0.15,0.15,0.14,0.13,0.13,0.15,0.13,0.13,0.15,0.13,0.12,0.13,0.12,0.14,0.14,0.13,0.11,0.12,0.12,0.12,0.12,0.17,0.1,0.12,0.11,0.12,0.11,0.1,0.1,0.11,0.11,0.11,0.11,0.12,0.1,0.1,0.1,0.09,0.11,0.11,0.09,0.08,0.08,0.08,0.09,0.1,0.09,0.08,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.1,0.08,0.08,0.07,0.07,0.07,0.0,0.07,0.07,0.0,0.07,0.08,0.0,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.06,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.06,0.0,0.07,0.07,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.06,0.0,0.0,0.0,96.15
09/09/2021,4.91,4.64,4.51,3.34,3.4,2.9,2.57,2.26,2.0,2.1,2.08,1.74,1.45,1.49,1.45,1.22,0.97,1.31,1.16,1.08,0.93,0.99,0.98,1.24,1.0,0.98,0.92,0.82,0.79,0.78,0.82,0.86,0.78,0.77,0.66,0.79,0.68,0.94,0.76,0.71,0.78,0.64,0.64,0.67,0.63,0.57,0.53,0.57,0.54,0.52,0.54,0.52,0.52,0.5,0.39,0.45,0.45,0.41,0.45,0.37,0.35,0.4,0.35,0.36,0.3,0.3,0.34,0.32,0.3,0.28,0.3,0.29,0.31,0.26,0.28,0.3,0.27,0.27,0.3,0.29,0.27,0.28,0.26,0.24,0.22,0.24,0.21,0.21,0.19,0.21,0.2,0.22,0.2,0.18,0.2,0.19,0.2,0.18,0.18,0.2,0.19,0.2,0.19,0.18,0.18,0.16,0.18,0.16,0.14,0.18,0.16,0.16,0.12,0.15,0.16,0.14,0.16,0.15,0.16,0.15,0.15,0.15,0.15,0.14,0.13,0.13,0.15,0.13,0.13,0.15,0.13,0.12,0.13,0.12,0.14,0.14,0.13,0.11,0.12,0.12,0.12,0.12,0.17,0.1,0.12,0.11,0.12,0.11,0.1,0.1,0.11,0.11,0.11,0.11,0.12,0.1,0.1,0.1,0.09,0.11,0.11,0.09,0.08,0.08,0.08,0.09,0.1,0.09,0.08,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.1,0.08,0.08,0.07,0.07,0.07,0.0,0.07,0.07,0.0,0.07,0.08,0.0,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.06,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.06,0.0,0.07,0.07,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.06,0.0,0.0,0.0,96.15
09/10/2021,4.97,4.69,4.53,3.35,3.42,2.9,2.56,2.28,2.02,2.1,2.08,1.75,1.43,1.5,1.45,1.22,0.98,1.3,1.16,1.08,0.93,0.98,0.97,1.25,0.99,0.98,0.91,0.81,0.79,0.79,0.84,0.84,0.78,0.77,0.67,0.79,0.68,0.93,0.76,0.71,0.78,0.63,0.63,0.67,0.64,0.58,0.53,0.56,0.55,0.52,0.53,0.52,0.51,0.5,0.39,0.45,0.45,0.41,0.45,0.37,0.35,0.4,0.34,0.35,0.3,0.3,0.33,0.32,0.3,0.28,0.3,0.29,0.31,0.26,0.28,0.3,0.27,0.26,0.3,0.29,0.27,0.28,0.25,0.24,0.22,0.24,0.2,0.2,0.19,0.21,0.2,0.22,0.19,0.17,0.21,0.19,0.2,0.18,0.18,0.2,0.18,0.19,0.19,0.18,0.17,0.16,0.18,0.16,0.14,0.18,0.16,0.15,0.13,0.15,0.16,0.14,0.16,0.15,0.16,0.14,0.15,0.15,0.15,0.14,0.13,0.13,0.15,0.13,0.13,0.14,0.13,0.12,0.13,0.12,0.14,0.14,0.13,0.11,0.12,0.12,0.11,0.12,0.16,0.1,0.12,0.11,0.12,0.11,0.1,0.1,0.11,0.11,0.11,0.1,0.12,0.1,0.1,0.1,0.09,0.11,0.11,0.09,0.08,0.08,0.08,0.09,0.1,0.09,0.08,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.1,0.08,0.08,0.07,0.07,0.07,0.0,0.07,0.07,0.0,0.07,0.08,0.0,0.07,0.07,0.07,0.07,0.0,0.06,0.0,0.0,0.0,0.06,0.0,0.07,0.0,0.06,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.06,0.06,0.0,0.0,0.0,96.13
09/13/2021,4.94,4.7,4.54,3.31,3.41,2.89,2.56,2.29,2.02,2.1,2.07,1.74,1.42,1.47,1.47,1.22,0.99,1.31,1.16,1.08,0.92,0.99,0.97,1.25,0.99,0.99,0.92,0.82,0.78,0.77,0.85,0.82,0.78,0.78,0.69,0.79,0.68,0.95,0.75,0.7,0.79,0.63,0.63,0.68,0.64,0.58,0.54,0.57,0.55,0.52,0.53,0.52,0.51,0.5,0.42,0.45,0.45,0.43,0.45,0.37,0.35,0.41,0.35,0.35,0.3,0.3,0.34,0.33,0.3,0.29,0.3,0.29,0.31,0.26,0.28,0.3,0.27,0.26,0.29,0.29,0.27,0.27,0.26,0.24,0.22,0.24,0.2,0.2,0.19,0.21,0.2,0.22,0.19,0.18,0.21,0.18,0.2,0.18,0.18,0.2,0.18,0.2,0.2,0.18,0.17,0.16,0.18,0.16,0.14,0.17,0.16,0.16,0.13,0.16,0.16,0.14,0.16,0.15,0.19,0.14,0.15,0.15,0.15,0.14,0.12,0.14,0.15,0.13,0.13,0.14,0.13,0.12,0.13,0.12,0.14,0.14,0.13,0.11,0.12,0.12,0.11,0.12,0.15,0.1,0.12,0.11,0.12,0.11,0.1,0.1,0.11,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.09,0.11,0.11,0.09,0.08,0.08,0.08,0.09,0.1,0.08,0.08,0.09,0.09,0.07,0.07,0.08,0.08,0.08,0.1,0.07,0.08,0.07,0.07,0.07,0.0,0.07,0.07,0.0,0.07,0.07,0.0,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.06,0.06,0.07,0.0,0.0,0.0,0.06,0.06,0.0,0.06,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,96.18
09/14/2021,4.9,4.74,4.53,3.33,3.44,2.88,2.57,2.28,2.03,2.11,2.07,1.75,1.43,1.45,1.49,1.23,0.97,1.31,1.16,1.08,0.89,0.99,0.97,1.26,0.98,1.0,0.93,0.82,0.78,0.75,0.86,0.83,0.79,0.78,0.69,0.79,0.67,0.96,0.74,0.71,0.8,0.62,0.63,0.69,0.64,0.58,0.54,0.57,0.55,0.53,0.53,0.51,0.52,0.48,0.41,0.46,0.44,0.43,0.45,0.37,0.35,0.41,0.35,0.35,0.3,0.29,0.34,0.33,0.3,0.29,0.3,0.28,0.31,0.26,0.28,0.3,0.27,0.26,0.29,0.3,0.27,0.27,0.26,0.24,0.22,0.24,0.2,0.2,0.19,0.21,0.2,0.22,0.19,0.18,0.2,0.18,0.2,0.18,0.18,0.2,0.18,0.2,0.19,0.17,0.17,0.16,0.18,0.16,0.14,0.17,0.16,0.15,0.13,0.16,0.16,0.14,0.16,0.15,0.19,0.14,0.15,0.15,0.15,0.14,0.12,0.14,0.15,0.12,0.13,0.14,0.13,0.12,0.13,0.13,0.14,0.14,0.13,0.1,0.11,0.12,0.11,0.12,0.15,0.1,0.12,0.11,0.12,0.11,0.1,0.1,0.11,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.09,0.11,0.11,0.09,0.08,0.08,0.08,0.09,0.1,0.08,0.08,0.09,0.09,0.07,0.07,0.08,0.08,0.08,0.1,0.08,0.08,0.07,0.07,0.07,0.0,0.07,0.07,0.0,0.07,0.07,0.0,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.06,0.07,0.07,0.0,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0.06,0.0,0.06,0.0,0.0,0.0,96.18
09/15/2021,4.9,4.74,4.53,3.33,3.44,2.88,2.57,2.28,2.03,2.11,2.07,1.75,1.43,1.45,1.49,1.23,0.97,1.31,1.16,1.08,0.89,0.99,0.97,1.26,0.98,1.0,0.93,0.82,0.78,0.75,0.86,0.83,0.79,0.78,0.69,0.79,0.67,0.96,0.74,0.71,0.8,0.62,0.63,0.69,0.64,0.58,0.54,0.57,0.55,0.53,0.53,0.51,0.52,0.48,0.41,0.46,0.44,0.43,0.45,0.37,0.35,0.41,0.35,0.35,0.3,0.29,0.34,0.33,0.3,0.29,0.3,0.28,0.31,0.26,0.28,0.3,0.27,0.26,0.29,0.3,0.27,0.27,0.26,0.24,0.22,0.24,0.2,0.2,0.19,0.21,0.2,0.22,0.19,0.18,0.2,0.18,0.2,0.18,0.18,0.2,0.18,0.2,0.19,0.17,0.17,0.16,0.18,0.16,0.14,0.17,0.16,0.15,0.13,0.16,0.16,0.14,0.16,0.15,0.19,0.14,0.15,0.15,0.15,0.14,0.12,0.14,0.15,0.12,0.13,0.14,0.13,0.12,0.13,0.13,0.14,0.14,0.13,0.1,0.11,0.12,0.11,0.12,0.15,0.1,0.12,0.11,0.12,0.11,0.1,0.1,0.11,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.09,0.11,0.11,0.09,0.08,0.08,0.08,0.09,0.1,0.08,0.08,0.09,0.09,0.07,0.07,0.08,0.08,0.08,0.1,0.08,0.08,0.07,0.07,0.07,0.0,0.07,0.07,0.0,0.07,0.07,0.0,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.06,0.07,0.07,0.0,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0.06,0.0,0.06,0.0,0.0,0.0,96.18
09/16/2021,4.92,4.83,4.54,3.34,3.42,2.88,2.56,2.27,2.04,2.12,2.09,1.77,1.43,1.47,1.46,1.23,0.97,1.31,1.17,1.08,0.9,0.99,0.97,1.25,0.97,0.98,0.92,0.81,0.78,0.77,0.87,0.82,0.77,0.79,0.68,0.79,0.66,0.95,0.74,0.71,0.79,0.62,0.62,0.7,0.64,0.59,0.54,0.56,0.55,0.54,0.53,0.51,0.52,0.48,0.4,0.47,0.44,0.43,0.44,0.37,0.35,0.41,0.35,0.35,0.3,0.29,0.33,0.32,0.3,0.29,0.3,0.28,0.3,0.26,0.29,0.31,0.27,0.26,0.29,0.3,0.26,0.27,0.25,0.24,0.21,0.24,0.2,0.2,0.19,0.21,0.2,0.22,0.19,0.18,0.21,0.18,0.19,0.18,0.18,0.2,0.18,0.2,0.19,0.17,0.17,0.16,0.19,0.16,0.14,0.17,0.16,0.15,0.13,0.15,0.16,0.14,0.16,0.15,0.19,0.14,0.15,0.15,0.15,0.14,0.12,0.14,0.15,0.13,0.13,0.14,0.13,0.12,0.13,0.12,0.14,0.14,0.13,0.11,0.11,0.12,0.11,0.12,0.15,0.1,0.12,0.11,0.12,0.11,0.1,0.1,0.11,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.09,0.11,0.11,0.09,0.08,0.08,0.08,0.09,0.1,0.07,0.08,0.09,0.09,0.07,0.07,0.08,0.08,0.08,0.1,0.08,0.08,0.07,0.0,0.07,0.0,0.07,0.0,0.0,0.07,0.07,0.0,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.07,0.06,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.06,0.06,0.0,0.07,0.07,0.0,0.0,0.06,0.0,0.06,0.06,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,96.19
09/17/2021,4.92,4.83,4.54,3.34,3.42,2.88,2.56,2.27,2.04,2.12,2.09,1.77,1.43,1.47,1.46,1.23,0.97,1.31,1.17,1.08,0.9,0.99,0.97,1.25,0.97,0.98,0.92,0.81,0.78,0.77,0.87,0.82,0.77,0.79,0.68,0.79,0.66,0.95,0.74,0.71,0.79,0.62,0.62,0.7,0.64,0.59,0.54,0.56,0.55,0.54,0.53,0.51,0.52,0.48,0.4,0.47,0.44,0.43,0.44,0.37,0.35,0.41,0.35,0.35,0.3,0.29,0.33,0.32,0.3,0.29,0.3,0.28,0.3,0.26,0.29,0.31,0.27,0.26,0.29,0.3,0.26,0.27,0.25,0.24,0.21,0.24,0.2,0.2,0.19,0.21,0.2,0.22,0.19,0.18,0.21,0.18,0.19,0.18,0.18,0.2,0.18,0.2,0.19,0.17,0.17,0.16,0.19,0.16,0.14,0.17,0.16,0.15,0.13,0.15,0.16,0.14,0.16,0.15,0.19,0.14,0.15,0.15,0.15,0.14,0.12,0.14,0.15,0.13,0.13,0.14,0.13,0.12,0.13,0.12,0.14,0.14,0.13,0.11,0.11,0.12,0.11,0.12,0.15,0.1,0.12,0.11,0.12,0.11,0.1,0.1,0.11,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.09,0.11,0.11,0.09,0.08,0.08,0.08,0.09,0.1,0.07,0.08,0.09,0.09,0.07,0.07,0.08,0.08,0.08,0.1,0.08,0.08,0.07,0.0,0.07,0.0,0.07,0.0,0.0,0.07,0.07,0.0,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.07,0.06,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.06,0.06,0.0,0.07,0.07,0.0,0.0,0.06,0.0,0.06,0.06,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,96.19
09/20/2021,4.89,4.92,4.52,3.25,3.37,2.88,2.55,2.24,2.07,2.16,2.06,1.79,1.42,1.49,1.46,1.25,0.98,1.3,1.16,1.08,0.89,0.98,0.97,1.26,0.96,1.0,0.92,0.82,0.77,0.78,0.88,0.82,0.78,0.81,0.68,0.8,0.66,1.0,0.75,0.73,0.79,0.6,0.62,0.71,0.63,0.6,0.54,0.59,0.55,0.54,0.56,0.51,0.52,0.47,0.4,0.47,0.44,0.43,0.45,0.36,0.36,0.4,0.35,0.36,0.3,0.3,0.34,0.32,0.3,0.28,0.3,0.28,0.3,0.26,0.29,0.31,0.27,0.25,0.29,0.3,0.27,0.28,0.25,0.24,0.21,0.24,0.19,0.2,0.19,0.21,0.2,0.21,0.19,0.17,0.21,0.18,0.19,0.18,0.18,0.2,0.19,0.2,0.19,0.17,0.17,0.16,0.19,0.16,0.14,0.18,0.16,0.15,0.13,0.16,0.16,0.14,0.15,0.15,0.24,0.14,0.14,0.14,0.14,0.14,0.12,0.14,0.14,0.12,0.13,0.14,0.13,0.12,0.13,0.13,0.14,0.13,0.13,0.11,0.11,0.11,0.11,0.12,0.15,0.1,0.12,0.11,0.12,0.11,0.1,0.1,0.11,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.09,0.11,0.11,0.09,0.08,0.08,0.08,0.08,0.1,0.07,0.08,0.09,0.1,0.07,0.07,0.08,0.08,0.07,0.1,0.08,0.08,0.07,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.07,0.06,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.06,0.06,0.0,0.07,0.07,0.0,0.0,0.06,0.06,0.0,0.06,0.0,0.0,0.0,0.06,0.06,0.0,0.0,0.0,96.3
09/21/2021,4.91,4.95,4.52,3.22,3.36,2.89,2.55,2.24,2.09,2.16,2.07,1.79,1.42,1.5,1.44,1.24,0.97,1.29,1.15,1.08,0.89,0.98,0.96,1.26,0.96,0.98,0.91,0.81,0.76,0.8,0.88,0.8,0.76,0.81,0.68,0.79,0.67,0.99,0.76,0.73,0.79,0.6,0.62,0.7,0.63,0.6,0.54,0.58,0.55,0.54,0.56,0.51,0.52,0.47,0.4,0.47,0.44,0.42,0.44,0.36,0.36,0.4,0.35,0.36,0.3,0.3,0.33,0.32,0.3,0.29,0.3,0.28,0.3,0.26,0.29,0.31,0.26,0.25,0.29,0.29,0.27,0.28,0.25,0.24,0.21,0.24,0.19,0.2,0.19,0.21,0.2,0.21,0.19,0.18,0.21,0.18,0.19,0.18,0.18,0.2,0.18,0.2,0.2,0.17,0.17,0.15,0.19,0.16,0.14,0.18,0.16,0.15,0.13,0.15,0.16,0.14,0.15,0.15,0.24,0.14,0.15,0.15,0.14,0.14,0.12,0.14,0.14,0.12,0.14,0.14,0.13,0.12,0.13,0.13,0.14,0.13,0.13,0.11,0.11,0.12,0.11,0.12,0.15,0.1,0.12,0.11,0.12,0.11,0.1,0.1,0.11,0.11,0.11,0.1,0.11,0.1,0.09,0.1,0.09,0.11,0.11,0.09,0.08,0.08,0.08,0.08,0.1,0.07,0.08,0.09,0.09,0.07,0.07,0.08,0.08,0.08,0.1,0.08,0.08,0.07,0.07,0.07,0.06,0.07,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.06,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.06,0.0,0.0,0.07,0.07,0.0,0.0,0.06,0.0,0.06,0.06,0.0,0.0,0.0,0.06,0.06,0.0,0.0,0.0,96.19
