,INFY.NS,HDFC.NS,RELIANCE.NS,TCS.NS,ICICIBANK.NS,LT.NS,SBIN.NS,NTPC.NS,HCLTECH.NS,POWERGRID.NS,GAIL.NS,COALINDIA.NS,GRASIM.NS,HINDALCO.NS,KOTAKBANK.NS,INDUSINDBK.NS,JSWSTEEL.NS,ONGC.NS,WIPRO.NS,ITC.NS,ULTRACEMCO.NS,TECHM.NS,SRTRANSFIN.NS,BAJAJ-AUTO.NS,PFC.NS,TATASTEEL.NS,HINDUNILVR.NS,ADANIPORTS.NS,BAJFINANCE.NS,MARUTI.NS,RECLTD.NS,HEROMOTOCO.NS,SUNPHARMA.NS,UPL.NS,BJFIN.NS,OIL.NS,SAIL.NS,LICHSGFIN.NS,DRREDDY.NS,NMDC.NS,AUROPHARMA.NS,INDUSTOWER.NS,IBULHSGFIN.NS,HINDPETRO.NS,BAJAJHLDNG.NS,ASIANPAINT.NS,AXISBANK.NS,FEDERALBNK.NS,GSPL.NS,ADANIENT.NS,AMBUJACEM.NS,BPCL.NS,CIPLA.NS,EICHERMOT.NS,BEL.NS,PETRONET.NS,TATAPOWER.NS,MPHASIS.NS,MOTHERSUMI.NS,BANDHANBNK.NS,DIVISLAB.NS,CHAMBLFERT.NS,TITAN.NS,REDINGTON.NS,MUTHOOTFIN.NS,MINDTREE.NS,ACC.NS,CHOLAFIN.NS,BALKRISIND.NS,BALRAMCHIN.NS,GODREJCP.NS,688208.SS,SUNDARMFIN.NS,IGL.NS,NHPC.NS,JSWENERGY.NS,CESC.NS,NESTLEIND.NS,SRF.NS,DEEPAKNTR.NS,ADANITRANS.NS,MANAPPURAM.NS,RAJESHEXPO.NS,COFORGE.NS,PERSISTENT.NS,GLENMARK.NS,CADILAHC.NS,L&TFH.NS,CUMMINSIND.NS,NCC.NS,LTI.NS,DABUR.NS,HINDZINC.NS,JKPAPER.NS,DCMSHRIRAM.NS,MARICO.NS,PTC.NS,HAVELLS.NS,APOLLOHOSP.NS,GUJGASLTD.NS,CYIENT.NS,TATACONSUM.NS,GNFC.NS,CROMPTON.NS,TORNTPOWER.NS,BSOFT.NS,BRITANNIA.NS,PIIND.NS,SIEMENS.NS,BHARATFORG.NS,PIDILITIND.NS,EXIDEIND.NS,VOLTAS.NS,NAVINFLUOR.NS,CASTROLIND.NS,MGL.NS,COROMANDEL.NS,LINDEINDIA.NS,SHREECEM.NS,ATUL.NS,IRB.NS,ASHOKLEY.NS,RAMCOCEM.NS,NATCOPHARM.NS,AARTIIND.NS,AIAENG.NS,JUBLPHARMA.NS,BIRLACORPN.NS,HFCL.NS,FINCABLES.NS,SBILIFE.NS,OBEROIRLTY.NS,WELCORP.NS,SUNTV.NS,COLPAL.NS,APLAPOLLO.NS,ESCORTS.NS,M&MFIN.NS,CHOLAHLDNG.NS,ICICIPRULI.NS,DCBBANK.NS,EIDPARRY.NS,BIOCON.NS,FSL.NS,BERGEPAINT.NS,JKLAKSHMI.NS,KEC.NS,LTTS.NS,CENTURYTEX.NS,JUBLFOOD.NS,JKCEMENT.NS,TORNTPHARM.NS,SUPREMEIND.NS,APOLLOTYRE.NS,SUVENPHAR.NS,OFSS.NS,688208.SS.1,CANFINHOME.NS,INDHOTEL.NS,TVSMOTOR.NS,SONATSOFTW.NS,KEI.NS,JKTYRE.NS,JUSTDIAL.NS,JUBLINGREA.NS,EQUITAS.NS,ENGINERSIN.NS,AMARAJABAT.NS,FINPIPE.NS,DMART.NS,RBLBANK.NS,CUB.NS,WELSPUNIND.NS,GRANULES.NS,TATAELXSI.NS,IPCALAB.NS,ALKEM.NS,MFSL.NS,ISEC.NS,MCDOWELL-N.NS,YESBANK.NS,TRIDENT.NS,GPPL.NS,NIACL.NS,M&M.NS,RAIN.NS,HDFCLIFE.NS,GUJALKALI.NS,TIINDIA.NS,SCI.NS,KNRCON.NS,BBTC.NS,GESHIP.NS,STLTECH.NS,KIRIINDUS.NS,WHIRLPOOL.NS,ICICIGI.NS,SKFINDIA.NS,RADICO.NS,ECLERX.NS,IOC.NS,VEDL.NS,BAJAJFINSV.NS,ZEEL.NS,JINDALSTEL.NS,HAL.NS,INDIANB.NS,LUPIN.NS,UFLEX.NS,CANBK.NS,PNB.NS,NATIONALUM.NS,LAURUSLABS.NS,PEL.NS,UNIONBANK.NS,AUBANK.NS,NAUKRI.NS,TATACOMM.NS,IRFC.NS,BCG.NS,KTKBANK.NS,PRESTIGE.NS,POLYPLEX.NS,GSFC.NS,APLLTD.NS,KARURVYSYA.NS,IOLCP.NS,ATGL.NS,GICRE.NS,NBVENTURES.NS,JSLHISAR.NS,SUM
07/09/2021,7.51,7.33,5.35,3.72,2.99,2.23,2.05,1.92,1.92,1.91,1.87,1.67,1.62,1.51,1.48,1.31,1.24,1.24,1.21,1.18,1.12,1.03,0.97,0.96,0.95,0.91,0.91,0.9,0.88,0.81,0.78,0.66,0.64,0.61,0.6,0.6,0.6,0.57,0.56,0.56,0.54,0.52,0.52,0.52,0.51,0.51,0.5,0.5,0.44,0.42,0.4,0.4,0.4,0.38,0.38,0.37,0.35,0.33,0.33,0.33,0.33,0.33,0.31,0.31,0.31,0.3,0.28,0.27,0.27,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.24,0.23,0.23,0.23,0.23,0.22,0.22,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.67000000000002
11/12/2021,5.31,5.37,8.26,3.1,3.59,1.92,1.49,2.76,1.73,1.98,0.95,1.43,0.99,0.88,1.63,0.68,1.14,1.76,0.89,1.06,0.72,0.88,0.57,0.44,1.48,1.27,0.91,0.69,0.75,0.59,1.07,0.52,0.59,0.56,0.0,0.55,0.5,0.49,0.46,0.67,0.79,0.47,0.17,1.88,0.34,0.48,1.37,0.38,0.27,0.15,0.39,1.68,0.43,0.25,0.37,0.5,0.28,0.24,0.17,0.24,0.32,0.3,0.35,0.2,0.28,0.16,0.25,0.28,0.27,0.18,0.27,0.0,0.21,0.19,0.26,0.16,0.27,0.24,0.27,0.17,0.12,0.29,0.0,0.1,0.13,0.15,0.16,0.1,0.13,0.09,0.17,0.19,0.17,0.13,0.14,0.18,0.19,0.23,0.1,0.13,0.11,0.17,0.19,0.16,0.17,0.11,0.17,0.15,0.15,0.0,0.15,0.13,0.16,0.09,0.08,0.12,0.11,0.0,0.13,0.13,0.0,0.0,0.12,0.09,0.11,0.11,0.12,0.12,0.0,0.08,0.13,0.15,0.16,0.1,0.1,0.1,0.13,0.12,0.11,0.11,0.0,0.1,0.09,0.08,0.1,0.1,0.09,0.11,0.0,0.12,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.12,0.0,0.08,0.0,0.11,0.09,0.0,0.08,0.11,0.0,0.0,0.09,0.11,0.0,0.08,0.11,0.09,0.1,0.12,0.1,0.0,0.08,0.08,0.0,0.08,0.0,0.0,0.39,0.09,0.08,0.12,0.08,0.08,0.08,0.0,0.26,0.0,0.0,0.0,0.11,0.0,0.0,0.0,2.05,1.14,0.48,0.42,0.41,0.2,0.2,0.17,0.17,0.15,0.15,0.15,0.14,0.14,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.1,0.1,0.09,0.08,0.08,0.08,0.0,95.25
02/07/2022,5.39,4.83,7.68,3.01,3.96,2.08,1.74,2.71,1.46,2.2,0.84,1.35,1.01,0.87,1.48,0.52,1.03,2.06,0.78,0.97,0.69,0.93,0.53,0.4,1.25,1.11,0.76,0.65,0.64,0.68,0.92,0.49,0.59,0.6,0.0,0.49,0.43,0.43,0.4,0.64,0.68,0.38,0.21,1.93,0.35,0.46,1.35,0.45,0.25,0.16,0.35,1.51,0.4,0.23,0.38,0.44,0.43,0.24,0.14,0.27,0.27,0.38,0.38,0.23,0.27,0.15,0.25,0.31,0.25,0.21,0.23,0.0,0.19,0.14,0.26,0.12,0.25,0.22,0.25,0.16,0.15,0.26,0.09,0.09,0.16,0.14,0.12,0.08,0.12,0.08,0.18,0.16,0.17,0.12,0.15,0.16,0.15,0.2,0.1,0.14,0.09,0.15,0.2,0.14,0.18,0.13,0.15,0.11,0.16,0.0,0.15,0.13,0.14,0.09,0.0,0.09,0.1,0.0,0.11,0.12,0.08,0.0,0.1,0.09,0.12,0.09,0.1,0.11,0.08,0.08,0.13,0.14,0.2,0.1,0.09,0.11,0.16,0.1,0.11,0.09,0.0,0.12,0.09,0.0,0.09,0.09,0.1,0.11,0.0,0.1,0.11,0.08,0.09,0.0,0.1,0.0,0.0,0.1,0.0,0.09,0.0,0.13,0.08,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.07,0.09,0.08,0.13,0.1,0.08,0.0,0.08,0.08,0.0,0.17,0.0,0.0,0.42,0.08,0.0,0.12,0.09,0.08,0.09,0.0,0.22,0.0,0.0,0.0,0.09,0.09,0.09,0.0,2.01,1.25,0.41,0.4,0.4,0.14,0.22,0.16,0.16,0.22,0.15,0.17,0.11,0.12,0.17,0.14,0.09,0.11,0.12,0.35,0.11,0.11,0.12,0.1,0.09,0.1,0.0,0.1,0.08,0.08,0.08,92.67000000000002
