,OMCL,SAIA,GTLS,NEO,GME,POWI,MSTR,IIPR,EXPO,ENSG,BCPC,AEIS,TRUP,LPSN,VIAV,ALRM,SHAK,STMP,SPSC,EXLS,LGIH,WDFC,MTH,ONTO,VG,DIOD,MED,LCII,EPRT,RCII,KWR,MMSI,SFBS,FELE,LTHM,EGHT,WD,MXL,DORM,REGI,BMI,AMN,FORM,MATX,FIX,PRFT,IBP,SNBR,EVTC,WTS,JBT,MDRX,AAON,PCRX,PRLB,GDOT,VCEL,ROCK,IRBT,ADC,GKOS,FWRD,CELH,VSTO,FSS,AX,HSKA,CORT,VICR,RRC,SEM,ITRI,UFPI,COOP,SSTK,CNMD,UCTT,AVAV,HI,FN,AIT,DDD,MODV,CCOI,BIG,XNCR,BGS,SHEN,ROG,SWN,VRTS,CYH,ARNC,TTEC,NMIH,CBU,CCS,TTGT,AVNS,PRAA,UNF,COHU,KLIC,CWT,FUL,PLMR,OMI,TBK,AWR,MDC,AJRD,SPXC,MTDR,LMNX,PATK,SUPN,FLGT,MANT,UNIT,CVET,THRM,DIN,EAT,ACA,HIBB,EHTH,ALG,KFY,PLXS,BOOT,ESE,BSIG,SMPL,CYTK,SCL,JOE,XPER,PGTI,RGNX,AIN,PRGS,MLAB,ADUS,SHOO,ALGT,ITGR,LXP,FCPT,FBC,KTB,CTRE,AGYS,SAFE,WGO,CENTA,PIPR,RMBS,CVCO,TUP,JJSF,CHCT,JYNT,TRHC,PNTG,FIZZ,LNN,CPK,UNFI,BOOM,WWW,CEVA,SNEX,BRC,CVBF,HZO,FLOW,TCMD,LMAT,MD,VIVO,POLY,MRTN,MLI,IRT,RILY,RGR,MOG.A,OSIS,PSMT,BCEI,VGR,QNST,CASH,RAVN,CHRS,LZB,EPAY,PRK,OSPN,INVA,CSII,ASTE,IOSP,CAKE,MYRG,STATE STREET INSTITUTIONAL LIQ STATE STR,INDB,COLL,CALM,ACLS,AMEH,USPH,CRVL,MSEX,COKE,CBB,ILPT,NXRT,BLFS,LGND,SLQT,CSR,n/a,TBBK,OPRX,SUM
09/22/2021,1.43,0.0,1.4,1.22,0.0,1.33,0.0,1.14,1.23,0.84,0.93,0.69,0.58,0.91,0.75,0.77,0.68,1.24,1.1,0.83,0.7,0.64,0.82,0.78,0.85,0.87,0.53,0.69,0.72,0.77,0.66,0.75,0.74,0.65,0.83,0.57,0.67,0.74,0.55,0.5,0.62,0.69,0.61,0.74,0.52,0.78,0.58,0.46,0.56,0.62,0.61,0.37,0.56,0.51,0.43,0.56,0.5,0.46,0.48,0.5,0.33,0.46,0.73,0.49,0.49,0.5,0.57,0.44,0.57,0.58,0.39,0.38,0.45,0.71,0.57,0.44,0.43,0.41,0.41,0.5,0.41,0.36,0.45,0.4,0.34,0.41,0.4,0.2,0.38,0.39,0.48,0.29,0.41,0.37,0.38,0.35,0.4,0.47,0.33,0.38,0.36,0.33,0.42,0.37,0.33,0.43,0.28,0.4,0.36,0.35,0.29,0.29,0.3,0.0,0.37,0.3,0.36,0.3,0.39,0.26,0.36,0.29,0.25,0.27,0.24,0.18,0.3,0.33,0.29,0.33,0.25,0.32,0.27,0.58,0.26,0.29,0.27,0.24,0.35,0.26,0.27,0.34,0.28,0.25,0.26,0.25,0.27,0.24,0.33,0.24,0.22,0.21,0.22,0.24,0.21,0.25,0.22,0.26,0.22,0.2,0.23,0.31,0.0,0.17,0.25,0.21,0.23,0.23,0.0,0.21,0.21,0.23,0.19,0.21,0.22,0.25,0.18,0.22,0.2,0.18,0.0,0.19,0.19,0.21,0.0,0.17,0.17,0.17,0.18,0.28,0.0,0.18,0.19,0.18,0.23,0.0,0.2,0.19,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.17,0.0,0.0,0.22,0.47,0.17,0.21,0.17,0.0,0.0,0.0,0.16,0.28,0.26,0.25,0.0,0.0,0.0,0.0,86.53
09/23/2021,1.41,0.0,1.41,1.21,0.0,1.34,0.0,1.17,1.25,0.84,0.95,0.68,0.59,0.9,0.75,0.76,0.67,1.27,1.13,0.84,0.68,0.64,0.8,0.77,0.85,0.87,0.53,0.67,0.72,0.77,0.66,0.76,0.74,0.66,0.79,0.56,0.67,0.73,0.56,0.5,0.62,0.69,0.62,0.73,0.53,0.78,0.57,0.47,0.57,0.63,0.62,0.36,0.57,0.52,0.42,0.57,0.47,0.46,0.47,0.51,0.32,0.47,0.71,0.49,0.49,0.5,0.56,0.45,0.56,0.58,0.4,0.38,0.46,0.72,0.58,0.44,0.42,0.41,0.42,0.49,0.41,0.34,0.44,0.4,0.35,0.41,0.41,0.21,0.38,0.39,0.46,0.28,0.41,0.35,0.39,0.35,0.39,0.44,0.33,0.4,0.36,0.33,0.43,0.38,0.34,0.43,0.28,0.41,0.37,0.35,0.29,0.3,0.29,0.0,0.37,0.3,0.36,0.3,0.4,0.25,0.36,0.3,0.26,0.27,0.25,0.18,0.29,0.33,0.29,0.33,0.25,0.33,0.27,0.57,0.27,0.29,0.26,0.24,0.34,0.26,0.27,0.35,0.28,0.25,0.27,0.24,0.28,0.24,0.33,0.23,0.22,0.21,0.22,0.24,0.21,0.24,0.22,0.26,0.23,0.2,0.24,0.29,0.0,0.0,0.25,0.21,0.23,0.23,0.0,0.21,0.21,0.23,0.2,0.21,0.22,0.26,0.18,0.22,0.2,0.18,0.0,0.19,0.2,0.22,0.0,0.17,0.18,0.17,0.18,0.28,0.0,0.18,0.19,0.18,0.23,0.0,0.2,0.19,0.0,0.21,0.0,0.0,0.0,0.0,0.2,0.0,0.18,0.0,0.0,0.22,0.41,0.17,0.21,0.18,0.0,0.0,0.0,0.17,0.29,0.25,0.24,0.17,0.0,0.0,0.0,86.57000000000002
09/24/2021,1.44,0.0,1.42,1.18,0.0,1.35,0.99,1.16,1.24,0.84,0.94,0.69,0.58,0.91,0.75,0.76,0.63,1.25,1.12,0.85,0.71,0.64,0.83,0.79,0.81,0.83,0.54,0.69,0.72,0.77,0.66,0.73,0.72,0.66,0.82,0.56,0.69,0.73,0.55,0.48,0.62,0.69,0.61,0.75,0.52,0.79,0.56,0.49,0.57,0.63,0.61,0.42,0.56,0.51,0.44,0.56,0.5,0.47,0.48,0.5,0.33,0.47,0.64,0.5,0.49,0.49,0.54,0.45,0.58,0.58,0.4,0.38,0.46,0.57,0.55,0.44,0.42,0.4,0.43,0.5,0.41,0.37,0.45,0.41,0.32,0.42,0.41,0.21,0.39,0.38,0.48,0.29,0.37,0.37,0.39,0.35,0.4,0.44,0.33,0.39,0.36,0.34,0.43,0.36,0.34,0.39,0.28,0.4,0.36,0.35,0.29,0.3,0.3,0.0,0.37,0.3,0.34,0.3,0.4,0.25,0.37,0.29,0.26,0.27,0.26,0.21,0.3,0.33,0.3,0.33,0.25,0.33,0.27,0.58,0.27,0.28,0.27,0.24,0.32,0.25,0.28,0.32,0.27,0.25,0.26,0.25,0.28,0.24,0.3,0.24,0.22,0.23,0.24,0.25,0.21,0.25,0.23,0.26,0.23,0.21,0.23,0.29,0.0,0.17,0.25,0.21,0.23,0.23,0.0,0.21,0.22,0.23,0.19,0.21,0.23,0.26,0.19,0.2,0.2,0.18,0.0,0.18,0.2,0.21,0.0,0.17,0.18,0.17,0.18,0.17,0.0,0.18,0.19,0.18,0.24,0.0,0.2,0.19,0.0,0.21,0.0,0.0,0.0,0.0,0.2,0.0,0.17,0.0,0.0,0.22,0.17,0.17,0.21,0.17,0.0,0.0,0.0,0.17,0.31,0.26,0.0,0.0,0.0,0.0,0.0,86.80000000000001
09/27/2021,1.39,0.0,1.47,1.25,0.0,1.31,0.0,1.2,1.25,0.81,0.96,0.71,0.61,0.91,0.73,0.77,0.67,1.23,1.2,0.84,0.66,0.63,0.77,0.78,0.84,0.87,0.5,0.66,0.7,0.77,0.67,0.76,0.76,0.66,0.81,0.56,0.68,0.75,0.57,0.5,0.63,0.7,0.64,0.73,0.54,0.82,0.54,0.48,0.57,0.63,0.62,0.35,0.57,0.53,0.41,0.56,0.48,0.45,0.46,0.48,0.32,0.48,0.75,0.49,0.5,0.51,0.58,0.44,0.6,0.6,0.39,0.38,0.45,0.71,0.57,0.44,0.43,0.39,0.41,0.5,0.42,0.35,0.43,0.4,0.33,0.41,0.4,0.2,0.38,0.38,0.47,0.29,0.4,0.36,0.39,0.34,0.39,0.46,0.31,0.38,0.36,0.33,0.41,0.37,0.36,0.42,0.27,0.42,0.35,0.34,0.28,0.3,0.33,0.0,0.37,0.29,0.34,0.28,0.39,0.25,0.37,0.3,0.27,0.27,0.25,0.17,0.3,0.34,0.3,0.35,0.24,0.33,0.28,0.57,0.26,0.28,0.26,0.24,0.33,0.26,0.27,0.34,0.27,0.26,0.27,0.25,0.27,0.24,0.32,0.23,0.22,0.21,0.22,0.23,0.21,0.26,0.21,0.25,0.23,0.2,0.23,0.31,0.0,0.17,0.25,0.21,0.22,0.23,0.0,0.21,0.21,0.23,0.2,0.21,0.23,0.25,0.18,0.22,0.2,0.17,0.0,0.19,0.19,0.22,0.0,0.17,0.18,0.17,0.17,0.29,0.0,0.18,0.19,0.18,0.23,0.0,0.19,0.19,0.0,0.21,0.0,0.0,0.0,0.0,0.19,0.0,0.18,0.0,0.17,0.22,0.47,0.17,0.22,0.17,0.0,0.0,0.0,0.0,0.28,0.25,0.23,0.0,0.0,0.0,0.0,86.65
09/28/2021,1.38,0.0,1.46,1.18,0.0,1.31,0.0,1.2,1.28,0.81,0.96,0.71,0.6,0.84,0.73,0.77,0.69,1.24,1.23,0.84,0.66,0.64,0.78,0.77,0.84,0.88,0.49,0.67,0.69,0.74,0.66,0.75,0.77,0.66,0.79,0.57,0.67,0.76,0.57,0.49,0.64,0.7,0.64,0.72,0.54,0.83,0.54,0.48,0.57,0.63,0.6,0.35,0.57,0.53,0.41,0.56,0.47,0.45,0.47,0.48,0.31,0.48,0.77,0.49,0.5,0.51,0.56,0.43,0.6,0.62,0.4,0.38,0.44,0.71,0.57,0.43,0.43,0.4,0.41,0.5,0.43,0.35,0.45,0.4,0.33,0.41,0.4,0.2,0.39,0.38,0.48,0.3,0.39,0.36,0.38,0.35,0.39,0.47,0.31,0.38,0.36,0.33,0.41,0.37,0.36,0.42,0.25,0.42,0.36,0.34,0.29,0.3,0.32,0.0,0.37,0.3,0.34,0.29,0.39,0.24,0.37,0.3,0.26,0.26,0.23,0.19,0.29,0.34,0.3,0.35,0.24,0.33,0.27,0.57,0.26,0.28,0.26,0.24,0.33,0.26,0.31,0.34,0.27,0.26,0.28,0.25,0.26,0.24,0.33,0.23,0.21,0.21,0.21,0.24,0.21,0.26,0.22,0.25,0.22,0.2,0.23,0.3,0.0,0.0,0.25,0.21,0.22,0.23,0.0,0.21,0.21,0.23,0.2,0.21,0.22,0.25,0.18,0.22,0.2,0.17,0.0,0.19,0.19,0.22,0.0,0.17,0.18,0.17,0.17,0.29,0.0,0.18,0.19,0.18,0.23,0.0,0.2,0.2,0.0,0.21,0.0,0.0,0.0,0.17,0.2,0.0,0.18,0.0,0.17,0.22,0.46,0.17,0.23,0.17,0.0,0.0,0.0,0.0,0.28,0.25,0.23,0.0,0.0,0.0,0.0,86.58000000000001
09/29/2021,1.38,0.0,1.46,1.18,0.0,1.31,0.0,1.2,1.28,0.81,0.96,0.71,0.6,0.84,0.73,0.77,0.69,1.24,1.23,0.84,0.66,0.64,0.78,0.77,0.84,0.88,0.49,0.67,0.69,0.74,0.66,0.75,0.77,0.66,0.79,0.57,0.67,0.76,0.57,0.49,0.64,0.7,0.64,0.72,0.54,0.83,0.54,0.48,0.57,0.63,0.6,0.35,0.57,0.53,0.41,0.56,0.47,0.45,0.47,0.48,0.31,0.48,0.77,0.49,0.5,0.51,0.56,0.43,0.6,0.62,0.4,0.38,0.44,0.71,0.57,0.43,0.43,0.4,0.41,0.5,0.43,0.35,0.45,0.4,0.33,0.41,0.4,0.2,0.39,0.38,0.48,0.3,0.39,0.36,0.38,0.35,0.39,0.47,0.31,0.38,0.36,0.33,0.41,0.37,0.36,0.42,0.25,0.42,0.36,0.34,0.29,0.3,0.32,0.0,0.37,0.3,0.34,0.29,0.39,0.24,0.37,0.3,0.26,0.26,0.23,0.19,0.29,0.34,0.3,0.35,0.24,0.33,0.27,0.57,0.26,0.28,0.26,0.24,0.33,0.26,0.31,0.34,0.27,0.26,0.28,0.25,0.26,0.24,0.33,0.23,0.21,0.21,0.21,0.24,0.21,0.26,0.22,0.25,0.22,0.2,0.23,0.3,0.0,0.0,0.25,0.21,0.22,0.23,0.0,0.21,0.21,0.23,0.2,0.21,0.22,0.25,0.18,0.22,0.2,0.17,0.0,0.19,0.19,0.22,0.0,0.17,0.18,0.17,0.17,0.29,0.0,0.18,0.19,0.18,0.23,0.0,0.2,0.2,0.0,0.21,0.0,0.0,0.0,0.17,0.2,0.0,0.18,0.0,0.17,0.22,0.46,0.17,0.23,0.17,0.0,0.0,0.0,0.0,0.28,0.25,0.23,0.0,0.0,0.0,0.0,86.58000000000001
09/30/2021,1.35,0.0,1.44,1.17,0.0,1.3,0.0,1.17,1.25,0.82,0.97,0.71,0.6,0.82,0.73,0.77,0.66,1.22,1.18,0.83,0.67,0.64,0.78,0.77,0.84,0.87,0.5,0.67,0.69,0.75,0.67,0.75,0.79,0.66,0.78,0.57,0.68,0.75,0.57,0.51,0.64,0.69,0.63,0.73,0.55,0.81,0.54,0.5,0.57,0.63,0.61,0.35,0.56,0.53,0.4,0.56,0.46,0.45,0.47,0.47,0.31,0.48,0.71,0.49,0.49,0.52,0.55,0.44,0.59,0.67,0.4,0.38,0.45,0.72,0.57,0.43,0.43,0.4,0.42,0.5,0.44,0.36,0.45,0.39,0.35,0.41,0.4,0.2,0.39,0.46,0.47,0.3,0.4,0.36,0.39,0.35,0.4,0.45,0.31,0.39,0.36,0.33,0.39,0.36,0.36,0.42,0.25,0.43,0.35,0.34,0.29,0.29,0.35,0.0,0.38,0.3,0.34,0.29,0.38,0.24,0.37,0.3,0.27,0.27,0.24,0.2,0.29,0.34,0.3,0.35,0.24,0.32,0.27,0.59,0.26,0.29,0.26,0.24,0.33,0.26,0.29,0.33,0.28,0.26,0.27,0.25,0.26,0.23,0.33,0.24,0.21,0.21,0.2,0.24,0.22,0.27,0.21,0.25,0.23,0.2,0.22,0.3,0.0,0.0,0.25,0.2,0.22,0.23,0.0,0.21,0.21,0.23,0.2,0.22,0.23,0.24,0.18,0.22,0.2,0.17,0.0,0.19,0.2,0.21,0.0,0.17,0.18,0.17,0.17,0.3,0.17,0.18,0.19,0.18,0.23,0.0,0.19,0.2,0.0,0.22,0.0,0.0,0.0,0.17,0.2,0.0,0.18,0.0,0.0,0.22,0.48,0.17,0.22,0.17,0.0,0.0,0.0,0.0,0.26,0.25,0.23,0.0,0.0,0.0,0.0,86.52000000000001
10/01/2021,1.33,0.0,1.43,1.17,0.0,1.27,0.0,1.16,1.24,0.82,1.01,0.71,0.57,0.79,0.74,0.75,0.66,1.25,1.2,0.85,0.66,0.65,0.77,0.76,0.83,0.86,0.49,0.7,0.69,0.73,0.67,0.75,0.8,0.66,0.77,0.55,0.67,0.73,0.58,0.52,0.63,0.68,0.61,0.73,0.54,0.8,0.54,0.51,0.57,0.63,0.61,0.35,0.57,0.52,0.39,0.56,0.46,0.45,0.47,0.48,0.31,0.48,0.71,0.49,0.49,0.53,0.55,0.43,0.59,0.66,0.41,0.38,0.45,0.72,0.56,0.44,0.42,0.41,0.42,0.5,0.44,0.35,0.47,0.39,0.35,0.4,0.41,0.21,0.39,0.46,0.47,0.3,0.41,0.35,0.4,0.36,0.39,0.44,0.31,0.39,0.36,0.32,0.39,0.37,0.37,0.39,0.25,0.44,0.35,0.33,0.3,0.29,0.36,0.0,0.39,0.3,0.35,0.29,0.38,0.23,0.37,0.3,0.26,0.27,0.24,0.2,0.29,0.34,0.31,0.35,0.24,0.32,0.27,0.59,0.27,0.29,0.26,0.24,0.34,0.26,0.29,0.33,0.27,0.26,0.28,0.24,0.27,0.24,0.34,0.25,0.21,0.2,0.2,0.26,0.22,0.26,0.21,0.25,0.23,0.2,0.22,0.3,0.0,0.0,0.25,0.21,0.22,0.29,0.0,0.21,0.2,0.23,0.2,0.22,0.22,0.24,0.18,0.22,0.2,0.17,0.0,0.2,0.2,0.22,0.0,0.17,0.18,0.17,0.17,0.3,0.17,0.18,0.19,0.18,0.22,0.0,0.19,0.2,0.0,0.22,0.0,0.0,0.17,0.0,0.2,0.0,0.19,0.0,0.0,0.21,0.46,0.17,0.22,0.17,0.0,0.0,0.0,0.0,0.25,0.25,0.22,0.0,0.0,0.0,0.0,86.46000000000001
10/04/2021,1.35,0.0,1.42,1.24,0.0,1.25,0.0,1.16,1.23,0.82,0.98,0.7,0.56,0.8,0.75,0.75,0.64,1.26,1.21,0.85,0.64,0.66,0.76,0.74,0.85,0.85,0.47,0.71,0.69,0.71,0.67,0.76,0.79,0.65,0.78,0.55,0.69,0.72,0.57,0.53,0.62,0.71,0.61,0.73,0.54,0.8,0.53,0.46,0.57,0.63,0.57,0.35,0.57,0.52,0.39,0.57,0.48,0.48,0.46,0.48,0.3,0.47,0.71,0.48,0.49,0.57,0.58,0.43,0.6,0.7,0.41,0.37,0.45,0.74,0.56,0.45,0.4,0.41,0.43,0.49,0.45,0.34,0.47,0.4,0.31,0.4,0.4,0.21,0.39,0.45,0.47,0.3,0.4,0.36,0.4,0.36,0.38,0.44,0.31,0.4,0.35,0.32,0.37,0.37,0.36,0.41,0.26,0.49,0.36,0.33,0.3,0.29,0.38,0.0,0.39,0.3,0.36,0.3,0.39,0.23,0.37,0.29,0.25,0.27,0.22,0.2,0.29,0.34,0.3,0.33,0.25,0.33,0.27,0.62,0.27,0.29,0.26,0.24,0.33,0.26,0.29,0.33,0.27,0.25,0.27,0.25,0.27,0.24,0.34,0.22,0.21,0.21,0.2,0.26,0.22,0.26,0.21,0.25,0.22,0.2,0.22,0.29,0.0,0.0,0.26,0.21,0.22,0.3,0.0,0.19,0.2,0.23,0.2,0.22,0.22,0.24,0.18,0.21,0.2,0.18,0.0,0.2,0.2,0.22,0.0,0.17,0.18,0.18,0.17,0.31,0.17,0.18,0.2,0.18,0.21,0.0,0.19,0.2,0.0,0.22,0.0,0.0,0.0,0.0,0.2,0.0,0.19,0.0,0.17,0.21,0.45,0.0,0.23,0.17,0.0,0.0,0.0,0.17,0.26,0.25,0.22,0.0,0.0,0.0,0.0,86.49000000000001
10/05/2021,1.37,0.0,1.46,1.22,0.0,1.24,0.0,1.15,1.22,0.81,0.99,0.7,0.56,0.81,0.75,0.75,0.65,1.24,1.2,0.86,0.63,0.66,0.75,0.74,0.85,0.85,0.47,0.71,0.69,0.7,0.67,0.75,0.8,0.65,0.79,0.56,0.7,0.72,0.56,0.53,0.61,0.7,0.61,0.74,0.55,0.81,0.51,0.46,0.57,0.63,0.57,0.35,0.57,0.52,0.38,0.58,0.48,0.47,0.46,0.47,0.3,0.46,0.73,0.48,0.5,0.58,0.56,0.43,0.6,0.7,0.41,0.37,0.44,0.74,0.56,0.45,0.39,0.41,0.43,0.49,0.45,0.33,0.47,0.4,0.3,0.4,0.4,0.21,0.39,0.44,0.47,0.31,0.41,0.36,0.41,0.36,0.38,0.43,0.31,0.4,0.35,0.32,0.37,0.37,0.36,0.4,0.26,0.5,0.35,0.32,0.29,0.3,0.38,0.0,0.4,0.3,0.33,0.3,0.38,0.23,0.37,0.31,0.26,0.28,0.22,0.2,0.29,0.34,0.3,0.33,0.25,0.32,0.28,0.63,0.27,0.3,0.26,0.24,0.31,0.26,0.29,0.33,0.26,0.25,0.27,0.25,0.27,0.24,0.35,0.23,0.21,0.22,0.2,0.27,0.22,0.26,0.21,0.25,0.22,0.2,0.22,0.28,0.0,0.0,0.25,0.21,0.23,0.3,0.0,0.2,0.2,0.23,0.2,0.22,0.23,0.24,0.19,0.21,0.2,0.18,0.0,0.19,0.2,0.22,0.0,0.17,0.18,0.17,0.17,0.31,0.18,0.18,0.2,0.18,0.22,0.0,0.19,0.2,0.0,0.22,0.0,0.0,0.0,0.17,0.2,0.0,0.19,0.0,0.0,0.21,0.44,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.25,0.24,0.22,0.0,0.19,0.17,0.0,86.47000000000001
10/06/2021,1.37,0.0,1.46,1.22,0.0,1.24,0.0,1.15,1.22,0.81,0.99,0.7,0.56,0.81,0.75,0.75,0.65,1.24,1.2,0.86,0.63,0.66,0.75,0.74,0.85,0.85,0.47,0.71,0.69,0.7,0.67,0.75,0.8,0.65,0.79,0.56,0.7,0.72,0.56,0.53,0.61,0.7,0.61,0.74,0.55,0.81,0.51,0.46,0.57,0.63,0.57,0.35,0.57,0.52,0.38,0.58,0.48,0.47,0.46,0.47,0.3,0.46,0.73,0.48,0.5,0.58,0.56,0.43,0.6,0.7,0.41,0.37,0.44,0.74,0.56,0.45,0.39,0.41,0.43,0.49,0.45,0.33,0.47,0.4,0.3,0.4,0.4,0.21,0.39,0.44,0.47,0.31,0.41,0.36,0.41,0.36,0.38,0.43,0.31,0.4,0.35,0.32,0.37,0.37,0.36,0.4,0.26,0.5,0.35,0.32,0.29,0.3,0.38,0.0,0.4,0.3,0.33,0.3,0.38,0.23,0.37,0.31,0.26,0.28,0.22,0.2,0.29,0.34,0.3,0.33,0.25,0.32,0.28,0.63,0.27,0.3,0.26,0.24,0.31,0.26,0.29,0.33,0.26,0.25,0.27,0.25,0.27,0.24,0.35,0.23,0.21,0.22,0.2,0.27,0.22,0.26,0.21,0.25,0.22,0.2,0.22,0.28,0.0,0.0,0.25,0.21,0.23,0.3,0.0,0.2,0.2,0.23,0.2,0.22,0.23,0.24,0.19,0.21,0.2,0.18,0.0,0.19,0.2,0.22,0.0,0.17,0.18,0.17,0.17,0.31,0.18,0.18,0.2,0.18,0.22,0.0,0.19,0.2,0.0,0.22,0.0,0.0,0.0,0.17,0.2,0.0,0.19,0.0,0.0,0.21,0.44,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.25,0.24,0.22,0.0,0.19,0.17,0.0,86.47000000000001
10/07/2021,1.4,0.0,1.48,1.1,0.0,1.22,0.0,1.13,1.23,0.82,1.01,0.68,0.55,0.8,0.73,0.74,0.63,1.24,1.16,0.87,0.63,0.66,0.76,0.74,0.85,0.82,0.46,0.72,0.7,0.71,0.68,0.74,0.8,0.66,0.77,0.54,0.71,0.7,0.59,0.54,0.62,0.73,0.58,0.74,0.57,0.82,0.52,0.46,0.58,0.63,0.59,0.35,0.58,0.46,0.38,0.58,0.48,0.47,0.46,0.48,0.28,0.47,0.72,0.49,0.51,0.59,0.55,0.42,0.64,0.75,0.41,0.36,0.45,0.74,0.56,0.44,0.39,0.41,0.45,0.49,0.46,0.31,0.47,0.41,0.3,0.43,0.41,0.21,0.38,0.44,0.47,0.31,0.4,0.35,0.41,0.37,0.39,0.42,0.31,0.41,0.35,0.31,0.35,0.38,0.36,0.4,0.26,0.52,0.36,0.32,0.29,0.3,0.4,0.0,0.41,0.29,0.31,0.3,0.39,0.24,0.39,0.3,0.26,0.27,0.22,0.19,0.29,0.35,0.3,0.33,0.25,0.32,0.27,0.63,0.27,0.29,0.25,0.24,0.25,0.26,0.29,0.32,0.25,0.25,0.28,0.25,0.26,0.24,0.35,0.23,0.21,0.21,0.2,0.28,0.22,0.26,0.21,0.25,0.22,0.2,0.22,0.27,0.0,0.0,0.25,0.21,0.23,0.29,0.0,0.2,0.19,0.23,0.2,0.22,0.23,0.24,0.18,0.21,0.2,0.17,0.0,0.19,0.2,0.22,0.0,0.17,0.18,0.17,0.17,0.31,0.18,0.18,0.2,0.18,0.21,0.0,0.18,0.21,0.0,0.22,0.0,0.0,0.0,0.17,0.19,0.0,0.19,0.0,0.0,0.2,0.44,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.24,0.23,0.21,0.0,0.2,0.0,0.31,86.41
