,2330.TW,700.HK,9988.HK,NESN.SW,005930.KS,ASML.AS,ROG.SW,MC.PA,NOVN.SW,7203.T,SHOP,AZN.L,ULVR.L,1299.HK,SAP.DE,NOVO B.CO,RY.TO,3690.HK,6758.T,CBA.AX,TD.TO,SIE.DE,HSBA.L,SAN.PA,TTE.PA,DGE.L,OR.PA,BHP.AX,6861.T,GSK.L,ALV.DE,CSL.AX,RIO.L,SU.PA,VALE3.SA,BP.L,NPN.JO,9984.T,BATS.L,RDSA.AS,RELIANCE.NS,ENB.TO,AI.PA,939.HK,ENEL.MI,AIR.PA,DAI.DE,BNS.TO,DTE.DE,BAS.DE,IBE.MC,INFY.NS,RYDBF,CNR.TO,ADS.DE,6098.T,NIO,BNP.PA,WBC.AX,8306.T,BAM.A.TO,7974.T,DPW.DE,388.HK,JD,BMO.TO,KER.PA,NAB.AX,RKT.L,BHP.L,8035.T,RITN.,000660.KS,2318.HK,ABBN.SW,ANZ.AX,6501.T,SAN.MC,DG.PA,4063.T,ZURN.SW,HDFC.NS,2269.HK,005935.KQ,UBSG.SW,LONN.SW,4502.T,ABI.BR,PDD,6954.T,6594.T,CP.TO,PRU.L,AAL.L,7741.T,ADYEN.AS,REL.L,BIDU,EL.PA,DSV.CO,2317.TW,7267.T,IFX.DE,XTSLA,INGA.AS,1810.HK,SAF.PA,6367.T,CS.PA,CM.TO,WES.AX,SIKA.SW,2454.TW,9433.T,035720.KS,INVE B.ST,LLOY.L,8316.T,VOD.L,VOW3.DE,GIVN.SW,BN.PA,GAZP.ME,6981.T,NG.L,ISP.MI,RMS.PA,ICICIBANK.NS,RI.PA,PRX.AS,BAYN.DE,TRP.TO,035420.KS,NTES,BARC.L,MQG.AX,VWS.CO,ATCO A.ST,CRH.L,STLA.MI,SBER.ME,TCS.NS,D05.SI,PHIA.AS,BBVA.MC,9983.T,GLEN.L,CNQ.TO,MUV2.DE,SU.TO,MFC.TO,8031.T,9434.T,1120.SR,ERIC B.ST,006400.KS,LKOH.ME,ITX.MC,CPG.L,8001.T,RIO.AX,8411.T,1180.SR,8058.T,VOLV B.ST,CLNX.MC,SGO.PA,NTR.TO,NDA SE.ST,AHT.L,3382.T,4568.T,6702.T,EXPN.L,LSEG.L,1398.HK,051910.KS,PGHN.SW,VNA.DE,ALC.SW,ABX.TO,WOW.AX,DSM.AS,ENI.MI,FLTR.L,CSU.TO,M4B.,DB1.DE,4503.T,BMW.DE,FERG.L,AMS.MC,CAP.PA,2413.T,4452.T,6273.T,DSY.PA,9432.T,ORSTED.CO,4911.T,DSYA.,LR.PA,ATD.B.TO,HEXA B.ST,HINDUNILVR.NS,FMG.AX,ASSA B.ST,HEIA.AS,NOKIA.HE,USD,9110.T,EUR,EVO.ST,GEBN.SW,GMAB.CO,FNV.TO,AD.AS,2010.SR,AMXL.MX,GBP,MRK.DE,669.HK,EOAN.DE,BAM,CFR.SW,2331.HK,8766.T,STM.PA,4543.T,4901.T,4661.T,6902.T,BAJFINANCE.NS,SUM
09/17/2021,1.68,1.08,0.95,1.09,0.95,1.15,0.81,0.65,0.58,0.59,0.51,0.53,0.44,0.45,0.46,0.52,0.43,0.39,0.44,0.4,0.35,0.4,0.27,0.33,0.34,0.35,0.37,0.27,0.42,0.3,0.3,0.31,0.25,0.31,0.22,0.19,0.11,0.24,0.24,0.26,0.29,0.26,0.25,0.22,0.22,0.24,0.23,0.22,0.21,0.22,0.21,0.24,0.24,0.24,0.2,0.28,0.16,0.22,0.21,0.22,0.0,0.17,0.22,0.22,0.21,0.2,0.18,0.21,0.17,0.19,0.24,0.0,0.16,0.14,0.2,0.18,0.19,0.19,0.16,0.22,0.2,0.2,0.18,0.16,0.19,0.2,0.17,0.13,0.14,0.15,0.17,0.14,0.16,0.17,0.21,0.2,0.18,0.14,0.18,0.17,0.15,0.16,0.19,0.0,0.17,0.13,0.13,0.21,0.16,0.16,0.14,0.16,0.15,0.17,0.11,0.14,0.14,0.14,0.14,0.13,0.14,0.13,0.17,0.16,0.14,0.14,0.15,0.16,0.15,0.25,0.15,0.14,0.13,0.11,0.14,0.14,0.13,0.14,0.13,0.13,0.14,0.15,0.13,0.12,0.14,0.12,0.14,0.13,0.12,0.0,0.11,0.12,0.13,0.13,0.1,0.11,0.12,0.12,0.11,0.11,0.0,0.11,0.11,0.13,0.0,0.11,0.12,0.11,0.12,0.12,0.11,0.13,0.12,0.13,0.12,0.0,0.0,0.12,0.0,0.13,0.1,0.11,0.11,0.1,0.0,0.11,0.11,0.0,0.1,0.1,0.1,0.0,0.12,0.11,0.1,0.13,0.12,0.12,0.0,0.0,0.0,0.1,0.1,0.11,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.12,0.1,0.0,0.0,0.22,0.18,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,44.620000000000005
09/20/2021,1.66,1.04,0.92,1.09,0.96,1.15,0.81,0.63,0.57,0.6,0.52,0.54,0.44,0.43,0.46,0.54,0.44,0.37,0.44,0.41,0.36,0.41,0.27,0.33,0.35,0.35,0.35,0.27,0.41,0.3,0.3,0.32,0.24,0.32,0.21,0.19,0.11,0.23,0.25,0.27,0.3,0.26,0.25,0.23,0.21,0.25,0.23,0.23,0.21,0.22,0.2,0.25,0.24,0.25,0.2,0.27,0.16,0.22,0.21,0.22,0.0,0.17,0.22,0.22,0.21,0.21,0.17,0.21,0.18,0.19,0.24,0.0,0.15,0.14,0.2,0.18,0.18,0.2,0.16,0.22,0.2,0.21,0.18,0.16,0.19,0.2,0.17,0.13,0.14,0.15,0.18,0.14,0.16,0.16,0.2,0.2,0.18,0.14,0.18,0.17,0.16,0.16,0.19,0.0,0.17,0.13,0.13,0.21,0.16,0.16,0.14,0.16,0.15,0.17,0.0,0.14,0.15,0.14,0.13,0.13,0.14,0.13,0.17,0.16,0.14,0.14,0.15,0.16,0.14,0.24,0.15,0.15,0.14,0.11,0.14,0.14,0.13,0.14,0.13,0.13,0.14,0.16,0.13,0.12,0.14,0.12,0.14,0.13,0.12,0.0,0.12,0.11,0.13,0.13,0.1,0.11,0.13,0.12,0.11,0.12,0.0,0.11,0.12,0.13,0.0,0.11,0.12,0.12,0.12,0.12,0.11,0.14,0.11,0.13,0.12,0.1,0.0,0.12,0.1,0.14,0.0,0.11,0.12,0.1,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.0,0.12,0.11,0.1,0.13,0.13,0.12,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.12,0.1,0.0,0.0,0.22,0.17,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,44.66
09/21/2021,1.66,1.07,0.95,1.09,0.97,1.13,0.8,0.64,0.57,0.61,0.53,0.53,0.44,0.43,0.46,0.54,0.43,0.39,0.44,0.41,0.36,0.41,0.28,0.33,0.35,0.35,0.36,0.26,0.41,0.3,0.3,0.32,0.23,0.31,0.2,0.19,0.11,0.23,0.25,0.27,0.3,0.26,0.24,0.23,0.2,0.25,0.22,0.22,0.21,0.21,0.2,0.25,0.24,0.25,0.19,0.28,0.16,0.22,0.21,0.22,0.0,0.17,0.22,0.22,0.21,0.2,0.18,0.21,0.18,0.18,0.24,0.0,0.16,0.14,0.2,0.18,0.19,0.19,0.16,0.22,0.2,0.21,0.19,0.16,0.19,0.19,0.17,0.13,0.14,0.15,0.17,0.14,0.16,0.15,0.2,0.2,0.18,0.14,0.18,0.17,0.16,0.16,0.18,0.0,0.17,0.14,0.13,0.2,0.16,0.16,0.15,0.16,0.15,0.18,0.1,0.13,0.15,0.14,0.13,0.13,0.14,0.13,0.17,0.16,0.14,0.14,0.15,0.16,0.14,0.24,0.15,0.15,0.14,0.11,0.14,0.14,0.12,0.14,0.13,0.13,0.14,0.15,0.13,0.12,0.14,0.12,0.14,0.13,0.12,0.0,0.11,0.11,0.13,0.13,0.1,0.11,0.12,0.12,0.11,0.12,0.0,0.11,0.12,0.13,0.0,0.12,0.11,0.12,0.12,0.12,0.11,0.14,0.11,0.13,0.12,0.1,0.0,0.12,0.1,0.13,0.0,0.11,0.11,0.0,0.11,0.11,0.11,0.0,0.1,0.1,0.1,0.0,0.12,0.11,0.1,0.13,0.12,0.12,0.0,0.0,0.0,0.1,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.12,0.1,0.0,0.0,0.22,0.18,0.1,0.0,0.1,0.1,0.0,0.1,0.0,0.0,44.58000000000001
09/22/2021,1.66,1.07,0.95,1.09,0.97,1.13,0.8,0.64,0.57,0.61,0.53,0.53,0.44,0.43,0.46,0.54,0.43,0.39,0.44,0.41,0.36,0.41,0.28,0.33,0.35,0.35,0.36,0.26,0.41,0.3,0.3,0.32,0.23,0.31,0.2,0.19,0.11,0.23,0.25,0.27,0.3,0.26,0.24,0.23,0.2,0.25,0.22,0.22,0.21,0.21,0.2,0.25,0.24,0.25,0.19,0.28,0.16,0.22,0.21,0.22,0.0,0.17,0.22,0.22,0.21,0.2,0.18,0.21,0.18,0.18,0.24,0.0,0.16,0.14,0.2,0.18,0.19,0.19,0.16,0.22,0.2,0.21,0.19,0.16,0.19,0.19,0.17,0.13,0.14,0.15,0.17,0.14,0.16,0.15,0.2,0.2,0.18,0.14,0.18,0.17,0.16,0.16,0.18,0.0,0.17,0.14,0.13,0.2,0.16,0.16,0.15,0.16,0.15,0.18,0.1,0.13,0.15,0.14,0.13,0.13,0.14,0.13,0.17,0.16,0.14,0.14,0.15,0.16,0.14,0.24,0.15,0.15,0.14,0.11,0.14,0.14,0.12,0.14,0.13,0.13,0.14,0.15,0.13,0.12,0.14,0.12,0.14,0.13,0.12,0.0,0.11,0.11,0.13,0.13,0.1,0.11,0.12,0.12,0.11,0.12,0.0,0.11,0.12,0.13,0.0,0.12,0.11,0.12,0.12,0.12,0.11,0.14,0.11,0.13,0.12,0.1,0.0,0.12,0.1,0.13,0.0,0.11,0.11,0.0,0.11,0.11,0.11,0.0,0.1,0.1,0.1,0.0,0.12,0.11,0.1,0.13,0.12,0.12,0.0,0.0,0.0,0.1,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.12,0.1,0.0,0.0,0.22,0.18,0.1,0.0,0.1,0.1,0.0,0.1,0.0,0.0,44.58000000000001
09/23/2021,1.68,1.06,0.93,1.11,0.98,1.12,0.81,0.64,0.58,0.62,0.52,0.57,0.45,0.42,0.46,0.54,0.43,0.38,0.45,0.41,0.36,0.4,0.27,0.34,0.35,0.35,0.35,0.25,0.42,0.3,0.29,0.32,0.23,0.3,0.2,0.2,0.11,0.23,0.25,0.26,0.3,0.26,0.24,0.22,0.2,0.25,0.22,0.22,0.21,0.21,0.2,0.25,0.24,0.25,0.2,0.28,0.15,0.21,0.21,0.23,0.0,0.17,0.22,0.22,0.21,0.2,0.18,0.21,0.18,0.18,0.25,0.0,0.16,0.13,0.19,0.18,0.19,0.19,0.16,0.22,0.19,0.2,0.19,0.16,0.18,0.2,0.18,0.13,0.13,0.15,0.18,0.14,0.15,0.15,0.2,0.2,0.18,0.13,0.18,0.17,0.16,0.16,0.18,0.0,0.16,0.14,0.14,0.21,0.16,0.16,0.15,0.16,0.16,0.18,0.1,0.13,0.14,0.14,0.14,0.12,0.14,0.13,0.17,0.16,0.14,0.14,0.15,0.16,0.15,0.24,0.16,0.15,0.14,0.11,0.14,0.14,0.13,0.14,0.13,0.12,0.14,0.15,0.13,0.13,0.13,0.12,0.14,0.12,0.12,0.0,0.11,0.11,0.13,0.13,0.0,0.11,0.12,0.13,0.11,0.12,0.0,0.11,0.12,0.13,0.0,0.12,0.11,0.12,0.12,0.12,0.11,0.14,0.12,0.13,0.12,0.1,0.0,0.12,0.0,0.13,0.0,0.11,0.12,0.1,0.11,0.11,0.1,0.0,0.1,0.0,0.1,0.0,0.12,0.11,0.1,0.13,0.13,0.12,0.0,0.0,0.0,0.1,0.1,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.12,0.1,0.0,0.0,0.22,0.17,0.0,0.11,0.1,0.1,0.1,0.1,0.0,0.0,44.610000000000014
09/24/2021,1.67,1.06,0.92,1.12,0.98,1.14,0.81,0.65,0.58,0.61,0.52,0.58,0.45,0.44,0.47,0.55,0.43,0.38,0.45,0.41,0.36,0.41,0.27,0.34,0.35,0.35,0.36,0.25,0.4,0.31,0.3,0.32,0.23,0.3,0.2,0.2,0.11,0.22,0.25,0.27,0.3,0.26,0.25,0.22,0.21,0.25,0.22,0.22,0.21,0.21,0.2,0.26,0.25,0.25,0.2,0.28,0.15,0.21,0.21,0.23,0.0,0.17,0.22,0.22,0.2,0.2,0.18,0.2,0.18,0.18,0.24,0.0,0.16,0.13,0.19,0.18,0.18,0.19,0.17,0.22,0.2,0.21,0.19,0.16,0.18,0.2,0.17,0.13,0.13,0.14,0.17,0.13,0.15,0.15,0.2,0.2,0.18,0.14,0.18,0.17,0.16,0.16,0.18,0.0,0.16,0.14,0.14,0.2,0.16,0.15,0.15,0.17,0.16,0.18,0.0,0.13,0.14,0.15,0.13,0.12,0.14,0.14,0.17,0.16,0.14,0.14,0.15,0.16,0.15,0.24,0.16,0.15,0.14,0.11,0.14,0.14,0.13,0.14,0.13,0.12,0.14,0.16,0.13,0.13,0.13,0.12,0.13,0.13,0.12,0.0,0.11,0.11,0.13,0.13,0.0,0.11,0.13,0.13,0.11,0.11,0.0,0.11,0.12,0.13,0.0,0.12,0.12,0.12,0.12,0.12,0.11,0.15,0.12,0.13,0.12,0.1,0.0,0.13,0.11,0.14,0.0,0.11,0.12,0.0,0.11,0.11,0.1,0.1,0.0,0.1,0.0,0.0,0.12,0.11,0.0,0.13,0.13,0.12,0.0,0.0,0.0,0.1,0.1,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.13,0.1,0.0,0.0,0.22,0.17,0.0,0.1,0.1,0.1,0.0,0.1,0.1,0.1,44.76000000000001
09/27/2021,1.63,1.07,0.91,1.11,0.97,1.16,0.81,0.66,0.57,0.59,0.52,0.57,0.44,0.44,0.47,0.54,0.44,0.39,0.44,0.41,0.37,0.41,0.28,0.34,0.36,0.35,0.36,0.26,0.39,0.3,0.3,0.32,0.23,0.31,0.19,0.2,0.12,0.22,0.25,0.28,0.31,0.26,0.25,0.22,0.21,0.25,0.23,0.23,0.21,0.21,0.2,0.26,0.25,0.25,0.2,0.27,0.15,0.22,0.21,0.22,0.0,0.17,0.21,0.22,0.21,0.21,0.18,0.2,0.18,0.18,0.24,0.0,0.16,0.13,0.2,0.18,0.18,0.2,0.17,0.21,0.2,0.21,0.18,0.16,0.18,0.2,0.17,0.14,0.14,0.14,0.16,0.13,0.16,0.15,0.19,0.2,0.18,0.14,0.18,0.17,0.15,0.15,0.19,0.0,0.17,0.13,0.14,0.19,0.16,0.16,0.15,0.17,0.15,0.17,0.0,0.14,0.15,0.14,0.13,0.13,0.14,0.13,0.17,0.16,0.14,0.14,0.15,0.16,0.15,0.25,0.16,0.15,0.14,0.11,0.14,0.14,0.13,0.14,0.13,0.13,0.14,0.15,0.12,0.12,0.14,0.12,0.14,0.13,0.12,0.0,0.12,0.11,0.12,0.13,0.1,0.11,0.13,0.13,0.11,0.11,0.0,0.11,0.11,0.13,0.1,0.12,0.12,0.12,0.13,0.12,0.11,0.15,0.11,0.13,0.12,0.0,0.1,0.13,0.11,0.14,0.0,0.11,0.12,0.0,0.11,0.11,0.0,0.1,0.1,0.1,0.1,0.0,0.12,0.11,0.1,0.13,0.13,0.12,0.0,0.0,0.0,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.23,0.18,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,44.720000000000006
09/28/2021,1.67,1.07,0.89,1.1,0.98,1.14,0.8,0.65,0.57,0.61,0.51,0.58,0.44,0.43,0.46,0.54,0.44,0.4,0.47,0.41,0.37,0.41,0.28,0.34,0.37,0.35,0.35,0.25,0.39,0.3,0.3,0.32,0.23,0.3,0.18,0.2,0.11,0.23,0.25,0.28,0.31,0.26,0.24,0.22,0.21,0.25,0.23,0.23,0.21,0.21,0.2,0.26,0.25,0.25,0.2,0.28,0.15,0.22,0.21,0.23,0.0,0.17,0.21,0.21,0.2,0.21,0.18,0.2,0.18,0.18,0.24,0.0,0.15,0.14,0.19,0.18,0.18,0.2,0.17,0.21,0.2,0.21,0.18,0.16,0.18,0.19,0.17,0.13,0.13,0.14,0.17,0.13,0.16,0.15,0.2,0.2,0.18,0.13,0.18,0.17,0.16,0.16,0.19,0.0,0.17,0.13,0.14,0.19,0.16,0.16,0.15,0.16,0.16,0.17,0.0,0.13,0.15,0.15,0.13,0.13,0.14,0.13,0.17,0.16,0.14,0.14,0.15,0.17,0.15,0.25,0.16,0.15,0.14,0.11,0.14,0.14,0.13,0.14,0.13,0.13,0.14,0.16,0.12,0.12,0.14,0.12,0.14,0.13,0.12,0.0,0.12,0.11,0.13,0.13,0.11,0.11,0.13,0.12,0.11,0.11,0.0,0.11,0.11,0.13,0.1,0.11,0.12,0.12,0.12,0.12,0.11,0.15,0.12,0.13,0.12,0.1,0.1,0.12,0.11,0.13,0.0,0.11,0.11,0.1,0.11,0.11,0.0,0.1,0.0,0.1,0.0,0.0,0.12,0.11,0.0,0.13,0.12,0.12,0.0,0.0,0.0,0.1,0.1,0.11,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.23,0.18,0.0,0.11,0.1,0.0,0.0,0.1,0.1,0.0,44.68000000000001
09/29/2021,1.67,1.07,0.89,1.1,0.98,1.14,0.8,0.65,0.57,0.61,0.51,0.58,0.44,0.43,0.46,0.54,0.44,0.4,0.47,0.41,0.37,0.41,0.28,0.34,0.37,0.35,0.35,0.25,0.39,0.3,0.3,0.32,0.23,0.3,0.18,0.2,0.11,0.23,0.25,0.28,0.31,0.26,0.24,0.22,0.21,0.25,0.23,0.23,0.21,0.21,0.2,0.26,0.25,0.25,0.2,0.28,0.15,0.22,0.21,0.23,0.0,0.17,0.21,0.21,0.2,0.21,0.18,0.2,0.18,0.18,0.24,0.0,0.15,0.14,0.19,0.18,0.18,0.2,0.17,0.21,0.2,0.21,0.18,0.16,0.18,0.19,0.17,0.13,0.13,0.14,0.17,0.13,0.16,0.15,0.2,0.2,0.18,0.13,0.18,0.17,0.16,0.16,0.19,0.0,0.17,0.13,0.14,0.19,0.16,0.16,0.15,0.16,0.16,0.17,0.0,0.13,0.15,0.15,0.13,0.13,0.14,0.13,0.17,0.16,0.14,0.14,0.15,0.17,0.15,0.25,0.16,0.15,0.14,0.11,0.14,0.14,0.13,0.14,0.13,0.13,0.14,0.16,0.12,0.12,0.14,0.12,0.14,0.13,0.12,0.0,0.12,0.11,0.13,0.13,0.11,0.11,0.13,0.12,0.11,0.11,0.0,0.11,0.11,0.13,0.1,0.11,0.12,0.12,0.12,0.12,0.11,0.15,0.12,0.13,0.12,0.1,0.1,0.12,0.11,0.13,0.0,0.11,0.11,0.1,0.11,0.11,0.0,0.1,0.0,0.1,0.0,0.0,0.12,0.11,0.0,0.13,0.12,0.12,0.0,0.0,0.0,0.1,0.1,0.11,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.23,0.18,0.0,0.11,0.1,0.0,0.0,0.1,0.1,0.0,44.68000000000001
09/30/2021,1.68,1.08,0.87,1.08,0.98,1.11,0.8,0.65,0.57,0.62,0.51,0.58,0.44,0.43,0.46,0.53,0.44,0.4,0.47,0.42,0.38,0.41,0.28,0.34,0.38,0.35,0.35,0.25,0.38,0.3,0.31,0.32,0.23,0.3,0.19,0.21,0.11,0.23,0.25,0.29,0.32,0.27,0.24,0.22,0.21,0.26,0.24,0.23,0.21,0.22,0.2,0.25,0.26,0.25,0.19,0.28,0.16,0.23,0.21,0.24,0.0,0.17,0.21,0.21,0.22,0.21,0.17,0.21,0.18,0.18,0.24,0.0,0.16,0.14,0.19,0.18,0.19,0.2,0.17,0.21,0.2,0.21,0.19,0.16,0.18,0.19,0.17,0.14,0.14,0.14,0.17,0.14,0.16,0.15,0.2,0.2,0.18,0.13,0.18,0.16,0.16,0.16,0.19,0.0,0.18,0.13,0.14,0.18,0.16,0.16,0.15,0.16,0.16,0.17,0.0,0.13,0.15,0.15,0.14,0.13,0.13,0.13,0.18,0.16,0.14,0.15,0.14,0.17,0.15,0.24,0.16,0.16,0.14,0.11,0.15,0.14,0.13,0.13,0.13,0.13,0.14,0.15,0.13,0.12,0.14,0.12,0.15,0.14,0.12,0.0,0.12,0.11,0.13,0.13,0.11,0.11,0.13,0.13,0.12,0.11,0.0,0.11,0.11,0.13,0.1,0.11,0.12,0.12,0.13,0.11,0.11,0.15,0.12,0.12,0.11,0.1,0.1,0.12,0.11,0.13,0.0,0.11,0.11,0.11,0.11,0.11,0.0,0.1,0.1,0.1,0.1,0.1,0.12,0.11,0.0,0.13,0.12,0.12,0.0,0.0,0.0,0.1,0.1,0.11,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.23,0.18,0.0,0.11,0.1,0.0,0.0,0.1,0.0,0.0,44.870000000000005
10/01/2021,1.68,1.11,0.94,1.07,0.97,1.04,0.8,0.64,0.57,0.63,0.49,0.57,0.45,0.43,0.45,0.51,0.44,0.42,0.47,0.42,0.38,0.4,0.29,0.34,0.39,0.35,0.34,0.25,0.38,0.3,0.31,0.31,0.23,0.29,0.18,0.22,0.12,0.24,0.25,0.3,0.32,0.27,0.24,0.22,0.2,0.25,0.24,0.23,0.21,0.22,0.19,0.25,0.27,0.25,0.19,0.28,0.15,0.23,0.21,0.25,0.0,0.17,0.2,0.22,0.22,0.21,0.17,0.21,0.18,0.18,0.24,0.0,0.16,0.14,0.19,0.18,0.2,0.2,0.17,0.21,0.2,0.21,0.19,0.16,0.19,0.18,0.17,0.14,0.13,0.14,0.17,0.14,0.16,0.15,0.2,0.19,0.17,0.13,0.17,0.16,0.16,0.16,0.18,0.0,0.18,0.13,0.14,0.18,0.16,0.16,0.15,0.15,0.17,0.18,0.0,0.13,0.15,0.16,0.14,0.13,0.13,0.13,0.18,0.16,0.13,0.15,0.14,0.17,0.15,0.24,0.16,0.15,0.13,0.11,0.15,0.14,0.13,0.13,0.12,0.13,0.14,0.15,0.13,0.12,0.14,0.13,0.15,0.14,0.12,0.0,0.12,0.11,0.13,0.13,0.1,0.11,0.14,0.12,0.11,0.11,0.0,0.11,0.12,0.13,0.1,0.11,0.11,0.12,0.13,0.11,0.11,0.15,0.12,0.12,0.11,0.11,0.1,0.11,0.11,0.13,0.0,0.11,0.11,0.11,0.11,0.11,0.0,0.1,0.1,0.0,0.0,0.1,0.11,0.1,0.1,0.12,0.12,0.12,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.23,0.18,0.0,0.11,0.0,0.1,0.0,0.1,0.1,0.0,44.730000000000004
