,NPH.NZ,NPH.NZ,NPH.NZ,NPH.NZ,T 2.25 11/15/27,NPH.NZ,T 2 11/15/26,T 2.25 11/15/25,NPH.NZ,T 2.25 11/15/24,NPH.NZ,T 2.25 12/31/23,United States Treasury Notes 2.12%,Cash,T 2 12/31/21,SUM
07/09/2021,7.84,7.79,7.73,7.7,7.6,7.56,7.46,7.41,7.37,7.22,7.08,6.9,6.37,2.14,1.83,100.00000000000001
