,AAPL,MSFT,FB,JNJ,ROG.SW,GOOG,NESN.SW,V,NVDA,ADBE,UNH,GOOGL,WMT,MRK,NOVOB.CO,CSCO,MA,INTC,NOVN.SW,ACN,ASML.AS,VZ,PYPL,TXN,TGT,REGN,PEP,DTE.DE,JPM,COST,WM,NEE,KO,BRK.B,TMUS,NEM,VRTX,LLY,PG,ULVR.L,NKE,ADP,BAC,KR,PSA,T,PAYX,GILD,HON,UNP,DG,ALL,INTU,SO,AMZN,FNV.TO,LOGN.SW,EA,RSG,MSI,HSY,MMM,9432.T,SAP.DE,GIVN.SW,COLO B.CO,PGR,AMAT,BLK,RMS.PA,WFC,ED,DUK,9433.T,CMCSA,7203.T,PFE,AON,KEYS,MCD,XEL,RIO.L,GSK.L,XOM,KNIN.SW,LMT,ZTS,HD,TD.TO,IFC.TO,CSL.AX,ATVI,9434.T,7974.T,4519.T,MMC,AMD,LRCX,D,OR.PA,APH,MDT,TYL,DIS,C,SCMN.SW,ISRG,Z74.SI,DHR,Royal Dutch Shell Plc Class A,WES.AX,HRL,6861.T,HSBA.L,TTWO,6178.T,11.HK,ORA.PA,ORCL,WEC,BIIB,8306.T,CHD,ERF.PA,BP.L,EXPD,8001.T,SCHP.SW,CHRW,WCN.TO,CCI,7751.T,AD.AS,J36.SI,RKT.L,8411.T,KRZ.IR,CTXS,JKHY,PGHN.SW,8035.T,CLX,BR,DAI.DE,388.HK,CNR.TO,AEM.TO,IBM,BKI,K,EXR,6701.T,MKC,CME,AMGN,BNP.PA,WOW.AX,EMR,AEP,CVS,FIS,4901.T,4661.T,GM,GIB.A.TO,SBUX,ANTM,6098.T,ELISA.HE,GS,RY.TO,NOC,AZO,TROW,PRU.L,TRV,823.HK,ITW,SHW,SOON.SW,FISV,KLAC,EW,SAN.MC,IDXX,7267.T,KNEBV.HE,WST,BATS.L,TTE.PA,BRO,T.TO,ERIC B.ST,BAX,ICE,6758.T,9735.T,LISP.SW,INGA.AS,F,2.HK,6869.T,NOVO B.CO,RDSA.AS,ALV.DE,VOW3.DE,CTSH,ATCO A.ST,KMB,CL,2484.T,ADYEN.AS,ORLY,MRNA,AZN.L,STATE STREET INSTITUTIONAL LIQ STATE STR,MS,7741.T,6425.T,FENER.IS,HFG.DE,LINX3.SA,GVMXX,ALGN,n/a,4684.T,ADI,CDNS,RDSA.L,GLE.PA,CVX,QCOM,BHP.AX,NFLX,VRSN,EL,BHP.L,LBRDK,TJX,BX,3.HK,AAL.L,SY1.DE,SGEN,ABC,8316.T,DPZ,AKAM,8058.T,CBOE,SUM
09/09/2021,2.46,2.42,1.95,1.53,1.38,1.44,1.25,1.11,1.13,1.14,1.02,1.08,0.91,0.85,0.0,0.83,0.65,0.65,0.68,0.77,0.81,0.61,0.61,0.54,0.52,0.6,0.54,0.5,0.5,0.54,0.51,0.51,0.46,0.45,0.37,0.37,0.38,0.42,0.4,0.35,0.38,0.37,0.36,0.44,0.38,0.34,0.36,0.37,0.35,0.31,0.32,0.31,0.34,0.33,0.29,0.3,0.25,0.3,0.33,0.32,0.3,0.29,0.32,0.3,0.3,0.29,0.27,0.27,0.28,0.28,0.27,0.28,0.28,0.27,0.28,0.26,0.31,0.32,0.3,0.26,0.25,0.22,0.25,0.21,0.26,0.22,0.25,0.24,0.22,0.23,0.25,0.19,0.24,0.18,0.23,0.25,0.25,0.21,0.22,0.23,0.23,0.22,0.22,0.22,0.21,0.2,0.22,0.13,0.23,0.0,0.19,0.17,0.23,0.17,0.17,0.2,0.17,0.19,0.2,0.19,0.17,0.18,0.17,0.22,0.16,0.17,0.18,0.18,0.16,0.18,0.17,0.18,0.19,0.14,0.14,0.16,0.16,0.14,0.17,0.18,0.16,0.16,0.16,0.15,0.16,0.18,0.14,0.15,0.14,0.15,0.16,0.15,0.14,0.13,0.13,0.15,0.15,0.15,0.15,0.15,0.12,0.16,0.14,0.0,0.13,0.13,0.13,0.15,0.14,0.14,0.13,0.13,0.13,0.14,0.14,0.13,0.12,0.13,0.14,0.13,0.14,0.14,0.14,0.12,0.13,0.0,0.12,0.15,0.0,0.0,0.13,0.12,0.0,0.0,0.12,0.12,0.0,0.13,0.12,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.13,0.12,0.0,0.0,0.0,0.13,0.0,0.14,0.15,0.0,0.0,0.12,0.0,0.0,0.12,0.0,0.0,0.12,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.88000000000001
09/10/2021,2.5,2.42,1.99,1.52,1.37,1.45,1.25,1.12,1.13,1.13,1.02,1.08,0.9,0.83,0.94,0.83,0.66,0.65,0.67,0.77,0.82,0.61,0.62,0.55,0.52,0.6,0.53,0.5,0.5,0.54,0.5,0.51,0.46,0.44,0.37,0.36,0.37,0.42,0.4,0.35,0.38,0.36,0.37,0.44,0.38,0.34,0.35,0.37,0.34,0.31,0.32,0.31,0.34,0.33,0.29,0.29,0.25,0.3,0.32,0.32,0.29,0.28,0.33,0.31,0.3,0.3,0.26,0.27,0.28,0.29,0.27,0.27,0.27,0.29,0.27,0.27,0.31,0.31,0.3,0.26,0.25,0.22,0.25,0.21,0.26,0.22,0.25,0.24,0.22,0.23,0.25,0.19,0.25,0.19,0.23,0.24,0.25,0.21,0.22,0.23,0.23,0.22,0.21,0.22,0.21,0.2,0.23,0.13,0.23,0.0,0.19,0.17,0.24,0.17,0.17,0.2,0.16,0.18,0.2,0.19,0.17,0.18,0.17,0.22,0.16,0.17,0.18,0.18,0.16,0.18,0.16,0.18,0.19,0.15,0.14,0.16,0.17,0.14,0.17,0.18,0.17,0.16,0.16,0.15,0.16,0.18,0.14,0.15,0.14,0.14,0.16,0.15,0.14,0.13,0.13,0.15,0.15,0.15,0.14,0.15,0.12,0.16,0.14,0.0,0.13,0.13,0.13,0.16,0.14,0.14,0.13,0.13,0.13,0.13,0.14,0.13,0.12,0.13,0.14,0.13,0.14,0.14,0.14,0.12,0.13,0.0,0.12,0.15,0.0,0.0,0.13,0.12,0.0,0.12,0.0,0.12,0.0,0.13,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.13,0.12,0.0,0.0,0.0,0.13,0.0,0.14,0.15,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.12,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.87
09/13/2021,2.48,2.43,1.97,1.51,1.35,1.44,1.24,1.14,1.11,1.14,1.01,1.08,0.91,0.83,0.0,0.83,0.67,0.65,0.65,0.77,0.81,0.61,0.6,0.54,0.53,0.6,0.54,0.5,0.5,0.55,0.51,0.52,0.46,0.44,0.37,0.36,0.37,0.42,0.41,0.35,0.38,0.37,0.36,0.44,0.38,0.34,0.36,0.37,0.34,0.31,0.33,0.31,0.35,0.34,0.29,0.29,0.24,0.3,0.33,0.32,0.3,0.28,0.33,0.3,0.3,0.3,0.27,0.27,0.28,0.28,0.27,0.28,0.28,0.29,0.27,0.27,0.31,0.31,0.3,0.26,0.25,0.22,0.24,0.21,0.26,0.22,0.25,0.24,0.22,0.23,0.25,0.19,0.25,0.18,0.22,0.25,0.25,0.2,0.22,0.23,0.23,0.22,0.21,0.22,0.21,0.2,0.23,0.13,0.23,0.0,0.19,0.17,0.24,0.17,0.17,0.2,0.17,0.18,0.2,0.19,0.17,0.18,0.17,0.22,0.16,0.17,0.19,0.18,0.16,0.18,0.16,0.18,0.19,0.14,0.14,0.16,0.16,0.15,0.17,0.18,0.17,0.16,0.16,0.15,0.16,0.18,0.14,0.15,0.14,0.15,0.16,0.15,0.14,0.13,0.13,0.14,0.15,0.15,0.15,0.15,0.12,0.16,0.14,0.0,0.13,0.14,0.13,0.16,0.14,0.14,0.13,0.13,0.13,0.14,0.14,0.13,0.12,0.13,0.14,0.13,0.14,0.13,0.14,0.12,0.13,0.12,0.12,0.15,0.0,0.0,0.13,0.12,0.0,0.12,0.0,0.12,0.0,0.13,0.12,0.0,0.0,0.12,0.94,0.19,0.0,0.0,0.13,0.12,0.0,0.0,0.0,0.13,0.0,0.14,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.85
09/14/2021,2.4,2.41,1.99,1.48,1.32,1.43,1.26,1.13,1.13,1.14,0.99,1.07,0.9,0.81,0.0,0.82,0.67,0.66,0.64,0.78,0.83,0.61,0.61,0.55,0.53,0.59,0.54,0.49,0.5,0.55,0.51,0.52,0.46,0.44,0.36,0.36,0.37,0.39,0.41,0.35,0.39,0.36,0.36,0.41,0.37,0.34,0.35,0.37,0.34,0.31,0.32,0.31,0.35,0.33,0.29,0.29,0.24,0.3,0.33,0.32,0.3,0.28,0.34,0.3,0.3,0.3,0.26,0.28,0.28,0.29,0.28,0.28,0.27,0.29,0.27,0.27,0.3,0.32,0.3,0.26,0.25,0.22,0.24,0.21,0.26,0.22,0.25,0.25,0.22,0.24,0.25,0.19,0.26,0.19,0.22,0.25,0.25,0.21,0.22,0.23,0.23,0.22,0.21,0.22,0.21,0.2,0.22,0.13,0.24,0.0,0.19,0.17,0.25,0.17,0.17,0.2,0.17,0.18,0.2,0.19,0.16,0.19,0.17,0.22,0.17,0.17,0.19,0.18,0.16,0.19,0.16,0.18,0.19,0.14,0.14,0.17,0.16,0.15,0.16,0.18,0.18,0.16,0.16,0.15,0.17,0.18,0.14,0.15,0.14,0.15,0.16,0.16,0.14,0.13,0.12,0.14,0.15,0.15,0.15,0.14,0.12,0.16,0.14,0.12,0.13,0.14,0.12,0.17,0.14,0.14,0.13,0.13,0.13,0.14,0.14,0.13,0.0,0.13,0.14,0.13,0.14,0.14,0.14,0.12,0.13,0.0,0.0,0.15,0.0,0.0,0.13,0.12,0.0,0.0,0.0,0.12,0.0,0.13,0.12,0.0,0.0,0.12,0.93,0.19,0.0,0.0,0.13,0.12,0.0,0.0,0.0,0.14,0.0,0.15,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.71000000000001
09/15/2021,2.4,2.41,1.99,1.48,1.32,1.43,1.26,1.13,1.13,1.14,0.99,1.07,0.9,0.81,0.0,0.82,0.67,0.66,0.64,0.78,0.83,0.61,0.61,0.55,0.53,0.59,0.54,0.49,0.5,0.55,0.51,0.52,0.46,0.44,0.36,0.36,0.37,0.39,0.41,0.35,0.39,0.36,0.36,0.41,0.37,0.34,0.35,0.37,0.34,0.31,0.32,0.31,0.35,0.33,0.29,0.29,0.24,0.3,0.33,0.32,0.3,0.28,0.34,0.3,0.3,0.3,0.26,0.28,0.28,0.29,0.28,0.28,0.27,0.29,0.27,0.27,0.3,0.32,0.3,0.26,0.25,0.22,0.24,0.21,0.26,0.22,0.25,0.25,0.22,0.24,0.25,0.19,0.26,0.19,0.22,0.25,0.25,0.21,0.22,0.23,0.23,0.22,0.21,0.22,0.21,0.2,0.22,0.13,0.24,0.0,0.19,0.17,0.25,0.17,0.17,0.2,0.17,0.18,0.2,0.19,0.16,0.19,0.17,0.22,0.17,0.17,0.19,0.18,0.16,0.19,0.16,0.18,0.19,0.14,0.14,0.17,0.16,0.15,0.16,0.18,0.18,0.16,0.16,0.15,0.17,0.18,0.14,0.15,0.14,0.15,0.16,0.16,0.14,0.13,0.12,0.14,0.15,0.15,0.15,0.14,0.12,0.16,0.14,0.12,0.13,0.14,0.12,0.17,0.14,0.14,0.13,0.13,0.13,0.14,0.14,0.13,0.0,0.13,0.14,0.13,0.14,0.14,0.14,0.12,0.13,0.0,0.0,0.15,0.0,0.0,0.13,0.12,0.0,0.0,0.0,0.12,0.0,0.13,0.12,0.0,0.0,0.12,0.93,0.19,0.0,0.0,0.13,0.12,0.0,0.0,0.0,0.14,0.0,0.15,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.71000000000001
09/16/2021,2.41,2.42,1.98,1.47,1.3,1.44,1.25,1.13,1.11,1.11,1.02,1.08,0.9,0.81,0.0,0.82,0.67,0.68,0.64,0.77,0.83,0.61,0.6,0.56,0.52,0.58,0.54,0.49,0.51,0.55,0.51,0.51,0.46,0.45,0.36,0.36,0.37,0.39,0.41,0.36,0.38,0.36,0.37,0.41,0.37,0.35,0.35,0.37,0.35,0.3,0.32,0.32,0.35,0.33,0.29,0.29,0.24,0.3,0.33,0.32,0.3,0.28,0.33,0.3,0.3,0.29,0.27,0.28,0.28,0.28,0.28,0.27,0.27,0.29,0.27,0.27,0.3,0.32,0.3,0.27,0.25,0.22,0.24,0.22,0.26,0.22,0.25,0.25,0.22,0.24,0.25,0.19,0.26,0.19,0.22,0.25,0.25,0.21,0.22,0.23,0.23,0.22,0.21,0.22,0.21,0.2,0.22,0.13,0.23,0.0,0.19,0.17,0.26,0.17,0.17,0.2,0.17,0.18,0.2,0.19,0.16,0.19,0.17,0.22,0.17,0.17,0.19,0.18,0.16,0.18,0.16,0.18,0.19,0.14,0.14,0.17,0.16,0.15,0.16,0.18,0.19,0.16,0.16,0.15,0.17,0.17,0.14,0.15,0.14,0.15,0.16,0.16,0.14,0.13,0.13,0.15,0.15,0.15,0.15,0.14,0.12,0.16,0.14,0.12,0.13,0.14,0.13,0.16,0.14,0.14,0.13,0.12,0.13,0.14,0.14,0.13,0.0,0.13,0.14,0.13,0.14,0.14,0.14,0.12,0.12,0.0,0.0,0.14,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.12,0.0,0.13,0.12,0.0,0.0,0.12,0.93,0.0,0.0,0.0,0.13,0.12,0.0,0.0,0.0,0.13,0.0,0.14,0.15,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.12,0.2,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.69000000000001
09/17/2021,2.39,2.44,1.98,1.46,1.32,1.44,1.25,1.12,1.12,1.12,1.01,1.08,0.9,0.8,0.94,0.82,0.67,0.67,0.64,0.78,0.86,0.61,0.6,0.57,0.52,0.58,0.54,0.49,0.5,0.55,0.51,0.52,0.46,0.44,0.36,0.36,0.37,0.38,0.41,0.36,0.38,0.36,0.36,0.4,0.37,0.34,0.35,0.37,0.34,0.3,0.32,0.31,0.35,0.33,0.29,0.29,0.24,0.3,0.33,0.32,0.3,0.27,0.34,0.3,0.3,0.3,0.26,0.28,0.28,0.28,0.29,0.27,0.27,0.3,0.25,0.27,0.3,0.32,0.3,0.27,0.24,0.22,0.24,0.22,0.26,0.22,0.25,0.25,0.22,0.23,0.25,0.19,0.25,0.18,0.22,0.25,0.25,0.21,0.22,0.23,0.23,0.22,0.21,0.22,0.21,0.2,0.22,0.13,0.23,0.0,0.19,0.17,0.26,0.17,0.17,0.21,0.17,0.18,0.19,0.19,0.16,0.19,0.17,0.22,0.17,0.18,0.19,0.18,0.17,0.18,0.16,0.19,0.19,0.14,0.15,0.17,0.16,0.15,0.16,0.18,0.19,0.16,0.16,0.15,0.17,0.17,0.14,0.15,0.14,0.15,0.16,0.16,0.14,0.13,0.13,0.15,0.15,0.14,0.14,0.14,0.12,0.17,0.15,0.12,0.13,0.14,0.13,0.17,0.14,0.14,0.13,0.12,0.13,0.13,0.13,0.13,0.0,0.12,0.14,0.13,0.13,0.14,0.14,0.12,0.12,0.0,0.0,0.15,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.13,0.0,0.13,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.13,0.12,0.0,0.0,0.0,0.14,0.0,0.14,0.15,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.12,0.2,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.67
09/20/2021,2.41,2.49,1.96,1.47,1.31,1.45,1.24,1.13,1.12,1.15,1.02,1.09,0.9,0.8,0.96,0.81,0.67,0.68,0.63,0.78,0.85,0.61,0.6,0.57,0.53,0.59,0.54,0.49,0.5,0.55,0.51,0.51,0.46,0.44,0.36,0.35,0.36,0.38,0.41,0.35,0.37,0.36,0.36,0.39,0.37,0.35,0.35,0.37,0.34,0.3,0.33,0.31,0.36,0.33,0.29,0.28,0.23,0.28,0.33,0.32,0.3,0.27,0.34,0.3,0.3,0.29,0.26,0.29,0.27,0.28,0.29,0.27,0.27,0.3,0.26,0.27,0.3,0.32,0.3,0.27,0.24,0.21,0.24,0.22,0.27,0.22,0.25,0.25,0.22,0.23,0.25,0.19,0.25,0.18,0.22,0.25,0.25,0.22,0.22,0.22,0.23,0.22,0.21,0.22,0.21,0.2,0.22,0.13,0.23,0.0,0.19,0.17,0.25,0.17,0.17,0.2,0.16,0.18,0.2,0.18,0.16,0.19,0.17,0.22,0.17,0.17,0.19,0.17,0.17,0.18,0.16,0.18,0.19,0.14,0.15,0.17,0.16,0.15,0.17,0.18,0.19,0.16,0.16,0.15,0.16,0.17,0.13,0.15,0.14,0.15,0.16,0.16,0.14,0.13,0.13,0.15,0.15,0.15,0.14,0.15,0.12,0.17,0.14,0.12,0.13,0.13,0.13,0.17,0.14,0.14,0.13,0.12,0.13,0.14,0.13,0.13,0.0,0.13,0.14,0.14,0.14,0.15,0.14,0.12,0.12,0.0,0.0,0.15,0.0,0.12,0.13,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.13,0.12,0.0,0.0,0.0,0.14,0.0,0.15,0.15,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.12,0.2,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.73
09/21/2021,2.41,2.49,1.96,1.47,1.31,1.45,1.24,1.13,1.12,1.15,1.02,1.09,0.9,0.8,0.96,0.81,0.67,0.68,0.63,0.78,0.85,0.61,0.6,0.57,0.53,0.59,0.54,0.49,0.5,0.55,0.51,0.51,0.46,0.44,0.36,0.35,0.36,0.38,0.41,0.35,0.37,0.36,0.36,0.39,0.37,0.35,0.35,0.37,0.34,0.3,0.33,0.31,0.36,0.33,0.29,0.28,0.23,0.28,0.33,0.32,0.3,0.27,0.34,0.3,0.3,0.29,0.26,0.29,0.27,0.28,0.29,0.27,0.27,0.3,0.26,0.27,0.3,0.32,0.3,0.27,0.24,0.21,0.24,0.22,0.27,0.22,0.25,0.25,0.22,0.23,0.25,0.19,0.25,0.18,0.22,0.25,0.25,0.22,0.22,0.22,0.23,0.22,0.21,0.22,0.21,0.2,0.22,0.13,0.23,0.0,0.19,0.17,0.25,0.17,0.17,0.2,0.16,0.18,0.2,0.18,0.16,0.19,0.17,0.22,0.17,0.17,0.19,0.17,0.17,0.18,0.16,0.18,0.19,0.14,0.15,0.17,0.16,0.15,0.17,0.18,0.19,0.16,0.16,0.15,0.16,0.17,0.13,0.15,0.14,0.15,0.16,0.16,0.14,0.13,0.13,0.15,0.15,0.15,0.14,0.15,0.12,0.17,0.14,0.12,0.13,0.13,0.13,0.17,0.14,0.14,0.13,0.12,0.13,0.14,0.13,0.13,0.0,0.13,0.14,0.14,0.14,0.15,0.14,0.12,0.12,0.0,0.0,0.15,0.0,0.12,0.13,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.13,0.12,0.0,0.0,0.0,0.14,0.0,0.15,0.15,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.12,0.2,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.73
09/27/2021,2.39,2.46,1.83,1.48,1.32,1.44,1.26,1.16,1.14,1.1,1.01,1.08,0.89,0.82,0.0,0.81,0.69,0.67,0.63,0.79,0.86,0.62,0.6,0.58,0.53,0.59,0.54,0.5,0.52,0.54,0.51,0.5,0.45,0.45,0.37,0.34,0.36,0.39,0.41,0.36,0.38,0.37,0.38,0.39,0.36,0.34,0.36,0.38,0.34,0.3,0.33,0.31,0.36,0.32,0.29,0.27,0.24,0.27,0.33,0.32,0.3,0.28,0.33,0.3,0.3,0.29,0.26,0.29,0.27,0.29,0.3,0.27,0.26,0.29,0.26,0.27,0.3,0.33,0.3,0.27,0.23,0.2,0.24,0.23,0.27,0.22,0.25,0.25,0.22,0.23,0.26,0.18,0.25,0.18,0.22,0.25,0.25,0.22,0.22,0.23,0.24,0.22,0.22,0.21,0.22,0.2,0.22,0.14,0.23,0.0,0.19,0.16,0.24,0.17,0.16,0.2,0.16,0.18,0.2,0.18,0.16,0.19,0.17,0.22,0.18,0.17,0.18,0.17,0.16,0.19,0.16,0.18,0.19,0.14,0.15,0.16,0.16,0.15,0.17,0.18,0.18,0.15,0.16,0.16,0.16,0.17,0.13,0.15,0.13,0.15,0.15,0.16,0.14,0.13,0.13,0.15,0.15,0.14,0.14,0.15,0.12,0.16,0.15,0.12,0.14,0.13,0.13,0.17,0.14,0.14,0.13,0.13,0.14,0.13,0.13,0.13,0.0,0.13,0.14,0.14,0.14,0.15,0.14,0.12,0.13,0.0,0.0,0.15,0.0,0.12,0.13,0.12,0.0,0.0,0.0,0.13,0.0,0.0,0.12,0.0,0.0,0.12,0.96,0.0,0.0,0.0,0.14,0.12,0.0,0.0,0.0,0.14,0.0,0.15,0.16,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.12,0.13,0.0,0.12,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.68
11/11/2021,2.37,2.68,1.74,1.41,1.37,1.47,1.31,1.08,1.51,1.13,1.11,1.11,0.9,0.9,0.0,0.79,0.66,0.62,0.61,0.82,0.8,0.57,0.48,0.55,0.53,0.55,0.55,0.45,0.52,0.59,0.52,0.5,0.46,0.45,0.33,0.34,0.36,0.42,0.4,0.33,0.4,0.4,0.42,0.39,0.37,0.31,0.39,0.34,0.34,0.34,0.32,0.27,0.37,0.31,0.35,0.29,0.19,0.28,0.34,0.32,0.29,0.27,0.32,0.3,0.29,0.29,0.27,0.3,0.29,0.31,0.31,0.37,0.26,0.25,0.24,0.26,0.32,0.32,0.3,0.27,0.22,0.18,0.25,0.25,0.22,0.21,0.26,0.27,0.24,0.22,0.25,0.16,0.23,0.24,0.2,0.25,0.34,0.21,0.21,0.23,0.24,0.2,0.24,0.21,0.2,0.19,0.23,0.14,0.21,0.0,0.19,0.17,0.23,0.19,0.2,0.17,0.17,0.18,0.21,0.18,0.14,0.18,0.18,0.18,0.19,0.17,0.18,0.15,0.17,0.18,0.15,0.17,0.18,0.15,0.15,0.15,0.14,0.12,0.15,0.18,0.18,0.15,0.16,0.18,0.15,0.19,0.13,0.13,0.14,0.14,0.16,0.14,0.13,0.15,0.12,0.15,0.14,0.14,0.13,0.16,0.0,0.15,0.15,0.14,0.13,0.13,0.14,0.18,0.13,0.14,0.13,0.13,0.15,0.14,0.13,0.13,0.0,0.13,0.15,0.14,0.12,0.16,0.14,0.12,0.0,0.0,0.0,0.13,0.0,0.13,0.13,0.12,0.0,0.0,0.13,0.13,0.0,0.0,0.13,0.15,0.0,0.0,1.05,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.16,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.12,0.14,0.0,0.12,0.12,0.22,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.15
01/07/2022,2.47,2.21,1.74,1.4,1.29,1.2,1.34,1.01,1.41,0.89,1.06,0.91,0.5,0.74,0.0,0.84,0.67,0.58,0.59,0.88,0.72,0.74,0.33,0.54,0.49,0.54,0.58,0.4,0.52,0.61,0.53,0.49,0.49,0.55,0.33,0.39,0.35,0.6,0.45,0.3,0.41,0.43,0.42,0.42,0.41,0.44,0.42,0.39,0.31,0.36,0.34,0.18,0.37,0.33,0.45,0.27,0.15,0.21,0.35,0.34,0.32,0.2,0.3,0.0,0.31,0.23,0.28,0.31,0.27,0.32,0.32,0.35,0.27,0.25,0.25,0.28,0.34,0.26,0.32,0.29,0.24,0.23,0.26,0.25,0.22,0.21,0.27,0.3,0.26,0.19,0.21,0.17,0.25,0.17,0.15,0.25,0.33,0.24,0.22,0.23,0.26,0.13,0.23,0.18,0.27,0.19,0.22,0.14,0.21,0.0,0.19,0.19,0.23,0.25,0.19,0.0,0.0,0.0,0.19,0.19,0.0,0.17,0.2,0.0,0.19,0.25,0.18,0.13,0.2,0.18,0.17,0.2,0.19,0.0,0.0,0.19,0.14,0.13,0.14,0.16,0.21,0.19,0.17,0.14,0.14,0.17,0.0,0.15,0.15,0.13,0.0,0.0,0.14,0.15,0.13,0.16,0.0,0.14,0.0,0.17,0.0,0.14,0.15,0.15,0.13,0.13,0.0,0.0,0.13,0.14,0.14,0.0,0.17,0.12,0.0,0.12,0.0,0.14,0.15,0.0,0.13,0.17,0.15,0.12,0.0,0.0,0.0,0.14,0.0,0.14,0.15,0.12,0.0,0.12,0.13,0.14,0.0,0.0,0.12,0.14,0.0,0.12,0.9,0.0,0.0,0.0,0.15,0.12,0.0,0.0,0.0,0.0,0.13,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.14,0.0,0.12,0.0,0.0,0.15,0.36,0.24,0.19,0.19,0.17,0.17,0.17,0.17,0.16,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,66.26
