,MRNA,WAT,GRMN,KMI,TT,GOOGL,MXIM,TEL,BDX,TECH,FAST,WMB,AME,DD,LRCX,BLK,EQIX,CSCO,TTWO,ITW,HEI,ALXN,PFE,MMC,FTV,EXPD,IQV,EMN,VMW,WORK,GIS,ANET,IEX,LNG,CL,HRL,NUE,UDR,ALLY,LDOS,CVS,WDC,RBLX,HES,EPAM,SUI,COF,MNST,CHRW,FNF,VICI,DFS,PATH,ProShares VIX Short-Term Futures,ZS,CRWD,ABMD,AMZN,SNOW,CSGP,PANW,DOCU,RNG,HUBS,TEAM,W,BIIB,NVCR,PODD,CAG,K,BAX,BSX,PKI,ELAN,MDB,INTC,U,PM,INCY,HPE,FOXA,FMC,GM,EXAS,SGEN,PLTR,MA,RMD,AMAT,CNC,MCK,BRO,KKR,ULTA,WAB,TSLA,F,CTVA,IFF,ZBH,AON,DISH,ILMN,UI,PTON,COP,DVN,MPC,ZTS,MCO,NVDA,CPRT,INTU,BX,ADBE,CRL,DHR,ICE,SPGI,LH,KO,MSFT,UNP,AMT,DASH,NET,V,XLNX,ABC,TXN,AMD,TRMB,DDOG,ZBRA,CRM,FB,IT,NTAP,LBRDA,UPS,SNPS,POOL,EW,ZM,GNRC,TROW,NKE,MYRG,ANSS,TRUP,ISRG,UNH,BOX,ECPG,PLUG,ENPH,ANTM,TMUS,AXP,DOW,VIAC,MU,HAS,SWK,WST,DRNA,CTAS,DLR,TW,VVV,PNC,WHD,JHG,PINS,IDXX,PYPL,ROP,ABBV,TWLO,SWKS,CHD,MDLZ,REGN,ETN,GILD,DIS,VTR,ORLY,TAP,CINF,EBAY,PCAR,FICO,ALGN,ALNY,VRTX,TGT,CCI,MKC,ETSY,ROKU,n/a,BAC,LOW,DKNG,SNAP,AAPL,MCD,MTN,WELL,SQ,BMY,SYK,ROL,UBER,TWTR,CGNX,PEAK,MASI,DXCM,SIRI,MKTX,NOW,EQR,OTIS,VEEV,CARR,STX,HD,CBRE,TER,CME,RTX,OKE,TTD,ON,STT,SPG,AMP,LULU,HIG,TDY,CVNA,PRU,BXP,FTNT,SBUX,MMM,MSCI,ARE,JNJ,SBAC,NVR,MELI,DGX,NEE,ES,SHW,PG,DPZ,WMT,BR,MRK,TSN,PAYX,CHWY,LLY,VIXY,ACGL,EIX,DTE,SSNC,CCL,AFL,TJX,BK,KSS,MPWR,URI,PAYC,DHI,NTRS,HOLX,SUM
07/23/2021,0.0,0.0,0.0,0.0,0.0,0.0,1.93,0.0,0.0,0.0,0.0,1.86,0.0,0.0,1.94,0.0,0.0,0.0,1.99,0.0,1.85,1.96,0.0,0.0,0.0,0.0,0.0,1.85,0.0,0.0,0.0,0.0,0.0,1.85,0.0,2.05,0.0,0.0,0.0,0.0,1.99,0.0,1.85,1.76,2.04,0.0,1.92,2.06,2.01,0.0,1.94,1.92,1.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.89,0.0,0.0,0.0,2.01,1.9,0.0,1.99,1.92,0.0,1.85,1.98,1.9,0.0,1.91,0.0,0.0,0.0,2.0,1.92,1.97,2.06,1.92,1.95,2.0,2.0,1.95,1.89,1.9,1.98,1.84,1.89,1.91,1.9,1.93,1.89,1.98,1.92,2.02,1.8,1.75,1.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
07/26/2021,0.0,0.0,0.0,1.31,0.0,0.0,1.33,1.34,0.0,0.0,0.0,1.29,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,1.33,0.0,0.0,1.3,0.0,1.31,1.27,0.0,0.0,0.0,0.0,1.31,0.0,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34,1.31,1.35,0.0,0.0,0.0,1.26,1.31,0.0,0.0,0.0,0.0,0.0,1.27,0.0,0.0,0.0,1.39,1.3,1.35,0.0,0.0,0.0,0.0,0.0,1.35,1.31,1.31,1.34,1.28,1.37,1.33,0.0,0.0,0.0,0.0,0.0,4.09,3.94,2.75,2.37,2.34,2.32,2.2,2.14,2.06,1.42,1.4,1.4,1.4,1.4,1.39,1.39,1.38,1.38,1.37,1.36,1.35,1.35,1.35,1.35,1.34,1.33,1.31,1.31,1.31,1.31,1.31,1.3,1.3,1.29,1.28,1.26,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
07/27/2021,0.0,0.0,0.0,1.22,0.0,0.49,1.25,0.79,0.0,0.0,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.77,0.0,0.0,0.8,0.0,1.24,1.24,0.0,0.0,0.0,0.0,1.28,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,1.24,0.0,0.0,0.76,0.0,0.0,0.0,0.46,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.81,1.26,0.0,0.0,0.0,0.8,1.23,0.0,0.0,0.0,0.0,0.0,1.23,0.0,0.0,0.0,0.81,0.79,0.8,0.0,0.0,0.0,0.0,0.0,1.22,0.78,0.79,0.79,0.78,0.78,1.25,0.0,0.0,0.0,0.0,0.0,4.7,3.45,2.6,1.32,4.01,2.35,2.17,2.1,2.06,2.02,1.25,1.27,2.03,2.53,2.03,2.0,0.82,1.33,2.04,0.81,0.8,1.22,1.3,0.8,1.27,1.29,1.27,1.33,1.25,0.76,1.24,0.77,1.26,1.28,1.26,1.27,1.23,1.22,0.48,0.47,0.47,0.47,0.47,0.46,0.46,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
07/28/2021,0.0,0.0,0.0,1.22,0.0,0.49,1.25,0.79,0.0,0.0,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.77,0.0,0.0,0.8,0.0,1.24,1.24,0.0,0.0,0.0,0.0,1.28,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,1.24,0.0,0.0,0.76,0.0,0.0,0.0,0.46,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.81,1.26,0.0,0.0,0.0,0.8,1.23,0.0,0.0,0.0,0.0,0.0,1.23,0.0,0.0,0.0,0.81,0.79,0.8,0.0,0.0,0.0,0.0,0.0,1.22,0.78,0.79,0.79,0.78,0.78,1.25,0.0,0.0,0.0,0.0,0.0,4.7,3.45,2.6,1.32,4.01,2.35,2.17,2.1,2.06,2.02,1.25,1.27,2.03,2.53,2.03,2.0,0.82,1.33,2.04,0.81,0.8,1.22,1.3,0.8,1.27,1.29,1.27,1.33,1.25,0.76,1.24,0.77,1.26,1.28,1.26,1.27,1.23,1.22,0.48,0.47,0.47,0.47,0.47,0.46,0.46,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
07/29/2021,0.0,0.0,0.0,1.25,0.0,0.49,1.25,0.79,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.76,0.0,0.0,0.8,0.0,1.24,1.23,0.0,0.0,0.0,0.0,1.27,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,1.27,0.0,0.0,0.78,0.0,0.0,0.0,0.45,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.85,1.24,0.0,0.0,0.0,0.8,1.2,0.0,0.0,0.0,0.0,0.0,1.21,0.0,0.0,0.0,0.81,0.78,0.8,0.0,0.0,0.0,0.0,0.0,1.24,0.78,0.8,0.79,0.85,0.8,1.24,0.0,0.0,0.0,0.0,0.0,4.64,3.43,2.57,1.31,4.02,2.4,2.16,2.09,2.06,2.01,1.23,1.26,2.03,2.53,2.03,2.0,0.8,1.33,2.05,0.79,0.8,1.23,1.29,0.79,1.25,1.29,1.26,1.34,1.26,0.77,1.24,0.76,1.25,1.3,1.25,1.32,1.22,1.22,0.47,0.47,0.47,0.46,0.46,0.46,0.45,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
07/30/2021,0.0,0.0,0.0,1.25,0.0,0.49,1.25,0.79,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.76,0.0,0.0,0.8,0.0,1.24,1.23,0.0,0.0,0.0,0.0,1.27,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,1.27,0.0,0.0,0.78,0.0,0.0,0.0,0.45,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.85,1.24,0.0,0.0,0.0,0.8,1.2,0.0,0.0,0.0,0.0,0.0,1.21,0.0,0.0,0.0,0.81,0.78,0.8,0.0,0.0,0.0,0.0,0.0,1.24,0.78,0.8,0.79,0.85,0.8,1.24,0.0,0.0,0.0,0.0,0.0,4.64,3.43,2.57,1.31,4.02,2.4,2.16,2.09,2.06,2.01,1.23,1.26,2.03,2.53,2.03,2.0,0.8,1.33,2.05,0.79,0.8,1.23,1.29,0.79,1.25,1.29,1.26,1.34,1.26,0.77,1.24,0.76,1.25,1.3,1.25,1.32,1.22,1.22,0.47,0.47,0.47,0.46,0.46,0.46,0.45,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/02/2021,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0,1.16,0.0,0.76,0.0,0.76,0.42,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.76,0.44,0.45,0.77,0.0,0.0,0.0,0.76,0.0,1.17,0.0,0.0,0.8,0.0,0.41,0.0,0.0,0.76,1.18,1.2,0.0,0.0,1.92,0.0,0.0,0.0,0.0,0.71,0.76,0.0,0.0,0.0,0.0,0.76,0.78,0.0,0.0,0.0,0.0,0.75,0.76,0.0,0.0,1.16,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.76,0.79,0.8,1.2,0.0,0.0,0.0,0.0,0.0,1.23,1.2,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.41,1.22,0.79,0.0,0.0,0.8,0.0,0.46,0.76,0.0,1.17,1.17,1.19,4.89,4.14,2.83,1.99,4.28,2.73,3.28,2.74,2.66,1.42,0.45,0.66,1.41,1.4,1.39,1.41,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.77,0.75,1.08,0.0,1.18,0.0,1.16,1.96,1.6,0.0,0.0,0.0,0.0,0.47,0.45,0.0,0.46,1.21,1.21,1.18,1.18,1.16,0.79,0.78,0.76,0.73,0.73,0.42,0.42,0.41,0.41,0.41,0.41,0.41,0.41,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/03/2021,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0,1.16,0.0,0.76,0.0,0.76,0.42,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.76,0.44,0.45,0.77,0.0,0.0,0.0,0.76,0.0,1.17,0.0,0.0,0.8,0.0,0.41,0.0,0.0,0.76,1.18,1.2,0.0,0.0,1.92,0.0,0.0,0.0,0.0,0.71,0.76,0.0,0.0,0.0,0.0,0.76,0.78,0.0,0.0,0.0,0.0,0.75,0.76,0.0,0.0,1.16,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.76,0.79,0.8,1.2,0.0,0.0,0.0,0.0,0.0,1.23,1.2,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.41,1.22,0.79,0.0,0.0,0.8,0.0,0.46,0.76,0.0,1.17,1.17,1.19,4.89,4.14,2.83,1.99,4.28,2.73,3.28,2.74,2.66,1.42,0.45,0.66,1.41,1.4,1.39,1.41,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.77,0.75,1.08,0.0,1.18,0.0,1.16,1.96,1.6,0.0,0.0,0.0,0.0,0.47,0.45,0.0,0.46,1.21,1.21,1.18,1.18,1.16,0.79,0.78,0.76,0.73,0.73,0.42,0.42,0.41,0.41,0.41,0.41,0.41,0.41,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/04/2021,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0,1.16,0.0,0.76,0.0,0.76,0.42,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.76,0.44,0.45,0.77,0.0,0.0,0.0,0.76,0.0,1.17,0.0,0.0,0.8,0.0,0.41,0.0,0.0,0.76,1.18,1.2,0.0,0.0,1.92,0.0,0.0,0.0,0.0,0.71,0.76,0.0,0.0,0.0,0.0,0.76,0.78,0.0,0.0,0.0,0.0,0.75,0.76,0.0,0.0,1.16,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.76,0.79,0.8,1.2,0.0,0.0,0.0,0.0,0.0,1.23,1.2,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.41,1.22,0.79,0.0,0.0,0.8,0.0,0.46,0.76,0.0,1.17,1.17,1.19,4.89,4.14,2.83,1.99,4.28,2.73,3.28,2.74,2.66,1.42,0.45,0.66,1.41,1.4,1.39,1.41,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.77,0.75,1.08,0.0,1.18,0.0,1.16,1.96,1.6,0.0,0.0,0.0,0.0,0.47,0.45,0.0,0.46,1.21,1.21,1.18,1.18,1.16,0.79,0.78,0.76,0.73,0.73,0.42,0.42,0.41,0.41,0.41,0.41,0.41,0.41,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/05/2021,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0,1.16,0.0,0.76,0.0,0.76,0.42,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.76,0.44,0.45,0.77,0.0,0.0,0.0,0.76,0.0,1.17,0.0,0.0,0.8,0.0,0.41,0.0,0.0,0.76,1.18,1.2,0.0,0.0,1.92,0.0,0.0,0.0,0.0,0.71,0.76,0.0,0.0,0.0,0.0,0.76,0.78,0.0,0.0,0.0,0.0,0.75,0.76,0.0,0.0,1.16,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.76,0.79,0.8,1.2,0.0,0.0,0.0,0.0,0.0,1.23,1.2,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.41,1.22,0.79,0.0,0.0,0.8,0.0,0.46,0.76,0.0,1.17,1.17,1.19,4.89,4.14,2.83,1.99,4.28,2.73,3.28,2.74,2.66,1.42,0.45,0.66,1.41,1.4,1.39,1.41,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.77,0.75,1.08,0.0,1.18,0.0,1.16,1.96,1.6,0.0,0.0,0.0,0.0,0.47,0.45,0.0,0.46,1.21,1.21,1.18,1.18,1.16,0.79,0.78,0.76,0.73,0.73,0.42,0.42,0.41,0.41,0.41,0.41,0.41,0.41,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/06/2021,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.0,1.15,0.0,0.77,0.0,0.77,0.41,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.81,0.45,0.46,0.78,0.0,0.0,0.0,0.76,0.0,1.17,0.0,0.0,0.83,0.0,0.41,0.0,0.0,0.77,1.17,1.14,0.0,0.0,1.91,0.0,0.0,0.0,0.0,0.71,0.71,0.0,0.0,0.0,0.0,0.7,0.77,0.0,0.0,0.0,0.0,0.76,0.91,0.0,0.0,0.96,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.77,0.78,0.81,1.21,0.0,0.0,0.0,0.0,0.0,1.3,1.17,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.44,1.22,0.78,0.0,0.0,0.79,0.0,0.46,0.76,0.0,1.14,1.12,1.17,4.86,4.15,2.87,1.99,4.31,2.75,3.26,2.78,2.69,1.39,0.48,0.69,1.41,1.39,1.4,1.41,0.0,0.0,1.36,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.0,0.79,0.77,1.07,0.0,1.2,0.0,1.19,1.82,1.62,0.0,0.0,0.0,0.0,0.47,0.46,0.0,0.46,1.16,1.22,1.21,1.17,1.15,0.78,0.76,0.78,0.73,0.73,0.45,0.41,0.41,0.42,0.41,0.42,0.41,0.41,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
