,ROG.SW,NOVN.SW,ULVR.L,SIE.DE,SAN.PA,BHP.AX,ALV.DE,GSK.L,RIO.L,VALE3.SA,BATS.L,939.HK,ENEL.MI,IBE.MC,7974.T,BHP.L,ZURN.SW,2317.TW,AAL.L,9433.T,WES.AX,TRP.TO,BN.PA,NG.L,MFC.TO,9434.T,Cash & Cash Equivalents,8001.T,RIO.AX,NTR.TO,1180.SR,9432.T,1398.HK,AD.AS,O39.SI,HOLN.SW,8766.T,SLF.TO,FMG.AX,SREN.SW,5108.T,TSCO.L,U11.SI,BA.L,2914.T,G.MI,QNBK.QA,GMKN.ME,IMB.L,7010.SR,UPM.HE,FAB.,16.HK,SGSN.SW,B3SA3.SA,1925.T,2881.TW,POW.TO,PPL.TO,2503.T,WALMEX.MX,2.HK,III.L,SLHN.SW,11.HK,SCMN.SW,BBRI.JK,2891.TW,GMEXICOB.MX,1301.TW,PBBANK.KL,1113.HK,3407.T,PSN.L,SJR.B.TO,NN.AS,1109.HK,8725.T,1928.T,2388.HK,FORTUM.HE,8630.T,SRG.MI,SNPMF,ASX.AX,017670.KS,STJ.L,TRN.MI,ADEN.SW,1326.TW,ETISALAT.,2884.TW,TATN.ME,TLKM.JK,3034.TW,960.HK,1997.HK,T.TO,1101.TW,RAND.AS,YAR.OL,TRYG.CO,CTC.A.TO,EMIRATESNBD.DB,AQN.TO,HDEF,MRW.L,2601.HK,688.HK,ELISA.HE,033780.KS,ADM.L,2007.HK,6.HK,SVT.L,EN.PA,2892.TW,MNG.L,GFI.JO,GWO.TO,SLM.JO,992.HK,ITC.NS,ELE.MC,MAYBANK.KL,REE.MC,H.TO,POLY.L,HL.L,NTPC.NS,NTGY.MC,ORK.OL,BMRI.JK,868.HK,8795.T,6488,BALN.SW,1801.T,POWERGRID.NS,LUNE.ST,1088.HK,TEL2 B.ST,EVK.DE,1050.SR,CPU.AX,1812.T,MPL.AX,12.HK,BRDT3.SA,AQE.,S68.SI,2328.HK,ELUX B.ST,G1A.DE,PLZL.ME,SPK.NZ,KEY.TO,EVN.AX,SDR.L,IAG.TO,000810.KS,5876.TW,2912.TW,MFG.AX,1802.T,4704.T,ENG.MC,2887.TW,DLG.L,101.HK,1658.HK,BPCL.NS,TOPGLOV.KL,83.HK,4042.T,PTTEP-R.BK,6823.HK,SECU B.ST,AZJ.AX,2202.HK,HEROMOTOCO.NS,ICA.ST,2301.TW,1044.HK,032830.KS,2890.TW,S63.SI,600900.SS,VIVT3.SA,ORNBV.HE,NLMK.ME,BTO.TO,GJF.OL,MBT,1038.HK,4732.T,EQTL3.SA,4182.T,270.HK,ZAIN.,HTO.AT,ALDAR.,010130.KS,DEM,n/a,5347,V03.SI,135.HK,2888.TW,2324.TW,2377.TW,BCE.TO,151.HK,3231.T,ELUXB.ST,SPK.AX,SUM
09/28/2021,5.69,4.22,3.26,3.07,2.51,1.87,2.11,2.22,1.7,1.34,1.82,1.54,1.53,1.47,1.23,1.24,1.44,1.09,1.05,1.23,1.08,1.1,1.04,1.04,0.86,0.91,0.0,0.81,0.61,0.84,0.79,0.84,0.69,0.8,0.64,0.59,0.77,0.68,0.44,0.6,0.62,0.63,0.51,0.57,0.54,0.53,0.54,0.45,0.46,0.47,0.46,0.5,0.38,0.42,0.36,0.43,0.47,0.42,0.4,0.34,0.43,0.37,0.41,0.38,0.3,0.34,0.43,0.35,0.3,0.32,0.33,0.26,0.3,0.28,0.3,0.32,0.29,0.37,0.3,0.25,0.31,0.33,0.27,0.27,0.27,0.0,0.26,0.25,0.18,0.23,0.27,0.26,0.23,0.28,0.2,0.19,0.19,0.23,0.22,0.19,0.2,0.2,0.2,0.22,0.21,0.21,0.22,0.18,0.19,0.21,0.18,0.2,0.17,0.19,0.21,0.22,0.19,0.17,0.17,0.19,0.19,0.17,0.22,0.16,0.18,0.2,0.18,0.15,0.15,0.19,0.17,0.16,0.18,0.14,0.17,0.16,0.16,0.13,0.17,0.16,0.17,0.17,0.15,0.14,0.15,0.14,0.16,0.12,0.13,0.17,0.13,0.14,0.12,0.17,0.13,0.14,0.13,0.12,0.15,0.14,0.13,0.13,0.14,0.09,0.13,0.18,0.13,0.16,0.12,0.11,0.12,0.11,0.0,0.1,0.11,0.11,0.12,0.11,0.12,0.09,0.11,0.11,0.11,0.09,0.1,0.11,0.1,0.1,0.1,0.1,0.11,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.09,0.1,0.1,0.0,0.0,1.24,0.11,0.09,0.09,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.0,93.46
09/29/2021,5.68,4.22,3.27,3.04,2.49,1.84,2.12,2.19,1.69,1.31,1.81,1.53,1.53,1.46,1.25,1.23,1.44,1.11,1.05,1.26,1.08,1.11,1.04,1.02,0.86,0.94,0.0,0.81,0.61,0.85,0.8,0.86,0.69,0.81,0.64,0.59,0.8,0.68,0.43,0.6,0.63,0.62,0.51,0.57,0.54,0.54,0.55,0.45,0.46,0.48,0.45,0.51,0.37,0.42,0.36,0.44,0.48,0.42,0.4,0.35,0.43,0.36,0.4,0.38,0.3,0.34,0.43,0.35,0.3,0.34,0.33,0.25,0.31,0.28,0.3,0.33,0.29,0.38,0.3,0.25,0.31,0.33,0.26,0.27,0.27,0.0,0.26,0.24,0.18,0.24,0.27,0.26,0.22,0.28,0.2,0.18,0.18,0.23,0.22,0.18,0.2,0.2,0.2,0.22,0.21,0.27,0.22,0.18,0.19,0.21,0.18,0.2,0.17,0.18,0.21,0.22,0.2,0.17,0.16,0.2,0.19,0.18,0.22,0.16,0.18,0.2,0.18,0.15,0.15,0.19,0.17,0.16,0.18,0.13,0.18,0.16,0.16,0.13,0.17,0.16,0.17,0.17,0.15,0.14,0.16,0.14,0.16,0.12,0.13,0.16,0.13,0.14,0.12,0.16,0.13,0.14,0.13,0.11,0.14,0.14,0.13,0.13,0.14,0.0,0.13,0.18,0.13,0.16,0.12,0.1,0.12,0.11,0.0,0.1,0.11,0.11,0.12,0.11,0.12,0.09,0.11,0.11,0.11,0.09,0.1,0.11,0.1,0.1,0.1,0.1,0.11,0.0,0.1,0.11,0.0,0.0,0.1,0.0,0.0,0.09,0.09,0.1,0.09,0.0,1.15,0.12,0.09,0.09,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.0,93.41
09/30/2021,5.65,4.19,3.25,3.02,2.49,1.85,2.16,2.19,1.68,1.33,1.83,1.53,1.51,1.46,1.25,1.24,1.44,1.11,1.05,1.25,1.08,1.13,1.03,1.01,0.88,0.94,0.0,0.82,0.62,0.86,0.8,0.84,0.69,0.8,0.65,0.59,0.8,0.69,0.44,0.6,0.63,0.63,0.52,0.58,0.54,0.55,0.54,0.45,0.46,0.46,0.45,0.5,0.37,0.41,0.36,0.44,0.48,0.42,0.41,0.35,0.44,0.36,0.39,0.38,0.3,0.33,0.43,0.35,0.3,0.35,0.33,0.26,0.31,0.27,0.3,0.33,0.29,0.38,0.3,0.25,0.31,0.33,0.26,0.27,0.27,0.0,0.26,0.24,0.18,0.24,0.27,0.26,0.24,0.28,0.21,0.17,0.18,0.23,0.22,0.18,0.21,0.2,0.2,0.22,0.21,0.27,0.22,0.18,0.19,0.21,0.18,0.2,0.17,0.18,0.2,0.22,0.2,0.17,0.17,0.2,0.19,0.18,0.22,0.16,0.18,0.2,0.18,0.14,0.15,0.19,0.17,0.16,0.18,0.13,0.18,0.16,0.16,0.13,0.17,0.17,0.17,0.17,0.15,0.14,0.16,0.14,0.17,0.12,0.12,0.15,0.13,0.14,0.12,0.16,0.12,0.13,0.13,0.11,0.14,0.14,0.13,0.13,0.14,0.0,0.13,0.18,0.13,0.16,0.12,0.1,0.12,0.11,0.0,0.1,0.11,0.11,0.12,0.11,0.12,0.09,0.11,0.11,0.11,0.09,0.1,0.11,0.1,0.1,0.1,0.1,0.11,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.09,0.1,0.09,0.0,0.0,1.14,0.11,0.09,0.09,0.0,0.09,0.0,0.09,0.09,0.0,0.0,0.0,93.39
10/01/2021,5.61,4.19,3.28,2.96,2.5,1.81,2.15,2.18,1.67,1.26,1.84,1.54,1.5,1.43,1.24,1.22,1.43,1.11,1.02,1.26,1.06,1.09,1.03,0.99,0.88,0.95,0.0,0.83,0.6,0.86,0.82,0.85,0.71,0.8,0.65,0.59,0.8,0.7,0.42,0.6,0.64,0.62,0.52,0.57,0.55,0.54,0.55,0.45,0.46,0.46,0.44,0.51,0.37,0.4,0.34,0.44,0.48,0.42,0.41,0.35,0.42,0.36,0.39,0.37,0.3,0.34,0.43,0.36,0.29,0.37,0.34,0.27,0.31,0.27,0.3,0.33,0.3,0.38,0.3,0.25,0.31,0.34,0.26,0.28,0.27,0.0,0.25,0.24,0.18,0.25,0.27,0.26,0.24,0.28,0.2,0.19,0.19,0.22,0.22,0.19,0.2,0.2,0.19,0.23,0.21,0.27,0.22,0.18,0.2,0.2,0.18,0.19,0.18,0.19,0.2,0.22,0.2,0.17,0.17,0.2,0.19,0.18,0.22,0.16,0.18,0.2,0.18,0.14,0.16,0.2,0.17,0.16,0.18,0.13,0.18,0.16,0.16,0.14,0.18,0.17,0.18,0.17,0.15,0.15,0.16,0.15,0.16,0.12,0.12,0.16,0.13,0.15,0.12,0.16,0.12,0.14,0.13,0.11,0.14,0.14,0.14,0.13,0.14,0.0,0.13,0.18,0.13,0.16,0.12,0.11,0.12,0.12,0.0,0.1,0.11,0.11,0.12,0.11,0.12,0.1,0.12,0.11,0.12,0.09,0.1,0.11,0.1,0.1,0.09,0.09,0.11,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.09,0.09,0.1,0.0,0.0,1.27,0.11,0.09,0.1,0.0,0.0,0.0,0.09,0.09,0.09,0.0,0.0,93.38
10/04/2021,5.74,4.22,3.27,2.91,2.52,1.85,2.15,2.2,1.71,1.28,1.77,1.59,1.45,1.38,1.26,1.24,1.43,1.09,1.06,1.22,1.05,1.09,1.03,0.98,0.86,0.9,0.0,0.8,0.62,0.86,0.83,0.82,0.72,0.8,0.65,0.58,0.79,0.7,0.42,0.6,0.63,0.61,0.52,0.57,0.55,0.54,0.55,0.44,0.46,0.47,0.44,0.49,0.38,0.4,0.33,0.43,0.47,0.43,0.41,0.35,0.41,0.37,0.39,0.38,0.31,0.34,0.44,0.35,0.29,0.36,0.33,0.27,0.3,0.27,0.3,0.33,0.32,0.36,0.3,0.26,0.31,0.32,0.26,0.27,0.27,0.0,0.25,0.23,0.18,0.24,0.27,0.26,0.24,0.3,0.19,0.2,0.2,0.22,0.22,0.18,0.21,0.19,0.18,0.23,0.21,0.27,0.22,0.18,0.2,0.21,0.18,0.18,0.19,0.19,0.2,0.22,0.2,0.17,0.17,0.2,0.19,0.18,0.22,0.15,0.18,0.2,0.18,0.14,0.16,0.21,0.17,0.16,0.19,0.13,0.17,0.15,0.16,0.13,0.19,0.17,0.18,0.17,0.15,0.15,0.17,0.14,0.17,0.12,0.12,0.16,0.13,0.15,0.12,0.16,0.12,0.14,0.13,0.11,0.14,0.14,0.14,0.13,0.14,0.0,0.13,0.18,0.13,0.16,0.12,0.11,0.13,0.12,0.0,0.1,0.11,0.11,0.12,0.11,0.12,0.1,0.11,0.11,0.11,0.09,0.1,0.11,0.1,0.11,0.1,0.1,0.11,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.09,0.09,0.1,0.1,0.0,0.0,1.29,0.11,0.09,0.09,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.0,93.35
10/05/2021,5.85,4.21,3.27,2.84,2.52,1.83,2.17,2.2,1.69,1.3,1.74,1.6,1.47,1.39,1.17,1.22,1.43,1.07,1.06,1.21,1.05,1.1,1.02,1.0,0.87,0.92,0.0,0.78,0.61,0.89,0.83,0.83,0.73,0.8,0.65,0.58,0.79,0.7,0.42,0.6,0.62,0.6,0.52,0.58,0.55,0.55,0.56,0.44,0.45,0.47,0.44,0.5,0.38,0.4,0.35,0.42,0.47,0.43,0.41,0.35,0.42,0.37,0.4,0.38,0.31,0.34,0.45,0.35,0.29,0.35,0.33,0.27,0.29,0.26,0.31,0.33,0.32,0.36,0.29,0.26,0.32,0.32,0.26,0.28,0.26,0.0,0.25,0.23,0.18,0.24,0.27,0.26,0.24,0.3,0.19,0.2,0.2,0.22,0.22,0.18,0.21,0.19,0.18,0.23,0.21,0.27,0.23,0.18,0.2,0.21,0.18,0.19,0.19,0.19,0.2,0.22,0.2,0.17,0.17,0.2,0.2,0.18,0.22,0.15,0.18,0.2,0.18,0.14,0.16,0.21,0.17,0.16,0.19,0.13,0.17,0.14,0.16,0.13,0.19,0.17,0.18,0.17,0.15,0.15,0.17,0.14,0.16,0.12,0.12,0.16,0.13,0.15,0.12,0.16,0.12,0.14,0.13,0.11,0.14,0.14,0.14,0.13,0.14,0.0,0.13,0.18,0.13,0.16,0.12,0.11,0.13,0.12,0.0,0.1,0.11,0.11,0.12,0.11,0.12,0.1,0.11,0.11,0.11,0.09,0.1,0.11,0.1,0.11,0.1,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.09,0.09,0.1,0.1,0.0,0.0,1.31,0.11,0.09,0.09,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.0,93.37
10/06/2021,5.85,4.21,3.27,2.84,2.52,1.83,2.17,2.2,1.69,1.3,1.74,1.6,1.47,1.39,1.17,1.22,1.43,1.07,1.06,1.21,1.05,1.1,1.02,1.0,0.87,0.92,0.0,0.78,0.61,0.89,0.83,0.83,0.73,0.8,0.65,0.58,0.79,0.7,0.42,0.6,0.62,0.6,0.52,0.58,0.55,0.55,0.56,0.44,0.45,0.47,0.44,0.5,0.38,0.4,0.35,0.42,0.47,0.43,0.41,0.35,0.42,0.37,0.4,0.38,0.31,0.34,0.45,0.35,0.29,0.35,0.33,0.27,0.29,0.26,0.31,0.33,0.32,0.36,0.29,0.26,0.32,0.32,0.26,0.28,0.26,0.0,0.25,0.23,0.18,0.24,0.27,0.26,0.24,0.3,0.19,0.2,0.2,0.22,0.22,0.18,0.21,0.19,0.18,0.23,0.21,0.27,0.23,0.18,0.2,0.21,0.18,0.19,0.19,0.19,0.2,0.22,0.2,0.17,0.17,0.2,0.2,0.18,0.22,0.15,0.18,0.2,0.18,0.14,0.16,0.21,0.17,0.16,0.19,0.13,0.17,0.14,0.16,0.13,0.19,0.17,0.18,0.17,0.15,0.15,0.17,0.14,0.16,0.12,0.12,0.16,0.13,0.15,0.12,0.16,0.12,0.14,0.13,0.11,0.14,0.14,0.14,0.13,0.14,0.0,0.13,0.18,0.13,0.16,0.12,0.11,0.13,0.12,0.0,0.1,0.11,0.11,0.12,0.11,0.12,0.1,0.11,0.11,0.11,0.09,0.1,0.11,0.1,0.11,0.1,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.09,0.09,0.1,0.1,0.0,0.0,1.31,0.11,0.09,0.09,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.0,93.37
10/07/2021,5.94,4.24,3.26,2.8,2.54,1.83,2.16,2.2,1.7,1.27,1.76,1.57,1.47,1.38,1.16,1.23,1.44,1.07,1.05,1.22,1.05,1.12,1.02,1.01,0.88,0.9,0.0,0.78,0.61,0.9,0.85,0.83,0.72,0.81,0.66,0.59,0.79,0.72,0.41,0.6,0.62,0.61,0.53,0.58,0.54,0.55,0.55,0.43,0.46,0.45,0.44,0.5,0.38,0.4,0.32,0.42,0.46,0.43,0.42,0.35,0.41,0.37,0.39,0.38,0.31,0.35,0.46,0.35,0.29,0.36,0.33,0.27,0.29,0.26,0.31,0.33,0.32,0.37,0.29,0.26,0.32,0.32,0.26,0.27,0.27,0.0,0.25,0.23,0.18,0.24,0.28,0.26,0.25,0.3,0.19,0.2,0.2,0.22,0.22,0.18,0.21,0.19,0.19,0.23,0.21,0.27,0.22,0.18,0.2,0.21,0.18,0.19,0.19,0.18,0.2,0.22,0.2,0.17,0.17,0.2,0.19,0.2,0.22,0.15,0.18,0.2,0.18,0.14,0.16,0.22,0.17,0.16,0.2,0.12,0.17,0.14,0.16,0.14,0.19,0.18,0.18,0.16,0.15,0.15,0.17,0.14,0.17,0.12,0.12,0.16,0.13,0.15,0.0,0.16,0.12,0.14,0.13,0.12,0.14,0.14,0.14,0.13,0.14,0.0,0.13,0.18,0.13,0.16,0.12,0.11,0.13,0.12,0.0,0.1,0.1,0.11,0.12,0.11,0.12,0.1,0.11,0.11,0.11,0.09,0.1,0.11,0.1,0.1,0.09,0.1,0.1,0.09,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.09,0.1,0.09,0.0,0.0,1.3,0.11,0.09,0.09,0.0,0.0,0.0,0.09,0.09,0.0,0.11,0.0,93.47000000000004
10/08/2021,5.87,4.21,3.24,2.84,2.54,1.81,2.19,2.21,1.7,1.26,1.76,1.59,1.48,1.4,1.13,1.24,1.44,1.05,1.06,1.2,1.05,1.11,1.01,1.02,0.88,0.89,0.0,0.78,0.61,0.91,0.86,0.83,0.72,0.83,0.66,0.58,0.78,0.74,0.41,0.6,0.61,0.62,0.52,0.58,0.54,0.56,0.56,0.44,0.46,0.44,0.44,0.49,0.38,0.4,0.31,0.41,0.46,0.43,0.41,0.35,0.41,0.37,0.39,0.38,0.31,0.35,0.45,0.35,0.29,0.37,0.33,0.27,0.28,0.26,0.31,0.33,0.31,0.36,0.29,0.26,0.33,0.32,0.26,0.28,0.27,0.0,0.25,0.23,0.18,0.24,0.28,0.26,0.26,0.3,0.19,0.19,0.2,0.22,0.22,0.19,0.21,0.19,0.19,0.22,0.21,0.27,0.22,0.18,0.2,0.21,0.18,0.19,0.18,0.19,0.21,0.22,0.2,0.17,0.17,0.2,0.19,0.21,0.22,0.15,0.18,0.2,0.18,0.14,0.16,0.22,0.17,0.16,0.2,0.12,0.17,0.14,0.16,0.13,0.19,0.18,0.19,0.17,0.15,0.15,0.16,0.14,0.16,0.13,0.12,0.16,0.13,0.15,0.0,0.16,0.13,0.14,0.13,0.12,0.14,0.14,0.14,0.13,0.14,0.0,0.13,0.17,0.13,0.16,0.12,0.11,0.13,0.12,0.0,0.1,0.1,0.11,0.12,0.11,0.13,0.1,0.11,0.11,0.11,0.09,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.09,0.0,0.09,0.0,0.0,0.09,0.1,0.1,0.0,0.0,1.31,0.11,0.09,0.09,0.0,0.0,0.0,0.09,0.09,0.0,0.11,0.0,93.43
10/11/2021,5.99,4.21,3.17,2.81,2.53,1.81,2.18,2.21,1.73,1.31,1.73,1.57,1.49,1.48,1.04,1.25,1.44,1.1,1.07,1.2,1.03,1.11,1.0,1.0,0.87,0.89,0.0,0.77,0.6,0.91,0.86,0.83,0.72,0.81,0.66,0.58,0.79,0.74,0.39,0.6,0.62,0.66,0.52,0.58,0.55,0.55,0.56,0.45,0.44,0.45,0.44,0.49,0.4,0.4,0.31,0.42,0.46,0.43,0.41,0.35,0.41,0.37,0.39,0.38,0.32,0.34,0.47,0.35,0.3,0.37,0.33,0.27,0.29,0.26,0.31,0.33,0.31,0.35,0.29,0.27,0.31,0.32,0.25,0.29,0.27,0.0,0.24,0.23,0.18,0.24,0.27,0.26,0.26,0.3,0.19,0.2,0.2,0.22,0.21,0.19,0.2,0.2,0.19,0.21,0.2,0.3,0.22,0.18,0.2,0.21,0.18,0.18,0.18,0.19,0.2,0.22,0.19,0.16,0.18,0.2,0.19,0.2,0.21,0.16,0.18,0.2,0.18,0.14,0.15,0.21,0.17,0.16,0.2,0.12,0.18,0.14,0.16,0.15,0.18,0.17,0.19,0.16,0.15,0.15,0.17,0.14,0.16,0.13,0.12,0.16,0.12,0.15,0.0,0.16,0.13,0.13,0.13,0.12,0.14,0.14,0.14,0.13,0.14,0.0,0.13,0.15,0.13,0.16,0.12,0.11,0.12,0.12,0.0,0.1,0.11,0.11,0.12,0.11,0.13,0.1,0.11,0.11,0.11,0.09,0.1,0.11,0.1,0.09,0.09,0.1,0.11,0.09,0.1,0.1,0.0,0.0,0.09,0.0,0.0,0.09,0.1,0.1,0.09,0.0,1.38,0.11,0.09,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.11,0.0,93.48
10/12/2021,6.04,4.19,3.16,2.8,2.53,1.86,2.17,2.2,1.72,1.31,1.73,1.55,1.49,1.48,1.16,1.26,1.44,1.1,1.08,1.21,1.05,1.12,0.98,0.99,0.88,0.89,0.0,0.77,0.62,0.92,0.86,0.83,0.72,0.8,0.66,0.58,0.79,0.74,0.4,0.6,0.62,0.67,0.52,0.58,0.55,0.55,0.56,0.45,0.45,0.44,0.44,0.48,0.39,0.4,0.32,0.43,0.46,0.44,0.42,0.34,0.41,0.36,0.39,0.38,0.32,0.34,0.47,0.35,0.3,0.37,0.33,0.27,0.29,0.26,0.31,0.33,0.3,0.35,0.29,0.27,0.31,0.32,0.25,0.28,0.27,0.0,0.24,0.23,0.18,0.24,0.27,0.26,0.26,0.3,0.18,0.19,0.2,0.22,0.21,0.19,0.2,0.19,0.19,0.21,0.2,0.3,0.22,0.19,0.2,0.21,0.18,0.18,0.18,0.19,0.2,0.22,0.19,0.16,0.18,0.2,0.18,0.19,0.21,0.16,0.18,0.2,0.18,0.14,0.15,0.21,0.17,0.16,0.21,0.12,0.17,0.14,0.16,0.15,0.18,0.18,0.17,0.16,0.15,0.15,0.17,0.14,0.17,0.13,0.12,0.16,0.12,0.15,0.0,0.16,0.13,0.13,0.13,0.12,0.14,0.14,0.14,0.13,0.14,0.0,0.13,0.15,0.13,0.16,0.12,0.11,0.12,0.12,0.0,0.1,0.11,0.11,0.12,0.11,0.13,0.1,0.11,0.11,0.11,0.09,0.1,0.11,0.1,0.12,0.1,0.1,0.11,0.09,0.1,0.1,0.0,0.0,0.09,0.0,0.0,0.09,0.1,0.1,0.09,0.0,1.17,0.11,0.09,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.11,0.0,93.46
10/13/2021,6.04,4.19,3.16,2.8,2.53,1.86,2.17,2.2,1.72,1.31,1.73,1.55,1.49,1.48,1.16,1.26,1.44,1.1,1.08,1.21,1.05,1.12,0.98,0.99,0.88,0.89,0.0,0.77,0.62,0.92,0.86,0.83,0.72,0.8,0.66,0.58,0.79,0.74,0.4,0.6,0.62,0.67,0.52,0.58,0.55,0.55,0.56,0.45,0.45,0.44,0.44,0.48,0.39,0.4,0.32,0.43,0.46,0.44,0.42,0.34,0.41,0.36,0.39,0.38,0.32,0.34,0.47,0.35,0.3,0.37,0.33,0.27,0.29,0.26,0.31,0.33,0.3,0.35,0.29,0.27,0.31,0.32,0.25,0.28,0.27,0.0,0.24,0.23,0.18,0.24,0.27,0.26,0.26,0.3,0.18,0.19,0.2,0.22,0.21,0.19,0.2,0.19,0.19,0.21,0.2,0.3,0.22,0.19,0.2,0.21,0.18,0.18,0.18,0.19,0.2,0.22,0.19,0.16,0.18,0.2,0.18,0.19,0.21,0.16,0.18,0.2,0.18,0.14,0.15,0.21,0.17,0.16,0.21,0.12,0.17,0.14,0.16,0.15,0.18,0.18,0.17,0.16,0.15,0.15,0.17,0.14,0.17,0.13,0.12,0.16,0.12,0.15,0.0,0.16,0.13,0.13,0.13,0.12,0.14,0.14,0.14,0.13,0.14,0.0,0.13,0.15,0.13,0.16,0.12,0.11,0.12,0.12,0.0,0.1,0.11,0.11,0.12,0.11,0.13,0.1,0.11,0.11,0.11,0.09,0.1,0.11,0.1,0.12,0.1,0.1,0.11,0.09,0.1,0.1,0.0,0.0,0.09,0.0,0.0,0.09,0.1,0.1,0.09,0.0,1.17,0.11,0.09,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.11,0.0,93.46
10/14/2021,6.06,4.19,3.15,2.77,2.54,1.89,2.17,2.19,1.78,1.34,1.72,1.54,1.45,1.45,1.15,1.3,1.44,1.1,1.14,1.2,1.04,1.12,0.97,0.98,0.88,0.88,0.0,0.78,0.64,0.92,0.84,0.82,0.72,0.8,0.66,0.57,0.79,0.74,0.43,0.6,0.62,0.65,0.52,0.59,0.55,0.55,0.56,0.45,0.45,0.44,0.44,0.49,0.39,0.4,0.31,0.43,0.46,0.44,0.42,0.34,0.41,0.36,0.39,0.38,0.33,0.34,0.48,0.35,0.3,0.37,0.33,0.27,0.29,0.26,0.31,0.33,0.3,0.35,0.29,0.27,0.31,0.32,0.25,0.28,0.26,0.0,0.24,0.23,0.18,0.24,0.27,0.26,0.26,0.3,0.18,0.19,0.2,0.22,0.21,0.19,0.21,0.19,0.19,0.21,0.2,0.3,0.22,0.2,0.2,0.21,0.18,0.18,0.17,0.18,0.2,0.21,0.19,0.16,0.18,0.2,0.18,0.16,0.22,0.16,0.19,0.2,0.18,0.14,0.16,0.21,0.17,0.16,0.21,0.11,0.18,0.14,0.16,0.14,0.18,0.18,0.18,0.16,0.15,0.15,0.17,0.14,0.16,0.13,0.12,0.16,0.12,0.15,0.0,0.16,0.13,0.13,0.13,0.12,0.14,0.14,0.14,0.13,0.14,0.0,0.13,0.15,0.13,0.16,0.12,0.11,0.12,0.12,0.0,0.1,0.11,0.11,0.12,0.11,0.13,0.1,0.11,0.11,0.11,0.09,0.09,0.11,0.11,0.12,0.1,0.1,0.11,0.09,0.1,0.1,0.0,0.0,0.09,0.0,0.0,0.09,0.09,0.1,0.09,0.0,1.17,0.11,0.09,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.11,0.0,93.5
10/15/2021,6.01,4.19,3.14,2.76,2.51,1.88,2.16,2.21,1.75,1.34,1.73,1.55,1.46,1.47,1.16,1.28,1.45,1.07,1.12,1.2,1.04,1.15,0.97,0.99,0.88,0.88,0.0,0.78,0.64,0.93,0.85,0.81,0.73,0.78,0.66,0.57,0.79,0.74,0.42,0.6,0.63,0.65,0.52,0.6,0.55,0.56,0.56,0.46,0.45,0.43,0.43,0.49,0.39,0.4,0.31,0.43,0.45,0.43,0.42,0.33,0.42,0.36,0.39,0.38,0.33,0.34,0.48,0.35,0.3,0.37,0.34,0.27,0.29,0.26,0.31,0.33,0.31,0.35,0.3,0.27,0.31,0.32,0.25,0.28,0.26,0.0,0.24,0.23,0.18,0.24,0.28,0.26,0.26,0.3,0.17,0.19,0.21,0.22,0.21,0.19,0.21,0.19,0.19,0.22,0.2,0.3,0.22,0.19,0.2,0.21,0.18,0.18,0.18,0.18,0.2,0.21,0.19,0.16,0.19,0.2,0.18,0.16,0.22,0.16,0.19,0.2,0.18,0.15,0.16,0.21,0.17,0.16,0.21,0.11,0.17,0.14,0.16,0.14,0.18,0.18,0.18,0.16,0.15,0.15,0.16,0.13,0.16,0.13,0.12,0.16,0.13,0.15,0.11,0.16,0.13,0.0,0.13,0.12,0.14,0.15,0.14,0.13,0.14,0.0,0.13,0.15,0.13,0.16,0.12,0.11,0.12,0.12,0.0,0.1,0.11,0.12,0.12,0.11,0.13,0.1,0.11,0.11,0.11,0.09,0.09,0.11,0.11,0.12,0.1,0.1,0.11,0.09,0.11,0.1,0.0,0.0,0.09,0.0,0.0,0.09,0.09,0.1,0.09,0.0,1.17,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.13,93.47
