,FGXXX,OXY,FANG,VIAC,EOG,DFS,WFC,CF,COF,KMI,FB,SYF,HCA,GS,ORLY,GDDY,ADBE,INCY,BK,ALL,CBOE,ORCL,GRMN,NOC,VFC,NTAP,XOM,LHX,PM,NVR,EMR,CFG,SLB,IP,ICE,UHS,BMY,GOOGL,EIX,MCD,DOV,BAH,DHI,DRI,PH,CSCO,JNJ,NFLX,FDX,C,LSXMK,LOW,FNF,VMW,CMA,SO,IBM,KEY,GILD,AIG,SWKS,AEE,PFG,MRK,MMM,EMN,ABT,JPM,LDOS,MDT,VTRS,DOW,WDC,USB,CERN,TSN,PFE,VZ,DE,SSNC,CAT,AEP,LYB,MU,AMGN,RF,AFL,LMT,T,BBY,ON,MAS,TFC,CTSH,CSX,HBAN,UNP,CMI,CVS,TRV,MO,FMC,BDX,GIS,DLTR,FOXA,CTXS,FLT,TTWO,DTE,HOLX,INTC,BKNG,QRVO,PSA,HST,CNC,LEN,INVH,O,CUZ,WPC,NNN,LAMR,GD,COR,AVGO,CMS,PSB,FISV,GLPI,MPW,AGR,CPB,HTA,KMB,DTM WI,OGN,CI,STZ,ABBV,GPN,ROKU,CZR,BSX,TXT,SBUX,SYK,BXP,SUI,V,KO,DUK,CG,ATVI,PCAR,n/a,ADSK,MTB,ZBH,FIS,SRC,NSC,MPC,SYY,PRU,PINS,TEL,PPL,SLVM WI,SLVM,WBA,ULTA,WAB,VLO,RTX,NXPI,TRU,HSY,PEAK,MET,SBAC,SUM
09/09/2021,0.87,0.84,0.75,0.0,0.75,0.94,0.87,0.78,0.9,0.79,0.95,0.86,0.88,0.96,0.76,0.0,0.83,0.0,0.9,0.86,0.9,0.78,1.01,0.84,0.77,0.93,0.72,0.88,0.88,0.83,0.9,0.76,0.7,0.8,0.0,0.86,0.81,1.69,0.75,0.84,0.0,0.0,0.83,0.81,0.76,0.9,0.85,0.89,0.71,0.8,0.0,0.84,0.87,0.74,0.8,0.86,0.0,0.76,0.82,0.9,0.0,0.85,0.81,0.77,0.76,0.74,0.85,0.78,0.74,0.82,0.0,0.75,0.66,0.74,0.73,0.81,1.35,0.75,0.83,0.76,0.73,0.8,0.7,0.84,0.69,0.72,0.0,0.7,0.71,0.73,0.9,0.0,0.74,0.0,0.73,0.77,0.69,0.7,0.76,0.75,0.75,0.61,0.72,0.8,0.61,0.63,0.56,0.67,0.81,0.0,0.0,0.52,0.86,0.8,0.49,0.41,0.0,0.43,0.47,0.0,0.0,0.44,0.42,0.45,0.43,0.47,0.42,0.0,0.42,0.85,0.42,0.45,0.38,0.31,0.49,0.0,0.0,0.0,0.69,0.7,0.74,0.69,0.66,0.93,0.85,0.81,0.81,0.81,0.4,0.44,0.78,0.8,0.79,0.82,0.39,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.06
09/10/2021,0.9,0.83,0.75,0.0,0.75,0.94,0.88,0.79,0.9,0.79,0.97,0.85,0.88,0.96,0.76,0.0,0.83,0.0,0.89,0.85,0.89,0.78,1.01,0.83,0.73,0.93,0.72,0.88,0.89,0.83,0.89,0.77,0.7,0.79,0.0,0.86,0.81,1.71,0.76,0.83,0.0,0.0,0.82,0.81,0.77,0.89,0.84,0.92,0.71,0.81,0.0,0.85,0.86,0.75,0.81,0.86,0.0,0.77,0.82,0.9,0.0,0.84,0.8,0.76,0.73,0.75,0.85,0.79,0.74,0.83,0.0,0.75,0.65,0.74,0.74,0.8,1.35,0.74,0.8,0.76,0.73,0.79,0.7,0.85,0.68,0.73,0.0,0.69,0.71,0.72,0.9,0.0,0.74,0.0,0.72,0.78,0.69,0.69,0.75,0.74,0.75,0.62,0.73,0.8,0.61,0.64,0.57,0.67,0.81,0.0,0.0,0.53,0.88,0.79,0.49,0.42,0.0,0.43,0.46,0.0,0.0,0.44,0.41,0.45,0.44,0.47,0.42,0.0,0.42,0.85,0.42,0.45,0.37,0.31,0.48,0.0,0.0,0.0,0.69,0.69,0.73,0.7,0.67,0.96,0.86,0.8,0.8,0.82,0.4,0.43,0.79,0.79,0.77,0.82,0.38,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/13/2021,0.91,0.8,0.75,0.0,0.74,0.91,0.87,0.76,0.88,0.78,0.95,0.83,0.89,0.95,0.77,0.0,0.83,0.0,0.88,0.85,0.89,0.78,1.0,0.82,0.72,0.91,0.71,0.88,0.86,0.82,0.88,0.76,0.66,0.78,0.0,0.81,0.8,1.69,0.76,0.84,0.0,0.0,0.8,0.8,0.76,0.89,0.83,0.91,0.7,0.79,0.0,0.84,0.86,0.74,0.79,0.87,0.0,0.75,0.82,0.89,0.0,0.86,0.79,0.75,0.73,0.72,0.85,0.78,0.74,0.83,0.0,0.73,0.63,0.73,0.74,0.79,1.34,0.74,0.79,0.76,0.72,0.8,0.68,0.83,0.67,0.71,0.0,0.69,0.71,0.71,0.88,0.0,0.73,0.0,0.72,0.77,0.69,0.69,0.75,0.74,0.75,0.62,0.74,0.83,0.61,0.62,0.58,0.67,0.81,0.0,0.0,0.53,0.86,0.77,0.49,0.41,0.0,0.41,0.46,0.0,0.0,0.44,0.41,0.44,0.44,0.47,0.42,0.0,0.42,0.86,0.42,0.46,0.37,0.31,0.48,0.0,0.0,0.0,0.68,0.71,0.73,0.74,0.65,0.95,0.86,0.79,0.81,0.82,0.4,0.43,0.79,0.79,0.78,0.81,0.39,0.41,0.0,0.44,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/14/2021,4.35,0.79,0.73,0.0,0.72,0.9,0.85,0.75,0.86,0.75,0.93,0.82,0.87,0.84,0.75,0.0,0.0,0.0,0.85,0.0,0.87,0.76,0.97,0.79,0.71,0.78,0.69,0.86,0.83,0.8,0.83,0.75,0.64,0.76,0.0,0.8,0.76,1.64,0.73,0.81,0.0,0.0,0.77,0.79,0.74,0.75,0.79,0.87,0.68,0.77,0.0,0.0,0.83,0.72,0.78,0.84,0.0,0.74,0.78,0.87,0.0,0.83,0.78,0.71,0.7,0.7,0.82,0.76,0.72,0.79,0.0,0.71,0.82,0.72,0.71,0.76,1.29,0.71,0.76,0.74,0.7,0.78,0.65,0.81,0.64,0.7,0.0,0.67,0.68,0.7,0.86,0.0,0.71,0.0,0.69,0.75,0.66,0.67,0.0,0.72,0.72,0.61,0.71,0.79,0.58,0.61,0.58,0.81,0.77,0.0,0.0,0.51,0.84,0.75,0.47,0.4,0.0,0.4,0.44,0.0,0.0,0.42,0.39,0.42,0.43,0.0,0.41,0.0,0.4,0.82,0.39,0.44,0.36,0.3,0.46,0.0,0.0,0.0,0.66,0.69,0.69,0.73,0.8,0.83,0.84,0.77,0.79,0.79,0.38,0.41,0.77,0.76,0.76,0.78,0.37,0.4,0.0,0.77,0.77,0.76,0.75,0.39,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95
09/15/2021,0.61,0.82,0.76,0.0,0.75,0.94,0.89,0.79,0.9,0.79,0.97,0.87,0.91,0.88,0.78,0.0,0.0,0.0,0.88,0.0,0.92,0.8,1.01,0.82,0.73,0.82,0.72,0.9,0.87,0.85,0.87,0.77,0.68,0.79,0.0,0.82,0.79,1.69,0.76,0.85,0.0,0.0,0.8,0.83,0.76,0.78,0.82,0.92,0.7,0.8,0.0,0.0,0.86,0.73,0.82,0.87,0.0,0.77,0.82,0.9,0.0,0.86,0.81,0.74,0.73,0.74,0.87,0.79,0.74,0.82,0.0,0.74,0.84,0.75,0.74,0.79,1.33,0.74,0.79,0.76,0.73,0.8,0.69,0.85,0.66,0.73,0.0,0.69,0.71,0.72,0.94,0.0,0.74,0.0,0.72,0.79,0.68,0.7,0.0,0.75,0.76,0.64,0.74,0.83,0.6,0.63,0.6,0.84,0.79,0.0,0.0,0.54,0.87,0.79,0.49,0.42,0.0,0.42,0.46,0.0,0.0,0.42,0.4,0.44,0.44,0.0,0.43,0.0,0.41,0.82,0.4,0.45,0.37,0.32,0.48,0.0,0.0,0.0,0.66,0.72,0.72,0.74,0.82,0.85,0.86,0.8,0.84,0.81,0.38,0.42,0.79,0.79,0.78,0.81,0.39,0.42,0.0,0.8,0.8,0.77,0.77,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/16/2021,0.61,0.82,0.76,0.0,0.75,0.94,0.89,0.79,0.9,0.79,0.97,0.87,0.91,0.88,0.78,0.0,0.0,0.0,0.88,0.0,0.92,0.8,1.01,0.82,0.73,0.82,0.72,0.9,0.87,0.85,0.87,0.77,0.68,0.79,0.0,0.82,0.79,1.69,0.76,0.85,0.0,0.0,0.8,0.83,0.76,0.78,0.82,0.92,0.7,0.8,0.0,0.0,0.86,0.73,0.82,0.87,0.0,0.77,0.82,0.9,0.0,0.86,0.81,0.74,0.73,0.74,0.87,0.79,0.74,0.82,0.0,0.74,0.84,0.75,0.74,0.79,1.33,0.74,0.79,0.76,0.73,0.8,0.69,0.85,0.66,0.73,0.0,0.69,0.71,0.72,0.94,0.0,0.74,0.0,0.72,0.79,0.68,0.7,0.0,0.75,0.76,0.64,0.74,0.83,0.6,0.63,0.6,0.84,0.79,0.0,0.0,0.54,0.87,0.79,0.49,0.42,0.0,0.42,0.46,0.0,0.0,0.42,0.4,0.44,0.44,0.0,0.43,0.0,0.41,0.82,0.4,0.45,0.37,0.32,0.48,0.0,0.0,0.0,0.66,0.72,0.72,0.74,0.82,0.85,0.86,0.8,0.84,0.81,0.38,0.42,0.79,0.79,0.78,0.81,0.39,0.42,0.0,0.8,0.8,0.77,0.77,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/17/2021,0.59,0.87,0.79,0.0,0.78,0.95,0.91,0.8,0.92,0.79,0.96,0.89,0.91,0.89,0.77,0.0,0.0,0.0,0.88,0.0,0.9,0.78,1.0,0.82,0.73,0.81,0.74,0.88,0.86,0.82,0.86,0.79,0.71,0.79,0.0,0.83,0.78,1.69,0.77,0.86,0.0,0.0,0.79,0.83,0.77,0.78,0.81,0.9,0.71,0.81,0.0,0.0,0.86,0.73,0.83,0.87,0.0,0.8,0.82,0.91,0.0,0.85,0.82,0.74,0.73,0.74,0.85,0.8,0.75,0.81,0.0,0.74,0.85,0.76,0.73,0.8,1.3,0.75,0.78,0.75,0.73,0.79,0.7,0.86,0.67,0.74,0.0,0.69,0.71,0.72,0.95,0.0,0.75,0.0,0.71,0.79,0.67,0.7,0.0,0.75,0.75,0.64,0.73,0.83,0.59,0.63,0.6,0.83,0.78,0.0,0.0,0.55,0.87,0.8,0.48,0.43,0.0,0.41,0.46,0.0,0.0,0.42,0.41,0.44,0.43,0.0,0.43,0.0,0.41,0.82,0.4,0.44,0.37,0.32,0.48,0.0,0.0,0.0,0.67,0.72,0.72,0.73,0.8,0.84,0.85,0.8,0.83,0.8,0.39,0.42,0.79,0.8,0.77,0.82,0.38,0.42,0.0,0.79,0.8,0.77,0.77,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04999999999998
09/20/2021,0.6,0.91,0.82,0.0,0.84,0.96,0.93,0.84,0.92,0.8,0.95,0.89,0.9,0.87,0.79,0.0,0.0,0.0,0.87,0.0,0.9,0.77,0.98,0.82,0.71,0.82,0.75,0.88,0.87,0.81,0.86,0.78,0.74,0.78,0.0,0.81,0.77,1.72,0.77,0.86,0.0,0.0,0.78,0.82,0.77,0.77,0.81,0.89,0.7,0.81,0.0,0.0,0.85,0.73,0.82,0.86,0.0,0.81,0.83,0.9,0.0,0.84,0.82,0.73,0.72,0.71,0.85,0.79,0.71,0.81,0.0,0.74,0.84,0.77,0.73,0.79,1.3,0.74,0.78,0.75,0.73,0.78,0.7,0.85,0.67,0.73,0.0,0.69,0.71,0.71,0.98,0.0,0.74,0.0,0.71,0.77,0.66,0.7,0.0,0.75,0.73,0.63,0.74,0.83,0.59,0.64,0.62,0.83,0.78,0.0,0.0,0.55,0.89,0.78,0.48,0.43,0.0,0.41,0.45,0.0,0.0,0.43,0.4,0.44,0.43,0.0,0.44,0.0,0.42,0.8,0.4,0.43,0.36,0.32,0.48,0.0,0.0,0.0,0.66,0.73,0.72,0.73,0.79,0.87,0.86,0.79,0.8,0.82,0.39,0.42,0.78,0.79,0.77,0.84,0.38,0.42,0.0,0.8,0.8,0.79,0.77,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/21/2021,0.64,0.9,0.81,0.0,0.82,0.97,0.93,0.85,0.93,0.79,0.95,0.9,0.92,0.86,0.8,0.0,0.0,0.0,0.87,0.0,0.9,0.77,0.98,0.81,0.71,0.82,0.75,0.85,0.87,0.83,0.85,0.79,0.73,0.78,0.0,0.82,0.76,1.71,0.75,0.87,0.0,0.0,0.8,0.83,0.77,0.77,0.81,0.9,0.7,0.8,0.0,0.0,0.85,0.72,0.82,0.86,0.0,0.8,0.83,0.9,0.0,0.84,0.82,0.73,0.72,0.7,0.85,0.79,0.7,0.81,0.0,0.73,0.84,0.77,0.73,0.79,1.3,0.74,0.77,0.74,0.72,0.77,0.7,0.86,0.67,0.74,0.0,0.68,0.72,0.71,0.98,0.0,0.74,0.0,0.71,0.77,0.66,0.68,0.0,0.74,0.73,0.63,0.75,0.83,0.59,0.65,0.62,0.84,0.78,0.0,0.0,0.55,0.89,0.79,0.48,0.43,0.0,0.42,0.46,0.0,0.0,0.43,0.4,0.44,0.42,0.0,0.44,0.0,0.42,0.81,0.4,0.43,0.36,0.32,0.48,0.0,0.0,0.0,0.66,0.72,0.73,0.73,0.8,0.88,0.86,0.78,0.8,0.82,0.39,0.42,0.79,0.79,0.77,0.84,0.39,0.41,0.0,0.81,0.8,0.8,0.78,0.41,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
09/22/2021,0.64,0.9,0.81,0.0,0.82,0.97,0.93,0.85,0.93,0.79,0.95,0.9,0.92,0.86,0.8,0.0,0.0,0.0,0.87,0.0,0.9,0.77,0.98,0.81,0.71,0.82,0.75,0.85,0.87,0.83,0.85,0.79,0.73,0.78,0.0,0.82,0.76,1.71,0.75,0.87,0.0,0.0,0.8,0.83,0.77,0.77,0.81,0.9,0.7,0.8,0.0,0.0,0.85,0.72,0.82,0.86,0.0,0.8,0.83,0.9,0.0,0.84,0.82,0.73,0.72,0.7,0.85,0.79,0.7,0.81,0.0,0.73,0.84,0.77,0.73,0.79,1.3,0.74,0.77,0.74,0.72,0.77,0.7,0.86,0.67,0.74,0.0,0.68,0.72,0.71,0.98,0.0,0.74,0.0,0.71,0.77,0.66,0.68,0.0,0.74,0.73,0.63,0.75,0.83,0.59,0.65,0.62,0.84,0.78,0.0,0.0,0.55,0.89,0.79,0.48,0.43,0.0,0.42,0.46,0.0,0.0,0.43,0.4,0.44,0.42,0.0,0.44,0.0,0.42,0.81,0.4,0.43,0.36,0.32,0.48,0.0,0.0,0.0,0.66,0.72,0.73,0.73,0.8,0.88,0.86,0.78,0.8,0.82,0.39,0.42,0.79,0.79,0.77,0.84,0.39,0.41,0.0,0.81,0.8,0.8,0.78,0.41,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
09/23/2021,0.65,0.89,0.84,0.0,0.83,0.97,0.94,0.86,0.93,0.79,0.94,0.9,0.92,0.86,0.79,0.0,0.0,0.0,0.87,0.0,0.9,0.77,0.98,0.82,0.71,0.8,0.74,0.87,0.86,0.84,0.84,0.79,0.72,0.77,0.0,0.82,0.77,1.69,0.76,0.87,0.0,0.0,0.81,0.83,0.77,0.77,0.81,0.91,0.7,0.81,0.0,0.0,0.85,0.73,0.83,0.85,0.0,0.8,0.83,0.89,0.0,0.83,0.81,0.73,0.72,0.7,0.86,0.79,0.7,0.81,0.0,0.71,0.85,0.77,0.74,0.8,1.29,0.75,0.76,0.74,0.71,0.76,0.69,0.87,0.68,0.74,0.0,0.68,0.72,0.71,0.98,0.0,0.74,0.0,0.7,0.77,0.66,0.68,0.0,0.75,0.73,0.62,0.75,0.84,0.6,0.66,0.62,0.83,0.78,0.0,0.0,0.54,0.88,0.77,0.47,0.43,0.0,0.42,0.45,0.0,0.0,0.43,0.4,0.44,0.43,0.0,0.44,0.0,0.41,0.81,0.4,0.43,0.36,0.32,0.49,0.0,0.0,0.0,0.67,0.72,0.73,0.72,0.81,0.87,0.86,0.78,0.8,0.81,0.39,0.41,0.78,0.78,0.76,0.86,0.39,0.41,0.0,0.81,0.81,0.81,0.77,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/24/2021,0.64,0.83,0.8,0.0,0.8,0.95,0.91,0.84,0.9,0.77,0.9,0.87,0.89,0.81,0.79,0.0,0.0,0.0,0.82,0.0,0.89,0.76,0.96,0.79,0.67,0.77,0.71,0.84,0.84,0.81,0.8,0.74,0.67,0.74,0.0,0.8,0.75,1.64,0.75,0.85,0.0,0.0,0.77,0.8,0.74,0.73,0.8,0.87,0.68,0.76,0.0,0.0,0.82,0.71,0.79,0.83,0.0,0.76,0.82,0.87,0.0,0.81,0.76,0.72,0.7,0.66,0.83,0.76,0.68,0.79,0.0,0.67,0.8,0.76,0.72,0.78,1.27,0.73,0.72,0.72,0.67,0.74,0.66,0.83,0.66,0.7,0.0,0.66,0.69,0.69,0.94,0.0,0.71,0.0,0.68,0.72,0.64,0.65,0.0,0.72,0.71,0.6,0.73,0.81,0.0,0.64,0.0,0.8,0.74,0.0,0.0,0.52,0.87,0.74,0.47,0.42,0.0,0.4,0.45,0.0,0.0,0.42,0.39,0.45,0.41,0.0,0.42,0.0,0.41,0.78,0.39,0.43,0.35,0.31,0.47,0.0,0.0,0.0,0.65,0.69,0.71,0.69,0.78,0.84,0.82,0.76,0.78,0.79,0.38,0.41,0.77,0.76,0.74,0.78,0.35,0.39,0.0,0.79,0.77,0.77,0.75,0.4,0.38,0.79,0.78,0.77,0.77,0.77,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/27/2021,1.33,0.91,0.88,0.0,0.85,0.99,0.95,0.92,0.95,0.8,0.87,0.91,0.89,0.84,0.81,0.0,0.0,0.0,0.86,0.0,0.89,0.78,0.0,0.8,0.68,0.81,0.76,0.85,0.85,0.81,0.83,0.8,0.72,0.76,0.0,0.79,0.75,1.56,0.74,0.86,0.0,0.0,0.77,0.88,0.77,0.75,0.8,0.0,0.62,0.8,0.0,0.0,0.84,0.73,0.85,0.82,0.0,0.8,0.82,0.89,0.0,0.81,0.79,0.73,0.71,0.68,0.83,0.8,0.7,0.8,0.0,0.7,0.82,0.79,0.71,0.79,1.28,0.74,0.76,0.73,0.69,0.73,0.68,0.85,0.66,0.75,0.0,0.68,0.7,0.68,0.97,0.0,0.75,0.0,0.69,0.76,0.65,0.67,0.0,0.73,0.72,0.61,0.0,0.84,0.0,0.0,0.0,0.84,0.75,0.0,0.0,0.53,0.93,0.75,0.46,0.43,0.0,0.41,0.45,0.0,0.41,0.0,0.39,0.46,0.42,0.0,0.43,0.0,0.42,0.81,0.39,0.44,0.35,0.31,0.48,0.0,0.0,0.0,0.65,0.71,0.71,0.72,0.82,0.9,0.85,0.8,0.79,0.81,0.39,0.41,0.79,0.76,0.74,0.8,0.36,0.4,0.0,0.81,0.82,0.81,0.75,0.4,0.39,0.84,0.81,0.81,0.79,0.8,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/28/2021,1.33,0.91,0.88,0.0,0.85,0.99,0.95,0.92,0.95,0.8,0.87,0.91,0.89,0.84,0.81,0.0,0.0,0.0,0.86,0.0,0.89,0.78,0.0,0.8,0.68,0.81,0.76,0.85,0.85,0.81,0.83,0.8,0.72,0.76,0.0,0.79,0.75,1.56,0.74,0.86,0.0,0.0,0.77,0.88,0.77,0.75,0.8,0.0,0.62,0.8,0.0,0.0,0.84,0.73,0.85,0.82,0.0,0.8,0.82,0.89,0.0,0.81,0.79,0.73,0.71,0.68,0.83,0.8,0.7,0.8,0.0,0.7,0.82,0.79,0.71,0.79,1.28,0.74,0.76,0.73,0.69,0.73,0.68,0.85,0.66,0.75,0.0,0.68,0.7,0.68,0.97,0.0,0.75,0.0,0.69,0.76,0.65,0.67,0.0,0.73,0.72,0.61,0.0,0.84,0.0,0.0,0.0,0.84,0.75,0.0,0.0,0.53,0.93,0.75,0.46,0.43,0.0,0.41,0.45,0.0,0.41,0.0,0.39,0.46,0.42,0.0,0.43,0.0,0.42,0.81,0.39,0.44,0.35,0.31,0.48,0.0,0.0,0.0,0.65,0.71,0.71,0.72,0.82,0.9,0.85,0.8,0.79,0.81,0.39,0.41,0.79,0.76,0.74,0.8,0.36,0.4,0.0,0.81,0.82,0.81,0.75,0.4,0.39,0.84,0.81,0.81,0.79,0.8,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/29/2021,0.57,0.92,0.89,0.0,0.87,1.01,0.96,0.95,0.96,0.81,0.9,0.92,0.9,0.85,0.82,0.0,0.0,0.0,0.86,0.0,0.91,0.79,0.0,0.82,0.69,0.82,0.77,0.86,0.85,0.81,0.83,0.81,0.73,0.77,0.0,0.8,0.75,1.58,0.75,0.87,0.0,0.0,0.77,0.88,0.76,0.76,0.8,0.0,0.61,0.81,0.0,0.0,0.84,0.75,0.87,0.82,0.0,0.81,0.82,0.9,0.0,0.82,0.8,0.74,0.71,0.68,0.83,0.81,0.72,0.8,0.0,0.69,0.84,0.8,0.72,0.79,1.28,0.74,0.75,0.74,0.69,0.74,0.69,0.85,0.66,0.76,0.0,0.69,0.7,0.68,0.98,0.0,0.77,0.0,0.7,0.77,0.66,0.68,0.0,0.74,0.72,0.61,0.0,0.85,0.0,0.0,0.0,0.85,0.75,0.0,0.0,0.54,0.94,0.76,0.46,0.44,0.0,0.41,0.44,0.0,0.41,0.0,0.39,0.46,0.43,0.0,0.43,0.0,0.42,0.81,0.39,0.44,0.36,0.31,0.47,0.0,0.0,0.0,0.65,0.71,0.72,0.71,0.79,0.91,0.85,0.8,0.79,0.81,0.4,0.4,0.81,0.76,0.74,0.8,0.37,0.4,0.0,0.82,0.83,0.82,0.75,0.39,0.39,0.84,0.82,0.82,0.8,0.8,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/30/2021,0.57,0.92,0.89,0.0,0.87,1.01,0.96,0.95,0.96,0.81,0.9,0.92,0.9,0.85,0.82,0.0,0.0,0.0,0.86,0.0,0.91,0.79,0.0,0.82,0.69,0.82,0.77,0.86,0.85,0.81,0.83,0.81,0.73,0.77,0.0,0.8,0.75,1.58,0.75,0.87,0.0,0.0,0.77,0.88,0.76,0.76,0.8,0.0,0.61,0.81,0.0,0.0,0.84,0.75,0.87,0.82,0.0,0.81,0.82,0.9,0.0,0.82,0.8,0.74,0.71,0.68,0.83,0.81,0.72,0.8,0.0,0.69,0.84,0.8,0.72,0.79,1.28,0.74,0.75,0.74,0.69,0.74,0.69,0.85,0.66,0.76,0.0,0.69,0.7,0.68,0.98,0.0,0.77,0.0,0.7,0.77,0.66,0.68,0.0,0.74,0.72,0.61,0.0,0.85,0.0,0.0,0.0,0.85,0.75,0.0,0.0,0.54,0.94,0.76,0.46,0.44,0.0,0.41,0.44,0.0,0.41,0.0,0.39,0.46,0.43,0.0,0.43,0.0,0.42,0.81,0.39,0.44,0.36,0.31,0.47,0.0,0.0,0.0,0.65,0.71,0.72,0.71,0.79,0.91,0.85,0.8,0.79,0.81,0.4,0.4,0.81,0.76,0.74,0.8,0.37,0.4,0.0,0.82,0.83,0.82,0.75,0.39,0.39,0.84,0.82,0.82,0.8,0.8,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
10/01/2021,0.59,0.98,0.96,0.0,0.91,1.0,0.92,0.98,0.97,0.83,0.87,0.93,0.89,0.84,0.8,0.0,0.0,0.0,0.89,0.0,0.89,0.8,0.0,0.83,0.69,0.81,0.8,0.86,0.83,0.8,0.82,0.85,0.78,0.77,0.0,0.8,0.74,1.51,0.74,0.87,0.0,0.0,0.75,0.86,0.76,0.74,0.8,0.0,0.6,0.82,0.0,0.0,0.84,0.77,0.91,0.81,0.0,0.83,0.81,0.92,0.0,0.8,0.81,0.74,0.71,0.7,0.79,0.83,0.73,0.78,0.0,0.73,0.84,0.81,0.7,0.81,1.25,0.74,0.77,0.72,0.71,0.73,0.71,0.84,0.65,0.8,0.0,0.7,0.71,0.71,0.94,0.0,0.79,0.0,0.7,0.8,0.65,0.68,0.0,0.73,0.72,0.61,0.0,0.83,0.0,0.0,0.0,0.85,0.76,0.0,0.0,0.54,0.92,0.75,0.45,0.44,0.0,0.4,0.43,0.0,0.41,0.0,0.39,0.46,0.43,0.0,0.42,0.0,0.42,0.81,0.39,0.43,0.34,0.31,0.47,0.0,0.0,0.0,0.65,0.7,0.72,0.72,0.77,0.93,0.84,0.82,0.78,0.79,0.4,0.4,0.79,0.75,0.73,0.78,0.37,0.41,0.0,0.8,0.88,0.82,0.76,0.38,0.39,0.85,0.83,0.83,0.77,0.79,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.07
