,NESN.SW,ASML.AS,ROG.SW,NOVN.SW,MC.PA,7203.T,AZN.L,ULVR.L,1299.HK,SAP.DE,NOVO B.CO,CBA.AX,6758.T,SIE.DE,TTE.PA,HSBA.L,DGE.L,SAN.PA,BHP.AX,ALV.DE,GSK.L,6861.T,CSL.AX,OR.PA,BATS.L,RIO.L,SU.PA,AI.PA,RDSA.AS,IBE.MC,BP.L,9984.T,AIR.PA,388.HK,RYDBF,ENEL.MI,BAS.DE,DAI.DE,7974.T,BNP.PA,4063.T,WBC.AX,DPW.DE,6098.T,DTE.DE,ADS.DE,RKT.L,SAN.MC,NAB.AX,ADYEN.AS,8306.T,8035.T,KER.PA,ABBN.SW,BHP.L,6594.T,ZURN,DG.PA,BAYN.DE,ABI.BR,9432.T,CS.PA,ANZ.AX,NXPI,6501.T,UBSG.SW,RITN.,REL.L,EL.PA,SAF.PA,DSV.CO,LONN.SW,7267.T,4502.T,GLEN.L,INGA.AS,PRU.L,LSEG.L,6367.T,6981.T,7741.T,WES.AX,9433.T,RMS.PA,IFX.DE,6954.T,ISP.MI,AAL.L,VOD.L,LLOY.L,NG.L,BN.PA,8316.T,SIKA.SW,VOW3.DE,INVE B.ST,PHIA.AS,8001.T,D05.SI,MQG.AX,STLA.MI,CRH.L,BARC.L,PRX.AS,9983.T,BBVA.MC,MUV2.DE,GIVN.SW,VWS.CO,VNA.DE,ATCO A.ST,ITX.MC,RI.PA,ERIC B.ST,CPG.L,8058.T,EXPN.L,9434.T,8031.T,6273.T,VOLV B.ST,ALC.SW,O39.SI,RIO.AX,WOW.AX,3382.T,6702.T,SGO.PA,PGHN.SW,BMW.DE,DSY.PA,8411.T,AHT.L,NDA SE.ST,TLS.AX,FLTR.L,CAP.PA,FERG.L,NOKIA.HE,AD.AS,6902.T,DSM.AS,DB1.DE,AMS.MC,4503.T,FMG.AX,4911.T,ENI.MI,NESTE.HE,2413.T,4452.T,HOLN.SW,TCL.AX,KNEBV.HE,4661.T,HEXA B.ST,8766.T,ASSA B.ST,WKL.AS,SAND.ST,EVO.ST,U11.SI,LR.PA,GMG.AX,GEBN.SW,9022.T,GMAB.CO,4901.T,4543.T,HEIA.AS,SREN.SW,4523.T,6752.T,ML.PA,6503.T,MRK.DE,5108.T,ORSTED.CO,CSGN.SW,ENGI.PA,GLE.PA,9020.T,EOAN.DE,STM.PA,DBK.DE,UCG.MI,BA.L,7733.T,TSCO.L,6326.T,669.HK,TEP.PA,CLNX.MC,4519.T,RACE.MI,ORA.PA,AV.L,G.MI,KRZ.IR,6301.T,RWE.DE,WLN.PA,USD,SSE.L,DSYA.,KBC.BR,LGEN.L,AKZA.AS,7751.T,16.HK,ZURN.SW,UG,1164.HK,BT.A.L,2914.T,8801.T,SAMPO.HE,COLO B.CO,BNTX,MT.AS,VIV.PA,TEF.MC,4568.T,ZAL.DE,DHER.DE,EQNR.OL,CFR.SW,NIBE B.ST,8591.T,GBP,7309.T,MFSZ1,SUM
09/03/2021,1.88,1.93,1.59,1.22,1.09,1.1,0.83,0.8,0.81,0.85,0.92,0.72,0.72,0.76,0.66,0.61,0.63,0.63,0.55,0.54,0.57,0.63,0.58,0.55,0.49,0.44,0.54,0.48,0.45,0.43,0.43,0.36,0.45,0.45,0.41,0.4,0.4,0.4,0.32,0.41,0.38,0.38,0.39,0.46,0.39,0.36,0.31,0.36,0.38,0.47,0.35,0.36,0.33,0.34,0.36,0.33,0.37,0.33,0.31,0.29,0.34,0.36,0.31,0.33,0.29,0.33,0.0,0.33,0.33,0.27,0.32,0.35,0.28,0.29,0.31,0.3,0.31,0.3,0.37,0.29,0.33,0.28,0.27,0.27,0.29,0.23,0.27,0.28,0.26,0.24,0.26,0.27,0.25,0.27,0.24,0.24,0.24,0.25,0.23,0.24,0.23,0.23,0.24,0.21,0.2,0.24,0.23,0.22,0.22,0.22,0.24,0.21,0.21,0.2,0.21,0.23,0.23,0.21,0.19,0.22,0.19,0.23,0.19,0.17,0.22,0.18,0.19,0.2,0.22,0.17,0.22,0.19,0.2,0.21,0.19,0.19,0.2,0.18,0.18,0.2,0.17,0.21,0.18,0.15,0.17,0.15,0.15,0.17,0.16,0.15,0.16,0.16,0.16,0.17,0.17,0.19,0.18,0.17,0.17,0.15,0.15,0.17,0.17,0.17,0.16,0.14,0.17,0.17,0.17,0.15,0.15,0.0,0.14,0.15,0.15,0.17,0.15,0.16,0.15,0.14,0.15,0.0,0.16,0.16,0.0,0.15,0.14,0.14,0.15,0.0,0.17,0.14,0.22,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.39,0.13,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.15,0.14,0.25,0.14,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,64.91
09/06/2021,1.86,1.97,1.56,1.2,1.11,1.09,0.83,0.78,0.8,0.84,0.92,0.73,0.72,0.75,0.65,0.61,0.64,0.63,0.51,0.54,0.57,0.63,0.57,0.56,0.48,0.44,0.55,0.47,0.46,0.43,0.43,0.35,0.45,0.45,0.41,0.4,0.39,0.39,0.32,0.41,0.38,0.38,0.39,0.45,0.38,0.36,0.31,0.36,0.39,0.46,0.35,0.36,0.34,0.34,0.33,0.32,0.37,0.33,0.31,0.29,0.35,0.35,0.31,0.32,0.3,0.32,0.0,0.33,0.33,0.27,0.32,0.35,0.27,0.29,0.31,0.31,0.31,0.3,0.37,0.3,0.33,0.27,0.27,0.28,0.29,0.24,0.27,0.27,0.26,0.24,0.26,0.26,0.25,0.27,0.24,0.25,0.24,0.25,0.22,0.24,0.23,0.23,0.24,0.22,0.2,0.24,0.23,0.22,0.23,0.21,0.24,0.22,0.22,0.2,0.21,0.23,0.23,0.21,0.19,0.23,0.18,0.23,0.19,0.16,0.21,0.18,0.19,0.19,0.22,0.17,0.22,0.19,0.2,0.22,0.19,0.19,0.2,0.18,0.18,0.2,0.17,0.2,0.18,0.16,0.17,0.15,0.15,0.17,0.16,0.16,0.16,0.16,0.16,0.17,0.16,0.19,0.18,0.18,0.17,0.15,0.17,0.17,0.17,0.17,0.16,0.0,0.18,0.18,0.17,0.15,0.15,0.0,0.14,0.15,0.15,0.18,0.15,0.16,0.15,0.14,0.15,0.0,0.16,0.16,0.0,0.15,0.14,0.14,0.15,0.0,0.17,0.14,0.22,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.15,0.14,0.25,0.14,0.14,0.0,0.28,0.0,0.0,0.16,0.0,0.0,64.83
09/09/2021,1.85,1.96,1.55,1.18,1.09,1.11,0.82,0.78,0.8,0.83,0.91,0.74,0.74,0.76,0.65,0.6,0.63,0.63,0.51,0.53,0.57,0.65,0.57,0.55,0.48,0.44,0.54,0.47,0.45,0.42,0.42,0.36,0.44,0.44,0.41,0.4,0.39,0.39,0.32,0.4,0.4,0.39,0.38,0.45,0.38,0.35,0.31,0.35,0.39,0.45,0.35,0.37,0.33,0.34,0.33,0.33,0.0,0.33,0.31,0.28,0.36,0.35,0.31,0.32,0.31,0.32,0.0,0.33,0.33,0.26,0.32,0.35,0.28,0.29,0.31,0.3,0.31,0.3,0.38,0.3,0.33,0.27,0.28,0.27,0.29,0.25,0.27,0.28,0.26,0.24,0.26,0.27,0.25,0.27,0.24,0.24,0.24,0.25,0.22,0.24,0.23,0.23,0.24,0.21,0.21,0.24,0.22,0.22,0.23,0.21,0.24,0.22,0.21,0.2,0.21,0.23,0.23,0.21,0.19,0.23,0.18,0.23,0.19,0.17,0.21,0.19,0.19,0.19,0.22,0.17,0.22,0.19,0.2,0.22,0.19,0.19,0.2,0.18,0.18,0.19,0.17,0.2,0.18,0.15,0.18,0.15,0.15,0.17,0.16,0.16,0.16,0.16,0.16,0.17,0.17,0.19,0.18,0.17,0.17,0.15,0.16,0.17,0.17,0.17,0.16,0.14,0.18,0.18,0.18,0.14,0.14,0.0,0.15,0.15,0.15,0.18,0.15,0.16,0.14,0.14,0.15,0.0,0.16,0.16,0.0,0.15,0.14,0.14,0.15,0.14,0.17,0.0,0.22,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.14,0.26,0.14,0.0,0.0,0.28,0.0,0.0,0.16,0.0,0.0,64.71
09/10/2021,1.84,1.97,1.53,1.16,1.11,1.12,0.81,0.78,0.82,0.83,0.92,0.73,0.74,0.77,0.65,0.59,0.63,0.62,0.5,0.53,0.56,0.68,0.57,0.54,0.48,0.43,0.54,0.47,0.45,0.41,0.42,0.4,0.43,0.45,0.41,0.39,0.39,0.39,0.33,0.4,0.4,0.38,0.38,0.46,0.38,0.35,0.32,0.35,0.39,0.45,0.36,0.38,0.34,0.34,0.33,0.34,0.0,0.32,0.3,0.28,0.37,0.35,0.31,0.32,0.31,0.32,0.0,0.32,0.33,0.25,0.32,0.35,0.28,0.29,0.31,0.3,0.31,0.3,0.39,0.32,0.33,0.26,0.29,0.28,0.29,0.25,0.27,0.27,0.26,0.23,0.25,0.26,0.25,0.27,0.24,0.24,0.24,0.25,0.22,0.24,0.23,0.23,0.24,0.22,0.21,0.24,0.22,0.22,0.22,0.2,0.24,0.22,0.21,0.19,0.2,0.23,0.23,0.22,0.19,0.24,0.18,0.23,0.19,0.16,0.21,0.19,0.2,0.19,0.22,0.17,0.22,0.19,0.2,0.21,0.19,0.19,0.2,0.18,0.18,0.19,0.18,0.2,0.18,0.15,0.18,0.0,0.16,0.17,0.16,0.16,0.16,0.14,0.16,0.16,0.16,0.19,0.18,0.17,0.17,0.16,0.16,0.17,0.17,0.17,0.16,0.14,0.17,0.18,0.18,0.14,0.14,0.0,0.15,0.15,0.15,0.17,0.15,0.15,0.14,0.14,0.15,0.0,0.15,0.16,0.0,0.15,0.14,0.15,0.15,0.14,0.17,0.14,0.21,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.15,0.14,0.26,0.14,0.14,0.14,0.29,0.0,0.0,0.15,0.14,0.0,64.67999999999999
09/13/2021,1.84,1.96,1.48,1.13,1.13,1.13,0.8,0.78,0.81,0.82,0.91,0.73,0.76,0.76,0.64,0.59,0.63,0.6,0.49,0.53,0.55,0.69,0.57,0.55,0.47,0.42,0.54,0.47,0.45,0.41,0.42,0.41,0.44,0.45,0.41,0.39,0.39,0.38,0.32,0.4,0.41,0.38,0.38,0.47,0.38,0.35,0.31,0.35,0.39,0.45,0.36,0.39,0.34,0.33,0.33,0.33,0.0,0.32,0.29,0.27,0.37,0.35,0.3,0.32,0.31,0.32,0.0,0.33,0.34,0.26,0.32,0.35,0.28,0.3,0.31,0.3,0.3,0.3,0.39,0.32,0.34,0.26,0.29,0.28,0.29,0.25,0.27,0.27,0.26,0.23,0.26,0.26,0.26,0.26,0.24,0.24,0.24,0.26,0.23,0.25,0.23,0.22,0.24,0.21,0.21,0.24,0.23,0.22,0.22,0.2,0.24,0.22,0.22,0.19,0.2,0.24,0.23,0.22,0.19,0.24,0.18,0.23,0.19,0.16,0.21,0.19,0.2,0.19,0.21,0.17,0.22,0.19,0.2,0.22,0.19,0.19,0.2,0.18,0.18,0.19,0.18,0.2,0.17,0.16,0.18,0.0,0.16,0.17,0.16,0.17,0.16,0.14,0.16,0.16,0.17,0.19,0.18,0.18,0.17,0.15,0.16,0.17,0.17,0.17,0.16,0.14,0.16,0.18,0.18,0.14,0.0,0.0,0.15,0.15,0.15,0.17,0.15,0.15,0.15,0.14,0.14,0.0,0.16,0.16,0.0,0.15,0.0,0.15,0.15,0.14,0.16,0.14,0.22,0.14,0.14,0.0,0.0,0.14,0.0,0.0,0.14,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.15,0.0,0.27,0.14,0.14,0.0,0.29,0.0,0.0,0.16,0.14,0.0,64.63999999999999
09/15/2021,1.84,1.99,1.46,1.12,1.14,1.13,0.79,0.78,0.82,0.82,0.91,0.73,0.77,0.78,0.64,0.59,0.63,0.59,0.5,0.52,0.55,0.7,0.56,0.55,0.47,0.43,0.54,0.47,0.45,0.4,0.42,0.41,0.44,0.46,0.41,0.38,0.39,0.38,0.33,0.4,0.42,0.38,0.38,0.49,0.37,0.35,0.31,0.34,0.38,0.45,0.37,0.41,0.33,0.34,0.33,0.34,0.0,0.32,0.3,0.27,0.38,0.34,0.3,0.32,0.31,0.32,0.0,0.32,0.33,0.26,0.32,0.35,0.28,0.3,0.31,0.3,0.3,0.3,0.39,0.33,0.34,0.26,0.29,0.28,0.3,0.25,0.26,0.27,0.25,0.23,0.26,0.26,0.26,0.26,0.24,0.24,0.24,0.26,0.23,0.25,0.23,0.22,0.24,0.2,0.21,0.24,0.22,0.22,0.21,0.2,0.24,0.21,0.22,0.19,0.2,0.25,0.24,0.22,0.19,0.24,0.18,0.23,0.2,0.16,0.21,0.2,0.2,0.19,0.21,0.17,0.21,0.19,0.2,0.21,0.19,0.19,0.2,0.18,0.17,0.19,0.18,0.2,0.17,0.15,0.18,0.0,0.16,0.17,0.16,0.17,0.16,0.14,0.16,0.16,0.17,0.19,0.18,0.17,0.17,0.15,0.16,0.17,0.17,0.17,0.16,0.14,0.16,0.18,0.19,0.14,0.14,0.0,0.16,0.15,0.15,0.17,0.15,0.15,0.14,0.14,0.14,0.0,0.15,0.16,0.0,0.15,0.14,0.15,0.15,0.14,0.16,0.14,0.21,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.15,0.14,0.27,0.14,0.14,0.0,0.29,0.0,0.0,0.14,0.14,0.0,64.65
09/16/2021,1.84,1.99,1.45,1.11,1.12,1.11,0.78,0.79,0.81,0.81,0.91,0.73,0.76,0.78,0.65,0.6,0.63,0.58,0.5,0.53,0.55,0.71,0.56,0.55,0.47,0.43,0.54,0.46,0.46,0.41,0.43,0.41,0.44,0.46,0.42,0.38,0.4,0.39,0.33,0.4,0.43,0.38,0.38,0.48,0.37,0.35,0.31,0.35,0.38,0.45,0.37,0.42,0.32,0.33,0.33,0.34,0.0,0.32,0.3,0.27,0.37,0.35,0.3,0.33,0.32,0.32,0.0,0.33,0.33,0.27,0.32,0.34,0.28,0.29,0.32,0.3,0.3,0.3,0.39,0.33,0.34,0.26,0.29,0.28,0.29,0.25,0.27,0.28,0.25,0.24,0.26,0.26,0.26,0.26,0.24,0.24,0.24,0.26,0.23,0.25,0.23,0.22,0.24,0.2,0.21,0.24,0.23,0.22,0.22,0.2,0.24,0.21,0.22,0.19,0.2,0.25,0.23,0.23,0.2,0.24,0.18,0.23,0.19,0.16,0.2,0.2,0.21,0.19,0.21,0.17,0.21,0.19,0.2,0.22,0.19,0.19,0.2,0.18,0.17,0.19,0.17,0.2,0.17,0.15,0.18,0.0,0.16,0.17,0.17,0.17,0.16,0.14,0.15,0.16,0.17,0.19,0.18,0.17,0.17,0.15,0.15,0.17,0.17,0.17,0.16,0.14,0.16,0.18,0.19,0.14,0.14,0.0,0.16,0.15,0.16,0.17,0.15,0.15,0.14,0.14,0.15,0.0,0.16,0.16,0.14,0.15,0.14,0.15,0.15,0.14,0.16,0.0,0.21,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.0,0.27,0.0,0.0,0.14,0.29,0.0,0.0,0.14,0.14,0.0,64.72
09/17/2021,1.83,2.04,1.46,1.11,1.1,1.13,0.79,0.79,0.81,0.81,0.91,0.72,0.77,0.78,0.65,0.58,0.63,0.58,0.5,0.52,0.55,0.72,0.55,0.55,0.47,0.42,0.54,0.46,0.46,0.4,0.43,0.41,0.43,0.45,0.41,0.38,0.39,0.4,0.32,0.4,0.44,0.37,0.38,0.49,0.37,0.34,0.32,0.35,0.38,0.45,0.38,0.42,0.31,0.34,0.32,0.35,0.0,0.32,0.3,0.27,0.37,0.34,0.3,0.32,0.32,0.32,0.0,0.32,0.33,0.26,0.32,0.35,0.28,0.29,0.31,0.3,0.29,0.3,0.39,0.33,0.36,0.26,0.3,0.28,0.3,0.26,0.27,0.27,0.25,0.24,0.26,0.26,0.26,0.26,0.24,0.24,0.24,0.26,0.22,0.25,0.23,0.22,0.24,0.2,0.21,0.24,0.22,0.22,0.22,0.2,0.25,0.22,0.22,0.19,0.2,0.25,0.24,0.22,0.2,0.25,0.18,0.24,0.19,0.16,0.2,0.19,0.2,0.19,0.21,0.17,0.22,0.19,0.2,0.22,0.19,0.19,0.2,0.18,0.17,0.19,0.18,0.21,0.17,0.15,0.18,0.0,0.16,0.17,0.16,0.17,0.16,0.14,0.15,0.15,0.17,0.19,0.2,0.17,0.17,0.15,0.15,0.17,0.17,0.16,0.16,0.14,0.16,0.19,0.19,0.14,0.14,0.0,0.16,0.15,0.16,0.17,0.15,0.15,0.14,0.14,0.14,0.0,0.16,0.17,0.14,0.15,0.14,0.14,0.15,0.0,0.16,0.14,0.21,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.14,0.0,0.26,0.14,0.0,0.14,0.28,0.0,0.14,0.14,0.14,0.0,64.72
09/20/2021,1.83,2.03,1.46,1.1,1.08,1.14,0.79,0.78,0.76,0.81,0.93,0.74,0.77,0.79,0.67,0.58,0.62,0.58,0.49,0.52,0.54,0.7,0.57,0.53,0.47,0.41,0.55,0.46,0.46,0.38,0.44,0.38,0.44,0.45,0.42,0.36,0.39,0.4,0.31,0.41,0.43,0.38,0.39,0.49,0.37,0.34,0.32,0.35,0.38,0.46,0.37,0.41,0.3,0.33,0.31,0.36,0.0,0.32,0.29,0.27,0.38,0.35,0.3,0.33,0.31,0.32,0.0,0.33,0.34,0.26,0.33,0.35,0.28,0.3,0.31,0.3,0.29,0.3,0.38,0.32,0.35,0.26,0.3,0.27,0.29,0.26,0.27,0.25,0.25,0.24,0.26,0.26,0.26,0.26,0.23,0.24,0.24,0.27,0.22,0.26,0.24,0.23,0.24,0.19,0.21,0.25,0.22,0.22,0.22,0.2,0.24,0.23,0.21,0.19,0.2,0.25,0.24,0.23,0.2,0.25,0.18,0.24,0.19,0.16,0.2,0.2,0.2,0.19,0.21,0.17,0.22,0.19,0.21,0.22,0.19,0.2,0.2,0.18,0.17,0.19,0.18,0.21,0.17,0.15,0.18,0.0,0.16,0.18,0.16,0.18,0.16,0.14,0.16,0.15,0.17,0.19,0.19,0.17,0.17,0.15,0.16,0.17,0.17,0.17,0.16,0.14,0.15,0.19,0.19,0.14,0.14,0.0,0.16,0.14,0.16,0.17,0.15,0.14,0.0,0.14,0.14,0.0,0.15,0.17,0.14,0.15,0.0,0.15,0.15,0.15,0.16,0.14,0.21,0.0,0.14,0.0,0.0,0.14,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.14,0.14,0.26,0.14,0.0,0.14,0.27,0.0,0.0,0.14,0.14,0.69,64.88
09/21/2021,1.83,2.03,1.46,1.1,1.08,1.14,0.79,0.78,0.76,0.81,0.93,0.74,0.77,0.79,0.67,0.58,0.62,0.58,0.49,0.52,0.54,0.7,0.57,0.53,0.47,0.41,0.55,0.46,0.46,0.38,0.44,0.38,0.44,0.45,0.42,0.36,0.39,0.4,0.31,0.41,0.43,0.38,0.39,0.49,0.37,0.34,0.32,0.35,0.38,0.46,0.37,0.41,0.3,0.33,0.31,0.36,0.0,0.32,0.29,0.27,0.38,0.35,0.3,0.33,0.31,0.32,0.0,0.33,0.34,0.26,0.33,0.35,0.28,0.3,0.31,0.3,0.29,0.3,0.38,0.32,0.35,0.26,0.3,0.27,0.29,0.26,0.27,0.25,0.25,0.24,0.26,0.26,0.26,0.26,0.23,0.24,0.24,0.27,0.22,0.26,0.24,0.23,0.24,0.19,0.21,0.25,0.22,0.22,0.22,0.2,0.24,0.23,0.21,0.19,0.2,0.25,0.24,0.23,0.2,0.25,0.18,0.24,0.19,0.16,0.2,0.2,0.2,0.19,0.21,0.17,0.22,0.19,0.21,0.22,0.19,0.2,0.2,0.18,0.17,0.19,0.18,0.21,0.17,0.15,0.18,0.0,0.16,0.18,0.16,0.18,0.16,0.14,0.16,0.15,0.17,0.19,0.19,0.17,0.17,0.15,0.16,0.17,0.17,0.17,0.16,0.14,0.15,0.19,0.19,0.14,0.14,0.0,0.16,0.14,0.16,0.17,0.15,0.14,0.0,0.14,0.14,0.0,0.15,0.17,0.14,0.15,0.0,0.15,0.15,0.15,0.16,0.14,0.21,0.0,0.14,0.0,0.0,0.14,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.14,0.14,0.26,0.14,0.0,0.14,0.27,0.0,0.0,0.14,0.14,0.69,64.88
09/22/2021,1.83,2.0,1.46,1.1,1.09,1.15,0.79,0.78,0.77,0.81,0.93,0.74,0.78,0.8,0.67,0.59,0.63,0.59,0.47,0.52,0.54,0.71,0.57,0.53,0.47,0.4,0.54,0.45,0.46,0.38,0.44,0.39,0.43,0.45,0.41,0.36,0.38,0.39,0.32,0.4,0.44,0.38,0.38,0.5,0.37,0.33,0.32,0.34,0.38,0.46,0.38,0.42,0.31,0.33,0.3,0.35,0.0,0.31,0.29,0.27,0.38,0.34,0.3,0.32,0.32,0.32,0.0,0.33,0.34,0.26,0.33,0.34,0.29,0.3,0.31,0.3,0.29,0.3,0.38,0.32,0.35,0.26,0.31,0.28,0.29,0.26,0.27,0.23,0.25,0.25,0.27,0.26,0.26,0.26,0.23,0.23,0.24,0.27,0.23,0.26,0.23,0.22,0.24,0.19,0.21,0.25,0.22,0.22,0.21,0.2,0.24,0.23,0.21,0.19,0.2,0.25,0.24,0.23,0.19,0.25,0.18,0.24,0.19,0.15,0.2,0.2,0.2,0.19,0.21,0.17,0.22,0.2,0.21,0.22,0.19,0.21,0.2,0.18,0.16,0.2,0.18,0.21,0.17,0.16,0.18,0.0,0.16,0.18,0.16,0.19,0.16,0.0,0.16,0.15,0.17,0.19,0.2,0.17,0.17,0.15,0.16,0.17,0.17,0.17,0.16,0.14,0.16,0.19,0.2,0.14,0.14,0.0,0.16,0.14,0.16,0.17,0.16,0.0,0.14,0.14,0.14,0.0,0.15,0.17,0.14,0.15,0.14,0.15,0.15,0.15,0.16,0.0,0.22,0.14,0.14,0.0,0.0,0.14,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.14,0.14,0.27,0.14,0.0,0.14,0.27,0.0,0.0,0.0,0.15,0.69,64.91
09/23/2021,1.85,1.98,1.47,1.11,1.08,1.17,0.84,0.8,0.74,0.8,0.93,0.73,0.79,0.77,0.67,0.58,0.63,0.6,0.46,0.51,0.55,0.72,0.58,0.52,0.47,0.39,0.53,0.45,0.46,0.38,0.44,0.4,0.44,0.44,0.41,0.36,0.38,0.39,0.33,0.39,0.45,0.38,0.38,0.5,0.37,0.34,0.33,0.33,0.37,0.46,0.38,0.43,0.31,0.32,0.3,0.36,0.0,0.32,0.3,0.28,0.39,0.34,0.3,0.32,0.32,0.31,0.0,0.33,0.34,0.27,0.32,0.34,0.29,0.31,0.3,0.29,0.27,0.29,0.38,0.33,0.35,0.27,0.31,0.28,0.29,0.26,0.26,0.22,0.25,0.24,0.27,0.26,0.27,0.26,0.22,0.23,0.24,0.27,0.23,0.25,0.22,0.22,0.23,0.19,0.22,0.23,0.21,0.22,0.22,0.2,0.23,0.24,0.22,0.19,0.21,0.26,0.24,0.23,0.2,0.26,0.18,0.24,0.19,0.14,0.2,0.2,0.21,0.19,0.21,0.17,0.22,0.2,0.2,0.23,0.19,0.2,0.2,0.18,0.16,0.2,0.18,0.21,0.17,0.17,0.18,0.0,0.16,0.17,0.16,0.19,0.17,0.0,0.16,0.15,0.18,0.18,0.2,0.17,0.17,0.14,0.16,0.17,0.17,0.17,0.16,0.14,0.16,0.19,0.2,0.14,0.14,0.0,0.16,0.14,0.16,0.17,0.16,0.14,0.0,0.14,0.14,0.0,0.15,0.17,0.0,0.14,0.14,0.15,0.15,0.15,0.16,0.14,0.22,0.14,0.14,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.14,0.14,0.27,0.14,0.0,0.14,0.27,0.0,0.14,0.0,0.15,0.68,64.92
