,2021-12-17 iShares MSCI EAFE ETF C 0.73,2021-12-17 iShares MSCI EAFE ETF P 72.67,US Dollar,2021-12-17 iShares MSCI EAFE ETF P 65.40,2021-12-17 iShares MSCI EAFE ETF C 82.69,SUM
07/09/2021,99.56,1.86,0.72,-0.82,-1.32,100.00000000000001
