,NIO,TSLA,VWS.CO,DLR,ENPH,9022.T,PLUG,LI,KRX.IR,XPEV,SEDG,ALO.PA,300750 C2,DAR,RUN,968.HK,FSLR,66.HK,SUZB3.SA,SGRE.MC,VNO,C38U.SI,586.HK,3283.T,INDA,WMS,DEI,NEP,WFG.TO,LI.PA,COV.PA,ROCK B.CO,601012 C1,SALM.OL,MRL.MC,N2IU.SI,MTH,1972.HK,KBH,SCATC.OL,NOVA,3800.HK,ORA,COL.MC,BMI,BLX.TO,REGI,SPWR,1585.HK,BDN,3234.T,PDM,2633.TW,CVA,SRAIL.SW,257.HK,SGM.AX,SWCH,601816 C1,JKS,ALFEN.AS,ENLT.TA,ECV.DE,RNW.TO,112610.KS,PGRE,TPIC,371.HK,RW0U.SI,NEOEN.PA,KC,NDX1.DE,FCR.UN.TO,K71U.SI,WKHS,SLR.MC,9519.T,300274 C2,CFP.TO,600703 C1,SCHN,819.HK,DEQ.DE,VBK.DE,2208 HK,8968.T,3576.TW,ABIO.PA,PLAZ B.ST,SLCE3.SA,NIU,OMGE3.SA,3487.T,ENRG.TA,ERII,FKR.MI,TKTT.PA,1407.T,TS0U.SI,1798.HK,9517.T,FAG.ST,TENERGY.AT,SK6U.SI,S92.DE,GSF.OL,213420.KQ,MERC,SUPER-R TB,SPK.MC,6443.TW,8341.TW,CMCOM.AS,REX,002459 C2,300450 C2,6244 TT,018000.KQ,182.HK,002202 C2,BCPG-R TB,LRE.MC,PNE3.DE,1381.HK,ZAG.VI,658.HK,SPCG-R TB,686.HK,1257.HK,SIFG.AS,603218 C1,BTS-R TB,002506 C2,1330 HK,U9E.SI,NDXB,CEWL SP,BTS-R7.BK,BTS-R8 TB,BTS-R6.BK,BTS-R8.BK,BTS-R6 TB,UMI.BR,EDPR.LS,LIGHT.AS,SHLS,BLNK,CD,MERY.PA,XL,601615 C1,VWS DC,9022 JP,KSP,ALO FP,UMI,968 HK,SUZB3,66 HK,EDPR,WFG,3283 JP,LIGHT,SGRE,CICT SP,586 HK,LI FP,COV FP,ROCKB DC,MRL,MCT SP,1972 HK,COL,BLX,257 HK,SCATC,ALFEN,SRAIL SW,3234 JP,2633 TT,1585 HK,NDX1,ENLT,371 HK,SGM,ECV,112610 KS,RNW,MAGIC SP,NEOEN FP,FCR-U,SLR,KREIT SP,CFP,9519 JP,VBK,PLAZB SS,DEQ,ABIO FP,1407 JP,3576 TT,8968 JP,FKR,3487 JP,ENRG,819 HK,OMGE3,SLCE3,MERY FP,FAG SS,OUECT SP,1798 HK,SPHREIT SP,TENERGY,213420 KS,CMCOM,182 HK,9517 JP,S92,GSF,SPK,8341 TT,6443 TT,658 HK,LRE,018000 KS,ZAG AV,PNE3,1381 HK,686 HK,SIFG,1257 HK,BTS-R7 TB,1920981D T,SUM
09/03/2021,5.15,5.2,4.92,4.78,3.91,3.69,2.32,2.91,3.07,2.85,2.63,2.37,1.87,2.12,1.34,2.04,1.57,1.52,1.56,1.23,1.19,1.21,1.16,1.3,1.1,1.07,1.01,1.06,1.28,0.88,0.86,0.77,0.78,0.0,0.72,0.57,0.74,0.55,0.62,0.43,0.53,0.0,0.56,0.53,0.55,0.47,0.4,0.32,0.37,0.41,0.39,0.39,0.37,0.42,0.38,0.45,0.33,0.43,0.32,0.32,0.39,0.35,0.31,0.29,0.3,0.27,0.23,0.33,0.29,0.28,0.31,0.34,0.27,0.25,0.19,0.26,0.23,0.37,0.23,0.0,0.21,0.16,0.2,0.23,0.26,0.18,0.17,0.2,0.21,0.13,0.14,0.14,0.17,0.16,0.13,0.17,0.0,0.18,0.12,0.11,0.1,0.13,0.12,0.11,0.09,0.09,0.12,0.09,0.09,0.08,0.08,0.08,0.11,0.08,0.15,0.09,0.07,0.06,0.1,0.08,0.06,0.07,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.05,0.4,0.05,0.03,0.03,0.0,0.0,0.01,0.0,0.0,0.01,0.0,2.26,1.34,1.25,0.51,0.21,0.18,0.14,0.08,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.09
09/06/2021,5.23,5.12,5.11,4.85,3.93,3.49,2.4,2.91,3.03,2.71,2.61,2.27,1.84,2.1,1.42,1.99,1.57,1.51,1.53,1.26,1.19,1.21,1.18,1.3,1.1,1.07,1.01,1.09,1.27,0.88,0.86,0.78,0.76,0.0,0.72,0.57,0.73,0.55,0.62,0.44,0.54,0.0,0.56,0.52,0.53,0.48,0.39,0.33,0.36,0.41,0.38,0.39,0.37,0.42,0.38,0.45,0.32,0.44,0.32,0.33,0.39,0.34,0.31,0.29,0.3,0.27,0.23,0.34,0.29,0.28,0.33,0.35,0.27,0.26,0.18,0.26,0.23,0.33,0.23,0.0,0.21,0.15,0.2,0.24,0.29,0.18,0.17,0.19,0.21,0.14,0.15,0.15,0.16,0.16,0.15,0.17,0.0,0.17,0.12,0.12,0.09,0.13,0.11,0.12,0.09,0.09,0.11,0.09,0.08,0.08,0.07,0.08,0.1,0.08,0.2,0.09,0.06,0.06,0.1,0.09,0.06,0.06,0.05,0.05,0.06,0.06,0.05,0.04,0.04,0.04,0.05,0.4,0.05,0.04,0.03,0.0,0.0,0.01,0.0,0.0,0.01,0.0,2.24,1.37,1.27,0.52,0.22,0.19,0.14,0.08,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.06
09/07/2021,5.27,5.16,0.0,4.87,3.89,0.0,2.34,2.84,0.0,2.65,2.58,0.0,1.83,2.09,1.37,0.0,1.56,0.0,0.0,0.0,1.18,0.0,0.0,0.0,1.12,1.09,1.02,1.07,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.71,0.0,0.62,0.0,0.52,0.0,0.56,0.0,0.54,0.0,0.39,0.33,0.0,0.42,0.0,0.38,0.0,0.42,0.0,0.0,0.0,0.44,0.32,0.34,0.0,0.0,0.0,0.0,0.0,0.27,0.24,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.17,0.0,0.0,0.33,0.0,0.0,0.21,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.08,0.19,0.09,0.06,0.0,0.0,0.1,0.06,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.4,0.05,0.04,0.0,0.0,0.03,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.22,0.19,0.0,0.08,0.08,5.14,3.59,3.0,2.26,2.22,1.97,1.55,1.51,1.38,1.33,1.31,1.28,1.26,1.23,1.2,0.87,0.83,0.77,0.71,0.58,0.55,0.51,0.49,0.45,0.43,0.4,0.39,0.38,0.37,0.36,0.35,0.34,0.33,0.32,0.31,0.3,0.3,0.29,0.28,0.27,0.27,0.26,0.25,0.24,0.23,0.21,0.2,0.19,0.18,0.18,0.18,0.17,0.17,0.16,0.16,0.15,0.14,0.14,0.13,0.12,0.12,0.12,0.11,0.11,0.1,0.1,0.1,0.09,0.09,0.08,0.08,0.08,0.07,0.07,0.06,0.06,0.05,0.05,0.05,0.04,0.04,0.01,0.0,100.11
09/08/2021,5.27,5.16,5.14,4.87,3.89,3.59,2.34,2.84,3.0,2.65,2.58,2.26,1.83,2.09,1.37,1.97,1.56,1.51,1.55,1.26,1.18,1.23,1.2,1.31,1.12,1.09,1.02,1.07,1.33,0.87,0.83,0.77,0.75,0.0,0.71,0.58,0.71,0.55,0.62,0.43,0.52,0.0,0.56,0.51,0.54,0.49,0.39,0.33,0.36,0.42,0.38,0.38,0.37,0.42,0.39,0.45,0.32,0.44,0.32,0.34,0.4,0.34,0.31,0.3,0.3,0.27,0.24,0.33,0.29,0.28,0.33,0.35,0.27,0.26,0.17,0.27,0.24,0.33,0.25,0.0,0.21,0.16,0.2,0.23,0.29,0.18,0.18,0.19,0.21,0.14,0.15,0.15,0.17,0.16,0.15,0.17,0.0,0.18,0.12,0.12,0.1,0.13,0.11,0.12,0.09,0.09,0.11,0.09,0.09,0.08,0.08,0.08,0.1,0.08,0.19,0.09,0.06,0.06,0.1,0.1,0.06,0.07,0.05,0.05,0.06,0.07,0.05,0.05,0.04,0.04,0.05,0.4,0.05,0.04,0.03,0.0,0.0,0.01,0.0,0.0,0.01,0.0,2.22,1.38,1.28,0.52,0.22,0.19,0.14,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.11
09/10/2021,5.29,5.28,5.1,4.83,3.77,3.65,2.38,2.9,3.06,2.78,2.51,2.19,1.93,2.09,1.37,1.93,1.57,1.51,1.54,1.25,1.19,1.21,1.21,1.31,1.11,1.08,1.02,1.06,1.32,0.88,0.82,0.75,0.76,0.0,0.71,0.58,0.71,0.53,0.62,0.42,0.52,0.0,0.56,0.5,0.53,0.48,0.39,0.33,0.38,0.41,0.38,0.38,0.37,0.42,0.38,0.49,0.31,0.45,0.32,0.34,0.42,0.34,0.3,0.3,0.3,0.28,0.24,0.34,0.3,0.27,0.34,0.34,0.26,0.26,0.18,0.24,0.28,0.33,0.24,0.0,0.21,0.16,0.2,0.24,0.29,0.17,0.17,0.19,0.2,0.14,0.15,0.15,0.16,0.16,0.15,0.17,0.0,0.2,0.12,0.12,0.1,0.13,0.11,0.12,0.08,0.09,0.11,0.08,0.09,0.08,0.07,0.08,0.1,0.08,0.18,0.09,0.06,0.06,0.09,0.1,0.06,0.06,0.05,0.05,0.06,0.07,0.05,0.05,0.04,0.04,0.05,0.39,0.05,0.04,0.03,0.0,0.0,0.01,0.0,0.0,0.01,0.0,2.23,1.33,1.26,0.5,0.22,0.19,0.14,0.08,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.1
09/14/2021,5.1,5.33,4.96,4.65,3.64,3.75,2.21,2.91,3.13,2.65,2.49,2.12,1.95,2.06,1.38,2.0,1.7,1.56,1.55,1.15,1.17,1.24,1.25,1.33,1.27,1.13,1.02,1.09,1.37,0.83,0.82,0.78,0.76,0.0,0.68,0.6,0.71,0.56,0.61,0.42,0.53,0.0,0.56,0.5,0.53,0.48,0.38,0.33,0.37,0.4,0.4,0.37,0.38,0.43,0.38,0.49,0.32,0.46,0.34,0.32,0.43,0.36,0.32,0.3,0.29,0.27,0.23,0.34,0.3,0.28,0.34,0.33,0.27,0.26,0.17,0.24,0.35,0.35,0.25,0.0,0.21,0.16,0.2,0.26,0.3,0.18,0.17,0.19,0.19,0.15,0.15,0.16,0.17,0.16,0.14,0.17,0.0,0.23,0.13,0.15,0.12,0.13,0.12,0.12,0.08,0.09,0.12,0.09,0.09,0.08,0.07,0.08,0.1,0.08,0.18,0.09,0.06,0.06,0.1,0.1,0.06,0.07,0.05,0.05,0.06,0.06,0.05,0.05,0.05,0.04,0.05,0.4,0.04,0.04,0.03,0.0,0.0,0.01,0.0,0.0,0.01,0.0,2.24,1.34,1.22,0.47,0.21,0.18,0.14,0.08,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.08
09/16/2021,5.12,5.34,5.13,4.6,3.66,3.72,2.2,2.84,3.14,2.62,2.53,2.1,1.93,2.13,1.41,1.94,1.8,1.56,1.53,1.16,1.19,1.21,1.25,1.31,1.26,1.1,1.03,1.07,1.33,0.84,0.83,0.8,0.73,0.0,0.69,0.59,0.7,0.54,0.61,0.42,0.54,0.0,0.56,0.51,0.53,0.47,0.41,0.34,0.36,0.41,0.39,0.38,0.38,0.43,0.38,0.54,0.32,0.46,0.33,0.32,0.44,0.35,0.31,0.3,0.29,0.27,0.24,0.34,0.3,0.27,0.32,0.33,0.27,0.26,0.17,0.24,0.35,0.32,0.24,0.0,0.21,0.15,0.2,0.25,0.29,0.18,0.17,0.19,0.18,0.14,0.15,0.16,0.16,0.16,0.14,0.17,0.0,0.23,0.13,0.15,0.13,0.13,0.12,0.12,0.08,0.09,0.11,0.08,0.09,0.08,0.07,0.08,0.1,0.08,0.18,0.09,0.06,0.06,0.1,0.1,0.06,0.07,0.05,0.05,0.06,0.06,0.05,0.05,0.05,0.04,0.05,0.4,0.04,0.04,0.04,0.0,0.0,0.01,0.0,0.0,0.01,0.0,2.21,1.36,1.23,0.51,0.2,0.17,0.14,0.08,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.09
09/17/2021,5.06,5.36,5.13,4.59,3.62,3.72,2.24,2.86,3.18,2.63,2.52,2.11,2.04,2.15,1.37,1.94,1.79,1.54,1.53,1.17,1.19,1.21,1.24,1.33,1.26,1.08,1.03,1.07,1.3,0.84,0.83,0.8,0.73,0.0,0.69,0.6,0.69,0.55,0.6,0.43,0.54,0.0,0.57,0.52,0.53,0.48,0.41,0.33,0.36,0.41,0.4,0.38,0.38,0.43,0.38,0.52,0.32,0.46,0.32,0.31,0.43,0.35,0.31,0.3,0.29,0.27,0.23,0.34,0.3,0.28,0.32,0.34,0.27,0.26,0.17,0.24,0.35,0.33,0.23,0.0,0.2,0.14,0.2,0.26,0.29,0.18,0.17,0.2,0.18,0.14,0.14,0.16,0.16,0.16,0.14,0.17,0.0,0.23,0.13,0.15,0.13,0.13,0.12,0.12,0.08,0.09,0.11,0.08,0.09,0.08,0.07,0.08,0.1,0.07,0.18,0.09,0.06,0.06,0.1,0.1,0.06,0.07,0.05,0.05,0.06,0.06,0.05,0.05,0.05,0.04,0.05,0.4,0.04,0.04,0.04,0.0,0.0,0.01,0.0,0.0,0.01,0.0,2.17,1.38,1.21,0.52,0.2,0.16,0.14,0.08,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.08
09/20/2021,5.03,5.53,5.08,4.72,3.65,3.73,2.3,2.82,3.16,2.61,2.54,2.09,1.95,2.26,1.37,1.89,1.78,1.56,1.41,1.14,1.22,1.23,1.25,1.34,1.3,1.03,1.03,1.09,1.34,0.84,0.83,0.76,0.74,0.0,0.7,0.6,0.72,0.54,0.63,0.4,0.53,0.0,0.53,0.52,0.54,0.48,0.42,0.34,0.34,0.41,0.39,0.39,0.38,0.43,0.38,0.51,0.31,0.47,0.33,0.32,0.45,0.35,0.3,0.3,0.29,0.27,0.23,0.33,0.3,0.27,0.31,0.33,0.28,0.26,0.17,0.24,0.33,0.31,0.23,0.0,0.2,0.14,0.2,0.26,0.3,0.18,0.18,0.19,0.18,0.15,0.14,0.16,0.16,0.16,0.13,0.17,0.0,0.22,0.13,0.14,0.12,0.13,0.12,0.12,0.08,0.09,0.11,0.09,0.09,0.08,0.07,0.08,0.1,0.07,0.16,0.09,0.06,0.06,0.09,0.11,0.06,0.06,0.05,0.05,0.06,0.07,0.05,0.05,0.04,0.04,0.06,0.41,0.04,0.04,0.04,0.0,0.0,0.01,0.0,0.0,0.01,0.0,2.09,1.33,1.19,0.53,0.2,0.17,0.14,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
09/23/2021,4.87,5.45,5.02,4.85,3.62,3.85,2.42,2.68,3.15,2.59,2.57,2.14,2.01,2.19,1.37,1.9,1.69,1.55,1.33,1.15,1.23,1.24,1.3,1.4,1.29,1.06,1.03,1.09,1.35,0.85,0.84,0.78,0.74,0.0,0.7,0.62,0.71,0.53,0.62,0.42,0.51,0.0,0.55,0.53,0.54,0.49,0.42,0.33,0.37,0.42,0.39,0.39,0.38,0.44,0.37,0.51,0.3,0.47,0.34,0.3,0.43,0.38,0.31,0.3,0.3,0.28,0.24,0.33,0.29,0.27,0.3,0.33,0.28,0.26,0.17,0.23,0.34,0.31,0.23,0.0,0.19,0.14,0.19,0.25,0.31,0.18,0.19,0.19,0.18,0.14,0.13,0.16,0.17,0.17,0.13,0.17,0.0,0.23,0.13,0.15,0.13,0.12,0.12,0.12,0.08,0.09,0.12,0.09,0.09,0.09,0.08,0.08,0.09,0.08,0.16,0.1,0.07,0.06,0.1,0.11,0.06,0.06,0.05,0.05,0.06,0.06,0.05,0.05,0.04,0.04,0.06,0.41,0.04,0.04,0.03,0.0,0.0,0.01,0.0,0.0,0.01,0.0,2.03,1.33,1.2,0.51,0.2,0.15,0.14,0.08,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.06
09/24/2021,4.79,5.47,5.06,4.8,3.63,3.95,2.44,2.67,3.15,2.58,2.56,2.12,1.99,2.17,1.37,1.92,1.66,1.54,1.34,1.14,1.23,1.26,1.34,1.38,1.29,1.05,1.03,1.09,1.36,0.85,0.85,0.78,0.74,0.0,0.71,0.62,0.69,0.53,0.61,0.43,0.51,0.0,0.55,0.53,0.54,0.49,0.43,0.33,0.36,0.41,0.39,0.39,0.38,0.44,0.37,0.51,0.29,0.46,0.34,0.31,0.44,0.37,0.32,0.3,0.29,0.27,0.23,0.33,0.29,0.28,0.3,0.33,0.28,0.25,0.17,0.24,0.32,0.31,0.24,0.0,0.19,0.15,0.19,0.26,0.31,0.18,0.19,0.19,0.18,0.14,0.14,0.16,0.17,0.17,0.13,0.17,0.0,0.22,0.13,0.15,0.13,0.12,0.12,0.12,0.08,0.09,0.12,0.09,0.09,0.08,0.07,0.08,0.09,0.08,0.16,0.1,0.06,0.06,0.1,0.11,0.06,0.06,0.05,0.05,0.05,0.06,0.05,0.05,0.04,0.04,0.06,0.41,0.04,0.04,0.03,0.0,0.0,0.01,0.0,0.0,0.01,0.0,2.06,1.37,1.17,0.52,0.21,0.15,0.14,0.08,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
09/27/2021,4.86,5.48,5.28,4.65,3.66,3.81,2.55,2.65,3.09,2.54,2.65,2.13,1.91,2.15,1.39,1.9,1.61,1.53,1.42,1.16,1.27,1.28,1.31,1.32,1.29,1.06,1.03,1.07,1.39,0.86,0.83,0.74,0.72,0.0,0.7,0.62,0.68,0.54,0.61,0.45,0.51,0.0,0.55,0.52,0.55,0.49,0.42,0.35,0.33,0.42,0.38,0.39,0.38,0.43,0.37,0.55,0.31,0.46,0.33,0.3,0.44,0.37,0.34,0.3,0.29,0.28,0.24,0.33,0.29,0.28,0.31,0.35,0.28,0.26,0.15,0.24,0.3,0.31,0.25,0.0,0.19,0.14,0.19,0.25,0.3,0.17,0.17,0.2,0.18,0.14,0.14,0.15,0.16,0.18,0.14,0.18,0.0,0.21,0.13,0.16,0.12,0.12,0.12,0.12,0.08,0.09,0.11,0.09,0.09,0.08,0.07,0.08,0.1,0.08,0.15,0.09,0.06,0.06,0.1,0.1,0.06,0.06,0.05,0.05,0.05,0.07,0.05,0.05,0.05,0.04,0.06,0.41,0.04,0.04,0.03,0.0,0.0,0.01,0.0,0.0,0.01,0.0,2.08,1.38,1.19,0.49,0.21,0.15,0.14,0.08,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.07
09/28/2021,4.83,5.69,5.2,4.64,3.6,3.92,2.51,2.56,3.1,2.47,2.6,2.16,1.96,2.17,1.35,1.88,1.58,1.53,1.41,1.16,1.3,1.26,1.34,1.32,1.3,1.06,1.03,1.08,1.43,0.86,0.84,0.71,0.75,0.0,0.7,0.62,0.69,0.53,0.62,0.44,0.5,0.0,0.55,0.52,0.57,0.48,0.41,0.35,0.34,0.42,0.38,0.39,0.39,0.44,0.37,0.52,0.3,0.47,0.33,0.29,0.42,0.38,0.33,0.3,0.28,0.28,0.23,0.32,0.29,0.29,0.3,0.34,0.28,0.27,0.15,0.24,0.31,0.35,0.26,0.0,0.2,0.14,0.19,0.25,0.3,0.18,0.17,0.2,0.18,0.14,0.13,0.15,0.16,0.18,0.14,0.17,0.0,0.21,0.13,0.17,0.12,0.12,0.11,0.12,0.08,0.09,0.11,0.1,0.09,0.08,0.07,0.08,0.09,0.08,0.17,0.09,0.06,0.06,0.1,0.1,0.06,0.06,0.05,0.05,0.05,0.07,0.05,0.05,0.04,0.04,0.06,0.42,0.04,0.04,0.04,0.0,0.0,0.01,0.0,0.0,0.01,0.0,2.09,1.36,1.18,0.48,0.2,0.13,0.14,0.08,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
