,BHP.AX,RIO.L,VALE3.SA,BHP.L,FCX,AAL.L,GLEN.L,RIO.AX,FMG.AX,NUE,005490.KS,MT.AS,GMKN.ME,2002.TW,5401.T,GMEXICOB.MX,IMP.JO,FM.TO,STLD,SSW.JO,S32.AX,TECK,BOL.ST,CLF,5713.T,RS,NHY.OL,HINDALCO.NS,BSL.AX,ANTO.L,JSWSTEEL.NS,1211.SR,MIN.AX,KGH.WA,TATASTEEL.NS,AA,GGBR4.SA,AMS.JO,CSNA3.SA,LUN.TO,X,NHM.JO,OZL.AX,5411.T,SCCO,VOE.VI,CHMF.ME,IVN.TO,IGO.AX,ALRS.ME,NLMK.ME,004020.KS,EVR.L,1772.HK,5486.T,TKA.DE,VEDL.NS,LYC.AX,PMETAL.KL,CMC,ARNC,BRAP4.SA,010130.KS,1378.HK,NDA.DE,AWC.AX,KIO.JO,EREGL.IS,ILU.AX,SSABB.ST,APAM.AS,ATI,TTST.L,2027.TW,358.HK,2600.HK,5711.T,LIF.TO,JINDALSTEL.NS,D7N.,MDKA.JK,WOR,2014.TW,ARI.JO,SGM.AX,PLS.AX,5714.T,XTSLA,5406.T,CMP,ACX.MC,OUT1V.HE,GOAU4.SA,KALU,CRS,5857.T,MP,5444.T,TRQ.TO,MTRN,BEKB.BR,FXPO.L,600019.SS,RUB,GRNG.ST,5706.T,HILS.L,2015.TW,HBM.TO,CIA.TO,ORE.AX,2006.TW,ERO.TO,SCHN,1208.HK,002460.SZ,DRR.AX,2023.TW,603799.SS,5463.T,CAP.SN,SSAB A.ST,5471.T,QAMC.QA,SZG.DE,LAC.TO,001230.KS,GXY.AX,APLAPOLLO.NS,5423.T,PLL,RBP.JO,AMG.AS,STLC.TO,NATIONALUM.NS,5703.T,603993.SS,CS.TO,SFR.AX,HCC,NIC.AX,CENX,ERA.PA,600111.SS,600010.SS,5741.T,103140.KS,2362.HK,5727.T,EUA.L,2010.TW,ALS.TO,JSW.WA,CAML.L,601600.SS,CRN.AX,2031.TW,SXC,639.HK,WSA.AX,KRDMD.IS,000825.SZ,002340.SZ,600219.SS,FESA4.SA,826.HK,NUAG.TO,000932.SZ,581.HK,RATNAMANI.NS,LGO.TO,SLS.TO,9958.TW,2034.TW,600362.SS,KOZAA.IS,000670.KS,PRN.AX,002541.SZ,MGX.AX,001430.KS,1333.HK,600549.SS,900936.SZ,5451.T,000709.SZ,000807.SZ,000629.SZ,002683.SZ,5440.T,008350.KS,WM.TO,1532.TW,000975.SZ,000630.SZ,002075.SZ,JMS.AX,TINS.JK,CAD,HKD,600392.SS,BRL,TWD,KRW,INR,SALFT,AUD,PKR,GBP,ZAR,SAR,MYR,EREGL.E.IS,KRDMD.E.IS,KOZAA.E.IS,JPY,CNH,EUR,MXN,USD,APLAPOLLO,NPH.JO,SFRXX,CHN.AX,000723.SZ,SUM
09/30/2021,7.52,6.87,5.43,5.06,4.62,4.27,4.29,2.52,1.8,2.89,1.99,2.03,1.84,1.41,1.53,1.19,0.84,1.01,1.21,0.82,1.07,1.1,0.83,0.93,0.88,0.86,0.94,0.95,0.73,0.71,0.69,0.85,0.52,0.53,0.9,0.9,0.53,0.44,0.36,0.46,0.57,0.0,0.51,0.78,0.47,0.41,0.42,0.38,0.42,0.46,0.43,0.34,0.37,0.43,0.39,0.4,0.4,0.43,0.4,0.36,0.32,0.24,0.33,0.28,0.23,0.35,0.2,0.0,0.27,0.23,0.25,0.2,0.27,0.17,0.19,0.27,0.21,0.17,0.18,0.2,0.19,0.18,0.15,0.15,0.16,0.33,0.2,0.21,0.18,0.2,0.2,0.21,0.16,0.17,0.15,0.17,0.2,0.16,0.14,0.13,0.15,0.12,0.18,0.0,0.12,0.15,0.18,0.13,0.13,0.11,0.35,0.1,0.11,0.11,0.12,0.16,0.11,0.1,0.11,0.12,0.07,0.12,0.11,0.13,0.12,0.2,0.09,0.0,0.06,0.1,0.07,0.08,0.1,0.1,0.09,0.09,0.09,0.12,0.06,0.11,0.07,0.07,0.07,0.13,0.13,0.07,0.05,0.04,0.0,0.06,0.04,0.05,0.07,0.05,0.09,0.08,0.04,0.05,0.06,0.07,0.0,0.05,0.04,0.05,0.04,0.06,0.02,0.04,0.04,0.05,0.04,0.05,0.04,0.05,0.03,0.0,0.03,0.04,0.0,0.02,0.03,0.03,0.04,0.04,0.04,0.03,0.05,0.03,0.02,0.02,0.03,0.0,0.02,0.02,0.04,0.02,0.02,0.03,0.0,0.0,0.03,0.5,0.0,0.0,0.0,0.15,0.28,0.0,0.75,0.0,0.0,0.0,0.25,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.06,0.38,0.06,0.0,0.0,100.49
10/01/2021,7.49,6.89,5.19,5.01,4.68,4.2,4.43,2.5,1.73,2.93,2.0,2.02,1.85,1.43,1.55,1.18,0.82,1.02,1.24,0.81,1.11,1.11,0.83,0.93,0.91,0.88,0.96,0.96,0.73,0.7,0.72,0.87,0.51,0.52,0.92,0.91,0.51,0.43,0.33,0.46,0.58,0.0,0.52,0.79,0.47,0.42,0.42,0.37,0.41,0.46,0.43,0.34,0.38,0.43,0.39,0.4,0.42,0.44,0.42,0.37,0.32,0.23,0.35,0.29,0.23,0.37,0.2,0.0,0.27,0.23,0.25,0.2,0.27,0.18,0.2,0.29,0.21,0.16,0.19,0.21,0.19,0.18,0.14,0.15,0.16,0.33,0.2,0.21,0.19,0.21,0.19,0.21,0.15,0.17,0.15,0.18,0.19,0.16,0.14,0.14,0.15,0.12,0.18,0.0,0.12,0.15,0.19,0.13,0.12,0.11,0.34,0.11,0.12,0.11,0.13,0.16,0.11,0.1,0.11,0.13,0.07,0.12,0.11,0.13,0.12,0.19,0.09,0.0,0.06,0.1,0.07,0.08,0.1,0.1,0.09,0.1,0.09,0.11,0.06,0.11,0.07,0.07,0.07,0.13,0.13,0.08,0.05,0.05,0.0,0.06,0.04,0.05,0.07,0.05,0.1,0.08,0.04,0.05,0.06,0.07,0.0,0.05,0.05,0.05,0.04,0.06,0.03,0.04,0.05,0.05,0.04,0.05,0.04,0.05,0.04,0.0,0.03,0.04,0.0,0.02,0.03,0.03,0.04,0.04,0.05,0.03,0.05,0.04,0.02,0.0,0.03,0.03,0.0,0.02,0.04,0.02,0.02,0.03,0.0,0.0,0.03,0.49,0.0,0.0,0.0,0.09,0.24,0.0,0.3,0.0,0.0,0.0,0.25,0.05,0.03,0.0,0.0,0.0,0.0,0.14,0.06,0.38,0.06,0.0,0.0,100.3
10/20/2021,7.57,6.93,5.23,5.15,5.04,4.63,4.78,2.45,1.64,2.71,1.84,2.05,1.84,1.22,1.29,1.28,1.07,1.26,1.16,0.97,1.19,1.23,0.93,0.91,0.85,0.83,0.99,0.96,0.7,0.73,0.69,0.91,0.46,0.53,0.91,0.93,0.53,0.52,0.31,0.52,0.53,0.0,0.55,0.68,0.5,0.4,0.41,0.43,0.41,0.45,0.39,0.31,0.39,0.41,0.36,0.37,0.44,0.41,0.42,0.34,0.3,0.23,0.38,0.25,0.24,0.37,0.2,0.0,0.26,0.24,0.25,0.2,0.28,0.19,0.2,0.24,0.19,0.15,0.22,0.19,0.22,0.16,0.11,0.15,0.16,0.32,0.19,0.0,0.18,0.23,0.21,0.21,0.15,0.17,0.15,0.16,0.18,0.14,0.12,0.13,0.15,0.12,0.14,0.0,0.12,0.14,0.18,0.12,0.15,0.1,0.32,0.09,0.12,0.12,0.13,0.15,0.11,0.09,0.11,0.11,0.06,0.12,0.09,0.14,0.11,0.22,0.09,0.0,0.11,0.09,0.08,0.1,0.1,0.11,0.1,0.09,0.09,0.12,0.13,0.12,0.07,0.08,0.08,0.13,0.11,0.06,0.05,0.05,0.05,0.06,0.04,0.05,0.07,0.05,0.08,0.08,0.04,0.05,0.05,0.07,0.0,0.03,0.05,0.05,0.04,0.06,0.03,0.03,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.0,0.03,0.04,0.02,0.02,0.03,0.03,0.03,0.04,0.04,0.02,0.04,0.03,0.02,0.02,0.02,0.03,0.02,0.02,0.03,0.01,0.02,0.03,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.24,0.05,0.03,0.08,0.0,0.0,0.0,0.09,0.0,0.49,0.0,0.0,0.0,100.03
10/21/2021,7.61,6.84,5.09,5.12,5.02,4.46,4.78,2.49,1.65,2.73,1.78,2.05,1.82,1.23,1.32,1.3,1.07,1.26,1.17,0.94,1.23,1.25,0.92,0.9,0.87,0.84,1.01,1.0,0.69,0.71,0.71,0.9,0.46,0.54,0.93,0.95,0.52,0.51,0.29,0.51,0.52,0.0,0.57,0.7,0.49,0.4,0.42,0.43,0.42,0.41,0.41,0.3,0.39,0.42,0.35,0.37,0.49,0.43,0.42,0.34,0.29,0.22,0.39,0.26,0.24,0.37,0.2,0.0,0.26,0.24,0.25,0.19,0.27,0.19,0.2,0.26,0.2,0.16,0.22,0.21,0.23,0.16,0.11,0.15,0.16,0.32,0.19,0.0,0.19,0.22,0.21,0.21,0.15,0.17,0.14,0.16,0.18,0.14,0.12,0.13,0.15,0.12,0.14,0.03,0.12,0.15,0.17,0.12,0.15,0.1,0.34,0.09,0.12,0.12,0.14,0.16,0.11,0.08,0.11,0.11,0.06,0.12,0.09,0.13,0.11,0.22,0.08,0.0,0.11,0.09,0.08,0.1,0.1,0.11,0.12,0.09,0.09,0.12,0.13,0.13,0.07,0.08,0.08,0.13,0.11,0.07,0.05,0.05,0.05,0.05,0.04,0.05,0.07,0.05,0.08,0.08,0.04,0.05,0.05,0.07,0.0,0.03,0.05,0.05,0.03,0.06,0.03,0.03,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.0,0.03,0.04,0.02,0.02,0.03,0.03,0.03,0.04,0.04,0.02,0.04,0.03,0.02,0.02,0.02,0.03,0.02,0.02,0.04,0.01,0.02,0.03,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.24,0.05,0.03,0.08,0.0,0.0,0.0,0.07,0.0,0.49,0.0,0.0,0.0,99.92
10/22/2021,7.52,6.95,5.02,5.2,5.06,4.51,4.66,2.43,1.64,2.75,1.8,2.06,1.87,1.23,1.3,1.32,1.08,1.28,1.19,0.95,1.22,1.22,0.93,0.89,0.86,0.83,1.02,0.99,0.67,0.71,0.69,0.9,0.46,0.53,0.91,0.89,0.51,0.52,0.29,0.52,0.53,0.0,0.57,0.7,0.5,0.39,0.43,0.44,0.44,0.43,0.41,0.3,0.4,0.44,0.36,0.37,0.49,0.44,0.42,0.34,0.28,0.22,0.39,0.26,0.25,0.36,0.2,0.0,0.27,0.24,0.25,0.19,0.27,0.18,0.2,0.26,0.2,0.16,0.21,0.21,0.23,0.16,0.11,0.15,0.16,0.32,0.2,0.23,0.19,0.22,0.2,0.21,0.15,0.16,0.14,0.16,0.19,0.14,0.12,0.13,0.14,0.12,0.14,0.03,0.12,0.15,0.18,0.13,0.15,0.1,0.34,0.09,0.12,0.12,0.14,0.16,0.11,0.08,0.11,0.11,0.06,0.12,0.09,0.13,0.11,0.23,0.08,0.0,0.12,0.09,0.08,0.1,0.1,0.11,0.11,0.09,0.09,0.12,0.13,0.12,0.07,0.08,0.08,0.12,0.11,0.07,0.05,0.05,0.05,0.05,0.04,0.05,0.07,0.05,0.08,0.08,0.04,0.05,0.05,0.07,0.0,0.04,0.05,0.05,0.03,0.06,0.03,0.03,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.0,0.03,0.04,0.02,0.02,0.03,0.03,0.03,0.04,0.04,0.03,0.04,0.03,0.02,0.02,0.02,0.03,0.02,0.02,0.04,0.01,0.02,0.03,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.24,0.05,0.03,0.08,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,100.12
10/25/2021,7.76,6.57,4.83,5.14,5.14,4.51,4.64,2.47,1.67,2.79,1.8,2.06,1.89,1.28,1.33,1.34,1.04,1.27,1.22,0.94,1.24,1.2,0.94,0.92,0.89,0.86,0.96,0.94,0.7,0.71,0.69,0.93,0.45,0.52,0.9,0.85,0.49,0.51,0.28,0.5,0.55,0.0,0.57,0.69,0.5,0.39,0.44,0.43,0.46,0.43,0.43,0.31,0.4,0.45,0.36,0.37,0.48,0.46,0.41,0.35,0.29,0.21,0.38,0.26,0.25,0.36,0.19,0.0,0.28,0.24,0.25,0.19,0.26,0.2,0.2,0.26,0.2,0.16,0.22,0.21,0.23,0.17,0.12,0.15,0.17,0.34,0.2,0.24,0.19,0.22,0.2,0.2,0.14,0.15,0.15,0.16,0.19,0.14,0.12,0.13,0.14,0.11,0.14,0.03,0.11,0.15,0.18,0.12,0.15,0.11,0.35,0.09,0.12,0.13,0.14,0.16,0.12,0.09,0.12,0.11,0.06,0.12,0.1,0.14,0.11,0.23,0.08,0.0,0.11,0.09,0.08,0.1,0.1,0.11,0.11,0.09,0.09,0.13,0.13,0.12,0.08,0.08,0.08,0.14,0.12,0.06,0.05,0.05,0.05,0.05,0.04,0.05,0.06,0.05,0.08,0.08,0.04,0.05,0.06,0.08,0.0,0.04,0.05,0.05,0.03,0.06,0.03,0.03,0.04,0.05,0.04,0.06,0.04,0.04,0.04,0.0,0.03,0.04,0.02,0.02,0.03,0.03,0.04,0.04,0.04,0.03,0.04,0.03,0.02,0.02,0.02,0.03,0.02,0.02,0.04,0.02,0.02,0.03,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.25,0.05,0.03,0.08,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,100.18999999999998
10/26/2021,7.64,6.63,4.84,5.19,5.08,4.52,4.64,2.43,1.67,2.81,1.77,2.09,1.89,1.26,1.33,1.35,1.05,1.28,1.23,0.96,1.23,1.21,0.88,1.04,0.87,0.87,0.97,0.9,0.71,0.72,0.69,0.93,0.43,0.53,0.89,0.84,0.49,0.52,0.28,0.51,0.57,0.0,0.57,0.69,0.5,0.4,0.44,0.44,0.45,0.43,0.44,0.3,0.41,0.46,0.37,0.38,0.44,0.42,0.41,0.35,0.29,0.21,0.38,0.25,0.25,0.35,0.2,0.0,0.27,0.25,0.25,0.19,0.26,0.19,0.2,0.25,0.2,0.16,0.21,0.21,0.23,0.17,0.11,0.15,0.17,0.33,0.2,0.24,0.19,0.22,0.2,0.2,0.14,0.15,0.14,0.16,0.2,0.15,0.12,0.14,0.15,0.12,0.14,0.03,0.11,0.14,0.18,0.13,0.15,0.1,0.36,0.09,0.12,0.13,0.13,0.16,0.12,0.08,0.11,0.11,0.06,0.12,0.1,0.14,0.11,0.22,0.08,0.0,0.11,0.09,0.08,0.1,0.1,0.11,0.1,0.09,0.09,0.13,0.13,0.12,0.07,0.08,0.09,0.14,0.11,0.06,0.05,0.05,0.05,0.05,0.04,0.05,0.07,0.05,0.07,0.08,0.04,0.05,0.05,0.07,0.0,0.03,0.05,0.05,0.03,0.06,0.03,0.03,0.04,0.05,0.04,0.05,0.04,0.04,0.04,0.0,0.03,0.04,0.02,0.02,0.03,0.03,0.03,0.04,0.04,0.02,0.04,0.03,0.02,0.02,0.02,0.03,0.02,0.02,0.04,0.01,0.02,0.03,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.26,0.05,0.03,0.08,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,100.04999999999998
10/27/2021,7.64,6.63,4.84,5.19,5.08,4.52,4.64,2.43,1.67,2.81,1.77,2.09,1.89,1.26,1.33,1.35,1.05,1.28,1.23,0.96,1.23,1.21,0.88,1.04,0.87,0.87,0.97,0.9,0.71,0.72,0.69,0.93,0.43,0.53,0.89,0.84,0.49,0.52,0.28,0.51,0.57,0.0,0.57,0.69,0.5,0.4,0.44,0.44,0.45,0.43,0.44,0.3,0.41,0.46,0.37,0.38,0.44,0.42,0.41,0.35,0.29,0.21,0.38,0.25,0.25,0.35,0.2,0.0,0.27,0.25,0.25,0.19,0.26,0.19,0.2,0.25,0.2,0.16,0.21,0.21,0.23,0.17,0.11,0.15,0.17,0.33,0.2,0.24,0.19,0.22,0.2,0.2,0.14,0.15,0.14,0.16,0.2,0.15,0.12,0.14,0.15,0.12,0.14,0.03,0.11,0.14,0.18,0.13,0.15,0.1,0.36,0.09,0.12,0.13,0.13,0.16,0.12,0.08,0.11,0.11,0.06,0.12,0.1,0.14,0.11,0.22,0.08,0.0,0.11,0.09,0.08,0.1,0.1,0.11,0.1,0.09,0.09,0.13,0.13,0.12,0.07,0.08,0.09,0.14,0.11,0.06,0.05,0.05,0.05,0.05,0.04,0.05,0.07,0.05,0.07,0.08,0.04,0.05,0.05,0.07,0.0,0.03,0.05,0.05,0.03,0.06,0.03,0.03,0.04,0.05,0.04,0.05,0.04,0.04,0.04,0.0,0.03,0.04,0.02,0.02,0.03,0.03,0.03,0.04,0.04,0.02,0.04,0.03,0.02,0.02,0.02,0.03,0.02,0.02,0.04,0.01,0.02,0.03,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.26,0.05,0.03,0.08,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,100.04999999999998
10/28/2021,7.53,6.62,4.91,5.22,5.19,4.51,4.6,2.42,1.66,2.94,1.8,2.13,1.87,1.24,1.34,1.34,1.03,1.31,1.28,0.89,1.21,1.21,0.88,1.09,0.86,0.87,0.95,0.89,0.71,0.72,0.68,0.86,0.46,0.51,0.87,0.86,0.52,0.52,0.29,0.51,0.6,0.0,0.57,0.7,0.5,0.39,0.44,0.43,0.45,0.42,0.43,0.3,0.41,0.45,0.36,0.38,0.43,0.43,0.4,0.36,0.28,0.22,0.38,0.25,0.24,0.35,0.19,0.0,0.27,0.26,0.25,0.18,0.25,0.19,0.19,0.25,0.19,0.16,0.21,0.21,0.22,0.17,0.11,0.15,0.17,0.33,0.19,0.23,0.19,0.21,0.2,0.2,0.15,0.14,0.14,0.16,0.21,0.15,0.12,0.14,0.15,0.12,0.14,0.03,0.11,0.14,0.18,0.13,0.15,0.11,0.35,0.09,0.12,0.14,0.13,0.16,0.12,0.08,0.1,0.11,0.07,0.13,0.09,0.13,0.11,0.23,0.08,0.0,0.1,0.1,0.08,0.1,0.1,0.11,0.1,0.08,0.09,0.13,0.13,0.12,0.07,0.08,0.08,0.15,0.11,0.06,0.05,0.05,0.05,0.05,0.04,0.05,0.07,0.05,0.07,0.08,0.04,0.05,0.05,0.07,0.0,0.03,0.05,0.04,0.03,0.06,0.03,0.03,0.04,0.04,0.04,0.06,0.04,0.04,0.04,0.0,0.03,0.04,0.02,0.02,0.03,0.03,0.03,0.04,0.04,0.02,0.04,0.03,0.02,0.02,0.02,0.03,0.02,0.02,0.04,0.01,0.02,0.03,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.26,0.05,0.03,0.08,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,100.06
10/29/2021,7.6,6.57,4.87,5.18,5.12,4.53,4.58,2.41,1.64,3.0,1.81,2.19,1.86,1.26,1.37,1.32,1.02,1.26,1.28,0.91,1.18,1.2,0.89,1.09,0.87,0.86,0.95,0.91,0.73,0.7,0.7,0.87,0.43,0.51,0.9,0.83,0.52,0.51,0.27,0.5,0.59,0.0,0.57,0.72,0.49,0.39,0.44,0.42,0.45,0.44,0.44,0.31,0.41,0.45,0.36,0.38,0.44,0.44,0.4,0.35,0.27,0.21,0.37,0.24,0.24,0.34,0.19,0.0,0.27,0.26,0.26,0.18,0.27,0.19,0.19,0.24,0.19,0.16,0.22,0.21,0.22,0.17,0.11,0.15,0.18,0.35,0.19,0.23,0.19,0.21,0.21,0.21,0.15,0.15,0.14,0.16,0.18,0.16,0.12,0.13,0.15,0.12,0.14,0.03,0.1,0.14,0.19,0.13,0.15,0.11,0.37,0.09,0.12,0.13,0.13,0.16,0.12,0.08,0.1,0.11,0.06,0.13,0.1,0.13,0.11,0.24,0.08,0.0,0.11,0.11,0.08,0.1,0.1,0.11,0.1,0.08,0.09,0.12,0.13,0.12,0.07,0.07,0.08,0.15,0.11,0.06,0.05,0.05,0.05,0.05,0.04,0.05,0.06,0.05,0.07,0.08,0.04,0.05,0.05,0.07,0.0,0.03,0.05,0.04,0.03,0.06,0.03,0.03,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.0,0.03,0.04,0.02,0.02,0.03,0.03,0.04,0.04,0.04,0.02,0.04,0.03,0.02,0.02,0.02,0.03,0.02,0.02,0.04,0.0,0.02,0.03,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.26,0.05,0.03,0.08,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,100.01
11/01/2021,7.6,6.56,4.8,5.26,5.15,4.56,4.57,2.4,1.65,3.02,1.77,2.24,1.86,1.29,1.36,1.27,1.01,1.23,1.28,0.91,1.17,1.26,0.91,1.07,0.88,0.84,0.95,0.9,0.73,0.72,0.69,0.86,0.43,0.51,0.9,0.8,0.52,0.5,0.27,0.52,0.58,0.0,0.58,0.71,0.48,0.41,0.44,0.44,0.46,0.44,0.44,0.3,0.41,0.45,0.37,0.39,0.41,0.46,0.39,0.36,0.3,0.21,0.36,0.23,0.27,0.34,0.19,0.0,0.28,0.27,0.27,0.2,0.27,0.19,0.18,0.22,0.2,0.16,0.21,0.19,0.22,0.17,0.11,0.14,0.18,0.34,0.19,0.24,0.19,0.21,0.21,0.21,0.15,0.15,0.14,0.16,0.19,0.16,0.12,0.14,0.15,0.12,0.13,0.03,0.11,0.14,0.19,0.13,0.15,0.1,0.35,0.1,0.11,0.13,0.13,0.16,0.12,0.08,0.1,0.11,0.06,0.14,0.09,0.13,0.12,0.25,0.08,0.0,0.11,0.11,0.09,0.12,0.09,0.11,0.1,0.09,0.09,0.12,0.13,0.12,0.07,0.07,0.07,0.15,0.11,0.06,0.05,0.04,0.05,0.05,0.04,0.05,0.06,0.05,0.07,0.08,0.04,0.05,0.05,0.07,0.0,0.03,0.05,0.04,0.03,0.06,0.03,0.03,0.04,0.04,0.04,0.06,0.04,0.04,0.03,0.0,0.03,0.04,0.02,0.02,0.02,0.03,0.03,0.03,0.04,0.02,0.04,0.03,0.02,0.02,0.02,0.03,0.02,0.02,0.03,0.0,0.02,0.03,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.27,0.05,0.03,0.08,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,100.08
11/02/2021,7.52,6.52,4.68,5.21,5.14,4.59,4.65,2.35,1.65,3.1,1.75,2.26,1.84,1.29,1.38,1.28,0.96,1.29,1.3,0.92,1.17,1.22,0.9,1.06,0.89,0.86,0.91,0.89,0.72,0.71,0.7,0.87,0.43,0.5,0.92,0.8,0.51,0.5,0.26,0.54,0.66,0.0,0.58,0.72,0.47,0.41,0.44,0.44,0.46,0.42,0.44,0.31,0.4,0.45,0.37,0.39,0.42,0.46,0.4,0.36,0.29,0.2,0.37,0.24,0.26,0.34,0.18,0.0,0.28,0.27,0.27,0.19,0.27,0.19,0.19,0.22,0.2,0.16,0.21,0.19,0.22,0.17,0.12,0.14,0.17,0.36,0.2,0.24,0.19,0.21,0.21,0.21,0.15,0.15,0.14,0.15,0.19,0.16,0.12,0.14,0.15,0.12,0.14,0.03,0.11,0.14,0.19,0.13,0.14,0.1,0.35,0.1,0.11,0.13,0.13,0.16,0.12,0.08,0.11,0.11,0.06,0.14,0.09,0.13,0.12,0.26,0.08,0.0,0.11,0.1,0.09,0.11,0.09,0.11,0.1,0.09,0.09,0.12,0.13,0.12,0.08,0.07,0.07,0.15,0.11,0.06,0.05,0.05,0.05,0.06,0.04,0.05,0.06,0.05,0.07,0.08,0.04,0.06,0.05,0.07,0.0,0.03,0.05,0.04,0.03,0.06,0.03,0.03,0.04,0.04,0.04,0.06,0.04,0.04,0.03,0.0,0.03,0.04,0.02,0.02,0.02,0.03,0.03,0.04,0.04,0.02,0.04,0.03,0.02,0.02,0.02,0.03,0.02,0.02,0.03,0.0,0.02,0.03,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.05,0.03,0.08,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.14,0.04,100.18
11/03/2021,7.52,6.52,4.68,5.21,5.14,4.59,4.65,2.35,1.65,3.1,1.75,2.26,1.84,1.29,1.38,1.28,0.96,1.29,1.3,0.92,1.17,1.22,0.9,1.06,0.89,0.86,0.91,0.89,0.72,0.71,0.7,0.87,0.43,0.5,0.92,0.8,0.51,0.5,0.26,0.54,0.66,0.0,0.58,0.72,0.47,0.41,0.44,0.44,0.46,0.42,0.44,0.31,0.4,0.45,0.37,0.39,0.42,0.46,0.4,0.36,0.29,0.2,0.37,0.24,0.26,0.34,0.18,0.0,0.28,0.27,0.27,0.19,0.27,0.19,0.19,0.22,0.2,0.16,0.21,0.19,0.22,0.17,0.12,0.14,0.17,0.36,0.2,0.24,0.19,0.21,0.21,0.21,0.15,0.15,0.14,0.15,0.19,0.16,0.12,0.14,0.15,0.12,0.14,0.03,0.11,0.14,0.19,0.13,0.14,0.1,0.35,0.1,0.11,0.13,0.13,0.16,0.12,0.08,0.11,0.11,0.06,0.14,0.09,0.13,0.12,0.26,0.08,0.0,0.11,0.1,0.09,0.11,0.09,0.11,0.1,0.09,0.09,0.12,0.13,0.12,0.08,0.07,0.07,0.15,0.11,0.06,0.05,0.05,0.05,0.06,0.04,0.05,0.06,0.05,0.07,0.08,0.04,0.06,0.05,0.07,0.0,0.03,0.05,0.04,0.03,0.06,0.03,0.03,0.04,0.04,0.04,0.06,0.04,0.04,0.03,0.0,0.03,0.04,0.02,0.02,0.02,0.03,0.03,0.04,0.04,0.02,0.04,0.03,0.02,0.02,0.02,0.03,0.02,0.02,0.03,0.0,0.02,0.03,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.05,0.03,0.08,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.14,0.04,100.18
