,BHP.AX,RIO.L,VALE3.SA,BHP.L,FCX,AAL.L,GLEN.L,RIO.AX,FMG.AX,NUE,005490.KS,MT.AS,GMKN.ME,2002.TW,5401.T,GMEXICOB.MX,IMP.JO,FM.TO,STLD,SSW.JO,S32.AX,TECK,BOL.ST,CLF,5713.T,RS,NHY.OL,HINDALCO.NS,BSL.AX,ANTO.L,JSWSTEEL.NS,1211.SR,MIN.AX,KGH.WA,TATASTEEL.NS,AA,GGBR4.SA,AMS.JO,CSNA3.SA,LUN.TO,X,NHM.JO,OZL.AX,5411.T,SCCO,VOE.VI,CHMF.ME,IVN.TO,IGO.AX,ALRS.ME,NLMK.ME,004020.KS,EVR.L,1772.HK,5486.T,TKA.DE,VEDL.NS,LYC.AX,PMETAL.KL,CMC,ARNC,BRAP4.SA,010130.KS,1378.HK,NDA.DE,AWC.AX,KIO.JO,EREGL.IS,ILU.AX,SSABB.ST,APAM.AS,ATI,TTST.L,2027.TW,358.HK,2600.HK,5711.T,LIF.TO,JINDALSTEL.NS,D7N.,MDKA.JK,WOR,2014.TW,ARI.JO,SGM.AX,PLS.AX,5714.T,XTSLA,5406.T,CMP,ACX.MC,OUT1V.HE,GOAU4.SA,KALU,CRS,5857.T,MP,5444.T,TRQ.TO,MTRN,BEKB.BR,FXPO.L,600019.SS,RUB,GRNG.ST,5706.T,HILS.L,2015.TW,HBM.TO,CIA.TO,ORE.AX,2006.TW,ERO.TO,SCHN,1208.HK,002460.SZ,DRR.AX,2023.TW,603799.SS,5463.T,CAP.SN,SSAB A.ST,5471.T,QAMC.QA,SZG.DE,LAC.TO,001230.KS,GXY.AX,APLAPOLLO.NS,5423.T,PLL,RBP.JO,AMG.AS,STLC.TO,NATIONALUM.NS,5703.T,603993.SS,CS.TO,SFR.AX,HCC,NIC.AX,CENX,ERA.PA,600111.SS,600010.SS,5741.T,103140.KS,2362.HK,5727.T,EUA.L,2010.TW,ALS.TO,JSW.WA,CAML.L,601600.SS,CRN.AX,2031.TW,SXC,639.HK,WSA.AX,KRDMD.IS,000825.SZ,002340.SZ,600219.SS,FESA4.SA,826.HK,NUAG.TO,000932.SZ,581.HK,RATNAMANI.NS,LGO.TO,SLS.TO,9958.TW,2034.TW,600362.SS,KOZAA.IS,000670.KS,PRN.AX,002541.SZ,MGX.AX,001430.KS,1333.HK,600549.SS,900936.SZ,5451.T,000709.SZ,000807.SZ,000629.SZ,002683.SZ,5440.T,008350.KS,WM.TO,1532.TW,000975.SZ,000630.SZ,002075.SZ,JMS.AX,TINS.JK,CAD,HKD,600392.SS,BRL,TWD,KRW,INR,SALFT,AUD,PKR,GBP,ZAR,SAR,MYR,EREGL.E.IS,KRDMD.E.IS,KOZAA.E.IS,JPY,CNH,EUR,MXN,USD,APLAPOLLO,NPH.JO,SFRXX,CHN.AX,000723.SZ,SUM
08/02/2021,9.19,7.8,7.16,5.55,4.45,4.73,3.64,2.9,2.61,2.47,1.84,2.0,1.73,1.22,1.19,1.2,1.15,1.01,1.08,0.99,0.86,0.87,0.87,0.94,0.81,0.8,0.73,0.77,0.72,0.67,0.67,0.64,0.61,0.58,0.69,0.58,0.56,0.55,0.53,0.48,0.53,0.45,0.47,0.45,0.46,0.42,0.41,0.37,0.36,0.38,0.41,0.32,0.36,0.44,0.33,0.33,0.35,0.39,0.28,0.31,0.3,0.28,0.32,0.24,0.26,0.24,0.26,0.26,0.25,0.24,0.24,0.22,0.26,0.18,0.2,0.19,0.19,0.19,0.2,0.21,0.17,0.18,0.14,0.19,0.17,0.2,0.16,0.11,0.17,0.19,0.18,0.18,0.17,0.16,0.16,0.14,0.18,0.14,0.13,0.12,0.14,0.15,0.12,0.0,0.12,0.12,0.14,0.12,0.14,0.14,0.14,0.1,0.11,0.12,0.12,0.16,0.12,0.11,0.12,0.11,0.1,0.11,0.09,0.09,0.12,0.11,0.09,0.12,0.1,0.09,0.06,0.09,0.08,0.1,0.1,0.08,0.09,0.1,0.07,0.08,0.07,0.06,0.07,0.11,0.09,0.06,0.06,0.04,0.05,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.04,0.06,0.04,0.05,0.06,0.05,0.04,0.05,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.03,0.02,0.03,0.02,0.02,0.03,0.03,0.04,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.01,0.02,0.02,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.25
08/03/2021,9.33,7.68,6.75,5.51,4.49,4.64,3.63,2.92,2.5,2.53,1.91,2.02,1.76,1.24,1.21,1.15,1.15,1.02,1.1,0.99,0.87,0.87,0.86,0.97,0.81,0.8,0.73,0.76,0.73,0.66,0.68,0.65,0.62,0.58,0.69,0.6,0.55,0.56,0.51,0.49,0.56,0.46,0.46,0.46,0.45,0.41,0.42,0.37,0.38,0.37,0.41,0.33,0.35,0.45,0.34,0.32,0.37,0.4,0.29,0.31,0.3,0.26,0.33,0.25,0.26,0.24,0.27,0.26,0.25,0.24,0.24,0.21,0.26,0.17,0.2,0.19,0.19,0.19,0.2,0.2,0.17,0.18,0.14,0.19,0.17,0.2,0.16,0.12,0.17,0.19,0.18,0.18,0.17,0.16,0.15,0.15,0.18,0.14,0.14,0.12,0.14,0.15,0.13,0.0,0.12,0.13,0.14,0.12,0.14,0.14,0.15,0.1,0.11,0.12,0.13,0.16,0.12,0.11,0.12,0.11,0.1,0.11,0.09,0.09,0.12,0.11,0.09,0.13,0.1,0.08,0.06,0.09,0.08,0.1,0.1,0.08,0.09,0.1,0.07,0.08,0.07,0.06,0.06,0.12,0.1,0.06,0.06,0.05,0.05,0.04,0.04,0.05,0.04,0.05,0.05,0.05,0.04,0.06,0.04,0.05,0.06,0.05,0.04,0.05,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.03,0.03,0.03,0.02,0.02,0.03,0.03,0.04,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.01,0.02,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.1
08/04/2021,9.33,7.68,6.75,5.51,4.49,4.64,3.63,2.92,2.5,2.53,1.91,2.02,1.76,1.24,1.21,1.15,1.15,1.02,1.1,0.99,0.87,0.87,0.86,0.97,0.81,0.8,0.73,0.76,0.73,0.66,0.68,0.65,0.62,0.58,0.69,0.6,0.55,0.56,0.51,0.49,0.56,0.46,0.46,0.46,0.45,0.41,0.42,0.37,0.38,0.37,0.41,0.33,0.35,0.45,0.34,0.32,0.37,0.4,0.29,0.31,0.3,0.26,0.33,0.25,0.26,0.24,0.27,0.26,0.25,0.24,0.24,0.21,0.26,0.17,0.2,0.19,0.19,0.19,0.2,0.2,0.17,0.18,0.14,0.19,0.17,0.2,0.16,0.12,0.17,0.19,0.18,0.18,0.17,0.16,0.15,0.15,0.18,0.14,0.14,0.12,0.14,0.15,0.13,0.0,0.12,0.13,0.14,0.12,0.14,0.14,0.15,0.1,0.11,0.12,0.13,0.16,0.12,0.11,0.12,0.11,0.1,0.11,0.09,0.09,0.12,0.11,0.09,0.13,0.1,0.08,0.06,0.09,0.08,0.1,0.1,0.08,0.09,0.1,0.07,0.08,0.07,0.06,0.06,0.12,0.1,0.06,0.06,0.05,0.05,0.04,0.04,0.05,0.04,0.05,0.05,0.05,0.04,0.06,0.04,0.05,0.06,0.05,0.04,0.05,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.03,0.03,0.03,0.02,0.02,0.03,0.03,0.04,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.01,0.02,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.1
08/05/2021,9.33,7.68,6.75,5.51,4.49,4.64,3.63,2.92,2.5,2.53,1.91,2.02,1.76,1.24,1.21,1.15,1.15,1.02,1.1,0.99,0.87,0.87,0.86,0.97,0.81,0.8,0.73,0.76,0.73,0.66,0.68,0.65,0.62,0.58,0.69,0.6,0.55,0.56,0.51,0.49,0.56,0.46,0.46,0.46,0.45,0.41,0.42,0.37,0.38,0.37,0.41,0.33,0.35,0.45,0.34,0.32,0.37,0.4,0.29,0.31,0.3,0.26,0.33,0.25,0.26,0.24,0.27,0.26,0.25,0.24,0.24,0.21,0.26,0.17,0.2,0.19,0.19,0.19,0.2,0.2,0.17,0.18,0.14,0.19,0.17,0.2,0.16,0.12,0.17,0.19,0.18,0.18,0.17,0.16,0.15,0.15,0.18,0.14,0.14,0.12,0.14,0.15,0.13,0.0,0.12,0.13,0.14,0.12,0.14,0.14,0.15,0.1,0.11,0.12,0.13,0.16,0.12,0.11,0.12,0.11,0.1,0.11,0.09,0.09,0.12,0.11,0.09,0.13,0.1,0.08,0.06,0.09,0.08,0.1,0.1,0.08,0.09,0.1,0.07,0.08,0.07,0.06,0.06,0.12,0.1,0.06,0.06,0.05,0.05,0.04,0.04,0.05,0.04,0.05,0.05,0.05,0.04,0.06,0.04,0.05,0.06,0.05,0.04,0.05,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.03,0.03,0.03,0.02,0.02,0.03,0.03,0.04,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.01,0.02,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.1
08/06/2021,9.23,7.87,6.82,5.58,4.3,4.91,3.68,2.9,2.41,2.59,1.77,2.01,1.78,1.26,1.27,1.17,1.17,0.99,1.1,1.0,0.85,0.85,0.87,0.94,0.83,0.8,0.73,0.77,0.71,0.67,0.68,0.65,0.57,0.58,0.67,0.6,0.55,0.57,0.48,0.47,0.54,0.46,0.45,0.47,0.45,0.41,0.42,0.36,0.39,0.39,0.41,0.31,0.35,0.43,0.34,0.33,0.38,0.42,0.29,0.31,0.29,0.26,0.32,0.24,0.26,0.25,0.28,0.26,0.25,0.24,0.24,0.21,0.25,0.18,0.2,0.18,0.19,0.19,0.19,0.2,0.17,0.18,0.14,0.2,0.16,0.27,0.17,0.13,0.17,0.19,0.18,0.18,0.17,0.16,0.15,0.15,0.18,0.16,0.13,0.13,0.15,0.15,0.12,0.0,0.12,0.13,0.15,0.12,0.13,0.13,0.14,0.1,0.1,0.12,0.12,0.15,0.12,0.11,0.11,0.11,0.09,0.12,0.09,0.1,0.12,0.1,0.09,0.13,0.1,0.09,0.06,0.09,0.08,0.1,0.1,0.08,0.08,0.09,0.07,0.08,0.07,0.07,0.06,0.12,0.09,0.06,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.04,0.05,0.04,0.05,0.06,0.04,0.04,0.05,0.04,0.04,0.03,0.03,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.03,0.02,0.03,0.02,0.02,0.03,0.03,0.04,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.01,0.02,0.02,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.18
08/10/2021,9.22,7.68,6.78,5.48,4.4,4.84,3.69,2.89,2.35,2.58,1.81,2.03,1.77,1.25,1.36,1.2,1.1,1.01,1.09,0.95,0.86,0.85,0.85,0.94,0.83,0.79,0.73,0.77,0.72,0.68,0.71,0.64,0.57,0.58,0.69,0.62,0.56,0.55,0.47,0.49,0.56,0.44,0.46,0.48,0.46,0.44,0.42,0.39,0.41,0.4,0.41,0.32,0.36,0.47,0.34,0.34,0.39,0.42,0.29,0.31,0.29,0.26,0.32,0.24,0.24,0.25,0.27,0.27,0.24,0.24,0.25,0.2,0.26,0.17,0.2,0.19,0.19,0.19,0.2,0.21,0.16,0.17,0.14,0.19,0.17,0.29,0.17,0.13,0.16,0.19,0.18,0.17,0.17,0.16,0.15,0.15,0.18,0.16,0.13,0.13,0.15,0.14,0.13,0.0,0.12,0.13,0.15,0.12,0.13,0.13,0.14,0.1,0.1,0.12,0.12,0.16,0.12,0.1,0.12,0.11,0.09,0.12,0.09,0.11,0.12,0.11,0.09,0.13,0.1,0.09,0.07,0.08,0.08,0.1,0.1,0.08,0.09,0.09,0.07,0.08,0.07,0.05,0.06,0.13,0.1,0.06,0.06,0.04,0.05,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.04,0.05,0.04,0.05,0.06,0.04,0.04,0.05,0.04,0.05,0.03,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.04,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.01,0.02,0.02,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.18
08/11/2021,9.22,7.68,6.78,5.48,4.4,4.84,3.69,2.89,2.35,2.58,1.81,2.03,1.77,1.25,1.36,1.2,1.1,1.01,1.09,0.95,0.86,0.85,0.85,0.94,0.83,0.79,0.73,0.77,0.72,0.68,0.71,0.64,0.57,0.58,0.69,0.62,0.56,0.55,0.47,0.49,0.56,0.44,0.46,0.48,0.46,0.44,0.42,0.39,0.41,0.4,0.41,0.32,0.36,0.47,0.34,0.34,0.39,0.42,0.29,0.31,0.29,0.26,0.32,0.24,0.24,0.25,0.27,0.27,0.24,0.24,0.25,0.2,0.26,0.17,0.2,0.19,0.19,0.19,0.2,0.21,0.16,0.17,0.14,0.19,0.17,0.29,0.17,0.13,0.16,0.19,0.18,0.17,0.17,0.16,0.15,0.15,0.18,0.16,0.13,0.13,0.15,0.14,0.13,0.0,0.12,0.13,0.15,0.12,0.13,0.13,0.14,0.1,0.1,0.12,0.12,0.16,0.12,0.1,0.12,0.11,0.09,0.12,0.09,0.11,0.12,0.11,0.09,0.13,0.1,0.09,0.07,0.08,0.08,0.1,0.1,0.08,0.09,0.09,0.07,0.08,0.07,0.05,0.06,0.13,0.1,0.06,0.06,0.04,0.05,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.04,0.05,0.04,0.05,0.06,0.04,0.04,0.05,0.04,0.05,0.03,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.04,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.01,0.02,0.02,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.18
08/12/2021,9.15,7.77,6.69,5.51,4.37,4.89,3.7,2.85,2.32,2.67,1.8,2.04,1.75,1.31,1.37,1.19,1.09,1.0,1.12,0.95,0.85,0.84,0.85,0.97,0.84,0.8,0.72,0.76,0.71,0.68,0.7,0.68,0.57,0.56,0.69,0.62,0.55,0.55,0.47,0.48,0.58,0.44,0.46,0.48,0.46,0.44,0.41,0.38,0.4,0.4,0.41,0.32,0.36,0.44,0.34,0.34,0.38,0.42,0.3,0.32,0.29,0.25,0.32,0.24,0.23,0.26,0.27,0.27,0.24,0.24,0.25,0.21,0.26,0.18,0.19,0.19,0.19,0.19,0.19,0.22,0.15,0.17,0.14,0.19,0.17,0.29,0.17,0.13,0.16,0.19,0.18,0.18,0.16,0.16,0.15,0.15,0.19,0.16,0.13,0.13,0.15,0.14,0.13,0.0,0.12,0.13,0.15,0.12,0.12,0.12,0.14,0.1,0.1,0.12,0.12,0.16,0.12,0.1,0.11,0.11,0.09,0.12,0.09,0.11,0.12,0.12,0.09,0.13,0.1,0.09,0.07,0.08,0.08,0.1,0.09,0.08,0.1,0.09,0.07,0.08,0.07,0.05,0.07,0.12,0.1,0.06,0.06,0.04,0.05,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.04,0.05,0.04,0.05,0.06,0.04,0.04,0.05,0.04,0.05,0.03,0.04,0.04,0.04,0.05,0.05,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.04,0.04,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.01,0.02,0.02,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.20000000000002
08/13/2021,9.07,7.76,6.77,5.49,4.52,4.88,3.71,2.8,2.27,2.89,1.77,2.08,1.7,1.27,1.36,1.17,1.04,1.01,1.17,0.91,0.84,0.88,0.85,1.01,0.77,0.81,0.73,0.74,0.72,0.68,0.67,0.67,0.58,0.57,0.66,0.66,0.56,0.52,0.47,0.49,0.6,0.42,0.46,0.5,0.46,0.44,0.41,0.39,0.41,0.39,0.41,0.31,0.37,0.44,0.34,0.34,0.37,0.42,0.3,0.33,0.3,0.25,0.31,0.24,0.22,0.25,0.25,0.25,0.24,0.24,0.24,0.21,0.25,0.17,0.19,0.2,0.19,0.19,0.18,0.21,0.15,0.18,0.14,0.18,0.17,0.32,0.18,0.15,0.16,0.19,0.18,0.17,0.17,0.17,0.15,0.14,0.18,0.15,0.13,0.13,0.15,0.14,0.13,0.0,0.12,0.14,0.15,0.12,0.13,0.12,0.15,0.1,0.1,0.12,0.12,0.15,0.12,0.1,0.11,0.11,0.09,0.12,0.09,0.1,0.12,0.13,0.08,0.14,0.1,0.09,0.07,0.08,0.08,0.1,0.08,0.08,0.09,0.1,0.07,0.08,0.07,0.06,0.06,0.12,0.09,0.06,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.04,0.05,0.04,0.05,0.06,0.04,0.04,0.05,0.04,0.05,0.03,0.04,0.04,0.04,0.05,0.05,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.04,0.04,0.03,0.0,0.02,0.02,0.02,0.02,0.02,0.0,0.02,0.02,0.03,0.0,0.02,0.02,0.0,0.0,0.02,0.14,0.03,0.04,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.44
08/16/2021,9.17,7.01,6.61,5.37,4.49,4.89,3.76,2.61,2.24,3.03,1.73,2.06,1.7,1.3,1.39,1.16,1.04,0.98,1.24,0.93,0.85,0.86,0.84,0.99,0.8,0.8,0.76,0.75,0.74,0.67,0.68,0.68,0.57,0.56,0.68,0.67,0.55,0.47,0.47,0.48,0.59,0.42,0.46,0.52,0.45,0.44,0.4,0.39,0.4,0.39,0.4,0.31,0.34,0.43,0.33,0.32,0.39,0.42,0.29,0.34,0.29,0.24,0.31,0.27,0.23,0.24,0.25,0.25,0.24,0.25,0.24,0.21,0.25,0.18,0.19,0.21,0.19,0.19,0.19,0.22,0.16,0.18,0.14,0.18,0.18,0.33,0.18,0.0,0.16,0.19,0.18,0.18,0.16,0.17,0.15,0.15,0.18,0.16,0.13,0.13,0.15,0.13,0.14,0.0,0.12,0.14,0.16,0.12,0.12,0.12,0.16,0.1,0.1,0.13,0.12,0.15,0.12,0.1,0.11,0.11,0.09,0.12,0.1,0.1,0.12,0.14,0.08,0.15,0.09,0.09,0.07,0.08,0.08,0.11,0.09,0.08,0.09,0.1,0.07,0.08,0.07,0.05,0.07,0.12,0.1,0.06,0.05,0.04,0.05,0.04,0.04,0.05,0.04,0.05,0.05,0.05,0.04,0.05,0.05,0.05,0.06,0.05,0.04,0.06,0.04,0.05,0.0,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.03,0.03,0.03,0.0,0.02,0.03,0.03,0.04,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.02,0.02,0.03,0.0,0.02,0.02,0.0,0.0,0.02,0.17,0.04,0.05,0.1,0.0,0.21,0.0,0.52,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.27
08/17/2021,9.15,7.01,6.53,5.44,4.44,4.87,3.73,2.62,2.22,3.04,1.73,2.09,1.69,1.28,1.42,1.16,1.04,1.0,1.23,0.94,0.85,0.86,0.85,0.99,0.8,0.79,0.77,0.75,0.76,0.67,0.68,0.68,0.58,0.56,0.69,0.67,0.54,0.47,0.45,0.48,0.61,0.42,0.46,0.57,0.46,0.44,0.4,0.39,0.4,0.38,0.4,0.3,0.33,0.43,0.33,0.33,0.4,0.42,0.29,0.34,0.29,0.24,0.31,0.28,0.23,0.25,0.25,0.25,0.24,0.25,0.25,0.2,0.26,0.17,0.19,0.21,0.2,0.19,0.19,0.23,0.16,0.17,0.14,0.18,0.18,0.32,0.19,0.06,0.17,0.19,0.19,0.18,0.16,0.17,0.15,0.15,0.17,0.16,0.13,0.13,0.15,0.13,0.14,0.0,0.12,0.14,0.16,0.12,0.12,0.11,0.15,0.1,0.1,0.13,0.12,0.15,0.12,0.1,0.11,0.11,0.09,0.12,0.1,0.1,0.13,0.13,0.08,0.14,0.09,0.09,0.07,0.08,0.08,0.11,0.09,0.08,0.09,0.1,0.07,0.08,0.07,0.05,0.07,0.12,0.09,0.06,0.05,0.04,0.05,0.04,0.04,0.05,0.04,0.05,0.05,0.05,0.04,0.05,0.05,0.05,0.06,0.05,0.04,0.06,0.04,0.05,0.03,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.03,0.0,0.03,0.0,0.02,0.03,0.03,0.04,0.03,0.03,0.02,0.02,0.0,0.02,0.02,0.02,0.0,0.02,0.02,0.03,0.0,0.02,0.0,0.0,0.0,0.02,0.17,0.04,0.07,0.06,0.05,0.21,0.0,0.52,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.33
08/19/2021,9.12,6.98,6.68,5.43,4.36,4.85,3.71,2.61,2.2,3.05,1.76,2.08,1.71,1.3,1.42,1.17,1.05,1.0,1.23,0.96,0.85,0.85,0.84,0.99,0.8,0.8,0.76,0.76,0.77,0.68,0.7,0.69,0.58,0.56,0.73,0.65,0.53,0.48,0.45,0.47,0.62,0.43,0.45,0.59,0.45,0.44,0.41,0.39,0.4,0.38,0.4,0.31,0.33,0.41,0.34,0.33,0.41,0.41,0.29,0.34,0.29,0.25,0.31,0.27,0.23,0.25,0.25,0.26,0.24,0.25,0.25,0.2,0.27,0.17,0.19,0.2,0.19,0.19,0.2,0.22,0.16,0.17,0.14,0.18,0.19,0.32,0.19,0.06,0.17,0.19,0.19,0.18,0.16,0.16,0.14,0.15,0.16,0.16,0.13,0.13,0.15,0.12,0.14,0.0,0.12,0.14,0.16,0.12,0.12,0.11,0.16,0.1,0.1,0.12,0.12,0.14,0.11,0.1,0.11,0.11,0.1,0.12,0.1,0.1,0.12,0.13,0.08,0.14,0.09,0.09,0.07,0.08,0.08,0.11,0.09,0.08,0.09,0.09,0.07,0.08,0.06,0.05,0.07,0.11,0.09,0.06,0.05,0.04,0.05,0.04,0.04,0.05,0.04,0.05,0.05,0.05,0.04,0.05,0.05,0.05,0.06,0.04,0.04,0.06,0.04,0.05,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.0,0.02,0.03,0.03,0.04,0.04,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.02,0.02,0.03,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.07,0.06,0.05,0.21,0.0,0.53,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.21
08/20/2021,9.09,7.0,6.69,5.68,4.2,4.89,3.7,2.59,2.2,3.0,1.73,2.08,1.76,1.28,1.4,1.17,1.07,0.98,1.21,1.0,0.84,0.84,0.83,0.97,0.8,0.8,0.77,0.77,0.78,0.68,0.7,0.71,0.55,0.56,0.74,0.64,0.52,0.5,0.44,0.47,0.61,0.44,0.45,0.57,0.45,0.45,0.42,0.39,0.4,0.39,0.41,0.3,0.34,0.4,0.35,0.34,0.38,0.38,0.31,0.33,0.3,0.25,0.31,0.27,0.23,0.25,0.26,0.26,0.24,0.25,0.25,0.2,0.27,0.16,0.19,0.19,0.2,0.19,0.19,0.22,0.16,0.17,0.13,0.19,0.18,0.31,0.19,0.0,0.17,0.19,0.19,0.18,0.15,0.17,0.14,0.15,0.16,0.16,0.13,0.13,0.15,0.12,0.14,0.0,0.12,0.14,0.16,0.12,0.12,0.11,0.3,0.09,0.1,0.12,0.11,0.14,0.11,0.09,0.11,0.11,0.09,0.12,0.1,0.1,0.12,0.12,0.08,0.0,0.09,0.09,0.06,0.08,0.08,0.11,0.09,0.08,0.09,0.09,0.07,0.09,0.06,0.05,0.07,0.11,0.09,0.06,0.05,0.04,0.05,0.04,0.03,0.05,0.04,0.05,0.05,0.05,0.04,0.05,0.05,0.05,0.06,0.04,0.04,0.06,0.03,0.05,0.02,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.02,0.03,0.02,0.02,0.03,0.03,0.04,0.03,0.03,0.02,0.02,0.0,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.0,0.0,0.02,0.0,0.0,0.02,0.03,0.0,0.02,0.06,0.05,0.23,0.0,0.53,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
