,Currency Contract - Usd,Currency Contract - Usd,Canadian Natural Resources Limited 0%,Energy Transfer LP 0%,Enbridge U S Inc 0%,AT&T Inc 0.9%,Conagra Brands Inc 0%,Georgia-Pacific LLC 0.62%,CNPC Finance (Hong Kong) Limited 0%,CNPC Finance (Hong Kong) Limited 0%,Currency Contract - Aud,Australia and New Zealand Banking Group Limited 2.95%,Wells Fargo & Company 1.65%,JNJ 0.55 09/01/25,Citigroup Inc. 1.12%,The Boeing Company 1.43%,Hewlett Packard Enterprise Company 1.45%,Enable Midstream Partners LP 0%,"Cardinal Health, Inc. 3.08%",Paypal Holdings Incorporation 1.35%,Bank of Montreal 0%,Athene Global Funding 2015-1 0%,JPMorgan Chase & Co. 1.04%,Conagra Brands Inc 0%,Broadcom Inc 1.95%,C V0.981 05/01/25,Morgan Stanley 0%,DBS Group Holdings Ltd 0%,"Mondelez International, Inc. 0.62%",Daimler Finance North America LLC 0.75%,"Goldman Sachs Group, Inc. 0.66%",Bank of America Corporation 1.66%,"Goldman Sachs Group, Inc. 1.54%",Bank of America Corporation 0.98%,Siemens Financieringsmaatschappij N.V. 0.4%,National Australia Bank Limited 0%,Morgan Stanley 0.79%,Alphabet Inc. 0.45%,Royal Bank of Canada 2.35%,Citigroup Inc. 1.46%,Sydney Airport Finance Company Pty Limited 3.62%,Ausgrid Finance Pty Ltd 0%,"Equinix, Inc. 1.45%",Bank of Nova Scotia 1.05%,The Charles Schwab Corporation 1.15%,FiServ Inc. 3.8%,Nvidia Corp 0.58%,Stars Group Holdings BV / Stars Group (US) Co-Borrower LLC 7%,Ck Hutchison International 21 Limited 1.5%,"Amazon.com, Inc. 0.45%",Currency Contract - Aud,The Toronto-Dominion Bank 0.55%,Barclays PLC 0%,Daimler Finance North America LLC 0%,SGSP (Australia) Assets Pty Ltd 3.3%,Athene Global Funding 2015-1 1.61%,Bank of America Corporation 1.49%,Wells Fargo & Company 3.7%,McDonald's Corporation 3.12%,The Charles Schwab Corporation 0.75%,Mizuho Financial Group Inc. 0%,The Toronto-Dominion Bank 2.85%,Intuit Inc 0.65%,Oracle Corporation 1.65%,Ausgrid Finance Pty Ltd 3.75%,"ANZ New Zealand (Int'l) Limited, London Branch 1.25%",Royal Bank of Canada 1.2%,SVB Financial Group 2.1%,Commonwealth Bank of Australia 3.38%,Caterpillar Financial Services Corporation 0.8%,Jabil Inc 0%,Verizon Communications Inc. 0.85%,Macquarie Bank Limited 2.3%,American Express Company 0%,Aviation Capital Group LLC 1.95%,Volkswagen Group of America Finance LLC 0.88%,Toyota Motor Credit Corporation 0.45%,National Australia Bank Limited 0%,"Cooperatieve Centrale Raiffeisen-Boerenleenbank B.A., New York Branch 0.38%",Suncorp Group Limited 0%,Westpac Banking Corporation 0%,"Nestle Holdings, Inc. 0.38%","Goldman Sachs Group, Inc. 0.67%",Currency Contract - Aud,John Deere Capital Corporation 0.45%,JPMorgan Chase & Co. 0.97%,John Deere Capital Corporation 0.45%,Toyota Motor Credit Corporation 0.5%,Insurance Australia Group Limited 0%,Westpac Banking Corporation 4.33%,"The Home Depot, Inc. 0.9%",Westpac Banking Corporation 0%,GE Capital International Funding Company Unlimited Company 3.37%,Network Finance Company Pty Limited 0%,Suncorp-Metway Limited 3.3%,Oracle Corporation 2.5%,Macquarie Group Limited 0%,"The Home Depot, Inc. 2.7%",American Tower Corporation 1.6%,Westpac Banking Corporation 0%,General Motors Financial Company Inc 1.05%,Volkswagen Group of America Finance LLC 0%,Plains Midstream Canada Ulc 0%,HSBC Holdings plc 0.98%,"UBS AG, London Branch 0.38%",eBay Inc. 1.9%,JPMorgan Chase & Co. 1.04%,Wells Fargo & Company 2.16%,Macquarie Group Limited 3.19%,Florida Power & Light Company 0%,Macquarie Group Limited 1.63%,Lloyds Banking Group plc 1.33%,Apple Inc. 0.7%,Hyndai Capital America 0.8%,Nordea Bank ABP 0.75%,American Honda Finance Corporation 0.88%,"Mitsubishi UFJ Financial Group, Inc. 0.85%",Molson Coors Beverage Company 2.1%,Bendigo and Adelaide Bank Limited 0%,The Boeing Company 2.2%,Federated Govt Oblig Fund - Premier - Fund 117 -,"Korea Hydro & Nuclear Power Co., Ltd. 3.75%",Bank of America Corporation 0%,Caterpillar Financial Services Corporation 0.45%,Bank of Montreal 1.85%,"Amazon.com, Inc. 0.8%",Verizon Communications Inc. 0%,American Honda Finance Corporation 0.55%,eBay Inc. 0%,Ausgrid Finance Pty Ltd 3.85%,Bank of Nova Scotia 1.3%,Capital One Financial Corporation 0%,CVS Health Corp 3.38%,Barclays PLC 1.01%,Aercap Ireland Capital DAC 1.75%,"Sumitomo Mitsui Trust Bank, Limited 0.85%",JPMorgan Chase & Co. 0.56%,Hershey Co (The) 0.9%,Commonwealth Bank of Australia 3.35%,Plains All American Pipeline L.P./PAA Finance Corp. 0%,Toyota Motor Credit Corporation 1.8%,Apple Inc. 1.8%,Macquarie Group Limited 0%,Liberty Funding Pty Ltd in respect of the Liberty Series 2018-1 SME 0%,The Toronto-Dominion Bank 1.15%,JPMorgan Chase & Co. 0.82%,National Australia Bank Limited 0%,Perpetual Corporate Trust Limited as trustee of La Trobe Financial Capital,Morgan Stanley 0.53%,American Honda Finance Corporation 0.65%,Morgan Stanley 0%,"Goldman Sachs Group, Inc. 3.5%",Bank of Nova Scotia 0.7%,Macquarie Group Limited 0%,Currency Contract - Aud,Bendigo and Adelaide Bank Limited 0%,Currency Contract - Usd,Mizuho Financial Group Inc. 1.24%,Nordea Bank ABP 1%,Mizuho Financial Group Inc. 0.85%,eBay Inc. 1.4%,Hyndai Capital America 0.88%,Wells Fargo & Company 0.8%,"Salesforce.com, Inc. 0.62%",SA Global Sukuk Limited 0.95%,Martin Marietta Materials Inc 0.65%,Square Inc 2.75%,Australian Dollar,Korea National Oil Corporation 0.88%,Commonwealth Bank of Australia 0%,New Terminal Financing 0%,Liberty Financial Proprietary Limited 0%,Air Lease Corporation 1.88%,Harvest Operations Corp. 1%,Ck Hutchison International 19 Ltd 3.25%,National Australia Bank Limited 0%,John Deere Capital Corporation 0.7%,Westpac Banking Corporation 2.89%,Korea East-West Power Company Limited 1.75%,Sumitomo Mitsui Financial Group Inc 0%,Perpetual Trustee Company Limited as trustee for RedZed Trust Series 2018-1,ASB Bank Limited 0%,Nordea Bank ABP 0%,Hyndai Capital America 1.25%,Lloyds Banking Group plc 0.7%,Insurance Australia Group Limited 0%,Bendigo and Adelaide Bank Limited 0%,CVS Health Corp 4.75%,Hormel Foods Corp 0.65%,AAI Limited 0%,National Australia Bank Limited 0%,Sinopec Group Overseas Development (2018) Limited 1.45%,Verizon Communications Inc. 0%,Cooperatieve Rabobank U.A. 1.34%,Sinopec Group Overseas Development (2018) Limited 3.75%,Lloyds Banking Group plc 3.9%,Apple Inc. 2.4%,Mercedes-Benz Australia/Pacific Pty Ltd. 2.5%,United Overseas Bank Limited 2.88%,Videotron Ltee 5%,SUM
07/09/2021,16.99,2.02,1.82,1.68,1.26,1.14,1.02,1.0,0.98,0.97,0.88,0.87,0.85,0.82,0.82,0.8,0.79,0.78,0.78,0.75,0.74,0.74,0.73,0.72,0.71,0.71,0.7,0.69,0.68,0.67,0.66,0.66,0.65,0.63,0.63,0.61,0.61,0.6,0.59,0.59,0.59,0.59,0.59,0.59,0.58,0.57,0.57,0.57,0.56,0.56,0.55,0.54,0.54,0.53,0.52,0.52,0.52,0.52,0.51,0.5,0.5,0.5,0.5,0.49,0.49,0.49,0.48,0.48,0.47,0.47,0.46,0.46,0.45,0.44,0.44,0.43,0.43,0.43,0.43,0.42,0.42,0.42,0.42,0.42,0.42,0.41,0.41,0.4,0.39,0.39,0.39,0.38,0.38,0.38,0.37,0.37,0.37,0.37,0.36,0.36,0.36,0.35,0.35,0.35,0.35,0.35,0.34,0.34,0.34,0.34,0.34,0.33,0.32,0.32,0.31,0.31,0.31,0.3,0.3,0.3,0.3,0.3,0.3,0.29,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,104.0
