,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,NVDA,TSLA,JPM,JNJ,V,UNH,PYPL,HD,PG,MA,DIS,BAC,ADBE,CMCSA,XOM,NFLX,VZ,CRM,INTC,CSCO,PFE,ABT,KO,T,PEP,ABBV,NKE,TMO,CVX,MRK,ACN,AVGO,WMT,LLY,WFC,DHR,TXN,COST,MCD,MDT,QCOM,PM,UPS,HON,ORCL,LIN,BMY,UNP,NEE,C,AMGN,LOW,INTU,SBUX,MS,RTX,BA,BLK,GS,AMAT,AMT,IBM,TGT,CAT,AMD,MMM,GE,ISRG,AXP,NOW,DE,CVS,SCHW,CHTR,SPGI,ANTM,LMT,ZTS,BKNG,MU,PLD,FIS,LRCX,MDLZ,SYK,MO,CCI,TMUS,GILD,ADP,TJX,COP,CI,PNC,DUK,USB,CME,EL,CSX,EQIX,ATVI,GM,TFC,CB,MMC,BDX,FDX,COF,CL,ILMN,NSC,ICE,EW,SHW,SO,ADSK,FISV,ITW,APD,BSX,ADI,REGN,D,ETN,MCO,HUM,EMR,PGR,GPN,F,HCA,IDXX,TWTR,NXPI,WM,NOC,AON,FCX,ECL,BIIB,VRTX,DG,NEM,ROP,JCI,EOG,IQV,KLAC,PSA,DOW,TROW,KMB,MSCI,A,ROST,LHX,TEL,EBAY,CMG,TT,EXC,MET,SLB,ALGN,AEP,SNPS,APTV,DXCM,INFO,GD,CNC,DLR,SRE,SPG,APH,DD,EA,ALXN,BAX,ORLY,PPG,AIG,MCHP,BK,PRU,ALL,CARR,PH,STZ,CDNS,SYY,MPC,TRV,DFS,MSI,AGPXX,WELL,XEL,GIS,RMD,MRNA,MAR,CTSH,YUM,GE.,FTNT,IFF,SBAC,n/a,XLNX,MTCH,PXD,HLT,SIVB,O,AZO,ROK,PAYX,HPQ,SUM
09/03/2021,6.38,6.09,3.98,2.43,2.33,2.22,1.45,1.49,1.52,1.3,1.22,1.04,1.05,0.91,0.93,0.93,0.81,0.88,0.84,0.85,0.75,0.62,0.68,0.61,0.69,0.59,0.67,0.69,0.6,0.59,0.52,0.58,0.57,0.56,0.58,0.5,0.52,0.57,0.54,0.55,0.55,0.51,0.55,0.47,0.54,0.47,0.48,0.44,0.43,0.38,0.43,0.43,0.44,0.4,0.39,0.44,0.4,0.35,0.39,0.41,0.37,0.42,0.34,0.32,0.36,0.38,0.33,0.36,0.34,0.33,0.31,0.36,0.3,0.31,0.33,0.29,0.34,0.32,0.31,0.29,0.3,0.29,0.25,0.24,0.26,0.25,0.22,0.27,0.21,0.23,0.23,0.24,0.25,0.23,0.22,0.24,0.24,0.24,0.2,0.19,0.22,0.22,0.21,0.19,0.21,0.2,0.2,0.17,0.17,0.21,0.22,0.21,0.2,0.17,0.2,0.18,0.18,0.17,0.18,0.2,0.2,0.19,0.18,0.19,0.18,0.16,0.17,0.24,0.19,0.17,0.18,0.16,0.14,0.17,0.15,0.13,0.14,0.18,0.15,0.14,0.16,0.16,0.15,0.17,0.14,0.15,0.14,0.14,0.14,0.12,0.14,0.14,0.11,0.13,0.14,0.13,0.13,0.14,0.13,0.14,0.14,0.11,0.13,0.13,0.13,0.14,0.13,0.13,0.12,0.11,0.14,0.12,0.14,0.11,0.14,0.12,0.12,0.0,0.12,0.11,0.12,0.12,0.11,0.11,0.0,0.0,0.11,0.0,0.13,0.12,0.12,0.11,0.11,0.13,0.0,0.0,0.12,0.11,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.11,0.31,0.0,0.11,0.0,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.16000000000001
09/06/2021,6.45,6.07,3.97,2.41,2.31,2.2,1.45,1.49,1.51,1.3,1.23,1.01,1.07,0.9,0.93,0.94,0.8,0.88,0.83,0.85,0.76,0.62,0.7,0.61,0.68,0.58,0.67,0.7,0.61,0.59,0.53,0.58,0.53,0.56,0.59,0.51,0.52,0.58,0.54,0.55,0.55,0.49,0.56,0.47,0.55,0.48,0.49,0.44,0.44,0.38,0.43,0.44,0.44,0.4,0.39,0.45,0.4,0.35,0.39,0.41,0.37,0.42,0.34,0.33,0.36,0.38,0.33,0.37,0.34,0.33,0.31,0.36,0.3,0.31,0.34,0.28,0.35,0.32,0.31,0.29,0.3,0.29,0.25,0.23,0.27,0.25,0.22,0.27,0.21,0.23,0.23,0.24,0.25,0.23,0.21,0.24,0.24,0.23,0.2,0.2,0.22,0.22,0.21,0.19,0.21,0.2,0.21,0.17,0.17,0.2,0.22,0.22,0.2,0.17,0.19,0.18,0.18,0.17,0.18,0.2,0.2,0.19,0.17,0.18,0.18,0.16,0.17,0.23,0.19,0.17,0.18,0.17,0.14,0.17,0.15,0.13,0.14,0.18,0.16,0.14,0.16,0.16,0.15,0.18,0.14,0.15,0.14,0.14,0.14,0.13,0.14,0.14,0.11,0.14,0.14,0.14,0.13,0.13,0.13,0.14,0.15,0.11,0.13,0.13,0.13,0.14,0.13,0.13,0.12,0.11,0.14,0.12,0.14,0.11,0.14,0.12,0.12,0.0,0.13,0.11,0.12,0.12,0.11,0.11,0.0,0.11,0.11,0.0,0.13,0.11,0.12,0.11,0.11,0.13,0.0,0.0,0.12,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.12,0.33,0.0,0.11,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.25999999999999
09/07/2021,6.47,6.06,3.99,2.41,2.31,2.2,1.43,1.52,1.51,1.29,1.23,1.02,1.07,0.91,0.94,0.94,0.8,0.88,0.83,0.85,0.76,0.62,0.7,0.61,0.69,0.58,0.67,0.7,0.61,0.59,0.53,0.58,0.53,0.56,0.6,0.5,0.52,0.58,0.54,0.55,0.55,0.49,0.56,0.47,0.55,0.48,0.48,0.44,0.44,0.38,0.42,0.44,0.44,0.39,0.38,0.45,0.39,0.35,0.39,0.41,0.37,0.42,0.34,0.32,0.36,0.37,0.33,0.37,0.33,0.32,0.31,0.36,0.3,0.31,0.34,0.28,0.36,0.33,0.31,0.29,0.3,0.29,0.25,0.23,0.27,0.25,0.22,0.28,0.21,0.23,0.23,0.24,0.25,0.23,0.21,0.24,0.24,0.23,0.2,0.2,0.22,0.22,0.2,0.19,0.21,0.19,0.21,0.17,0.17,0.2,0.22,0.22,0.2,0.17,0.19,0.18,0.18,0.17,0.18,0.2,0.2,0.19,0.17,0.18,0.18,0.16,0.17,0.23,0.19,0.17,0.18,0.17,0.14,0.17,0.15,0.13,0.14,0.18,0.16,0.14,0.16,0.16,0.15,0.18,0.14,0.15,0.13,0.14,0.14,0.13,0.14,0.14,0.11,0.14,0.14,0.14,0.12,0.13,0.13,0.14,0.15,0.11,0.13,0.13,0.13,0.15,0.13,0.13,0.12,0.11,0.14,0.12,0.14,0.11,0.14,0.12,0.12,0.0,0.13,0.11,0.12,0.12,0.0,0.11,0.0,0.11,0.11,0.0,0.13,0.12,0.12,0.11,0.11,0.13,0.0,0.0,0.12,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.12,0.34,0.0,0.11,0.1,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.26
09/08/2021,6.47,6.06,3.99,2.41,2.31,2.2,1.43,1.52,1.51,1.29,1.23,1.02,1.07,0.91,0.94,0.94,0.8,0.88,0.83,0.85,0.76,0.62,0.7,0.61,0.69,0.58,0.67,0.7,0.61,0.59,0.53,0.58,0.53,0.56,0.6,0.5,0.52,0.58,0.54,0.55,0.55,0.49,0.56,0.47,0.55,0.48,0.48,0.44,0.44,0.38,0.42,0.44,0.44,0.39,0.38,0.45,0.39,0.35,0.39,0.41,0.37,0.42,0.34,0.32,0.36,0.37,0.33,0.37,0.33,0.32,0.31,0.36,0.3,0.31,0.34,0.28,0.36,0.33,0.31,0.29,0.3,0.29,0.25,0.23,0.27,0.25,0.22,0.28,0.21,0.23,0.23,0.24,0.25,0.23,0.21,0.24,0.24,0.23,0.2,0.2,0.22,0.22,0.2,0.19,0.21,0.19,0.21,0.17,0.17,0.2,0.22,0.22,0.2,0.17,0.19,0.18,0.18,0.17,0.18,0.2,0.2,0.19,0.17,0.18,0.18,0.16,0.17,0.23,0.19,0.17,0.18,0.17,0.14,0.17,0.15,0.13,0.14,0.18,0.16,0.14,0.16,0.16,0.15,0.18,0.14,0.15,0.13,0.14,0.14,0.13,0.14,0.14,0.11,0.14,0.14,0.14,0.12,0.13,0.13,0.14,0.15,0.11,0.13,0.13,0.13,0.15,0.13,0.13,0.12,0.11,0.14,0.12,0.14,0.11,0.14,0.12,0.12,0.0,0.13,0.11,0.12,0.12,0.0,0.11,0.0,0.11,0.11,0.0,0.13,0.12,0.12,0.11,0.11,0.13,0.0,0.0,0.12,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.12,0.34,0.0,0.11,0.1,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.26
09/09/2021,6.47,6.06,3.98,2.41,2.31,2.2,1.43,1.52,1.51,1.29,1.23,1.02,1.07,0.91,0.94,0.94,0.8,0.88,0.83,0.85,0.76,0.62,0.7,0.61,0.69,0.58,0.67,0.7,0.61,0.59,0.53,0.58,0.53,0.56,0.6,0.5,0.52,0.58,0.54,0.55,0.55,0.49,0.56,0.47,0.55,0.48,0.48,0.44,0.44,0.38,0.42,0.44,0.44,0.39,0.38,0.45,0.39,0.35,0.39,0.41,0.37,0.41,0.34,0.32,0.36,0.37,0.33,0.37,0.33,0.32,0.31,0.36,0.3,0.31,0.34,0.28,0.36,0.32,0.31,0.29,0.3,0.29,0.25,0.23,0.27,0.25,0.22,0.27,0.21,0.23,0.23,0.24,0.25,0.23,0.21,0.24,0.24,0.23,0.2,0.2,0.22,0.22,0.2,0.19,0.21,0.19,0.21,0.17,0.17,0.2,0.22,0.22,0.2,0.17,0.19,0.18,0.18,0.17,0.18,0.2,0.2,0.19,0.17,0.18,0.18,0.16,0.17,0.23,0.19,0.17,0.18,0.17,0.14,0.17,0.15,0.12,0.14,0.18,0.16,0.14,0.16,0.16,0.15,0.18,0.14,0.15,0.13,0.14,0.14,0.13,0.14,0.14,0.11,0.13,0.14,0.13,0.12,0.13,0.13,0.14,0.15,0.11,0.13,0.13,0.13,0.14,0.13,0.13,0.12,0.11,0.14,0.12,0.14,0.11,0.14,0.12,0.12,0.0,0.13,0.11,0.12,0.12,0.0,0.11,0.0,0.11,0.11,0.0,0.13,0.11,0.12,0.11,0.11,0.13,0.0,0.0,0.12,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.12,0.34,0.0,0.11,0.1,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.17
09/10/2021,6.57,6.05,4.02,2.45,2.32,2.22,1.41,1.51,1.55,1.29,1.21,1.02,1.06,0.92,0.94,0.94,0.81,0.9,0.83,0.85,0.74,0.62,0.72,0.61,0.69,0.58,0.66,0.7,0.61,0.58,0.52,0.57,0.52,0.55,0.6,0.5,0.51,0.58,0.54,0.54,0.54,0.49,0.56,0.47,0.54,0.47,0.48,0.43,0.44,0.38,0.41,0.43,0.44,0.39,0.38,0.45,0.39,0.34,0.39,0.41,0.37,0.42,0.34,0.32,0.35,0.37,0.34,0.36,0.33,0.32,0.31,0.36,0.29,0.3,0.34,0.28,0.35,0.31,0.31,0.29,0.3,0.29,0.25,0.23,0.26,0.26,0.22,0.27,0.21,0.23,0.23,0.24,0.25,0.23,0.21,0.24,0.23,0.23,0.2,0.2,0.22,0.21,0.2,0.19,0.21,0.19,0.21,0.16,0.17,0.2,0.22,0.22,0.2,0.17,0.19,0.17,0.18,0.17,0.18,0.2,0.19,0.19,0.17,0.18,0.17,0.16,0.17,0.24,0.19,0.17,0.17,0.16,0.14,0.17,0.15,0.13,0.14,0.18,0.16,0.14,0.16,0.16,0.14,0.17,0.14,0.15,0.13,0.13,0.14,0.13,0.13,0.14,0.11,0.14,0.14,0.13,0.12,0.13,0.13,0.15,0.14,0.11,0.13,0.13,0.13,0.14,0.12,0.13,0.12,0.1,0.14,0.12,0.14,0.11,0.14,0.12,0.12,0.0,0.13,0.11,0.12,0.12,0.0,0.11,0.0,0.11,0.11,0.0,0.13,0.11,0.12,0.11,0.11,0.12,0.0,0.0,0.12,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.12,0.36,0.0,0.11,0.1,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.09
09/13/2021,6.47,5.99,3.99,2.42,2.31,2.21,1.41,1.48,1.56,1.29,1.18,1.03,1.05,0.9,0.94,0.94,0.82,0.9,0.83,0.85,0.73,0.61,0.71,0.6,0.67,0.58,0.66,0.69,0.61,0.58,0.52,0.58,0.51,0.56,0.6,0.5,0.5,0.58,0.54,0.54,0.51,0.49,0.56,0.47,0.55,0.48,0.48,0.43,0.43,0.37,0.41,0.44,0.43,0.38,0.37,0.45,0.39,0.33,0.38,0.42,0.37,0.41,0.34,0.31,0.35,0.37,0.33,0.36,0.33,0.32,0.3,0.35,0.29,0.3,0.34,0.28,0.34,0.3,0.3,0.29,0.29,0.29,0.24,0.23,0.26,0.25,0.22,0.27,0.21,0.23,0.23,0.24,0.25,0.22,0.21,0.24,0.23,0.22,0.2,0.2,0.22,0.22,0.2,0.18,0.21,0.19,0.2,0.16,0.17,0.2,0.22,0.22,0.2,0.17,0.19,0.17,0.18,0.17,0.18,0.2,0.19,0.19,0.17,0.18,0.17,0.16,0.17,0.24,0.18,0.17,0.17,0.16,0.14,0.16,0.15,0.14,0.13,0.18,0.15,0.13,0.16,0.16,0.14,0.18,0.14,0.15,0.12,0.13,0.14,0.12,0.13,0.14,0.11,0.13,0.14,0.13,0.12,0.13,0.12,0.14,0.14,0.11,0.13,0.13,0.13,0.14,0.12,0.13,0.12,0.0,0.14,0.12,0.14,0.11,0.14,0.12,0.12,0.0,0.12,0.11,0.11,0.12,0.0,0.11,0.0,0.11,0.11,0.0,0.13,0.11,0.11,0.11,0.11,0.12,0.0,0.0,0.12,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.12,0.37,0.0,0.11,0.1,0.0,0.11,0.0,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.42000000000002
09/14/2021,6.27,5.98,3.99,2.43,2.27,2.17,1.41,1.5,1.52,1.28,1.18,1.02,1.02,0.9,0.95,0.95,0.82,0.9,0.82,0.85,0.73,0.61,0.71,0.6,0.67,0.58,0.65,0.69,0.61,0.58,0.52,0.58,0.51,0.56,0.6,0.5,0.5,0.58,0.55,0.54,0.51,0.49,0.56,0.47,0.55,0.48,0.47,0.43,0.43,0.38,0.41,0.44,0.43,0.38,0.37,0.45,0.39,0.33,0.39,0.42,0.38,0.41,0.34,0.31,0.35,0.37,0.34,0.36,0.33,0.32,0.3,0.34,0.29,0.3,0.33,0.28,0.34,0.3,0.3,0.29,0.29,0.29,0.24,0.23,0.26,0.25,0.22,0.27,0.21,0.23,0.23,0.24,0.25,0.22,0.21,0.24,0.23,0.22,0.2,0.19,0.22,0.21,0.2,0.18,0.21,0.19,0.2,0.17,0.17,0.2,0.22,0.22,0.2,0.17,0.19,0.18,0.18,0.17,0.18,0.2,0.19,0.19,0.17,0.18,0.17,0.16,0.17,0.25,0.18,0.17,0.17,0.17,0.14,0.16,0.15,0.13,0.13,0.18,0.16,0.13,0.16,0.16,0.14,0.18,0.14,0.15,0.12,0.13,0.14,0.12,0.13,0.14,0.11,0.13,0.14,0.13,0.12,0.13,0.12,0.14,0.14,0.11,0.13,0.13,0.13,0.14,0.12,0.13,0.12,0.0,0.14,0.12,0.14,0.11,0.14,0.12,0.12,0.0,0.12,0.11,0.11,0.12,0.0,0.11,0.0,0.11,0.11,0.0,0.13,0.12,0.11,0.11,0.11,0.12,0.0,0.0,0.13,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.12,0.37,0.0,0.11,0.1,0.0,0.11,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.12
09/15/2021,6.27,5.97,3.99,2.43,2.27,2.17,1.41,1.5,1.52,1.28,1.18,1.02,1.02,0.9,0.95,0.95,0.82,0.9,0.81,0.84,0.73,0.61,0.71,0.6,0.67,0.58,0.65,0.68,0.61,0.58,0.52,0.58,0.51,0.56,0.6,0.5,0.5,0.58,0.55,0.54,0.51,0.49,0.56,0.47,0.55,0.48,0.47,0.43,0.43,0.37,0.41,0.44,0.43,0.38,0.37,0.45,0.39,0.33,0.39,0.42,0.38,0.41,0.34,0.31,0.35,0.37,0.34,0.36,0.33,0.32,0.3,0.34,0.29,0.3,0.33,0.28,0.34,0.3,0.3,0.29,0.29,0.29,0.23,0.23,0.26,0.25,0.22,0.27,0.21,0.23,0.23,0.24,0.25,0.22,0.21,0.24,0.23,0.22,0.2,0.19,0.22,0.21,0.2,0.18,0.21,0.19,0.2,0.17,0.17,0.2,0.22,0.22,0.2,0.17,0.19,0.17,0.18,0.17,0.18,0.2,0.19,0.19,0.17,0.18,0.17,0.16,0.17,0.25,0.18,0.17,0.17,0.17,0.14,0.16,0.15,0.13,0.13,0.18,0.16,0.13,0.16,0.16,0.14,0.18,0.14,0.15,0.12,0.13,0.14,0.12,0.13,0.14,0.11,0.13,0.14,0.13,0.12,0.13,0.12,0.14,0.14,0.11,0.13,0.13,0.13,0.14,0.12,0.13,0.12,0.0,0.14,0.12,0.14,0.11,0.14,0.12,0.12,0.0,0.12,0.11,0.11,0.12,0.0,0.11,0.0,0.11,0.11,0.0,0.13,0.12,0.11,0.11,0.11,0.12,0.0,0.0,0.12,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.12,0.37,0.0,0.11,0.1,0.0,0.11,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.04000000000002
09/16/2021,6.28,5.98,3.96,2.41,2.29,2.19,1.42,1.48,1.53,1.29,1.17,1.02,1.05,0.88,0.95,0.95,0.81,0.9,0.83,0.83,0.74,0.63,0.7,0.61,0.66,0.59,0.66,0.67,0.6,0.58,0.53,0.58,0.51,0.54,0.59,0.51,0.5,0.58,0.55,0.53,0.51,0.51,0.55,0.48,0.54,0.48,0.47,0.43,0.43,0.38,0.42,0.43,0.44,0.38,0.37,0.44,0.39,0.33,0.39,0.41,0.38,0.42,0.34,0.32,0.35,0.37,0.34,0.36,0.33,0.32,0.3,0.34,0.29,0.31,0.33,0.28,0.34,0.3,0.3,0.29,0.29,0.29,0.24,0.23,0.26,0.26,0.22,0.26,0.21,0.23,0.23,0.24,0.25,0.22,0.2,0.24,0.23,0.22,0.21,0.19,0.22,0.21,0.21,0.18,0.21,0.19,0.2,0.16,0.17,0.2,0.22,0.22,0.2,0.17,0.19,0.18,0.18,0.16,0.18,0.2,0.19,0.19,0.17,0.18,0.17,0.16,0.17,0.25,0.18,0.17,0.17,0.16,0.14,0.16,0.15,0.13,0.14,0.18,0.15,0.13,0.16,0.16,0.14,0.18,0.14,0.15,0.12,0.13,0.14,0.12,0.13,0.14,0.11,0.13,0.15,0.13,0.12,0.13,0.13,0.14,0.14,0.11,0.13,0.13,0.13,0.14,0.12,0.13,0.12,0.11,0.14,0.12,0.14,0.11,0.14,0.12,0.12,0.0,0.12,0.11,0.12,0.12,0.0,0.11,0.0,0.11,0.11,0.0,0.13,0.12,0.11,0.11,0.11,0.12,0.0,0.0,0.12,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.34,0.0,0.11,0.1,0.0,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.10000000000001
09/17/2021,6.22,6.05,3.96,2.42,2.3,2.19,1.41,1.48,1.54,1.27,1.16,1.01,1.04,0.89,0.95,0.95,0.81,0.89,0.8,0.83,0.68,0.62,0.69,0.6,0.66,0.59,0.65,0.67,0.6,0.58,0.52,0.57,0.5,0.54,0.59,0.5,0.49,0.58,0.55,0.53,0.5,0.51,0.55,0.48,0.54,0.48,0.47,0.43,0.43,0.37,0.41,0.42,0.43,0.37,0.36,0.44,0.38,0.33,0.39,0.42,0.38,0.41,0.34,0.31,0.34,0.37,0.34,0.36,0.33,0.32,0.3,0.34,0.28,0.3,0.33,0.28,0.34,0.3,0.3,0.28,0.28,0.29,0.24,0.23,0.26,0.26,0.22,0.26,0.21,0.23,0.23,0.24,0.24,0.22,0.2,0.24,0.23,0.22,0.21,0.19,0.21,0.21,0.2,0.18,0.21,0.19,0.2,0.16,0.17,0.2,0.22,0.22,0.2,0.17,0.19,0.18,0.18,0.16,0.18,0.2,0.19,0.19,0.16,0.17,0.17,0.16,0.17,0.25,0.18,0.16,0.17,0.16,0.14,0.16,0.15,0.13,0.14,0.18,0.15,0.13,0.16,0.16,0.14,0.18,0.14,0.15,0.12,0.13,0.14,0.12,0.13,0.14,0.11,0.13,0.15,0.13,0.12,0.13,0.13,0.14,0.14,0.11,0.13,0.13,0.12,0.14,0.12,0.13,0.12,0.1,0.14,0.12,0.14,0.11,0.14,0.12,0.12,0.0,0.12,0.11,0.11,0.12,0.0,0.11,0.0,0.11,0.11,0.0,0.13,0.12,0.11,0.11,0.11,0.12,0.0,0.0,0.12,0.1,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.35,0.0,0.11,0.1,0.0,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.67
09/20/2021,6.23,6.13,3.99,2.38,2.3,2.19,1.4,1.48,1.56,1.28,1.16,1.01,1.05,0.89,0.95,0.94,0.81,0.89,0.81,0.85,0.7,0.63,0.69,0.6,0.67,0.59,0.64,0.66,0.6,0.57,0.53,0.57,0.51,0.54,0.59,0.5,0.49,0.58,0.55,0.53,0.49,0.51,0.55,0.49,0.55,0.48,0.47,0.42,0.43,0.37,0.41,0.42,0.43,0.37,0.36,0.44,0.39,0.33,0.39,0.42,0.36,0.41,0.34,0.31,0.34,0.36,0.35,0.36,0.33,0.33,0.3,0.34,0.28,0.3,0.33,0.28,0.35,0.3,0.3,0.28,0.28,0.29,0.25,0.22,0.26,0.26,0.22,0.26,0.21,0.23,0.23,0.24,0.24,0.22,0.2,0.24,0.23,0.23,0.21,0.19,0.22,0.21,0.21,0.18,0.2,0.19,0.2,0.16,0.18,0.2,0.22,0.22,0.2,0.17,0.19,0.17,0.18,0.17,0.18,0.2,0.19,0.19,0.17,0.17,0.17,0.16,0.17,0.25,0.18,0.16,0.17,0.16,0.14,0.16,0.15,0.13,0.14,0.18,0.15,0.13,0.16,0.16,0.14,0.18,0.13,0.15,0.12,0.13,0.14,0.12,0.13,0.14,0.12,0.13,0.15,0.13,0.12,0.13,0.12,0.14,0.14,0.11,0.12,0.13,0.13,0.14,0.12,0.13,0.12,0.11,0.14,0.12,0.14,0.11,0.15,0.12,0.12,0.0,0.12,0.11,0.12,0.12,0.0,0.1,0.0,0.11,0.11,0.0,0.12,0.12,0.11,0.11,0.11,0.12,0.0,0.0,0.12,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.36,0.1,0.11,0.0,0.0,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.9
09/21/2021,6.24,6.15,4.04,2.38,2.31,2.19,1.43,1.49,1.59,1.3,1.18,1.02,1.08,0.88,0.97,0.96,0.82,0.91,0.83,0.85,0.71,0.64,0.71,0.61,0.69,0.6,0.65,0.67,0.61,0.58,0.54,0.58,0.52,0.54,0.64,0.51,0.49,0.58,0.56,0.54,0.5,0.52,0.56,0.49,0.55,0.49,0.48,0.41,0.43,0.37,0.41,0.43,0.44,0.37,0.36,0.44,0.39,0.34,0.4,0.42,0.36,0.41,0.34,0.32,0.34,0.36,0.35,0.36,0.33,0.33,0.3,0.34,0.29,0.3,0.33,0.29,0.35,0.3,0.31,0.29,0.29,0.29,0.25,0.23,0.26,0.26,0.23,0.26,0.21,0.24,0.23,0.24,0.25,0.22,0.2,0.24,0.23,0.23,0.22,0.19,0.22,0.21,0.21,0.18,0.2,0.19,0.21,0.17,0.18,0.2,0.22,0.22,0.21,0.17,0.2,0.18,0.18,0.17,0.18,0.2,0.19,0.18,0.17,0.18,0.17,0.16,0.17,0.25,0.19,0.16,0.17,0.16,0.14,0.16,0.15,0.13,0.14,0.19,0.15,0.14,0.16,0.16,0.14,0.18,0.13,0.15,0.12,0.13,0.14,0.12,0.13,0.15,0.12,0.13,0.15,0.13,0.12,0.13,0.12,0.14,0.14,0.11,0.12,0.13,0.13,0.15,0.12,0.13,0.13,0.11,0.14,0.11,0.14,0.11,0.15,0.12,0.12,0.0,0.12,0.11,0.12,0.12,0.0,0.1,0.0,0.11,0.11,0.0,0.13,0.12,0.11,0.11,0.11,0.12,0.0,0.0,0.12,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.36,0.1,0.11,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.75999999999999
09/22/2021,6.24,6.15,4.04,2.38,2.31,2.19,1.43,1.49,1.59,1.3,1.18,1.02,1.08,0.88,0.97,0.96,0.82,0.91,0.83,0.85,0.71,0.64,0.71,0.61,0.69,0.6,0.65,0.67,0.61,0.58,0.54,0.58,0.52,0.54,0.64,0.51,0.49,0.58,0.56,0.54,0.5,0.52,0.56,0.49,0.55,0.49,0.48,0.41,0.43,0.37,0.41,0.43,0.44,0.37,0.36,0.44,0.39,0.34,0.4,0.42,0.36,0.41,0.34,0.32,0.34,0.36,0.35,0.36,0.33,0.33,0.3,0.34,0.29,0.3,0.33,0.29,0.35,0.3,0.31,0.29,0.29,0.29,0.25,0.23,0.26,0.26,0.23,0.26,0.21,0.24,0.23,0.24,0.25,0.22,0.2,0.24,0.23,0.23,0.22,0.19,0.22,0.21,0.21,0.18,0.2,0.19,0.21,0.17,0.18,0.2,0.22,0.22,0.21,0.17,0.2,0.18,0.18,0.17,0.18,0.2,0.19,0.18,0.17,0.18,0.17,0.16,0.17,0.25,0.19,0.16,0.17,0.16,0.14,0.16,0.15,0.13,0.14,0.19,0.15,0.14,0.16,0.16,0.14,0.18,0.13,0.15,0.12,0.13,0.14,0.12,0.13,0.15,0.12,0.13,0.15,0.13,0.12,0.13,0.12,0.14,0.14,0.11,0.12,0.13,0.13,0.15,0.12,0.13,0.13,0.11,0.14,0.11,0.14,0.11,0.15,0.12,0.12,0.0,0.12,0.11,0.12,0.12,0.0,0.1,0.0,0.11,0.11,0.0,0.13,0.12,0.11,0.11,0.11,0.12,0.0,0.0,0.12,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.36,0.1,0.11,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.75999999999999
