,AAPL,MSFT,AMZN,FB,GOOG,GOOGL,NVDA,TSLA,JPM,JNJ,V,UNH,BRK.B,NESN.SW,HD,MA,PYPL,PG,DIS,BAC,ADBE,ASML.AS,ROG.SW,CMCSA,XOM,NFLX,CRM,INTC,VZ,CSCO,PFE,KO,WMT,ABT,MC.PA,T,CVX,NOVN.SW,TMO,ABBV,NKE,PEP,MRK,ACN,LLY,AVGO,7203.T,DHR,COST,TXN,WFC,SHOP,MDT,MCD,AZN.L,QCOM,ORCL,ULVR.L,1299.HK,UNP,UPS,PM,NOVO B.CO,BMY,HON,LIN,NEE,SAP.DE,LOW,BLK,C,AMGN,INTU,RY.TO,6758.T,RTX,BA,SBUX,GS,CBA.AX,AMAT,AMT,TD.TO,SIE.DE,TGT,IBM,MS,HSBA.L,CAT,AXP,SAN.PA,GE,DGE.L,OR.PA,MMM,ISRG,NOW,AMD,TTE.PA,SPGI,BHP.AX,DE,CVS,CHTR,SCHW,ALV.DE,GSK.L,SQ,LMT,MU,PLD,RIO.L,6861.T,BKNG,FIS,ANTM,ZTS,CSL.AX,ADP,SU.PA,MO,CCI,GILD,LRCX,BP.L,MDLZ,9984.T,SYK,TMUS,ENB.TO,COP,ZM,RDSA.AS,AI.PA,TJX,CI,BATS.L,CNR.TO,FDX,DUK,CSX,RYDBF,IBE.MC,TFC,BNS.TO,DAI.DE,AIR.PA,ENEL.MI,USB,PNC,CME,ITW,CB,MMC,NSC,8035.T,388.HK,ADS.DE,BNP.PA,DTE.DE,EW,SHW,6098.T,DPW.DE,BAS.DE,EL,ATVI,BDX,EQIX,GM,COF,MELI,ILMN,MRNA,8306.T,TWLO,4063.T,BAM.A.TO,NAB.AX,SNAP,IDXX,REGN,BSX,ABBN.SW,ETN,XTSLA,WBC.AX,RITN.,BHP.L,7974.T,BMO.TO,BX,CL,FISV,MCO,ICE,ADSK,APD,SAN.MC,KER.PA,LONN.SW,RKT.L,NXPI,ADYEN.AS,HUM,SO,D,WM,HCA,9433.T,UBSG.SW,GE.,7741.T,6367.T,ZURN.SW,AON,PRX.AS,BAM,ADI,EMR,6594.T,DG.PA,CFR.SW,REL.L,DOCU,ANZ.AX,SNOW,EL.PA,DSV.CO,KLAC,DXCM,ALGN,6501.T,UBER,F,IFX.DE,RMS.PA,XLNX,MRVL,n/a,PGR,CP.TO,FCX,SUM
08/30/2021,4.13,3.57,2.37,1.46,1.4,1.41,0.91,0.9,0.8,0.75,0.64,0.65,0.65,0.61,0.58,0.52,0.52,0.57,0.53,0.53,0.53,0.57,0.47,0.45,0.39,0.41,0.42,0.36,0.36,0.41,0.44,0.38,0.37,0.37,0.33,0.31,0.32,0.35,0.36,0.36,0.35,0.35,0.32,0.35,0.36,0.33,0.31,0.35,0.34,0.28,0.33,0.28,0.3,0.29,0.26,0.27,0.28,0.24,0.24,0.25,0.23,0.26,0.31,0.25,0.27,0.28,0.28,0.25,0.26,0.24,0.25,0.22,0.25,0.24,0.23,0.22,0.2,0.21,0.24,0.21,0.2,0.21,0.2,0.21,0.21,0.2,0.23,0.19,0.19,0.19,0.2,0.19,0.19,0.2,0.18,0.21,0.21,0.21,0.18,0.18,0.16,0.19,0.18,0.19,0.18,0.16,0.17,0.17,0.15,0.14,0.16,0.14,0.18,0.16,0.14,0.15,0.16,0.17,0.15,0.16,0.15,0.14,0.15,0.14,0.14,0.14,0.12,0.15,0.14,0.13,0.12,0.12,0.13,0.14,0.15,0.12,0.13,0.13,0.11,0.13,0.13,0.12,0.12,0.13,0.12,0.12,0.13,0.13,0.13,0.13,0.12,0.12,0.14,0.13,0.11,0.0,0.11,0.0,0.12,0.12,0.12,0.13,0.13,0.12,0.12,0.12,0.11,0.12,0.12,0.0,0.13,0.14,0.12,0.2,0.12,0.0,0.0,0.0,0.11,0.0,0.11,0.12,0.11,0.11,0.12,0.0,0.11,0.0,0.11,0.0,0.11,0.14,0.0,0.12,0.11,0.11,0.0,0.0,0.11,0.0,0.12,0.0,0.11,0.13,0.0,0.11,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.12,0.11,0.11,0.13,0.12,0.15,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.64000000000001
08/31/2021,4.13,3.55,2.37,1.48,1.41,1.43,0.93,0.91,0.8,0.75,0.64,0.65,0.65,0.61,0.58,0.52,0.52,0.57,0.54,0.54,0.53,0.58,0.47,0.45,0.39,0.41,0.42,0.36,0.36,0.41,0.43,0.37,0.37,0.37,0.33,0.31,0.32,0.34,0.36,0.35,0.35,0.35,0.32,0.35,0.35,0.33,0.31,0.35,0.33,0.29,0.34,0.28,0.3,0.29,0.26,0.27,0.28,0.24,0.25,0.25,0.23,0.26,0.3,0.25,0.27,0.28,0.27,0.25,0.26,0.25,0.25,0.22,0.26,0.23,0.23,0.22,0.2,0.21,0.24,0.21,0.21,0.21,0.19,0.21,0.21,0.2,0.23,0.18,0.19,0.19,0.19,0.2,0.19,0.19,0.18,0.21,0.21,0.22,0.18,0.18,0.15,0.19,0.18,0.19,0.18,0.16,0.17,0.18,0.15,0.14,0.16,0.14,0.18,0.16,0.14,0.15,0.16,0.17,0.15,0.16,0.15,0.14,0.15,0.15,0.14,0.14,0.12,0.15,0.14,0.13,0.13,0.12,0.14,0.14,0.15,0.12,0.13,0.13,0.11,0.13,0.13,0.12,0.12,0.13,0.12,0.12,0.13,0.13,0.14,0.13,0.12,0.12,0.14,0.13,0.11,0.0,0.11,0.0,0.12,0.12,0.12,0.13,0.13,0.12,0.12,0.13,0.11,0.12,0.12,0.0,0.13,0.14,0.12,0.19,0.12,0.0,0.0,0.0,0.11,0.11,0.0,0.12,0.11,0.11,0.12,0.0,0.11,0.0,0.11,0.0,0.11,0.14,0.0,0.12,0.11,0.11,0.12,0.0,0.11,0.0,0.12,0.0,0.11,0.13,0.0,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.11,0.12,0.11,0.11,0.13,0.12,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.73
09/01/2021,4.13,3.55,2.37,1.48,1.41,1.43,0.93,0.91,0.8,0.75,0.64,0.65,0.65,0.61,0.58,0.52,0.52,0.57,0.54,0.54,0.53,0.58,0.47,0.45,0.39,0.41,0.42,0.36,0.36,0.41,0.43,0.37,0.37,0.37,0.33,0.31,0.32,0.34,0.36,0.35,0.35,0.35,0.32,0.35,0.35,0.33,0.31,0.35,0.33,0.29,0.34,0.28,0.3,0.29,0.26,0.27,0.28,0.24,0.25,0.25,0.23,0.26,0.3,0.25,0.27,0.28,0.27,0.25,0.26,0.25,0.25,0.22,0.26,0.23,0.23,0.22,0.2,0.21,0.24,0.21,0.21,0.21,0.19,0.21,0.21,0.2,0.23,0.18,0.19,0.19,0.19,0.2,0.19,0.19,0.18,0.21,0.21,0.22,0.18,0.18,0.15,0.19,0.18,0.19,0.18,0.16,0.17,0.18,0.15,0.14,0.16,0.14,0.18,0.16,0.14,0.15,0.16,0.17,0.15,0.16,0.15,0.14,0.15,0.15,0.14,0.14,0.12,0.15,0.14,0.13,0.13,0.12,0.14,0.14,0.15,0.12,0.13,0.13,0.11,0.13,0.13,0.12,0.12,0.13,0.12,0.12,0.13,0.13,0.14,0.13,0.12,0.12,0.14,0.13,0.11,0.0,0.11,0.0,0.12,0.12,0.12,0.13,0.13,0.12,0.12,0.13,0.11,0.12,0.12,0.0,0.13,0.14,0.12,0.19,0.12,0.0,0.0,0.0,0.11,0.11,0.0,0.12,0.11,0.11,0.12,0.0,0.11,0.0,0.11,0.0,0.11,0.14,0.0,0.12,0.11,0.11,0.12,0.0,0.11,0.0,0.12,0.0,0.11,0.13,0.0,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.11,0.12,0.11,0.11,0.13,0.12,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.73
09/02/2021,4.24,3.58,2.42,1.51,1.42,1.43,0.93,0.93,0.79,0.75,0.64,0.65,0.64,0.61,0.58,0.52,0.54,0.57,0.54,0.52,0.54,0.58,0.47,0.45,0.39,0.41,0.41,0.36,0.36,0.41,0.43,0.37,0.37,0.37,0.33,0.31,0.32,0.34,0.36,0.35,0.35,0.35,0.32,0.35,0.36,0.33,0.31,0.35,0.34,0.29,0.33,0.29,0.3,0.29,0.26,0.27,0.28,0.24,0.24,0.24,0.23,0.27,0.3,0.25,0.27,0.28,0.27,0.26,0.25,0.24,0.24,0.22,0.25,0.23,0.23,0.22,0.2,0.21,0.24,0.21,0.21,0.21,0.19,0.21,0.21,0.2,0.23,0.18,0.19,0.19,0.19,0.19,0.19,0.2,0.18,0.21,0.21,0.22,0.18,0.19,0.16,0.19,0.18,0.19,0.18,0.16,0.17,0.18,0.14,0.14,0.16,0.14,0.19,0.16,0.13,0.15,0.16,0.17,0.15,0.16,0.15,0.14,0.15,0.15,0.14,0.14,0.12,0.15,0.14,0.13,0.13,0.12,0.14,0.14,0.15,0.12,0.13,0.13,0.11,0.13,0.12,0.12,0.12,0.13,0.12,0.12,0.13,0.13,0.13,0.13,0.12,0.12,0.13,0.13,0.11,0.0,0.11,0.11,0.12,0.11,0.12,0.13,0.13,0.12,0.12,0.13,0.0,0.12,0.12,0.0,0.13,0.14,0.11,0.19,0.12,0.0,0.0,0.0,0.11,0.11,0.11,0.12,0.11,0.11,0.12,0.0,0.0,0.0,0.11,0.0,0.0,0.14,0.0,0.12,0.11,0.11,0.11,0.0,0.11,0.0,0.12,0.0,0.11,0.13,0.0,0.11,0.0,0.11,0.11,0.0,0.11,0.0,0.11,0.12,0.0,0.11,0.13,0.12,0.15,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.89000000000001
09/03/2021,4.18,3.57,2.59,1.5,1.4,1.43,0.92,0.99,0.79,0.74,0.63,0.65,0.63,0.6,0.57,0.51,0.54,0.57,0.54,0.52,0.53,0.58,0.47,0.45,0.38,0.42,0.41,0.36,0.36,0.41,0.42,0.38,0.37,0.37,0.33,0.32,0.31,0.34,0.36,0.35,0.34,0.35,0.32,0.35,0.35,0.33,0.31,0.34,0.34,0.29,0.31,0.28,0.29,0.29,0.26,0.28,0.28,0.24,0.24,0.23,0.23,0.27,0.29,0.25,0.27,0.27,0.27,0.26,0.24,0.24,0.24,0.21,0.26,0.23,0.23,0.22,0.2,0.22,0.23,0.21,0.21,0.22,0.19,0.21,0.2,0.2,0.23,0.18,0.19,0.19,0.19,0.19,0.19,0.2,0.18,0.21,0.21,0.22,0.18,0.19,0.16,0.18,0.18,0.18,0.17,0.16,0.17,0.18,0.14,0.14,0.17,0.14,0.19,0.16,0.14,0.15,0.16,0.17,0.15,0.16,0.15,0.14,0.15,0.15,0.14,0.14,0.12,0.16,0.14,0.13,0.12,0.0,0.13,0.14,0.15,0.12,0.14,0.14,0.11,0.13,0.12,0.12,0.12,0.13,0.12,0.12,0.13,0.13,0.13,0.13,0.12,0.11,0.13,0.12,0.0,0.0,0.11,0.11,0.12,0.11,0.12,0.12,0.13,0.12,0.12,0.12,0.11,0.12,0.12,0.0,0.13,0.14,0.11,0.21,0.12,0.0,0.11,0.0,0.11,0.12,0.0,0.12,0.11,0.11,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.14,0.0,0.12,0.11,0.11,0.11,0.0,0.11,0.0,0.11,0.0,0.1,0.12,0.0,0.11,0.0,0.0,0.11,0.1,0.11,0.0,0.11,0.12,0.0,0.0,0.14,0.11,0.14,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.74000000000001
09/06/2021,4.2,3.53,2.57,1.48,1.38,1.41,0.91,0.98,0.78,0.74,0.61,0.65,0.62,0.6,0.57,0.5,0.53,0.57,0.54,0.51,0.53,0.59,0.47,0.46,0.38,0.43,0.41,0.36,0.36,0.41,0.43,0.38,0.37,0.37,0.34,0.32,0.31,0.34,0.36,0.33,0.34,0.35,0.32,0.36,0.35,0.33,0.31,0.35,0.34,0.28,0.3,0.28,0.29,0.29,0.26,0.27,0.28,0.24,0.24,0.23,0.23,0.27,0.29,0.25,0.26,0.27,0.28,0.25,0.24,0.24,0.24,0.21,0.25,0.23,0.23,0.21,0.2,0.21,0.23,0.21,0.2,0.22,0.19,0.21,0.2,0.2,0.23,0.18,0.19,0.18,0.19,0.19,0.19,0.2,0.18,0.21,0.22,0.21,0.18,0.19,0.15,0.18,0.18,0.18,0.17,0.15,0.17,0.17,0.14,0.14,0.17,0.14,0.19,0.16,0.13,0.15,0.16,0.17,0.15,0.16,0.15,0.14,0.14,0.14,0.14,0.14,0.12,0.16,0.14,0.13,0.13,0.0,0.14,0.14,0.14,0.13,0.14,0.14,0.11,0.13,0.12,0.12,0.13,0.13,0.12,0.12,0.13,0.13,0.13,0.13,0.12,0.11,0.13,0.12,0.0,0.0,0.11,0.11,0.12,0.11,0.13,0.13,0.13,0.12,0.12,0.13,0.0,0.12,0.13,0.0,0.12,0.15,0.12,0.22,0.12,0.0,0.11,0.0,0.11,0.11,0.0,0.12,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.11,0.14,0.0,0.12,0.11,0.11,0.0,0.0,0.11,0.0,0.11,0.0,0.1,0.12,0.0,0.11,0.1,0.0,0.11,0.0,0.11,0.0,0.11,0.12,0.0,0.0,0.14,0.12,0.14,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.52000000000001
09/07/2021,4.21,3.53,2.58,1.48,1.38,1.41,0.93,0.98,0.78,0.74,0.62,0.65,0.62,0.6,0.57,0.5,0.54,0.57,0.54,0.51,0.53,0.59,0.47,0.46,0.38,0.43,0.41,0.35,0.36,0.41,0.43,0.38,0.37,0.37,0.33,0.32,0.31,0.34,0.36,0.32,0.34,0.35,0.32,0.36,0.35,0.33,0.31,0.35,0.34,0.28,0.3,0.29,0.29,0.29,0.26,0.27,0.28,0.24,0.24,0.23,0.23,0.27,0.28,0.25,0.26,0.27,0.28,0.25,0.24,0.24,0.24,0.21,0.25,0.23,0.24,0.21,0.2,0.21,0.23,0.21,0.21,0.22,0.19,0.21,0.2,0.2,0.23,0.18,0.19,0.18,0.19,0.19,0.19,0.19,0.18,0.21,0.22,0.22,0.18,0.19,0.15,0.19,0.18,0.18,0.17,0.15,0.17,0.18,0.14,0.14,0.17,0.14,0.19,0.16,0.13,0.15,0.16,0.17,0.15,0.16,0.15,0.14,0.14,0.15,0.14,0.14,0.12,0.15,0.14,0.13,0.12,0.0,0.13,0.14,0.14,0.13,0.13,0.15,0.11,0.13,0.12,0.12,0.12,0.13,0.12,0.12,0.13,0.13,0.13,0.13,0.12,0.11,0.13,0.12,0.0,0.0,0.11,0.11,0.12,0.11,0.13,0.12,0.13,0.12,0.12,0.12,0.0,0.12,0.13,0.0,0.12,0.15,0.11,0.23,0.12,0.0,0.11,0.0,0.11,0.11,0.0,0.12,0.11,0.11,0.11,0.0,0.11,0.0,0.11,0.0,0.11,0.14,0.0,0.11,0.11,0.11,0.0,0.1,0.0,0.0,0.11,0.0,0.1,0.12,0.0,0.11,0.1,0.0,0.11,0.0,0.11,0.0,0.11,0.12,0.0,0.0,0.14,0.12,0.14,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.53000000000001
09/08/2021,4.21,3.53,2.58,1.48,1.38,1.41,0.93,0.98,0.78,0.74,0.62,0.65,0.62,0.6,0.57,0.5,0.54,0.57,0.54,0.51,0.53,0.59,0.47,0.46,0.38,0.43,0.41,0.35,0.36,0.41,0.43,0.38,0.37,0.37,0.33,0.32,0.31,0.34,0.36,0.32,0.34,0.35,0.32,0.36,0.35,0.33,0.31,0.35,0.34,0.28,0.3,0.29,0.29,0.29,0.26,0.27,0.28,0.24,0.24,0.23,0.23,0.27,0.28,0.25,0.26,0.27,0.28,0.25,0.24,0.24,0.24,0.21,0.25,0.23,0.24,0.21,0.2,0.21,0.23,0.21,0.21,0.22,0.19,0.21,0.2,0.2,0.23,0.18,0.19,0.18,0.19,0.19,0.19,0.19,0.18,0.21,0.22,0.22,0.18,0.19,0.15,0.19,0.18,0.18,0.17,0.15,0.17,0.18,0.14,0.14,0.17,0.14,0.19,0.16,0.13,0.15,0.16,0.17,0.15,0.16,0.15,0.14,0.14,0.15,0.14,0.14,0.12,0.15,0.14,0.13,0.12,0.0,0.13,0.14,0.14,0.13,0.13,0.15,0.11,0.13,0.12,0.12,0.12,0.13,0.12,0.12,0.13,0.13,0.13,0.13,0.12,0.11,0.13,0.12,0.0,0.0,0.11,0.11,0.12,0.11,0.13,0.12,0.13,0.12,0.12,0.12,0.0,0.12,0.13,0.0,0.12,0.15,0.11,0.23,0.12,0.0,0.11,0.0,0.11,0.11,0.0,0.12,0.11,0.11,0.11,0.0,0.11,0.0,0.11,0.0,0.11,0.14,0.0,0.11,0.11,0.11,0.0,0.1,0.0,0.0,0.11,0.0,0.1,0.12,0.0,0.11,0.1,0.0,0.11,0.0,0.11,0.0,0.11,0.12,0.0,0.0,0.14,0.12,0.14,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.53000000000001
09/09/2021,4.22,3.53,2.58,1.48,1.38,1.42,0.93,0.98,0.78,0.74,0.62,0.65,0.62,0.6,0.57,0.5,0.54,0.57,0.54,0.51,0.53,0.61,0.47,0.46,0.38,0.43,0.41,0.35,0.36,0.41,0.43,0.38,0.37,0.37,0.34,0.32,0.31,0.34,0.36,0.32,0.34,0.35,0.32,0.36,0.35,0.33,0.32,0.35,0.34,0.28,0.3,0.29,0.29,0.29,0.26,0.27,0.28,0.24,0.24,0.23,0.23,0.27,0.29,0.25,0.26,0.27,0.28,0.26,0.24,0.24,0.24,0.21,0.25,0.23,0.24,0.21,0.2,0.21,0.23,0.21,0.21,0.22,0.19,0.22,0.2,0.2,0.23,0.18,0.19,0.18,0.19,0.19,0.19,0.2,0.18,0.21,0.22,0.22,0.18,0.19,0.15,0.19,0.18,0.18,0.17,0.16,0.17,0.18,0.14,0.14,0.17,0.14,0.2,0.16,0.13,0.15,0.17,0.17,0.15,0.16,0.15,0.14,0.14,0.15,0.14,0.14,0.12,0.15,0.14,0.13,0.13,0.0,0.13,0.14,0.14,0.13,0.14,0.15,0.11,0.13,0.12,0.12,0.12,0.13,0.12,0.12,0.13,0.13,0.13,0.13,0.12,0.11,0.13,0.12,0.0,0.11,0.11,0.11,0.12,0.11,0.13,0.12,0.14,0.12,0.12,0.12,0.0,0.12,0.13,0.0,0.12,0.15,0.11,0.23,0.12,0.0,0.11,0.0,0.11,0.11,0.0,0.12,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.11,0.14,0.0,0.12,0.11,0.11,0.0,0.0,0.11,0.0,0.11,0.0,0.1,0.12,0.0,0.11,0.1,0.0,0.11,0.0,0.11,0.0,0.11,0.13,0.0,0.0,0.14,0.12,0.14,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.720000000000006
09/10/2021,4.28,3.52,2.6,1.5,1.39,1.42,0.93,1.01,0.78,0.73,0.62,0.65,0.61,0.6,0.57,0.5,0.54,0.57,0.55,0.52,0.53,0.6,0.46,0.45,0.38,0.44,0.41,0.36,0.36,0.4,0.43,0.37,0.37,0.37,0.34,0.31,0.31,0.33,0.36,0.32,0.34,0.34,0.32,0.36,0.34,0.33,0.32,0.35,0.34,0.28,0.3,0.28,0.29,0.29,0.26,0.27,0.28,0.24,0.24,0.23,0.23,0.27,0.29,0.24,0.26,0.27,0.28,0.25,0.24,0.24,0.24,0.21,0.25,0.23,0.24,0.21,0.2,0.21,0.23,0.21,0.21,0.22,0.19,0.22,0.2,0.2,0.23,0.18,0.19,0.18,0.19,0.19,0.19,0.19,0.17,0.21,0.22,0.21,0.18,0.19,0.15,0.18,0.18,0.17,0.17,0.15,0.17,0.17,0.14,0.14,0.17,0.14,0.2,0.16,0.13,0.15,0.16,0.17,0.14,0.16,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.16,0.14,0.13,0.12,0.0,0.13,0.14,0.14,0.13,0.13,0.14,0.11,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.13,0.12,0.13,0.13,0.11,0.11,0.13,0.12,0.0,0.11,0.11,0.11,0.12,0.11,0.13,0.12,0.14,0.12,0.12,0.12,0.0,0.12,0.13,0.0,0.12,0.15,0.11,0.24,0.12,0.0,0.11,0.0,0.11,0.12,0.0,0.12,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.11,0.14,0.0,0.11,0.11,0.11,0.0,0.0,0.11,0.0,0.11,0.0,0.1,0.12,0.0,0.11,0.0,0.1,0.11,0.11,0.11,0.0,0.11,0.13,0.0,0.0,0.15,0.12,0.14,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.65000000000001
09/13/2021,4.24,3.51,2.61,1.5,1.39,1.42,0.91,1.02,0.78,0.72,0.63,0.64,0.61,0.6,0.58,0.52,0.54,0.57,0.56,0.52,0.53,0.6,0.45,0.45,0.38,0.44,0.41,0.36,0.36,0.4,0.42,0.37,0.37,0.37,0.34,0.32,0.31,0.32,0.37,0.31,0.34,0.35,0.31,0.36,0.32,0.33,0.32,0.35,0.35,0.28,0.3,0.28,0.29,0.29,0.25,0.27,0.28,0.24,0.24,0.23,0.22,0.27,0.29,0.24,0.26,0.27,0.28,0.25,0.24,0.24,0.24,0.2,0.26,0.23,0.24,0.21,0.2,0.22,0.23,0.21,0.21,0.22,0.19,0.22,0.2,0.2,0.23,0.18,0.19,0.18,0.18,0.19,0.19,0.2,0.17,0.21,0.21,0.21,0.18,0.19,0.14,0.18,0.18,0.17,0.17,0.15,0.17,0.17,0.14,0.14,0.17,0.13,0.21,0.16,0.13,0.15,0.16,0.17,0.15,0.16,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.16,0.13,0.13,0.12,0.0,0.13,0.14,0.14,0.13,0.13,0.14,0.11,0.13,0.12,0.12,0.12,0.13,0.12,0.12,0.13,0.12,0.13,0.13,0.11,0.11,0.13,0.12,0.0,0.11,0.11,0.11,0.12,0.11,0.13,0.12,0.14,0.12,0.12,0.12,0.0,0.13,0.12,0.0,0.12,0.14,0.11,0.26,0.12,0.0,0.12,0.0,0.11,0.11,0.0,0.12,0.11,0.11,0.11,0.1,0.0,0.0,0.0,0.0,0.11,0.15,0.0,0.12,0.11,0.11,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.12,0.0,0.11,0.1,0.0,0.12,0.11,0.11,0.0,0.12,0.13,0.0,0.11,0.14,0.12,0.15,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.63000000000001
09/14/2021,4.12,3.51,2.61,1.51,1.37,1.4,0.93,1.0,0.78,0.72,0.62,0.63,0.61,0.6,0.58,0.51,0.53,0.58,0.55,0.51,0.53,0.61,0.44,0.45,0.38,0.44,0.4,0.36,0.36,0.4,0.42,0.37,0.37,0.38,0.35,0.32,0.31,0.32,0.37,0.31,0.34,0.35,0.31,0.36,0.32,0.33,0.33,0.35,0.35,0.29,0.3,0.28,0.29,0.29,0.25,0.27,0.28,0.24,0.25,0.23,0.23,0.27,0.29,0.24,0.26,0.27,0.28,0.25,0.24,0.24,0.24,0.2,0.26,0.23,0.25,0.21,0.19,0.22,0.23,0.21,0.21,0.22,0.19,0.22,0.2,0.2,0.23,0.18,0.19,0.18,0.18,0.19,0.19,0.2,0.17,0.2,0.21,0.21,0.18,0.19,0.14,0.18,0.18,0.17,0.17,0.15,0.17,0.16,0.14,0.14,0.17,0.14,0.21,0.16,0.13,0.14,0.16,0.17,0.14,0.16,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.15,0.13,0.13,0.13,0.11,0.13,0.14,0.14,0.12,0.13,0.14,0.11,0.13,0.12,0.12,0.12,0.13,0.12,0.12,0.13,0.12,0.13,0.13,0.11,0.11,0.13,0.13,0.0,0.12,0.11,0.11,0.12,0.11,0.13,0.12,0.15,0.12,0.12,0.12,0.0,0.13,0.12,0.0,0.12,0.14,0.11,0.25,0.13,0.0,0.12,0.0,0.11,0.11,0.0,0.12,0.11,0.11,0.0,0.14,0.11,0.0,0.0,0.0,0.11,0.15,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.1,0.12,0.0,0.11,0.0,0.0,0.12,0.11,0.11,0.0,0.12,0.13,0.0,0.11,0.14,0.11,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.49000000000001
