,NESN.SW,ASML.AS,ROG.SW,MC.PA,NOVN.SW,7203.T,AZN.L,ULVR.L,1299.HK,SAP.DE,NOVO B.CO,CBA.AX,6758.T,SIE.DE,HSBA.L,SAN.PA,DGE.L,TTE.PA,OR.PA,BHP.AX,ALV.DE,6861.T,GSK.L,CSL.AX,RIO.L,BP.L,SU.PA,BATS.L,9984.T,RDSA.AS,AI.PA,AIR.PA,ENEL.MI,DAI.DE,388.HK,BAS.DE,IBE.MC,RYDBF,ADS.DE,DTE.DE,WBC.AX,6098.T,BNP.PA,DPW.DE,7974.T,8306.T,SAN.MC,KER.PA,NAB.AX,8035.T,RKT.L,BHP.L,RITN.,4063.T,ANZ.AX,ABBN.SW,ZURN.SW,BAYN.DE,DG.PA,6501.T,UBSG.SW,7267.T,4502.T,ABI.BR,REL.L,LONN.SW,6594.T,AAL.L,IFX.DE,EL.PA,7741.T,ADYEN.AS,WES.AX,CS.PA,9433.T,PRU.L,INGA.AS,DSV.CO,6367.T,SAF.PA,8316.T,LLOY.L,PRX.AS,RI.PA,NG.L,RMS.PA,6981.T,BN.PA,SIKA.SW,6954.T,ISP.MI,VOW3.DE,VOD.L,PHIA.AS,9983.T,GIVN.SW,GLEN.L,INVE B.ST,BARC.L,VWS.CO,ATCO A.ST,BBVA.MC,D05.SI,MQG.AX,STLA.MI,CRH.L,CPG.L,9434.T,6702.T,ITX.MC,ERIC B.ST,MUV2.DE,3382.T,PGHN.SW,WOW.AX,ALC.SW,8058.T,EXPN.L,LSEG.L,4568.T,NDA SE.ST,VNA.DE,8031.T,BMW.DE,AHT.L,SGO.PA,6273.T,RIO.AX,8411.T,VOLV B.ST,8001.T,9432.T,DB1.DE,CLNX.MC,DSY.PA,DSM.AS,2413.T,4503.T,ASSA B.ST,4452.T,O39.SI,HOLN.SW,ENI.MI,FLTR.L,HEIA.AS,CAP.PA,AD.AS,AMS.MC,FERG.L,LR.PA,8766.T,SAND.ST,EVO.ST,HEXA B.ST,4661.T,4911.T,FMG.AX,TCL.AX,EUR,6902.T,NOKIA.HE,SREN.SW,4901.T,ML.PA,WKL.AS,KNEBV.HE,GMAB.CO,GEBN.SW,ORSTED.CO,4543.T,UCG.MI,TSCO.L,ENGI.PA,MRK.DE,STM.PA,CSGN.SW,GMG.AX,DBK.DE,RACE.MI,4519.T,6752.T,NESTE.HE,EOAN.DE,5108.T,7733.T,AKZA.AS,SAMPO.HE,BA.L,BT.A.L,669.HK,RWE.DE,GLE.PA,VIV.PA,TEP.PA,TEF.MC,6503.T,6301.T,2502.T,LOGN.SW,MT.AS,DSYA.,9020.T,SOON.SW,AV.L,FRE.DE,8801.T,LGEN.L,2914.T,SSE.L,9022.T,688006.SS,ZAL.DE,KRZ.IR,7751.T,ATCOB.ST,SEB A.ST,603613.SS,WLN.PA,DHER.DE,8591.T,UPM.HE,G.MI,ORA.PA,XTSLA,U11.SI,CFR.SW,GBP,JPY,SE,6326.T,EQNR.OL,7309.T,8750.T,6869.T,n/a,KBC.BR,DNB.OL,ASM.AS,SGRO.L,VIE.PA,6920.T,SUM
08/30/2021,2.09,1.96,1.61,1.17,1.17,1.06,1.05,0.84,0.84,0.89,1.03,0.75,0.75,0.72,0.64,0.68,0.64,0.63,0.67,0.55,0.56,0.66,0.59,0.59,0.47,0.48,0.55,0.46,0.41,0.46,0.48,0.46,0.42,0.41,0.43,0.41,0.42,0.42,0.39,0.42,0.4,0.44,0.41,0.4,0.31,0.38,0.37,0.34,0.38,0.36,0.31,0.37,0.0,0.33,0.34,0.37,0.38,0.31,0.33,0.31,0.36,0.28,0.3,0.27,0.33,0.36,0.29,0.31,0.31,0.31,0.34,0.36,0.3,0.31,0.29,0.32,0.31,0.3,0.35,0.25,0.26,0.25,0.45,0.25,0.26,0.27,0.27,0.27,0.29,0.24,0.26,0.25,0.26,0.23,0.22,0.27,0.26,0.25,0.25,0.24,0.27,0.25,0.23,0.24,0.24,0.24,0.21,0.22,0.2,0.21,0.2,0.24,0.19,0.23,0.22,0.23,0.22,0.23,0.2,0.23,0.22,0.21,0.19,0.17,0.2,0.21,0.21,0.17,0.2,0.19,0.2,0.2,0.19,0.21,0.22,0.21,0.17,0.18,0.18,0.17,0.17,0.17,0.18,0.19,0.16,0.21,0.2,0.16,0.18,0.18,0.18,0.17,0.16,0.19,0.17,0.15,0.14,0.16,0.0,0.17,0.19,0.16,0.17,0.16,0.18,0.16,0.18,0.18,0.17,0.15,0.15,0.15,0.15,0.18,0.17,0.15,0.16,0.15,0.16,0.15,0.15,0.15,0.17,0.15,0.14,0.0,0.15,0.14,0.0,0.17,0.14,0.15,0.16,0.15,0.15,0.14,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.34,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.97
08/31/2021,2.11,2.0,1.62,1.17,1.18,1.05,1.04,0.84,0.85,0.89,1.01,0.75,0.74,0.73,0.63,0.68,0.64,0.64,0.67,0.55,0.55,0.66,0.59,0.59,0.48,0.49,0.55,0.46,0.4,0.47,0.48,0.46,0.42,0.41,0.43,0.41,0.42,0.42,0.39,0.42,0.4,0.45,0.41,0.4,0.3,0.38,0.37,0.34,0.38,0.36,0.31,0.38,0.0,0.33,0.34,0.37,0.38,0.31,0.33,0.31,0.35,0.28,0.3,0.27,0.33,0.36,0.29,0.31,0.32,0.31,0.33,0.36,0.3,0.31,0.29,0.31,0.31,0.3,0.34,0.25,0.26,0.25,0.45,0.25,0.26,0.27,0.27,0.27,0.3,0.23,0.27,0.25,0.26,0.23,0.22,0.27,0.26,0.25,0.25,0.23,0.27,0.25,0.23,0.24,0.24,0.24,0.21,0.22,0.2,0.21,0.2,0.24,0.19,0.23,0.22,0.23,0.21,0.23,0.21,0.23,0.22,0.21,0.19,0.18,0.2,0.21,0.21,0.17,0.19,0.19,0.2,0.2,0.19,0.21,0.22,0.21,0.17,0.18,0.19,0.17,0.17,0.17,0.18,0.19,0.16,0.21,0.2,0.16,0.18,0.18,0.18,0.17,0.16,0.19,0.17,0.15,0.14,0.16,0.0,0.17,0.19,0.16,0.16,0.16,0.18,0.17,0.18,0.18,0.17,0.15,0.15,0.16,0.15,0.17,0.17,0.15,0.16,0.15,0.16,0.15,0.15,0.14,0.17,0.15,0.14,0.0,0.15,0.14,0.0,0.17,0.14,0.15,0.16,0.15,0.15,0.14,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.34,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0
09/01/2021,2.11,2.0,1.62,1.17,1.18,1.05,1.04,0.84,0.85,0.89,1.01,0.75,0.74,0.73,0.63,0.68,0.64,0.64,0.67,0.55,0.55,0.66,0.59,0.59,0.48,0.49,0.55,0.46,0.4,0.47,0.48,0.46,0.42,0.41,0.43,0.41,0.42,0.42,0.39,0.42,0.4,0.45,0.41,0.4,0.3,0.38,0.37,0.34,0.38,0.36,0.31,0.38,0.0,0.33,0.34,0.37,0.38,0.31,0.33,0.31,0.35,0.28,0.3,0.27,0.33,0.36,0.29,0.31,0.32,0.31,0.33,0.36,0.3,0.31,0.29,0.31,0.31,0.3,0.34,0.25,0.26,0.25,0.45,0.25,0.26,0.27,0.27,0.27,0.3,0.23,0.27,0.25,0.26,0.23,0.22,0.27,0.26,0.25,0.25,0.23,0.27,0.25,0.23,0.24,0.24,0.24,0.21,0.22,0.2,0.21,0.2,0.24,0.19,0.23,0.22,0.23,0.21,0.23,0.21,0.23,0.22,0.21,0.19,0.18,0.2,0.21,0.21,0.17,0.19,0.19,0.2,0.2,0.19,0.21,0.22,0.21,0.17,0.18,0.19,0.17,0.17,0.17,0.18,0.19,0.16,0.21,0.2,0.16,0.18,0.18,0.18,0.17,0.16,0.19,0.17,0.15,0.14,0.16,0.0,0.17,0.19,0.16,0.16,0.16,0.18,0.17,0.18,0.18,0.17,0.15,0.15,0.16,0.15,0.17,0.17,0.15,0.16,0.15,0.16,0.15,0.15,0.14,0.17,0.15,0.14,0.0,0.15,0.14,0.0,0.17,0.14,0.15,0.16,0.15,0.15,0.14,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.34,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0
09/02/2021,2.1,2.01,1.6,1.17,1.16,1.05,1.04,0.84,0.83,0.89,1.01,0.74,0.74,0.73,0.63,0.67,0.64,0.64,0.67,0.56,0.55,0.66,0.58,0.59,0.48,0.48,0.55,0.46,0.4,0.47,0.49,0.46,0.42,0.41,0.43,0.41,0.42,0.42,0.39,0.41,0.39,0.45,0.4,0.4,0.31,0.38,0.36,0.34,0.38,0.36,0.31,0.38,0.0,0.33,0.33,0.37,0.38,0.31,0.32,0.31,0.35,0.28,0.3,0.27,0.33,0.36,0.29,0.31,0.32,0.31,0.34,0.37,0.28,0.31,0.29,0.31,0.31,0.3,0.35,0.25,0.26,0.25,0.44,0.25,0.26,0.27,0.27,0.27,0.29,0.23,0.26,0.25,0.26,0.23,0.22,0.27,0.26,0.25,0.25,0.23,0.27,0.25,0.23,0.24,0.23,0.24,0.21,0.22,0.2,0.21,0.2,0.23,0.19,0.23,0.22,0.23,0.22,0.23,0.2,0.23,0.22,0.21,0.2,0.18,0.2,0.21,0.21,0.18,0.19,0.19,0.2,0.2,0.19,0.2,0.22,0.21,0.17,0.18,0.19,0.17,0.17,0.17,0.18,0.19,0.16,0.21,0.2,0.15,0.18,0.18,0.18,0.17,0.16,0.2,0.17,0.15,0.15,0.16,0.0,0.17,0.19,0.16,0.17,0.16,0.18,0.16,0.18,0.18,0.17,0.15,0.15,0.15,0.15,0.18,0.17,0.15,0.16,0.15,0.16,0.15,0.15,0.15,0.17,0.15,0.14,0.0,0.15,0.14,0.0,0.17,0.14,0.14,0.16,0.15,0.15,0.14,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.13,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.13,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.13,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.84
09/03/2021,2.08,1.99,1.61,1.17,1.18,1.06,1.04,0.83,0.83,0.9,0.97,0.74,0.74,0.73,0.62,0.67,0.64,0.63,0.67,0.56,0.55,0.67,0.58,0.59,0.48,0.47,0.55,0.47,0.39,0.46,0.48,0.46,0.42,0.41,0.43,0.41,0.42,0.42,0.39,0.4,0.4,0.46,0.41,0.4,0.31,0.38,0.37,0.34,0.38,0.37,0.31,0.38,0.0,0.34,0.33,0.37,0.38,0.31,0.33,0.31,0.35,0.28,0.3,0.27,0.33,0.36,0.29,0.31,0.32,0.32,0.34,0.36,0.28,0.31,0.28,0.31,0.31,0.29,0.35,0.25,0.26,0.24,0.47,0.25,0.26,0.27,0.27,0.27,0.29,0.24,0.27,0.25,0.27,0.24,0.22,0.26,0.26,0.25,0.25,0.23,0.26,0.25,0.23,0.24,0.23,0.24,0.21,0.22,0.21,0.21,0.2,0.23,0.19,0.23,0.22,0.24,0.22,0.23,0.2,0.24,0.22,0.21,0.19,0.18,0.2,0.21,0.21,0.17,0.19,0.18,0.2,0.2,0.19,0.2,0.22,0.21,0.17,0.18,0.18,0.17,0.16,0.17,0.18,0.19,0.16,0.21,0.2,0.16,0.19,0.17,0.18,0.16,0.16,0.19,0.17,0.15,0.15,0.16,0.0,0.17,0.18,0.16,0.17,0.16,0.18,0.16,0.18,0.18,0.17,0.15,0.15,0.16,0.15,0.18,0.17,0.15,0.16,0.15,0.16,0.15,0.15,0.15,0.17,0.15,0.14,0.0,0.15,0.14,0.0,0.17,0.14,0.15,0.16,0.15,0.15,0.14,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.0,0.33,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.82999999999998
09/06/2021,2.05,2.03,1.58,1.2,1.16,1.05,1.04,0.81,0.81,0.88,0.96,0.75,0.75,0.73,0.62,0.67,0.65,0.63,0.68,0.52,0.55,0.67,0.58,0.58,0.47,0.47,0.56,0.46,0.38,0.47,0.48,0.46,0.42,0.4,0.43,0.4,0.42,0.42,0.38,0.4,0.4,0.45,0.41,0.4,0.31,0.38,0.36,0.35,0.39,0.37,0.31,0.35,0.0,0.34,0.33,0.37,0.37,0.31,0.33,0.31,0.35,0.28,0.3,0.26,0.33,0.36,0.29,0.31,0.32,0.32,0.34,0.36,0.27,0.31,0.28,0.31,0.31,0.3,0.35,0.25,0.26,0.24,0.49,0.26,0.26,0.27,0.28,0.27,0.29,0.24,0.27,0.25,0.26,0.25,0.22,0.26,0.26,0.25,0.25,0.24,0.26,0.25,0.23,0.24,0.23,0.23,0.21,0.22,0.21,0.22,0.2,0.23,0.19,0.23,0.21,0.24,0.22,0.23,0.21,0.24,0.23,0.2,0.19,0.18,0.2,0.21,0.21,0.17,0.19,0.18,0.2,0.2,0.19,0.2,0.22,0.21,0.17,0.18,0.18,0.16,0.16,0.17,0.18,0.19,0.16,0.21,0.2,0.16,0.19,0.17,0.18,0.16,0.17,0.2,0.17,0.15,0.15,0.16,0.0,0.17,0.19,0.16,0.17,0.16,0.17,0.16,0.18,0.18,0.17,0.16,0.15,0.15,0.15,0.18,0.17,0.15,0.16,0.15,0.16,0.15,0.15,0.15,0.17,0.15,0.14,0.0,0.15,0.14,0.0,0.17,0.14,0.15,0.16,0.15,0.14,0.14,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.13,0.0,0.0,0.0,0.14,0.0,0.0,0.13,0.13,0.0,0.0,0.34,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.72999999999999
09/07/2021,2.04,2.02,1.58,1.18,1.14,1.06,1.03,0.81,0.81,0.88,0.95,0.76,0.77,0.73,0.61,0.67,0.65,0.62,0.67,0.52,0.54,0.68,0.58,0.58,0.47,0.47,0.55,0.46,0.38,0.46,0.48,0.45,0.42,0.4,0.42,0.4,0.42,0.41,0.38,0.4,0.4,0.45,0.41,0.39,0.31,0.38,0.36,0.34,0.4,0.38,0.32,0.35,0.0,0.35,0.33,0.37,0.37,0.31,0.32,0.32,0.35,0.28,0.3,0.26,0.33,0.35,0.3,0.31,0.32,0.32,0.34,0.35,0.27,0.31,0.29,0.31,0.31,0.3,0.36,0.24,0.26,0.24,0.48,0.26,0.26,0.27,0.28,0.27,0.29,0.25,0.26,0.25,0.26,0.24,0.22,0.26,0.26,0.25,0.25,0.24,0.26,0.25,0.23,0.24,0.23,0.23,0.21,0.22,0.21,0.22,0.2,0.23,0.19,0.23,0.22,0.24,0.22,0.23,0.2,0.25,0.23,0.2,0.19,0.18,0.2,0.21,0.22,0.17,0.2,0.18,0.2,0.21,0.19,0.2,0.22,0.21,0.18,0.18,0.18,0.17,0.16,0.17,0.18,0.19,0.16,0.21,0.2,0.15,0.19,0.17,0.18,0.16,0.16,0.19,0.17,0.16,0.15,0.16,0.0,0.18,0.18,0.15,0.17,0.16,0.17,0.16,0.18,0.17,0.17,0.16,0.15,0.15,0.15,0.18,0.17,0.15,0.16,0.15,0.16,0.15,0.15,0.15,0.17,0.15,0.14,0.0,0.15,0.14,0.0,0.17,0.14,0.14,0.16,0.15,0.14,0.14,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.14,0.0,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.16,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.64
09/08/2021,2.04,2.02,1.58,1.18,1.14,1.06,1.03,0.81,0.81,0.88,0.95,0.76,0.77,0.73,0.61,0.67,0.65,0.62,0.67,0.52,0.54,0.68,0.58,0.58,0.47,0.47,0.55,0.46,0.38,0.46,0.48,0.45,0.42,0.4,0.42,0.4,0.42,0.41,0.38,0.4,0.4,0.45,0.41,0.39,0.31,0.38,0.36,0.34,0.4,0.38,0.32,0.35,0.0,0.35,0.33,0.37,0.37,0.31,0.32,0.32,0.35,0.28,0.3,0.26,0.33,0.35,0.3,0.31,0.32,0.32,0.34,0.35,0.27,0.31,0.29,0.31,0.31,0.3,0.36,0.24,0.26,0.24,0.48,0.26,0.26,0.27,0.28,0.27,0.29,0.25,0.26,0.25,0.26,0.24,0.22,0.26,0.26,0.25,0.25,0.24,0.26,0.25,0.23,0.24,0.23,0.23,0.21,0.22,0.21,0.22,0.2,0.23,0.19,0.23,0.22,0.24,0.22,0.23,0.2,0.25,0.23,0.2,0.19,0.18,0.2,0.21,0.22,0.17,0.2,0.18,0.2,0.21,0.19,0.2,0.22,0.21,0.18,0.18,0.18,0.17,0.16,0.17,0.18,0.19,0.16,0.21,0.2,0.15,0.19,0.17,0.18,0.16,0.16,0.19,0.17,0.16,0.15,0.16,0.0,0.18,0.18,0.15,0.17,0.16,0.17,0.16,0.18,0.17,0.17,0.16,0.15,0.15,0.15,0.18,0.17,0.15,0.16,0.15,0.16,0.15,0.15,0.15,0.17,0.15,0.14,0.0,0.15,0.14,0.0,0.17,0.14,0.14,0.16,0.15,0.14,0.14,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.14,0.0,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.16,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.64
09/09/2021,2.05,2.07,1.59,1.2,1.14,1.08,1.04,0.82,0.83,0.89,0.96,0.76,0.77,0.75,0.61,0.66,0.65,0.63,0.67,0.52,0.55,0.69,0.58,0.58,0.47,0.47,0.56,0.46,0.39,0.46,0.48,0.46,0.42,0.4,0.43,0.4,0.41,0.42,0.38,0.4,0.4,0.46,0.41,0.39,0.32,0.38,0.36,0.35,0.4,0.38,0.32,0.35,0.0,0.35,0.33,0.37,0.37,0.31,0.32,0.33,0.35,0.28,0.3,0.26,0.33,0.36,0.3,0.31,0.32,0.32,0.34,0.36,0.27,0.31,0.3,0.32,0.31,0.3,0.37,0.24,0.26,0.24,0.49,0.26,0.26,0.27,0.29,0.27,0.29,0.26,0.27,0.25,0.26,0.25,0.23,0.26,0.26,0.25,0.25,0.24,0.26,0.25,0.23,0.25,0.23,0.23,0.21,0.23,0.22,0.22,0.2,0.23,0.19,0.23,0.22,0.24,0.22,0.24,0.21,0.25,0.23,0.19,0.19,0.18,0.2,0.21,0.23,0.17,0.2,0.18,0.21,0.21,0.18,0.2,0.22,0.21,0.18,0.18,0.18,0.17,0.16,0.16,0.18,0.19,0.16,0.21,0.2,0.16,0.19,0.17,0.18,0.17,0.16,0.2,0.17,0.16,0.0,0.16,0.0,0.18,0.18,0.15,0.18,0.16,0.17,0.16,0.18,0.17,0.17,0.17,0.16,0.15,0.15,0.18,0.17,0.15,0.16,0.15,0.16,0.15,0.16,0.15,0.17,0.15,0.14,0.0,0.15,0.14,0.0,0.17,0.14,0.14,0.16,0.15,0.14,0.14,0.0,0.13,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.0,0.13,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.16,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.11999999999999
09/10/2021,2.03,2.03,1.55,1.2,1.12,1.08,1.01,0.81,0.83,0.88,0.96,0.75,0.77,0.74,0.6,0.65,0.64,0.62,0.66,0.51,0.54,0.72,0.57,0.58,0.47,0.47,0.55,0.46,0.43,0.46,0.47,0.45,0.41,0.4,0.44,0.4,0.41,0.41,0.38,0.4,0.4,0.46,0.41,0.39,0.32,0.38,0.36,0.35,0.39,0.38,0.32,0.35,0.0,0.36,0.33,0.36,0.37,0.31,0.32,0.32,0.35,0.28,0.3,0.25,0.33,0.35,0.3,0.31,0.32,0.32,0.34,0.35,0.27,0.3,0.31,0.31,0.31,0.3,0.37,0.23,0.26,0.24,0.5,0.26,0.26,0.27,0.3,0.26,0.29,0.25,0.26,0.25,0.26,0.25,0.23,0.26,0.26,0.24,0.24,0.24,0.26,0.25,0.23,0.24,0.23,0.23,0.2,0.23,0.21,0.22,0.2,0.22,0.19,0.23,0.21,0.24,0.22,0.23,0.21,0.25,0.22,0.19,0.19,0.18,0.2,0.21,0.22,0.17,0.2,0.18,0.21,0.21,0.18,0.19,0.22,0.2,0.18,0.18,0.18,0.17,0.16,0.15,0.18,0.19,0.16,0.2,0.2,0.16,0.19,0.17,0.18,0.17,0.16,0.19,0.17,0.16,0.0,0.16,0.0,0.18,0.18,0.15,0.18,0.16,0.17,0.16,0.17,0.17,0.17,0.17,0.15,0.15,0.14,0.17,0.17,0.15,0.16,0.15,0.16,0.15,0.16,0.15,0.16,0.15,0.14,0.0,0.15,0.14,0.0,0.17,0.14,0.14,0.16,0.15,0.14,0.14,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.13,0.0,0.0,0.0,0.14,0.0,0.13,0.0,0.0,0.0,0.0,0.34,0.16,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.61
09/13/2021,2.04,2.02,1.51,1.22,1.09,1.08,1.0,0.81,0.82,0.86,0.95,0.75,0.78,0.73,0.6,0.63,0.64,0.62,0.67,0.5,0.54,0.73,0.56,0.58,0.45,0.47,0.55,0.46,0.44,0.46,0.48,0.45,0.41,0.39,0.43,0.4,0.41,0.41,0.38,0.4,0.39,0.47,0.4,0.39,0.31,0.39,0.36,0.35,0.39,0.4,0.32,0.34,0.0,0.36,0.33,0.36,0.37,0.3,0.32,0.33,0.34,0.29,0.31,0.25,0.33,0.35,0.3,0.31,0.32,0.33,0.35,0.35,0.27,0.3,0.31,0.3,0.31,0.3,0.37,0.24,0.26,0.24,0.46,0.26,0.26,0.27,0.3,0.26,0.28,0.26,0.26,0.24,0.26,0.24,0.23,0.26,0.26,0.24,0.24,0.23,0.26,0.25,0.23,0.25,0.23,0.23,0.2,0.24,0.22,0.22,0.2,0.23,0.2,0.22,0.21,0.24,0.23,0.23,0.21,0.25,0.22,0.19,0.2,0.17,0.2,0.21,0.22,0.16,0.2,0.18,0.21,0.21,0.18,0.2,0.22,0.21,0.18,0.18,0.18,0.17,0.16,0.15,0.18,0.19,0.16,0.2,0.2,0.16,0.19,0.17,0.18,0.16,0.16,0.19,0.17,0.16,0.13,0.16,0.0,0.18,0.18,0.15,0.18,0.16,0.17,0.15,0.17,0.17,0.16,0.17,0.16,0.15,0.15,0.18,0.17,0.15,0.16,0.15,0.16,0.15,0.16,0.15,0.17,0.15,0.15,0.0,0.15,0.14,0.0,0.17,0.14,0.14,0.16,0.15,0.14,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.14,0.0,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.17,0.0,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.52
09/14/2021,2.04,2.05,1.49,1.23,1.08,1.09,0.99,0.81,0.84,0.86,0.95,0.75,0.79,0.75,0.6,0.62,0.64,0.61,0.67,0.51,0.53,0.74,0.56,0.57,0.46,0.47,0.55,0.45,0.44,0.46,0.47,0.45,0.4,0.4,0.44,0.4,0.4,0.41,0.38,0.39,0.39,0.49,0.4,0.39,0.32,0.4,0.35,0.35,0.39,0.42,0.32,0.34,0.0,0.38,0.33,0.36,0.37,0.3,0.31,0.33,0.34,0.29,0.3,0.25,0.33,0.35,0.31,0.31,0.33,0.32,0.35,0.36,0.27,0.3,0.31,0.3,0.3,0.3,0.37,0.24,0.27,0.24,0.46,0.26,0.26,0.28,0.31,0.26,0.28,0.26,0.26,0.24,0.26,0.24,0.23,0.26,0.26,0.24,0.24,0.23,0.26,0.25,0.23,0.25,0.23,0.23,0.2,0.24,0.22,0.21,0.2,0.23,0.2,0.22,0.21,0.24,0.23,0.24,0.21,0.26,0.22,0.19,0.2,0.18,0.21,0.21,0.23,0.16,0.2,0.18,0.22,0.22,0.18,0.19,0.21,0.2,0.19,0.18,0.18,0.17,0.17,0.15,0.18,0.19,0.15,0.2,0.2,0.16,0.19,0.17,0.18,0.16,0.16,0.19,0.17,0.17,0.0,0.16,0.0,0.18,0.18,0.15,0.18,0.15,0.17,0.15,0.16,0.17,0.16,0.17,0.15,0.15,0.14,0.18,0.17,0.15,0.16,0.15,0.16,0.14,0.16,0.15,0.16,0.16,0.15,0.0,0.15,0.14,0.0,0.17,0.14,0.14,0.16,0.15,0.14,0.15,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.14,0.0,0.14,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.13,0.35,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.64999999999999
