,B 0 08/26/21,URC.V,XOM,CVX,BRK.B,AMT,JPM,AMZN,PLD,CCI,COP,BAC,FB,EQIX,PYPL,HON,UPS,EOG,PSA,UNP,GOOGL,GOOG,NFLX,WFC,SPG,SLB,DLR,CRM,BA,CSCO,RTX,CAT,GE,MPC,PXD,MMM,PSX,SBAC,WELL,DE,C,KMI,MS,ZM,WMB,GS,AVB,CBRE,VLO,BLK,LMT,EQR,SNAP,WY,SCHW,OXY,DOCU,AXP,O,TWTR,ARE,OKE,PINS,SPGI,FDX,HES,MTCH,EXR,EBAY,VEEV,WDAY,VTR,NSC,ITW,ESS,HAL,MAA,PNC,OKTA,ETN,USB,PEAK,ETSY,EMR,DRE,CME,TFC,WM,CB,NOC,MMC,FANG,DDOG,DVN,COF,BXP,VRSN,TDOC,COUP,BKR,ICE,EXPE,ROP,JCI,W,UDR,ANET,AKAM,TT,LHX,MCO,PGR,Z,GDDY,GD,INFO,CTXS,AON,IRM,SNOW,PH,HST,CARR,CMI,TDG,TROW,MET,MSCI,MRO,ROK,REG,SWK,DBX,CTAS,OTIS,NTNX,CIEN,JNPR,LUV,AIG,BK,AME,PRU,PCAR,FAST,KIM,ALL,EFX,VRSK,TRV,DAL,CPRT,DFS,FRT,FSLY,GNRC,KSU,AFL,FRC,APA,CSX,COMM,VNO,ODFL,FTV,BOX,RSG,URI,WLTW,SIVB,BMBL,STT,AJG,DOV,AMP,EXPD,XYL,COG,CLDR,VG,FITB,SYF,TDY,GWW,NOV,IR,NTRS,J,UAL,HIG,IEX,HBAN,TXT,KEY,NDAQ,CFG,MAS,RF,WAB,MTB,U.S. Bank Money Market Deposit Account,Bumble Inc Ordinary Shares Class A,LDOS,JBHT,AAL,FBHS,GE.,n/a,CINF,BIDI11.SA,PWR,ABNB,ZI,AAPL,MSFT,TSLA,HD,NVDA,NKE,MCD,V,LOW,MA,SBUX,ADBE,TGT,BKNG,INTC,ACN,AVGO,TXN,TJX,GM,INTU,ORCL,QCOM,IBM,NOW,AMD,F,AMAT,CMG,DG,MAR,ORLY,APTV,ADI,ROST,HLT,ADP,LRCX,YUM,AZO,MU,FIS,FISV,ADSK,DHI,LEN,CZR,BBY,GRMN,KLAC,TSCO,NXPI,DLTR,VFC,GPN,SNPS,KMX,CCL,TEL,RCL,DRI,APH,ULTA,CDNS,RJF,MCHP,FTNT,POOL,MGM,CTSH,PFG,MSI,MKTX,DPZ,GPC,XLNX,BBWI WI,PAYX,NVR,HPQ,BRO,CBOE,ANSS,LKQ,ENPH,SUM
08/31/2021,0.0,0.0,4.51,3.66,2.64,2.75,2.4,1.83,2.07,1.76,1.45,1.55,1.56,1.58,1.03,1.04,0.9,0.77,1.02,0.95,1.1,1.06,0.95,0.99,0.91,0.77,0.95,0.96,0.77,0.94,0.83,0.75,0.74,0.72,0.66,0.74,0.6,0.81,0.75,0.77,0.73,0.61,0.76,0.57,0.57,0.67,0.66,0.67,0.52,0.66,0.57,0.6,0.59,0.56,0.54,0.39,0.57,0.53,0.56,0.49,0.6,0.46,0.35,0.51,0.42,0.36,0.4,0.51,0.51,0.48,0.48,0.43,0.42,0.43,0.44,0.34,0.46,0.4,0.43,0.44,0.38,0.4,0.4,0.41,0.4,0.35,0.38,0.39,0.41,0.35,0.39,0.26,0.44,0.34,0.38,0.34,0.31,0.29,0.29,0.32,0.32,0.28,0.33,0.35,0.3,0.33,0.31,0.29,0.31,0.31,0.29,0.28,0.23,0.23,0.29,0.29,0.23,0.31,0.28,0.33,0.26,0.24,0.3,0.22,0.21,0.24,0.22,0.26,0.18,0.24,0.22,0.2,0.22,0.22,0.24,0.2,0.2,0.22,0.19,0.23,0.22,0.2,0.2,0.18,0.21,0.2,0.2,0.21,0.21,0.2,0.17,0.19,0.2,0.18,0.13,0.17,0.17,0.17,0.17,0.13,0.35,0.11,0.14,0.17,0.16,0.14,0.17,0.16,0.13,0.14,0.13,0.16,0.14,0.16,0.15,0.14,0.16,0.11,0.14,0.0,0.13,0.13,0.14,0.12,0.1,0.13,0.12,0.11,0.1,0.12,0.11,0.11,0.1,0.1,0.11,0.09,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.13,0.0,0.12,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.78
09/01/2021,0.0,0.0,4.54,3.66,2.62,2.74,2.38,1.82,2.05,1.74,1.47,1.55,1.57,1.56,1.03,1.03,0.89,0.78,1.01,0.94,1.11,1.06,0.95,0.99,0.92,0.78,0.94,0.94,0.78,0.93,0.83,0.75,0.75,0.73,0.67,0.72,0.61,0.81,0.75,0.76,0.73,0.62,0.76,0.57,0.57,0.67,0.66,0.67,0.53,0.66,0.57,0.6,0.6,0.56,0.55,0.41,0.57,0.53,0.56,0.49,0.59,0.46,0.35,0.5,0.42,0.37,0.41,0.51,0.5,0.48,0.52,0.43,0.42,0.43,0.44,0.35,0.45,0.4,0.43,0.43,0.38,0.4,0.39,0.4,0.4,0.34,0.38,0.38,0.41,0.35,0.38,0.27,0.45,0.35,0.38,0.34,0.31,0.29,0.3,0.32,0.32,0.28,0.33,0.34,0.3,0.33,0.31,0.28,0.31,0.3,0.29,0.28,0.23,0.23,0.29,0.29,0.23,0.31,0.28,0.32,0.25,0.24,0.3,0.22,0.21,0.25,0.22,0.25,0.18,0.24,0.22,0.2,0.22,0.22,0.24,0.2,0.2,0.22,0.19,0.23,0.22,0.2,0.21,0.18,0.2,0.2,0.2,0.21,0.21,0.19,0.17,0.19,0.2,0.18,0.13,0.17,0.17,0.17,0.17,0.14,0.35,0.11,0.14,0.17,0.16,0.15,0.17,0.16,0.13,0.14,0.14,0.16,0.14,0.16,0.15,0.14,0.15,0.12,0.14,0.0,0.13,0.14,0.14,0.12,0.1,0.13,0.12,0.11,0.1,0.12,0.11,0.11,0.11,0.1,0.11,0.09,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.13,0.0,0.12,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.76
09/02/2021,0.0,0.0,4.54,3.66,2.62,2.74,2.38,1.82,2.05,1.74,1.47,1.55,1.57,1.56,1.03,1.03,0.89,0.78,1.01,0.94,1.11,1.06,0.95,0.99,0.92,0.78,0.94,0.94,0.78,0.93,0.83,0.75,0.75,0.73,0.67,0.72,0.61,0.81,0.75,0.76,0.73,0.62,0.76,0.57,0.57,0.67,0.66,0.67,0.53,0.66,0.57,0.6,0.6,0.56,0.55,0.41,0.57,0.53,0.56,0.49,0.59,0.46,0.35,0.5,0.42,0.37,0.41,0.51,0.5,0.48,0.52,0.43,0.42,0.43,0.44,0.35,0.45,0.4,0.43,0.43,0.38,0.4,0.39,0.4,0.4,0.34,0.38,0.38,0.41,0.35,0.38,0.27,0.45,0.35,0.38,0.34,0.31,0.29,0.3,0.32,0.32,0.28,0.33,0.34,0.3,0.33,0.31,0.28,0.31,0.3,0.29,0.28,0.23,0.23,0.29,0.29,0.23,0.31,0.28,0.32,0.25,0.24,0.3,0.22,0.21,0.25,0.22,0.25,0.18,0.24,0.22,0.2,0.22,0.22,0.24,0.2,0.2,0.22,0.19,0.23,0.22,0.2,0.21,0.18,0.2,0.2,0.2,0.21,0.21,0.19,0.17,0.19,0.2,0.18,0.13,0.17,0.17,0.17,0.17,0.14,0.35,0.11,0.14,0.17,0.16,0.15,0.17,0.16,0.13,0.14,0.14,0.16,0.14,0.16,0.15,0.14,0.15,0.12,0.14,0.0,0.13,0.14,0.14,0.12,0.1,0.13,0.12,0.11,0.1,0.12,0.11,0.11,0.11,0.1,0.11,0.09,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.13,0.0,0.12,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.76
09/03/2021,0.0,0.0,4.49,3.66,2.61,2.8,2.35,1.86,2.09,1.76,1.46,1.52,1.61,1.59,1.07,1.03,0.9,0.76,1.02,0.93,1.11,1.07,0.96,0.97,0.92,0.76,0.96,0.93,0.77,0.93,0.82,0.74,0.74,0.72,0.67,0.73,0.6,0.82,0.75,0.76,0.72,0.61,0.75,0.58,0.57,0.66,0.67,0.68,0.52,0.66,0.57,0.61,0.61,0.57,0.53,0.41,0.58,0.52,0.56,0.5,0.59,0.45,0.34,0.51,0.42,0.36,0.41,0.52,0.51,0.48,0.52,0.44,0.41,0.43,0.44,0.35,0.46,0.39,0.43,0.44,0.37,0.4,0.41,0.4,0.41,0.34,0.37,0.39,0.4,0.35,0.39,0.27,0.45,0.34,0.36,0.33,0.31,0.29,0.31,0.32,0.33,0.28,0.33,0.35,0.3,0.33,0.31,0.29,0.31,0.3,0.3,0.27,0.22,0.23,0.29,0.29,0.23,0.31,0.28,0.32,0.25,0.24,0.3,0.22,0.21,0.25,0.22,0.26,0.18,0.24,0.23,0.2,0.22,0.22,0.24,0.2,0.2,0.22,0.19,0.22,0.22,0.2,0.2,0.18,0.21,0.2,0.19,0.21,0.21,0.19,0.16,0.19,0.19,0.18,0.13,0.18,0.17,0.17,0.17,0.14,0.34,0.11,0.14,0.18,0.16,0.14,0.17,0.16,0.13,0.14,0.14,0.16,0.14,0.16,0.15,0.14,0.16,0.12,0.14,0.0,0.13,0.13,0.14,0.12,0.1,0.13,0.12,0.11,0.1,0.12,0.11,0.11,0.1,0.09,0.11,0.09,0.1,0.09,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.13,0.0,0.13,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.83
09/06/2021,0.0,0.0,4.39,3.56,2.61,2.87,2.34,1.9,2.16,1.81,1.42,1.5,1.62,1.65,1.06,1.02,0.91,0.75,1.05,0.93,1.12,1.07,0.99,0.87,0.94,0.75,0.98,0.95,0.77,0.93,0.82,0.73,0.73,0.7,0.66,0.72,0.58,0.84,0.77,0.76,0.71,0.61,0.75,0.48,0.58,0.66,0.68,0.69,0.5,0.65,0.56,0.62,0.61,0.57,0.53,0.41,0.57,0.52,0.57,0.51,0.6,0.45,0.35,0.52,0.42,0.36,0.4,0.53,0.5,0.49,0.53,0.45,0.4,0.43,0.46,0.34,0.47,0.39,0.43,0.43,0.37,0.41,0.41,0.4,0.42,0.34,0.37,0.39,0.4,0.35,0.39,0.26,0.45,0.32,0.35,0.34,0.32,0.29,0.32,0.32,0.33,0.28,0.33,0.34,0.29,0.34,0.3,0.29,0.3,0.3,0.3,0.27,0.23,0.23,0.29,0.29,0.23,0.31,0.29,0.33,0.25,0.24,0.3,0.22,0.21,0.24,0.22,0.26,0.17,0.24,0.23,0.2,0.23,0.22,0.24,0.2,0.2,0.22,0.19,0.23,0.21,0.2,0.2,0.18,0.2,0.2,0.19,0.21,0.21,0.19,0.17,0.19,0.19,0.18,0.13,0.18,0.17,0.17,0.17,0.14,0.34,0.11,0.14,0.17,0.16,0.15,0.17,0.16,0.13,0.14,0.14,0.16,0.14,0.16,0.15,0.13,0.16,0.13,0.14,0.0,0.13,0.13,0.14,0.12,0.1,0.13,0.12,0.11,0.1,0.12,0.11,0.11,0.1,0.09,0.11,0.09,0.1,0.09,0.1,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.13,0.0,0.15,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.78
09/07/2021,0.0,0.0,4.46,3.61,2.59,2.87,2.33,1.87,2.15,1.8,1.46,1.49,1.58,1.65,1.05,1.02,0.91,0.76,1.05,0.92,1.1,1.05,0.99,0.89,0.93,0.76,0.98,0.93,0.77,0.93,0.82,0.74,0.74,0.71,0.66,0.72,0.58,0.83,0.76,0.77,0.71,0.61,0.75,0.49,0.58,0.66,0.68,0.68,0.51,0.65,0.56,0.62,0.6,0.57,0.52,0.43,0.56,0.51,0.57,0.49,0.6,0.45,0.34,0.51,0.42,0.37,0.43,0.53,0.5,0.46,0.52,0.44,0.4,0.42,0.46,0.35,0.47,0.39,0.44,0.43,0.37,0.41,0.4,0.4,0.42,0.34,0.37,0.39,0.4,0.35,0.39,0.26,0.45,0.33,0.35,0.34,0.32,0.29,0.32,0.32,0.33,0.28,0.33,0.34,0.28,0.34,0.3,0.28,0.31,0.3,0.3,0.27,0.23,0.23,0.29,0.29,0.23,0.31,0.3,0.33,0.24,0.24,0.3,0.22,0.21,0.24,0.22,0.26,0.18,0.24,0.23,0.2,0.23,0.22,0.24,0.22,0.21,0.22,0.19,0.23,0.21,0.2,0.2,0.19,0.21,0.2,0.19,0.21,0.21,0.19,0.17,0.19,0.18,0.18,0.14,0.18,0.17,0.17,0.17,0.14,0.34,0.11,0.14,0.18,0.16,0.14,0.17,0.16,0.14,0.14,0.14,0.16,0.14,0.16,0.15,0.13,0.16,0.13,0.14,0.14,0.13,0.13,0.14,0.12,0.1,0.13,0.12,0.11,0.1,0.12,0.11,0.11,0.11,0.09,0.11,0.09,0.1,0.09,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.16,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.84
09/08/2021,0.0,0.0,4.46,3.61,2.59,2.87,2.33,1.87,2.15,1.8,1.46,1.49,1.58,1.65,1.05,1.02,0.91,0.76,1.05,0.92,1.1,1.05,0.99,0.89,0.93,0.76,0.98,0.93,0.77,0.93,0.82,0.74,0.74,0.71,0.66,0.72,0.58,0.83,0.76,0.77,0.71,0.61,0.75,0.49,0.58,0.66,0.68,0.68,0.51,0.65,0.56,0.62,0.6,0.57,0.52,0.43,0.56,0.51,0.57,0.49,0.6,0.45,0.34,0.51,0.42,0.37,0.43,0.53,0.5,0.46,0.52,0.44,0.4,0.42,0.46,0.35,0.47,0.39,0.44,0.43,0.37,0.41,0.4,0.4,0.42,0.34,0.37,0.39,0.4,0.35,0.39,0.26,0.45,0.33,0.35,0.34,0.32,0.29,0.32,0.32,0.33,0.28,0.33,0.34,0.28,0.34,0.3,0.28,0.31,0.3,0.3,0.27,0.23,0.23,0.29,0.29,0.23,0.31,0.3,0.33,0.24,0.24,0.3,0.22,0.21,0.24,0.22,0.26,0.18,0.24,0.23,0.2,0.23,0.22,0.24,0.22,0.21,0.22,0.19,0.23,0.21,0.2,0.2,0.19,0.21,0.2,0.19,0.21,0.21,0.19,0.17,0.19,0.18,0.18,0.14,0.18,0.17,0.17,0.17,0.14,0.34,0.11,0.14,0.18,0.16,0.14,0.17,0.16,0.14,0.14,0.14,0.16,0.14,0.16,0.15,0.13,0.16,0.13,0.14,0.14,0.13,0.13,0.14,0.12,0.1,0.13,0.12,0.11,0.1,0.12,0.11,0.11,0.11,0.09,0.11,0.09,0.1,0.09,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.16,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.84
09/09/2021,0.0,0.0,4.46,3.61,2.59,2.87,2.33,1.87,2.15,1.8,1.46,1.49,1.58,1.65,1.05,1.02,0.91,0.76,1.05,0.92,1.1,1.05,0.99,0.89,0.93,0.76,0.98,0.93,0.77,0.93,0.82,0.74,0.74,0.71,0.66,0.72,0.58,0.83,0.76,0.77,0.71,0.61,0.75,0.49,0.58,0.66,0.68,0.68,0.51,0.65,0.56,0.62,0.6,0.57,0.52,0.43,0.56,0.51,0.57,0.49,0.6,0.45,0.34,0.51,0.42,0.37,0.43,0.53,0.5,0.46,0.52,0.44,0.4,0.42,0.46,0.35,0.47,0.39,0.44,0.43,0.37,0.41,0.4,0.4,0.42,0.34,0.37,0.39,0.4,0.35,0.39,0.26,0.45,0.33,0.35,0.34,0.32,0.29,0.32,0.32,0.33,0.28,0.33,0.34,0.28,0.34,0.3,0.28,0.31,0.3,0.3,0.27,0.23,0.23,0.29,0.29,0.23,0.31,0.3,0.33,0.24,0.24,0.3,0.22,0.21,0.24,0.22,0.26,0.18,0.24,0.23,0.2,0.23,0.22,0.24,0.22,0.21,0.22,0.19,0.23,0.21,0.2,0.2,0.19,0.21,0.2,0.19,0.21,0.21,0.19,0.17,0.19,0.18,0.18,0.14,0.18,0.17,0.17,0.17,0.14,0.34,0.11,0.14,0.18,0.16,0.14,0.17,0.16,0.14,0.14,0.14,0.16,0.14,0.16,0.15,0.13,0.16,0.13,0.14,0.14,0.13,0.13,0.14,0.12,0.1,0.13,0.12,0.11,0.1,0.12,0.11,0.11,0.11,0.09,0.11,0.09,0.1,0.09,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.16,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.84
09/10/2021,0.0,0.0,4.46,3.62,2.56,2.88,2.34,1.92,2.16,1.79,1.46,1.51,1.62,1.68,1.09,1.0,0.91,0.76,1.05,0.91,1.12,1.07,1.03,0.89,0.93,0.75,0.99,0.94,0.76,0.93,0.81,0.73,0.73,0.72,0.66,0.69,0.58,0.84,0.75,0.75,0.71,0.61,0.75,0.5,0.58,0.66,0.67,0.69,0.52,0.64,0.55,0.6,0.63,0.57,0.52,0.42,0.56,0.5,0.56,0.5,0.59,0.45,0.34,0.52,0.41,0.37,0.47,0.54,0.5,0.45,0.53,0.44,0.4,0.41,0.45,0.34,0.46,0.4,0.43,0.42,0.37,0.41,0.41,0.4,0.42,0.34,0.37,0.38,0.4,0.34,0.39,0.26,0.46,0.33,0.34,0.34,0.32,0.29,0.33,0.32,0.32,0.29,0.33,0.34,0.28,0.34,0.3,0.29,0.3,0.3,0.3,0.27,0.23,0.24,0.3,0.29,0.23,0.31,0.29,0.34,0.24,0.24,0.3,0.22,0.2,0.24,0.22,0.27,0.18,0.24,0.23,0.19,0.22,0.22,0.23,0.24,0.2,0.21,0.18,0.23,0.21,0.2,0.2,0.18,0.2,0.2,0.19,0.21,0.21,0.19,0.17,0.19,0.18,0.18,0.13,0.18,0.17,0.17,0.17,0.14,0.33,0.11,0.14,0.18,0.16,0.15,0.17,0.16,0.14,0.15,0.14,0.15,0.14,0.16,0.15,0.13,0.16,0.14,0.14,0.14,0.13,0.12,0.13,0.11,0.1,0.12,0.12,0.11,0.1,0.12,0.11,0.11,0.1,0.09,0.11,0.09,0.1,0.09,0.1,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.17,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.89
09/13/2021,0.0,0.0,4.43,3.61,2.58,2.94,2.34,1.93,2.18,1.81,1.45,1.5,1.61,1.68,1.06,1.01,0.91,0.76,1.06,0.92,1.12,1.07,1.04,0.88,0.92,0.72,0.99,0.93,0.75,0.93,0.81,0.73,0.73,0.71,0.65,0.7,0.57,0.85,0.76,0.75,0.71,0.61,0.75,0.49,0.58,0.65,0.68,0.69,0.5,0.65,0.55,0.61,0.61,0.56,0.52,0.41,0.54,0.5,0.57,0.48,0.6,0.45,0.33,0.52,0.41,0.37,0.46,0.54,0.49,0.45,0.53,0.45,0.4,0.41,0.45,0.33,0.47,0.4,0.43,0.42,0.37,0.41,0.4,0.4,0.42,0.34,0.36,0.39,0.4,0.35,0.39,0.26,0.47,0.33,0.34,0.34,0.32,0.28,0.32,0.32,0.33,0.28,0.33,0.35,0.27,0.34,0.3,0.29,0.3,0.3,0.3,0.27,0.22,0.24,0.3,0.29,0.24,0.31,0.3,0.35,0.24,0.24,0.3,0.22,0.2,0.24,0.22,0.27,0.17,0.24,0.23,0.2,0.23,0.22,0.24,0.23,0.2,0.21,0.18,0.23,0.21,0.2,0.2,0.18,0.2,0.2,0.19,0.21,0.22,0.19,0.16,0.19,0.18,0.18,0.13,0.18,0.17,0.17,0.17,0.14,0.33,0.11,0.14,0.18,0.16,0.14,0.17,0.16,0.14,0.15,0.14,0.15,0.15,0.16,0.15,0.14,0.16,0.14,0.14,0.14,0.13,0.12,0.13,0.11,0.1,0.13,0.12,0.11,0.1,0.12,0.11,0.11,0.1,0.09,0.11,0.09,0.09,0.09,0.1,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.12,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.78
