,MSFT,AAPL,AMZN,GOOGL,FB,JPM,BRK.B,UNH,JNJ,V,CMCSA,NVDA,MA,BAC,PG,TSLA,Ssc Government Mm Gvmxx,INTC,DIS,PYPL,VZ,HD,XOM,CSCO,TGT,PFE,T,WMT,ADBE,WFC,CVX,MRK,ACN,TXN,ABT,PEP,TMO,NKE,ORCL,AVGO,KO,MS,LLY,QCOM,UNP,C,COST,GOOG,ABBV,NFLX,LOW,AMAT,DHR,CRM,IBM,AMGN,RTX,HON,CHTR,MCD,EBAY,ANTM,CAT,MDT,SCHW,COF,GS,LRCX,CI,BMY,INTU,CVS,NSC,AXP,DE,UPS,SBUX,A,AMP,PH,LIN,MSCI,TROW,SPGI,NEE,MMM,KR,TT,ADI,PM,MU,DFS,KLAC,BBY,ZTS,IQV,PNC,TFC,BA,WM,SHW,HUM,ITW,GM,PPG,CSX,USB,GILD,FDX,TRV,ROK,ETN,PCAR,MDLZ,APH,COP,MTD,MRVL,ATVI,CMI,AMT,DG,BLK,LH,GLW,IDXX,FITB,AON,ALL,BIIB,CBRE,BK,TJX,LMT,SWKS,PGR,MMC,URI,DUK,MCO,SWK,ADP,GE,RMD,NUE,STX,RSG,JCI,MCHP,APD,EMR,BKNG,PAYX,TMUS,DHI,IP,MO,MCK,CARR,ISRG,ILMN,KSU,SYF,SO,EXC,AMD,MXIM,SYK,PEG,FIS,HIG,MSI,TSCO,ROST,PLD,ORLY,ZBH,AME,ICE,VLO,ALLY,AEP,EW,DGX,TEL,ADM,MPC,CNC,SNPS,GPN,AFL,NEM,INFO,KEYS,FCX,LBRDK,FAST,ALXN,CPRT,F,ANSGR.IS,AZO,DOV,EL,BLL,SIVB,CCI,EFX,n/a,MRNA,GE.,CTSH,LULU,PRU,FTNT,HCA,XLNX,NOW,ADSK,VRSK,AIG,ETR,EOG,RF,FRC,NOC,STT,CB,HLT,APTV,CDNS,MRVL.UW,ODFL,SUM
08/31/2021,3.9,3.5,2.3,1.97,1.42,0.89,0.83,0.83,0.83,0.68,0.67,0.69,0.56,0.57,0.6,0.56,0.0,0.48,0.51,0.48,0.49,0.51,0.4,0.51,0.45,0.52,0.39,0.44,0.43,0.41,0.35,0.37,0.42,0.36,0.39,0.38,0.39,0.4,0.4,0.36,0.36,0.4,0.38,0.34,0.33,0.33,0.37,0.36,0.34,0.33,0.33,0.29,0.36,0.34,0.28,0.27,0.29,0.31,0.31,0.29,0.3,0.27,0.27,0.29,0.27,0.3,0.29,0.23,0.22,0.25,0.28,0.24,0.24,0.24,0.25,0.22,0.24,0.27,0.25,0.23,0.24,0.26,0.25,0.24,0.25,0.22,0.25,0.23,0.2,0.22,0.19,0.23,0.21,0.22,0.22,0.22,0.2,0.21,0.18,0.22,0.22,0.18,0.2,0.16,0.19,0.2,0.19,0.2,0.17,0.21,0.21,0.22,0.17,0.18,0.2,0.17,0.21,0.2,0.15,0.18,0.19,0.2,0.19,0.2,0.18,0.19,0.18,0.21,0.19,0.18,0.19,0.19,0.2,0.16,0.17,0.17,0.19,0.19,0.18,0.17,0.16,0.18,0.17,0.19,0.21,0.17,0.18,0.18,0.16,0.15,0.18,0.17,0.17,0.15,0.17,0.16,0.16,0.17,0.19,0.18,0.16,0.16,0.17,0.17,0.17,0.19,0.15,0.16,0.17,0.0,0.17,0.17,0.16,0.16,0.16,0.16,0.0,0.15,0.0,0.0,0.16,0.16,0.17,0.17,0.17,0.0,0.0,0.0,0.17,0.0,0.16,0.0,0.15,0.16,0.0,0.15,0.15,0.0,0.15,0.0,0.0,0.15,0.16,0.15,0.16,0.0,0.0,0.15,0.0,0.17,0.0,0.15,0.15,0.0,0.15,0.15,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.38
09/01/2021,3.9,3.5,2.3,1.97,1.42,0.89,0.83,0.83,0.83,0.68,0.67,0.69,0.56,0.57,0.6,0.56,0.0,0.48,0.51,0.48,0.49,0.51,0.4,0.51,0.45,0.52,0.39,0.44,0.43,0.41,0.35,0.37,0.42,0.36,0.39,0.38,0.39,0.4,0.4,0.36,0.36,0.4,0.38,0.34,0.33,0.33,0.37,0.36,0.34,0.33,0.33,0.29,0.36,0.34,0.28,0.27,0.29,0.31,0.31,0.29,0.3,0.27,0.27,0.29,0.27,0.3,0.29,0.23,0.22,0.25,0.28,0.24,0.24,0.24,0.25,0.22,0.24,0.27,0.25,0.23,0.24,0.26,0.25,0.24,0.25,0.22,0.25,0.23,0.2,0.22,0.19,0.23,0.21,0.22,0.22,0.22,0.2,0.21,0.18,0.22,0.22,0.18,0.2,0.16,0.19,0.2,0.19,0.2,0.17,0.21,0.21,0.22,0.17,0.18,0.2,0.17,0.21,0.2,0.15,0.18,0.19,0.2,0.19,0.2,0.18,0.19,0.18,0.21,0.19,0.18,0.19,0.19,0.2,0.16,0.17,0.17,0.19,0.19,0.18,0.17,0.16,0.18,0.17,0.19,0.21,0.17,0.18,0.18,0.16,0.15,0.18,0.17,0.17,0.15,0.17,0.16,0.16,0.17,0.19,0.18,0.16,0.16,0.17,0.17,0.17,0.19,0.0,0.16,0.17,0.0,0.17,0.17,0.16,0.16,0.16,0.16,0.0,0.15,0.0,0.0,0.16,0.16,0.17,0.17,0.17,0.0,0.0,0.0,0.17,0.0,0.16,0.0,0.15,0.16,0.0,0.15,0.15,0.0,0.15,0.0,0.0,0.15,0.16,0.15,0.16,0.0,0.0,0.15,0.15,0.17,0.0,0.15,0.15,0.0,0.15,0.15,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.38
09/02/2021,3.9,3.5,2.3,1.97,1.42,0.89,0.83,0.83,0.83,0.68,0.67,0.69,0.56,0.57,0.6,0.56,0.0,0.48,0.51,0.48,0.49,0.51,0.4,0.51,0.45,0.52,0.39,0.44,0.43,0.41,0.35,0.37,0.42,0.36,0.39,0.38,0.39,0.4,0.4,0.36,0.36,0.4,0.38,0.34,0.33,0.33,0.37,0.36,0.34,0.33,0.33,0.29,0.36,0.34,0.28,0.27,0.29,0.31,0.31,0.29,0.3,0.27,0.27,0.29,0.27,0.3,0.29,0.23,0.22,0.25,0.28,0.24,0.24,0.24,0.25,0.22,0.24,0.27,0.25,0.23,0.24,0.26,0.25,0.24,0.25,0.22,0.25,0.23,0.2,0.22,0.19,0.23,0.21,0.22,0.22,0.22,0.2,0.21,0.18,0.22,0.22,0.18,0.2,0.16,0.19,0.2,0.19,0.2,0.17,0.21,0.21,0.22,0.17,0.18,0.2,0.17,0.21,0.2,0.15,0.18,0.19,0.2,0.19,0.2,0.18,0.19,0.18,0.21,0.19,0.18,0.19,0.19,0.2,0.16,0.17,0.17,0.19,0.19,0.18,0.17,0.16,0.18,0.17,0.19,0.21,0.17,0.18,0.18,0.16,0.15,0.18,0.17,0.17,0.15,0.17,0.16,0.16,0.17,0.19,0.18,0.16,0.16,0.17,0.17,0.17,0.19,0.0,0.16,0.17,0.0,0.17,0.17,0.16,0.16,0.16,0.16,0.0,0.15,0.0,0.0,0.16,0.16,0.17,0.17,0.17,0.0,0.0,0.0,0.17,0.0,0.16,0.0,0.15,0.16,0.0,0.15,0.15,0.0,0.15,0.0,0.0,0.15,0.16,0.15,0.16,0.0,0.0,0.15,0.15,0.17,0.0,0.15,0.15,0.0,0.15,0.15,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.38
09/03/2021,3.9,3.5,2.3,1.97,1.42,0.89,0.83,0.83,0.83,0.68,0.67,0.69,0.56,0.57,0.6,0.56,0.0,0.48,0.51,0.48,0.49,0.51,0.4,0.51,0.45,0.52,0.39,0.44,0.43,0.41,0.35,0.37,0.42,0.36,0.39,0.38,0.39,0.4,0.4,0.36,0.36,0.4,0.38,0.34,0.33,0.33,0.37,0.36,0.34,0.33,0.33,0.29,0.36,0.34,0.28,0.27,0.29,0.31,0.31,0.29,0.3,0.27,0.27,0.29,0.27,0.3,0.29,0.23,0.22,0.25,0.28,0.24,0.24,0.24,0.25,0.22,0.24,0.27,0.25,0.23,0.24,0.26,0.25,0.24,0.25,0.22,0.25,0.23,0.2,0.22,0.19,0.23,0.21,0.22,0.22,0.22,0.2,0.21,0.18,0.22,0.22,0.18,0.2,0.16,0.19,0.2,0.19,0.2,0.17,0.21,0.21,0.22,0.17,0.18,0.2,0.17,0.21,0.2,0.15,0.18,0.19,0.2,0.19,0.2,0.18,0.19,0.18,0.21,0.19,0.18,0.19,0.19,0.2,0.16,0.17,0.17,0.19,0.19,0.18,0.17,0.16,0.18,0.17,0.19,0.21,0.17,0.18,0.18,0.16,0.15,0.18,0.17,0.17,0.15,0.17,0.16,0.16,0.17,0.19,0.18,0.16,0.16,0.17,0.17,0.17,0.19,0.0,0.16,0.17,0.0,0.17,0.17,0.16,0.16,0.16,0.16,0.0,0.15,0.0,0.0,0.16,0.16,0.17,0.17,0.17,0.0,0.0,0.0,0.17,0.0,0.16,0.0,0.15,0.16,0.0,0.15,0.15,0.0,0.15,0.0,0.0,0.15,0.16,0.15,0.16,0.0,0.0,0.15,0.15,0.17,0.0,0.15,0.15,0.0,0.15,0.15,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.38
09/06/2021,3.9,3.5,2.3,1.97,1.42,0.89,0.83,0.83,0.83,0.68,0.67,0.69,0.56,0.57,0.6,0.56,0.0,0.48,0.51,0.48,0.49,0.51,0.4,0.51,0.45,0.52,0.39,0.44,0.43,0.41,0.35,0.37,0.42,0.36,0.39,0.38,0.39,0.4,0.4,0.36,0.36,0.4,0.38,0.34,0.33,0.33,0.37,0.36,0.34,0.33,0.33,0.29,0.36,0.34,0.28,0.27,0.29,0.31,0.31,0.29,0.3,0.27,0.27,0.29,0.27,0.3,0.29,0.23,0.22,0.25,0.28,0.24,0.24,0.24,0.25,0.22,0.24,0.27,0.25,0.23,0.24,0.26,0.25,0.24,0.25,0.22,0.25,0.23,0.2,0.22,0.19,0.23,0.21,0.22,0.22,0.22,0.2,0.21,0.18,0.22,0.22,0.18,0.2,0.16,0.19,0.2,0.19,0.2,0.17,0.21,0.21,0.22,0.17,0.18,0.2,0.17,0.21,0.2,0.15,0.18,0.19,0.2,0.19,0.2,0.18,0.19,0.18,0.21,0.19,0.18,0.19,0.19,0.2,0.16,0.17,0.17,0.19,0.19,0.18,0.17,0.16,0.18,0.17,0.19,0.21,0.17,0.18,0.18,0.16,0.15,0.18,0.17,0.17,0.15,0.17,0.16,0.16,0.17,0.19,0.18,0.16,0.16,0.17,0.17,0.17,0.19,0.0,0.16,0.17,0.0,0.17,0.17,0.16,0.16,0.16,0.16,0.0,0.15,0.0,0.0,0.16,0.16,0.17,0.17,0.17,0.0,0.0,0.0,0.17,0.0,0.16,0.0,0.15,0.16,0.0,0.15,0.15,0.0,0.15,0.0,0.0,0.15,0.16,0.15,0.16,0.0,0.0,0.15,0.15,0.17,0.0,0.15,0.15,0.0,0.15,0.15,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.38
09/07/2021,3.9,3.5,2.3,1.97,1.42,0.89,0.83,0.83,0.83,0.68,0.67,0.69,0.56,0.57,0.6,0.56,0.0,0.48,0.51,0.48,0.49,0.51,0.4,0.51,0.45,0.52,0.39,0.44,0.43,0.41,0.35,0.37,0.42,0.36,0.39,0.38,0.39,0.4,0.4,0.36,0.36,0.4,0.38,0.34,0.33,0.33,0.37,0.36,0.34,0.33,0.33,0.29,0.36,0.34,0.28,0.27,0.29,0.31,0.31,0.29,0.3,0.27,0.27,0.29,0.27,0.3,0.29,0.23,0.22,0.25,0.28,0.24,0.24,0.24,0.25,0.22,0.24,0.27,0.25,0.23,0.24,0.26,0.25,0.24,0.25,0.22,0.25,0.23,0.2,0.22,0.19,0.23,0.21,0.22,0.22,0.22,0.2,0.21,0.18,0.22,0.22,0.18,0.2,0.16,0.19,0.2,0.19,0.2,0.17,0.21,0.21,0.22,0.17,0.18,0.2,0.17,0.21,0.2,0.15,0.18,0.19,0.2,0.19,0.2,0.18,0.19,0.18,0.21,0.19,0.18,0.19,0.19,0.2,0.16,0.17,0.17,0.19,0.19,0.18,0.17,0.16,0.18,0.17,0.19,0.21,0.17,0.18,0.18,0.16,0.15,0.18,0.17,0.17,0.15,0.17,0.16,0.16,0.17,0.19,0.18,0.16,0.16,0.17,0.17,0.17,0.19,0.15,0.16,0.17,0.0,0.17,0.17,0.16,0.16,0.16,0.16,0.0,0.15,0.0,0.0,0.16,0.16,0.17,0.17,0.17,0.0,0.0,0.0,0.17,0.0,0.16,0.0,0.15,0.16,0.0,0.15,0.15,0.0,0.15,0.0,0.0,0.15,0.16,0.15,0.16,0.0,0.0,0.15,0.0,0.17,0.0,0.15,0.15,0.0,0.15,0.15,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.38
09/08/2021,3.9,3.5,2.3,1.97,1.42,0.89,0.83,0.83,0.83,0.68,0.67,0.69,0.56,0.57,0.6,0.56,0.0,0.48,0.51,0.48,0.49,0.51,0.4,0.51,0.45,0.52,0.39,0.44,0.43,0.41,0.35,0.37,0.42,0.36,0.39,0.38,0.39,0.4,0.4,0.36,0.36,0.4,0.38,0.34,0.33,0.33,0.37,0.36,0.34,0.33,0.33,0.29,0.36,0.34,0.28,0.27,0.29,0.31,0.31,0.29,0.3,0.27,0.27,0.29,0.27,0.3,0.29,0.23,0.22,0.25,0.28,0.24,0.24,0.24,0.25,0.22,0.24,0.27,0.25,0.23,0.24,0.26,0.25,0.24,0.25,0.22,0.25,0.23,0.2,0.22,0.19,0.23,0.21,0.22,0.22,0.22,0.2,0.21,0.18,0.22,0.22,0.18,0.2,0.16,0.19,0.2,0.19,0.2,0.17,0.21,0.21,0.22,0.17,0.18,0.2,0.17,0.21,0.2,0.15,0.18,0.19,0.2,0.19,0.2,0.18,0.19,0.18,0.21,0.19,0.18,0.19,0.19,0.2,0.16,0.17,0.17,0.19,0.19,0.18,0.17,0.16,0.18,0.17,0.19,0.21,0.17,0.18,0.18,0.16,0.15,0.18,0.17,0.17,0.15,0.17,0.16,0.16,0.17,0.19,0.18,0.16,0.16,0.17,0.17,0.17,0.19,0.15,0.16,0.17,0.0,0.17,0.17,0.16,0.16,0.16,0.16,0.0,0.15,0.0,0.0,0.16,0.16,0.17,0.17,0.17,0.0,0.0,0.0,0.17,0.0,0.16,0.0,0.15,0.16,0.0,0.15,0.15,0.0,0.15,0.0,0.0,0.15,0.16,0.15,0.16,0.0,0.0,0.15,0.0,0.17,0.0,0.15,0.15,0.0,0.15,0.15,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.38
09/09/2021,3.9,3.5,2.3,1.97,1.42,0.89,0.83,0.83,0.83,0.68,0.67,0.69,0.56,0.57,0.6,0.56,0.0,0.48,0.51,0.48,0.49,0.51,0.4,0.51,0.45,0.52,0.39,0.44,0.43,0.41,0.35,0.37,0.42,0.36,0.39,0.38,0.39,0.4,0.4,0.36,0.36,0.4,0.38,0.34,0.33,0.33,0.37,0.36,0.34,0.33,0.33,0.29,0.36,0.34,0.28,0.27,0.29,0.31,0.31,0.29,0.3,0.27,0.27,0.29,0.27,0.3,0.29,0.23,0.22,0.25,0.28,0.24,0.24,0.24,0.25,0.22,0.24,0.27,0.25,0.23,0.24,0.26,0.25,0.24,0.25,0.22,0.25,0.23,0.2,0.22,0.19,0.23,0.21,0.22,0.22,0.22,0.2,0.21,0.18,0.22,0.22,0.18,0.2,0.16,0.19,0.2,0.19,0.2,0.17,0.21,0.21,0.22,0.17,0.18,0.2,0.17,0.21,0.2,0.15,0.18,0.19,0.2,0.19,0.2,0.18,0.19,0.18,0.21,0.19,0.18,0.19,0.19,0.2,0.16,0.17,0.17,0.19,0.19,0.18,0.17,0.16,0.18,0.17,0.19,0.21,0.17,0.18,0.18,0.16,0.15,0.18,0.17,0.17,0.15,0.17,0.16,0.16,0.17,0.19,0.18,0.16,0.16,0.17,0.17,0.17,0.19,0.15,0.16,0.17,0.0,0.17,0.17,0.16,0.16,0.16,0.16,0.0,0.15,0.0,0.0,0.16,0.16,0.17,0.17,0.17,0.0,0.0,0.0,0.17,0.0,0.16,0.0,0.15,0.16,0.0,0.15,0.15,0.0,0.15,0.0,0.0,0.15,0.16,0.15,0.16,0.0,0.0,0.15,0.0,0.17,0.0,0.15,0.15,0.0,0.15,0.15,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.38
09/10/2021,3.9,3.5,2.3,1.97,1.42,0.89,0.83,0.83,0.83,0.68,0.67,0.69,0.56,0.57,0.6,0.56,0.0,0.48,0.51,0.48,0.49,0.51,0.4,0.51,0.45,0.52,0.39,0.44,0.43,0.41,0.35,0.37,0.42,0.36,0.39,0.38,0.39,0.4,0.4,0.36,0.36,0.4,0.38,0.34,0.33,0.33,0.37,0.36,0.34,0.33,0.33,0.29,0.36,0.34,0.28,0.27,0.29,0.31,0.31,0.29,0.3,0.27,0.27,0.29,0.27,0.3,0.29,0.23,0.22,0.25,0.28,0.24,0.24,0.24,0.25,0.22,0.24,0.27,0.25,0.23,0.24,0.26,0.25,0.24,0.25,0.22,0.25,0.23,0.2,0.22,0.19,0.23,0.21,0.22,0.22,0.22,0.2,0.21,0.18,0.22,0.22,0.18,0.2,0.16,0.19,0.2,0.19,0.2,0.17,0.21,0.21,0.22,0.17,0.18,0.2,0.17,0.21,0.2,0.15,0.18,0.19,0.2,0.19,0.2,0.18,0.19,0.18,0.21,0.19,0.18,0.19,0.19,0.2,0.16,0.17,0.17,0.19,0.19,0.18,0.17,0.16,0.18,0.17,0.19,0.21,0.17,0.18,0.18,0.16,0.15,0.18,0.17,0.17,0.15,0.17,0.16,0.16,0.17,0.19,0.18,0.16,0.16,0.17,0.17,0.17,0.19,0.15,0.16,0.17,0.0,0.17,0.17,0.16,0.16,0.16,0.16,0.0,0.15,0.0,0.0,0.16,0.16,0.17,0.17,0.17,0.0,0.0,0.0,0.17,0.0,0.16,0.0,0.15,0.16,0.0,0.15,0.15,0.0,0.15,0.0,0.0,0.15,0.16,0.15,0.16,0.0,0.0,0.15,0.0,0.17,0.0,0.15,0.15,0.0,0.15,0.15,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.38
09/13/2021,3.85,3.64,2.44,2.0,1.46,0.88,0.81,0.82,0.8,0.67,0.67,0.69,0.54,0.56,0.6,0.6,0.0,0.48,0.53,0.5,0.49,0.52,0.39,0.5,0.44,0.51,0.39,0.43,0.44,0.37,0.34,0.35,0.43,0.36,0.41,0.39,0.41,0.39,0.41,0.36,0.36,0.4,0.35,0.34,0.32,0.32,0.38,0.37,0.3,0.36,0.33,0.29,0.37,0.34,0.28,0.26,0.28,0.3,0.31,0.29,0.29,0.27,0.26,0.29,0.27,0.27,0.29,0.24,0.23,0.24,0.29,0.25,0.22,0.23,0.25,0.21,0.24,0.28,0.25,0.22,0.24,0.27,0.25,0.24,0.25,0.21,0.25,0.22,0.37,0.22,0.18,0.21,0.22,0.2,0.23,0.22,0.2,0.2,0.18,0.22,0.22,0.18,0.19,0.16,0.18,0.19,0.19,0.2,0.17,0.2,0.21,0.21,0.17,0.18,0.2,0.17,0.21,0.19,0.15,0.18,0.2,0.19,0.19,0.2,0.17,0.19,0.18,0.22,0.18,0.16,0.2,0.18,0.18,0.16,0.17,0.17,0.2,0.18,0.18,0.18,0.16,0.17,0.17,0.2,0.2,0.17,0.19,0.18,0.17,0.15,0.17,0.17,0.17,0.15,0.16,0.15,0.17,0.17,0.19,0.19,0.15,0.16,0.15,0.17,0.18,0.19,0.0,0.17,0.16,0.0,0.17,0.17,0.17,0.0,0.17,0.16,0.0,0.15,0.15,0.0,0.15,0.16,0.18,0.18,0.16,0.0,0.0,0.0,0.18,0.0,0.15,0.0,0.15,0.17,0.0,0.15,0.15,0.0,0.15,0.0,0.0,0.0,0.17,0.15,0.16,0.15,0.0,0.16,0.0,0.2,0.0,0.15,0.16,0.0,0.15,0.15,0.15,0.16,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.58
09/14/2021,3.85,3.64,2.44,2.0,1.46,0.88,0.81,0.82,0.8,0.67,0.67,0.69,0.54,0.56,0.6,0.6,0.0,0.48,0.53,0.5,0.49,0.52,0.39,0.5,0.44,0.51,0.39,0.43,0.44,0.37,0.34,0.35,0.43,0.36,0.41,0.39,0.41,0.39,0.41,0.36,0.36,0.4,0.35,0.34,0.32,0.32,0.38,0.37,0.3,0.36,0.33,0.29,0.37,0.34,0.28,0.26,0.28,0.3,0.31,0.29,0.29,0.27,0.26,0.29,0.27,0.27,0.29,0.24,0.23,0.24,0.29,0.25,0.22,0.23,0.25,0.21,0.24,0.28,0.25,0.22,0.24,0.27,0.25,0.24,0.25,0.21,0.25,0.22,0.37,0.22,0.18,0.21,0.22,0.2,0.23,0.22,0.2,0.2,0.18,0.22,0.22,0.18,0.19,0.16,0.18,0.19,0.19,0.2,0.17,0.2,0.21,0.21,0.17,0.18,0.2,0.17,0.21,0.19,0.15,0.18,0.2,0.19,0.19,0.2,0.17,0.19,0.18,0.22,0.18,0.16,0.2,0.18,0.18,0.16,0.17,0.17,0.2,0.18,0.18,0.18,0.16,0.17,0.17,0.2,0.2,0.17,0.19,0.18,0.17,0.15,0.17,0.17,0.17,0.15,0.16,0.15,0.17,0.17,0.19,0.19,0.15,0.16,0.15,0.17,0.18,0.19,0.0,0.17,0.16,0.0,0.17,0.17,0.17,0.0,0.17,0.16,0.0,0.15,0.15,0.0,0.15,0.16,0.18,0.18,0.16,0.0,0.0,0.0,0.18,0.0,0.15,0.0,0.15,0.17,0.0,0.15,0.15,0.0,0.15,0.0,0.0,0.0,0.17,0.15,0.16,0.15,0.0,0.16,0.0,0.2,0.0,0.15,0.16,0.0,0.15,0.15,0.15,0.16,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.58
09/15/2021,3.86,3.55,2.45,1.97,1.47,0.88,0.81,0.8,0.8,0.66,0.68,0.71,0.54,0.55,0.61,0.59,0.0,0.49,0.53,0.49,0.49,0.53,0.39,0.5,0.44,0.51,0.39,0.43,0.44,0.37,0.34,0.35,0.43,0.37,0.41,0.39,0.42,0.39,0.41,0.37,0.36,0.4,0.35,0.34,0.32,0.32,0.38,0.36,0.3,0.36,0.33,0.3,0.37,0.33,0.28,0.26,0.28,0.3,0.31,0.29,0.29,0.26,0.26,0.29,0.26,0.27,0.29,0.24,0.22,0.24,0.29,0.25,0.23,0.23,0.25,0.22,0.25,0.28,0.25,0.21,0.24,0.27,0.25,0.25,0.25,0.21,0.23,0.22,0.37,0.22,0.19,0.21,0.23,0.2,0.23,0.22,0.2,0.2,0.18,0.22,0.22,0.18,0.19,0.16,0.18,0.19,0.19,0.2,0.17,0.2,0.21,0.21,0.18,0.18,0.21,0.17,0.21,0.19,0.15,0.18,0.2,0.19,0.19,0.2,0.17,0.2,0.18,0.22,0.18,0.16,0.2,0.18,0.18,0.16,0.17,0.17,0.2,0.18,0.18,0.18,0.16,0.17,0.17,0.2,0.2,0.16,0.19,0.18,0.17,0.15,0.17,0.17,0.17,0.15,0.16,0.16,0.17,0.17,0.19,0.18,0.15,0.16,0.15,0.17,0.18,0.19,0.0,0.16,0.16,0.0,0.17,0.17,0.18,0.0,0.17,0.16,0.0,0.15,0.15,0.0,0.15,0.16,0.18,0.18,0.16,0.0,0.0,0.0,0.18,0.0,0.15,0.0,0.16,0.17,0.0,0.15,0.15,0.0,0.15,0.0,0.0,0.0,0.16,0.15,0.16,0.15,0.0,0.16,0.0,0.2,0.0,0.15,0.16,0.0,0.15,0.15,0.15,0.16,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.52999999999999
09/16/2021,3.86,3.55,2.43,1.99,1.46,0.89,0.81,0.82,0.8,0.66,0.68,0.7,0.54,0.56,0.61,0.59,0.0,0.5,0.53,0.49,0.49,0.53,0.4,0.5,0.44,0.5,0.39,0.43,0.43,0.39,0.35,0.35,0.43,0.37,0.4,0.39,0.41,0.38,0.41,0.37,0.36,0.41,0.35,0.34,0.31,0.32,0.37,0.36,0.3,0.35,0.34,0.31,0.36,0.33,0.28,0.26,0.29,0.3,0.31,0.3,0.29,0.26,0.26,0.29,0.27,0.27,0.29,0.24,0.22,0.24,0.28,0.25,0.22,0.23,0.25,0.22,0.25,0.27,0.25,0.22,0.24,0.27,0.25,0.24,0.25,0.21,0.23,0.22,0.38,0.22,0.19,0.22,0.23,0.2,0.23,0.22,0.2,0.2,0.18,0.22,0.22,0.18,0.19,0.17,0.18,0.19,0.19,0.2,0.17,0.2,0.21,0.2,0.18,0.18,0.21,0.18,0.21,0.2,0.15,0.18,0.2,0.18,0.19,0.2,0.17,0.19,0.18,0.22,0.19,0.16,0.2,0.18,0.18,0.16,0.17,0.17,0.2,0.19,0.18,0.18,0.15,0.17,0.17,0.2,0.19,0.16,0.19,0.18,0.17,0.15,0.17,0.17,0.17,0.0,0.16,0.16,0.17,0.17,0.19,0.18,0.15,0.16,0.16,0.17,0.18,0.19,0.0,0.16,0.16,0.0,0.17,0.17,0.17,0.0,0.17,0.16,0.0,0.15,0.15,0.0,0.16,0.16,0.17,0.17,0.16,0.15,0.0,0.0,0.18,0.0,0.15,0.0,0.16,0.17,0.0,0.15,0.15,0.0,0.15,0.0,0.0,0.0,0.16,0.15,0.16,0.15,0.0,0.16,0.0,0.18,0.0,0.15,0.16,0.0,0.0,0.15,0.15,0.16,0.0,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.53
