,GNW,MCY,ANAT,AR,AEL,INT,BTU,FHI,FYBR,UMPQ,UFS,APAM,RILY,CWH,VGR,MDP,IDA,HE,RDN,AJRD,VIRT,FBC,TGNA,ASB,APR,TMHC,COWN,CMC,ABM,QDEL,NSIT,HI,PSN,SANM,HCSG,GTN,SYKE,BCC,VSH,NUS,RUSHA,CRUS,SWBI,TPH,TNET,WTM,GVA,NWLI,HBT,SSTK,AMCX,CNNE,EVC,KTB,MLHR,HNI,CNO,AAWW,XPER,TEX,KELYA,CSGS,HTH,STC,SWM,VCTR,SAFT,WWW,PBH,TTMI,INVA,BSIG,STMP,REGI,MD,ICUI,EBS,MODV,TG,NHC,GBX,NTCT,GIII,MLI,ARCB,MEI,FIX,PRGS,APOG,PRIM,VRNT,LRN,PLXS,BHE,VHI,MTX,HZO,NUVA,LZB,SCSC,CEIX,CCAP,OPY,SCVL,DY,MMSI,EXLS,TBIO,ZUMZ,KFRC,STFC,YELP,MYGN,IDCC,DGICA,BRY,TBI,GLT,MYRG,BRBR,HBNC,SUPN,NMIH,PFC,EBF,CCS,SXC,AAN,FLGT,DSSI,DNOW,USNA,DHIL,CONN,HLX,MBIN,PAHC,CLW,ETH,CORT,JOAN,BPMC,GBL,ITIC,SPWH,FOSL,RGP,NEOG,CUBI,ASTE,TITN,WSBF,DFIN,HSTM,VIVO,USPH,QLYS,LMNX,CVEO,MOD,MSGN,MBWM,CVLT,HMHC,NVEC,PETS,KE,TVTY,FISI,VNDA,NX,NXGN,IBCP,INSW,EGRX,NTGR,PCRX,TIPT,AVIR,IRWD,HCKT,MLR,BVS,LMAT,CCNE,COLL,BGFV,RCUS,HAYN,MLAB,POWL,PFIS,ACNB,HSKA,SPFI,ATRI,ONEW,SCPL,NR,SAGE,ANGO,HIFS,AMPH,TRUE,NET CURRENT ASSETS USD,INGN,DGII,APEI,DTRXX,GPX,CIVB,FMNB,SMBC,Dreyfus Treasury Obligations Csh Mgt Ins,HMTV,PKBK,OSUR,NTUS,ATEN,SLYV,CPSI,OFIX,ETD,n/a,CHRS,LEU,XRX,HRB,TEN,DDS,CADE,GSKY,PFSI,ABCB,AXL,PDCE,MATX,VRS,WSFS,ATKR,ATGE,BZH,CNMD,HVT,RRR,RYAM,GDOT,HAFC,CATO,CPK,UVSP,THRY,MOV,TMST,HSII,ASIX,HMST,CTS,BBSI,STRL,XOG,IIIN,FORR,IEA,AVD,EXTR,IDT,MCBC,ANIP,MPB,VRA,CPRX,INBK,MLKN,ARAY,NATR,SIGA,AVID,UTMD,SUM
09/08/2021,0.72,0.63,0.9,0.75,0.72,0.72,1.27,0.6,0.66,0.64,0.6,0.61,0.51,0.62,0.64,0.61,0.65,0.62,0.61,0.52,0.51,0.67,0.54,0.55,0.73,0.57,0.47,0.55,0.58,0.59,0.51,0.53,0.45,0.51,0.42,0.48,0.0,0.5,0.48,0.44,0.5,0.48,0.35,0.53,0.62,0.46,0.48,0.46,0.43,0.54,0.33,0.43,0.52,0.43,0.41,0.4,0.46,0.48,0.45,0.48,0.38,0.47,0.41,0.5,0.43,0.46,0.46,0.47,0.48,0.41,0.48,0.48,0.69,0.32,0.44,0.41,0.41,0.51,0.41,0.43,0.45,0.39,0.42,0.43,0.49,0.35,0.4,0.4,0.44,0.36,0.41,0.43,0.4,0.39,0.37,0.4,0.39,0.35,0.37,0.52,0.53,0.37,0.36,0.41,0.37,0.44,0.44,0.49,0.31,0.35,1.1,0.35,0.43,0.37,0.38,0.33,0.37,0.41,0.44,0.38,0.37,0.33,0.36,0.39,0.32,0.39,0.35,0.29,0.38,0.0,0.28,0.34,0.39,0.34,0.0,0.33,0.3,0.41,0.0,0.34,0.3,0.39,0.35,0.37,0.34,0.33,0.38,0.32,0.34,0.33,0.31,0.34,0.34,0.36,0.3,0.33,0.38,0.0,0.41,0.0,0.0,0.34,0.34,0.41,0.31,0.0,0.35,0.0,0.33,0.0,0.31,0.29,0.3,0.63,0.37,0.28,0.31,0.33,0.38,0.31,0.33,0.29,0.0,0.29,0.32,0.0,0.35,0.36,0.32,0.29,0.0,0.32,0.29,0.34,0.29,0.33,0.28,0.31,0.0,0.0,0.3,0.31,0.0,0.0,0.0,0.0,0.31,0.0,0.73,0.34,0.28,0.28,0.0,0.0,0.28,0.28,0.0,0.28,0.3,0.96,0.3,0.29,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.74
09/09/2021,0.71,0.65,0.9,0.79,0.73,0.72,1.31,0.6,0.68,0.65,0.6,0.61,0.49,0.62,0.64,0.59,0.65,0.61,0.61,0.52,0.51,0.67,0.54,0.56,0.74,0.56,0.47,0.55,0.59,0.6,0.52,0.53,0.46,0.51,0.43,0.47,0.0,0.5,0.47,0.44,0.5,0.48,0.35,0.53,0.62,0.46,0.48,0.45,0.42,0.54,0.32,0.43,0.51,0.43,0.42,0.4,0.46,0.49,0.45,0.47,0.38,0.47,0.41,0.49,0.43,0.46,0.46,0.48,0.48,0.41,0.48,0.48,0.69,0.32,0.43,0.41,0.41,0.49,0.41,0.43,0.44,0.39,0.41,0.43,0.49,0.34,0.4,0.4,0.44,0.37,0.41,0.42,0.41,0.39,0.37,0.4,0.4,0.35,0.37,0.53,0.53,0.38,0.35,0.4,0.37,0.44,0.44,0.49,0.3,0.35,1.11,0.35,0.43,0.37,0.38,0.34,0.37,0.41,0.45,0.38,0.37,0.33,0.36,0.39,0.32,0.39,0.35,0.3,0.39,0.0,0.28,0.34,0.39,0.34,0.0,0.32,0.28,0.42,0.0,0.34,0.0,0.39,0.36,0.37,0.34,0.33,0.38,0.32,0.33,0.33,0.3,0.34,0.34,0.36,0.31,0.32,0.38,0.0,0.42,0.0,0.0,0.33,0.35,0.41,0.31,0.28,0.36,0.0,0.33,0.0,0.29,0.29,0.3,0.64,0.36,0.28,0.3,0.33,0.38,0.31,0.33,0.29,0.27,0.29,0.32,0.0,0.36,0.36,0.32,0.3,0.0,0.32,0.28,0.33,0.29,0.34,0.0,0.31,0.0,0.0,0.3,0.31,0.0,0.0,0.0,0.0,0.31,0.0,0.74,0.34,0.28,0.28,0.0,0.0,0.28,0.28,0.0,0.28,0.3,0.95,0.3,0.29,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.77
09/10/2021,0.71,0.64,0.9,0.78,0.73,0.74,1.41,0.59,0.71,0.64,0.61,0.6,0.52,0.62,0.64,0.59,0.65,0.6,0.6,0.52,0.51,0.68,0.53,0.56,0.74,0.57,0.47,0.55,0.57,0.59,0.53,0.51,0.45,0.52,0.43,0.46,0.0,0.5,0.47,0.44,0.49,0.49,0.35,0.53,0.62,0.46,0.47,0.43,0.42,0.54,0.31,0.43,0.52,0.42,0.41,0.4,0.46,0.49,0.45,0.47,0.37,0.47,0.41,0.49,0.43,0.49,0.45,0.47,0.47,0.42,0.48,0.48,0.7,0.32,0.43,0.42,0.4,0.48,0.41,0.43,0.45,0.38,0.4,0.43,0.49,0.35,0.4,0.4,0.43,0.37,0.41,0.42,0.41,0.4,0.37,0.4,0.39,0.35,0.37,0.54,0.57,0.38,0.35,0.38,0.38,0.43,0.44,0.49,0.3,0.35,1.11,0.35,0.43,0.37,0.38,0.34,0.36,0.4,0.45,0.38,0.37,0.33,0.36,0.39,0.32,0.39,0.36,0.29,0.37,0.0,0.28,0.35,0.39,0.34,0.0,0.32,0.29,0.42,0.0,0.34,0.0,0.39,0.36,0.38,0.34,0.32,0.37,0.32,0.33,0.32,0.31,0.35,0.34,0.35,0.3,0.32,0.38,0.0,0.4,0.0,0.0,0.33,0.34,0.41,0.3,0.28,0.36,0.0,0.33,0.0,0.29,0.3,0.3,0.64,0.37,0.28,0.3,0.34,0.39,0.3,0.34,0.29,0.28,0.3,0.32,0.0,0.35,0.36,0.32,0.29,0.0,0.32,0.28,0.33,0.29,0.35,0.0,0.32,0.0,0.0,0.3,0.31,0.0,0.0,0.0,0.0,0.31,0.0,0.75,0.34,0.28,0.28,0.0,0.0,0.27,0.29,0.0,0.29,0.29,0.95,0.3,0.29,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.8
09/13/2021,0.71,0.65,0.9,0.8,0.7,0.73,1.43,0.6,0.74,0.65,0.61,0.6,0.5,0.62,0.62,0.59,0.66,0.61,0.6,0.53,0.51,0.67,0.52,0.56,0.75,0.55,0.46,0.54,0.56,0.6,0.5,0.51,0.46,0.52,0.44,0.46,0.0,0.49,0.47,0.42,0.49,0.51,0.34,0.5,0.63,0.46,0.47,0.44,0.41,0.54,0.33,0.43,0.52,0.43,0.4,0.39,0.46,0.49,0.43,0.46,0.38,0.47,0.42,0.5,0.42,0.46,0.46,0.45,0.46,0.41,0.5,0.48,0.7,0.32,0.43,0.52,0.39,0.44,0.4,0.42,0.44,0.39,0.39,0.43,0.47,0.36,0.39,0.4,0.43,0.37,0.41,0.43,0.41,0.4,0.36,0.4,0.39,0.35,0.37,0.53,0.56,0.4,0.35,0.39,0.38,0.44,0.45,0.5,0.3,0.37,1.13,0.34,0.42,0.37,0.38,0.33,0.37,0.41,0.45,0.39,0.37,0.33,0.37,0.39,0.32,0.38,0.35,0.3,0.38,0.0,0.28,0.35,0.39,0.33,0.0,0.33,0.28,0.42,0.0,0.34,0.0,0.38,0.35,0.37,0.34,0.32,0.37,0.32,0.33,0.32,0.3,0.35,0.35,0.36,0.31,0.32,0.38,0.0,0.41,0.0,0.0,0.33,0.33,0.41,0.3,0.29,0.37,0.27,0.33,0.0,0.29,0.29,0.3,0.64,0.37,0.28,0.3,0.34,0.38,0.3,0.34,0.28,0.28,0.3,0.31,0.0,0.34,0.38,0.32,0.29,0.0,0.3,0.28,0.33,0.29,0.36,0.0,0.32,0.0,0.0,0.29,0.31,0.0,0.0,0.0,0.0,0.31,0.0,0.76,0.34,0.28,0.28,0.0,0.0,0.0,0.29,0.0,0.29,0.3,0.95,0.31,0.29,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.78999999999999
09/14/2021,0.71,0.65,0.9,0.8,0.7,0.73,1.43,0.6,0.74,0.65,0.61,0.6,0.5,0.62,0.62,0.59,0.66,0.61,0.6,0.53,0.51,0.67,0.52,0.56,0.75,0.55,0.46,0.54,0.56,0.6,0.5,0.51,0.46,0.52,0.44,0.46,0.0,0.49,0.47,0.42,0.49,0.51,0.34,0.5,0.63,0.46,0.47,0.44,0.41,0.54,0.33,0.43,0.52,0.43,0.4,0.39,0.46,0.49,0.43,0.46,0.38,0.47,0.42,0.5,0.42,0.46,0.46,0.45,0.46,0.41,0.5,0.48,0.7,0.32,0.43,0.52,0.39,0.44,0.4,0.42,0.44,0.39,0.39,0.43,0.47,0.36,0.39,0.4,0.43,0.37,0.41,0.43,0.41,0.4,0.36,0.4,0.39,0.35,0.37,0.53,0.56,0.4,0.35,0.39,0.38,0.44,0.45,0.5,0.3,0.37,1.13,0.34,0.42,0.37,0.38,0.33,0.37,0.41,0.45,0.39,0.37,0.33,0.37,0.39,0.32,0.38,0.35,0.3,0.38,0.0,0.28,0.35,0.39,0.33,0.0,0.33,0.28,0.42,0.0,0.34,0.0,0.38,0.35,0.37,0.34,0.32,0.37,0.32,0.33,0.32,0.3,0.35,0.35,0.36,0.31,0.32,0.38,0.0,0.41,0.0,0.0,0.33,0.33,0.41,0.3,0.29,0.37,0.27,0.33,0.0,0.29,0.29,0.3,0.64,0.37,0.28,0.3,0.34,0.38,0.3,0.34,0.28,0.28,0.3,0.31,0.0,0.34,0.38,0.32,0.29,0.0,0.3,0.28,0.33,0.29,0.36,0.0,0.32,0.0,0.0,0.29,0.31,0.0,0.0,0.0,0.0,0.31,0.0,0.76,0.34,0.28,0.28,0.0,0.0,0.0,0.29,0.0,0.29,0.3,0.95,0.31,0.29,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.78999999999999
09/15/2021,0.68,0.65,0.91,0.8,0.69,0.74,1.45,0.6,0.75,0.65,0.62,0.61,0.49,0.63,0.62,0.59,0.65,0.6,0.59,0.52,0.51,0.68,0.52,0.58,0.76,0.55,0.46,0.55,0.57,0.64,0.5,0.51,0.46,0.52,0.43,0.45,0.0,0.49,0.47,0.42,0.49,0.51,0.34,0.5,0.63,0.46,0.46,0.43,0.42,0.54,0.33,0.43,0.51,0.44,0.4,0.39,0.46,0.5,0.43,0.46,0.38,0.47,0.41,0.5,0.41,0.46,0.46,0.45,0.46,0.42,0.5,0.48,0.71,0.31,0.42,0.5,0.38,0.43,0.4,0.42,0.44,0.4,0.38,0.43,0.48,0.36,0.39,0.4,0.42,0.37,0.4,0.43,0.41,0.41,0.37,0.4,0.4,0.34,0.36,0.51,0.62,0.39,0.34,0.39,0.37,0.44,0.45,0.5,0.29,0.37,1.14,0.34,0.41,0.37,0.38,0.33,0.37,0.41,0.45,0.39,0.37,0.32,0.36,0.39,0.32,0.38,0.36,0.3,0.39,0.0,0.28,0.35,0.39,0.32,0.0,0.33,0.28,0.42,0.0,0.34,0.0,0.41,0.36,0.37,0.34,0.31,0.38,0.32,0.33,0.32,0.3,0.35,0.36,0.36,0.31,0.32,0.38,0.0,0.39,0.0,0.0,0.33,0.33,0.41,0.31,0.29,0.38,0.28,0.32,0.0,0.29,0.29,0.3,0.64,0.37,0.28,0.3,0.34,0.39,0.3,0.34,0.28,0.27,0.3,0.31,0.0,0.33,0.36,0.32,0.3,0.0,0.32,0.29,0.34,0.29,0.37,0.0,0.32,0.0,0.0,0.29,0.3,0.0,0.0,0.0,0.0,0.31,0.0,0.77,0.35,0.28,0.28,0.0,0.0,0.0,0.29,0.29,0.0,0.3,0.94,0.31,0.29,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.87
09/16/2021,0.73,0.65,0.91,0.82,0.7,0.74,1.34,0.6,0.76,0.67,0.62,0.62,0.48,0.63,0.56,0.6,0.65,0.59,0.6,0.52,0.51,0.7,0.54,0.59,0.73,0.55,0.46,0.54,0.57,0.61,0.5,0.51,0.47,0.53,0.43,0.46,0.0,0.49,0.48,0.42,0.49,0.51,0.34,0.5,0.63,0.46,0.47,0.44,0.42,0.53,0.34,0.43,0.49,0.44,0.41,0.4,0.48,0.49,0.45,0.45,0.39,0.47,0.41,0.5,0.41,0.47,0.46,0.44,0.45,0.42,0.49,0.48,0.71,0.34,0.42,0.49,0.38,0.42,0.41,0.41,0.44,0.4,0.38,0.43,0.49,0.36,0.39,0.4,0.43,0.37,0.41,0.42,0.42,0.41,0.37,0.39,0.4,0.34,0.36,0.51,0.61,0.4,0.34,0.38,0.38,0.44,0.45,0.5,0.3,0.37,1.14,0.35,0.4,0.37,0.38,0.35,0.37,0.4,0.44,0.38,0.37,0.33,0.37,0.39,0.32,0.37,0.35,0.3,0.37,0.0,0.28,0.34,0.39,0.33,0.0,0.34,0.28,0.42,0.0,0.33,0.0,0.41,0.37,0.37,0.34,0.32,0.37,0.31,0.34,0.32,0.29,0.35,0.36,0.35,0.3,0.32,0.39,0.0,0.39,0.0,0.0,0.33,0.33,0.41,0.3,0.28,0.38,0.28,0.32,0.0,0.29,0.29,0.3,0.64,0.37,0.28,0.3,0.34,0.37,0.3,0.33,0.27,0.0,0.29,0.32,0.0,0.31,0.37,0.33,0.31,0.0,0.32,0.29,0.32,0.29,0.37,0.0,0.32,0.0,0.0,0.29,0.31,0.0,0.0,0.0,0.0,0.31,0.0,0.77,0.35,0.28,0.28,0.27,0.0,0.0,0.29,0.0,0.0,0.32,0.95,0.31,0.28,0.31,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.82
09/17/2021,0.73,0.65,0.91,0.82,0.7,0.74,1.34,0.6,0.76,0.67,0.62,0.62,0.48,0.63,0.56,0.6,0.65,0.59,0.6,0.52,0.51,0.7,0.54,0.59,0.73,0.55,0.46,0.54,0.57,0.61,0.5,0.51,0.47,0.53,0.43,0.46,0.0,0.49,0.48,0.42,0.49,0.51,0.34,0.5,0.63,0.46,0.47,0.44,0.42,0.53,0.34,0.43,0.49,0.44,0.41,0.4,0.48,0.49,0.45,0.45,0.39,0.47,0.41,0.5,0.41,0.47,0.46,0.44,0.45,0.42,0.49,0.48,0.71,0.34,0.42,0.49,0.38,0.42,0.41,0.41,0.44,0.4,0.38,0.43,0.49,0.36,0.39,0.4,0.43,0.37,0.41,0.42,0.42,0.41,0.37,0.39,0.4,0.34,0.36,0.51,0.61,0.4,0.34,0.38,0.38,0.44,0.45,0.5,0.3,0.37,1.14,0.35,0.4,0.37,0.38,0.35,0.37,0.4,0.44,0.38,0.37,0.33,0.37,0.39,0.32,0.37,0.35,0.3,0.37,0.0,0.28,0.34,0.39,0.33,0.0,0.34,0.28,0.42,0.0,0.33,0.0,0.41,0.37,0.37,0.34,0.32,0.37,0.31,0.34,0.32,0.29,0.35,0.36,0.35,0.3,0.32,0.39,0.0,0.39,0.0,0.0,0.33,0.33,0.41,0.3,0.28,0.38,0.28,0.32,0.0,0.29,0.29,0.3,0.64,0.37,0.28,0.3,0.34,0.37,0.3,0.33,0.27,0.0,0.29,0.32,0.0,0.31,0.37,0.33,0.31,0.0,0.32,0.29,0.32,0.29,0.37,0.0,0.32,0.0,0.0,0.29,0.31,0.0,0.0,0.0,0.0,0.31,0.0,0.77,0.35,0.28,0.28,0.27,0.0,0.0,0.29,0.0,0.0,0.32,0.95,0.31,0.28,0.31,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.82
09/20/2021,0.73,0.65,0.92,0.88,0.67,0.75,1.29,0.6,0.74,0.67,0.62,0.63,0.49,0.62,0.55,0.61,0.64,0.6,0.59,0.51,0.52,0.7,0.59,0.58,0.75,0.54,0.45,0.55,0.57,0.63,0.49,0.5,0.47,0.53,0.43,0.47,0.0,0.48,0.48,0.37,0.5,0.52,0.34,0.5,0.64,0.45,0.48,0.43,0.42,0.56,0.34,0.43,0.49,0.44,0.42,0.41,0.47,0.52,0.44,0.45,0.4,0.48,0.41,0.5,0.41,0.48,0.45,0.44,0.46,0.41,0.48,0.48,0.71,0.34,0.42,0.5,0.38,0.43,0.4,0.42,0.44,0.4,0.38,0.43,0.51,0.36,0.38,0.41,0.43,0.37,0.42,0.44,0.42,0.4,0.37,0.39,0.4,0.35,0.36,0.49,0.59,0.39,0.34,0.39,0.38,0.45,0.45,0.0,0.3,0.37,1.14,0.34,0.4,0.37,0.37,0.35,0.39,0.39,0.44,0.37,0.36,0.33,0.37,0.39,0.32,0.36,0.35,0.3,0.36,0.0,0.28,0.31,0.4,0.33,0.0,0.33,0.0,0.42,0.0,0.33,0.0,0.43,0.36,0.37,0.34,0.32,0.37,0.31,0.34,0.32,0.3,0.35,0.35,0.34,0.3,0.32,0.39,0.0,0.4,0.0,0.0,0.33,0.34,0.42,0.3,0.27,0.39,0.28,0.32,0.0,0.3,0.28,0.3,0.64,0.38,0.27,0.29,0.33,0.35,0.3,0.33,0.28,0.0,0.3,0.32,0.0,0.3,0.37,0.32,0.33,0.0,0.31,0.28,0.32,0.29,0.36,0.0,0.35,0.0,0.0,0.29,0.32,0.0,0.0,0.0,0.0,0.3,0.0,1.32,0.35,0.28,0.28,0.27,0.0,0.0,0.29,0.0,0.28,0.32,0.95,0.31,0.29,0.33,0.0,0.27,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.21000000000001
09/21/2021,0.72,0.65,0.92,0.86,0.67,0.75,1.19,0.59,0.73,0.66,0.62,0.62,0.49,0.63,0.54,0.62,0.64,0.6,0.59,0.51,0.52,0.7,0.62,0.57,0.76,0.55,0.46,0.53,0.57,0.63,0.49,0.5,0.46,0.53,0.43,0.47,0.0,0.48,0.48,0.37,0.5,0.52,0.34,0.51,0.64,0.45,0.48,0.43,0.42,0.57,0.34,0.43,0.49,0.45,0.43,0.41,0.42,0.53,0.44,0.45,0.4,0.48,0.41,0.5,0.4,0.48,0.45,0.44,0.46,0.41,0.49,0.48,0.71,0.34,0.42,0.5,0.39,0.42,0.4,0.42,0.44,0.4,0.38,0.43,0.53,0.37,0.38,0.41,0.42,0.37,0.42,0.45,0.42,0.4,0.38,0.38,0.41,0.35,0.36,0.5,0.57,0.4,0.35,0.39,0.37,0.45,0.46,0.0,0.31,0.37,1.15,0.35,0.4,0.37,0.37,0.34,0.39,0.39,0.44,0.37,0.36,0.33,0.37,0.39,0.32,0.37,0.34,0.3,0.36,0.0,0.28,0.31,0.4,0.33,0.0,0.34,0.0,0.42,0.0,0.33,0.28,0.42,0.37,0.37,0.35,0.32,0.37,0.31,0.34,0.31,0.3,0.35,0.36,0.35,0.3,0.32,0.4,0.0,0.39,0.0,0.0,0.33,0.34,0.44,0.3,0.28,0.39,0.28,0.32,0.0,0.3,0.29,0.3,0.64,0.37,0.0,0.3,0.33,0.37,0.3,0.33,0.28,0.0,0.3,0.31,0.0,0.29,0.37,0.32,0.34,0.0,0.32,0.29,0.33,0.3,0.36,0.28,0.35,0.0,0.0,0.29,0.33,0.0,0.0,0.0,0.0,0.31,0.0,1.2,0.35,0.28,0.28,0.0,0.0,0.0,0.29,0.29,0.28,0.32,0.86,0.31,0.29,0.32,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.10000000000001
09/22/2021,0.72,0.65,0.92,0.86,0.67,0.75,1.19,0.59,0.73,0.66,0.62,0.62,0.49,0.63,0.54,0.62,0.64,0.6,0.59,0.51,0.52,0.7,0.62,0.57,0.76,0.55,0.46,0.53,0.57,0.63,0.49,0.5,0.46,0.53,0.43,0.47,0.0,0.48,0.48,0.37,0.5,0.52,0.34,0.51,0.64,0.45,0.48,0.43,0.42,0.57,0.34,0.43,0.49,0.45,0.43,0.41,0.42,0.53,0.44,0.45,0.4,0.48,0.41,0.5,0.4,0.48,0.45,0.44,0.46,0.41,0.49,0.48,0.71,0.34,0.42,0.5,0.39,0.42,0.4,0.42,0.44,0.4,0.38,0.43,0.53,0.37,0.38,0.41,0.42,0.37,0.42,0.45,0.42,0.4,0.38,0.38,0.41,0.35,0.36,0.5,0.57,0.4,0.35,0.39,0.37,0.45,0.46,0.0,0.31,0.37,1.15,0.35,0.4,0.37,0.37,0.34,0.39,0.39,0.44,0.37,0.36,0.33,0.37,0.39,0.32,0.37,0.34,0.3,0.36,0.0,0.28,0.31,0.4,0.33,0.0,0.34,0.0,0.42,0.0,0.33,0.28,0.42,0.37,0.37,0.35,0.32,0.37,0.31,0.34,0.31,0.3,0.35,0.36,0.35,0.3,0.32,0.4,0.0,0.39,0.0,0.0,0.33,0.34,0.44,0.3,0.28,0.39,0.28,0.32,0.0,0.3,0.29,0.3,0.64,0.37,0.0,0.3,0.33,0.37,0.3,0.33,0.28,0.0,0.3,0.31,0.0,0.29,0.37,0.32,0.34,0.0,0.32,0.29,0.33,0.3,0.36,0.28,0.35,0.0,0.0,0.29,0.33,0.0,0.0,0.0,0.0,0.31,0.0,1.2,0.35,0.28,0.28,0.0,0.0,0.0,0.29,0.29,0.28,0.32,0.86,0.31,0.29,0.32,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.10000000000001
