,BIMAS.IS,EREGL.IS,GARAN.IS,AKBNK.IS,TCELL.IS,KCHOL.IS,FROTO.IS,TUPRS.IS,SISE.IS,ASELS.IS,THYAO.IS,SAHOL.IS,PETKM.IS,YKBNK.IS,CCOLA.IS,ISCTR.IS,KRDMD.IS,TAVHL.IS,AEFES.IS,KOZAL.IS,EKGYO.IS,ULKER.IS,BERA.IS,PGSUS.IS,MGROS.IS,DOHOL.IS,TKFEN.IS,ENJSA.IS,VESTL.IS,KOZAA.IS,AKSA.IS,MAVI.IS,TOASO.IS,SOKM.IS,MPARK.IS,HEKTS.IS,HALKB.IS,VAKBN.IS,GUBRF.IS,NUHCM.IS,OTKAR.IS,TTRAK.IS,FENER.IS,AKSEN.IS,ISMEN.IS,TSKB.IS,JANTS.IS,OYAKC.IS,ANSGR.IS,XTSLA,TRY,HBCFT,ENKAI,MESU1,USD,ULKER.E.IS,TKFEN.E.IS,MAVI.E.IS,HEKTS.E.IS,HALKB.E.IS,VAKBN.E.IS,NUHCM.E.IS,ISMEN.E.IS,ANSGR.E.IS,ENKAI.E,BIMAS.E.IS,EREGL.E.IS,GARAN.E.IS,KCHOL.E.IS,AKBNK.E.IS,TCELL.E.IS,FROTO.E.IS,TUPRS.E.IS,SISE.E.IS,ASELS.E.IS,PETKM.E.IS,SAHOL.E.IS,YKBNK.E.IS,CCOLA.E.IS,THYAO.E.IS,ISCTR.E.IS,KRDMD.E.IS,AEFES.E.IS,TAVHL.E.IS,KOZAL.E.IS,MGROS.E.IS,AKSA.E.IS,EKGYO.E.IS,TOASO.E.IS,KOZAA.E.IS,DOHOL.E.IS,ENJSA.E.IS,PGSUS.E.IS,MPARK.E.IS,SOKM.E.IS,VESTL.E.IS,BERA.E.IS,OTKAR.E.IS,GUBRF.E.IS,TTRAK.E.IS,AKSEN.E.IS,FENER.E.IS,TSKB.E.IS,OYAKC.E.IS,JANTS.E.IS,ENKAI.E.IS,MESZ1,SUM
07/09/2021,9.08,7.9,6.31,5.3,4.81,4.68,4.34,3.73,3.12,3.09,2.89,2.67,2.55,2.38,2.36,2.29,2.07,1.87,1.84,1.68,1.36,1.32,1.31,1.31,1.3,1.3,1.24,1.16,1.15,1.14,1.11,1.03,1.03,1.0,1.0,0.79,0.75,0.66,0.65,0.63,0.61,0.57,0.41,0.38,0.32,0.31,0.31,0.3,0.28,0.18,0.12,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
07/12/2021,9.13,7.73,6.31,5.28,4.81,4.74,4.44,3.72,3.1,3.09,2.86,2.65,2.61,2.43,2.39,2.34,2.13,1.9,1.84,1.65,1.35,1.31,1.23,1.26,1.31,1.29,1.25,1.15,1.14,1.14,1.18,1.06,1.02,0.98,1.0,0.78,0.74,0.66,0.65,0.61,0.6,0.54,0.43,0.39,0.31,0.31,0.3,0.3,0.28,0.17,0.12,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
07/13/2021,9.13,7.73,6.31,5.28,4.81,4.74,4.44,3.72,3.1,3.09,2.86,2.65,2.61,2.43,2.39,2.34,2.13,1.9,1.84,1.65,1.35,1.31,1.23,1.26,1.31,1.29,1.25,1.15,1.14,1.14,1.18,1.06,1.02,0.98,1.0,0.78,0.74,0.66,0.65,0.61,0.6,0.54,0.43,0.39,0.31,0.31,0.3,0.3,0.28,0.17,0.12,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
07/14/2021,9.22,7.91,6.26,5.25,4.81,4.76,4.45,3.75,3.1,3.09,2.82,2.62,2.65,2.45,2.39,2.32,2.16,1.88,1.82,1.65,1.33,1.31,1.16,1.25,1.31,1.26,1.25,1.14,1.13,1.14,1.15,1.03,1.01,0.98,0.99,0.77,0.74,0.66,0.65,0.61,0.6,0.55,0.43,0.38,0.31,0.31,0.3,0.3,0.28,0.17,0.12,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
07/15/2021,9.22,7.91,6.26,5.25,4.81,4.76,4.45,3.75,3.1,3.09,2.82,2.62,2.65,2.45,2.39,2.32,2.16,1.88,1.82,1.65,1.33,1.31,1.16,1.25,1.31,1.26,1.25,1.14,1.13,1.14,1.15,1.03,1.01,0.98,0.99,0.77,0.74,0.66,0.65,0.61,0.6,0.55,0.43,0.38,0.31,0.31,0.3,0.3,0.28,0.17,0.12,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
07/16/2021,9.13,8.04,6.34,5.29,4.83,4.82,4.41,3.74,3.11,3.04,2.79,2.62,2.61,2.5,2.41,2.34,2.17,1.87,1.86,1.66,1.32,1.29,1.16,1.25,1.32,1.27,1.22,1.12,1.12,1.14,1.13,1.02,1.01,0.98,1.01,0.78,0.73,0.67,0.63,0.58,0.58,0.53,0.43,0.38,0.3,0.3,0.29,0.29,0.28,0.13,0.11,0.01,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
07/19/2021,9.09,8.06,6.25,5.28,4.78,4.88,4.53,3.73,3.09,3.05,2.75,2.61,2.62,2.52,2.41,2.34,2.2,1.85,1.87,1.67,1.32,1.29,1.15,1.25,1.31,1.25,1.22,1.11,1.14,1.16,1.13,1.02,1.01,0.98,1.0,0.79,0.73,0.67,0.65,0.59,0.6,0.54,0.42,0.39,0.3,0.3,0.3,0.29,0.28,0.13,0.11,0.01,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
07/20/2021,9.09,8.06,6.25,5.28,4.78,4.88,4.53,3.73,3.09,3.05,2.75,2.61,2.62,2.52,2.41,2.34,2.2,1.85,1.87,1.67,1.32,1.29,1.15,1.25,1.31,1.25,1.22,1.11,1.14,1.16,1.13,1.02,1.01,0.98,1.0,0.79,0.73,0.67,0.65,0.59,0.6,0.54,0.42,0.39,0.3,0.3,0.3,0.29,0.28,0.13,0.11,0.01,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
07/22/2021,9.12,8.05,6.21,5.22,4.69,4.83,4.44,3.73,3.07,3.09,2.71,2.65,2.64,2.5,2.49,2.3,2.22,1.8,1.85,1.65,1.32,1.33,1.22,1.23,1.34,1.25,1.22,1.12,1.19,1.15,1.15,1.02,1.02,1.02,1.01,0.8,0.72,0.67,0.63,0.59,0.6,0.54,0.42,0.39,0.3,0.31,0.3,0.29,0.29,0.18,0.12,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01000000000002
07/23/2021,9.12,8.05,6.21,5.22,4.69,4.83,4.44,3.73,3.07,3.09,2.71,2.65,2.64,2.5,2.49,2.3,2.22,1.8,1.85,1.65,1.32,1.33,1.22,1.23,1.34,1.25,1.22,1.12,1.19,1.15,1.15,1.02,1.02,1.02,1.01,0.8,0.72,0.67,0.63,0.59,0.6,0.54,0.42,0.39,0.3,0.31,0.3,0.29,0.29,0.17,0.12,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
