,BIMAS.IS,EREGL.IS,GARAN.IS,AKBNK.IS,TCELL.IS,KCHOL.IS,FROTO.IS,TUPRS.IS,SISE.IS,ASELS.IS,THYAO.IS,SAHOL.IS,PETKM.IS,YKBNK.IS,CCOLA.IS,ISCTR.IS,KRDMD.IS,TAVHL.IS,AEFES.IS,KOZAL.IS,EKGYO.IS,ULKER.IS,BERA.IS,PGSUS.IS,MGROS.IS,DOHOL.IS,TKFEN.IS,ENJSA.IS,VESTL.IS,KOZAA.IS,AKSA.IS,MAVI.IS,TOASO.IS,SOKM.IS,MPARK.IS,HEKTS.IS,HALKB.IS,VAKBN.IS,GUBRF.IS,NUHCM.IS,OTKAR.IS,TTRAK.IS,FENER.IS,AKSEN.IS,ISMEN.IS,TSKB.IS,JANTS.IS,OYAKC.IS,ANSGR.IS,XTSLA,TRY,HBCFT,ENKAI,MESU1,USD,ULKER.E.IS,TKFEN.E.IS,MAVI.E.IS,HEKTS.E.IS,HALKB.E.IS,VAKBN.E.IS,NUHCM.E.IS,ISMEN.E.IS,ANSGR.E.IS,ENKAI.E,BIMAS.E.IS,EREGL.E.IS,GARAN.E.IS,KCHOL.E.IS,AKBNK.E.IS,TCELL.E.IS,FROTO.E.IS,TUPRS.E.IS,SISE.E.IS,ASELS.E.IS,PETKM.E.IS,SAHOL.E.IS,YKBNK.E.IS,CCOLA.E.IS,THYAO.E.IS,ISCTR.E.IS,KRDMD.E.IS,AEFES.E.IS,TAVHL.E.IS,KOZAL.E.IS,MGROS.E.IS,AKSA.E.IS,EKGYO.E.IS,TOASO.E.IS,KOZAA.E.IS,DOHOL.E.IS,ENJSA.E.IS,PGSUS.E.IS,MPARK.E.IS,SOKM.E.IS,VESTL.E.IS,BERA.E.IS,OTKAR.E.IS,GUBRF.E.IS,TTRAK.E.IS,AKSEN.E.IS,FENER.E.IS,TSKB.E.IS,OYAKC.E.IS,JANTS.E.IS,ENKAI.E.IS,MESZ1,SUM
07/27/2021,9.12,8.05,6.21,5.22,4.69,4.83,4.44,3.73,3.07,3.09,2.71,2.65,2.64,2.5,2.49,2.3,2.22,1.8,1.85,1.65,1.32,1.33,1.22,1.23,1.34,1.25,1.22,1.12,1.19,1.15,1.15,1.02,1.02,1.02,1.01,0.8,0.72,0.67,0.63,0.59,0.6,0.54,0.42,0.39,0.3,0.31,0.3,0.29,0.29,0.17,0.12,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
07/29/2021,9.2,8.12,6.13,5.2,4.68,4.83,4.43,3.67,3.08,3.12,2.63,2.68,2.71,2.49,2.55,2.29,2.28,1.7,1.88,1.63,1.34,1.33,1.21,1.19,1.34,1.21,1.21,1.12,1.19,1.13,1.15,1.04,1.05,1.03,1.02,0.79,0.71,0.66,0.63,0.59,0.62,0.54,0.43,0.41,0.31,0.31,0.3,0.29,0.29,0.17,0.12,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
07/30/2021,9.17,8.25,6.12,5.17,4.67,4.81,4.4,3.65,3.06,3.13,2.66,2.72,2.77,2.48,2.54,2.3,2.28,1.73,1.87,1.63,1.34,1.32,1.17,1.24,1.32,1.19,1.2,1.13,1.17,1.13,1.15,1.03,1.06,1.0,0.99,0.79,0.7,0.65,0.64,0.58,0.62,0.54,0.43,0.41,0.3,0.31,0.29,0.29,0.29,0.17,0.12,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99000000000002
08/02/2021,9.19,8.72,6.08,5.12,4.64,4.9,4.34,3.64,3.06,3.17,2.65,2.71,2.75,2.47,2.52,2.27,2.31,1.7,1.83,1.62,1.32,1.29,1.16,1.22,1.33,1.19,1.19,1.12,1.16,1.14,1.15,0.98,1.07,0.98,0.97,0.8,0.69,0.64,0.63,0.59,0.62,0.54,0.41,0.4,0.3,0.3,0.29,0.29,0.29,0.16,0.12,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04000000000002
08/03/2021,9.16,8.69,6.19,5.15,4.58,4.87,4.37,3.61,3.02,3.21,2.63,2.71,2.74,2.55,2.52,2.3,2.33,1.67,1.83,1.58,1.3,1.28,1.14,1.19,1.31,1.19,1.18,1.11,1.07,1.14,1.15,0.96,1.06,0.97,0.97,0.82,0.68,0.64,0.63,0.58,0.63,0.54,0.41,0.41,0.31,0.3,0.28,0.28,0.29,0.16,0.29,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/04/2021,9.16,8.69,6.19,5.15,4.58,4.87,4.37,3.61,3.02,3.21,2.63,2.71,2.74,2.55,2.52,2.3,2.33,1.67,1.83,1.58,1.3,1.28,1.14,1.19,1.31,1.19,1.18,1.11,1.07,1.14,1.15,0.96,1.06,0.97,0.97,0.82,0.68,0.64,0.63,0.58,0.63,0.54,0.41,0.41,0.31,0.3,0.28,0.28,0.29,0.16,0.29,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/05/2021,9.16,8.69,6.19,5.15,4.58,4.87,4.37,3.61,3.02,3.21,2.63,2.71,2.74,2.55,2.52,2.3,2.33,1.67,1.83,1.58,1.3,1.28,1.14,1.19,1.31,1.19,1.18,1.11,1.07,1.14,1.15,0.96,1.06,0.97,0.97,0.82,0.68,0.64,0.63,0.58,0.63,0.54,0.41,0.41,0.31,0.3,0.28,0.28,0.29,0.16,0.29,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/06/2021,9.16,8.62,6.37,5.18,4.49,4.84,4.39,3.62,3.07,3.31,2.58,2.68,2.69,2.59,2.55,2.32,2.28,1.6,1.81,1.57,1.27,1.27,1.11,1.15,1.31,1.19,1.16,1.14,1.04,1.13,1.13,0.94,1.17,0.97,1.0,0.83,0.68,0.65,0.63,0.57,0.67,0.54,0.41,0.41,0.3,0.31,0.29,0.29,0.29,0.14,0.3,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
08/10/2021,9.08,8.8,6.53,5.17,4.46,4.84,4.37,3.68,3.1,3.21,2.58,2.7,2.71,2.56,2.49,2.31,2.31,1.62,1.78,1.59,1.27,1.26,1.09,1.15,1.29,1.19,1.18,1.12,1.02,1.12,1.14,0.99,1.22,1.0,1.02,0.81,0.67,0.64,0.65,0.56,0.71,0.55,0.39,0.41,0.31,0.31,0.28,0.3,0.28,0.16,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/11/2021,9.08,8.8,6.53,5.17,4.46,4.84,4.37,3.68,3.1,3.21,2.58,2.7,2.71,2.56,2.49,2.31,2.31,1.62,1.78,1.59,1.27,1.26,1.09,1.15,1.29,1.19,1.18,1.12,1.02,1.12,1.14,0.99,1.22,1.0,1.02,0.81,0.67,0.64,0.65,0.56,0.71,0.55,0.39,0.41,0.31,0.31,0.28,0.3,0.28,0.16,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/12/2021,9.11,8.7,6.48,5.17,4.46,4.79,4.29,3.69,3.18,3.19,2.58,2.71,2.76,2.54,2.51,2.29,2.31,1.65,1.78,1.57,1.3,1.26,1.08,1.19,1.28,1.19,1.19,1.13,1.03,1.1,1.14,0.98,1.25,0.99,1.01,0.81,0.67,0.64,0.65,0.6,0.71,0.56,0.41,0.41,0.31,0.31,0.29,0.3,0.28,0.16,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
08/13/2021,9.58,8.3,6.42,5.21,4.45,4.83,4.28,3.72,3.24,3.18,2.52,2.73,2.75,2.57,2.48,2.31,2.3,1.63,1.76,1.55,1.28,1.25,1.07,1.15,1.31,1.21,1.19,1.13,1.02,1.09,1.14,0.99,1.28,1.0,1.01,0.82,0.67,0.63,0.66,0.58,0.71,0.54,0.39,0.41,0.31,0.31,0.28,0.3,0.28,0.16,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/16/2021,9.74,8.26,6.49,5.16,4.46,5.17,4.35,3.64,3.22,3.08,2.47,2.73,2.76,2.57,2.45,2.28,2.32,1.64,1.75,1.52,1.27,1.24,1.02,1.15,1.36,1.2,1.2,1.12,1.01,1.07,1.13,0.97,1.3,1.0,1.01,0.77,0.66,0.63,0.65,0.55,0.71,0.53,0.39,0.39,0.31,0.3,0.27,0.29,0.27,0.11,0.02,0.01,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/17/2021,9.62,8.22,6.46,5.14,4.41,5.23,4.4,3.71,3.32,3.06,2.46,2.71,2.77,2.54,2.44,2.26,2.38,1.67,1.75,1.51,1.26,1.21,0.98,1.15,1.38,1.19,1.16,1.12,1.01,1.07,1.22,0.99,1.33,1.0,0.99,0.76,0.66,0.62,0.64,0.57,0.69,0.54,0.38,0.4,0.32,0.3,0.27,0.29,0.27,0.11,0.02,0.01,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/19/2021,9.64,8.1,6.52,5.26,4.38,5.27,4.29,3.7,3.28,3.04,2.48,2.74,2.77,2.58,2.43,2.3,2.33,1.68,1.75,1.52,1.27,1.21,1.03,1.16,1.33,1.19,1.15,1.12,1.01,1.11,1.2,0.99,1.27,0.99,1.0,0.76,0.67,0.63,0.65,0.55,0.69,0.53,0.38,0.4,0.31,0.31,0.27,0.29,0.27,0.1,0.02,0.01,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
08/20/2021,9.54,8.02,6.53,5.27,4.45,5.39,4.29,3.75,3.3,3.03,2.44,2.72,2.79,2.63,2.43,2.32,2.31,1.64,1.73,1.52,1.26,1.2,0.99,1.14,1.34,1.19,1.14,1.12,1.01,1.13,1.26,0.99,1.27,1.0,1.0,0.76,0.67,0.63,0.65,0.55,0.7,0.54,0.37,0.41,0.31,0.31,0.27,0.29,0.27,0.14,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
08/23/2021,9.91,7.78,6.51,5.26,4.51,5.21,4.17,3.73,3.34,3.05,2.43,2.74,2.78,2.61,2.48,2.33,2.2,1.64,1.73,1.54,1.27,1.2,0.99,1.13,1.35,1.19,1.15,1.12,1.0,1.17,1.27,0.99,1.28,1.02,1.03,0.76,0.69,0.64,0.64,0.55,0.7,0.53,0.38,0.42,0.31,0.3,0.27,0.29,0.27,0.14,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
