,EWG,EUR,XTSLA,EUR,EUR,EUR,EUR,EUR,EUR,EUR,EUR,SUM
07/09/2021,99.7,0.21,0.09,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,100.03
