,2330.TW,700.HK,9988.HK,005930.KS,3690.HK,VALE3.SA,NPN.JO,RELIANCE.NS,939.HK,INFY.NS,NIO,JD,000660.KS,2318.HK,HDFC.NS,2269.HK,005935.KQ,2317.TW,BIDU,2454.TW,PDD,1810.HK,GAZP.ME,NTES,035420.KS,ICICIBANK.NS,SBER.ME,035720.KS,TCS.NS,LKOH.ME,1120.SR,006400.KS,051910.KS,1180.SR,1398.HK,M4B.,2010.SR,005380.KS,3988.HK,HINDUNILVR.NS,YUMC,ITUB4.SA,2331.HK,PETR4.SA,AMXL.MX,2020.HK,068270.KS,2303.TW,BY6.,BAJFINANCE.NS,600519.SS,AXISBANK.NS,BBCA.JK,BBDC4.SA,005490.KS,QNBK.QA,YNDX,2603.TW,000270.KS,7010.SR,GMKN.ME,2308.TW,2382.HK,NVTK.L,PETR3.SA,2313.HK,2222.SR,FAB.,NBK.,B3SA3.SA,FSR.JO,105560.KS,175.HK,2319.HK,BHARTIARTL.NS,TCOM,2881.TW,BILI,066570.KS,ASIANPAINT.NS,ABEV3.SA,1303.TW,WALMEX.MX,FEMSAUBD.MX,012330.KS,2002.TW,GFNORTEO.MX,LI,055550.KS,HKD,6098.HK,2688.HK,BGNE,2412.TW,BBRI.JK,BEKE,MARUTI.NS,CHL.,XPEV,051900.KS,LT.NS,PBBANK.KL,1301.TW,HCLTECH.NS,2891.TW,2882.TW,GMEXICOB.MX,KOTAKBANK.NS,3711.TW,IMP.JO,1216.TW,OTP.BD,2609.TW,MGLU3.SA,KFH.,2886.TW,MTN.JO,036570.KS,PTT-R.BK,207940.KS,ZTO,096770.KS,291.HK,CEMEXCPO.MX,1801.HK,ZLAB,1109.HK,300750.SZ,TCS.L,SBK.JO,WEGE3.SA,1093.HK,SNPMF,EDU,086790.KS,SSW.JO,2884.TW,000858.SZ,600036.SS,TLKM.JK,SCVUF,6415.TW,TATASTEEL.NS,2333.HK,TATN.ME,ULTRACEMCO.NS,SBIN.NS,NTCO3.SA,1326.TW,017670.KS,CPALL-R.BK,011200.KS,3008.TW,ETISALAT.,3034.TW,384.HK,EMIRATESNBD.DB,WIPRO.NS,HTHT,TME,TECHM.NS,ITSA4.SA,857.HK,2357.TW,1010.SR,028260.KS,960.HK,2885.TW,968.HK,5871.TW,1177.HK,DIVISLAB.NS,688.HK,HINDALCO.NS,GFI.JO,268.HK,VIPS,2007.HK,992.HK,ITC.NS,2601.HK,033780.KS,091990.KQ,NESTLEIND.NS,AOT-R.BK,GNDI3.SA,TAL,CPI.JO,009150.KS,GLOB,1288.HK,M&M.NS,2379.TW,2382.TW,ROSN.ME,TITAN.NS,SUZB3.SA,1101.TW,SOL.JO,PKO.WA,2892.TW,ANG.JO,DRREDDY.NS,MAYBANK.KL,BAP,2359.HK,241.HK,JSWSTEEL.NS,XTSLA,RENT3.SA,1918.HK,003220.KS,SUNPHARMA.NS,1211.SR,2327.TW,DMART.NS,TWD,2899.HK,003550.KS,KGH.WA,HDFCLIFE.NS,5880.TW,BID.JO,NTPC.NS,SLM.JO,ABG.JO,POWERGRID.NS,CIMB.KL,BMRI.JK,BJFIN.NS,TATAMOTORS.NS,ZAR,1060.SR,BAJAJFINSV.NS,SBILIFE.NS,6690.HK,ASII.JK,TATACONSUM.NS,SQM/B.SN,POLY.L,6969.HK,KRW,AQE.,1088.HK,586.HK,2020.SR,034730.KS,CLV.,916.HK,3037.TW,SQM.B.SN,SUM
08/11/2021,5.64,3.61,4.05,3.67,1.07,0.89,0.85,0.87,0.73,0.82,0.61,0.65,0.61,0.6,0.66,0.58,0.58,0.54,0.48,0.55,0.41,0.52,0.49,0.38,0.52,0.52,0.51,0.42,0.45,0.38,0.42,0.4,0.36,0.37,0.33,0.32,0.32,0.29,0.29,0.29,0.28,0.3,0.26,0.28,0.3,0.26,0.25,0.28,0.3,0.25,0.21,0.24,0.26,0.24,0.24,0.24,0.22,0.14,0.21,0.24,0.24,0.22,0.24,0.23,0.22,0.21,0.22,0.21,0.22,0.2,0.21,0.19,0.22,0.2,0.22,0.13,0.19,0.14,0.16,0.17,0.17,0.18,0.18,0.18,0.17,0.16,0.18,0.15,0.16,0.12,0.12,0.18,0.16,0.17,0.16,0.0,0.14,0.13,0.17,0.13,0.16,0.15,0.15,0.17,0.16,0.16,0.16,0.15,0.17,0.15,0.14,0.14,0.0,0.13,0.14,0.13,0.14,0.13,0.12,0.14,0.13,0.12,0.12,0.13,0.12,0.12,0.11,0.13,0.12,0.12,0.13,0.13,0.12,0.0,0.12,0.12,0.11,0.09,0.1,0.12,0.1,0.12,0.14,0.15,0.1,0.12,0.12,0.1,0.11,0.11,0.11,0.1,0.11,0.13,0.13,0.11,0.1,0.12,0.0,0.0,0.12,0.11,0.09,0.09,0.11,0.11,0.09,0.1,0.12,0.11,0.1,0.1,0.0,0.1,0.09,0.09,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,0.0,0.09,0.0,0.1,0.1,0.11,0.09,0.09,0.11,0.0,0.09,0.1,0.0,0.1,0.09,0.09,0.09,0.08,0.0,0.08,0.0,0.0,0.0,0.1,0.13,0.0,0.0,0.0,0.1,0.09,0.0,0.09,0.11,0.09,0.08,0.0,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.56
08/12/2021,5.67,3.67,3.95,3.66,1.1,0.88,0.85,0.86,0.73,0.83,0.63,0.67,0.59,0.6,0.66,0.58,0.58,0.54,0.48,0.54,0.44,0.53,0.49,0.41,0.52,0.53,0.52,0.43,0.45,0.39,0.42,0.4,0.37,0.37,0.34,0.34,0.32,0.29,0.29,0.29,0.27,0.31,0.25,0.27,0.3,0.25,0.24,0.28,0.29,0.25,0.22,0.25,0.26,0.23,0.23,0.25,0.23,0.14,0.21,0.24,0.23,0.21,0.23,0.23,0.22,0.2,0.22,0.22,0.22,0.2,0.21,0.2,0.22,0.19,0.21,0.14,0.19,0.14,0.16,0.17,0.17,0.18,0.18,0.18,0.17,0.17,0.18,0.15,0.16,0.12,0.12,0.19,0.16,0.17,0.16,0.0,0.14,0.13,0.18,0.13,0.16,0.15,0.15,0.17,0.16,0.16,0.16,0.15,0.17,0.15,0.14,0.13,0.0,0.12,0.14,0.13,0.14,0.13,0.12,0.14,0.13,0.12,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.13,0.13,0.12,0.0,0.13,0.12,0.11,0.09,0.1,0.12,0.1,0.12,0.13,0.15,0.1,0.12,0.12,0.1,0.11,0.11,0.11,0.1,0.11,0.13,0.12,0.11,0.1,0.11,0.0,0.0,0.12,0.1,0.09,0.09,0.11,0.11,0.09,0.1,0.11,0.11,0.1,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.0,0.09,0.0,0.09,0.09,0.09,0.0,0.0,0.0,0.1,0.1,0.11,0.09,0.1,0.11,0.0,0.09,0.1,0.09,0.1,0.09,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.14,0.0,0.0,0.0,0.1,0.09,0.08,0.09,0.11,0.09,0.0,0.0,0.08,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.70000000000001
08/13/2021,5.61,3.85,4.02,3.57,1.19,0.89,0.93,0.86,0.73,0.83,0.61,0.66,0.57,0.6,0.66,0.59,0.57,0.52,0.48,0.54,0.43,0.54,0.49,0.4,0.51,0.52,0.52,0.42,0.45,0.39,0.42,0.41,0.36,0.38,0.33,0.34,0.32,0.29,0.29,0.29,0.27,0.3,0.27,0.28,0.3,0.26,0.24,0.27,0.29,0.24,0.23,0.25,0.26,0.23,0.23,0.25,0.22,0.14,0.21,0.24,0.23,0.21,0.22,0.23,0.22,0.2,0.22,0.21,0.22,0.2,0.21,0.19,0.22,0.19,0.22,0.13,0.19,0.14,0.16,0.17,0.16,0.17,0.18,0.18,0.17,0.17,0.18,0.15,0.16,0.12,0.13,0.18,0.16,0.17,0.16,0.0,0.14,0.13,0.17,0.12,0.16,0.15,0.15,0.17,0.16,0.16,0.16,0.15,0.16,0.14,0.14,0.13,0.0,0.13,0.14,0.13,0.14,0.13,0.12,0.15,0.13,0.12,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.14,0.12,0.0,0.12,0.12,0.11,0.1,0.1,0.12,0.1,0.12,0.13,0.15,0.1,0.12,0.11,0.1,0.11,0.11,0.11,0.09,0.1,0.13,0.12,0.1,0.1,0.12,0.0,0.0,0.12,0.1,0.09,0.09,0.11,0.11,0.09,0.1,0.11,0.12,0.1,0.1,0.09,0.1,0.0,0.09,0.0,0.09,0.0,0.09,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.1,0.1,0.11,0.09,0.1,0.11,0.0,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.0,0.0,0.08,0.0,0.0,0.0,0.09,0.14,0.0,0.0,0.0,0.1,0.09,0.0,0.09,0.11,0.09,0.08,0.0,0.08,0.08,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.74
08/16/2021,5.6,3.84,3.96,3.41,1.18,0.89,0.9,0.88,0.75,0.84,0.59,0.66,0.51,0.6,0.67,0.56,0.55,0.53,0.46,0.53,0.41,0.52,0.51,0.41,0.51,0.53,0.52,0.42,0.46,0.4,0.43,0.42,0.37,0.38,0.34,0.35,0.32,0.29,0.3,0.29,0.27,0.3,0.27,0.28,0.31,0.25,0.25,0.28,0.3,0.25,0.22,0.25,0.26,0.23,0.23,0.25,0.23,0.14,0.21,0.24,0.23,0.21,0.22,0.23,0.23,0.2,0.22,0.21,0.22,0.18,0.21,0.2,0.24,0.19,0.22,0.13,0.2,0.14,0.15,0.17,0.16,0.18,0.19,0.18,0.17,0.17,0.18,0.18,0.16,0.13,0.13,0.19,0.14,0.17,0.16,0.0,0.14,0.13,0.17,0.12,0.17,0.15,0.15,0.18,0.16,0.16,0.16,0.15,0.16,0.14,0.13,0.14,0.0,0.13,0.14,0.12,0.15,0.12,0.12,0.15,0.13,0.12,0.13,0.13,0.11,0.12,0.13,0.12,0.13,0.12,0.12,0.14,0.12,0.0,0.13,0.12,0.12,0.09,0.1,0.12,0.1,0.12,0.14,0.15,0.1,0.12,0.11,0.1,0.11,0.11,0.11,0.1,0.1,0.13,0.12,0.1,0.1,0.12,0.0,0.0,0.13,0.1,0.1,0.09,0.11,0.1,0.1,0.09,0.11,0.12,0.1,0.1,0.09,0.1,0.0,0.09,0.0,0.09,0.0,0.09,0.0,0.0,0.09,0.09,0.0,0.09,0.0,0.1,0.1,0.11,0.09,0.1,0.1,0.0,0.09,0.1,0.09,0.09,0.09,0.1,0.09,0.0,0.0,0.08,0.0,0.0,0.0,0.1,0.15,0.0,0.0,0.0,0.1,0.09,0.0,0.09,0.13,0.09,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.08,0.09,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.67000000000001
08/17/2021,5.59,3.78,3.89,3.3,1.18,0.89,0.9,0.9,0.75,0.86,0.58,0.66,0.51,0.59,0.68,0.58,0.53,0.53,0.45,0.54,0.4,0.51,0.51,0.4,0.5,0.53,0.53,0.42,0.47,0.4,0.43,0.42,0.38,0.39,0.34,0.36,0.32,0.28,0.3,0.29,0.28,0.31,0.27,0.29,0.32,0.25,0.25,0.27,0.3,0.25,0.22,0.25,0.27,0.23,0.23,0.26,0.23,0.13,0.21,0.24,0.23,0.21,0.22,0.24,0.23,0.21,0.22,0.22,0.22,0.19,0.21,0.2,0.23,0.19,0.23,0.14,0.2,0.13,0.15,0.17,0.16,0.17,0.2,0.19,0.17,0.17,0.19,0.17,0.16,0.13,0.13,0.19,0.14,0.17,0.16,0.0,0.14,0.13,0.17,0.12,0.17,0.15,0.15,0.18,0.16,0.16,0.16,0.15,0.16,0.14,0.13,0.14,0.0,0.13,0.14,0.13,0.15,0.12,0.12,0.15,0.13,0.12,0.13,0.14,0.12,0.13,0.13,0.12,0.13,0.12,0.13,0.14,0.12,0.0,0.13,0.13,0.12,0.1,0.11,0.12,0.1,0.11,0.14,0.15,0.1,0.12,0.12,0.1,0.11,0.11,0.11,0.09,0.1,0.13,0.12,0.11,0.1,0.12,0.0,0.0,0.13,0.11,0.1,0.09,0.11,0.1,0.1,0.09,0.11,0.12,0.1,0.1,0.1,0.11,0.09,0.09,0.0,0.09,0.0,0.09,0.0,0.0,0.09,0.09,0.0,0.09,0.0,0.1,0.09,0.12,0.09,0.1,0.1,0.0,0.09,0.1,0.09,0.09,0.09,0.1,0.09,0.0,0.0,0.08,0.0,0.0,0.0,0.1,0.17,0.0,0.0,0.0,0.1,0.09,0.0,0.09,0.12,0.1,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.69000000000001
08/18/2021,5.59,3.78,3.89,3.3,1.18,0.89,0.9,0.9,0.75,0.86,0.58,0.66,0.51,0.59,0.68,0.58,0.53,0.53,0.45,0.54,0.4,0.51,0.51,0.4,0.5,0.53,0.53,0.42,0.47,0.4,0.43,0.42,0.38,0.39,0.34,0.36,0.32,0.28,0.3,0.29,0.28,0.31,0.27,0.29,0.32,0.25,0.25,0.27,0.3,0.25,0.22,0.25,0.27,0.23,0.23,0.26,0.23,0.13,0.21,0.24,0.23,0.21,0.22,0.24,0.23,0.21,0.22,0.22,0.22,0.19,0.21,0.2,0.23,0.19,0.23,0.14,0.2,0.13,0.15,0.17,0.16,0.17,0.2,0.19,0.17,0.17,0.19,0.17,0.16,0.13,0.13,0.19,0.14,0.17,0.16,0.0,0.14,0.13,0.17,0.12,0.17,0.15,0.15,0.18,0.16,0.16,0.16,0.15,0.16,0.14,0.13,0.14,0.0,0.13,0.14,0.13,0.15,0.12,0.12,0.15,0.13,0.12,0.13,0.14,0.12,0.13,0.13,0.12,0.13,0.12,0.13,0.14,0.12,0.0,0.13,0.13,0.12,0.1,0.11,0.12,0.1,0.11,0.14,0.15,0.1,0.12,0.12,0.1,0.11,0.11,0.11,0.09,0.1,0.13,0.12,0.11,0.1,0.12,0.0,0.0,0.13,0.11,0.1,0.09,0.11,0.1,0.1,0.09,0.11,0.12,0.1,0.1,0.1,0.11,0.09,0.09,0.0,0.09,0.0,0.09,0.0,0.0,0.09,0.09,0.0,0.09,0.0,0.1,0.09,0.12,0.09,0.1,0.1,0.0,0.09,0.1,0.09,0.09,0.09,0.1,0.09,0.0,0.0,0.08,0.0,0.0,0.0,0.1,0.17,0.0,0.0,0.0,0.1,0.09,0.0,0.09,0.12,0.1,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.69000000000001
08/19/2021,5.66,3.67,3.84,3.32,1.12,0.9,0.84,0.92,0.76,0.86,0.55,0.63,0.52,0.61,0.69,0.57,0.54,0.53,0.43,0.54,0.39,0.5,0.52,0.38,0.5,0.54,0.53,0.42,0.48,0.41,0.43,0.42,0.39,0.39,0.35,0.36,0.32,0.28,0.3,0.3,0.28,0.31,0.29,0.28,0.32,0.26,0.25,0.27,0.28,0.26,0.22,0.25,0.27,0.23,0.24,0.26,0.24,0.13,0.21,0.24,0.23,0.22,0.22,0.24,0.23,0.21,0.22,0.22,0.22,0.18,0.22,0.2,0.22,0.19,0.23,0.14,0.2,0.12,0.15,0.17,0.16,0.17,0.2,0.19,0.17,0.17,0.19,0.16,0.16,0.13,0.13,0.2,0.14,0.17,0.17,0.0,0.14,0.13,0.16,0.12,0.17,0.15,0.15,0.18,0.15,0.16,0.16,0.15,0.16,0.14,0.13,0.14,0.0,0.12,0.14,0.13,0.16,0.12,0.12,0.15,0.12,0.12,0.13,0.14,0.12,0.12,0.13,0.12,0.13,0.13,0.12,0.14,0.12,0.0,0.13,0.13,0.12,0.1,0.11,0.12,0.1,0.11,0.15,0.14,0.1,0.12,0.11,0.1,0.11,0.11,0.11,0.09,0.1,0.13,0.12,0.11,0.11,0.12,0.0,0.0,0.13,0.11,0.1,0.09,0.11,0.1,0.1,0.09,0.1,0.12,0.1,0.1,0.1,0.11,0.09,0.09,0.0,0.09,0.0,0.09,0.09,0.0,0.09,0.09,0.0,0.09,0.0,0.1,0.09,0.12,0.1,0.1,0.1,0.0,0.09,0.1,0.09,0.09,0.09,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.17,0.0,0.0,0.0,0.1,0.09,0.0,0.09,0.13,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.540000000000006
08/20/2021,5.73,3.59,3.73,3.36,1.1,0.9,0.39,0.93,0.77,0.89,0.55,0.62,0.52,0.61,0.7,0.55,0.54,0.53,0.43,0.53,0.39,0.5,0.53,0.38,0.5,0.54,0.55,0.42,0.5,0.42,0.45,0.41,0.39,0.4,0.35,0.36,0.33,0.28,0.31,0.31,0.28,0.31,0.29,0.27,0.34,0.25,0.25,0.27,0.29,0.26,0.21,0.26,0.27,0.23,0.23,0.26,0.24,0.13,0.21,0.25,0.24,0.2,0.22,0.25,0.22,0.21,0.22,0.23,0.23,0.18,0.22,0.2,0.22,0.19,0.23,0.14,0.2,0.12,0.15,0.18,0.16,0.18,0.2,0.19,0.17,0.17,0.19,0.17,0.16,0.0,0.12,0.19,0.15,0.17,0.17,0.0,0.14,0.13,0.16,0.13,0.17,0.15,0.15,0.19,0.15,0.16,0.16,0.15,0.16,0.15,0.13,0.15,0.0,0.12,0.14,0.13,0.17,0.12,0.12,0.16,0.13,0.12,0.13,0.14,0.12,0.12,0.13,0.12,0.14,0.13,0.12,0.14,0.12,0.0,0.13,0.13,0.12,0.09,0.1,0.13,0.11,0.11,0.15,0.14,0.11,0.12,0.12,0.1,0.11,0.1,0.11,0.09,0.1,0.14,0.11,0.1,0.11,0.13,0.0,0.0,0.14,0.11,0.1,0.09,0.11,0.11,0.1,0.09,0.1,0.12,0.1,0.1,0.1,0.11,0.09,0.09,0.0,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.0,0.09,0.0,0.11,0.09,0.13,0.1,0.1,0.1,0.0,0.1,0.1,0.09,0.09,0.09,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.45
08/23/2021,5.59,3.54,3.58,3.37,1.07,0.81,0.39,0.95,0.79,0.9,0.53,0.61,0.54,0.6,0.71,0.56,0.54,0.52,0.42,0.54,0.37,0.5,0.53,0.36,0.5,0.54,0.55,0.44,0.51,0.4,0.45,0.41,0.4,0.39,0.36,0.38,0.33,0.28,0.31,0.32,0.28,0.3,0.31,0.27,0.35,0.26,0.25,0.27,0.3,0.27,0.22,0.26,0.29,0.23,0.22,0.27,0.24,0.13,0.2,0.24,0.23,0.21,0.22,0.25,0.21,0.22,0.23,0.23,0.23,0.18,0.22,0.19,0.23,0.2,0.23,0.15,0.2,0.12,0.15,0.18,0.17,0.18,0.21,0.19,0.16,0.17,0.18,0.17,0.16,0.0,0.12,0.19,0.14,0.17,0.17,0.0,0.15,0.14,0.16,0.13,0.17,0.15,0.15,0.19,0.15,0.16,0.15,0.15,0.16,0.13,0.13,0.15,0.0,0.12,0.15,0.13,0.17,0.14,0.12,0.16,0.13,0.11,0.13,0.13,0.11,0.11,0.13,0.12,0.13,0.13,0.12,0.14,0.12,0.0,0.12,0.12,0.12,0.09,0.11,0.13,0.11,0.11,0.15,0.14,0.11,0.13,0.12,0.1,0.11,0.11,0.11,0.09,0.11,0.13,0.11,0.1,0.11,0.13,0.09,0.0,0.14,0.1,0.09,0.09,0.11,0.1,0.1,0.0,0.11,0.12,0.1,0.1,0.1,0.11,0.09,0.09,0.0,0.09,0.0,0.1,0.09,0.09,0.09,0.1,0.0,0.09,0.0,0.11,0.09,0.13,0.1,0.1,0.1,0.0,0.09,0.11,0.09,0.09,0.0,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.09,0.0,0.09,0.14,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.0,0.09,0.09,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.14
08/24/2021,5.57,3.6,3.52,3.37,1.03,0.82,0.39,0.94,0.79,0.91,0.55,0.63,0.54,0.6,0.72,0.52,0.55,0.53,0.42,0.54,0.39,0.5,0.53,0.37,0.51,0.54,0.54,0.43,0.51,0.41,0.46,0.41,0.4,0.4,0.36,0.37,0.33,0.27,0.31,0.34,0.28,0.3,0.29,0.27,0.36,0.26,0.25,0.27,0.29,0.28,0.21,0.26,0.29,0.23,0.22,0.27,0.24,0.14,0.2,0.24,0.23,0.21,0.23,0.24,0.21,0.22,0.23,0.23,0.23,0.19,0.22,0.19,0.22,0.2,0.23,0.15,0.2,0.12,0.15,0.19,0.17,0.17,0.21,0.19,0.16,0.17,0.18,0.18,0.15,0.0,0.12,0.19,0.13,0.17,0.17,0.0,0.15,0.14,0.17,0.13,0.17,0.15,0.15,0.19,0.15,0.16,0.15,0.15,0.16,0.12,0.13,0.15,0.0,0.12,0.15,0.13,0.17,0.13,0.12,0.16,0.13,0.12,0.13,0.14,0.11,0.12,0.13,0.12,0.13,0.13,0.13,0.13,0.12,0.0,0.12,0.12,0.12,0.09,0.11,0.13,0.11,0.11,0.14,0.14,0.11,0.13,0.11,0.1,0.11,0.1,0.11,0.1,0.11,0.13,0.11,0.1,0.11,0.13,0.09,0.0,0.14,0.1,0.0,0.09,0.12,0.1,0.1,0.09,0.11,0.13,0.1,0.1,0.1,0.1,0.0,0.09,0.0,0.09,0.09,0.1,0.09,0.09,0.09,0.1,0.09,0.09,0.0,0.11,0.09,0.13,0.1,0.1,0.1,0.09,0.09,0.11,0.0,0.09,0.0,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.15,0.0,0.0,0.0,0.1,0.09,0.0,0.09,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.91000000000001
08/25/2021,5.57,3.6,3.52,3.37,1.03,0.82,0.39,0.94,0.79,0.91,0.55,0.63,0.54,0.6,0.72,0.52,0.55,0.53,0.42,0.54,0.39,0.5,0.53,0.37,0.51,0.54,0.54,0.43,0.51,0.41,0.46,0.41,0.4,0.4,0.36,0.37,0.33,0.27,0.31,0.34,0.28,0.3,0.29,0.27,0.36,0.26,0.25,0.27,0.29,0.28,0.21,0.26,0.29,0.23,0.22,0.27,0.24,0.14,0.2,0.24,0.23,0.21,0.23,0.24,0.21,0.22,0.23,0.23,0.23,0.19,0.22,0.19,0.22,0.2,0.23,0.15,0.2,0.12,0.15,0.19,0.17,0.17,0.21,0.19,0.16,0.17,0.18,0.18,0.15,0.0,0.12,0.19,0.13,0.17,0.17,0.0,0.15,0.14,0.17,0.13,0.17,0.15,0.15,0.19,0.15,0.16,0.15,0.15,0.16,0.12,0.13,0.15,0.0,0.12,0.15,0.13,0.17,0.13,0.12,0.16,0.13,0.12,0.13,0.14,0.11,0.12,0.13,0.12,0.13,0.13,0.13,0.13,0.12,0.0,0.12,0.12,0.12,0.09,0.11,0.13,0.11,0.11,0.14,0.14,0.11,0.13,0.11,0.1,0.11,0.1,0.11,0.1,0.11,0.13,0.11,0.1,0.11,0.13,0.09,0.0,0.14,0.1,0.0,0.09,0.12,0.1,0.1,0.09,0.11,0.13,0.1,0.1,0.1,0.1,0.0,0.09,0.0,0.09,0.09,0.1,0.09,0.09,0.09,0.1,0.09,0.09,0.0,0.11,0.09,0.13,0.1,0.1,0.1,0.09,0.09,0.11,0.0,0.09,0.0,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.15,0.0,0.0,0.0,0.1,0.09,0.0,0.09,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.91000000000001
08/26/2021,5.64,3.62,3.34,3.37,1.02,0.8,0.37,0.94,0.79,0.9,0.56,0.64,0.54,0.58,0.71,0.55,0.54,0.54,0.43,0.55,0.4,0.51,0.54,0.39,0.51,0.53,0.54,0.44,0.51,0.41,0.45,0.42,0.35,0.39,0.36,0.38,0.32,0.27,0.31,0.33,0.28,0.31,0.3,0.27,0.35,0.27,0.26,0.28,0.3,0.28,0.21,0.25,0.28,0.23,0.22,0.27,0.24,0.15,0.2,0.23,0.23,0.21,0.23,0.24,0.22,0.22,0.22,0.23,0.23,0.18,0.22,0.19,0.22,0.2,0.23,0.16,0.21,0.13,0.14,0.18,0.17,0.17,0.21,0.19,0.16,0.17,0.18,0.18,0.15,0.0,0.12,0.19,0.14,0.17,0.17,0.0,0.15,0.13,0.17,0.12,0.17,0.15,0.15,0.2,0.15,0.17,0.15,0.15,0.16,0.13,0.13,0.15,0.09,0.11,0.15,0.13,0.17,0.13,0.13,0.16,0.13,0.12,0.13,0.14,0.11,0.13,0.12,0.13,0.13,0.13,0.13,0.14,0.12,0.0,0.12,0.12,0.12,0.0,0.11,0.13,0.11,0.12,0.13,0.15,0.11,0.12,0.11,0.1,0.11,0.11,0.12,0.09,0.11,0.13,0.11,0.1,0.11,0.13,0.09,0.0,0.14,0.1,0.09,0.09,0.11,0.1,0.09,0.09,0.11,0.13,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.09,0.09,0.1,0.0,0.09,0.1,0.11,0.09,0.0,0.0,0.11,0.09,0.14,0.1,0.1,0.11,0.09,0.09,0.1,0.09,0.09,0.09,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.1,0.09,0.0,0.09,0.12,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.900000000000006
