,DBO,VBR,FYX,YPS,XLI,FNX,XLF,XLB,IJT,Vanguard Mid-Cap Growth ETF,Us Dollars,119.HK,119.HK,119.HK,119.HK,SUM
07/09/2021,10.63,10.12,10.04,9.99,9.82,9.72,9.51,9.43,8.81,7.79,2.46,1.64,0.21,0.19,-0.36,99.99999999999999
