,TIP,IEF,Cash Equivalent,RPGB 8 07/19/31 2017,BNDX,EMLC,TURKGB 8.5 09/14/22,COLTES 7.5 08/26/26 B,COLTES 7 05/04/22 B,MSCI EAFE Index-MXEA US 12/17/21 P2100,MSCI Emerging Markets Index-MXEF US 09/17/21 P1300,MSCI EAFE Index-MXEA US 09/17/21 P2100,MSCI Emerging Markets Index-MXEF US 12/17/21 P1300,MSCI Emerging Markets Index-MXEF US 06/18/21 P1300,MSCI EAFE Index-MXEA US 06/18/21 P2100,SUM
07/09/2021,20.58,20.33,11.87,8.74,8.2,8.04,6.8,3.28,3.2,1.66,1.61,1.59,1.59,1.32,1.19,100.0
