,NESN.SW,ASML.AS,ROG.SW,MC.PA,NOVN.SW,7203.T,AZN.L,ULVR.L,1299.HK,SAP.DE,NOVOB.CO,CBA.AX,6758.T,SIE.DE,HSBA.L,SAN.PA,DGE.L,OR.PA,6861.T,ALV.DE,GSK.L,CSL.AX,RIO.L,SU.PA,BATS.L,9984.T,AI.PA,AIR.PA,DAI.DE,IBE.MC,388.HK,BAS.DE,ADS.DE,DTE.DE,WBC.AX,6098.T,BNP.PA,DPW.DE,8306.T,SAN.MC,KER.PA,NAB.AX,RKT.L,Compagnie Financiere Richemont SA,4063.T,7974.T,ABBN.SW,ZURN.SW,ANZ.AX,BAYN.DE,DG.PA,6501.T,8035.T,UBSG.SW,LONN.SW,ABI.BR,7267.T,4502.T,IFX.DE,6594.T,7741.T,EL.PA,6954.T,INGA.AS,9433.T,6367.T,DSV.CO,PRU.L,WES.AX,CS.PA,ADYEN.AS,SAF.PA,6981.T,SIKA.SW,BN.PA,ISP.MI,PRX.AS,8316.T,LLOY.L,RI.PA,RMS.PA,NG.L,VOW3.DE,PHIA.AS,VOD.L,STATE STREET INSTITUTIONAL LIQ STATE STR,INVE B.ST,GIVN.SW,D05.SI,BBVA.MC,BARC.L,ATCO A.ST,VWS.CO,MQG.AX,6702.T,9983.T,CPG.L,CRH Plc,ITX.MC,MUV2.DE,9434.T,ERIC B.ST,EXPN.L,LSEG.L,VNA.DE,NDA SE.ST,3382.T,PGHN.SW,WOW.AX,4568.T,RIO.AX,ALC.SW,VOLV B.ST,8411.T,BMW.DE,SGO.PA,AHT.L,CLNX.MC,9432.T,DB1.DE,Dassault Systemes SA,DSM.AS,4503.T,AMS.MC,2413.T,FERG.L,6273.T,4661.T,REL.L,O39.SI,CAP.PA,AD.AS,ASSA B.ST,HOLN.SW,Flutter Entertainment Plc,HEIA.AS,TCL.AX,FMG.AX,8766.T,4452.T,NOKIA.HE,LR.PA,6902.T,SAND.ST,4911.T,EVO.ST,HEXA B.ST,ORSTED.CO,GEBN.SW,WKL.AS,5108.T,KNEBV.HE,4901.T,GMAB.CO,SREN.SW,ML.PA,4543.T,4519.T,6752.T,EOAN.DE,NESTE.HE,DBK.DE,GMG.AX,STM.PA,RACE.MI,6503.T,MRK.DE,UCG.MI,TSCO.L,CSGN.SW,GLE.PA,TEP.PA,VIV.PA,BT.A.L,669.HK,Z74.SI,WLN.PA,AKZA.AS,SAMPO.HE,4523.T,BA.L,TEF.MC,7733.T,AV.L,KRZ.IR,U11.SI,7751.T,ORA.PA,9020.T,RELX PLC,DHER.DE,2914.T,G.MI,MT.AS,6301.T,FRE.DE,6326.T,LGEN.L,SOON.SW,8591.T,DSY.PA,8801.T,2502.T,SEB A.ST,16.HK,Atlas Copco AB Class B,UPM.HE,DWNI.DE,COLO B.CO,ZAL.DE,SUM
07/09/2021,2.26,1.81,1.69,1.35,1.28,1.19,1.0,0.98,0.95,0.93,0.93,0.83,0.8,0.76,0.74,0.73,0.71,0.7,0.69,0.65,0.63,0.6,0.58,0.55,0.54,0.53,0.52,0.49,0.47,0.46,0.46,0.45,0.45,0.45,0.45,0.44,0.44,0.43,0.42,0.41,0.41,0.41,0.4,0.4,0.39,0.38,0.38,0.38,0.37,0.37,0.37,0.37,0.36,0.35,0.34,0.34,0.33,0.33,0.33,0.33,0.32,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.31,0.31,0.3,0.3,0.3,0.3,0.29,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.28,0.28,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.28
07/12/2021,2.31,1.79,1.73,1.33,1.3,1.2,0.99,0.99,0.98,0.97,0.95,0.83,0.8,0.76,0.73,0.73,0.7,0.69,0.71,0.64,0.63,0.6,0.58,0.54,0.53,0.53,0.52,0.48,0.46,0.45,0.51,0.46,0.45,0.45,0.45,0.44,0.42,0.43,0.42,0.4,0.41,0.41,0.4,0.4,0.38,0.37,0.39,0.38,0.37,0.38,0.37,0.37,0.35,0.35,0.35,0.34,0.33,0.33,0.32,0.33,0.32,0.33,0.32,0.31,0.33,0.33,0.31,0.31,0.32,0.31,0.31,0.3,0.3,0.3,0.29,0.28,0.28,0.28,0.28,0.28,0.28,0.29,0.28,0.27,0.28,0.26,0.27,0.27,0.25,0.25,0.26,0.26,0.25,0.26,0.26,0.25,0.24,0.24,0.24,0.24,0.25,0.24,0.24,0.23,0.23,0.22,0.22,0.22,0.23,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.0,0.21,0.2,0.2,0.2,0.2,0.21,0.2,0.2,0.19,0.2,0.2,0.2,0.2,0.18,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.19,0.18,0.18,0.19,0.18,0.18,0.18,0.17,0.18,0.17,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.17,0.16,0.16,0.16,0.16,0.15,0.16,0.15,0.15,0.16,0.15,0.15,0.16,0.0,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.14,0.15,0.14,0.14,0.14,0.14,0.14,0.15,0.14,0.14,0.14,0.0,0.14,0.14,0.13,0.14,0.0,0.21,0.14,0.14,0.13,0.0,0.0,0.0,0.0,0.0,0.0,67.35000000000001
07/13/2021,2.31,1.79,1.73,1.33,1.3,1.2,0.99,0.99,0.98,0.97,0.95,0.83,0.8,0.76,0.73,0.73,0.7,0.69,0.71,0.64,0.63,0.6,0.58,0.54,0.53,0.53,0.52,0.48,0.46,0.45,0.51,0.46,0.45,0.45,0.45,0.44,0.42,0.43,0.42,0.4,0.41,0.41,0.4,0.4,0.38,0.37,0.39,0.38,0.37,0.38,0.37,0.37,0.35,0.35,0.35,0.34,0.33,0.33,0.32,0.33,0.32,0.33,0.32,0.31,0.33,0.33,0.31,0.31,0.32,0.31,0.31,0.3,0.3,0.3,0.29,0.28,0.28,0.28,0.28,0.28,0.28,0.29,0.28,0.27,0.28,0.26,0.27,0.27,0.25,0.25,0.26,0.26,0.25,0.26,0.26,0.25,0.24,0.24,0.24,0.24,0.25,0.24,0.24,0.23,0.23,0.22,0.22,0.22,0.23,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.0,0.21,0.2,0.2,0.2,0.2,0.21,0.2,0.2,0.19,0.2,0.2,0.2,0.2,0.18,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.19,0.18,0.18,0.19,0.18,0.18,0.18,0.17,0.18,0.17,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.17,0.16,0.16,0.16,0.16,0.15,0.16,0.15,0.15,0.16,0.15,0.15,0.16,0.0,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.14,0.15,0.14,0.14,0.14,0.14,0.14,0.15,0.14,0.14,0.14,0.0,0.14,0.14,0.13,0.14,0.0,0.21,0.14,0.14,0.13,0.0,0.0,0.0,0.0,0.0,0.0,67.35000000000001
07/16/2021,2.27,1.85,1.7,1.37,1.29,1.19,1.0,0.98,0.99,0.98,0.94,0.82,0.82,0.76,0.73,0.74,0.71,0.7,0.71,0.64,0.63,0.59,0.59,0.55,0.53,0.54,0.53,0.48,0.46,0.45,0.51,0.46,0.45,0.46,0.44,0.44,0.42,0.43,0.42,0.4,0.42,0.41,0.4,0.4,0.37,0.36,0.39,0.38,0.37,0.37,0.36,0.38,0.35,0.35,0.34,0.33,0.33,0.33,0.32,0.33,0.32,0.33,0.33,0.31,0.32,0.33,0.32,0.31,0.31,0.31,0.32,0.29,0.3,0.3,0.29,0.28,0.29,0.28,0.29,0.28,0.29,0.29,0.3,0.27,0.28,0.0,0.28,0.27,0.25,0.25,0.26,0.27,0.25,0.25,0.26,0.24,0.23,0.24,0.24,0.24,0.24,0.25,0.24,0.22,0.23,0.22,0.22,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.2,0.0,0.21,0.2,0.19,0.19,0.21,0.21,0.2,0.2,0.19,0.2,0.2,0.2,0.19,0.18,0.2,0.19,0.2,0.19,0.18,0.2,0.18,0.18,0.19,0.18,0.18,0.19,0.18,0.19,0.18,0.17,0.18,0.17,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.17,0.17,0.16,0.16,0.16,0.15,0.16,0.15,0.15,0.16,0.15,0.15,0.16,0.0,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.0,0.14,0.21,0.14,0.0,0.13,0.13,0.0,0.0,0.0,0.0,0.0,67.38
07/19/2021,2.27,1.87,1.71,1.37,1.28,1.2,0.96,0.98,0.99,0.97,0.95,0.82,0.82,0.75,0.73,0.73,0.71,0.7,0.7,0.65,0.62,0.59,0.61,0.55,0.54,0.54,0.53,0.48,0.47,0.44,0.52,0.46,0.45,0.46,0.43,0.44,0.43,0.43,0.41,0.41,0.42,0.41,0.4,0.41,0.37,0.36,0.39,0.38,0.36,0.37,0.35,0.36,0.35,0.35,0.34,0.33,0.33,0.34,0.32,0.33,0.32,0.33,0.32,0.31,0.33,0.33,0.32,0.31,0.31,0.31,0.32,0.29,0.31,0.31,0.29,0.28,0.29,0.28,0.29,0.28,0.3,0.29,0.29,0.27,0.27,0.0,0.28,0.27,0.25,0.26,0.26,0.27,0.23,0.25,0.25,0.24,0.23,0.24,0.23,0.24,0.25,0.25,0.25,0.22,0.23,0.23,0.22,0.23,0.23,0.22,0.23,0.21,0.22,0.21,0.22,0.22,0.22,0.2,0.21,0.2,0.0,0.21,0.21,0.19,0.19,0.2,0.21,0.19,0.2,0.19,0.2,0.2,0.2,0.19,0.17,0.2,0.19,0.21,0.19,0.18,0.19,0.18,0.18,0.19,0.18,0.17,0.19,0.18,0.19,0.18,0.16,0.18,0.17,0.18,0.18,0.17,0.17,0.16,0.17,0.17,0.17,0.16,0.17,0.17,0.16,0.16,0.16,0.15,0.16,0.15,0.15,0.16,0.15,0.15,0.16,0.0,0.15,0.16,0.15,0.15,0.15,0.14,0.15,0.14,0.14,0.14,0.15,0.14,0.14,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.0,0.14,0.21,0.14,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,67.34
08/03/2021,2.25,1.99,1.68,1.4,1.27,1.19,1.11,0.94,0.94,0.94,0.99,0.82,0.82,0.76,0.71,0.72,0.72,0.72,0.7,0.64,0.62,0.61,0.62,0.56,0.52,0.49,0.51,0.5,0.49,0.46,0.51,0.46,0.44,0.44,0.42,0.45,0.44,0.43,0.41,0.41,0.43,0.4,0.35,0.42,0.36,0.33,0.4,0.38,0.36,0.37,0.36,0.36,0.34,0.38,0.36,0.31,0.33,0.34,0.32,0.31,0.33,0.32,0.31,0.32,0.31,0.34,0.31,0.31,0.32,0.31,0.35,0.29,0.3,0.31,0.3,0.29,0.28,0.27,0.29,0.29,0.3,0.29,0.29,0.27,0.27,0.0,0.29,0.28,0.25,0.27,0.27,0.28,0.23,0.25,0.25,0.23,0.24,0.24,0.23,0.24,0.24,0.21,0.26,0.21,0.22,0.24,0.21,0.24,0.23,0.21,0.23,0.22,0.21,0.21,0.21,0.22,0.21,0.21,0.2,0.2,0.0,0.22,0.2,0.19,0.18,0.2,0.2,0.18,0.21,0.19,0.21,0.2,0.2,0.2,0.18,0.19,0.18,0.21,0.19,0.18,0.21,0.18,0.17,0.19,0.17,0.19,0.2,0.18,0.19,0.2,0.16,0.18,0.17,0.18,0.18,0.17,0.17,0.16,0.17,0.17,0.16,0.17,0.17,0.18,0.17,0.16,0.16,0.16,0.16,0.15,0.15,0.16,0.15,0.14,0.16,0.0,0.15,0.15,0.15,0.0,0.16,0.14,0.15,0.14,0.15,0.14,0.14,0.14,0.0,0.15,0.15,0.14,0.14,0.16,0.14,0.14,0.14,0.14,0.14,0.14,0.23,0.0,0.0,0.14,0.0,0.14,0.14,0.13,0.0,0.0,67.49000000000001
08/04/2021,2.29,1.99,1.7,1.39,1.29,1.2,1.12,0.95,0.96,0.94,1.0,0.82,0.82,0.75,0.71,0.73,0.73,0.73,0.74,0.64,0.62,0.61,0.6,0.57,0.51,0.48,0.52,0.51,0.48,0.45,0.51,0.46,0.44,0.44,0.42,0.44,0.43,0.42,0.4,0.4,0.43,0.4,0.34,0.42,0.37,0.32,0.4,0.38,0.36,0.37,0.36,0.35,0.34,0.38,0.37,0.3,0.33,0.33,0.31,0.31,0.33,0.34,0.29,0.31,0.31,0.34,0.32,0.31,0.32,0.31,0.34,0.28,0.3,0.32,0.3,0.29,0.27,0.27,0.28,0.29,0.3,0.29,0.28,0.27,0.27,0.0,0.29,0.28,0.26,0.27,0.27,0.28,0.24,0.25,0.23,0.23,0.24,0.25,0.23,0.24,0.24,0.21,0.26,0.21,0.22,0.24,0.21,0.25,0.23,0.21,0.23,0.23,0.21,0.21,0.21,0.23,0.21,0.21,0.21,0.2,0.0,0.22,0.19,0.19,0.18,0.2,0.2,0.18,0.21,0.2,0.22,0.2,0.2,0.2,0.18,0.19,0.18,0.2,0.19,0.18,0.21,0.19,0.18,0.19,0.16,0.19,0.2,0.18,0.19,0.2,0.16,0.18,0.16,0.19,0.17,0.18,0.16,0.16,0.17,0.17,0.16,0.17,0.17,0.18,0.17,0.16,0.17,0.16,0.16,0.15,0.15,0.16,0.15,0.14,0.17,0.0,0.14,0.15,0.15,0.0,0.16,0.15,0.15,0.14,0.15,0.14,0.14,0.14,0.0,0.15,0.15,0.14,0.14,0.16,0.14,0.14,0.14,0.14,0.14,0.14,0.23,0.0,0.0,0.14,0.0,0.14,0.14,0.0,0.13,0.0,67.59
08/05/2021,2.27,2.02,1.69,1.4,1.27,1.21,1.1,0.94,0.94,0.93,1.0,0.83,0.82,0.77,0.7,0.72,0.73,0.73,0.76,0.59,0.62,0.61,0.6,0.57,0.51,0.49,0.51,0.51,0.48,0.45,0.52,0.45,0.45,0.43,0.42,0.44,0.42,0.42,0.41,0.4,0.43,0.4,0.35,0.43,0.37,0.37,0.4,0.38,0.37,0.37,0.36,0.34,0.39,0.38,0.37,0.3,0.33,0.33,0.32,0.32,0.34,0.34,0.29,0.31,0.31,0.34,0.31,0.31,0.32,0.32,0.34,0.28,0.31,0.31,0.31,0.28,0.27,0.28,0.28,0.29,0.3,0.29,0.28,0.27,0.27,0.0,0.28,0.28,0.25,0.27,0.26,0.28,0.24,0.25,0.23,0.22,0.23,0.24,0.24,0.24,0.24,0.21,0.26,0.21,0.23,0.24,0.21,0.24,0.23,0.2,0.23,0.23,0.21,0.21,0.21,0.22,0.21,0.21,0.21,0.2,0.0,0.22,0.2,0.19,0.18,0.2,0.2,0.18,0.21,0.19,0.22,0.2,0.2,0.19,0.18,0.19,0.18,0.19,0.19,0.18,0.21,0.19,0.19,0.18,0.16,0.19,0.2,0.18,0.19,0.19,0.16,0.18,0.17,0.18,0.17,0.17,0.17,0.16,0.17,0.17,0.16,0.16,0.17,0.18,0.17,0.16,0.17,0.16,0.16,0.16,0.15,0.16,0.15,0.14,0.17,0.0,0.14,0.15,0.15,0.0,0.16,0.15,0.15,0.0,0.15,0.14,0.15,0.14,0.0,0.15,0.15,0.15,0.14,0.16,0.14,0.14,0.14,0.14,0.14,0.14,0.23,0.0,0.0,0.14,0.0,0.14,0.14,0.0,0.13,0.15,67.6
08/06/2021,2.26,2.01,1.7,1.42,1.27,1.22,1.11,0.94,0.94,0.94,1.0,0.83,0.82,0.76,0.7,0.72,0.73,0.73,0.76,0.58,0.62,0.62,0.61,0.58,0.51,0.49,0.51,0.5,0.48,0.45,0.52,0.45,0.46,0.43,0.42,0.44,0.43,0.42,0.4,0.4,0.43,0.4,0.35,0.43,0.37,0.37,0.4,0.38,0.36,0.36,0.35,0.34,0.39,0.38,0.37,0.29,0.33,0.33,0.32,0.32,0.35,0.35,0.29,0.31,0.31,0.34,0.31,0.31,0.32,0.33,0.34,0.28,0.31,0.31,0.31,0.29,0.25,0.27,0.29,0.29,0.3,0.29,0.28,0.27,0.27,0.0,0.28,0.28,0.25,0.27,0.27,0.28,0.24,0.25,0.23,0.22,0.23,0.25,0.23,0.23,0.24,0.21,0.26,0.21,0.23,0.24,0.21,0.25,0.23,0.2,0.23,0.23,0.21,0.21,0.2,0.23,0.2,0.21,0.21,0.2,0.0,0.22,0.19,0.18,0.18,0.2,0.2,0.18,0.21,0.19,0.22,0.2,0.2,0.19,0.17,0.19,0.18,0.19,0.19,0.18,0.21,0.19,0.19,0.18,0.16,0.18,0.2,0.18,0.19,0.19,0.16,0.18,0.17,0.19,0.17,0.18,0.17,0.16,0.17,0.17,0.16,0.16,0.17,0.18,0.16,0.16,0.17,0.16,0.16,0.16,0.16,0.16,0.15,0.14,0.17,0.0,0.14,0.15,0.15,0.0,0.16,0.15,0.15,0.0,0.15,0.14,0.15,0.14,0.0,0.15,0.15,0.15,0.14,0.16,0.14,0.14,0.14,0.14,0.14,0.14,0.23,0.0,0.0,0.14,0.0,0.14,0.14,0.0,0.14,0.15,67.62
