,6758.T,1299.HK,BHP.AX,CSL.AX,6098.T,7203.T,WBC.AX,Xinyi Glass Holdings Limited,8001.T,4063.T,7741.T,WES.AX,CBA.AX,9433.T,6367.T,FMG.AX,4503.T,2413.T,8591.T,ALL.AX,4452.T,GMG.AX,6861.T,669.HK,SoftBank Group Corp.,BXB.AX,7309.T,6857.T,4519.T,BHP Group PLC,4684.T,6869.T,Nihon M&A Center Inc.,2388.HK,C31.SI,2914.T,8830.T,4507.T,1925.T,4768.T,6723.T,4307.T,6.HK,6586.T,"Sumitomo Metal Mining Co., Ltd.",IPAC,7974.T,9143.T,3092.T,Dexus / New,F34.SI,ASX.AX,636.HK,S68.SI,BKW.AX,3291.T,1972.HK,968.HK,ALQ.AX,7181.T,6823.HK,ARB.AX,"Hitachi Transport System, Ltd.",1721.T,6383.T,"Shinsei Bank, Limited",SPK.NZ,Z Holdings Corporation,STO.AX,CHC.AX,HVN.AX,8331.T,WTC.AX,6305.T,3391.T,6701.T,AZJ.AX,4612.T,MFG.AX,8802.T,4021.T,V03.SI,9697.T,2371.T,JBH.AX,7832.T,carsales.com Limited,OV8.SI,1.HK,6754.T,EVN.AX,9989.T,3141.T,345.HK,7956.T,S63.SI,GMT.NZ,388.HK,1802.T,9504.T,US Dollar,868.HK,BHP.L,2127.T,9984.T,5713.T,DXS.AX,9086.T,4689.T,8303.T,CAR.AX,SUM
07/09/2021,3.03,3.0,2.78,2.23,2.11,2.02,1.86,1.82,1.77,1.76,1.73,1.67,1.6,1.6,1.55,1.47,1.34,1.34,1.28,1.21,1.21,1.2,1.18,1.18,1.16,1.15,1.15,1.11,1.11,1.09,1.07,1.07,1.06,1.05,1.04,1.03,1.02,1.02,1.02,0.95,0.95,0.92,0.91,0.89,0.88,0.87,0.87,0.87,0.87,0.85,0.84,0.83,0.82,0.82,0.8,0.8,0.79,0.79,0.77,0.77,0.76,0.75,0.75,0.73,0.72,0.72,0.72,0.72,0.7,0.69,0.69,0.69,0.68,0.67,0.66,0.65,0.65,0.64,0.63,0.63,0.61,0.6,0.59,0.59,0.57,0.55,0.55,0.54,0.54,0.53,0.51,0.5,0.5,0.46,0.43,0.42,0.41,0.41,0.33,0.29,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95
07/12/2021,3.03,2.97,2.84,2.24,2.09,2.02,1.88,1.84,1.78,1.68,1.72,1.7,1.62,1.64,1.57,1.52,1.34,1.29,1.28,1.22,1.19,1.24,1.19,1.18,1.16,1.16,1.18,1.1,1.09,1.18,1.08,1.1,1.08,1.03,1.05,1.04,1.0,1.02,1.01,0.96,0.98,0.94,0.9,0.9,0.86,0.89,0.83,0.88,0.85,0.82,0.82,0.84,0.84,0.82,0.82,0.77,0.78,0.8,0.75,0.76,0.77,0.75,0.76,0.73,0.71,0.71,0.74,0.72,0.69,0.7,0.69,0.67,0.68,0.64,0.66,0.65,0.65,0.58,0.61,0.63,0.6,0.6,0.58,0.57,0.56,0.53,0.58,0.54,0.53,0.53,0.52,0.5,0.49,0.47,0.44,0.42,0.41,0.44,0.33,0.29,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
07/13/2021,3.03,2.97,2.84,2.24,2.09,2.02,1.88,1.84,1.78,1.68,1.72,1.7,1.62,1.64,1.57,1.52,1.34,1.29,1.28,1.22,1.19,1.24,1.19,1.18,1.16,1.16,1.18,1.1,1.09,1.18,1.08,1.1,1.08,1.03,1.05,1.04,1.0,1.02,1.01,0.96,0.98,0.94,0.9,0.9,0.86,0.89,0.83,0.88,0.85,0.82,0.82,0.84,0.84,0.82,0.82,0.77,0.78,0.8,0.75,0.76,0.77,0.75,0.76,0.73,0.71,0.71,0.74,0.72,0.69,0.7,0.69,0.67,0.68,0.64,0.66,0.65,0.65,0.58,0.61,0.63,0.6,0.6,0.58,0.57,0.56,0.53,0.58,0.54,0.53,0.53,0.52,0.5,0.49,0.47,0.44,0.42,0.41,0.44,0.33,0.29,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
08/03/2021,3.12,2.91,3.0,2.3,2.14,2.05,1.77,1.72,1.81,1.68,1.79,1.75,1.6,1.58,1.67,1.55,1.25,1.2,1.31,1.19,1.18,1.29,1.28,1.24,1.08,1.16,1.18,1.11,1.06,1.21,1.01,1.1,1.09,1.01,1.11,1.06,0.94,1.03,1.02,0.96,0.97,0.93,0.95,0.95,0.88,0.87,0.74,0.9,0.9,0.79,0.79,0.83,0.81,0.87,0.78,0.78,0.76,0.8,0.75,0.76,0.77,0.84,0.74,0.74,0.72,0.72,0.71,0.72,0.61,0.74,0.71,0.66,0.67,0.62,0.68,0.64,0.65,0.59,0.57,0.61,0.62,0.6,0.57,0.53,0.56,0.52,0.58,0.54,0.52,0.5,0.46,0.52,0.55,0.39,0.43,0.43,0.4,0.44,0.33,0.28,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/04/2021,3.12,2.91,3.0,2.3,2.14,2.05,1.77,1.72,1.81,1.68,1.79,1.75,1.6,1.58,1.67,1.55,1.25,1.2,1.31,1.19,1.18,1.29,1.28,1.24,1.08,1.16,1.18,1.11,1.06,1.21,1.01,1.1,1.09,1.01,1.11,1.06,0.94,1.03,1.02,0.96,0.97,0.93,0.95,0.95,0.88,0.87,0.74,0.9,0.9,0.79,0.79,0.83,0.81,0.87,0.78,0.78,0.76,0.8,0.75,0.76,0.77,0.84,0.74,0.74,0.72,0.72,0.71,0.72,0.61,0.74,0.71,0.66,0.67,0.62,0.68,0.64,0.65,0.59,0.57,0.61,0.62,0.6,0.57,0.53,0.56,0.52,0.58,0.54,0.52,0.5,0.46,0.52,0.55,0.39,0.43,0.43,0.4,0.44,0.33,0.28,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/05/2021,3.12,2.85,2.96,2.3,2.12,2.07,1.78,1.73,1.84,1.71,1.83,1.75,1.6,1.57,1.69,1.5,1.29,1.18,1.33,1.16,1.18,1.27,1.3,1.25,1.08,1.14,1.2,1.12,1.06,1.2,1.03,1.1,1.09,1.01,1.1,1.08,0.93,1.04,1.03,0.99,0.99,0.96,0.94,0.94,0.89,0.86,0.75,0.91,0.91,0.79,0.76,0.83,0.8,0.86,0.77,0.78,0.76,0.82,0.73,0.76,0.76,0.85,0.73,0.74,0.73,0.7,0.7,0.73,0.61,0.74,0.73,0.67,0.68,0.61,0.68,0.66,0.65,0.59,0.58,0.61,0.62,0.59,0.59,0.53,0.57,0.53,0.57,0.52,0.51,0.5,0.47,0.52,0.54,0.38,0.43,0.42,0.39,0.45,0.33,0.28,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/28/2021,3.12,2.92,3.0,2.3,2.14,2.05,1.77,0.0,1.81,1.69,1.79,1.75,1.6,1.58,1.67,1.55,1.25,1.2,1.31,1.19,1.18,1.29,1.28,1.24,0.0,1.16,1.18,1.12,1.06,0.0,1.01,1.1,0.0,1.01,1.12,1.06,0.94,1.03,1.02,0.96,0.97,0.93,0.95,0.96,0.0,0.87,0.74,0.9,0.9,0.0,0.79,0.83,0.81,0.87,0.78,0.78,0.77,0.8,0.75,0.76,0.77,0.84,0.0,0.74,0.72,0.0,0.71,0.0,0.61,0.74,0.71,0.66,0.67,0.62,0.68,0.64,0.65,0.59,0.57,0.61,0.62,0.6,0.57,0.53,0.56,0.52,0.0,0.54,0.52,0.5,0.46,0.52,0.55,0.39,0.43,0.43,0.4,0.44,0.33,0.28,0.0,1.72,1.21,1.09,1.08,0.89,0.79,0.74,0.72,0.72,0.58,99.87
09/29/2021,3.12,2.92,3.0,2.3,2.14,2.05,1.77,0.0,1.81,1.69,1.79,1.75,1.6,1.58,1.67,1.55,1.25,1.2,1.31,1.19,1.18,1.29,1.28,1.24,0.0,1.16,1.18,1.12,1.06,0.0,1.01,1.1,0.0,1.01,1.12,1.06,0.94,1.03,1.02,0.96,0.97,0.93,0.95,0.96,0.0,0.87,0.74,0.9,0.9,0.0,0.79,0.83,0.81,0.87,0.78,0.78,0.77,0.8,0.75,0.76,0.77,0.84,0.0,0.74,0.72,0.0,0.71,0.0,0.61,0.74,0.71,0.66,0.67,0.62,0.68,0.64,0.65,0.59,0.57,0.61,0.62,0.6,0.57,0.53,0.56,0.52,0.0,0.54,0.52,0.5,0.46,0.52,0.55,0.39,0.43,0.43,0.4,0.44,0.33,0.28,0.0,1.72,1.21,1.09,1.08,0.89,0.79,0.74,0.72,0.72,0.58,99.87
09/30/2021,3.12,2.92,3.0,2.3,2.14,2.05,1.77,0.0,1.81,1.69,1.79,1.75,1.6,1.58,1.67,1.55,1.25,1.2,1.31,1.19,1.18,1.29,1.28,1.24,0.0,1.16,1.18,1.12,1.06,0.0,1.01,1.1,0.0,1.01,1.12,1.06,0.94,1.03,1.02,0.96,0.97,0.93,0.95,0.96,0.0,0.87,0.74,0.9,0.9,0.0,0.79,0.83,0.81,0.87,0.78,0.78,0.77,0.8,0.75,0.76,0.77,0.84,0.0,0.74,0.72,0.0,0.71,0.0,0.61,0.74,0.71,0.66,0.67,0.62,0.68,0.64,0.65,0.59,0.57,0.61,0.62,0.6,0.57,0.53,0.56,0.52,0.0,0.54,0.52,0.5,0.46,0.52,0.55,0.39,0.43,0.43,0.4,0.44,0.33,0.28,0.0,1.72,1.21,1.09,1.08,0.89,0.79,0.74,0.72,0.72,0.58,99.87
