,PUBLIC FIN AUTH WIS HOSP REV 0.01%,Fidelity® Inv MM Fds Treasury Only I,CONNECTICUT ST SPL TAX OBLIG REV 4%,WEST VIRGINIA ST HOSP FIN AUTH HOSP REV 4%,WEST CONTRA COSTA CALIF UNI SCH DIST 4%,METROPOLITAN TRANSN AUTH N Y REV 4%,CENTRAL FLA EXPWY AUTH SR LIENREV 4%,MEDFORD ORE HOSP FACS AUTH REV 4%,NEW YORK N Y CITY MUN WTR FIN AUTH WTR & SWR SYS REV 0.01%,MURRAY CITY UTAH HOSP REV 0.01%,ILLINOIS ST 5%,HUNTSVILLE ALA HEALTH CARE AUTH 3%,YUMA & LA PAZ CNTYS ARIZ CMNTY COLLEGE DIST REV 4%,GOLETA CALIF REDEV AGY SUCCESSOR AGY TAX ALLOCATION 4%,SAGINAW MICH CITY SCH DIST 4%,GREENVILLE MICH SAN SWR REV 4%,ALAMEDA CORRIDOR TRANSN AUTH CALIF REV 0%,NEW JERSEY ECONOMIC DEV AUTH MTR VEH SURCHARGES REV 4%,NEW BRITAIN CONN 3%,HAYWARD CALIF UNI SCH DIST 4%,METROPOLITAN WASH D C ARPTS AUTH ARPT SYS REV 5%,MOUNT PLEASANT TEX 4%,SALES TAX SECURITIZATION CORP ILL 5%,CLIFTON TEX HIGHER ED FIN CORP ED REV 2.38%,MASSACHUSETTS ST SPL OBLIG DEDICATED TAX REV 5.5%,KANSAS CITY MO INDL DEV AUTH ARPT SPL OBLIG 5%,READING PA SCH DIST 5%,STARK KNOX & MARSHALL CNTYS ILL CMNTY UNIT SCH DIST NO 100 4%,HAYWARD CALIF UNI SCH DIST 4%,NEW YORK N Y CITY INDL DEV AGY REV 5%,ARLINGTON TEX SPL TAX REV 4%,CASTLE OAKS MET DIST NO 3 COLO 4%,NEW HAMPSHIRE HEALTH & ED FACS AUTH REV 0.01%,UNIV CALIF REGTS MED CTR POOLED REV 0.01%,UNIVERSITY WIS HOSPS & CLINICS AUTH REV 0.01%,MASSACHUSETTS ST DEV FIN AGY REV 0.01%,ILLINOIS FIN AUTH REV 0.01%,UPPER TRINITY REGL WTR DIST TEX WTR REV 3%,METROPOLITAN PIER & EXPOSITION AUTH ILL REV 4%,CLARK CNTY NEV SCH DIST 5%,OYSTER BAY N Y 3%,NEW YORK N Y 5%,PHENIX CITY ALA BRD ED SCH TAX WTS 4%,PHILADELPHIA PA ARPT REV 4%,RIVER IS PUB FING AUTH CALIF LATHROP IRR DIST ELEC REV 4%,BRIDGEWATER-RAYNHAM MASS REG SCH DIST 4%,NEW YORK N Y CITY INDL DEV AGY REV 5%,NORTH SUMTER CNTY UTIL DEPENDENT DIST FLA UTIL REV 5%,NEW JERSEY ECONOMIC DEV AUTH MTR VEH SURCHARGES REV 5%,DUBUQUE IOWA CMNTY SCH DIST SCH INFRASTRUCTURE SALES SVCS & USE TAX REV 3%,NEW YORK N Y CITY INDL DEV AGY REV 5.02%,CHICAGO ILL O HARE INTL ARPT REV 4%,POUDRE TECH MET DIST COLO UNLIMITED PPTY TAX SUPPORTED REV 4%,YONKERS N Y 5%,UNION CITY N J 2.25%,NORTHERN ILL UNIV REVS 4%,ORANGE TWP N J 4%,BENZIE CNTY MICH CENT SCHS 4%,ORANGE CNTY FLA TOURIST DEV TAX REV 5%,PHILADELPHIA PA ARPT REV 4%,GALVESTON CNTY TEX 0%,TAYLOR MICH 4%,NEW HAVEN CONN 5%,EL PASO CNTY COLO SCH DIST NO 003 WIDEFIELD CTFS PARTN 4%,CICERO ILL 4%,NORTHERN ILL UNIV REVS 4%,UNION CITY N J 0.05%,PHILADELPHIA PA ARPT REV 4%,UTAH TRAN AUTH SALES TAX REV 5.25%,MOUNT PLEASANT WIS TAX INCREMENT REV 5%,MORGAN CNTY COLO QUALITY WTR DIST WTR REV 4%,NORTH TEX TWY AUTH REV 0%,CHICAGO ILL PK DIST 5%,NEW YORK ST TWY AUTH GEN REV JR INDBT OBLIGS 4%,NEW YORK N Y 5%,ST LOUIS MO ARPT REV 5.5%,SAN YSIDRO CALIF SCH DIST 0%,MORGAN CNTY COLO QUALITY WTR DIST WTR REV 4%,NEW YORK ST DORM AUTH REVS NON ST SUPPORTED DEBT 5%,SAGINAW MICH WTR SUPPLY SYS REV 4%,BROOME CNTY N Y LOC DEV CORP REV 3%,WINDHAM CONN 4%,WAUKEGAN ILL 4%,PROVIDENCE R I PUB BLDGS AUTH REV 4%,SANGAMON LOGAN & MENARD CNTYS ILL CMNTY UNIT SCH DIST NO 015 5%,EPHRATA BORO PA AUTH SWR REV 3%,WAUKEGAN ILL 4%,NEW ORLEANS LA AVIATION BRD SPL FAC REV 5%,NEW JERSEY ST TRANSN TR FD AUTH 0%,MACON CNTY ILL SCH DIST NO 061 DECATUR 5%,GROSSMONT CALIF HEALTHCARE DIST 0%,CHICAGO ILL BRD ED 0%,MISSION TEX 5%,PALM BAY FLA 5%,COLORADO EDL & CULTURAL FACS AUTH REV 4%,LEWIS IOWA CMNTY SCH DIST SCH INFRSTRUCTURE SALES SVCS & USE TAX REV 4%,LOUISIANA LOC GOVT ENVIRONMENTAL FACS & CMNTY DEV AUTH REV 4%,MONTGOMERY-MACOUPIN ILL SCH DIST NO 12 LITCHFIELD 4%,MICHIGAN FIN AUTH REV 4%,NEW YORK CONVENTION CTR DEV CORP N Y REV 0%,STARK KNOX & MARSHALL CNTYS ILL CMNTY UNIT SCH DIST NO 100 4%,WESTERN ILL UNIV REVS 4%,PITTSBURGH PA WTR & SWR AUTH WTR & SWR SYS REV 4%,LEWIS POINTE MET DIST COLO 4%,CHICAGO ILL PK DIST 4%,NORTHERN ILL UNIV REVS 4%,RIVERSIDE CNTY CALIF CMNTY FACS DISTS 4%,LA SALLE & BUREAU CNTYS ILL TWP HIGH SCH DIST NO 120 LA SALLE 4%,METROPOLITAN WASH D C ARPTS AUTH DULLES TOLL RD REV 0%,METROPOLITAN TRANSN AUTH N Y REV 4%,NEW HAVEN CONN 5%,MIAMI FLA PKG SYS REV 4%,METROPOLITAN TRANSN AUTH N Y REV 5.25%,WARRIOR RIVER ALA WTR AUTH WTR REV 4%,LANCASTER CALIF FING AUTH REV 4%,COOK CNTY ILL TWP HIGH SCH DIST NO 220 BURBANK 4%,CALCASIEU PARISH LA SCH DIST NO 023 5%,NAPA VY CALIF UNI SCH DIST 4%,MADERA CNTY CALIF PUB FING AUTH LEASE REV 4%,GUADALUPE CALIF UN SCH DIST 4%,WESTERN CAROLINA UNIV N C REV 5%,KANSAS CITY MO INDL DEV AUTH ARPT SPL OBLIG 4%,MONROE CNTY N Y 5%,NATOMAS UNI SCH DIST CALIF 3%,ST LOUIS MO ARPT REV 5%,HIDALGO CNTY TEX REGL MOBILITY AUTH VEH REGISTRATION FEE REV 3%,SYRACUSE N Y 4%,DUBUQUE IOWA CMNTY SCH DIST SCH INFRASTRUCTURE SALES SVCS & USE TAX REV 3%,WAVERLY TWP MUN AUTH PA LEASE REV 4%,TERRE HAUTE IND SAN DIST REV 4%,WEST HAVEN CONN 4%,INDEPENDENT CITIES FIN AUTH CALIF SALES TAX REV 4%,DETROIT MICH SEW DISP REV 5.5%,SOUTH JERSEY TRANSN AUTH N J TRANSN SYS REV 4%,MADISON BOND ETC CNTYS ILL CMNTY UNIT SCH DIST NO 5 HIGHL 3%,MADISON BOND ETC CNTYS ILL CMNTY UNIT SCH DIST NO 5 HIGHL 3%,LOUISIANA LOC GOVT ENVIRONMENTAL FACS & CMNTY DEV AUTH REV 4%,YONKERS N Y 5%,RIPON CALIF REDEV AGY SUCCESSOR AGY TAX ALLOCATION 4%,OYSTER BAY N Y 4%,NEW ORLEANS LA SEW SVC REV 4%,SAN JUAN CALIF UNI SCH DIST 0%,TULARE CALIF LOC HEALTH CARE DIST 4%,SUSANVILLE CALIF NAT GAS REV 4%,YONKERS N Y 5%,LAKE SUPERIOR ST UNIV MICH REV 4%,LA MIRADA CALIF REDEV AGY 0%,CRYSTAL VY COLO MET DIST NO 2 4%,NEWARK N J 5%,PENNSYLVANIA ST TPK COMMN TPK REV 6.25%,OYSTER BAY N Y 4%,ABAG FIN AUTH FOR NONPROFIT CORPS CALIF REV 5%,RIVERSIDE CNTY CALIF CMNTY FACS DISTS 4%,GREATER OUACHITA WTR CO INC LA WTRWKS & SWR SYS REV 4%,EASTERN MICH UNIV REVS 5%,SOUTH JERSEY TRANSN AUTH N J TRANSN SYS REV 5%,PUBLIC FIN AUTH WIS STUDENT HSG REV 4%,NEW JERSEY ST 5%,LOUISIANA LOC GOVT ENVIRONMENTAL FACS & CMNTY DEV AUTH REV 4%,RENO NEV CAP IMPT REV 5%,PALMDALE CALIF ELEM SCH DIST SPL TAX 0%,PERTH AMBOY N J 5%,KLICKITAT CNTY WASH PUB UTIL DIST NO 001 ELEC REV 4%,COACHELLA VALLEY CALIF UNI SCH CA 0%,TEXAS ST TPK AUTH CENT TEX TPK SYS REV 0%,STATE PUB SCH BLDG AUTH PA SCH REV 5%,PHILADELPHIA PA SCH DIST 5%,METROPOLITAN TRANSN AUTH N Y REV 4%,SAGINAW MICH WTR SUPPLY SYS REV 4%,ARLINGTON TEX SPL TAX REV 5%,TAYLOR MICH 4%,ARKANSAS ST DEV FIN AUTH TOB SETTLEMENT REV 0%,PITTSBURGH PA WTR & SWR AUTH WTR & SWR SYS REV 4%,TAYLOR MICH 4%,KANKAKEE ILL 4%,ARLINGTON TEX SPL TAX REV 5%,WASHINGTON CNTY ILL CMNTY UNIT SCH DIST NO 10 WEST WASHINGTON 4%,ILLINOIS ST SALES TAX REV 4%,CHEROKEE COLO MET DIST WTR & WASTEWTR ENTERPRISE REV 4%,CATASAUQUA PA AREA SCH DIST 4%,NEW JERSEY ST TRANSN TR FD AUTH 0%,METROPOLITAN TRANSN AUTH N Y REV 5%,PROVIDENCE R I PUB BLDGS AUTH REV 5%,PLAQUEMINE LA SALES & USE TAX 3%,CRAWFORD ILL HOSP DIST 4%,WESTMORELAND CNTY PA MUN AUTH MUN SVC REV 0%,STATE PUB SCH BLDG AUTH PA LEASE REV 3%,ILLINOIS ST 4%,CAMANCHE IOWA CMNTY SCH DIST 5%,MACON CNTY ILL SCH DIST NO 061 DECATUR 4%,MATAGORDA CNTY TEX NAV DIST NO 1 REV 5.12%,NORTH DAKOTA ST BRD HIGHER ED HSG & AUXILIARY FACS REV 4%,MUNCIE IND SAN DIST REV 3%,YONKERS N Y 5%,STERLING ILL 4%,MUNCIE IND SAN DIST REV 4%,NIAGARA FALLS N Y CITY SCH DIST CTFS PARTN 5%,NIAGARA FALLS N Y CITY SCH DIST 5%,CALCASIEU PARISH LA SCH DIST NO 023 5%,PORT NEW ORLEANS LA BRD COMMRSPORT FAC REV 5%,SUM
07/09/2021,1.89,1.87,1.72,1.03,0.96,0.91,0.87,0.81,0.79,0.77,0.69,0.69,0.67,0.66,0.65,0.65,0.61,0.61,0.6,0.56,0.56,0.56,0.56,0.56,0.53,0.53,0.52,0.51,0.5,0.49,0.49,0.47,0.47,0.47,0.47,0.47,0.47,0.46,0.46,0.42,0.41,0.39,0.39,0.38,0.38,0.37,0.36,0.36,0.35,0.35,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.32,0.32,0.32,0.31,0.31,0.31,0.3,0.3,0.3,0.3,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,66.77000000000001
