,NARI,AMKR,MRVI,SWI,UI,PGNY,TTEC,EBS,ALRM,SAGE,QLYS,INNV,SPSC,NSIT,PCRX,CORT,FLGT,CRSR,SLGN,FORM,TNET,APPF,AQUA,UCTT,AJRD,TROX,NGVT,SUPN,NSP,ATKR,ADUS,ONTF,INVA,ACMR,FIX,LMAT,NRC,PNTG,JYNT,SLP,BCC,EXPI,PLUS,GMS,AAWW,MGRC,ARRY,IIPR,HYLN,LESL,ATRS,SAFE,PRIM,NSA,MYRG,MITK,NVEE,WWE,LGIH,ACI,PGTI,MRTN,CARG,ASO,CPRX,ZYXI,EPRT,OLO,SSTK,ERII,STMP,MDC,MTH,IBP,NSSC,LCII,ROAD,IESC,SKY,UPST,SSTI,REYN,SNBR,CTRE,RVLV,IRBT,USLM,HEAR,CACC,BOOT,MAX,CELH,XPEL,BIG,HWKN,CCS,CVCO,DEA,FIZZ,PATK,MHO,DSP,MBUU,MED,UMBF,GO,HASI,ESGR,INS,HLI,SFM,LORL,PFSI,KNSL,COKE,FLWS,MCY,SFBS,GRBK,ABCB,FHI,LOVE,HLNE,VIRT,WD,HZO,JOUT,SLQT,AEL,HTH,VGR,CRMT,FOCS,AX,SI,RKT,LOB,SPWH,TTCF,FBC,RILY,POSH,SCPL,PLMR,NMIH,WMK,JOAN,PJT,CRCT,BRBR,CASH,EHTH,STC,ONEW,TBBK,ENVA,SAFT,FBNC,NBHC,MBIN,SGC,COWN,VITL,STEP,FFWM,PUBM,KRNY,PFBC,BY,Invesco Liquid Assets Portfoilio Shares-Fund 1913,ALTA,FBMS,QCRH,NCBS,CAC,ATLC,WTRH,HIFS,LAKE,BFC,VCTR,ALRS,MCB,WSBF,MVBF,AMAL,BFST,IBCP,BWB,RBNC,FMNB,CCBG,GNTY,EBTC,SMBC,STXB,RRBI,SMBK,FCBP,CCB,ITIC,NABL WI,ANSGR.IS,IPO-ROF.L,NABL,603613.SS,n/a,IS,FIGS,DV,DOCS,SQSP,LZ,TSP,PRVA,DOMO,AOSL,PCH,KE,ZIP,PAY,QNST,AOUT,HBNC,BRMK,SWIEUR,DNLI,TWKS,ENSG,CMC,PLXS,HI,MRCY,SGH,SCHN,CLFD,OLPX,VIVO,FTDR,SMLR,WGO,MC,LAND,KMPR,ACT,HLLY,TRNS,THRY,RLGT,CENTA,MCFT,AGFY,HONE,IMKTA,DX,BRDG,DOUG,SUM
12/17/2021,2.31,2.5,2.44,1.02,3.03,2.38,1.82,1.3,1.83,1.22,2.27,0.64,2.29,1.57,1.32,1.37,1.38,0.93,2.08,1.53,1.71,1.02,1.44,1.17,0.93,1.54,1.3,0.91,1.19,1.36,0.75,0.33,0.64,0.69,0.93,0.57,0.59,0.32,0.59,0.51,0.7,0.47,0.65,0.0,0.68,0.52,0.61,0.56,0.3,0.44,0.3,0.34,0.32,0.5,0.5,0.34,0.54,0.19,0.41,0.73,0.33,0.36,0.33,0.46,0.39,0.25,0.29,0.3,0.46,0.32,0.0,0.39,0.48,0.42,0.4,0.44,0.35,0.27,0.5,0.63,0.19,0.28,0.21,0.18,0.31,0.23,0.31,0.19,0.44,0.41,0.0,0.21,0.22,0.17,0.32,0.28,0.32,0.18,0.22,0.22,0.19,0.06,0.17,0.11,0.22,0.12,0.2,0.17,0.16,0.24,0.14,0.0,0.18,0.21,0.19,0.11,0.13,0.19,0.15,0.15,0.15,0.1,0.17,0.15,0.2,0.13,0.1,0.07,0.14,0.12,0.11,0.07,0.17,0.15,0.24,0.09,0.0,0.08,0.06,0.11,0.09,0.08,0.03,0.08,0.07,0.08,0.04,0.08,0.07,0.04,0.08,0.02,0.09,0.07,0.07,0.06,0.05,0.06,0.06,0.06,0.04,0.05,0.03,0.07,0.05,0.08,0.0,0.0,0.04,0.0,0.0,0.04,0.04,0.03,0.03,0.04,0.0,0.04,0.0,0.02,0.03,0.02,0.03,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.41,2.51,2.2,1.76,1.34,0.94,1.89,1.31,0.85,0.62,0.34,0.24,0.2,0.18,0.07,0.04,0.04,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.74
12/20/2021,2.31,2.5,2.44,1.02,3.03,2.38,1.82,1.3,1.83,1.22,2.27,0.64,2.29,1.57,1.32,1.37,1.38,0.93,2.08,1.53,1.71,1.02,1.44,1.17,0.93,1.54,1.3,0.91,1.19,1.36,0.75,0.33,0.64,0.69,0.93,0.57,0.59,0.32,0.59,0.51,0.7,0.47,0.65,0.0,0.68,0.52,0.61,0.56,0.3,0.44,0.3,0.34,0.32,0.5,0.5,0.34,0.54,0.19,0.41,0.73,0.33,0.36,0.33,0.46,0.39,0.25,0.29,0.3,0.46,0.32,0.0,0.39,0.48,0.42,0.4,0.44,0.35,0.27,0.5,0.63,0.19,0.28,0.21,0.18,0.31,0.23,0.31,0.19,0.44,0.41,0.0,0.21,0.22,0.17,0.32,0.28,0.32,0.18,0.22,0.22,0.19,0.06,0.17,0.11,0.22,0.12,0.2,0.17,0.16,0.24,0.14,0.0,0.18,0.21,0.19,0.11,0.13,0.19,0.15,0.15,0.15,0.1,0.17,0.15,0.2,0.13,0.1,0.07,0.14,0.12,0.11,0.07,0.17,0.15,0.24,0.09,0.0,0.08,0.06,0.11,0.09,0.08,0.03,0.08,0.07,0.08,0.04,0.08,0.07,0.04,0.08,0.02,0.09,0.07,0.07,0.06,0.05,0.06,0.06,0.06,0.04,0.05,0.03,0.07,0.05,0.08,0.0,0.0,0.04,0.0,0.0,0.04,0.04,0.03,0.03,0.04,0.0,0.04,0.0,0.02,0.03,0.02,0.03,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.41,2.51,2.2,1.76,1.34,0.94,1.89,1.31,0.85,0.62,0.34,0.24,0.2,0.18,0.07,0.04,0.04,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.74
12/21/2021,1.89,2.57,2.57,1.09,3.18,2.13,1.92,1.15,1.9,1.16,2.49,0.0,0.0,1.68,1.22,1.03,1.42,0.98,1.9,1.55,1.5,1.11,0.0,1.09,0.91,0.0,1.15,0.72,1.05,1.18,0.68,0.38,0.57,0.63,0.84,0.5,0.51,0.27,0.42,0.46,0.62,0.96,0.0,0.58,0.0,0.45,0.55,0.0,0.26,0.51,0.27,0.0,0.31,0.0,0.42,0.0,0.48,0.16,0.43,0.38,0.31,0.33,0.24,0.44,0.34,0.0,0.61,0.59,0.46,0.28,0.0,0.45,0.5,0.46,0.42,0.45,0.0,0.26,0.48,0.0,0.17,0.17,0.2,0.4,0.27,0.21,0.0,0.19,0.0,0.39,0.0,0.13,0.22,0.0,0.32,0.3,0.32,0.36,0.11,0.21,0.2,0.0,0.16,0.06,0.27,0.07,0.24,0.22,0.0,0.0,0.08,0.0,0.22,0.27,0.1,0.1,0.15,0.24,0.17,0.18,0.2,0.11,0.2,0.17,0.25,0.14,0.1,0.08,0.18,0.15,0.07,0.08,0.19,0.17,0.2,0.11,0.0,0.06,0.04,0.13,0.11,0.1,0.03,0.09,0.1,0.05,0.0,0.1,0.0,0.03,0.09,0.04,0.11,0.08,0.07,0.08,0.07,0.08,0.07,0.07,0.04,0.05,0.0,0.12,0.06,0.07,0.0,0.05,0.05,0.0,0.0,0.0,0.05,0.05,0.04,0.05,0.0,0.05,0.0,0.03,0.13,0.0,0.05,0.03,0.03,0.0,0.03,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,2.35,1.46,1.2,0.8,1.51,1.19,0.67,0.63,0.0,0.25,0.15,0.22,0.0,0.03,0.0,0.07,0.0,2.73,2.69,2.04,1.72,1.23,0.88,0.71,0.68,0.55,0.46,0.41,0.4,0.35,0.3,0.27,0.2,0.2,0.18,0.17,0.17,0.17,0.09,0.08,0.06,0.06,0.06,0.04,0.03,0.03,0.03,0.0,99.89
12/22/2021,1.89,2.57,2.57,1.09,3.18,2.13,1.92,1.15,1.9,1.16,2.49,0.0,0.0,1.68,1.22,1.03,1.42,0.98,1.9,1.55,1.5,1.11,0.0,1.09,0.91,0.0,1.15,0.72,1.05,1.18,0.68,0.38,0.57,0.63,0.84,0.5,0.51,0.27,0.42,0.46,0.62,0.96,0.0,0.58,0.0,0.45,0.55,0.0,0.26,0.51,0.27,0.0,0.31,0.0,0.42,0.0,0.48,0.16,0.43,0.38,0.31,0.33,0.24,0.44,0.34,0.0,0.61,0.59,0.46,0.28,0.0,0.45,0.5,0.46,0.42,0.45,0.0,0.26,0.48,0.0,0.17,0.17,0.2,0.4,0.27,0.21,0.0,0.19,0.0,0.39,0.0,0.13,0.22,0.0,0.32,0.3,0.32,0.36,0.11,0.21,0.2,0.0,0.16,0.06,0.27,0.07,0.24,0.22,0.0,0.0,0.08,0.0,0.22,0.27,0.1,0.1,0.15,0.24,0.17,0.18,0.2,0.11,0.2,0.17,0.25,0.14,0.1,0.08,0.18,0.15,0.07,0.08,0.19,0.17,0.2,0.11,0.0,0.06,0.04,0.13,0.11,0.1,0.03,0.09,0.1,0.05,0.0,0.1,0.0,0.03,0.09,0.04,0.11,0.08,0.07,0.08,0.07,0.08,0.07,0.07,0.04,0.05,0.0,0.12,0.06,0.07,0.0,0.05,0.05,0.0,0.0,0.0,0.05,0.05,0.04,0.05,0.0,0.05,0.0,0.03,0.13,0.0,0.05,0.03,0.03,0.0,0.03,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,2.35,1.46,1.2,0.8,1.51,1.19,0.67,0.63,0.0,0.25,0.15,0.22,0.0,0.03,0.0,0.07,0.0,2.73,2.69,2.04,1.72,1.23,0.88,0.71,0.68,0.55,0.46,0.41,0.4,0.35,0.3,0.27,0.2,0.2,0.18,0.17,0.17,0.17,0.09,0.08,0.06,0.06,0.06,0.04,0.03,0.03,0.03,0.0,99.89
12/23/2021,1.97,2.57,2.65,1.07,3.16,2.11,1.95,1.15,1.89,1.17,2.51,0.0,0.0,1.68,1.26,1.15,1.5,0.96,1.88,1.54,1.49,1.14,0.0,1.09,0.94,0.0,1.13,0.76,1.05,1.15,0.67,0.39,0.58,0.6,0.84,0.5,0.5,0.27,0.43,0.46,0.63,0.93,0.0,0.57,0.0,0.46,0.52,0.0,0.26,0.51,0.27,0.0,0.31,0.0,0.43,0.0,0.49,0.16,0.43,0.37,0.3,0.34,0.23,0.43,0.34,0.0,0.61,0.59,0.46,0.29,0.0,0.42,0.49,0.46,0.43,0.43,0.0,0.25,0.48,0.0,0.17,0.17,0.2,0.4,0.25,0.21,0.0,0.2,0.0,0.37,0.0,0.13,0.21,0.0,0.33,0.3,0.32,0.36,0.12,0.21,0.2,0.0,0.16,0.07,0.26,0.07,0.24,0.22,0.0,0.0,0.08,0.0,0.22,0.27,0.11,0.1,0.16,0.24,0.17,0.18,0.19,0.11,0.19,0.17,0.25,0.14,0.1,0.08,0.18,0.15,0.07,0.08,0.19,0.17,0.19,0.11,0.0,0.06,0.04,0.13,0.11,0.1,0.0,0.09,0.09,0.05,0.0,0.1,0.0,0.03,0.09,0.04,0.11,0.08,0.07,0.08,0.07,0.08,0.07,0.07,0.04,0.05,0.0,0.12,0.06,0.07,0.0,0.05,0.05,0.0,0.0,0.0,0.05,0.05,0.04,0.05,0.0,0.05,0.0,0.03,0.13,0.03,0.05,0.03,0.03,0.0,0.03,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.74,2.34,1.43,1.25,0.78,1.52,1.2,0.69,0.63,0.0,0.25,0.15,0.21,0.0,0.03,0.0,0.07,0.0,2.62,2.63,2.04,1.67,1.2,0.87,0.7,0.71,0.54,0.47,0.43,0.41,0.35,0.3,0.26,0.2,0.2,0.18,0.17,0.17,0.16,0.09,0.08,0.06,0.06,0.06,0.04,0.03,0.03,0.03,0.0,99.83
12/24/2021,1.99,2.59,2.54,1.06,3.12,2.12,1.99,1.15,1.92,1.13,2.5,0.0,0.0,1.66,1.22,1.11,1.43,0.95,1.83,1.58,1.5,1.14,0.0,1.12,0.91,0.0,1.12,0.74,1.05,1.16,0.67,0.39,0.55,0.62,0.85,0.51,0.48,0.28,0.44,0.46,0.63,0.96,0.0,0.58,0.0,0.45,0.53,0.0,0.26,0.51,0.28,0.0,0.31,0.0,0.43,0.0,0.47,0.15,0.43,0.36,0.31,0.33,0.24,0.44,0.33,0.0,0.61,0.59,0.46,0.28,0.0,0.43,0.49,0.47,0.41,0.43,0.0,0.25,0.49,0.0,0.17,0.16,0.2,0.39,0.26,0.21,0.0,0.19,0.0,0.39,0.0,0.14,0.22,0.0,0.32,0.3,0.32,0.35,0.11,0.21,0.2,0.0,0.16,0.06,0.27,0.07,0.24,0.21,0.0,0.0,0.08,0.0,0.22,0.26,0.11,0.1,0.15,0.25,0.17,0.18,0.19,0.11,0.19,0.17,0.25,0.14,0.1,0.08,0.19,0.15,0.07,0.08,0.19,0.17,0.2,0.11,0.0,0.06,0.04,0.13,0.11,0.1,0.03,0.08,0.09,0.04,0.0,0.1,0.0,0.03,0.09,0.04,0.11,0.08,0.07,0.08,0.06,0.08,0.07,0.07,0.04,0.05,0.0,0.12,0.06,0.07,0.0,0.05,0.05,0.0,0.0,0.0,0.05,0.05,0.04,0.05,0.0,0.04,0.0,0.03,0.12,0.0,0.06,0.03,0.0,0.0,0.03,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,1.79,2.3,1.4,1.29,0.77,1.57,1.23,0.69,0.65,0.0,0.25,0.15,0.22,0.0,0.03,0.0,0.07,0.0,2.62,2.64,2.07,1.66,1.23,0.88,0.7,0.72,0.55,0.49,0.42,0.4,0.35,0.29,0.26,0.2,0.19,0.19,0.17,0.16,0.16,0.09,0.08,0.07,0.06,0.05,0.04,0.03,0.03,0.03,0.0,99.81
12/27/2021,1.99,2.59,2.54,1.06,3.12,2.12,1.99,1.15,1.92,1.13,2.5,0.0,0.0,1.66,1.22,1.11,1.43,0.95,1.83,1.58,1.5,1.14,0.0,1.12,0.91,0.0,1.12,0.74,1.05,1.16,0.67,0.39,0.55,0.62,0.85,0.51,0.48,0.28,0.44,0.46,0.63,0.96,0.0,0.58,0.0,0.45,0.53,0.0,0.26,0.51,0.28,0.0,0.31,0.0,0.43,0.0,0.47,0.15,0.43,0.36,0.31,0.33,0.24,0.44,0.33,0.0,0.61,0.59,0.46,0.28,0.0,0.43,0.49,0.47,0.41,0.43,0.0,0.25,0.49,0.0,0.17,0.16,0.2,0.39,0.26,0.21,0.0,0.19,0.0,0.39,0.0,0.14,0.22,0.0,0.32,0.3,0.32,0.35,0.11,0.21,0.2,0.0,0.16,0.06,0.27,0.07,0.24,0.21,0.0,0.0,0.08,0.0,0.22,0.26,0.11,0.1,0.15,0.25,0.17,0.18,0.19,0.11,0.19,0.17,0.25,0.14,0.1,0.08,0.19,0.15,0.07,0.08,0.19,0.17,0.2,0.11,0.0,0.06,0.04,0.13,0.11,0.1,0.03,0.08,0.09,0.04,0.0,0.1,0.0,0.03,0.09,0.04,0.11,0.08,0.07,0.08,0.06,0.08,0.07,0.07,0.04,0.05,0.0,0.12,0.06,0.07,0.0,0.05,0.05,0.0,0.0,0.0,0.05,0.05,0.04,0.05,0.0,0.04,0.0,0.03,0.12,0.0,0.06,0.03,0.0,0.0,0.03,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,1.79,2.3,1.4,1.29,0.77,1.57,1.23,0.69,0.65,0.0,0.25,0.15,0.22,0.0,0.03,0.0,0.07,0.0,2.62,2.64,2.07,1.66,1.23,0.88,0.7,0.72,0.55,0.49,0.42,0.4,0.35,0.29,0.26,0.2,0.19,0.19,0.17,0.16,0.16,0.09,0.08,0.07,0.06,0.05,0.04,0.03,0.03,0.03,0.0,99.81
12/28/2021,2.04,2.58,2.51,1.06,3.09,2.11,1.97,1.11,1.89,1.15,2.47,0.0,0.0,1.64,1.25,1.04,1.36,0.96,1.78,1.59,1.47,1.12,0.0,1.15,0.87,0.0,1.1,0.74,1.05,1.16,0.67,0.39,0.56,0.63,0.84,0.51,0.48,0.28,0.42,0.45,0.64,0.95,0.0,0.59,0.0,0.46,0.52,0.0,0.27,0.5,0.27,0.0,0.31,0.0,0.43,0.0,0.48,0.15,0.42,0.35,0.31,0.33,0.24,0.43,0.34,0.0,0.6,0.58,0.46,0.28,0.0,0.43,0.5,0.47,0.42,0.43,0.0,0.25,0.49,0.0,0.16,0.16,0.2,0.39,0.25,0.21,0.0,0.18,0.0,0.39,0.0,0.14,0.21,0.0,0.32,0.3,0.32,0.35,0.11,0.21,0.2,0.0,0.16,0.06,0.26,0.07,0.23,0.22,0.0,0.0,0.08,0.0,0.21,0.27,0.11,0.09,0.15,0.25,0.17,0.18,0.19,0.12,0.2,0.17,0.25,0.14,0.1,0.08,0.19,0.14,0.07,0.08,0.19,0.17,0.22,0.11,0.0,0.06,0.03,0.13,0.12,0.1,0.0,0.09,0.1,0.04,0.0,0.09,0.0,0.03,0.09,0.04,0.11,0.08,0.07,0.08,0.06,0.08,0.07,0.07,0.04,0.05,0.0,0.12,0.06,0.07,0.0,0.05,0.05,0.0,0.0,0.0,0.04,0.05,0.04,0.05,0.0,0.04,0.0,0.03,0.13,0.03,0.06,0.03,0.0,0.0,0.03,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,1.82,2.37,1.44,1.28,0.75,1.64,1.27,0.67,0.66,0.0,0.24,0.15,0.24,0.0,0.03,0.0,0.07,0.0,2.63,2.74,2.05,1.67,1.22,0.89,0.75,0.74,0.55,0.49,0.44,0.39,0.34,0.28,0.27,0.2,0.19,0.19,0.17,0.17,0.17,0.09,0.08,0.06,0.06,0.05,0.04,0.03,0.03,0.03,0.0,99.79
12/29/2021,2.04,2.58,2.51,1.06,3.09,2.11,1.97,1.11,1.89,1.15,2.47,0.0,0.0,1.64,1.25,1.04,1.36,0.96,1.78,1.59,1.47,1.12,0.0,1.15,0.87,0.0,1.1,0.74,1.05,1.16,0.67,0.39,0.56,0.63,0.84,0.51,0.48,0.28,0.42,0.45,0.64,0.95,0.0,0.59,0.0,0.46,0.52,0.0,0.27,0.5,0.27,0.0,0.31,0.0,0.43,0.0,0.48,0.15,0.42,0.35,0.31,0.33,0.24,0.43,0.34,0.0,0.6,0.58,0.46,0.28,0.0,0.43,0.5,0.47,0.42,0.43,0.0,0.25,0.49,0.0,0.16,0.16,0.2,0.39,0.25,0.21,0.0,0.18,0.0,0.39,0.0,0.14,0.21,0.0,0.32,0.3,0.32,0.35,0.11,0.21,0.2,0.0,0.16,0.06,0.26,0.07,0.23,0.22,0.0,0.0,0.08,0.0,0.21,0.27,0.11,0.09,0.15,0.25,0.17,0.18,0.19,0.12,0.2,0.17,0.25,0.14,0.1,0.08,0.19,0.14,0.07,0.08,0.19,0.17,0.22,0.11,0.0,0.06,0.03,0.13,0.12,0.1,0.0,0.09,0.1,0.04,0.0,0.09,0.0,0.03,0.09,0.04,0.11,0.08,0.07,0.08,0.06,0.08,0.07,0.07,0.04,0.05,0.0,0.12,0.06,0.07,0.0,0.05,0.05,0.0,0.0,0.0,0.04,0.05,0.04,0.05,0.0,0.04,0.0,0.03,0.13,0.03,0.06,0.03,0.0,0.0,0.03,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,1.82,2.37,1.44,1.28,0.75,1.64,1.27,0.67,0.66,0.0,0.24,0.15,0.24,0.0,0.03,0.0,0.07,0.0,2.63,2.74,2.05,1.67,1.22,0.89,0.75,0.74,0.55,0.49,0.44,0.39,0.34,0.28,0.27,0.2,0.19,0.19,0.17,0.17,0.17,0.09,0.08,0.06,0.06,0.05,0.04,0.03,0.03,0.03,0.0,99.79
12/30/2021,2.04,2.58,2.51,1.06,3.09,2.11,1.97,1.11,1.89,1.15,2.47,0.0,0.0,1.64,1.25,1.04,1.36,0.96,1.78,1.59,1.47,1.12,0.0,1.15,0.87,0.0,1.1,0.74,1.05,1.16,0.67,0.39,0.56,0.63,0.84,0.51,0.48,0.28,0.42,0.45,0.64,0.95,0.0,0.59,0.0,0.46,0.52,0.0,0.27,0.5,0.27,0.0,0.31,0.0,0.43,0.0,0.48,0.15,0.42,0.35,0.31,0.33,0.24,0.43,0.34,0.0,0.6,0.58,0.46,0.28,0.0,0.43,0.5,0.47,0.42,0.43,0.0,0.25,0.49,0.0,0.16,0.16,0.2,0.39,0.25,0.21,0.0,0.18,0.0,0.39,0.0,0.14,0.21,0.0,0.32,0.3,0.32,0.35,0.11,0.21,0.2,0.0,0.16,0.06,0.26,0.07,0.23,0.22,0.0,0.0,0.08,0.0,0.21,0.27,0.11,0.09,0.15,0.25,0.17,0.18,0.19,0.12,0.2,0.17,0.25,0.14,0.1,0.08,0.19,0.14,0.07,0.08,0.19,0.17,0.22,0.11,0.0,0.06,0.03,0.13,0.12,0.1,0.0,0.09,0.1,0.04,0.0,0.09,0.0,0.03,0.09,0.04,0.11,0.08,0.07,0.08,0.06,0.08,0.07,0.07,0.04,0.05,0.0,0.12,0.06,0.07,0.0,0.05,0.05,0.0,0.0,0.0,0.04,0.05,0.04,0.05,0.0,0.04,0.0,0.03,0.13,0.03,0.06,0.03,0.0,0.0,0.03,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,1.82,2.37,1.44,1.28,0.75,1.64,1.27,0.67,0.66,0.0,0.24,0.15,0.24,0.0,0.03,0.0,0.07,0.0,2.63,2.74,2.05,1.67,1.22,0.89,0.75,0.74,0.55,0.49,0.44,0.39,0.34,0.28,0.27,0.2,0.19,0.19,0.17,0.17,0.17,0.09,0.08,0.06,0.06,0.05,0.04,0.03,0.03,0.03,0.0,99.79
12/31/2021,2.09,2.66,2.42,1.04,3.06,2.15,1.99,1.1,1.91,1.16,2.48,0.0,0.0,1.65,1.24,1.0,1.31,0.93,1.83,1.61,1.51,1.09,0.0,1.17,0.89,0.0,1.11,0.73,1.06,1.22,0.68,0.37,0.55,0.64,0.84,0.5,0.49,0.28,0.42,0.45,0.65,0.9,0.0,0.6,0.0,0.46,0.51,0.0,0.26,0.5,0.27,0.0,0.31,0.0,0.43,0.0,0.49,0.15,0.42,0.35,0.32,0.33,0.24,0.43,0.33,0.0,0.62,0.55,0.46,0.29,0.0,0.44,0.5,0.47,0.42,0.44,0.0,0.25,0.51,0.0,0.16,0.16,0.2,0.39,0.25,0.21,0.0,0.17,0.0,0.41,0.0,0.14,0.22,0.0,0.33,0.31,0.32,0.35,0.11,0.21,0.2,0.0,0.16,0.06,0.27,0.07,0.23,0.22,0.0,0.0,0.08,0.0,0.21,0.29,0.11,0.1,0.15,0.25,0.17,0.18,0.19,0.12,0.2,0.17,0.25,0.14,0.09,0.08,0.19,0.14,0.07,0.08,0.19,0.17,0.21,0.1,0.0,0.06,0.03,0.13,0.12,0.09,0.0,0.08,0.1,0.05,0.0,0.1,0.0,0.03,0.09,0.04,0.11,0.08,0.07,0.08,0.07,0.08,0.07,0.07,0.04,0.05,0.0,0.12,0.06,0.07,0.0,0.06,0.05,0.0,0.0,0.0,0.05,0.05,0.04,0.06,0.0,0.04,0.0,0.03,0.13,0.03,0.06,0.03,0.0,0.0,0.03,0.03,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.77,2.41,1.41,1.24,0.78,1.58,1.27,0.65,0.71,0.0,0.25,0.15,0.25,0.0,0.03,0.0,0.07,0.0,2.45,2.68,2.13,1.71,1.23,0.9,0.74,0.78,0.56,0.52,0.43,0.39,0.35,0.28,0.28,0.2,0.2,0.19,0.17,0.17,0.16,0.1,0.09,0.07,0.06,0.05,0.04,0.03,0.03,0.03,0.0,99.87
01/10/2022,2.09,2.66,2.42,1.04,3.06,2.15,1.99,1.1,1.91,1.16,2.48,0.0,0.0,1.65,1.24,1.0,1.31,0.93,1.83,1.61,1.51,1.09,0.0,1.17,0.89,0.0,1.11,0.73,1.06,1.22,0.68,0.37,0.55,0.64,0.84,0.5,0.49,0.28,0.42,0.45,0.65,0.9,0.0,0.6,0.0,0.46,0.51,0.0,0.26,0.5,0.27,0.0,0.31,0.0,0.43,0.0,0.49,0.15,0.42,0.35,0.32,0.33,0.24,0.43,0.33,0.0,0.62,0.55,0.46,0.29,0.0,0.44,0.5,0.47,0.42,0.44,0.0,0.25,0.51,0.0,0.16,0.16,0.2,0.39,0.25,0.21,0.0,0.17,0.0,0.41,0.0,0.14,0.22,0.0,0.33,0.31,0.32,0.35,0.11,0.21,0.2,0.0,0.16,0.06,0.27,0.07,0.23,0.22,0.0,0.0,0.08,0.0,0.21,0.29,0.11,0.1,0.15,0.25,0.17,0.18,0.19,0.12,0.2,0.17,0.25,0.14,0.09,0.08,0.19,0.14,0.07,0.08,0.19,0.17,0.21,0.1,0.0,0.06,0.03,0.13,0.12,0.09,0.0,0.08,0.1,0.05,0.0,0.1,0.0,0.03,0.09,0.04,0.11,0.08,0.07,0.08,0.07,0.08,0.07,0.07,0.04,0.05,0.0,0.12,0.06,0.07,0.0,0.06,0.05,0.0,0.0,0.0,0.05,0.05,0.04,0.06,0.0,0.04,0.0,0.03,0.13,0.03,0.06,0.03,0.0,0.0,0.03,0.03,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.77,2.41,1.41,1.24,0.78,1.58,1.27,0.65,0.71,0.0,0.25,0.15,0.25,0.0,0.03,0.0,0.07,0.0,2.45,2.68,2.13,1.71,1.23,0.9,0.74,0.78,0.56,0.52,0.43,0.39,0.35,0.28,0.28,0.2,0.2,0.19,0.17,0.17,0.16,0.1,0.09,0.07,0.06,0.05,0.04,0.03,0.03,0.03,0.0,99.87
