,RIO.AX,2330.TW,ULVR.L,ASML.AS,NOVO B.CO,ROG.SW,REL.L,8035.T,PGHN.SW,CNR.TO,RO.SW,RMS.PA,NESTE.HE,INFY.NS,700.HK,QSP.UN.TO,GIVN.SW,CSL.AX,4503.T,4519.T,9983.T,SIKA.SW,000660.KS,CP.TO,TLKM.JK,ATCOB.ST,ITC.NS,COLO B.CO,TCS.NS,KBX.DE,MIN.AX,S68.SI,7741.T,HINDUNILVR.NS,RACE.MI,MBT,LOGN.SW,GAIL.NS,2688.HK,EVO.ST,BNZL.L,4507.T,2313.HK,IMI.L,NZYM B.CO,EQT.ST,3008.TW,SCHP.SW,3034.TW,688012.SS,6857.T,2327.TW,ASHM.L,CIX.TO,4768.T,1308.HK,REC.MI,VRLA.PA,ATD.B.TO,DSV.CO,MRU.TO,2912.TW,NPI.TO,1093.HK,EVN.AX,4922.T,7951.T,DMP.AX,BAJAJ-AUTO.NS,ENX.PA,4684.T,2020.HK,BESI.AS,CCL.B.TO,2379.TW,2345.TW,1476.TW,RBREW.CO,HLMA.L,EPIB.ST,CSU.TO,AMS.JO,ORNBV.HE,6506.T,HEROMOTOCO.NS,TECHM.NS,NMDC.NS,6869.T,GTT.PA,PLZL.L,3092.T,4716.T,EGIE3.SA,SFSN.SW,2371.T,TIH.TO,1929.HK,HSV.L,KIMBERA.MX,2337.TW,968.HK,JSWSTEEL.NS,LIFCO B.ST,ASIANPAINT.NS,2331.HK,1030.HK,6186.HK,9910.TW,051900.KS,9697.T,6920.T,7988.T,2408.TW,BEL.NS,EREGL.IS,SPP.JO,2377.TW,867.HK,MARUTI.NS,HCLTECH.NS,GAW.L,DIM.PA,2395.TW,TRI.PA,036570.KS,BEIJ B.ST,MELE.BR,SIM.CO,2382.HK,MARICO.NS,6383.T,2413.T,DELTA-R.BK,GN.CO,PETRONET.NS,STRS.TA,COLPAL.NS,2127.T,8464.TW,2412.T,6669.TW,3064.T,TEMN.SW,EQTL3.SA,2492.TW,IP.MI,4816.T,NST.AX,FPE.,BC8.DE,4751.T,345.HK,3990.HK,2772.HK,TCELL.IS,3769.T,3799.HK,UPL.NS,DMP.DE,BRG.AX,3380.HK,7956.T,BTO.TO,6028.T,4921.T,FROTO.IS,GRUMAB.MX,TORNTPOWER.NS,TBIG.JK,2782.T,6409.TW,MPHASIS.NS,LREN3.SA,REY.MI,PMETAL.KL,RENT3.SA,3659.T,6110.HK,1112.HK,3038.T,7564.T,BALKRISIND.NS,DIA.MI,PIDILITIND.NS,HDFCAMC.NS,3765.T,DABUR.NS,SWON.SW,EICHERMOT.NS,MYCR.ST,CBG-R.BK,MUTHOOTFIN.NS,MGLU3.SA,7747.T,881.HK,ANG.JO,036490.KQ,UNVR.JK,2049.TW,6750.T,ADDT B.ST,1268.HK,DRREDDY.NS,8111.T,6532.T,TOPGLOV.KL,LTI.NS,BIDI11.SA,EREGL.E.IS,TCELL.E.IS,FROTO.E.IS,4521.T,CMPUY,HAVELLS.NS,n/a,DWM,DEM,8919.T,SUPREMEIND.NS,NAM-INDIA.NS,3563.T,DIVISLAB.NS,TITAN.NS,VOLTAS.NS,NWL.AX,SUM
09/21/2021,3.4,4.56,3.95,5.07,4.5,3.33,3.5,3.54,2.87,2.82,2.36,1.95,1.76,1.95,1.17,1.39,1.41,1.41,1.3,1.1,1.09,1.11,0.84,0.86,1.15,0.94,0.96,0.76,0.8,0.72,0.55,0.57,0.76,0.63,0.59,0.55,0.41,0.53,0.48,0.48,0.46,0.6,0.39,0.45,0.44,0.51,0.33,0.42,0.38,0.0,0.49,0.35,0.35,0.44,0.4,0.38,0.39,0.36,0.37,0.39,0.34,0.38,0.33,0.29,0.26,0.24,0.38,0.39,0.27,0.33,0.35,0.27,0.32,0.27,0.29,0.22,0.23,0.24,0.28,0.23,0.28,0.19,0.22,0.27,0.24,0.32,0.18,0.27,0.21,0.2,0.27,0.25,0.2,0.2,0.24,0.19,0.18,0.2,0.21,0.16,0.21,0.19,0.23,0.2,0.21,0.14,0.15,0.16,0.13,0.19,0.23,0.15,0.13,0.19,0.0,0.17,0.16,0.12,0.14,0.2,0.14,0.19,0.18,0.12,0.1,0.16,0.15,0.14,0.14,0.15,0.16,0.15,0.12,0.1,0.13,0.12,0.12,0.15,0.11,0.18,0.1,0.11,0.1,0.11,0.09,0.12,0.18,0.09,0.1,0.13,0.1,0.07,0.08,0.09,0.0,0.11,0.09,0.09,0.11,0.09,0.06,0.08,0.08,0.12,0.09,0.0,0.09,0.09,0.08,0.08,0.08,0.12,0.06,0.09,0.09,0.06,0.05,0.05,0.0,0.08,0.05,0.07,0.08,0.07,0.07,0.06,0.06,0.06,0.06,0.05,0.0,0.05,0.0,0.06,0.0,0.0,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.0,0.05,0.0,0.15,0.1,0.08,0.0,0.0,0.05,0.47,0.08,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.97
09/22/2021,3.4,4.56,3.95,5.07,4.5,3.33,3.5,3.54,2.87,2.82,2.36,1.95,1.76,1.95,1.17,1.39,1.41,1.41,1.3,1.1,1.09,1.11,0.84,0.86,1.15,0.94,0.96,0.76,0.8,0.72,0.55,0.57,0.76,0.63,0.59,0.55,0.41,0.53,0.48,0.48,0.46,0.6,0.39,0.45,0.44,0.51,0.33,0.42,0.38,0.0,0.49,0.35,0.35,0.44,0.4,0.38,0.39,0.36,0.37,0.39,0.34,0.38,0.33,0.29,0.26,0.24,0.38,0.39,0.27,0.33,0.35,0.27,0.32,0.27,0.29,0.22,0.23,0.24,0.28,0.23,0.28,0.19,0.22,0.27,0.24,0.32,0.18,0.27,0.21,0.2,0.27,0.25,0.2,0.2,0.24,0.19,0.18,0.2,0.21,0.16,0.21,0.19,0.23,0.2,0.21,0.14,0.15,0.16,0.13,0.19,0.23,0.15,0.13,0.19,0.0,0.17,0.16,0.12,0.14,0.2,0.14,0.19,0.18,0.12,0.1,0.16,0.15,0.14,0.14,0.15,0.16,0.15,0.12,0.1,0.13,0.12,0.12,0.15,0.11,0.18,0.1,0.11,0.1,0.11,0.09,0.12,0.18,0.09,0.1,0.13,0.1,0.07,0.08,0.09,0.0,0.11,0.09,0.09,0.11,0.09,0.06,0.08,0.08,0.12,0.09,0.0,0.09,0.09,0.08,0.08,0.08,0.12,0.06,0.09,0.09,0.06,0.05,0.05,0.0,0.08,0.05,0.07,0.08,0.07,0.07,0.06,0.06,0.06,0.06,0.05,0.0,0.05,0.0,0.06,0.0,0.0,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.0,0.05,0.0,0.15,0.1,0.08,0.0,0.0,0.05,0.47,0.08,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.97
09/23/2021,3.4,4.56,3.95,5.07,4.5,3.33,3.5,3.54,2.87,2.82,2.36,1.95,1.76,1.95,1.17,1.39,1.41,1.41,1.3,1.1,1.09,1.11,0.84,0.86,1.15,0.94,0.96,0.76,0.8,0.72,0.55,0.57,0.76,0.63,0.59,0.55,0.41,0.53,0.48,0.48,0.46,0.6,0.39,0.45,0.44,0.51,0.33,0.42,0.38,0.0,0.49,0.35,0.35,0.44,0.4,0.38,0.39,0.36,0.37,0.39,0.34,0.38,0.33,0.29,0.26,0.24,0.38,0.39,0.27,0.33,0.35,0.27,0.32,0.27,0.29,0.22,0.23,0.24,0.28,0.23,0.28,0.19,0.22,0.27,0.24,0.32,0.18,0.27,0.21,0.2,0.27,0.25,0.2,0.2,0.24,0.19,0.18,0.2,0.21,0.16,0.21,0.19,0.23,0.2,0.21,0.14,0.15,0.16,0.13,0.19,0.23,0.15,0.13,0.19,0.0,0.17,0.16,0.12,0.14,0.2,0.14,0.19,0.18,0.12,0.1,0.16,0.15,0.14,0.14,0.15,0.16,0.15,0.12,0.1,0.13,0.12,0.12,0.15,0.11,0.18,0.1,0.11,0.1,0.11,0.09,0.12,0.18,0.09,0.1,0.13,0.1,0.07,0.08,0.09,0.0,0.11,0.09,0.09,0.11,0.09,0.06,0.08,0.08,0.12,0.09,0.0,0.09,0.09,0.08,0.08,0.08,0.12,0.06,0.09,0.09,0.06,0.05,0.05,0.0,0.08,0.05,0.07,0.08,0.07,0.07,0.06,0.06,0.06,0.06,0.05,0.0,0.05,0.0,0.06,0.0,0.0,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.0,0.05,0.0,0.15,0.1,0.08,0.0,0.0,0.05,0.47,0.08,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.97
09/24/2021,3.29,4.58,4.04,5.1,4.55,3.34,3.53,3.49,2.93,2.77,2.4,1.97,1.81,1.99,1.15,1.38,1.44,1.41,1.31,1.09,1.08,1.13,0.84,0.83,1.15,0.9,1.01,0.77,0.82,0.68,0.52,0.57,0.76,0.65,0.59,0.55,0.42,0.52,0.48,0.48,0.46,0.59,0.38,0.44,0.44,0.49,0.34,0.41,0.38,0.0,0.48,0.36,0.34,0.42,0.4,0.39,0.4,0.37,0.38,0.39,0.34,0.38,0.33,0.28,0.26,0.24,0.37,0.39,0.27,0.32,0.34,0.26,0.32,0.26,0.29,0.22,0.23,0.24,0.29,0.22,0.28,0.19,0.23,0.26,0.24,0.32,0.17,0.27,0.21,0.21,0.27,0.25,0.2,0.21,0.24,0.18,0.18,0.19,0.19,0.16,0.21,0.19,0.22,0.21,0.19,0.14,0.15,0.16,0.13,0.19,0.23,0.15,0.13,0.19,0.0,0.17,0.16,0.11,0.14,0.2,0.14,0.2,0.18,0.12,0.1,0.16,0.15,0.13,0.13,0.15,0.15,0.14,0.11,0.1,0.13,0.13,0.12,0.15,0.11,0.18,0.1,0.11,0.1,0.11,0.09,0.12,0.18,0.09,0.1,0.13,0.1,0.07,0.08,0.09,0.0,0.1,0.09,0.09,0.11,0.09,0.06,0.08,0.08,0.11,0.09,0.0,0.09,0.09,0.08,0.08,0.08,0.12,0.06,0.09,0.09,0.06,0.05,0.05,0.0,0.08,0.06,0.07,0.08,0.07,0.07,0.06,0.06,0.06,0.06,0.05,0.0,0.05,0.0,0.06,0.0,0.0,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.0,0.05,0.0,0.14,0.1,0.08,0.0,0.0,0.05,0.47,0.08,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.96000000000002
09/27/2021,3.4,4.43,4.0,5.21,4.5,3.33,3.51,3.41,2.95,2.77,2.39,2.0,1.86,2.0,1.17,1.38,1.42,1.42,1.28,1.07,1.08,1.13,0.82,0.83,1.15,0.92,1.0,0.77,0.81,0.69,0.55,0.56,0.74,0.64,0.59,0.55,0.43,0.52,0.45,0.5,0.47,0.58,0.38,0.45,0.43,0.5,0.32,0.41,0.37,0.0,0.47,0.35,0.33,0.43,0.39,0.4,0.39,0.37,0.37,0.39,0.34,0.38,0.33,0.28,0.26,0.23,0.36,0.4,0.27,0.32,0.33,0.25,0.33,0.27,0.28,0.22,0.22,0.25,0.29,0.23,0.28,0.19,0.23,0.25,0.23,0.33,0.17,0.26,0.21,0.2,0.26,0.26,0.2,0.21,0.23,0.19,0.17,0.19,0.19,0.15,0.21,0.19,0.23,0.2,0.18,0.15,0.14,0.16,0.13,0.18,0.22,0.15,0.13,0.19,0.0,0.17,0.17,0.11,0.14,0.21,0.14,0.2,0.18,0.13,0.1,0.16,0.15,0.14,0.13,0.15,0.15,0.14,0.1,0.1,0.13,0.13,0.12,0.14,0.1,0.18,0.1,0.11,0.1,0.11,0.09,0.13,0.17,0.09,0.1,0.12,0.09,0.07,0.08,0.09,0.0,0.1,0.09,0.09,0.11,0.09,0.06,0.08,0.08,0.11,0.09,0.0,0.09,0.09,0.08,0.08,0.09,0.12,0.06,0.09,0.09,0.06,0.05,0.05,0.0,0.08,0.05,0.07,0.08,0.07,0.07,0.06,0.06,0.06,0.06,0.05,0.0,0.05,0.0,0.06,0.0,0.0,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.0,0.06,0.0,0.14,0.09,0.08,0.0,0.0,0.05,0.47,0.25,0.17,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0
09/28/2021,3.41,4.55,4.01,5.13,4.49,3.33,3.49,3.46,2.88,2.77,2.38,1.97,1.8,2.04,1.17,1.38,1.38,1.42,1.31,1.12,1.1,1.12,0.81,0.84,1.16,0.91,0.99,0.76,0.81,0.68,0.53,0.56,0.76,0.63,0.59,0.56,0.43,0.53,0.41,0.49,0.46,0.59,0.37,0.45,0.42,0.48,0.32,0.41,0.37,0.0,0.48,0.35,0.33,0.43,0.4,0.42,0.39,0.37,0.38,0.38,0.34,0.38,0.33,0.28,0.25,0.24,0.37,0.39,0.27,0.32,0.33,0.24,0.32,0.27,0.29,0.23,0.23,0.25,0.28,0.23,0.28,0.19,0.23,0.25,0.23,0.33,0.17,0.27,0.21,0.2,0.27,0.28,0.2,0.21,0.24,0.19,0.17,0.19,0.18,0.16,0.2,0.19,0.22,0.21,0.18,0.15,0.14,0.16,0.13,0.19,0.22,0.15,0.13,0.19,0.0,0.17,0.17,0.11,0.14,0.21,0.14,0.19,0.18,0.13,0.1,0.16,0.15,0.14,0.13,0.14,0.15,0.14,0.1,0.1,0.13,0.13,0.12,0.15,0.1,0.19,0.1,0.11,0.1,0.11,0.09,0.12,0.17,0.09,0.1,0.12,0.1,0.07,0.08,0.08,0.0,0.1,0.09,0.09,0.11,0.08,0.06,0.08,0.08,0.12,0.09,0.0,0.09,0.09,0.08,0.08,0.09,0.12,0.06,0.09,0.09,0.06,0.05,0.05,0.0,0.08,0.06,0.07,0.08,0.07,0.07,0.06,0.06,0.06,0.06,0.05,0.0,0.05,0.0,0.06,0.0,0.0,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.0,0.06,0.0,0.14,0.09,0.08,0.0,0.0,0.05,0.46,0.24,0.16,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.95000000000002
09/29/2021,3.41,4.55,4.01,5.13,4.49,3.33,3.49,3.46,2.88,2.77,2.38,1.97,1.8,2.04,1.17,1.38,1.38,1.42,1.31,1.12,1.1,1.12,0.81,0.84,1.16,0.91,0.99,0.76,0.81,0.68,0.53,0.56,0.76,0.63,0.59,0.56,0.43,0.53,0.41,0.49,0.46,0.59,0.37,0.45,0.42,0.48,0.32,0.41,0.37,0.0,0.48,0.35,0.33,0.43,0.4,0.42,0.39,0.37,0.38,0.38,0.34,0.38,0.33,0.28,0.25,0.24,0.37,0.39,0.27,0.32,0.33,0.24,0.32,0.27,0.29,0.23,0.23,0.25,0.28,0.23,0.28,0.19,0.23,0.25,0.23,0.33,0.17,0.27,0.21,0.2,0.27,0.28,0.2,0.21,0.24,0.19,0.17,0.19,0.18,0.16,0.2,0.19,0.22,0.21,0.18,0.15,0.14,0.16,0.13,0.19,0.22,0.15,0.13,0.19,0.0,0.17,0.17,0.11,0.14,0.21,0.14,0.19,0.18,0.13,0.1,0.16,0.15,0.14,0.13,0.14,0.15,0.14,0.1,0.1,0.13,0.13,0.12,0.15,0.1,0.19,0.1,0.11,0.1,0.11,0.09,0.12,0.17,0.09,0.1,0.12,0.1,0.07,0.08,0.08,0.0,0.1,0.09,0.09,0.11,0.08,0.06,0.08,0.08,0.12,0.09,0.0,0.09,0.09,0.08,0.08,0.09,0.12,0.06,0.09,0.09,0.06,0.05,0.05,0.0,0.08,0.06,0.07,0.08,0.07,0.07,0.06,0.06,0.06,0.06,0.05,0.0,0.05,0.0,0.06,0.0,0.0,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.0,0.06,0.0,0.14,0.09,0.08,0.0,0.0,0.05,0.46,0.24,0.16,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.95000000000002
09/30/2021,3.41,4.55,4.01,5.13,4.49,3.33,3.49,3.46,2.88,2.77,2.38,1.97,1.8,2.04,1.17,1.38,1.38,1.42,1.31,1.12,1.1,1.12,0.81,0.84,1.16,0.91,0.99,0.76,0.81,0.68,0.53,0.56,0.76,0.63,0.59,0.56,0.43,0.53,0.41,0.49,0.46,0.59,0.37,0.45,0.42,0.48,0.32,0.41,0.37,0.0,0.48,0.35,0.33,0.43,0.4,0.42,0.39,0.37,0.38,0.38,0.34,0.38,0.33,0.28,0.25,0.24,0.37,0.39,0.27,0.32,0.33,0.24,0.32,0.27,0.29,0.23,0.23,0.25,0.28,0.23,0.28,0.19,0.23,0.25,0.23,0.33,0.17,0.27,0.21,0.2,0.27,0.28,0.2,0.21,0.24,0.19,0.17,0.19,0.18,0.16,0.2,0.19,0.22,0.21,0.18,0.15,0.14,0.16,0.13,0.19,0.22,0.15,0.13,0.19,0.0,0.17,0.17,0.11,0.14,0.21,0.14,0.19,0.18,0.13,0.1,0.16,0.15,0.14,0.13,0.14,0.15,0.14,0.1,0.1,0.13,0.13,0.12,0.15,0.1,0.19,0.1,0.11,0.1,0.11,0.09,0.12,0.17,0.09,0.1,0.12,0.1,0.07,0.08,0.08,0.0,0.1,0.09,0.09,0.11,0.08,0.06,0.08,0.08,0.12,0.09,0.0,0.09,0.09,0.08,0.08,0.09,0.12,0.06,0.09,0.09,0.06,0.05,0.05,0.0,0.08,0.06,0.07,0.08,0.07,0.07,0.06,0.06,0.06,0.06,0.05,0.0,0.05,0.0,0.06,0.0,0.0,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.0,0.06,0.0,0.14,0.09,0.08,0.0,0.0,0.05,0.46,0.24,0.16,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.95000000000002
10/01/2021,3.52,4.65,4.05,5.04,4.48,3.35,3.47,3.5,2.86,2.86,2.41,1.92,1.8,2.01,1.2,1.42,1.36,1.42,1.3,1.11,1.14,1.08,0.83,0.86,1.16,0.9,1.01,0.76,0.82,0.69,0.55,0.57,0.76,0.63,0.6,0.56,0.43,0.54,0.42,0.43,0.46,0.59,0.36,0.43,0.42,0.48,0.32,0.4,0.39,0.0,0.49,0.36,0.34,0.44,0.4,0.36,0.39,0.36,0.38,0.37,0.35,0.39,0.33,0.29,0.25,0.22,0.37,0.4,0.28,0.32,0.33,0.24,0.31,0.27,0.29,0.23,0.23,0.25,0.28,0.23,0.28,0.19,0.23,0.25,0.24,0.32,0.17,0.27,0.21,0.2,0.27,0.29,0.2,0.21,0.24,0.19,0.18,0.19,0.19,0.16,0.2,0.18,0.22,0.21,0.18,0.15,0.14,0.16,0.13,0.19,0.22,0.15,0.13,0.19,0.0,0.16,0.16,0.11,0.15,0.21,0.14,0.18,0.18,0.13,0.1,0.16,0.15,0.14,0.13,0.14,0.15,0.14,0.1,0.1,0.13,0.13,0.12,0.15,0.11,0.2,0.1,0.11,0.1,0.11,0.09,0.12,0.16,0.09,0.1,0.12,0.1,0.07,0.06,0.08,0.0,0.1,0.09,0.09,0.12,0.09,0.06,0.08,0.05,0.12,0.09,0.0,0.09,0.09,0.08,0.08,0.1,0.12,0.06,0.09,0.09,0.06,0.0,0.05,0.0,0.07,0.06,0.08,0.08,0.07,0.07,0.06,0.06,0.06,0.06,0.05,0.0,0.05,0.0,0.06,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.0,0.06,0.0,0.14,0.1,0.08,0.0,0.0,0.05,0.48,0.13,0.08,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,98.05
10/04/2021,3.48,4.63,4.22,4.69,4.47,3.45,3.54,3.37,2.75,2.93,2.46,1.93,1.76,2.04,1.25,1.44,1.4,1.36,1.32,1.11,1.17,1.08,0.82,0.89,1.2,0.88,1.04,0.75,0.83,0.67,0.52,0.58,0.74,0.65,0.6,0.58,0.41,0.56,0.45,0.43,0.47,0.6,0.39,0.43,0.42,0.48,0.31,0.4,0.37,0.0,0.46,0.35,0.34,0.45,0.39,0.36,0.39,0.37,0.4,0.37,0.36,0.4,0.33,0.3,0.25,0.22,0.38,0.39,0.29,0.32,0.32,0.26,0.3,0.27,0.29,0.23,0.24,0.25,0.27,0.23,0.28,0.18,0.23,0.25,0.25,0.32,0.18,0.26,0.22,0.2,0.27,0.28,0.2,0.21,0.24,0.2,0.18,0.19,0.19,0.16,0.21,0.2,0.22,0.22,0.18,0.15,0.15,0.17,0.14,0.18,0.22,0.15,0.14,0.2,0.0,0.17,0.16,0.11,0.16,0.21,0.14,0.19,0.18,0.13,0.1,0.16,0.15,0.13,0.13,0.15,0.15,0.14,0.11,0.1,0.14,0.13,0.12,0.14,0.11,0.18,0.1,0.11,0.1,0.11,0.09,0.12,0.16,0.09,0.1,0.12,0.1,0.08,0.06,0.09,0.0,0.1,0.1,0.09,0.11,0.09,0.07,0.07,0.05,0.12,0.09,0.0,0.09,0.1,0.08,0.08,0.1,0.12,0.06,0.08,0.09,0.06,0.0,0.05,0.0,0.07,0.06,0.07,0.08,0.07,0.06,0.06,0.06,0.05,0.06,0.05,0.04,0.05,0.0,0.06,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.0,0.06,0.0,0.15,0.1,0.08,0.0,0.0,0.05,0.48,0.0,0.0,0.05,0.05,0.05,0.04,0.0,0.0,0.0,0.0,98.06000000000002
10/05/2021,3.53,4.58,4.17,4.59,4.47,3.54,3.6,3.27,2.72,2.98,2.51,1.91,1.79,2.02,1.24,1.45,1.42,1.39,1.32,1.12,1.19,1.07,0.82,0.89,1.25,0.89,1.03,0.74,0.82,0.67,0.5,0.58,0.72,0.66,0.6,0.58,0.4,0.59,0.47,0.45,0.47,0.62,0.4,0.43,0.42,0.5,0.31,0.4,0.37,0.0,0.44,0.33,0.34,0.45,0.39,0.35,0.4,0.37,0.39,0.37,0.36,0.39,0.33,0.29,0.26,0.23,0.37,0.39,0.29,0.32,0.32,0.26,0.28,0.27,0.28,0.22,0.23,0.25,0.27,0.24,0.28,0.19,0.23,0.23,0.25,0.31,0.18,0.26,0.22,0.2,0.27,0.27,0.2,0.21,0.24,0.2,0.18,0.19,0.19,0.16,0.21,0.2,0.22,0.21,0.19,0.16,0.15,0.17,0.14,0.18,0.21,0.14,0.14,0.19,0.0,0.17,0.16,0.12,0.15,0.21,0.13,0.18,0.18,0.13,0.1,0.16,0.15,0.13,0.13,0.15,0.15,0.14,0.11,0.1,0.13,0.13,0.12,0.14,0.11,0.18,0.09,0.11,0.1,0.11,0.09,0.12,0.16,0.09,0.1,0.12,0.1,0.08,0.06,0.09,0.0,0.1,0.1,0.09,0.11,0.08,0.07,0.07,0.05,0.12,0.09,0.0,0.09,0.1,0.08,0.08,0.09,0.12,0.06,0.08,0.09,0.06,0.0,0.05,0.0,0.07,0.06,0.08,0.07,0.07,0.07,0.06,0.06,0.05,0.06,0.05,0.0,0.06,0.0,0.06,0.04,0.04,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.0,0.06,0.0,0.15,0.1,0.08,0.0,0.0,0.05,0.47,0.0,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,98.0
10/06/2021,3.53,4.58,4.17,4.59,4.47,3.54,3.6,3.27,2.72,2.98,2.51,1.91,1.79,2.02,1.24,1.45,1.42,1.39,1.32,1.12,1.19,1.07,0.82,0.89,1.25,0.89,1.03,0.74,0.82,0.67,0.5,0.58,0.72,0.66,0.6,0.58,0.4,0.59,0.47,0.45,0.47,0.62,0.4,0.43,0.42,0.5,0.31,0.4,0.37,0.0,0.44,0.33,0.34,0.45,0.39,0.35,0.4,0.37,0.39,0.37,0.36,0.39,0.33,0.29,0.26,0.23,0.37,0.39,0.29,0.32,0.32,0.26,0.28,0.27,0.28,0.22,0.23,0.25,0.27,0.24,0.28,0.19,0.23,0.23,0.25,0.31,0.18,0.26,0.22,0.2,0.27,0.27,0.2,0.21,0.24,0.2,0.18,0.19,0.19,0.16,0.21,0.2,0.22,0.21,0.19,0.16,0.15,0.17,0.14,0.18,0.21,0.14,0.14,0.19,0.0,0.17,0.16,0.12,0.15,0.21,0.13,0.18,0.18,0.13,0.1,0.16,0.15,0.13,0.13,0.15,0.15,0.14,0.11,0.1,0.13,0.13,0.12,0.14,0.11,0.18,0.09,0.11,0.1,0.11,0.09,0.12,0.16,0.09,0.1,0.12,0.1,0.08,0.06,0.09,0.0,0.1,0.1,0.09,0.11,0.08,0.07,0.07,0.05,0.12,0.09,0.0,0.09,0.1,0.08,0.08,0.09,0.12,0.06,0.08,0.09,0.06,0.0,0.05,0.0,0.07,0.06,0.08,0.07,0.07,0.07,0.06,0.06,0.05,0.06,0.05,0.0,0.06,0.0,0.06,0.04,0.04,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.0,0.06,0.0,0.15,0.1,0.08,0.0,0.0,0.05,0.47,0.0,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,98.0
10/07/2021,3.53,4.58,4.17,4.59,4.47,3.54,3.6,3.27,2.72,2.98,2.51,1.91,1.79,2.02,1.24,1.45,1.42,1.39,1.32,1.12,1.19,1.07,0.82,0.89,1.25,0.89,1.03,0.74,0.82,0.67,0.5,0.58,0.72,0.66,0.6,0.58,0.4,0.59,0.47,0.45,0.47,0.62,0.4,0.43,0.42,0.5,0.31,0.4,0.37,0.0,0.44,0.33,0.34,0.45,0.39,0.35,0.4,0.37,0.39,0.37,0.36,0.39,0.33,0.29,0.26,0.23,0.37,0.39,0.29,0.32,0.32,0.26,0.28,0.27,0.28,0.22,0.23,0.25,0.27,0.24,0.28,0.19,0.23,0.23,0.25,0.31,0.18,0.26,0.22,0.2,0.27,0.27,0.2,0.21,0.24,0.2,0.18,0.19,0.19,0.16,0.21,0.2,0.22,0.21,0.19,0.16,0.15,0.17,0.14,0.18,0.21,0.14,0.14,0.19,0.0,0.17,0.16,0.12,0.15,0.21,0.13,0.18,0.18,0.13,0.1,0.16,0.15,0.13,0.13,0.15,0.15,0.14,0.11,0.1,0.13,0.13,0.12,0.14,0.11,0.18,0.09,0.11,0.1,0.11,0.09,0.12,0.16,0.09,0.1,0.12,0.1,0.08,0.06,0.09,0.0,0.1,0.1,0.09,0.11,0.08,0.07,0.07,0.05,0.12,0.09,0.0,0.09,0.1,0.08,0.08,0.09,0.12,0.06,0.08,0.09,0.06,0.0,0.05,0.0,0.07,0.06,0.08,0.07,0.07,0.07,0.06,0.06,0.05,0.06,0.05,0.0,0.06,0.0,0.06,0.04,0.04,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.0,0.06,0.0,0.15,0.1,0.08,0.0,0.0,0.05,0.47,0.0,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,98.0
