,MAC,ANAT,GTN,PBH,GHC,SUPN,INVA,FDP,MEI,AGO,AAWW,LXP,PDM,STC,RIG,SBRA,BDN,MCY,CCS,ETRN,NAVI,TPH,PRAA,WTM,HTH,NIJ.,ALE,MTH,USM,EBIX,TDS,TGNA,CMC,ATGE,AEL,COS.,MHO,MRTN,SWX,EQC,GPI,COOP,AMCX,ASB,FL2P.,TRTN,UE,NMIH,BIG,TWNK,WMK,WOR,HTLD,INT,WIRE,UFS,CNNE,FHI,EGBN,GIII,MDC,GNL,OTTR,STRA,MTX,COKE,HUBG,PGRE,WAFD,BANR,MGRC,NWN,PDCE,TOWN,FFBC,SFNC,SFM,WTFC,WERN,LTC,FNB,GATX,CATY,ABCB,EAF,HTLF,MUSA,NWE,SANM,VIRT,VSH,AVA,SYKE,TRMK,WRI,GBX,BKE,HMN,ONB,AKR,ACA,KAR,PRIM,SNDR,BXS,RUSHA,TMHC,ARCB,OI,SWM,GBDC,AMWD,EPC,MTOR,SVC,SKYW,FHB,GEF,USNA,NJR,VSAT,STL,FIX,NTCT,MLI,FUL,UNF,SR,R,SPB,PQ3.,KW,IBTX,MANT,UMBF,HCC,WSBC,UFPI,SCL,CNXN,AUB,AVT,GCP,ISBC,HOPE,WSFS,KRO,IBOC,GFF,CALM,FIBK,CENTA,FULT,FRME,SMCI,WGO,PATK,SAFM,AAT,CIM,FCFS,C6M.,GMS,RPAI,UNVR,SITC,HCSG,ROIC,ESRT,MMI,AIN,CSGS,HNI,MGEE,PMT,S7V.,FBP,ITGR,NSIT,ICFI,HPP,FSS,BRC,BECN,B,CPK,PLXS,SASR,CBZ,AVNT,ACLS,BKU,CMP,NWBI,WABC,UCBI,JELD,RNST,CVBF,HOMB,MFA,RLGY,NYMT,CXP,GNW,ABG,SAH,HRB,DDS,CNX,ARI,ABM,URBN,PRG,THS,KEX,NBTB,PACW,CBRL,LZB,MLHR,AROC,ANF,SIG,AZZ,TCBI,CLI,KN,ADS,FBK,HWC,HI,TSE,PIPR,PRK,JW.A,DY,Golub Capital BDC Inc Class B,CNO,NNI,PFS,AIT,SBH,DLX,COLB,n/a,GES,688001.SS,PTEN,SWI,WLL,OAS,EBS,TWO,BCC,ECPG,SAGE,SPNT,PCH,NUS,KBH,CRC,DAN,REGI,IRWD,SJI,TTMI,BSIG,CDE,SHEN,LILAK,ATSG,OGS,NGVT,ILPT,LCII,KMT,NHI,UNFI,ODP,NEU,BV,CWH,IRBT,ALG,MBUU,IOSP,OPK,GO,AIMC,EAT,MAXR,FW2N.,CADE,DHR.,BGS,SUM
07/09/2021,0.96,0.9,0.8,0.75,0.74,0.74,0.73,0.72,0.72,0.71,0.71,0.7,0.69,0.68,0.68,0.68,0.68,0.68,0.67,0.67,0.67,0.67,0.66,0.66,0.66,0.66,0.66,0.65,0.65,0.64,0.64,0.63,0.63,0.63,0.63,0.62,0.62,0.62,0.62,0.61,0.61,0.61,0.6,0.6,0.6,0.59,0.59,0.59,0.59,0.58,0.58,0.57,0.56,0.56,0.56,0.56,0.55,0.55,0.54,0.54,0.54,0.53,0.53,0.53,0.52,0.51,0.51,0.51,0.51,0.5,0.5,0.5,0.5,0.5,0.49,0.49,0.49,0.49,0.48,0.48,0.48,0.48,0.48,0.48,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.46,0.46,0.46,0.45,0.45,0.45,0.45,0.45,0.44,0.44,0.44,0.44,0.44,0.43,0.43,0.43,0.42,0.41,0.41,0.41,0.41,0.41,0.4,0.4,0.4,0.39,0.39,0.39,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.36,0.36,0.36,0.36,0.36,0.36,0.35,0.35,0.35,0.35,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.33,0.33,0.33,0.32,0.31,0.3,0.3,0.3,0.29,0.29,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.11
07/12/2021,0.0,0.67,0.62,0.38,0.68,0.35,0.65,0.63,0.51,0.64,0.64,0.53,0.66,0.64,0.51,0.53,0.66,0.63,0.61,0.67,0.53,0.63,0.63,0.64,0.64,0.64,0.51,0.64,0.67,0.5,0.65,0.63,0.66,0.54,0.62,0.64,0.63,0.65,0.67,0.0,0.73,0.67,0.35,0.51,0.0,0.62,0.0,0.62,0.63,0.38,0.65,0.65,0.65,0.49,0.5,0.0,0.63,0.51,0.38,0.63,0.63,0.38,0.38,0.5,0.37,0.25,0.39,0.38,0.37,0.37,0.38,0.51,0.0,0.52,0.51,0.5,0.55,0.51,0.52,0.39,0.51,0.51,0.37,0.51,0.51,0.51,0.54,0.52,0.64,0.51,0.51,0.51,0.0,0.51,0.0,0.26,0.36,0.52,0.5,0.26,0.36,0.25,0.64,0.64,0.5,0.53,0.61,0.54,0.0,0.5,0.66,0.36,0.0,0.0,0.0,0.51,0.27,0.51,0.26,0.39,0.26,0.0,0.26,0.26,0.37,0.39,0.0,0.38,0.38,0.5,0.37,0.26,0.26,0.26,0.37,0.0,0.37,0.38,0.38,0.25,0.38,0.64,0.38,0.25,0.37,0.37,0.25,0.36,0.37,0.38,0.26,0.37,0.52,0.25,0.37,0.51,0.52,0.37,0.0,0.64,0.0,0.0,0.37,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.25,0.0,0.64,0.25,0.26,0.0,0.0,0.0,0.26,0.0,0.25,0.26,0.0,0.0,0.37,0.38,0.25,0.0,0.0,0.38,0.0,0.26,0.0,0.25,0.25,0.37,0.25,0.0,0.67,0.65,0.65,0.64,0.6,0.55,0.54,0.53,0.52,0.52,0.51,0.5,0.5,0.49,0.4,0.38,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.36,0.29,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.08
07/13/2021,0.0,0.67,0.62,0.38,0.68,0.35,0.65,0.63,0.51,0.64,0.64,0.53,0.66,0.64,0.51,0.53,0.66,0.63,0.61,0.67,0.53,0.63,0.63,0.64,0.64,0.64,0.51,0.64,0.67,0.5,0.65,0.63,0.66,0.54,0.62,0.64,0.63,0.65,0.67,0.0,0.73,0.67,0.35,0.51,0.0,0.62,0.0,0.62,0.63,0.38,0.65,0.65,0.65,0.49,0.5,0.0,0.63,0.51,0.38,0.63,0.63,0.38,0.38,0.5,0.37,0.25,0.39,0.38,0.37,0.37,0.38,0.51,0.0,0.52,0.51,0.5,0.55,0.51,0.52,0.39,0.51,0.51,0.37,0.51,0.51,0.51,0.54,0.52,0.64,0.51,0.51,0.51,0.0,0.51,0.0,0.26,0.36,0.52,0.5,0.26,0.36,0.25,0.64,0.64,0.5,0.53,0.61,0.54,0.0,0.5,0.66,0.36,0.0,0.0,0.0,0.51,0.27,0.51,0.26,0.39,0.26,0.0,0.26,0.26,0.37,0.39,0.0,0.38,0.38,0.5,0.37,0.26,0.26,0.26,0.37,0.0,0.37,0.38,0.38,0.25,0.38,0.64,0.38,0.25,0.37,0.37,0.25,0.36,0.37,0.38,0.26,0.37,0.52,0.25,0.37,0.51,0.52,0.37,0.0,0.64,0.0,0.0,0.37,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.25,0.0,0.64,0.25,0.26,0.0,0.0,0.0,0.26,0.0,0.25,0.26,0.0,0.0,0.37,0.38,0.25,0.0,0.0,0.38,0.0,0.26,0.0,0.25,0.25,0.37,0.25,0.0,0.67,0.65,0.65,0.64,0.6,0.55,0.54,0.53,0.52,0.52,0.51,0.5,0.5,0.49,0.4,0.38,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.36,0.29,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.08
07/14/2021,0.0,0.67,0.62,0.38,0.68,0.35,0.65,0.63,0.51,0.64,0.64,0.53,0.66,0.64,0.51,0.53,0.66,0.63,0.61,0.67,0.53,0.63,0.63,0.64,0.64,0.0,0.51,0.64,0.67,0.5,0.65,0.63,0.66,0.54,0.62,0.0,0.63,0.65,0.67,0.0,0.73,0.67,0.35,0.51,0.0,0.62,0.0,0.62,0.63,0.38,0.65,0.65,0.65,0.49,0.5,0.0,0.63,0.51,0.38,0.63,0.63,0.38,0.38,0.5,0.37,0.25,0.39,0.38,0.37,0.37,0.38,0.51,0.0,0.52,0.51,0.5,0.55,0.51,0.52,0.39,0.51,0.51,0.37,0.51,0.51,0.51,0.54,0.52,0.64,0.51,0.51,0.52,0.0,0.51,0.0,0.26,0.36,0.52,0.51,0.26,0.36,0.0,0.64,0.64,0.5,0.53,0.61,0.54,0.0,0.5,0.0,0.36,0.0,0.0,0.0,0.51,0.27,0.51,0.26,0.39,0.26,0.0,0.26,0.26,0.37,0.39,0.0,0.38,0.38,0.5,0.0,0.26,0.26,0.26,0.37,0.0,0.37,0.38,0.38,0.0,0.38,0.64,0.38,0.25,0.37,0.37,0.25,0.36,0.37,0.38,0.26,0.37,0.52,0.25,0.37,0.51,0.52,0.37,0.0,0.64,0.0,0.0,0.37,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.25,0.0,0.64,0.0,0.26,0.0,0.0,0.0,0.26,0.0,0.25,0.26,0.0,0.0,0.37,0.38,0.25,0.25,0.0,0.38,0.0,0.26,0.0,0.25,0.25,0.37,0.25,0.25,0.67,0.65,0.65,0.64,0.6,0.55,0.54,0.53,0.52,0.52,0.51,0.5,0.5,0.49,0.4,0.38,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.36,0.29,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.26,0.25,0.0,0.67,0.64,0.64,0.37,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.12
07/15/2021,0.0,0.68,0.62,0.38,0.68,0.35,0.63,0.63,0.51,0.65,0.64,0.54,0.67,0.65,0.51,0.53,0.67,0.63,0.61,0.68,0.54,0.63,0.64,0.63,0.63,0.0,0.51,0.63,0.66,0.5,0.64,0.63,0.65,0.55,0.63,0.0,0.62,0.64,0.67,0.0,0.71,0.68,0.36,0.51,0.0,0.62,0.0,0.62,0.6,0.38,0.66,0.65,0.65,0.5,0.49,0.0,0.63,0.52,0.39,0.62,0.63,0.38,0.38,0.49,0.38,0.26,0.39,0.39,0.37,0.37,0.38,0.51,0.0,0.52,0.51,0.5,0.54,0.51,0.52,0.39,0.51,0.51,0.37,0.51,0.51,0.51,0.54,0.52,0.63,0.5,0.51,0.51,0.0,0.51,0.0,0.26,0.36,0.53,0.5,0.26,0.36,0.25,0.64,0.64,0.5,0.53,0.6,0.54,0.0,0.5,0.0,0.36,0.0,0.0,0.0,0.51,0.27,0.52,0.25,0.39,0.26,0.0,0.25,0.27,0.37,0.39,0.0,0.38,0.38,0.49,0.0,0.26,0.26,0.26,0.37,0.0,0.37,0.38,0.38,0.0,0.38,0.63,0.38,0.0,0.37,0.37,0.26,0.36,0.37,0.37,0.26,0.37,0.52,0.25,0.36,0.51,0.53,0.37,0.0,0.64,0.0,0.0,0.37,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.64,0.0,0.26,0.0,0.0,0.0,0.26,0.0,0.25,0.26,0.0,0.0,0.37,0.37,0.25,0.25,0.0,0.38,0.0,0.26,0.0,0.26,0.25,0.37,0.25,0.25,0.65,0.66,0.65,0.64,0.6,0.56,0.55,0.53,0.53,0.51,0.51,0.51,0.51,0.48,0.39,0.38,0.37,0.37,0.37,0.37,0.38,0.37,0.36,0.36,0.27,0.26,0.27,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.0,0.67,0.65,0.63,0.37,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.05
07/16/2021,0.0,0.7,0.62,0.38,0.68,0.35,0.65,0.64,0.51,0.65,0.64,0.55,0.67,0.64,0.49,0.52,0.67,0.64,0.6,0.67,0.54,0.61,0.65,0.64,0.61,0.0,0.52,0.63,0.67,0.49,0.65,0.63,0.66,0.55,0.63,0.0,0.62,0.66,0.68,0.0,0.71,0.67,0.34,0.51,0.0,0.63,0.0,0.62,0.61,0.38,0.66,0.65,0.65,0.5,0.49,0.0,0.63,0.52,0.38,0.63,0.61,0.39,0.39,0.5,0.38,0.26,0.39,0.38,0.37,0.37,0.38,0.52,0.0,0.52,0.5,0.5,0.54,0.51,0.53,0.39,0.5,0.52,0.37,0.5,0.51,0.51,0.55,0.53,0.64,0.49,0.51,0.51,0.0,0.51,0.0,0.26,0.36,0.52,0.5,0.26,0.36,0.0,0.65,0.64,0.5,0.54,0.59,0.55,0.0,0.5,0.0,0.36,0.0,0.0,0.0,0.5,0.26,0.52,0.26,0.39,0.26,0.0,0.26,0.26,0.37,0.39,0.0,0.38,0.38,0.49,0.0,0.26,0.26,0.27,0.37,0.0,0.37,0.38,0.38,0.0,0.38,0.64,0.38,0.0,0.36,0.37,0.26,0.37,0.37,0.37,0.26,0.37,0.51,0.25,0.36,0.5,0.52,0.37,0.0,0.64,0.0,0.0,0.36,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.64,0.0,0.26,0.0,0.0,0.0,0.26,0.0,0.25,0.26,0.0,0.0,0.37,0.37,0.25,0.25,0.0,0.37,0.0,0.26,0.0,0.25,0.25,0.37,0.25,0.25,0.65,0.63,0.64,0.65,0.59,0.58,0.56,0.53,0.54,0.52,0.51,0.52,0.5,0.49,0.4,0.38,0.37,0.37,0.38,0.36,0.37,0.38,0.36,0.36,0.27,0.26,0.27,0.27,0.26,0.26,0.26,0.26,0.25,0.25,0.26,0.25,0.25,0.68,0.65,0.64,0.37,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.13
07/19/2021,0.0,0.7,0.61,0.38,0.67,0.33,0.64,0.64,0.5,0.65,0.64,0.56,0.68,0.65,0.42,0.52,0.67,0.63,0.59,0.65,0.55,0.61,0.65,0.64,0.62,0.0,0.53,0.63,0.65,0.47,0.63,0.63,0.66,0.53,0.63,0.0,0.63,0.67,0.7,0.0,0.7,0.66,0.32,0.51,0.0,0.63,0.0,0.62,0.6,0.39,0.67,0.66,0.66,0.5,0.48,0.0,0.6,0.52,0.39,0.59,0.62,0.39,0.4,0.49,0.38,0.27,0.39,0.39,0.39,0.38,0.37,0.53,0.0,0.52,0.51,0.5,0.54,0.52,0.54,0.39,0.5,0.52,0.38,0.5,0.51,0.52,0.55,0.55,0.64,0.5,0.51,0.53,0.0,0.53,0.0,0.26,0.35,0.54,0.51,0.26,0.35,0.0,0.64,0.66,0.51,0.54,0.59,0.55,0.0,0.5,0.0,0.36,0.0,0.0,0.0,0.51,0.27,0.51,0.26,0.39,0.25,0.0,0.25,0.27,0.36,0.39,0.0,0.39,0.38,0.51,0.0,0.26,0.26,0.26,0.37,0.0,0.37,0.37,0.38,0.25,0.39,0.65,0.38,0.25,0.37,0.37,0.26,0.37,0.37,0.39,0.27,0.37,0.53,0.26,0.38,0.49,0.52,0.38,0.0,0.63,0.0,0.0,0.37,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.25,0.0,0.61,0.0,0.26,0.0,0.0,0.0,0.26,0.0,0.25,0.26,0.0,0.0,0.37,0.38,0.25,0.25,0.0,0.37,0.0,0.26,0.0,0.25,0.25,0.37,0.26,0.25,0.65,0.63,0.64,0.66,0.6,0.57,0.56,0.54,0.52,0.5,0.5,0.55,0.48,0.48,0.39,0.37,0.37,0.37,0.37,0.36,0.37,0.36,0.34,0.34,0.26,0.27,0.27,0.26,0.25,0.27,0.26,0.26,0.0,0.25,0.26,0.25,0.0,0.67,0.64,0.65,0.37,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.07
07/20/2021,0.0,0.71,0.61,0.39,0.68,0.34,0.65,0.65,0.49,0.65,0.63,0.56,0.69,0.66,0.41,0.54,0.68,0.63,0.59,0.64,0.55,0.6,0.65,0.65,0.61,0.0,0.54,0.63,0.67,0.46,0.65,0.63,0.65,0.53,0.64,0.0,0.62,0.64,0.72,0.0,0.7,0.66,0.32,0.51,0.0,0.62,0.0,0.64,0.59,0.39,0.69,0.65,0.65,0.49,0.48,0.0,0.61,0.52,0.39,0.58,0.63,0.39,0.41,0.5,0.38,0.28,0.38,0.39,0.39,0.37,0.37,0.54,0.0,0.53,0.5,0.49,0.55,0.51,0.54,0.41,0.49,0.53,0.37,0.5,0.5,0.51,0.57,0.56,0.63,0.5,0.5,0.54,0.0,0.53,0.0,0.25,0.34,0.55,0.5,0.26,0.35,0.25,0.65,0.65,0.5,0.55,0.59,0.52,0.0,0.5,0.68,0.36,0.0,0.0,0.0,0.49,0.26,0.51,0.26,0.39,0.26,0.0,0.25,0.27,0.37,0.39,0.25,0.4,0.37,0.53,0.0,0.27,0.25,0.27,0.37,0.0,0.37,0.37,0.39,0.25,0.38,0.65,0.38,0.24,0.37,0.37,0.26,0.37,0.37,0.39,0.27,0.37,0.52,0.26,0.38,0.49,0.54,0.38,0.0,0.64,0.0,0.0,0.37,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.62,0.0,0.25,0.0,0.0,0.0,0.27,0.0,0.25,0.26,0.0,0.0,0.37,0.38,0.26,0.25,0.0,0.36,0.0,0.26,0.0,0.25,0.0,0.37,0.26,0.0,0.67,0.62,0.65,0.66,0.59,0.57,0.56,0.54,0.51,0.49,0.51,0.56,0.48,0.48,0.4,0.37,0.37,0.36,0.37,0.36,0.36,0.36,0.34,0.33,0.26,0.26,0.27,0.26,0.25,0.26,0.25,0.26,0.0,0.25,0.26,0.25,0.0,0.0,0.65,0.65,0.37,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.15
07/21/2021,0.0,0.71,0.61,0.39,0.68,0.34,0.65,0.65,0.49,0.65,0.63,0.56,0.69,0.66,0.41,0.54,0.68,0.63,0.59,0.64,0.55,0.6,0.65,0.65,0.61,0.0,0.54,0.63,0.67,0.46,0.65,0.63,0.65,0.53,0.64,0.0,0.62,0.64,0.72,0.0,0.7,0.66,0.32,0.51,0.0,0.62,0.0,0.64,0.59,0.39,0.69,0.65,0.65,0.49,0.48,0.0,0.61,0.52,0.39,0.58,0.63,0.39,0.41,0.5,0.38,0.28,0.38,0.39,0.39,0.37,0.37,0.54,0.0,0.53,0.5,0.49,0.55,0.51,0.54,0.41,0.49,0.53,0.37,0.5,0.5,0.51,0.57,0.56,0.63,0.5,0.5,0.54,0.0,0.53,0.0,0.25,0.34,0.55,0.5,0.26,0.35,0.25,0.65,0.65,0.5,0.55,0.59,0.52,0.0,0.5,0.0,0.36,0.0,0.0,0.0,0.49,0.26,0.51,0.26,0.39,0.26,0.0,0.25,0.27,0.37,0.39,0.25,0.4,0.37,0.53,0.0,0.27,0.25,0.27,0.37,0.0,0.37,0.37,0.39,0.25,0.38,0.65,0.38,0.24,0.37,0.37,0.26,0.37,0.37,0.39,0.27,0.37,0.52,0.26,0.38,0.49,0.54,0.38,0.0,0.64,0.0,0.0,0.37,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.62,0.0,0.25,0.0,0.0,0.0,0.27,0.0,0.25,0.26,0.0,0.0,0.37,0.38,0.26,0.25,0.0,0.36,0.0,0.26,0.0,0.25,0.0,0.37,0.26,0.0,0.67,0.62,0.65,0.66,0.59,0.57,0.56,0.54,0.51,0.49,0.51,0.56,0.48,0.48,0.4,0.37,0.37,0.36,0.37,0.36,0.36,0.36,0.34,0.33,0.26,0.26,0.27,0.26,0.25,0.26,0.25,0.26,0.0,0.25,0.26,0.25,0.0,0.68,0.65,0.65,0.37,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.15
07/22/2021,0.0,0.71,0.61,0.39,0.68,0.34,0.65,0.65,0.49,0.65,0.63,0.56,0.69,0.66,0.41,0.54,0.68,0.63,0.59,0.64,0.55,0.6,0.65,0.65,0.61,0.0,0.54,0.63,0.67,0.46,0.65,0.63,0.65,0.53,0.64,0.0,0.62,0.64,0.72,0.0,0.7,0.66,0.32,0.51,0.0,0.62,0.0,0.64,0.59,0.39,0.69,0.65,0.65,0.49,0.48,0.0,0.61,0.52,0.39,0.58,0.63,0.39,0.41,0.5,0.38,0.28,0.38,0.39,0.39,0.37,0.37,0.54,0.0,0.53,0.5,0.49,0.55,0.51,0.54,0.41,0.49,0.53,0.37,0.5,0.5,0.51,0.57,0.56,0.63,0.5,0.5,0.54,0.0,0.53,0.0,0.25,0.34,0.55,0.5,0.26,0.35,0.25,0.65,0.65,0.5,0.55,0.59,0.52,0.0,0.5,0.68,0.36,0.0,0.0,0.0,0.49,0.26,0.51,0.26,0.39,0.26,0.0,0.25,0.27,0.37,0.39,0.25,0.4,0.37,0.53,0.0,0.27,0.25,0.27,0.37,0.0,0.37,0.37,0.39,0.25,0.38,0.65,0.38,0.24,0.37,0.37,0.26,0.37,0.37,0.39,0.27,0.37,0.52,0.26,0.38,0.49,0.54,0.38,0.0,0.64,0.0,0.0,0.37,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.62,0.0,0.25,0.0,0.0,0.0,0.27,0.0,0.25,0.26,0.0,0.0,0.37,0.38,0.26,0.25,0.0,0.36,0.0,0.26,0.0,0.25,0.0,0.37,0.26,0.0,0.67,0.62,0.65,0.66,0.59,0.57,0.56,0.54,0.51,0.49,0.51,0.56,0.48,0.48,0.4,0.37,0.37,0.36,0.37,0.36,0.36,0.36,0.34,0.33,0.26,0.26,0.27,0.26,0.25,0.26,0.25,0.26,0.0,0.25,0.26,0.25,0.0,0.0,0.65,0.65,0.37,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.15
