,FB,GOOG,GOOGL,DIS,CMCSA,NFLX,VZ,T,CHTR,TMUS,ATVI,SNAP,TWTR,EA,ROKU,MTCH,PINS,LBRDK,VIAC,TTWO,OMC,Z,LYV,IPG,AMC,LUMN,FOXA,DISH,NWSA,LBTYK,ZNGA,DISCK,IAC,FWONK,NXST,CABO,ATUS,LSXMK,FOX,TRIP,LBRDA,ZG,TGNA,IRDM,NYT,LBTYA,LSXMA,DISCA,ZI,CDLX,NWS,MGNI,CCOI,SIRI,WMG,YELP,JW.A,BMBL,MSGS,WWE,IHRT,BAND,TDS,SHEN,CNK,PLTK,LILAK,CARG,VMEO,GTN,TTGT,SKLZ,LGF/B,LGF.A,SBGI,MSGE,AMCX,MDP,EB,FUBO,SSP,IMAX,GSAT,BATRK,CARS,ANGI,RADI,QNST,SCHL,WOW,ORBC,ADV,CCO,CBB,GCI,CNSL,MAX,LILA,MSGN,WIFI,GOGO,ATEX,TRUE,AUD,ATNI,USM,BOMN,EVER,MCS,LORL,LTRPA,CURI,BATRA,HMTV,THRY,CHG.BK,RBLX,EEX,NCMI,EDR,VG,SCOR,FWONA,Boingo Wireless Inc,PTBL.TA,n/a,1379.T,SAR.AX,PUBM,SUM
09/13/2021,17.3,12.09,12.34,5.74,4.43,4.42,4.02,3.73,2.57,2.13,1.61,1.66,1.45,1.13,1.28,1.12,0.87,0.74,0.74,0.64,0.57,0.57,0.5,0.59,0.79,0.49,0.48,0.48,0.45,0.45,0.41,0.41,0.36,0.44,0.4,0.42,0.35,0.4,0.33,0.31,0.46,0.28,0.31,0.36,0.33,0.31,0.32,0.24,0.35,0.34,0.26,0.29,0.29,0.29,0.28,0.24,0.23,0.25,0.21,0.2,0.25,0.24,0.19,0.22,0.14,0.16,0.19,0.19,0.19,0.15,0.16,0.12,0.1,0.12,0.11,0.15,0.12,0.15,0.1,0.11,0.09,0.07,0.08,0.09,0.07,0.07,0.08,0.08,0.08,0.1,0.07,0.05,0.08,0.06,0.07,0.05,0.04,0.05,0.0,0.0,0.04,0.06,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.02,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
09/14/2021,17.3,12.09,12.34,5.74,4.43,4.42,4.02,3.73,2.57,2.13,1.61,1.66,1.45,1.13,1.28,1.12,0.87,0.74,0.74,0.64,0.57,0.57,0.5,0.59,0.79,0.49,0.48,0.48,0.45,0.45,0.41,0.41,0.36,0.44,0.4,0.42,0.35,0.4,0.33,0.31,0.46,0.28,0.31,0.36,0.33,0.31,0.32,0.24,0.35,0.34,0.26,0.29,0.29,0.29,0.28,0.24,0.23,0.25,0.21,0.2,0.25,0.24,0.19,0.22,0.14,0.16,0.19,0.19,0.19,0.15,0.16,0.12,0.1,0.12,0.11,0.15,0.12,0.15,0.1,0.11,0.09,0.07,0.08,0.09,0.07,0.07,0.08,0.08,0.08,0.1,0.07,0.05,0.08,0.06,0.07,0.05,0.04,0.05,0.0,0.0,0.04,0.06,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.02,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
09/15/2021,17.3,12.09,12.34,5.74,4.43,4.42,4.02,3.73,2.57,2.13,1.61,1.66,1.45,1.13,1.28,1.12,0.87,0.74,0.74,0.64,0.57,0.57,0.5,0.59,0.79,0.49,0.48,0.48,0.45,0.45,0.41,0.41,0.36,0.44,0.4,0.42,0.35,0.4,0.33,0.31,0.46,0.28,0.31,0.36,0.33,0.31,0.32,0.24,0.35,0.34,0.26,0.29,0.29,0.29,0.28,0.24,0.23,0.25,0.21,0.2,0.25,0.24,0.19,0.22,0.14,0.16,0.19,0.19,0.19,0.15,0.16,0.12,0.1,0.12,0.11,0.15,0.12,0.15,0.1,0.11,0.09,0.07,0.08,0.09,0.07,0.07,0.08,0.08,0.08,0.1,0.07,0.05,0.08,0.06,0.07,0.05,0.04,0.05,0.0,0.0,0.04,0.06,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.02,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
09/16/2021,17.3,12.09,12.34,5.74,4.43,4.42,4.02,3.73,2.57,2.13,1.61,1.66,1.45,1.13,1.28,1.12,0.87,0.74,0.74,0.64,0.57,0.57,0.5,0.59,0.79,0.49,0.48,0.48,0.45,0.45,0.41,0.41,0.36,0.44,0.4,0.42,0.35,0.4,0.33,0.31,0.46,0.28,0.31,0.36,0.33,0.31,0.32,0.24,0.35,0.34,0.26,0.29,0.29,0.29,0.28,0.24,0.23,0.25,0.21,0.2,0.25,0.24,0.19,0.22,0.14,0.16,0.19,0.19,0.19,0.15,0.16,0.12,0.1,0.12,0.11,0.15,0.12,0.15,0.1,0.11,0.09,0.07,0.08,0.09,0.07,0.07,0.08,0.08,0.08,0.1,0.07,0.05,0.08,0.06,0.07,0.05,0.04,0.05,0.0,0.0,0.04,0.06,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.02,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
09/17/2021,17.3,12.09,12.34,5.74,4.43,4.42,4.02,3.73,2.57,2.13,1.61,1.66,1.45,1.13,1.28,1.12,0.87,0.74,0.74,0.64,0.57,0.57,0.5,0.59,0.79,0.49,0.48,0.48,0.45,0.45,0.41,0.41,0.36,0.44,0.4,0.42,0.35,0.4,0.33,0.31,0.46,0.28,0.31,0.36,0.33,0.31,0.32,0.24,0.35,0.34,0.26,0.29,0.29,0.29,0.28,0.24,0.23,0.25,0.21,0.2,0.25,0.24,0.19,0.22,0.14,0.16,0.19,0.19,0.19,0.15,0.16,0.12,0.1,0.12,0.11,0.15,0.12,0.15,0.1,0.11,0.09,0.07,0.08,0.09,0.07,0.07,0.08,0.08,0.08,0.1,0.07,0.05,0.08,0.06,0.07,0.05,0.04,0.05,0.0,0.0,0.04,0.06,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.02,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
09/20/2021,17.31,11.17,11.62,5.45,4.41,4.48,4.26,4.27,2.72,2.0,1.56,1.76,1.32,1.12,1.09,0.98,0.77,0.76,0.78,0.63,0.58,0.58,0.57,0.6,0.97,0.51,0.52,0.48,0.43,0.48,0.44,0.44,0.48,0.47,0.4,0.5,0.38,0.44,0.36,0.29,0.49,0.38,0.3,0.4,0.42,0.36,0.34,0.36,0.8,0.24,0.24,0.29,0.25,0.31,0.31,0.24,0.21,0.27,0.22,0.19,0.23,0.18,0.16,0.12,0.15,0.18,0.19,0.2,0.43,0.15,0.18,0.09,0.08,0.09,0.12,0.16,0.11,0.14,0.1,0.12,0.08,0.06,0.12,0.08,0.07,0.06,0.09,0.07,0.07,0.09,0.07,0.05,0.07,0.06,0.07,0.05,0.03,0.05,0.0,0.0,0.05,0.06,0.03,0.04,0.04,0.03,0.05,0.03,0.03,0.04,0.02,0.03,0.02,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,99.96
09/21/2021,17.31,11.17,11.62,5.45,4.41,4.48,4.26,4.27,2.72,2.0,1.56,1.76,1.32,1.12,1.09,0.98,0.77,0.76,0.78,0.63,0.58,0.58,0.57,0.6,0.97,0.51,0.52,0.48,0.43,0.48,0.44,0.44,0.48,0.47,0.4,0.5,0.38,0.44,0.36,0.29,0.49,0.38,0.3,0.4,0.42,0.36,0.34,0.36,0.8,0.24,0.24,0.29,0.25,0.31,0.31,0.24,0.21,0.27,0.22,0.19,0.23,0.18,0.16,0.12,0.15,0.18,0.19,0.2,0.43,0.15,0.18,0.09,0.08,0.09,0.12,0.16,0.11,0.14,0.1,0.12,0.08,0.06,0.12,0.08,0.07,0.06,0.09,0.07,0.07,0.09,0.07,0.05,0.07,0.06,0.07,0.05,0.03,0.05,0.0,0.0,0.05,0.06,0.03,0.04,0.04,0.03,0.05,0.03,0.03,0.04,0.02,0.03,0.02,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,99.96
09/22/2021,17.31,11.17,11.62,5.45,4.41,4.48,4.26,4.27,2.72,2.0,1.56,1.76,1.32,1.12,1.09,0.98,0.77,0.76,0.78,0.63,0.58,0.58,0.57,0.6,0.97,0.51,0.52,0.48,0.43,0.48,0.44,0.44,0.48,0.47,0.4,0.5,0.38,0.44,0.36,0.29,0.49,0.38,0.3,0.4,0.42,0.36,0.34,0.36,0.8,0.24,0.24,0.29,0.25,0.31,0.31,0.24,0.21,0.27,0.22,0.19,0.23,0.18,0.16,0.12,0.15,0.18,0.19,0.2,0.43,0.15,0.18,0.09,0.08,0.09,0.12,0.16,0.11,0.14,0.1,0.12,0.08,0.06,0.12,0.08,0.07,0.06,0.09,0.07,0.07,0.09,0.07,0.05,0.07,0.06,0.07,0.05,0.03,0.05,0.0,0.0,0.05,0.06,0.03,0.04,0.04,0.03,0.05,0.03,0.03,0.04,0.02,0.03,0.02,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,99.96
09/23/2021,17.31,11.17,11.62,5.45,4.41,4.48,4.26,4.27,2.72,2.0,1.56,1.76,1.32,1.12,1.09,0.98,0.77,0.76,0.78,0.63,0.58,0.58,0.57,0.6,0.97,0.51,0.52,0.48,0.43,0.48,0.44,0.44,0.48,0.47,0.4,0.5,0.38,0.44,0.36,0.29,0.49,0.38,0.3,0.4,0.42,0.36,0.34,0.36,0.8,0.24,0.24,0.29,0.25,0.31,0.31,0.24,0.21,0.27,0.22,0.19,0.23,0.18,0.16,0.12,0.15,0.18,0.19,0.2,0.43,0.15,0.18,0.09,0.08,0.09,0.12,0.16,0.11,0.14,0.1,0.12,0.08,0.06,0.12,0.08,0.07,0.06,0.09,0.07,0.07,0.09,0.07,0.05,0.07,0.06,0.07,0.05,0.03,0.05,0.0,0.0,0.05,0.06,0.03,0.04,0.04,0.03,0.05,0.03,0.03,0.04,0.02,0.03,0.02,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,99.96
09/24/2021,17.31,11.17,11.62,5.45,4.41,4.48,4.26,4.27,2.72,2.0,1.56,1.76,1.32,1.12,1.09,0.98,0.77,0.76,0.78,0.63,0.58,0.58,0.57,0.6,0.97,0.51,0.52,0.48,0.43,0.48,0.44,0.44,0.48,0.47,0.4,0.5,0.38,0.44,0.36,0.29,0.49,0.38,0.3,0.4,0.42,0.36,0.34,0.36,0.8,0.24,0.24,0.29,0.25,0.31,0.31,0.24,0.21,0.27,0.22,0.19,0.23,0.18,0.16,0.12,0.15,0.18,0.19,0.2,0.43,0.15,0.18,0.09,0.08,0.09,0.12,0.16,0.11,0.14,0.1,0.12,0.08,0.06,0.12,0.08,0.07,0.06,0.09,0.07,0.07,0.09,0.07,0.05,0.07,0.06,0.07,0.05,0.03,0.05,0.0,0.0,0.05,0.06,0.03,0.04,0.04,0.03,0.05,0.03,0.03,0.04,0.02,0.03,0.02,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,99.96
09/27/2021,17.31,11.17,11.62,5.45,4.41,4.48,4.26,4.27,2.72,2.0,1.56,1.76,1.32,1.12,1.09,0.98,0.77,0.76,0.78,0.63,0.58,0.58,0.57,0.6,0.97,0.51,0.52,0.48,0.43,0.48,0.44,0.44,0.48,0.47,0.4,0.5,0.38,0.44,0.36,0.29,0.49,0.38,0.3,0.4,0.42,0.36,0.34,0.36,0.8,0.24,0.24,0.29,0.25,0.31,0.31,0.24,0.21,0.27,0.22,0.19,0.23,0.18,0.16,0.12,0.15,0.18,0.19,0.2,0.43,0.15,0.18,0.09,0.08,0.09,0.12,0.16,0.11,0.14,0.1,0.12,0.08,0.06,0.12,0.08,0.07,0.06,0.09,0.07,0.07,0.09,0.07,0.05,0.07,0.06,0.07,0.05,0.03,0.05,0.0,0.0,0.05,0.06,0.03,0.04,0.04,0.03,0.05,0.03,0.03,0.04,0.02,0.03,0.02,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,99.96
09/28/2021,17.31,11.17,11.62,5.45,4.41,4.48,4.26,4.27,2.72,2.0,1.56,1.76,1.32,1.12,1.09,0.98,0.77,0.76,0.78,0.63,0.58,0.58,0.57,0.6,0.97,0.51,0.52,0.48,0.43,0.48,0.44,0.44,0.48,0.47,0.4,0.5,0.38,0.44,0.36,0.29,0.49,0.38,0.3,0.4,0.42,0.36,0.34,0.36,0.8,0.24,0.24,0.29,0.25,0.31,0.31,0.24,0.21,0.27,0.22,0.19,0.23,0.18,0.16,0.12,0.15,0.18,0.19,0.2,0.43,0.15,0.18,0.09,0.08,0.09,0.12,0.16,0.11,0.14,0.1,0.12,0.08,0.06,0.12,0.08,0.07,0.06,0.09,0.07,0.07,0.09,0.07,0.05,0.07,0.06,0.07,0.05,0.03,0.05,0.0,0.0,0.05,0.06,0.03,0.04,0.04,0.03,0.05,0.03,0.03,0.04,0.02,0.03,0.02,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,99.96
09/29/2021,17.31,11.17,11.62,5.45,4.41,4.48,4.26,4.27,2.72,2.0,1.56,1.76,1.32,1.12,1.09,0.98,0.77,0.76,0.78,0.63,0.58,0.58,0.57,0.6,0.97,0.51,0.52,0.48,0.43,0.48,0.44,0.44,0.48,0.47,0.4,0.5,0.38,0.44,0.36,0.29,0.49,0.38,0.3,0.4,0.42,0.36,0.34,0.36,0.8,0.24,0.24,0.29,0.25,0.31,0.31,0.24,0.21,0.27,0.22,0.19,0.23,0.18,0.16,0.12,0.15,0.18,0.19,0.2,0.43,0.15,0.18,0.09,0.08,0.09,0.12,0.16,0.11,0.14,0.1,0.12,0.08,0.06,0.12,0.08,0.07,0.06,0.09,0.07,0.07,0.09,0.07,0.05,0.07,0.06,0.07,0.05,0.03,0.05,0.0,0.0,0.05,0.06,0.03,0.04,0.04,0.03,0.05,0.03,0.03,0.04,0.02,0.03,0.02,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,99.96
09/30/2021,17.31,11.17,11.62,5.45,4.41,4.48,4.26,4.27,2.72,2.0,1.56,1.76,1.32,1.12,1.09,0.98,0.77,0.76,0.78,0.63,0.58,0.58,0.57,0.6,0.97,0.51,0.52,0.48,0.43,0.48,0.44,0.44,0.48,0.47,0.4,0.5,0.38,0.44,0.36,0.29,0.49,0.38,0.3,0.4,0.42,0.36,0.34,0.36,0.8,0.24,0.24,0.29,0.25,0.31,0.31,0.24,0.21,0.27,0.22,0.19,0.23,0.18,0.16,0.12,0.15,0.18,0.19,0.2,0.43,0.15,0.18,0.09,0.08,0.09,0.12,0.16,0.11,0.14,0.1,0.12,0.08,0.06,0.12,0.08,0.07,0.06,0.09,0.07,0.07,0.09,0.07,0.05,0.07,0.06,0.07,0.05,0.03,0.05,0.0,0.0,0.05,0.06,0.03,0.04,0.04,0.03,0.05,0.03,0.03,0.04,0.02,0.03,0.02,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,99.96
10/01/2021,17.31,11.17,11.62,5.45,4.41,4.48,4.26,4.27,2.72,2.0,1.56,1.76,1.32,1.12,1.09,0.98,0.77,0.76,0.78,0.63,0.58,0.58,0.57,0.6,0.97,0.51,0.52,0.48,0.43,0.48,0.44,0.44,0.48,0.47,0.4,0.5,0.38,0.44,0.36,0.29,0.49,0.38,0.3,0.4,0.42,0.36,0.34,0.36,0.8,0.24,0.24,0.29,0.25,0.31,0.31,0.24,0.21,0.27,0.22,0.19,0.23,0.18,0.16,0.12,0.15,0.18,0.19,0.2,0.43,0.15,0.18,0.09,0.08,0.09,0.12,0.16,0.11,0.14,0.1,0.12,0.08,0.06,0.12,0.08,0.07,0.06,0.09,0.07,0.07,0.09,0.07,0.05,0.07,0.06,0.07,0.05,0.03,0.05,0.0,0.0,0.05,0.06,0.03,0.04,0.04,0.03,0.05,0.03,0.03,0.04,0.02,0.03,0.02,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,99.96
10/04/2021,17.31,11.17,11.62,5.45,4.41,4.48,4.26,4.27,2.72,2.0,1.56,1.76,1.32,1.12,1.09,0.98,0.77,0.76,0.78,0.63,0.58,0.58,0.57,0.6,0.97,0.51,0.52,0.48,0.43,0.48,0.44,0.44,0.48,0.47,0.4,0.5,0.38,0.44,0.36,0.29,0.49,0.38,0.3,0.4,0.42,0.36,0.34,0.36,0.8,0.24,0.24,0.29,0.25,0.31,0.31,0.24,0.21,0.27,0.22,0.19,0.23,0.18,0.16,0.12,0.15,0.18,0.19,0.2,0.43,0.15,0.18,0.09,0.08,0.09,0.12,0.16,0.11,0.14,0.1,0.12,0.08,0.06,0.12,0.08,0.07,0.06,0.09,0.07,0.07,0.09,0.07,0.05,0.07,0.06,0.07,0.05,0.03,0.05,0.0,0.0,0.05,0.06,0.03,0.04,0.04,0.03,0.05,0.03,0.03,0.04,0.02,0.03,0.02,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,99.96
10/05/2021,17.31,11.17,11.62,5.45,4.41,4.48,4.26,4.27,2.72,2.0,1.56,1.76,1.32,1.12,1.09,0.98,0.77,0.76,0.78,0.63,0.58,0.58,0.57,0.6,0.97,0.51,0.52,0.48,0.43,0.48,0.44,0.44,0.48,0.47,0.4,0.5,0.38,0.44,0.36,0.29,0.49,0.38,0.3,0.4,0.42,0.36,0.34,0.36,0.8,0.24,0.24,0.29,0.25,0.31,0.31,0.24,0.21,0.27,0.22,0.19,0.23,0.18,0.16,0.12,0.15,0.18,0.19,0.2,0.43,0.15,0.18,0.09,0.08,0.09,0.12,0.16,0.11,0.14,0.1,0.12,0.08,0.06,0.12,0.08,0.07,0.06,0.09,0.07,0.07,0.09,0.07,0.05,0.07,0.06,0.07,0.05,0.03,0.05,0.0,0.0,0.05,0.06,0.03,0.04,0.04,0.03,0.05,0.03,0.03,0.04,0.02,0.03,0.02,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,99.96
