,AAPL,MSFT,GOOGL,AMZN,TGT,BRK.B,PWR,ORCL,JNJ,LOW,WMT,STX,TXN,HPQ,PM,INTC,ALL,CSCO,DHR,TSCO,EBAY,VZ,ACN,AMAT,T,FFIV,XOM,DE,PSA,CMCSA,WST,IBM,CMI,JCI,PYPL,AOS,A,MO,CAT,NTAP,MMM,AZO,NUE,NWSA,ANTM,EXPD,EL,GNRC,IDXX,ZBRA,LLY,KR,CVS,UPS,IP,JNPR,BLK,BWA,CBRE,TT,TROW,BK,JPM,HII,CERN,EVRG,LKQ,FOXA,ADBE,CTVA,CINF,AFL,ATVI,IRM,MAS,NEM,SJM,PGR,AVY,CTSH,WU,WFC,ED,BAH,SSNC,NKE,NVR,CVX,DISCA,EXR,GPC,LUMN,PHM,SNPS,RHI,SCCO,DLTR,BBY,ABT,WAT,ORLY,XRX,ALXN,INTU,LRCX,SNAP,COST,GRMN,NWL,UNM,MRK,HUBS,PKI,EOG,CAH,NOC,BEN,GD,LHX,PNR,PINS,ODFL,BIIB,QCOM,TRV,MHK,UNH,DGX,GILD,LEN,CB,EXC,ARNC,CDNS,CDW,IT,DG,JKHY,KSS,NRG,TEL,BX,WMB,UI,HOLX,KMI,AON,CMG,CNA,FE,HUM,POOL,SYF,IPG,HD,SQ,PPL,MAA,LH,KLAC,EPAM,CL,LNG,LNT,GIS,PNW,WY,DELL,COG,CFG,ETSY,SWKS,TSN,QRVO,Z,TER,CTXS,PEG,LB,AAP,EA,LDOS,MNST,TMO,MTCH,MTD,SMG,UHS,VST,PANW,GGG,DISH,CNC,ABMD,DHI,EMN,EQH,KEYS,MDB,ROL,SNA,US Dollar,AZN,Morgan Stanley Instl Lqudty Trs Instl,SHW,TSLA,BBWI WI,n/a,PFE,HCA,ETN,XYL,FB,MSI,YUM,RMD,SEE,STLD,MSCI,FTNT,CPT,MRNA,DOV,DPZ,PAYX,OMC,FTV,GWW,DVN,VIAC,MISXX,CTRA,NDAQ,VMW,RL,WHR,LII,NVDA,COF,MMC,ACI,PRU,L,LMT,DOW,TPR,ZTS,REGN,EMR,ROK,SWK,NLOK,REG,HSIC,TW,VICI,LYB,BMY,MASI,TXT,CARR,FDS,SUM
11/12/2021,4.03,4.67,4.36,2.09,1.31,1.49,1.01,1.52,0.96,1.06,0.67,0.84,0.79,0.81,0.72,0.68,0.69,0.96,0.79,0.81,0.68,0.64,0.99,0.85,0.56,0.73,1.01,0.55,0.64,0.55,0.67,0.51,0.48,0.65,0.0,0.64,0.61,0.55,0.0,0.63,0.51,0.82,0.92,0.27,0.61,0.52,0.48,0.3,0.41,0.52,0.54,0.77,0.54,0.41,0.42,0.54,0.42,0.45,0.79,0.42,0.43,0.53,0.0,0.43,0.41,0.51,0.51,0.49,0.49,0.41,0.47,0.46,0.0,0.48,0.48,0.38,0.43,0.24,0.48,0.49,0.33,0.48,0.43,0.42,0.43,0.32,0.38,0.42,0.2,0.61,0.38,0.38,0.35,0.38,0.47,0.15,0.4,0.37,0.0,0.46,0.47,0.29,0.0,0.4,0.0,0.12,0.56,0.47,0.0,0.28,0.32,0.44,0.34,0.36,0.26,0.29,0.32,0.31,0.3,0.55,0.0,0.39,0.22,0.4,0.0,0.24,0.31,0.29,0.26,0.29,0.24,0.33,0.0,0.32,0.51,0.62,0.31,0.24,0.27,0.21,0.29,0.67,0.26,0.22,0.26,0.22,0.24,0.27,0.23,0.24,0.23,0.27,0.0,0.48,0.26,0.0,0.23,0.53,0.22,0.31,0.58,0.0,0.27,0.22,0.24,0.16,0.24,0.12,0.0,0.23,0.23,0.18,0.23,0.16,0.0,0.22,0.15,0.2,0.0,0.22,0.0,0.17,0.0,0.0,0.0,0.23,0.0,0.15,0.19,0.0,0.0,0.15,0.18,0.0,0.17,0.0,0.18,0.15,0.0,0.0,0.16,0.0,0.0,0.0,0.24,0.0,0.26,0.0,0.39,0.34,0.35,0.31,0.27,0.27,0.24,0.23,0.26,0.22,0.24,0.26,0.25,0.12,0.19,0.18,0.19,0.13,0.14,0.14,0.18,0.0,0.12,0.27,0.25,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.84
11/15/2021,3.97,4.64,4.28,2.04,1.32,1.48,1.0,1.51,0.96,1.06,0.67,0.89,0.78,0.81,0.73,0.67,0.69,0.95,0.8,0.8,0.67,0.64,0.99,0.84,0.57,0.73,0.99,0.55,0.65,0.56,0.67,0.51,0.48,0.65,0.0,0.65,0.61,0.55,0.0,0.64,0.51,0.83,0.93,0.27,0.61,0.53,0.48,0.31,0.41,0.52,0.54,0.78,0.55,0.42,0.43,0.54,0.43,0.46,0.79,0.42,0.42,0.54,0.0,0.42,0.42,0.51,0.52,0.5,0.47,0.41,0.47,0.46,0.0,0.49,0.48,0.4,0.42,0.24,0.47,0.5,0.33,0.48,0.43,0.42,0.43,0.31,0.38,0.42,0.21,0.61,0.39,0.39,0.34,0.37,0.47,0.16,0.41,0.37,0.0,0.46,0.47,0.29,0.0,0.4,0.0,0.12,0.56,0.46,0.0,0.29,0.33,0.42,0.35,0.35,0.26,0.29,0.32,0.31,0.29,0.55,0.0,0.38,0.22,0.4,0.0,0.24,0.3,0.3,0.27,0.29,0.24,0.33,0.0,0.31,0.51,0.6,0.31,0.24,0.27,0.21,0.3,0.65,0.26,0.22,0.26,0.22,0.24,0.27,0.23,0.24,0.23,0.28,0.0,0.5,0.26,0.0,0.23,0.54,0.23,0.3,0.54,0.0,0.27,0.22,0.24,0.17,0.24,0.0,0.0,0.23,0.22,0.18,0.24,0.16,0.0,0.22,0.15,0.2,0.0,0.23,0.0,0.17,0.0,0.0,0.0,0.22,0.0,0.15,0.19,0.0,0.0,0.15,0.18,0.0,0.17,0.0,0.18,0.15,0.0,0.0,0.16,0.0,0.0,0.0,0.24,0.0,0.27,0.21,0.41,0.34,0.34,0.31,0.26,0.27,0.24,0.22,0.26,0.22,0.24,0.25,0.26,0.12,0.19,0.19,0.19,0.13,0.14,0.14,0.18,0.0,0.0,0.26,0.24,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.81
11/16/2021,3.97,4.64,4.28,2.04,1.32,1.48,1.0,1.51,0.96,1.06,0.67,0.89,0.78,0.81,0.73,0.67,0.69,0.95,0.8,0.8,0.67,0.64,0.99,0.84,0.57,0.73,0.99,0.55,0.65,0.56,0.67,0.51,0.48,0.65,0.0,0.65,0.61,0.55,0.0,0.64,0.51,0.83,0.93,0.27,0.61,0.53,0.48,0.31,0.41,0.52,0.54,0.78,0.55,0.42,0.43,0.54,0.43,0.46,0.79,0.42,0.42,0.54,0.0,0.42,0.42,0.51,0.52,0.5,0.47,0.41,0.47,0.46,0.0,0.49,0.48,0.4,0.42,0.24,0.47,0.5,0.33,0.48,0.43,0.42,0.43,0.31,0.38,0.42,0.21,0.61,0.39,0.39,0.34,0.37,0.47,0.16,0.41,0.37,0.0,0.46,0.47,0.29,0.0,0.4,0.0,0.12,0.56,0.46,0.0,0.29,0.33,0.42,0.35,0.35,0.26,0.29,0.32,0.31,0.29,0.55,0.0,0.38,0.22,0.4,0.0,0.24,0.3,0.3,0.27,0.29,0.24,0.33,0.0,0.31,0.51,0.6,0.31,0.24,0.27,0.21,0.3,0.65,0.26,0.22,0.26,0.22,0.24,0.27,0.23,0.24,0.23,0.28,0.0,0.5,0.26,0.0,0.23,0.54,0.23,0.3,0.54,0.0,0.27,0.22,0.24,0.17,0.24,0.0,0.0,0.23,0.22,0.18,0.24,0.16,0.0,0.22,0.15,0.2,0.0,0.23,0.0,0.17,0.0,0.0,0.0,0.22,0.0,0.15,0.19,0.0,0.0,0.15,0.18,0.0,0.17,0.0,0.18,0.15,0.0,0.0,0.16,0.0,0.0,0.0,0.24,0.0,0.27,0.21,0.41,0.34,0.34,0.31,0.26,0.27,0.24,0.22,0.26,0.22,0.24,0.25,0.26,0.12,0.19,0.19,0.19,0.13,0.14,0.14,0.18,0.0,0.0,0.26,0.24,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.81
11/17/2021,3.99,4.66,4.33,2.05,1.33,1.48,0.99,1.49,0.96,1.07,0.66,0.91,0.78,0.8,0.72,0.67,0.68,0.94,0.8,0.8,0.67,0.63,0.99,0.85,0.56,0.73,0.97,0.55,0.65,0.55,0.67,0.5,0.48,0.66,0.0,0.66,0.61,0.55,0.0,0.62,0.52,0.82,0.91,0.27,0.62,0.53,0.48,0.3,0.41,0.52,0.53,0.78,0.55,0.42,0.42,0.55,0.42,0.46,0.78,0.42,0.43,0.54,0.0,0.42,0.42,0.51,0.52,0.49,0.48,0.42,0.46,0.46,0.0,0.48,0.49,0.39,0.42,0.24,0.48,0.5,0.33,0.48,0.43,0.42,0.43,0.31,0.38,0.41,0.21,0.61,0.39,0.39,0.34,0.38,0.47,0.16,0.4,0.38,0.0,0.47,0.47,0.29,0.0,0.41,0.0,0.12,0.56,0.46,0.0,0.29,0.33,0.43,0.36,0.35,0.26,0.29,0.33,0.31,0.29,0.56,0.0,0.39,0.22,0.4,0.0,0.25,0.3,0.31,0.26,0.29,0.24,0.33,0.0,0.32,0.51,0.6,0.31,0.24,0.26,0.22,0.3,0.66,0.26,0.22,0.26,0.21,0.24,0.27,0.23,0.24,0.23,0.29,0.0,0.49,0.26,0.0,0.22,0.54,0.24,0.3,0.54,0.0,0.27,0.22,0.24,0.17,0.23,0.0,0.0,0.23,0.24,0.18,0.23,0.16,0.0,0.22,0.15,0.2,0.0,0.23,0.0,0.17,0.0,0.0,0.0,0.22,0.0,0.15,0.19,0.0,0.0,0.15,0.18,0.0,0.17,0.0,0.18,0.15,0.0,0.0,0.16,0.0,0.0,0.0,0.24,0.0,0.26,0.23,0.4,0.34,0.34,0.3,0.27,0.27,0.24,0.22,0.26,0.22,0.24,0.25,0.25,0.12,0.19,0.19,0.19,0.13,0.14,0.14,0.18,0.0,0.0,0.26,0.24,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.86
11/18/2021,3.99,4.65,4.32,2.06,1.35,1.47,1.01,1.5,0.96,1.06,0.66,0.89,0.78,0.79,0.73,0.67,0.68,0.95,0.79,0.81,0.68,0.63,0.98,0.85,0.56,0.74,0.98,0.55,0.65,0.55,0.68,0.5,0.48,0.66,0.0,0.66,0.6,0.55,0.0,0.61,0.52,0.83,0.89,0.27,0.61,0.53,0.48,0.29,0.41,0.52,0.53,0.78,0.54,0.42,0.42,0.55,0.42,0.47,0.78,0.42,0.42,0.54,0.0,0.42,0.41,0.51,0.52,0.49,0.48,0.42,0.46,0.47,0.0,0.49,0.49,0.39,0.43,0.23,0.47,0.5,0.32,0.48,0.44,0.42,0.43,0.31,0.38,0.42,0.21,0.61,0.39,0.38,0.34,0.38,0.47,0.16,0.46,0.37,0.0,0.45,0.47,0.28,0.0,0.41,0.0,0.13,0.57,0.47,0.0,0.29,0.33,0.42,0.36,0.34,0.26,0.29,0.32,0.31,0.29,0.56,0.0,0.39,0.22,0.4,0.0,0.24,0.3,0.3,0.26,0.29,0.24,0.33,0.0,0.32,0.51,0.61,0.31,0.24,0.27,0.22,0.3,0.65,0.26,0.22,0.26,0.22,0.24,0.27,0.23,0.24,0.22,0.29,0.0,0.48,0.26,0.0,0.23,0.54,0.23,0.3,0.53,0.0,0.26,0.22,0.24,0.17,0.24,0.12,0.0,0.24,0.24,0.18,0.24,0.16,0.0,0.23,0.15,0.21,0.0,0.23,0.0,0.17,0.0,0.0,0.0,0.22,0.0,0.15,0.2,0.0,0.0,0.15,0.17,0.0,0.17,0.0,0.18,0.15,0.0,0.0,0.16,0.0,0.0,0.0,0.24,0.0,0.26,0.23,0.4,0.34,0.34,0.3,0.28,0.27,0.24,0.23,0.26,0.22,0.24,0.24,0.26,0.0,0.19,0.19,0.19,0.13,0.14,0.14,0.18,0.0,0.0,0.26,0.24,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.89
11/19/2021,4.01,4.68,4.29,2.06,1.36,1.46,1.01,1.52,0.95,1.1,0.64,0.87,0.78,0.79,0.71,0.67,0.68,0.94,0.8,0.83,0.69,0.63,0.99,0.86,0.56,0.75,0.99,0.55,0.64,0.54,0.71,0.5,0.47,0.67,0.0,0.66,0.61,0.54,0.0,0.61,0.51,0.83,0.9,0.27,0.6,0.54,0.48,0.3,0.41,0.53,0.52,0.76,0.54,0.42,0.42,0.54,0.41,0.46,0.77,0.42,0.42,0.53,0.0,0.41,0.41,0.51,0.52,0.48,0.49,0.41,0.46,0.47,0.0,0.48,0.5,0.39,0.42,0.23,0.47,0.49,0.31,0.48,0.43,0.42,0.43,0.31,0.37,0.42,0.2,0.61,0.39,0.38,0.34,0.38,0.47,0.16,0.47,0.38,0.0,0.46,0.47,0.28,0.0,0.42,0.0,0.12,0.57,0.47,0.0,0.29,0.33,0.43,0.37,0.33,0.26,0.28,0.32,0.3,0.29,0.57,0.0,0.39,0.22,0.44,0.0,0.25,0.29,0.3,0.26,0.29,0.24,0.32,0.0,0.33,0.52,0.6,0.32,0.24,0.27,0.22,0.3,0.66,0.25,0.22,0.26,0.21,0.24,0.27,0.23,0.24,0.23,0.29,0.0,0.48,0.28,0.0,0.22,0.53,0.23,0.31,0.54,0.0,0.27,0.22,0.24,0.17,0.24,0.12,0.0,0.24,0.25,0.18,0.24,0.16,0.0,0.23,0.15,0.2,0.0,0.22,0.0,0.17,0.0,0.0,0.0,0.22,0.0,0.15,0.2,0.0,0.0,0.15,0.17,0.0,0.17,0.0,0.18,0.15,0.0,0.0,0.16,0.0,0.0,0.0,0.25,0.0,0.26,0.0,0.4,0.33,0.34,0.3,0.27,0.28,0.24,0.23,0.26,0.22,0.24,0.25,0.25,0.12,0.19,0.19,0.19,0.13,0.14,0.14,0.18,0.0,0.16,0.26,0.25,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.88000000000002
11/22/2021,4.01,4.68,4.29,2.06,1.36,1.46,1.01,1.52,0.95,1.1,0.64,0.87,0.78,0.79,0.71,0.67,0.68,0.94,0.8,0.83,0.69,0.63,0.99,0.86,0.56,0.75,0.99,0.55,0.64,0.54,0.71,0.5,0.47,0.67,0.0,0.66,0.61,0.54,0.0,0.61,0.51,0.83,0.9,0.27,0.6,0.54,0.48,0.3,0.41,0.53,0.52,0.76,0.54,0.42,0.42,0.54,0.41,0.46,0.77,0.42,0.42,0.53,0.0,0.41,0.41,0.51,0.52,0.48,0.49,0.41,0.46,0.47,0.0,0.48,0.5,0.39,0.42,0.23,0.47,0.49,0.31,0.48,0.43,0.42,0.43,0.31,0.37,0.42,0.2,0.61,0.39,0.38,0.34,0.38,0.47,0.16,0.47,0.38,0.0,0.46,0.47,0.28,0.0,0.42,0.0,0.12,0.57,0.47,0.0,0.29,0.33,0.43,0.37,0.33,0.26,0.28,0.32,0.3,0.29,0.57,0.0,0.39,0.22,0.44,0.0,0.25,0.29,0.3,0.26,0.29,0.24,0.32,0.0,0.33,0.52,0.6,0.32,0.24,0.27,0.22,0.3,0.66,0.25,0.22,0.26,0.21,0.24,0.27,0.23,0.24,0.23,0.29,0.0,0.48,0.28,0.0,0.22,0.53,0.23,0.31,0.54,0.0,0.27,0.22,0.24,0.17,0.24,0.12,0.0,0.24,0.25,0.18,0.24,0.16,0.0,0.23,0.15,0.2,0.0,0.22,0.0,0.17,0.0,0.0,0.0,0.22,0.0,0.15,0.2,0.0,0.0,0.15,0.17,0.0,0.17,0.0,0.18,0.15,0.0,0.0,0.16,0.0,0.0,0.0,0.25,0.0,0.26,0.0,0.4,0.33,0.34,0.3,0.27,0.28,0.24,0.23,0.26,0.22,0.24,0.25,0.25,0.12,0.19,0.19,0.19,0.13,0.14,0.14,0.18,0.0,0.16,0.26,0.25,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.88000000000002
11/23/2021,4.01,4.68,4.29,2.06,1.36,1.46,1.01,1.52,0.95,1.1,0.64,0.87,0.78,0.79,0.71,0.67,0.68,0.94,0.8,0.83,0.69,0.63,0.99,0.86,0.56,0.75,0.99,0.55,0.64,0.54,0.71,0.5,0.47,0.67,0.0,0.66,0.61,0.54,0.0,0.61,0.51,0.83,0.9,0.27,0.6,0.54,0.48,0.3,0.41,0.53,0.52,0.76,0.54,0.42,0.42,0.54,0.41,0.46,0.77,0.42,0.42,0.53,0.0,0.41,0.41,0.51,0.52,0.48,0.49,0.41,0.46,0.47,0.0,0.48,0.5,0.39,0.42,0.23,0.47,0.49,0.31,0.48,0.43,0.42,0.43,0.31,0.37,0.42,0.2,0.61,0.39,0.38,0.34,0.38,0.47,0.16,0.47,0.38,0.0,0.46,0.47,0.28,0.0,0.42,0.0,0.12,0.57,0.47,0.0,0.29,0.33,0.43,0.37,0.33,0.26,0.28,0.32,0.3,0.29,0.57,0.0,0.39,0.22,0.44,0.0,0.25,0.29,0.3,0.26,0.29,0.24,0.32,0.0,0.33,0.52,0.6,0.32,0.24,0.27,0.22,0.3,0.66,0.25,0.22,0.26,0.21,0.24,0.27,0.23,0.24,0.23,0.29,0.0,0.48,0.28,0.0,0.22,0.53,0.23,0.31,0.54,0.0,0.27,0.22,0.24,0.17,0.24,0.12,0.0,0.24,0.25,0.18,0.24,0.16,0.0,0.23,0.15,0.2,0.0,0.22,0.0,0.17,0.0,0.0,0.0,0.22,0.0,0.15,0.2,0.0,0.0,0.15,0.17,0.0,0.17,0.0,0.18,0.15,0.0,0.0,0.16,0.0,0.0,0.0,0.25,0.0,0.26,0.0,0.4,0.33,0.34,0.3,0.27,0.28,0.24,0.23,0.26,0.22,0.24,0.25,0.25,0.12,0.19,0.19,0.19,0.13,0.14,0.14,0.18,0.0,0.16,0.26,0.25,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.88000000000002
11/24/2021,4.28,4.75,4.34,2.15,1.29,1.45,1.03,1.5,0.95,1.13,0.64,0.85,0.81,0.8,0.69,0.66,0.67,0.88,0.82,0.84,0.68,0.62,0.99,0.82,0.55,0.74,0.92,0.53,0.65,0.53,0.72,0.49,0.45,0.69,0.0,0.66,0.62,0.53,0.0,0.59,0.51,0.81,0.92,0.25,0.59,0.53,0.49,0.3,0.42,0.52,0.53,0.75,0.54,0.41,0.41,0.55,0.4,0.44,0.74,0.43,0.41,0.51,0.0,0.4,0.4,0.52,0.52,0.47,0.5,0.41,0.45,0.45,0.0,0.47,0.49,0.38,0.41,0.22,0.46,0.5,0.3,0.46,0.43,0.41,0.44,0.32,0.38,0.41,0.19,0.62,0.38,0.36,0.35,0.39,0.47,0.15,0.48,0.38,0.0,0.46,0.46,0.27,0.0,0.45,0.0,0.12,0.58,0.46,0.0,0.28,0.32,0.42,0.37,0.31,0.25,0.28,0.31,0.3,0.29,0.58,0.0,0.38,0.21,0.45,0.0,0.25,0.29,0.3,0.27,0.3,0.23,0.32,0.0,0.33,0.53,0.61,0.31,0.23,0.26,0.22,0.3,0.67,0.25,0.22,0.27,0.21,0.24,0.26,0.22,0.24,0.22,0.29,0.0,0.46,0.29,0.0,0.22,0.53,0.23,0.31,0.53,0.0,0.27,0.22,0.24,0.17,0.24,0.0,0.0,0.24,0.26,0.18,0.23,0.16,0.0,0.23,0.14,0.21,0.0,0.22,0.0,0.17,0.0,0.0,0.0,0.23,0.0,0.14,0.2,0.0,0.0,0.14,0.17,0.0,0.18,0.0,0.17,0.16,0.0,0.0,0.16,0.0,0.0,0.0,0.24,0.0,0.27,0.28,0.41,0.33,0.34,0.3,0.28,0.28,0.24,0.23,0.26,0.21,0.24,0.25,0.25,0.13,0.19,0.2,0.19,0.12,0.14,0.14,0.17,0.0,0.0,0.25,0.24,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.85
11/25/2021,4.2,4.72,4.36,2.15,1.29,1.45,1.01,1.51,0.95,1.12,0.64,0.85,0.8,0.79,0.7,0.66,0.67,0.89,0.82,0.83,0.68,0.62,0.99,0.86,0.55,0.76,0.97,0.55,0.66,0.54,0.72,0.49,0.46,0.68,0.0,0.66,0.61,0.54,0.0,0.6,0.5,0.82,0.91,0.26,0.6,0.53,0.48,0.29,0.42,0.53,0.53,0.76,0.55,0.41,0.41,0.55,0.4,0.45,0.74,0.42,0.41,0.52,0.0,0.4,0.41,0.51,0.52,0.47,0.49,0.42,0.45,0.46,0.0,0.48,0.49,0.38,0.42,0.22,0.46,0.49,0.31,0.47,0.43,0.41,0.43,0.31,0.37,0.41,0.2,0.62,0.39,0.37,0.34,0.38,0.47,0.15,0.48,0.38,0.0,0.45,0.47,0.27,0.0,0.41,0.0,0.12,0.58,0.46,0.0,0.28,0.32,0.43,0.37,0.33,0.25,0.28,0.32,0.3,0.29,0.57,0.0,0.38,0.21,0.45,0.0,0.24,0.29,0.3,0.26,0.3,0.24,0.32,0.0,0.32,0.53,0.61,0.31,0.23,0.29,0.22,0.3,0.67,0.25,0.22,0.26,0.21,0.24,0.26,0.23,0.24,0.23,0.29,0.0,0.46,0.29,0.0,0.22,0.53,0.23,0.31,0.53,0.0,0.27,0.22,0.24,0.17,0.24,0.12,0.0,0.24,0.25,0.18,0.23,0.16,0.0,0.23,0.14,0.2,0.0,0.22,0.0,0.17,0.0,0.0,0.0,0.22,0.0,0.15,0.2,0.0,0.0,0.14,0.18,0.0,0.18,0.0,0.17,0.16,0.0,0.0,0.16,0.0,0.0,0.0,0.24,0.0,0.27,0.0,0.42,0.34,0.34,0.3,0.27,0.28,0.24,0.23,0.26,0.21,0.24,0.25,0.25,0.13,0.19,0.2,0.19,0.12,0.14,0.14,0.18,0.0,0.16,0.26,0.24,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.85
11/26/2021,4.3,4.68,4.25,2.09,1.28,1.49,1.03,1.48,0.94,1.14,0.65,0.86,0.8,0.81,0.68,0.65,0.68,0.92,0.82,0.82,0.65,0.63,0.96,0.81,0.56,0.74,0.96,0.53,0.65,0.54,0.69,0.49,0.46,0.67,0.0,0.66,0.59,0.54,0.0,0.6,0.51,0.82,0.97,0.25,0.6,0.53,0.48,0.29,0.41,0.52,0.53,0.79,0.54,0.42,0.41,0.55,0.41,0.46,0.77,0.43,0.41,0.53,0.0,0.41,0.41,0.52,0.53,0.47,0.48,0.41,0.46,0.46,0.0,0.47,0.5,0.37,0.44,0.23,0.47,0.49,0.31,0.49,0.44,0.41,0.43,0.31,0.39,0.42,0.19,0.61,0.39,0.38,0.35,0.38,0.47,0.15,0.51,0.34,0.0,0.45,0.47,0.29,0.0,0.44,0.0,0.0,0.6,0.46,0.0,0.28,0.32,0.38,0.35,0.33,0.25,0.29,0.31,0.31,0.29,0.57,0.0,0.39,0.21,0.44,0.0,0.25,0.29,0.31,0.28,0.3,0.24,0.33,0.0,0.32,0.53,0.59,0.31,0.23,0.26,0.22,0.29,0.67,0.25,0.21,0.27,0.21,0.24,0.25,0.23,0.24,0.22,0.29,0.0,0.46,0.29,0.0,0.23,0.54,0.23,0.3,0.48,0.0,0.27,0.23,0.24,0.17,0.24,0.12,0.0,0.24,0.24,0.17,0.24,0.16,0.0,0.23,0.14,0.21,0.0,0.22,0.0,0.17,0.0,0.0,0.0,0.22,0.0,0.15,0.2,0.0,0.0,0.14,0.18,0.0,0.18,0.0,0.18,0.16,0.0,0.0,0.16,0.0,0.0,0.0,0.24,0.0,0.26,0.0,0.42,0.33,0.34,0.3,0.27,0.28,0.24,0.22,0.26,0.23,0.23,0.24,0.26,0.14,0.19,0.19,0.19,0.13,0.14,0.15,0.18,0.0,0.17,0.26,0.24,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.81
11/29/2021,5.57,4.66,4.25,2.08,1.15,1.48,0.68,0.98,0.5,0.7,0.73,0.54,0.69,0.77,0.63,0.64,0.3,0.92,0.73,0.46,0.39,0.71,0.84,0.35,0.64,0.76,0.66,0.27,0.58,0.3,0.63,0.54,0.48,0.64,0.0,0.38,0.54,0.29,0.0,0.27,0.56,0.94,0.63,0.0,0.59,0.24,0.25,0.0,0.36,0.48,0.78,0.77,0.39,0.23,0.46,0.57,0.41,0.21,0.78,0.37,0.35,0.28,0.0,0.19,0.47,0.54,0.53,0.24,0.49,0.41,0.4,0.51,0.0,0.19,0.25,0.19,0.49,0.0,0.41,0.54,0.4,0.0,0.23,0.23,0.28,0.31,0.78,0.39,0.0,0.55,0.33,0.2,0.22,0.36,0.31,0.0,0.31,0.4,0.0,0.4,0.38,0.36,0.0,0.45,0.14,0.0,0.6,0.21,0.0,0.0,0.0,0.29,0.33,0.0,0.0,0.53,0.0,0.51,0.0,0.51,0.0,0.39,0.0,0.43,0.0,0.25,0.0,0.5,0.31,0.0,0.29,0.63,0.0,0.27,0.58,0.59,0.23,0.29,0.28,0.21,0.36,0.58,0.26,0.2,0.53,0.21,0.3,0.25,0.17,0.45,0.16,0.33,0.0,0.45,0.51,0.0,0.4,0.49,0.47,0.3,0.45,0.0,0.0,0.0,0.24,0.17,0.52,0.0,0.0,0.16,0.24,0.38,0.5,0.36,0.0,0.35,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.3,0.18,0.0,0.15,0.0,0.0,0.44,0.0,0.0,0.3,0.0,0.0,0.0,0.21,0.0,0.34,0.0,1.26,0.33,0.56,0.29,1.02,0.34,0.24,0.22,0.51,0.38,0.47,0.24,0.5,0.14,0.45,0.19,0.0,0.0,0.19,0.14,0.28,0.0,0.17,0.26,0.5,0.24,0.0,0.15,0.0,0.52,0.39,0.36,0.33,0.32,0.3,0.3,0.3,0.29,0.29,0.28,0.28,0.28,0.26,0.26,0.25,0.25,0.25,0.24,0.23,0.22,0.19,0.18,0.14,0.14,96.64
