,S&P MID CAP 400 INDEX SWAP,IJH,S&P MID CAP 400 INDEX SWAP,S&P MID CAP 400 INDEX SWAP,S&P MID CAP 400 INDEX SWAP,GOLDMAN FS GOVT INST,GOLDMAN FINL SQ TRSRY INST 506,BANK OF NEW YORK CASH RESERVE,DREYFUS GOVT CASH MGMT,GOLDMAN FINL SQ TRSRY INST 506,GOLDMAN FINL SQ TRSRY INS,GOLDMAN FINL SQ TRSRY INST 506,GOLDMAN FS GOVT INST,SUM
07/09/2021,39.45,22.72,14.6,10.28,4.26,2.61,2.51,1.86,0.85,0.8,0.05,0.0,0.0,99.98999999999998
