,WFC,SO,GE,QCOM,MET,UPS,AIG,TTE,CB,WY,ANTM,TSN,BDX,IP,MS,CMCSA,FITB,CSCO,CF,AMAT,SRE,ABBV,NI,NWSA,GM,LHX,L,MDT,PM,EQR,MSFT,DD,JNJ,BA,CAG,EQH,PNC,TXN,CVS,KMB,JPM,EOG,IFF,LVS,DIS,State Street Instl US Govt MMkt Premier,KSS,NEE,STT,XOM,PFE,NLSN,RYN,TRP.TO,SNA,FOX,GS,SNY,RJF,MAT,CAT,AEE,SRCL,KO,HAL,EIX,CTXS,BK,SCHW,NXPI,PPG,ZBH,WMT,TRGP,PCAR,BAC,GILD,TJX,MRK,MO,SLG,EMR,T,CFG,CVX,JCI,BEN,BG,BIIB,TEL,GSK,ETR,VZ,WELL,ALK,MMC,HES,WLTW,OXY,ENB.TO,MCD,LUV,AZN,CMI,COP,HIG,CHG.BK,FLS,MDLZ,MG.TO,DUK,GVMXX,SDA.AX,002810.KS,GlaxoSmithKline PLC ADR,HBAN,CI,UNH,CAH,D,CNC,MMM,CONE,OGN,Cash,n/a,603121.SS,FISV,VNO,SUM
10/22/2021,4.0,2.8,2.89,2.28,1.96,2.3,2.47,2.36,1.86,1.63,1.95,1.81,1.98,1.78,1.23,1.65,1.77,0.67,1.94,1.02,1.63,1.61,1.38,1.18,1.11,1.55,1.59,1.57,1.13,1.48,1.5,0.43,1.21,1.03,1.11,1.14,0.45,1.13,1.23,1.31,0.73,1.11,0.98,0.67,0.86,0.0,0.61,0.85,0.94,0.85,0.99,0.59,0.77,0.61,0.5,0.75,1.24,0.82,0.54,0.6,0.0,0.6,0.84,0.52,0.32,0.17,0.9,0.37,0.51,0.43,0.5,0.71,0.39,0.15,0.43,0.56,0.32,0.62,0.75,0.35,0.0,0.0,0.34,0.46,0.19,0.0,0.18,0.18,0.29,0.29,0.14,0.28,0.19,0.36,0.0,0.25,0.08,0.0,0.2,0.0,0.0,0.32,0.37,0.0,0.0,0.49,0.0,0.1,0.05,0.0,0.0,1.15,0.0,0.0,0.0,0.96,0.91,0.41,0.38,0.74,0.44,0.19,0.0,0.01,0.0,0.05,0.0,0.31,0.11,99.98999999999998
10/25/2021,4.0,2.8,2.89,2.28,1.96,2.3,2.47,2.36,1.86,1.63,1.95,1.81,1.98,1.78,1.23,1.65,1.77,0.67,1.94,1.02,1.63,1.61,1.38,1.18,1.11,1.55,1.59,1.57,1.13,1.48,1.5,0.43,1.21,1.03,1.11,1.14,0.45,1.13,1.23,1.31,0.73,1.11,0.98,0.67,0.86,0.0,0.61,0.85,0.94,0.85,0.99,0.59,0.77,0.61,0.5,0.75,1.24,0.82,0.54,0.6,0.0,0.6,0.84,0.52,0.32,0.17,0.9,0.37,0.51,0.43,0.5,0.71,0.39,0.15,0.43,0.56,0.32,0.62,0.75,0.35,0.0,0.0,0.34,0.46,0.19,0.0,0.18,0.18,0.29,0.29,0.14,0.28,0.19,0.36,0.0,0.25,0.08,0.0,0.2,0.0,0.0,0.32,0.37,0.0,0.0,0.49,0.0,0.1,0.05,0.0,0.0,1.15,0.0,0.0,0.0,0.96,0.91,0.41,0.38,0.74,0.44,0.19,0.0,0.01,0.0,0.05,0.0,0.31,0.11,99.98999999999998
10/26/2021,4.0,2.8,2.89,2.28,1.96,2.3,2.47,2.36,1.86,1.63,1.95,1.81,1.98,1.78,1.23,1.65,1.77,0.67,1.94,1.02,1.63,1.61,1.38,1.18,1.11,1.55,1.59,1.57,1.13,1.48,1.5,0.43,1.21,1.03,1.11,1.14,0.45,1.13,1.23,1.31,0.73,1.11,0.98,0.67,0.86,0.0,0.61,0.85,0.94,0.85,0.99,0.59,0.77,0.61,0.5,0.75,1.24,0.82,0.54,0.6,0.0,0.6,0.84,0.52,0.32,0.17,0.9,0.37,0.51,0.43,0.5,0.71,0.39,0.15,0.43,0.56,0.32,0.62,0.75,0.35,0.0,0.0,0.34,0.46,0.19,0.0,0.18,0.18,0.29,0.29,0.14,0.28,0.19,0.36,0.0,0.25,0.08,0.0,0.2,0.0,0.0,0.32,0.37,0.0,0.0,0.49,0.0,0.1,0.05,0.0,0.0,1.15,0.0,0.0,0.0,0.96,0.91,0.41,0.38,0.74,0.44,0.19,0.0,0.01,0.0,0.05,0.0,0.31,0.11,99.98999999999998
10/27/2021,4.0,2.8,2.89,2.28,1.96,2.3,2.47,2.36,1.86,1.63,1.95,1.81,1.98,1.78,1.23,1.65,1.77,0.67,1.94,1.02,1.63,1.61,1.38,1.18,1.11,1.55,1.59,1.57,1.13,1.48,1.5,0.43,1.21,1.03,1.11,1.14,0.45,1.13,1.23,1.31,0.73,1.11,0.98,0.67,0.86,0.0,0.61,0.85,0.94,0.85,0.99,0.59,0.77,0.61,0.5,0.75,1.24,0.82,0.54,0.6,0.0,0.6,0.84,0.52,0.32,0.17,0.9,0.37,0.51,0.43,0.5,0.71,0.39,0.15,0.43,0.56,0.32,0.62,0.75,0.35,0.0,0.0,0.34,0.46,0.19,0.0,0.18,0.18,0.29,0.29,0.14,0.28,0.19,0.36,0.0,0.25,0.08,0.0,0.2,0.0,0.0,0.32,0.37,0.0,0.0,0.49,0.0,0.1,0.05,0.0,0.0,1.15,0.0,0.0,0.0,0.96,0.91,0.41,0.38,0.74,0.44,0.19,0.0,0.01,0.0,0.05,0.0,0.31,0.11,99.98999999999998
10/28/2021,4.0,2.8,2.89,2.28,1.96,2.3,2.47,2.36,1.86,1.63,1.95,1.81,1.98,1.78,1.23,1.65,1.77,0.67,1.94,1.02,1.63,1.61,1.38,1.18,1.11,1.55,1.59,1.57,1.13,1.48,1.5,0.43,1.21,1.03,1.11,1.14,0.45,1.13,1.23,1.31,0.73,1.11,0.98,0.67,0.86,0.0,0.61,0.85,0.94,0.85,0.99,0.59,0.77,0.61,0.5,0.75,1.24,0.82,0.54,0.6,0.0,0.6,0.84,0.52,0.32,0.17,0.9,0.37,0.51,0.43,0.5,0.71,0.39,0.15,0.43,0.56,0.32,0.62,0.75,0.35,0.0,0.0,0.34,0.46,0.19,0.0,0.18,0.18,0.29,0.29,0.14,0.28,0.19,0.36,0.0,0.25,0.08,0.0,0.2,0.0,0.0,0.32,0.37,0.0,0.0,0.49,0.0,0.1,0.05,0.0,0.0,1.15,0.0,0.0,0.0,0.96,0.91,0.41,0.38,0.74,0.44,0.19,0.0,0.01,0.0,0.05,0.0,0.31,0.11,99.98999999999998
10/29/2021,4.0,2.8,2.89,2.28,1.96,2.3,2.47,2.36,1.86,1.63,1.95,1.81,1.98,1.78,1.23,1.65,1.77,0.67,1.94,1.02,1.63,1.61,1.38,1.18,1.11,1.55,1.59,1.57,1.13,1.48,1.5,0.43,1.21,1.03,1.11,1.14,0.45,1.13,1.23,1.31,0.73,1.11,0.98,0.67,0.86,0.0,0.61,0.85,0.94,0.85,0.99,0.59,0.77,0.61,0.5,0.75,1.24,0.82,0.54,0.6,0.0,0.6,0.84,0.52,0.32,0.17,0.9,0.37,0.51,0.43,0.5,0.71,0.39,0.15,0.43,0.56,0.32,0.62,0.75,0.35,0.0,0.0,0.34,0.46,0.19,0.0,0.18,0.18,0.29,0.29,0.14,0.28,0.19,0.36,0.0,0.25,0.08,0.0,0.2,0.0,0.0,0.32,0.37,0.0,0.0,0.49,0.0,0.1,0.05,0.0,0.0,1.15,0.0,0.0,0.0,0.96,0.91,0.41,0.38,0.74,0.44,0.19,0.0,0.01,0.0,0.05,0.0,0.31,0.11,99.98999999999998
11/01/2021,4.0,2.8,2.89,2.28,1.96,2.3,2.47,2.36,1.86,1.63,1.95,1.81,1.98,1.78,1.23,1.65,1.77,0.67,1.94,1.02,1.63,1.61,1.38,1.18,1.11,1.55,1.59,1.57,1.13,1.48,1.5,0.43,1.21,1.03,1.11,1.14,0.45,1.13,1.23,1.31,0.73,1.11,0.98,0.67,0.86,0.0,0.61,0.85,0.94,0.85,0.99,0.59,0.77,0.61,0.5,0.75,1.24,0.82,0.54,0.6,0.0,0.6,0.84,0.52,0.32,0.17,0.9,0.37,0.51,0.43,0.5,0.71,0.39,0.15,0.43,0.56,0.32,0.62,0.75,0.35,0.0,0.0,0.34,0.46,0.19,0.0,0.18,0.18,0.29,0.29,0.14,0.28,0.19,0.36,0.0,0.25,0.08,0.0,0.2,0.0,0.0,0.32,0.37,0.0,0.0,0.49,0.0,0.1,0.05,0.0,0.0,1.15,0.0,0.0,0.0,0.96,0.91,0.41,0.38,0.74,0.44,0.19,0.0,0.01,0.0,0.05,0.0,0.31,0.11,99.98999999999998
11/02/2021,4.0,2.8,2.89,2.28,1.96,2.3,2.47,2.36,1.86,1.63,1.95,1.81,1.98,1.78,1.23,1.65,1.77,0.67,1.94,1.02,1.63,1.61,1.38,1.18,1.11,1.55,1.59,1.57,1.13,1.48,1.5,0.43,1.21,1.03,1.11,1.14,0.45,1.13,1.23,1.31,0.73,1.11,0.98,0.67,0.86,0.0,0.61,0.85,0.94,0.85,0.99,0.59,0.77,0.61,0.5,0.75,1.24,0.82,0.54,0.6,0.0,0.6,0.84,0.52,0.32,0.17,0.9,0.37,0.51,0.43,0.5,0.71,0.39,0.15,0.43,0.56,0.32,0.62,0.75,0.35,0.0,0.0,0.34,0.46,0.19,0.0,0.18,0.18,0.29,0.29,0.14,0.28,0.19,0.36,0.0,0.25,0.08,0.0,0.2,0.0,0.0,0.32,0.37,0.0,0.0,0.49,0.0,0.1,0.05,0.0,0.0,1.15,0.0,0.0,0.0,0.96,0.91,0.41,0.38,0.74,0.44,0.19,0.0,0.01,0.0,0.05,0.0,0.31,0.11,99.98999999999998
11/03/2021,4.0,2.8,2.89,2.28,1.96,2.3,2.47,2.36,1.86,1.63,1.95,1.81,1.98,1.78,1.23,1.65,1.77,0.67,1.94,1.02,1.63,1.61,1.38,1.18,1.11,1.55,1.59,1.57,1.13,1.48,1.5,0.43,1.21,1.03,1.11,1.14,0.45,1.13,1.23,1.31,0.73,1.11,0.98,0.67,0.86,0.0,0.61,0.85,0.94,0.85,0.99,0.59,0.77,0.61,0.5,0.75,1.24,0.82,0.54,0.6,0.0,0.6,0.84,0.52,0.32,0.17,0.9,0.37,0.51,0.43,0.5,0.71,0.39,0.15,0.43,0.56,0.32,0.62,0.75,0.35,0.0,0.0,0.34,0.46,0.19,0.0,0.18,0.18,0.29,0.29,0.14,0.28,0.19,0.36,0.0,0.25,0.08,0.0,0.2,0.0,0.0,0.32,0.37,0.0,0.0,0.49,0.0,0.1,0.05,0.0,0.0,1.15,0.0,0.0,0.0,0.96,0.91,0.41,0.38,0.74,0.44,0.19,0.0,0.01,0.0,0.05,0.0,0.31,0.11,99.98999999999998
11/04/2021,4.0,2.8,2.89,2.28,1.96,2.3,2.47,2.36,1.86,1.63,1.95,1.81,1.98,1.78,1.23,1.65,1.77,0.67,1.94,1.02,1.63,1.61,1.38,1.18,1.11,1.55,1.59,1.57,1.13,1.48,1.5,0.43,1.21,1.03,1.11,1.14,0.45,1.13,1.23,1.31,0.73,1.11,0.98,0.67,0.86,0.0,0.61,0.85,0.94,0.85,0.99,0.59,0.77,0.61,0.5,0.75,1.24,0.82,0.54,0.6,0.0,0.6,0.84,0.52,0.32,0.17,0.9,0.37,0.51,0.43,0.5,0.71,0.39,0.15,0.43,0.56,0.32,0.62,0.75,0.35,0.0,0.0,0.34,0.46,0.19,0.0,0.18,0.18,0.29,0.29,0.14,0.28,0.19,0.36,0.0,0.25,0.08,0.0,0.2,0.0,0.0,0.32,0.37,0.0,0.0,0.49,0.0,0.1,0.05,0.0,0.0,1.15,0.0,0.0,0.0,0.96,0.91,0.41,0.38,0.74,0.44,0.19,0.0,0.01,0.0,0.05,0.0,0.31,0.11,99.98999999999998
11/05/2021,4.0,2.8,2.89,2.28,1.96,2.3,2.47,2.36,1.86,1.63,1.95,1.81,1.98,1.78,1.23,1.65,1.77,0.67,1.94,1.02,1.63,1.61,1.38,1.18,1.11,1.55,1.59,1.57,1.13,1.48,1.5,0.43,1.21,1.03,1.11,1.14,0.45,1.13,1.23,1.31,0.73,1.11,0.98,0.67,0.86,0.0,0.61,0.85,0.94,0.85,0.99,0.59,0.77,0.61,0.5,0.75,1.24,0.82,0.54,0.6,0.0,0.6,0.84,0.52,0.32,0.17,0.9,0.37,0.51,0.43,0.5,0.71,0.39,0.15,0.43,0.56,0.32,0.62,0.75,0.35,0.0,0.0,0.34,0.46,0.19,0.0,0.18,0.18,0.29,0.29,0.14,0.28,0.19,0.36,0.0,0.25,0.08,0.0,0.2,0.0,0.0,0.32,0.37,0.0,0.0,0.49,0.0,0.1,0.05,0.0,0.0,1.15,0.0,0.0,0.0,0.96,0.91,0.41,0.38,0.74,0.44,0.19,0.0,0.01,0.0,0.05,0.0,0.31,0.11,99.98999999999998
11/08/2021,4.0,2.8,2.89,2.28,1.96,2.3,2.47,2.36,1.86,1.63,1.95,1.81,1.98,1.78,1.23,1.65,1.77,0.67,1.94,1.02,1.63,1.61,1.38,1.18,1.11,1.55,1.59,1.57,1.13,1.48,1.5,0.43,1.21,1.03,1.11,1.14,0.45,1.13,1.23,1.31,0.73,1.11,0.98,0.67,0.86,0.0,0.61,0.85,0.94,0.85,0.99,0.59,0.77,0.61,0.5,0.75,1.24,0.82,0.54,0.6,0.0,0.6,0.84,0.52,0.32,0.17,0.9,0.37,0.51,0.43,0.5,0.71,0.39,0.15,0.43,0.56,0.32,0.62,0.75,0.35,0.0,0.0,0.34,0.46,0.19,0.0,0.18,0.18,0.29,0.29,0.14,0.28,0.19,0.36,0.0,0.25,0.08,0.0,0.2,0.0,0.0,0.32,0.37,0.0,0.0,0.49,0.0,0.1,0.05,0.0,0.0,1.15,0.0,0.0,0.0,0.96,0.91,0.41,0.38,0.74,0.44,0.19,0.0,0.01,0.0,0.05,0.0,0.31,0.11,99.98999999999998
11/09/2021,4.0,2.8,2.89,2.28,1.96,2.3,2.47,2.36,1.86,1.63,1.95,1.81,1.98,1.78,1.23,1.65,1.77,0.67,1.94,1.02,1.63,1.61,1.38,1.18,1.11,1.55,1.59,1.57,1.13,1.48,1.5,0.43,1.21,1.03,1.11,1.14,0.45,1.13,1.23,1.31,0.73,1.11,0.98,0.67,0.86,0.0,0.61,0.85,0.94,0.85,0.99,0.59,0.77,0.61,0.5,0.75,1.24,0.82,0.54,0.6,0.0,0.6,0.84,0.52,0.32,0.17,0.9,0.37,0.51,0.43,0.5,0.71,0.39,0.15,0.43,0.56,0.32,0.62,0.75,0.35,0.0,0.0,0.34,0.46,0.19,0.0,0.18,0.18,0.29,0.29,0.14,0.28,0.19,0.36,0.0,0.25,0.08,0.0,0.2,0.0,0.0,0.32,0.37,0.0,0.0,0.49,0.0,0.1,0.05,0.0,0.0,1.15,0.0,0.0,0.0,0.96,0.91,0.41,0.38,0.74,0.44,0.19,0.0,0.01,0.0,0.05,0.0,0.31,0.11,99.98999999999998
11/10/2021,4.0,2.8,2.89,2.28,1.96,2.3,2.47,2.36,1.86,1.63,1.95,1.81,1.98,1.78,1.23,1.65,1.77,0.67,1.94,1.02,1.63,1.61,1.38,1.18,1.11,1.55,1.59,1.57,1.13,1.48,1.5,0.43,1.21,1.03,1.11,1.14,0.45,1.13,1.23,1.31,0.73,1.11,0.98,0.67,0.86,0.0,0.61,0.85,0.94,0.85,0.99,0.59,0.77,0.61,0.5,0.75,1.24,0.82,0.54,0.6,0.0,0.6,0.84,0.52,0.32,0.17,0.9,0.37,0.51,0.43,0.5,0.71,0.39,0.15,0.43,0.56,0.32,0.62,0.75,0.35,0.0,0.0,0.34,0.46,0.19,0.0,0.18,0.18,0.29,0.29,0.14,0.28,0.19,0.36,0.0,0.25,0.08,0.0,0.2,0.0,0.0,0.32,0.37,0.0,0.0,0.49,0.0,0.1,0.05,0.0,0.0,1.15,0.0,0.0,0.0,0.96,0.91,0.41,0.38,0.74,0.44,0.19,0.0,0.01,0.0,0.05,0.0,0.31,0.11,99.98999999999998
11/11/2021,4.0,2.8,2.89,2.28,1.96,2.3,2.47,2.36,1.86,1.63,1.95,1.81,1.98,1.78,1.23,1.65,1.77,0.67,1.94,1.02,1.63,1.61,1.38,1.18,1.11,1.55,1.59,1.57,1.13,1.48,1.5,0.43,1.21,1.03,1.11,1.14,0.45,1.13,1.23,1.31,0.73,1.11,0.98,0.67,0.86,0.0,0.61,0.85,0.94,0.85,0.99,0.59,0.77,0.61,0.5,0.75,1.24,0.82,0.54,0.6,0.0,0.6,0.84,0.52,0.32,0.17,0.9,0.37,0.51,0.43,0.5,0.71,0.39,0.15,0.43,0.56,0.32,0.62,0.75,0.35,0.0,0.0,0.34,0.46,0.19,0.0,0.18,0.18,0.29,0.29,0.14,0.28,0.19,0.36,0.0,0.25,0.08,0.0,0.2,0.0,0.0,0.32,0.37,0.0,0.0,0.49,0.0,0.1,0.05,0.0,0.0,1.15,0.0,0.0,0.0,0.96,0.91,0.41,0.38,0.74,0.44,0.19,0.0,0.01,0.0,0.05,0.0,0.31,0.11,99.98999999999998
11/12/2021,4.0,2.8,2.89,2.28,1.96,2.3,2.47,2.36,1.86,1.63,1.95,1.81,1.98,1.78,1.23,1.65,1.77,0.67,1.94,1.02,1.63,1.61,1.38,1.18,1.11,1.55,1.59,1.57,1.13,1.48,1.5,0.43,1.21,1.03,1.11,1.14,0.45,1.13,1.23,1.31,0.73,1.11,0.98,0.67,0.86,0.0,0.61,0.85,0.94,0.85,0.99,0.59,0.77,0.61,0.5,0.75,1.24,0.82,0.54,0.6,0.0,0.6,0.84,0.52,0.32,0.17,0.9,0.37,0.51,0.43,0.5,0.71,0.39,0.15,0.43,0.56,0.32,0.62,0.75,0.35,0.0,0.0,0.34,0.46,0.19,0.0,0.18,0.18,0.29,0.29,0.14,0.28,0.19,0.36,0.0,0.25,0.08,0.0,0.2,0.0,0.0,0.32,0.37,0.0,0.0,0.49,0.0,0.1,0.05,0.0,0.0,1.15,0.0,0.0,0.0,0.96,0.91,0.41,0.38,0.74,0.44,0.19,0.0,0.01,0.0,0.05,0.0,0.31,0.11,99.98999999999998
11/15/2021,4.0,2.8,2.89,2.28,1.96,2.3,2.47,2.36,1.86,1.63,1.95,1.81,1.98,1.78,1.23,1.65,1.77,0.67,1.94,1.02,1.63,1.61,1.38,1.18,1.11,1.55,1.59,1.57,1.13,1.48,1.5,0.43,1.21,1.03,1.11,1.14,0.45,1.13,1.23,1.31,0.73,1.11,0.98,0.67,0.86,0.0,0.61,0.85,0.94,0.85,0.99,0.59,0.77,0.61,0.5,0.75,1.24,0.82,0.54,0.6,0.0,0.6,0.84,0.52,0.32,0.17,0.9,0.37,0.51,0.43,0.5,0.71,0.39,0.15,0.43,0.56,0.32,0.62,0.75,0.35,0.0,0.0,0.34,0.46,0.19,0.0,0.18,0.18,0.29,0.29,0.14,0.28,0.19,0.36,0.0,0.25,0.08,0.0,0.2,0.0,0.0,0.32,0.37,0.0,0.0,0.49,0.0,0.1,0.05,0.0,0.0,1.15,0.0,0.0,0.0,0.96,0.91,0.41,0.38,0.74,0.44,0.19,0.0,0.01,0.0,0.05,0.0,0.31,0.11,99.98999999999998
11/16/2021,4.0,2.8,2.89,2.28,1.96,2.3,2.47,2.36,1.86,1.63,1.95,1.81,1.98,1.78,1.23,1.65,1.77,0.67,1.94,1.02,1.63,1.61,1.38,1.18,1.11,1.55,1.59,1.57,1.13,1.48,1.5,0.43,1.21,1.03,1.11,1.14,0.45,1.13,1.23,1.31,0.73,1.11,0.98,0.67,0.86,0.0,0.61,0.85,0.94,0.85,0.99,0.59,0.77,0.61,0.5,0.75,1.24,0.82,0.54,0.6,0.0,0.6,0.84,0.52,0.32,0.17,0.9,0.37,0.51,0.43,0.5,0.71,0.39,0.15,0.43,0.56,0.32,0.62,0.75,0.35,0.0,0.0,0.34,0.46,0.19,0.0,0.18,0.18,0.29,0.29,0.14,0.28,0.19,0.36,0.0,0.25,0.08,0.0,0.2,0.0,0.0,0.32,0.37,0.0,0.0,0.49,0.0,0.1,0.05,0.0,0.0,1.15,0.0,0.0,0.0,0.96,0.91,0.41,0.38,0.74,0.44,0.19,0.0,0.01,0.0,0.05,0.0,0.31,0.11,99.98999999999998
11/17/2021,4.0,2.8,2.89,2.28,1.96,2.3,2.47,2.36,1.86,1.63,1.95,1.81,1.98,1.78,1.23,1.65,1.77,0.67,1.94,1.02,1.63,1.61,1.38,1.18,1.11,1.55,1.59,1.57,1.13,1.48,1.5,0.43,1.21,1.03,1.11,1.14,0.45,1.13,1.23,1.31,0.73,1.11,0.98,0.67,0.86,0.0,0.61,0.85,0.94,0.85,0.99,0.59,0.77,0.61,0.5,0.75,1.24,0.82,0.54,0.6,0.0,0.6,0.84,0.52,0.32,0.17,0.9,0.37,0.51,0.43,0.5,0.71,0.39,0.15,0.43,0.56,0.32,0.62,0.75,0.35,0.0,0.0,0.34,0.46,0.19,0.0,0.18,0.18,0.29,0.29,0.14,0.28,0.19,0.36,0.0,0.25,0.08,0.0,0.2,0.0,0.0,0.32,0.37,0.0,0.0,0.49,0.0,0.1,0.05,0.0,0.0,1.15,0.0,0.0,0.0,0.96,0.91,0.41,0.38,0.74,0.44,0.19,0.0,0.01,0.0,0.05,0.0,0.31,0.11,99.98999999999998
11/18/2021,4.0,2.8,2.89,2.28,1.96,2.3,2.47,2.36,1.86,1.63,1.95,1.81,1.98,1.78,1.23,1.65,1.77,0.67,1.94,1.02,1.63,1.61,1.38,1.18,1.11,1.55,1.59,1.57,1.13,1.48,1.5,0.43,1.21,1.03,1.11,1.14,0.45,1.13,1.23,1.31,0.73,1.11,0.98,0.67,0.86,0.0,0.61,0.85,0.94,0.85,0.99,0.59,0.77,0.61,0.5,0.75,1.24,0.82,0.54,0.6,0.0,0.6,0.84,0.52,0.32,0.17,0.9,0.37,0.51,0.43,0.5,0.71,0.39,0.15,0.43,0.56,0.32,0.62,0.75,0.35,0.0,0.0,0.34,0.46,0.19,0.0,0.18,0.18,0.29,0.29,0.14,0.28,0.19,0.36,0.0,0.25,0.08,0.0,0.2,0.0,0.0,0.32,0.37,0.0,0.0,0.49,0.0,0.1,0.05,0.0,0.0,1.15,0.0,0.0,0.0,0.96,0.91,0.41,0.38,0.74,0.44,0.19,0.0,0.01,0.0,0.05,0.0,0.31,0.11,99.98999999999998
11/19/2021,4.0,2.8,2.89,2.28,1.96,2.3,2.47,2.36,1.86,1.63,1.95,1.81,1.98,1.78,1.23,1.65,1.77,0.67,1.94,1.02,1.63,1.61,1.38,1.18,1.11,1.55,1.59,1.57,1.13,1.48,1.5,0.43,1.21,1.03,1.11,1.14,0.45,1.13,1.23,1.31,0.73,1.11,0.98,0.67,0.86,0.0,0.61,0.85,0.94,0.85,0.99,0.59,0.77,0.61,0.5,0.75,1.24,0.82,0.54,0.6,0.0,0.6,0.84,0.52,0.32,0.17,0.9,0.37,0.51,0.43,0.5,0.71,0.39,0.15,0.43,0.56,0.32,0.62,0.75,0.35,0.0,0.0,0.34,0.46,0.19,0.0,0.18,0.18,0.29,0.29,0.14,0.28,0.19,0.36,0.0,0.25,0.08,0.0,0.2,0.0,0.0,0.32,0.37,0.0,0.0,0.49,0.0,0.1,0.05,0.0,0.0,1.15,0.0,0.0,0.0,0.96,0.91,0.41,0.38,0.74,0.44,0.19,0.0,0.01,0.0,0.05,0.0,0.31,0.11,99.98999999999998
11/22/2021,4.0,2.8,2.89,2.28,1.96,2.3,2.47,2.36,1.86,1.63,1.95,1.81,1.98,1.78,1.23,1.65,1.77,0.67,1.94,1.02,1.63,1.61,1.38,1.18,1.11,1.55,1.59,1.57,1.13,1.48,1.5,0.43,1.21,1.03,1.11,1.14,0.45,1.13,1.23,1.31,0.73,1.11,0.98,0.67,0.86,0.0,0.61,0.85,0.94,0.85,0.99,0.59,0.77,0.61,0.5,0.75,1.24,0.82,0.54,0.6,0.0,0.6,0.84,0.52,0.32,0.17,0.9,0.37,0.51,0.43,0.5,0.71,0.39,0.15,0.43,0.56,0.32,0.62,0.75,0.35,0.0,0.0,0.34,0.46,0.19,0.0,0.18,0.18,0.29,0.29,0.14,0.28,0.19,0.36,0.0,0.25,0.08,0.0,0.2,0.0,0.0,0.32,0.37,0.0,0.0,0.49,0.0,0.1,0.05,0.0,0.0,1.15,0.0,0.0,0.0,0.96,0.91,0.41,0.38,0.74,0.44,0.19,0.0,0.01,0.0,0.05,0.0,0.31,0.11,99.98999999999998
11/23/2021,4.0,2.8,2.89,2.28,1.96,2.3,2.47,2.36,1.86,1.63,1.95,1.81,1.98,1.78,1.23,1.65,1.77,0.67,1.94,1.02,1.63,1.61,1.38,1.18,1.11,1.55,1.59,1.57,1.13,1.48,1.5,0.43,1.21,1.03,1.11,1.14,0.45,1.13,1.23,1.31,0.73,1.11,0.98,0.67,0.86,0.0,0.61,0.85,0.94,0.85,0.99,0.59,0.77,0.61,0.5,0.75,1.24,0.82,0.54,0.6,0.0,0.6,0.84,0.52,0.32,0.17,0.9,0.37,0.51,0.43,0.5,0.71,0.39,0.15,0.43,0.56,0.32,0.62,0.75,0.35,0.0,0.0,0.34,0.46,0.19,0.0,0.18,0.18,0.29,0.29,0.14,0.28,0.19,0.36,0.0,0.25,0.08,0.0,0.2,0.0,0.0,0.32,0.37,0.0,0.0,0.49,0.0,0.1,0.05,0.0,0.0,1.15,0.0,0.0,0.0,0.96,0.91,0.41,0.38,0.74,0.44,0.19,0.0,0.01,0.0,0.05,0.0,0.31,0.11,99.98999999999998
11/24/2021,4.0,2.8,2.89,2.28,1.96,2.3,2.47,2.36,1.86,1.63,1.95,1.81,1.98,1.78,1.23,1.65,1.77,0.67,1.94,1.02,1.63,1.61,1.38,1.18,1.11,1.55,1.59,1.57,1.13,1.48,1.5,0.43,1.21,1.03,1.11,1.14,0.45,1.13,1.23,1.31,0.73,1.11,0.98,0.67,0.86,0.0,0.61,0.85,0.94,0.85,0.99,0.59,0.77,0.61,0.5,0.75,1.24,0.82,0.54,0.6,0.0,0.6,0.84,0.52,0.32,0.17,0.9,0.37,0.51,0.43,0.5,0.71,0.39,0.15,0.43,0.56,0.32,0.62,0.75,0.35,0.0,0.0,0.34,0.46,0.19,0.0,0.18,0.18,0.29,0.29,0.14,0.28,0.19,0.36,0.0,0.25,0.08,0.0,0.2,0.0,0.0,0.32,0.37,0.0,0.0,0.49,0.0,0.1,0.05,0.0,0.0,1.15,0.0,0.0,0.0,0.96,0.91,0.41,0.38,0.74,0.44,0.19,0.0,0.01,0.0,0.05,0.0,0.31,0.11,99.98999999999998
11/25/2021,4.0,2.8,2.89,2.28,1.96,2.3,2.47,2.36,1.86,1.63,1.95,1.81,1.98,1.78,1.23,1.65,1.77,0.67,1.94,1.02,1.63,1.61,1.38,1.18,1.11,1.55,1.59,1.57,1.13,1.48,1.5,0.43,1.21,1.03,1.11,1.14,0.45,1.13,1.23,1.31,0.73,1.11,0.98,0.67,0.86,0.0,0.61,0.85,0.94,0.85,0.99,0.59,0.77,0.61,0.5,0.75,1.24,0.82,0.54,0.6,0.0,0.6,0.84,0.52,0.32,0.17,0.9,0.37,0.51,0.43,0.5,0.71,0.39,0.15,0.43,0.56,0.32,0.62,0.75,0.35,0.0,0.0,0.34,0.46,0.19,0.0,0.18,0.18,0.29,0.29,0.14,0.28,0.19,0.36,0.0,0.25,0.08,0.0,0.2,0.0,0.0,0.32,0.37,0.0,0.0,0.49,0.0,0.1,0.05,0.0,0.0,1.15,0.0,0.0,0.0,0.96,0.91,0.41,0.38,0.74,0.44,0.19,0.0,0.01,0.0,0.05,0.0,0.31,0.11,99.98999999999998
