,XTSLA,GME,OMCL,SAIA,GTLS,M,NEO,POWI,MSTR,ADC,IIPR,EXPO,AMN,ENSG,PDCE,DDD,SEM,UFPI,ITRI,JBT,BCPC,AEIS,REZI,SIG,RRC,TRUP,CNMD,WTS,LPSN,VIAV,ALRM,PPBI,GKOS,SHAK,CBU,MTDR,FHB,ROG,SPSC,STMP,KFY,BKU,AJRD,MTH,WDFC,LGIH,EXLS,NSIT,KLIC,SWN,ONTO,AIT,HP,FN,ARNC,LXP,FUL,LCII,DIOD,MED,UNF,ABG,SHOO,HI,ABCB,EPRT,BBBY,CCOI,KWR,ITGR,OMI,SMPL,MMSI,RCII,FELE,LTHM,SFBS,SHEN,EGHT,AWR,BMI,CWT,AVA,ABM,MXL,REGI,SJI,WD,DORM,MATX,FIX,MDC,SPXC,ANF,FORM,EAT,SFNC,ALGT,ONB,UFS,WWW,PRFT,ACA,KTB,FLOW,AIN,BRC,IBP,ISBC,CPE,MDRX,SCL,GPI,AAON,ATI,PBH,SM,JJSF,CVET,MD,EVTC,IBTX,AEL,RMBS,SNBR,VG,ESE,RPAI,UNIT,ROCK,SANM,ODP,UCBI,CVBF,VCEL,IRBT,PRLB,PLXS,OI,PCRX,MOG.A,BDN,MLI,FSS,VSTO,CELH,MYGN,BOOT,CAKE,SBH,COLB,GDOT,FWRD,THRM,INDB,HUBG,FBP,VICR,UCTT,CADE,EPC,B,HSKA,AX,MANT,CORT,TSE,SKYW,FCPT,BLMN,IOSP,MGLN,AVAV,IDCC,AGO,CTRE,BCC,WGO,SSTK,PRGS,COOP,FMBI,SITC,PMT,XHR,RNST,XPER,SYKE,HTH,MNRO,RLGY,CPK,RAVN,FFBC,MODV,PSMT,ROIC,FBC,NPO,VRTS,UNFI,WRE,BGS,ARI,TWO,DRH,BIG,CYH,IRT,WSFS,CYTK,GMS,KALU,COKE,CVCO,CORE,CCS,INT,STRA,MSEX,TTEC,NMIH,SVC,STAR,PLMR,TTGT,FLGT,AAWW,PATK,PIPR,AAT,XNCR,USD,CNK,THS,LGND,VGR,ATGE,AMEH,ARCB,TBK,PRAA,WIRE,MDP,TRMK,GNW,TR5.,SUM
07/23/2021,1.17,1.05,0.64,0.52,0.53,0.49,0.51,0.48,0.39,0.5,0.49,0.49,0.46,0.44,0.37,0.33,0.42,0.44,0.41,0.43,0.42,0.38,0.39,0.34,0.38,0.37,0.38,0.4,0.4,0.37,0.36,0.35,0.22,0.34,0.37,0.32,0.35,0.36,0.35,0.59,0.35,0.34,0.35,0.34,0.34,0.35,0.36,0.34,0.33,0.3,0.31,0.34,0.3,0.34,0.31,0.35,0.32,0.35,0.31,0.32,0.33,0.37,0.31,0.33,0.31,0.33,0.31,0.32,0.3,0.29,0.35,0.31,0.3,0.32,0.31,0.29,0.32,0.26,0.28,0.31,0.29,0.3,0.3,0.31,0.28,0.3,0.28,0.3,0.3,0.28,0.27,0.27,0.29,0.24,0.26,0.26,0.27,0.27,0.25,0.27,0.26,0.27,0.25,0.26,0.32,0.25,0.26,0.26,0.25,0.0,0.24,0.25,0.29,0.25,0.25,0.26,0.2,0.25,0.25,0.25,0.25,0.25,0.26,0.25,0.27,0.24,0.24,0.26,0.26,0.23,0.24,0.25,0.24,0.24,0.24,0.25,0.24,0.24,0.23,0.25,0.23,0.24,0.24,0.23,0.23,0.21,0.24,0.23,0.23,0.24,0.23,0.24,0.24,0.23,0.22,0.21,0.23,0.23,0.22,0.22,0.22,0.23,0.25,0.24,0.24,0.21,0.2,0.2,0.22,0.2,0.21,0.22,0.21,0.2,0.22,0.22,0.0,0.23,0.22,0.2,0.21,0.0,0.21,0.0,0.2,0.2,0.2,0.21,0.2,0.2,0.2,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.21,0.2,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.49
07/26/2021,1.14,1.0,0.64,0.52,0.54,0.53,0.52,0.5,0.42,0.49,0.5,0.48,0.46,0.43,0.38,0.34,0.42,0.44,0.41,0.43,0.41,0.39,0.41,0.35,0.39,0.38,0.38,0.39,0.39,0.37,0.36,0.35,0.22,0.34,0.38,0.34,0.35,0.36,0.35,0.58,0.35,0.36,0.35,0.34,0.32,0.35,0.35,0.34,0.33,0.31,0.32,0.33,0.31,0.34,0.32,0.34,0.32,0.35,0.32,0.32,0.32,0.37,0.31,0.33,0.32,0.33,0.31,0.31,0.3,0.29,0.34,0.3,0.3,0.32,0.31,0.3,0.32,0.25,0.28,0.31,0.28,0.29,0.29,0.3,0.29,0.31,0.27,0.3,0.29,0.28,0.27,0.27,0.29,0.24,0.27,0.26,0.29,0.28,0.26,0.27,0.26,0.27,0.25,0.25,0.32,0.25,0.26,0.26,0.29,0.0,0.24,0.24,0.29,0.25,0.25,0.26,0.21,0.24,0.24,0.25,0.24,0.25,0.26,0.25,0.23,0.33,0.24,0.25,0.26,0.23,0.24,0.24,0.24,0.24,0.25,0.25,0.24,0.24,0.22,0.25,0.23,0.24,0.24,0.23,0.22,0.21,0.24,0.23,0.23,0.24,0.24,0.25,0.24,0.23,0.23,0.21,0.25,0.23,0.22,0.24,0.22,0.23,0.24,0.24,0.23,0.21,0.2,0.2,0.21,0.21,0.21,0.21,0.21,0.0,0.35,0.23,0.0,0.23,0.22,0.2,0.23,0.2,0.25,0.0,0.2,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.21,0.21,0.2,0.2,0.21,0.2,0.0,0.0,0.0,0.21,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.21,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.86999999999999
07/27/2021,1.17,0.98,0.65,0.52,0.54,0.5,0.52,0.49,0.43,0.5,0.5,0.48,0.45,0.43,0.38,0.32,0.41,0.45,0.42,0.43,0.42,0.38,0.4,0.35,0.39,0.37,0.38,0.4,0.4,0.37,0.36,0.35,0.23,0.36,0.36,0.34,0.35,0.36,0.35,0.59,0.35,0.33,0.35,0.34,0.32,0.35,0.35,0.34,0.33,0.31,0.32,0.33,0.31,0.33,0.32,0.35,0.32,0.35,0.32,0.32,0.32,0.37,0.31,0.33,0.31,0.33,0.31,0.32,0.31,0.29,0.35,0.31,0.31,0.32,0.31,0.31,0.32,0.26,0.28,0.31,0.28,0.3,0.29,0.3,0.29,0.3,0.28,0.29,0.29,0.28,0.27,0.27,0.29,0.24,0.28,0.26,0.27,0.28,0.25,0.27,0.26,0.27,0.25,0.26,0.32,0.25,0.25,0.26,0.25,0.0,0.24,0.25,0.29,0.24,0.25,0.26,0.21,0.24,0.24,0.25,0.25,0.24,0.26,0.26,0.23,0.25,0.23,0.25,0.26,0.23,0.23,0.24,0.23,0.24,0.24,0.25,0.23,0.24,0.22,0.25,0.23,0.24,0.24,0.23,0.22,0.21,0.25,0.24,0.24,0.24,0.23,0.24,0.24,0.23,0.22,0.21,0.23,0.23,0.22,0.22,0.22,0.23,0.25,0.24,0.23,0.21,0.2,0.2,0.22,0.21,0.21,0.22,0.21,0.2,0.22,0.22,0.0,0.23,0.23,0.2,0.22,0.0,0.21,0.19,0.2,0.2,0.2,0.21,0.0,0.21,0.2,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.24,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.510000000000005
07/28/2021,1.17,0.98,0.64,0.54,0.51,0.51,0.53,0.5,0.41,0.5,0.5,0.49,0.46,0.44,0.38,0.32,0.42,0.44,0.42,0.43,0.42,0.38,0.41,0.35,0.39,0.38,0.38,0.4,0.4,0.37,0.37,0.35,0.23,0.36,0.38,0.33,0.36,0.36,0.35,0.59,0.35,0.35,0.35,0.36,0.32,0.36,0.35,0.34,0.33,0.31,0.32,0.34,0.31,0.33,0.32,0.35,0.32,0.35,0.32,0.33,0.32,0.37,0.32,0.33,0.31,0.34,0.3,0.32,0.31,0.3,0.35,0.31,0.31,0.33,0.31,0.3,0.32,0.26,0.28,0.31,0.29,0.3,0.29,0.3,0.29,0.29,0.28,0.3,0.29,0.28,0.27,0.28,0.29,0.24,0.28,0.25,0.28,0.27,0.26,0.27,0.27,0.27,0.25,0.26,0.32,0.25,0.26,0.26,0.29,0.0,0.24,0.25,0.28,0.24,0.25,0.26,0.2,0.25,0.25,0.24,0.26,0.24,0.27,0.26,0.22,0.34,0.23,0.26,0.26,0.23,0.24,0.25,0.24,0.24,0.24,0.25,0.23,0.24,0.22,0.25,0.23,0.23,0.24,0.23,0.22,0.21,0.24,0.24,0.23,0.25,0.24,0.25,0.24,0.23,0.22,0.22,0.25,0.23,0.22,0.23,0.22,0.23,0.25,0.24,0.24,0.21,0.2,0.19,0.22,0.2,0.21,0.22,0.21,0.0,0.34,0.23,0.0,0.23,0.23,0.2,0.23,0.2,0.25,0.0,0.2,0.2,0.21,0.21,0.2,0.21,0.2,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.23,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.11000000000001
07/29/2021,1.12,0.99,0.64,0.53,0.49,0.5,0.51,0.5,0.52,0.5,0.5,0.49,0.45,0.43,0.39,0.3,0.41,0.44,0.42,0.42,0.42,0.37,0.41,0.35,0.4,0.37,0.38,0.39,0.4,0.37,0.36,0.35,0.22,0.37,0.37,0.34,0.36,0.36,0.35,0.58,0.35,0.34,0.34,0.35,0.32,0.34,0.35,0.34,0.33,0.33,0.32,0.33,0.31,0.33,0.33,0.35,0.32,0.36,0.32,0.33,0.32,0.37,0.33,0.33,0.31,0.33,0.31,0.31,0.31,0.3,0.35,0.31,0.31,0.33,0.31,0.3,0.32,0.26,0.28,0.31,0.28,0.3,0.29,0.3,0.28,0.29,0.28,0.29,0.29,0.28,0.26,0.27,0.29,0.24,0.27,0.27,0.27,0.28,0.25,0.27,0.28,0.27,0.25,0.26,0.34,0.24,0.26,0.26,0.25,0.0,0.24,0.25,0.28,0.24,0.25,0.26,0.21,0.26,0.24,0.25,0.25,0.24,0.27,0.25,0.23,0.24,0.23,0.26,0.25,0.23,0.24,0.25,0.23,0.24,0.23,0.24,0.23,0.24,0.22,0.25,0.23,0.23,0.24,0.23,0.22,0.21,0.24,0.24,0.24,0.25,0.23,0.24,0.24,0.23,0.22,0.21,0.23,0.23,0.22,0.22,0.22,0.23,0.24,0.24,0.23,0.21,0.2,0.2,0.21,0.21,0.21,0.21,0.21,0.0,0.22,0.22,0.0,0.23,0.23,0.2,0.21,0.0,0.21,0.0,0.2,0.0,0.2,0.21,0.19,0.2,0.2,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.2,0.19,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.22,0.2,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.47
07/30/2021,1.14,0.97,0.64,0.53,0.5,0.49,0.5,0.48,0.48,0.51,0.5,0.49,0.46,0.43,0.38,0.31,0.41,0.45,0.41,0.42,0.42,0.37,0.41,0.34,0.38,0.38,0.39,0.39,0.39,0.36,0.36,0.35,0.22,0.37,0.37,0.33,0.36,0.36,0.35,0.59,0.36,0.34,0.34,0.36,0.33,0.35,0.35,0.34,0.32,0.32,0.31,0.33,0.31,0.33,0.33,0.35,0.33,0.36,0.32,0.32,0.32,0.37,0.33,0.33,0.32,0.34,0.3,0.32,0.31,0.31,0.35,0.31,0.31,0.33,0.31,0.29,0.32,0.26,0.28,0.32,0.28,0.31,0.29,0.3,0.28,0.28,0.29,0.29,0.28,0.28,0.27,0.28,0.29,0.24,0.27,0.27,0.27,0.28,0.25,0.27,0.27,0.28,0.25,0.26,0.34,0.26,0.26,0.26,0.25,0.0,0.24,0.25,0.28,0.24,0.26,0.26,0.2,0.25,0.25,0.25,0.25,0.24,0.27,0.25,0.23,0.24,0.23,0.26,0.26,0.23,0.24,0.25,0.23,0.24,0.24,0.25,0.23,0.24,0.22,0.26,0.23,0.23,0.24,0.23,0.22,0.21,0.23,0.24,0.25,0.25,0.23,0.24,0.23,0.23,0.22,0.21,0.24,0.23,0.21,0.22,0.22,0.23,0.24,0.24,0.23,0.21,0.2,0.2,0.22,0.21,0.21,0.22,0.21,0.2,0.22,0.22,0.0,0.23,0.22,0.2,0.22,0.0,0.21,0.19,0.2,0.2,0.2,0.21,0.0,0.21,0.2,0.21,0.21,0.2,0.2,0.2,0.21,0.2,0.0,0.19,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.23,0.2,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.56
08/02/2021,1.12,0.88,0.59,0.56,0.52,0.47,0.52,0.5,0.47,0.49,0.49,0.5,0.46,0.42,0.38,0.33,0.41,0.44,0.43,0.45,0.42,0.38,0.41,0.33,0.38,0.38,0.39,0.4,0.39,0.37,0.36,0.35,0.22,0.36,0.36,0.33,0.35,0.37,0.35,0.58,0.36,0.34,0.34,0.39,0.33,0.36,0.35,0.34,0.33,0.31,0.32,0.33,0.3,0.33,0.35,0.35,0.32,0.36,0.33,0.32,0.32,0.38,0.33,0.33,0.32,0.34,0.3,0.31,0.32,0.32,0.33,0.3,0.31,0.33,0.3,0.3,0.32,0.25,0.27,0.31,0.28,0.31,0.29,0.3,0.32,0.28,0.28,0.3,0.28,0.27,0.26,0.28,0.29,0.23,0.27,0.25,0.27,0.28,0.25,0.27,0.27,0.3,0.26,0.25,0.33,0.25,0.25,0.26,0.27,0.0,0.23,0.24,0.28,0.24,0.26,0.25,0.2,0.24,0.24,0.25,0.25,0.25,0.27,0.25,0.24,0.24,0.24,0.26,0.26,0.23,0.24,0.25,0.23,0.24,0.24,0.24,0.21,0.25,0.22,0.25,0.23,0.23,0.24,0.23,0.23,0.22,0.23,0.24,0.21,0.22,0.23,0.24,0.23,0.26,0.22,0.21,0.24,0.24,0.22,0.22,0.22,0.23,0.24,0.24,0.23,0.21,0.2,0.2,0.21,0.2,0.21,0.21,0.22,0.0,0.24,0.22,0.0,0.23,0.23,0.0,0.23,0.0,0.22,0.19,0.2,0.19,0.2,0.2,0.0,0.0,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.21,0.19,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.19,0.0,0.23,0.21,0.19,0.0,0.2,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.440000000000005
08/03/2021,1.08,0.86,0.61,0.57,0.53,0.48,0.53,0.57,0.47,0.49,0.5,0.54,0.46,0.42,0.38,0.33,0.41,0.44,0.43,0.45,0.42,0.38,0.41,0.33,0.38,0.37,0.39,0.4,0.39,0.37,0.36,0.34,0.23,0.35,0.36,0.33,0.35,0.34,0.38,0.58,0.36,0.34,0.34,0.4,0.32,0.36,0.37,0.34,0.33,0.3,0.33,0.34,0.3,0.34,0.34,0.35,0.33,0.36,0.34,0.32,0.32,0.38,0.33,0.33,0.32,0.34,0.29,0.32,0.32,0.31,0.34,0.31,0.33,0.33,0.3,0.3,0.32,0.25,0.27,0.31,0.28,0.31,0.28,0.3,0.32,0.28,0.27,0.3,0.28,0.28,0.26,0.29,0.29,0.23,0.28,0.24,0.27,0.27,0.24,0.26,0.27,0.3,0.25,0.25,0.33,0.26,0.26,0.26,0.26,0.0,0.23,0.24,0.29,0.25,0.25,0.25,0.2,0.24,0.25,0.24,0.25,0.25,0.27,0.26,0.23,0.24,0.24,0.26,0.26,0.24,0.24,0.24,0.23,0.23,0.24,0.24,0.21,0.25,0.23,0.25,0.22,0.23,0.24,0.23,0.23,0.22,0.24,0.24,0.2,0.21,0.23,0.24,0.23,0.27,0.21,0.22,0.23,0.24,0.23,0.22,0.22,0.23,0.23,0.24,0.23,0.21,0.2,0.2,0.21,0.2,0.21,0.21,0.22,0.2,0.24,0.22,0.0,0.23,0.23,0.0,0.22,0.19,0.21,0.19,0.19,0.0,0.2,0.21,0.0,0.19,0.2,0.21,0.2,0.2,0.2,0.2,0.2,0.21,0.19,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.2,0.19,0.0,0.0,0.19,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.53999999999999
08/04/2021,1.08,0.86,0.61,0.57,0.53,0.48,0.53,0.57,0.47,0.49,0.5,0.54,0.46,0.42,0.38,0.33,0.41,0.44,0.43,0.45,0.42,0.38,0.41,0.33,0.38,0.37,0.39,0.4,0.39,0.37,0.36,0.34,0.23,0.35,0.36,0.33,0.35,0.34,0.38,0.58,0.36,0.34,0.34,0.4,0.32,0.36,0.37,0.34,0.33,0.3,0.33,0.34,0.3,0.34,0.34,0.35,0.33,0.36,0.34,0.32,0.32,0.38,0.33,0.33,0.32,0.34,0.29,0.32,0.32,0.31,0.34,0.31,0.33,0.33,0.3,0.3,0.32,0.25,0.27,0.31,0.28,0.31,0.28,0.3,0.32,0.28,0.27,0.3,0.28,0.28,0.26,0.29,0.29,0.23,0.28,0.24,0.27,0.27,0.24,0.26,0.27,0.3,0.25,0.25,0.33,0.26,0.26,0.26,0.26,0.0,0.23,0.24,0.29,0.25,0.25,0.25,0.2,0.24,0.25,0.24,0.25,0.25,0.27,0.26,0.23,0.24,0.24,0.26,0.26,0.24,0.24,0.24,0.23,0.23,0.24,0.24,0.21,0.25,0.23,0.25,0.22,0.23,0.24,0.23,0.23,0.22,0.24,0.24,0.2,0.21,0.23,0.24,0.23,0.27,0.21,0.22,0.23,0.24,0.23,0.22,0.22,0.23,0.23,0.24,0.23,0.21,0.2,0.2,0.21,0.2,0.21,0.21,0.22,0.2,0.24,0.22,0.0,0.23,0.23,0.0,0.22,0.19,0.21,0.19,0.19,0.0,0.2,0.21,0.0,0.19,0.2,0.21,0.2,0.2,0.2,0.2,0.2,0.21,0.19,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.2,0.19,0.0,0.0,0.19,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.53999999999999
08/05/2021,1.08,0.86,0.61,0.57,0.53,0.48,0.53,0.57,0.47,0.49,0.5,0.54,0.46,0.42,0.38,0.33,0.41,0.44,0.43,0.45,0.42,0.38,0.41,0.33,0.38,0.37,0.39,0.4,0.39,0.37,0.36,0.34,0.23,0.35,0.36,0.33,0.35,0.34,0.38,0.58,0.36,0.34,0.34,0.4,0.32,0.36,0.37,0.34,0.33,0.3,0.33,0.34,0.3,0.34,0.34,0.35,0.33,0.36,0.34,0.32,0.32,0.38,0.33,0.33,0.32,0.34,0.29,0.32,0.32,0.31,0.34,0.31,0.33,0.33,0.3,0.3,0.32,0.25,0.27,0.31,0.28,0.31,0.28,0.3,0.32,0.28,0.27,0.3,0.28,0.28,0.26,0.29,0.29,0.23,0.28,0.24,0.27,0.27,0.24,0.26,0.27,0.3,0.25,0.25,0.33,0.26,0.26,0.26,0.26,0.0,0.23,0.24,0.29,0.25,0.25,0.25,0.2,0.24,0.25,0.24,0.25,0.25,0.27,0.26,0.23,0.24,0.24,0.26,0.26,0.24,0.24,0.24,0.23,0.23,0.24,0.24,0.21,0.25,0.23,0.25,0.22,0.23,0.24,0.23,0.23,0.22,0.24,0.24,0.2,0.21,0.23,0.24,0.23,0.27,0.21,0.22,0.23,0.24,0.23,0.22,0.22,0.23,0.23,0.24,0.23,0.21,0.2,0.2,0.21,0.2,0.21,0.21,0.22,0.2,0.24,0.22,0.0,0.23,0.23,0.0,0.22,0.19,0.21,0.19,0.19,0.0,0.2,0.21,0.0,0.19,0.2,0.21,0.2,0.2,0.2,0.2,0.2,0.21,0.19,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.2,0.19,0.0,0.0,0.19,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.53999999999999
08/06/2021,1.21,0.0,0.62,0.6,0.57,0.49,0.53,0.57,0.47,0.5,0.49,0.55,0.47,0.43,0.39,0.32,0.41,0.44,0.43,0.45,0.42,0.38,0.43,0.33,0.38,0.38,0.38,0.41,0.4,0.37,0.38,0.35,0.22,0.33,0.37,0.31,0.35,0.34,0.39,0.58,0.36,0.35,0.34,0.41,0.33,0.35,0.38,0.34,0.32,0.3,0.34,0.34,0.3,0.33,0.33,0.35,0.33,0.35,0.35,0.32,0.32,0.37,0.32,0.33,0.32,0.34,0.29,0.32,0.33,0.31,0.31,0.3,0.32,0.34,0.31,0.31,0.33,0.0,0.27,0.32,0.29,0.32,0.3,0.31,0.33,0.27,0.28,0.29,0.28,0.29,0.26,0.29,0.29,0.23,0.28,0.24,0.28,0.27,0.25,0.27,0.28,0.31,0.25,0.26,0.34,0.25,0.26,0.26,0.27,0.0,0.24,0.25,0.28,0.25,0.24,0.26,0.2,0.24,0.24,0.25,0.25,0.25,0.27,0.27,0.23,0.24,0.23,0.26,0.27,0.23,0.24,0.25,0.23,0.24,0.23,0.23,0.21,0.25,0.23,0.26,0.22,0.22,0.24,0.23,0.24,0.23,0.26,0.24,0.0,0.21,0.23,0.23,0.24,0.27,0.22,0.22,0.24,0.24,0.2,0.22,0.22,0.23,0.24,0.24,0.22,0.22,0.2,0.0,0.21,0.2,0.21,0.21,0.22,0.21,0.24,0.22,0.2,0.24,0.23,0.2,0.24,0.0,0.21,0.19,0.0,0.19,0.21,0.21,0.19,0.2,0.2,0.22,0.2,0.2,0.21,0.2,0.2,0.22,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.23,0.2,0.19,0.0,0.2,0.0,0.2,0.21,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.41
08/09/2021,1.02,0.0,0.64,0.61,0.57,0.51,0.55,0.59,0.54,0.5,0.5,0.58,0.49,0.42,0.37,0.34,0.41,0.44,0.31,0.45,0.42,0.34,0.43,0.31,0.37,0.37,0.36,0.43,0.39,0.36,0.38,0.35,0.23,0.33,0.37,0.31,0.35,0.35,0.4,0.58,0.35,0.35,0.34,0.4,0.33,0.34,0.38,0.34,0.36,0.3,0.34,0.32,0.28,0.33,0.31,0.36,0.33,0.35,0.36,0.3,0.32,0.37,0.31,0.33,0.32,0.34,0.29,0.31,0.32,0.3,0.28,0.3,0.32,0.33,0.31,0.32,0.33,0.0,0.27,0.33,0.29,0.32,0.29,0.3,0.35,0.28,0.27,0.3,0.27,0.3,0.27,0.28,0.29,0.22,0.29,0.24,0.28,0.27,0.25,0.27,0.28,0.32,0.24,0.26,0.33,0.25,0.25,0.27,0.27,0.0,0.23,0.24,0.27,0.25,0.24,0.27,0.0,0.24,0.25,0.25,0.27,0.25,0.26,0.27,0.24,0.25,0.23,0.26,0.27,0.23,0.24,0.24,0.23,0.24,0.23,0.24,0.22,0.24,0.23,0.26,0.21,0.22,0.23,0.22,0.24,0.24,0.27,0.25,0.2,0.21,0.24,0.24,0.23,0.27,0.22,0.21,0.24,0.25,0.2,0.22,0.23,0.22,0.25,0.24,0.22,0.22,0.0,0.2,0.22,0.2,0.21,0.21,0.22,0.21,0.24,0.21,0.2,0.24,0.23,0.2,0.24,0.0,0.21,0.19,0.0,0.19,0.2,0.21,0.0,0.0,0.2,0.22,0.2,0.2,0.22,0.2,0.2,0.22,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.24,0.2,0.19,0.0,0.2,0.0,0.2,0.21,0.19,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.19
