,ASML.AS,MC.PA,SAP.DE,SIE.DE,OR.PA,SAN.PA,TTE.PA,ALV.DE,DTE.DE,SU.PA,AI.PA,AIR.PA,ABI.BR,IBE.MC,DAI.DE,BAS.DE,ADYEN.AS,BNP.PA,ENEL.MI,ADS.DE,DPW.DE,SAN.MC,DG.PA,KER.PA,BAYN.DE,EL.PA,CS.PA,RMS.PA,INGA.AS,VOW3.DE,ISP.MI,IFX.DE,BN.PA,SAF.PA,PHIA.AS,RI.PA,PRX.AS,ITX.MC,CLNX.MC,BBVA.MC,CRH.L,MUV2.DE,VNA.DE,DSY.PA,BMW.DE,KNEBV.HE,ENI.MI,DSM.AS,DB1.DE,AD.AS,LR.PA,AMS.MC,NOKIA.HE,SGO.PA,VIV.PA,HEIA.AS,CAP.PA,DBK.DE,WKL.AS,NESTE.HE,ML.PA,ENGI.PA,TEF.MC,G.MI,TEP.PA,STM.PA,RWE.DE,EOAN.DE,WLN.PA,MRK.DE,UCG.MI,EZU,DHER.DE,KRZ.IR,AKZA.AS,SAMPO.HE,KBC.BR,MT.AS,ORA.PA,DWNI.DE,FRE.DE,UPM.HE,GLE.PA,RYAAY,HEN3.DE,KBX.DE,REP.MC,ZAL.DE,FER.MC,HFG.DE,SRT3.,VIE.PA,ACA.PA,PAH3.DE,FME.DE,MONC.MI,SY1.DE,ASM.AS,ARGX.BR,CON.DE,BEI.DE,ERF.PA,EDP.LS,PUB.PA,BNR.DE,ALO.PA,CABK.MC,ENR.DE,KRX.IR,CA.PA,HEI.DE,UCB.BR,AENA.MC,SRG.MI,DIM.PA,SK3.IR,NN.AS,FORTUM.HE,NEXI.MI,HO.PA,1COV.DE,EDEN.PA,UMI.BR,EBS.VI,PUM.DE,STERV.HE,HEIO.AS,VER.VI,URW.AS,HNR1.DE,FBK.MI,TKWY.AS,MTX.DE,ABN.AS,KESKOB.HE,LEG.DE,ENX.PA,HEK.SW,TRN.MI,PRY.MI,AT1.DE,SA.SW,EXO.MI,FGR.PA,BVI.PA,SEV.PA,ELISA.HE,Cash & Cash Equivalents,RAND.AS,KPN.AS,GBLB.BR,NTGY.MC,MB.MI,AGS.BR,RNO.PA,MOCORP.HE,OMV.VI,SW.PA,KGX.DE,REE.MC,UBI.PA,ELE.MC,EN.PA,GRF.MC,SGRE.MC,LIGHT.AS,GFC.PA,ACS.MC,AGN.AS,ELI.BR,CBK.DE,SOF.BR,WRT1V.HE,IMCD.AS,GET.PA,EDF.PA,ORP.PA,EO.PA,SK.PA,G1A.DE,G24.DE,PST.MI,AMP.MI,CPR.MI,ATO.PA,FR.PA,AC.PA,FDJ.PA,AFX.DE,LXS.DE,VALMT.HE,EVK.DE,AKE.PA,LI.PA,SCR.PA,AMUN.PA,TMV.DE,WDP.BR,VOE.VI,TEN.MI,DSYA.,LHA.DE,ASRNL.AS,SOI.PA,ENG.MC,NEOEN.PA,iShares MSCI Eurozone ETF,BIM.PA,DWN.,NEM.DE,BESI.AS,HUH1V.HE,n/a,BOL.PA,HER.MI,JMT.LS,BIDI11.SA,777.DE,SOLB.BR,BC8.DE,UMG.AS,IP.MI,SUM
08/13/2021,4.57,3.83,2.62,2.13,2.02,1.87,1.77,1.58,1.49,1.61,1.43,1.44,1.1,1.16,1.2,1.18,1.3,1.2,1.08,1.11,1.07,1.09,0.99,1.07,0.9,1.0,1.0,0.96,0.91,0.87,0.86,0.88,0.83,0.7,0.68,0.73,0.71,0.67,0.73,0.74,0.71,0.66,0.65,0.0,0.54,0.57,0.54,0.59,0.51,0.55,0.52,0.44,0.58,0.57,0.51,0.46,0.56,0.46,0.5,0.44,0.47,0.45,0.48,0.45,0.44,0.47,0.41,0.44,0.38,0.45,0.42,0.27,0.44,0.4,0.39,0.41,0.41,0.44,0.36,0.0,0.37,0.37,0.4,0.37,0.33,0.32,0.28,0.26,0.27,0.27,0.32,0.29,0.29,0.27,0.27,0.29,0.28,0.32,0.26,0.24,0.26,0.29,0.24,0.25,0.26,0.21,0.24,0.2,0.27,0.21,0.23,0.23,0.21,0.22,0.25,0.22,0.23,0.22,0.29,0.2,0.21,0.22,0.22,0.21,0.2,0.22,0.18,0.18,0.18,0.19,0.2,0.25,0.2,0.18,0.2,0.2,0.17,0.17,0.18,0.17,0.17,0.18,0.18,0.16,0.17,0.16,0.17,0.0,0.15,0.16,0.16,0.15,0.15,0.15,0.15,0.14,0.14,0.13,0.14,0.15,0.11,0.14,0.15,0.13,0.12,0.12,0.14,0.14,0.15,0.14,0.12,0.13,0.12,0.14,0.12,0.11,0.11,0.1,0.1,0.12,0.11,0.11,0.11,0.13,0.0,0.11,0.09,0.09,0.12,0.11,0.1,0.12,0.11,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.7,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.7
08/16/2021,4.5,3.86,2.63,2.16,2.04,1.88,1.79,1.57,1.52,1.63,1.42,1.43,1.1,1.15,1.21,1.19,1.28,1.2,1.08,1.12,1.08,1.09,1.0,1.07,0.91,0.99,1.01,0.96,0.91,0.88,0.87,0.86,0.84,0.7,0.67,0.72,0.71,0.68,0.73,0.74,0.73,0.68,0.65,0.0,0.55,0.57,0.54,0.58,0.52,0.57,0.53,0.44,0.57,0.56,0.52,0.45,0.56,0.46,0.5,0.43,0.47,0.45,0.48,0.46,0.44,0.47,0.4,0.44,0.37,0.46,0.42,0.27,0.4,0.39,0.39,0.41,0.4,0.44,0.36,0.0,0.37,0.37,0.39,0.36,0.32,0.32,0.28,0.26,0.27,0.26,0.32,0.29,0.28,0.28,0.27,0.29,0.27,0.32,0.26,0.24,0.26,0.29,0.24,0.24,0.26,0.21,0.23,0.19,0.27,0.22,0.23,0.24,0.21,0.22,0.24,0.22,0.23,0.22,0.29,0.2,0.2,0.21,0.22,0.21,0.2,0.22,0.17,0.18,0.18,0.19,0.2,0.23,0.2,0.2,0.2,0.2,0.17,0.16,0.18,0.18,0.17,0.18,0.18,0.16,0.17,0.16,0.17,0.0,0.15,0.16,0.16,0.15,0.15,0.14,0.15,0.14,0.14,0.13,0.14,0.15,0.12,0.14,0.15,0.13,0.12,0.12,0.14,0.14,0.16,0.14,0.12,0.13,0.12,0.14,0.12,0.11,0.11,0.1,0.1,0.12,0.11,0.11,0.11,0.13,0.0,0.11,0.09,0.09,0.12,0.11,0.1,0.12,0.11,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.7,0.1,0.1,0.0,0.0,0.0,0.0,0.09,0.0,0.1,0.09,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.69
08/17/2021,4.47,3.85,2.62,2.16,2.03,1.88,1.78,1.57,1.53,1.65,1.43,1.43,1.1,1.15,1.21,1.2,1.29,1.2,1.08,1.14,1.07,1.08,1.0,1.06,0.91,1.0,1.02,0.96,0.92,0.87,0.87,0.85,0.84,0.7,0.67,0.72,0.68,0.69,0.73,0.74,0.72,0.69,0.66,0.0,0.54,0.56,0.54,0.59,0.52,0.56,0.53,0.44,0.58,0.56,0.52,0.45,0.56,0.46,0.5,0.43,0.47,0.45,0.48,0.46,0.44,0.47,0.41,0.0,0.37,0.47,0.42,0.0,0.39,0.39,0.4,0.41,0.41,0.44,0.36,0.0,0.37,0.37,0.39,0.35,0.31,0.32,0.28,0.26,0.27,0.26,0.32,0.29,0.29,0.27,0.27,0.29,0.28,0.31,0.26,0.25,0.25,0.29,0.24,0.24,0.26,0.21,0.23,0.2,0.27,0.22,0.23,0.24,0.21,0.23,0.24,0.22,0.24,0.22,0.29,0.2,0.21,0.21,0.22,0.21,0.2,0.22,0.18,0.19,0.19,0.2,0.2,0.23,0.2,0.2,0.2,0.2,0.17,0.17,0.18,0.17,0.17,0.18,0.18,0.16,0.17,0.16,0.17,0.0,0.15,0.16,0.16,0.15,0.15,0.14,0.15,0.14,0.14,0.13,0.14,0.16,0.12,0.14,0.15,0.12,0.12,0.12,0.14,0.14,0.16,0.15,0.12,0.13,0.12,0.14,0.12,0.11,0.11,0.11,0.1,0.12,0.11,0.11,0.11,0.13,0.0,0.11,0.09,0.09,0.12,0.11,0.1,0.12,0.11,0.0,0.09,0.1,0.1,0.1,0.11,0.0,0.69,0.1,0.1,0.0,0.09,0.44,0.0,0.09,0.0,0.1,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.68
08/18/2021,4.47,3.85,2.62,2.16,2.03,1.88,1.78,1.57,1.53,1.65,1.43,1.43,1.1,1.15,1.21,1.2,1.29,1.2,1.08,1.14,1.07,1.08,1.0,1.06,0.91,1.0,1.02,0.96,0.92,0.87,0.87,0.85,0.84,0.7,0.67,0.72,0.68,0.69,0.73,0.74,0.72,0.69,0.66,0.0,0.54,0.56,0.54,0.59,0.52,0.56,0.53,0.44,0.58,0.56,0.52,0.45,0.56,0.46,0.5,0.43,0.47,0.45,0.48,0.46,0.44,0.47,0.41,0.0,0.37,0.47,0.42,0.0,0.39,0.39,0.4,0.41,0.41,0.44,0.36,0.0,0.37,0.37,0.39,0.35,0.31,0.32,0.28,0.26,0.27,0.26,0.32,0.29,0.29,0.27,0.27,0.29,0.28,0.31,0.26,0.25,0.25,0.29,0.24,0.24,0.26,0.21,0.23,0.2,0.27,0.22,0.23,0.24,0.21,0.23,0.24,0.22,0.24,0.22,0.29,0.2,0.21,0.21,0.22,0.21,0.2,0.22,0.18,0.19,0.19,0.2,0.2,0.23,0.2,0.2,0.2,0.2,0.17,0.17,0.18,0.17,0.17,0.18,0.18,0.16,0.17,0.16,0.17,0.0,0.15,0.16,0.16,0.15,0.15,0.14,0.15,0.14,0.14,0.13,0.14,0.16,0.12,0.14,0.15,0.12,0.12,0.12,0.14,0.14,0.16,0.15,0.12,0.13,0.12,0.14,0.12,0.11,0.11,0.11,0.1,0.12,0.11,0.11,0.11,0.13,0.0,0.11,0.09,0.09,0.12,0.11,0.1,0.12,0.11,0.0,0.09,0.1,0.1,0.1,0.11,0.0,0.69,0.1,0.1,0.0,0.09,0.44,0.0,0.09,0.0,0.1,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.68
08/19/2021,4.49,3.79,2.64,2.16,2.02,1.9,1.77,1.57,1.54,1.66,1.43,1.43,1.11,1.16,1.19,1.19,1.3,1.19,1.08,1.13,1.07,1.07,1.0,1.02,0.91,0.99,1.02,0.95,0.92,0.86,0.86,0.85,0.85,0.69,0.67,0.72,0.66,0.68,0.73,0.73,0.72,0.69,0.66,0.0,0.54,0.56,0.54,0.59,0.52,0.57,0.53,0.44,0.57,0.57,0.53,0.46,0.56,0.46,0.5,0.42,0.48,0.45,0.48,0.46,0.44,0.48,0.41,0.45,0.37,0.47,0.42,0.27,0.39,0.4,0.4,0.42,0.4,0.44,0.36,0.0,0.38,0.37,0.39,0.35,0.31,0.33,0.28,0.26,0.27,0.27,0.32,0.29,0.28,0.27,0.27,0.28,0.28,0.32,0.25,0.25,0.25,0.29,0.24,0.25,0.26,0.21,0.23,0.19,0.27,0.22,0.23,0.24,0.21,0.23,0.24,0.22,0.23,0.22,0.29,0.2,0.2,0.21,0.22,0.21,0.2,0.22,0.18,0.19,0.18,0.2,0.2,0.23,0.2,0.2,0.2,0.21,0.17,0.16,0.18,0.17,0.17,0.18,0.18,0.16,0.17,0.16,0.17,0.0,0.15,0.16,0.16,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.14,0.16,0.12,0.14,0.15,0.12,0.12,0.12,0.14,0.14,0.16,0.15,0.11,0.13,0.12,0.14,0.12,0.11,0.11,0.12,0.1,0.12,0.11,0.11,0.11,0.13,0.0,0.11,0.09,0.0,0.12,0.11,0.1,0.12,0.11,0.0,0.09,0.1,0.09,0.1,0.1,0.0,0.69,0.09,0.1,0.0,0.09,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.63
08/20/2021,4.5,3.77,2.67,2.18,2.03,1.93,1.78,1.56,1.56,1.67,1.44,1.42,1.11,1.17,1.17,1.18,1.31,1.17,1.08,1.12,1.09,1.05,1.0,1.01,0.91,1.0,1.02,0.96,0.91,0.85,0.85,0.84,0.85,0.68,0.68,0.72,0.64,0.68,0.75,0.72,0.71,0.7,0.66,0.0,0.53,0.56,0.54,0.59,0.53,0.58,0.53,0.43,0.57,0.56,0.53,0.46,0.56,0.46,0.51,0.43,0.47,0.46,0.48,0.46,0.45,0.47,0.42,0.45,0.37,0.48,0.41,0.27,0.39,0.4,0.39,0.42,0.4,0.43,0.36,0.0,0.38,0.37,0.38,0.35,0.31,0.33,0.28,0.26,0.27,0.28,0.33,0.29,0.28,0.26,0.28,0.28,0.28,0.32,0.26,0.24,0.25,0.3,0.24,0.25,0.26,0.22,0.23,0.19,0.27,0.22,0.23,0.24,0.21,0.23,0.25,0.22,0.23,0.22,0.29,0.2,0.2,0.21,0.22,0.21,0.2,0.22,0.18,0.19,0.18,0.2,0.2,0.24,0.2,0.2,0.2,0.2,0.18,0.16,0.19,0.17,0.17,0.18,0.18,0.16,0.17,0.16,0.17,0.0,0.15,0.16,0.16,0.15,0.15,0.14,0.14,0.13,0.14,0.13,0.14,0.16,0.12,0.13,0.15,0.12,0.12,0.12,0.14,0.14,0.16,0.15,0.11,0.13,0.12,0.14,0.12,0.11,0.11,0.12,0.1,0.12,0.11,0.11,0.11,0.13,0.0,0.11,0.09,0.0,0.12,0.11,0.1,0.12,0.11,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.7,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.18,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.74
08/23/2021,4.56,3.39,2.68,2.15,2.0,1.98,1.73,1.57,1.57,1.69,1.48,1.39,1.09,1.23,1.13,1.16,1.41,1.17,1.11,1.11,1.13,1.04,1.01,0.89,0.92,0.99,1.02,0.89,0.9,0.84,0.85,0.84,0.85,0.68,0.68,0.7,0.63,0.68,0.77,0.72,0.71,0.71,0.68,0.0,0.52,0.57,0.53,0.61,0.54,0.59,0.53,0.43,0.57,0.55,0.54,0.46,0.57,0.45,0.51,0.42,0.47,0.47,0.49,0.46,0.45,0.47,0.44,0.47,0.37,0.5,0.41,0.27,0.4,0.41,0.39,0.42,0.4,0.41,0.37,0.0,0.38,0.37,0.38,0.36,0.31,0.33,0.27,0.27,0.27,0.31,0.33,0.3,0.28,0.25,0.28,0.26,0.28,0.32,0.26,0.24,0.26,0.3,0.26,0.24,0.26,0.22,0.23,0.2,0.27,0.22,0.22,0.25,0.21,0.23,0.26,0.22,0.23,0.23,0.3,0.2,0.2,0.22,0.22,0.21,0.2,0.21,0.18,0.2,0.18,0.2,0.2,0.26,0.2,0.2,0.2,0.21,0.18,0.17,0.19,0.18,0.17,0.17,0.17,0.16,0.17,0.16,0.17,0.0,0.15,0.16,0.16,0.15,0.15,0.14,0.14,0.13,0.14,0.13,0.14,0.16,0.12,0.14,0.16,0.13,0.12,0.12,0.14,0.14,0.16,0.15,0.11,0.13,0.11,0.14,0.12,0.12,0.11,0.12,0.1,0.13,0.11,0.11,0.12,0.13,0.0,0.11,0.09,0.0,0.12,0.11,0.1,0.12,0.1,0.0,0.1,0.1,0.1,0.11,0.1,0.0,0.71,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.19,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.67
08/24/2021,4.6,3.42,2.68,2.14,2.01,1.98,1.73,1.57,1.58,1.67,1.48,1.39,1.09,1.24,1.14,1.14,1.46,1.17,1.12,1.1,1.12,1.04,1.0,0.89,0.91,0.99,1.02,0.9,0.9,0.82,0.85,0.86,0.85,0.68,0.68,0.69,0.63,0.7,0.77,0.71,0.71,0.72,0.68,0.0,0.51,0.57,0.53,0.61,0.54,0.6,0.53,0.43,0.57,0.55,0.55,0.45,0.57,0.45,0.51,0.42,0.47,0.47,0.49,0.46,0.45,0.48,0.45,0.0,0.37,0.5,0.41,0.0,0.4,0.41,0.39,0.42,0.4,0.41,0.38,0.0,0.38,0.37,0.38,0.35,0.31,0.33,0.28,0.27,0.27,0.31,0.34,0.3,0.28,0.25,0.27,0.26,0.28,0.32,0.26,0.24,0.26,0.31,0.26,0.24,0.26,0.22,0.23,0.2,0.28,0.23,0.22,0.25,0.21,0.23,0.26,0.22,0.23,0.22,0.29,0.19,0.2,0.21,0.21,0.21,0.2,0.21,0.17,0.21,0.18,0.2,0.2,0.26,0.19,0.2,0.2,0.21,0.18,0.16,0.19,0.17,0.17,0.17,0.17,0.16,0.17,0.16,0.17,0.0,0.15,0.16,0.16,0.15,0.15,0.14,0.14,0.13,0.14,0.12,0.14,0.16,0.12,0.14,0.16,0.13,0.12,0.12,0.14,0.14,0.16,0.15,0.11,0.13,0.11,0.14,0.12,0.12,0.11,0.12,0.1,0.13,0.11,0.11,0.12,0.13,0.0,0.1,0.09,0.0,0.12,0.11,0.09,0.12,0.1,0.0,0.1,0.1,0.1,0.11,0.1,0.0,0.71,0.0,0.1,0.0,0.1,0.47,0.0,0.1,0.0,0.1,0.0,0.0,0.27,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,94.62
08/25/2021,4.6,3.42,2.68,2.14,2.01,1.98,1.73,1.57,1.58,1.67,1.48,1.39,1.09,1.24,1.14,1.14,1.46,1.17,1.12,1.1,1.12,1.04,1.0,0.89,0.91,0.99,1.02,0.9,0.9,0.82,0.85,0.86,0.85,0.68,0.68,0.69,0.63,0.7,0.77,0.71,0.71,0.72,0.68,0.71,0.51,0.57,0.53,0.61,0.54,0.6,0.53,0.43,0.57,0.55,0.55,0.45,0.57,0.45,0.51,0.42,0.47,0.47,0.49,0.46,0.45,0.48,0.45,0.0,0.37,0.5,0.41,0.0,0.4,0.41,0.39,0.42,0.4,0.41,0.38,0.0,0.38,0.37,0.38,0.35,0.31,0.33,0.28,0.27,0.27,0.31,0.34,0.3,0.28,0.25,0.27,0.26,0.28,0.32,0.26,0.24,0.26,0.31,0.26,0.24,0.26,0.22,0.23,0.2,0.28,0.23,0.22,0.25,0.21,0.23,0.26,0.22,0.23,0.22,0.29,0.19,0.2,0.21,0.21,0.21,0.2,0.21,0.17,0.21,0.18,0.2,0.2,0.26,0.19,0.2,0.2,0.21,0.18,0.16,0.19,0.17,0.0,0.0,0.17,0.16,0.17,0.16,0.17,0.0,0.15,0.16,0.16,0.15,0.15,0.14,0.14,0.13,0.14,0.12,0.14,0.16,0.12,0.14,0.16,0.13,0.12,0.12,0.14,0.14,0.16,0.15,0.11,0.13,0.11,0.14,0.12,0.12,0.11,0.12,0.1,0.13,0.11,0.11,0.12,0.13,0.0,0.1,0.09,0.0,0.12,0.11,0.09,0.12,0.1,0.0,0.1,0.1,0.1,0.11,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.27,0.0,0.09,0.09,0.47,0.17,0.17,0.0,0.0,0.0,94.62
08/26/2021,4.66,3.48,2.67,2.14,2.01,1.94,1.75,1.56,1.57,1.66,1.46,1.4,1.09,1.22,1.13,1.14,1.49,1.17,1.09,1.11,1.12,1.04,1.0,0.91,0.91,0.99,1.02,0.92,0.9,0.83,0.85,0.86,0.84,0.67,0.69,0.7,0.62,0.69,0.77,0.71,0.71,0.71,0.66,0.71,0.51,0.57,0.53,0.61,0.54,0.59,0.53,0.43,0.57,0.55,0.54,0.46,0.57,0.45,0.51,0.43,0.47,0.47,0.48,0.46,0.45,0.48,0.44,0.47,0.37,0.49,0.42,0.27,0.41,0.4,0.39,0.42,0.41,0.41,0.37,0.0,0.38,0.37,0.38,0.36,0.31,0.32,0.28,0.27,0.27,0.3,0.34,0.3,0.28,0.25,0.27,0.26,0.28,0.32,0.28,0.24,0.25,0.3,0.25,0.24,0.26,0.22,0.23,0.2,0.27,0.22,0.22,0.24,0.21,0.23,0.26,0.22,0.23,0.23,0.3,0.19,0.2,0.21,0.21,0.21,0.2,0.21,0.17,0.21,0.18,0.2,0.2,0.26,0.19,0.2,0.2,0.2,0.18,0.16,0.19,0.17,0.0,0.0,0.17,0.16,0.17,0.16,0.17,0.0,0.15,0.16,0.16,0.15,0.15,0.14,0.14,0.13,0.14,0.12,0.14,0.16,0.12,0.14,0.16,0.13,0.12,0.12,0.13,0.14,0.16,0.15,0.11,0.13,0.11,0.15,0.12,0.12,0.11,0.11,0.1,0.13,0.11,0.11,0.12,0.13,0.0,0.1,0.0,0.0,0.12,0.11,0.1,0.12,0.1,0.0,0.1,0.1,0.09,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.18,0.09,0.0,0.09,0.0,0.17,0.17,0.0,0.0,0.0,94.66
08/27/2021,4.64,3.41,2.66,2.14,2.0,1.92,1.75,1.57,1.55,1.66,1.45,1.42,1.09,1.21,1.14,1.17,1.52,1.18,1.08,1.1,1.11,1.04,1.0,0.91,0.92,0.99,1.02,0.9,0.91,0.84,0.85,0.88,0.83,0.67,0.69,0.69,0.82,0.69,0.77,0.7,0.71,0.71,0.65,0.71,0.52,0.57,0.54,0.61,0.53,0.59,0.53,0.44,0.57,0.55,0.54,0.45,0.57,0.45,0.51,0.43,0.46,0.47,0.48,0.46,0.45,0.48,0.44,0.46,0.37,0.49,0.42,0.18,0.43,0.4,0.39,0.42,0.41,0.42,0.37,0.0,0.38,0.37,0.38,0.36,0.31,0.32,0.28,0.27,0.27,0.31,0.34,0.3,0.28,0.26,0.27,0.26,0.28,0.32,0.28,0.24,0.25,0.3,0.25,0.24,0.26,0.22,0.23,0.2,0.27,0.22,0.22,0.25,0.21,0.23,0.26,0.22,0.23,0.23,0.3,0.19,0.2,0.21,0.21,0.21,0.2,0.21,0.17,0.21,0.18,0.2,0.2,0.26,0.19,0.2,0.19,0.2,0.18,0.16,0.19,0.17,0.0,0.0,0.17,0.16,0.17,0.16,0.17,0.0,0.15,0.16,0.16,0.15,0.15,0.14,0.14,0.13,0.14,0.12,0.14,0.16,0.12,0.14,0.16,0.13,0.12,0.12,0.13,0.14,0.16,0.15,0.11,0.13,0.11,0.15,0.12,0.12,0.11,0.12,0.1,0.13,0.11,0.11,0.12,0.13,0.0,0.1,0.1,0.0,0.12,0.11,0.1,0.12,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.09,0.09,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.17,0.17,0.0,0.0,0.0,94.64
08/30/2021,4.69,3.41,2.65,2.14,2.01,1.92,1.76,1.57,1.54,1.65,1.46,1.44,1.09,1.2,1.14,1.16,1.47,1.2,1.07,1.1,1.11,1.06,1.01,0.92,0.91,0.99,1.02,0.9,0.92,0.85,0.85,0.88,0.82,0.69,0.68,0.69,0.83,0.67,0.76,0.71,0.74,0.7,0.65,0.71,0.52,0.58,0.54,0.61,0.53,0.59,0.53,0.43,0.58,0.55,0.56,0.45,0.57,0.45,0.51,0.44,0.46,0.46,0.49,0.46,0.46,0.48,0.44,0.0,0.37,0.49,0.43,0.0,0.41,0.4,0.39,0.42,0.41,0.42,0.37,0.0,0.37,0.37,0.39,0.36,0.3,0.32,0.28,0.27,0.27,0.31,0.33,0.3,0.28,0.26,0.27,0.26,0.28,0.32,0.29,0.24,0.25,0.3,0.25,0.25,0.26,0.22,0.24,0.2,0.27,0.22,0.23,0.24,0.21,0.21,0.26,0.22,0.23,0.23,0.3,0.2,0.2,0.21,0.21,0.21,0.2,0.21,0.17,0.21,0.18,0.2,0.2,0.26,0.19,0.2,0.19,0.2,0.18,0.16,0.18,0.17,0.0,0.0,0.17,0.16,0.17,0.16,0.17,0.0,0.15,0.16,0.16,0.15,0.15,0.14,0.14,0.13,0.14,0.12,0.14,0.16,0.12,0.13,0.16,0.12,0.12,0.12,0.13,0.14,0.16,0.15,0.12,0.13,0.12,0.15,0.12,0.12,0.11,0.11,0.1,0.13,0.11,0.11,0.11,0.13,0.0,0.1,0.1,0.0,0.12,0.11,0.1,0.12,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.18,0.1,0.0,0.0,0.46,0.16,0.17,0.0,0.0,0.0,94.75
08/31/2021,4.77,3.41,2.65,2.15,2.0,1.91,1.78,1.56,1.54,1.65,1.46,1.44,1.09,1.2,1.15,1.16,1.5,1.19,1.06,1.1,1.1,1.06,1.0,0.91,0.9,0.99,1.01,0.89,0.92,0.85,0.85,0.9,0.82,0.69,0.68,0.69,0.83,0.67,0.76,0.71,0.73,0.69,0.65,0.71,0.52,0.58,0.54,0.6,0.53,0.59,0.53,0.43,0.58,0.55,0.56,0.45,0.57,0.45,0.51,0.44,0.46,0.46,0.49,0.46,0.46,0.49,0.43,0.0,0.37,0.48,0.43,0.0,0.41,0.4,0.39,0.42,0.41,0.43,0.37,0.0,0.37,0.37,0.39,0.36,0.31,0.33,0.29,0.27,0.27,0.3,0.33,0.3,0.28,0.26,0.26,0.26,0.27,0.34,0.28,0.24,0.25,0.3,0.25,0.25,0.26,0.22,0.24,0.2,0.28,0.22,0.23,0.24,0.21,0.22,0.26,0.22,0.23,0.23,0.3,0.2,0.2,0.21,0.21,0.21,0.2,0.22,0.17,0.21,0.18,0.2,0.2,0.24,0.19,0.2,0.19,0.2,0.18,0.16,0.18,0.17,0.0,0.0,0.17,0.16,0.17,0.16,0.17,0.0,0.15,0.16,0.16,0.15,0.15,0.14,0.14,0.13,0.14,0.12,0.14,0.15,0.12,0.13,0.16,0.13,0.12,0.12,0.13,0.14,0.16,0.15,0.11,0.13,0.12,0.15,0.12,0.12,0.11,0.12,0.1,0.13,0.11,0.11,0.11,0.13,0.0,0.1,0.1,0.0,0.12,0.11,0.1,0.12,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.18,0.1,0.0,0.0,0.45,0.16,0.17,0.0,0.0,0.0,94.78
